,Concept_ID,cy,it
258,Großmutter::N,mam-gu,nonna
259,Eltern::N,rhieni,genitori
260,Vater::N,tad,padre
261,Mutter::N,mam,madre
262,Sohn::N,mab,figlio
263,Tochter::N,merch,figlia
264,Bruder::N,brawd,fratello
265,Schwester::N,chwaer,sorella
266,Onkel::N,ewythr,zio
267,Tante::N,modryb,zia
268,Ehemann::N,gŵr,marito
269,Ehefrau::N,gwraig,moglie
270,Freude::N,gorfoledd,gioia
271,Freude::N,gorfoledd,piacere
272,Gelächter::N,chwerthin,risata
273,Glück::N,hapusrwydd,felicità
274,Kummer::N,galar,afflizione
275,Wunsch::N,dymuniad,desiderio
276,Lust::N,chwant,voglia
277,Geist::N,ysbryd,mente
278,Geist::N,ysbryd,spìrito
279,Gedanke::N,meddwl,idea
280,Gedanke::N,meddwl,pensiero
281,Gedächtnis::N,cof,memoria
282,Verstand::N,meddwl,intelletto
283,Sinn::N,ystyr,senso
284,Sinn::N,ystyr,significato
285,Grund::N,achos,causa
286,Grund::N,achos,motivo
287,Grund::N,achos,ragione
288,Grund::N,rheswm,causa
289,Grund::N,rheswm,motivo
290,Grund::N,rheswm,ragione
291,Wahrheit::N,gwir,verità
292,Wahrheit::N,gwirionedd,verità
293,Gespräch::N,sgwrs,discorso
294,Gespräch::N,sgwrs,conversazione
295,Märchen::N,chwedl werin,fiaba
296,Märchen::N,chwedl werin,fàvola
297,Erzählung::N,stori,racconto
298,Erzählung::N,stori,narrazione
299,Nachricht::N,neges,messaggio
300,Neuigkeit::N,newydd,notizia
301,Name::N,enw,nome
302,Rätsel::N,pos,indovinello
303,Rede::N,araith,discorso
304,Sprache::N,iaith,lingua
305,Sprache::N,iaith,linguaggio
306,Stimme::N,llais,voce
307,Wort::N,gair,parola
308,Zeichen::N,arwydd,segno
309,Zeichen::N,arwydd,segnale
310,Ruf::N,galwad,chiamata
311,Lärm::N,trwst,chiasso
312,Lärm::N,trwst,strèpito
313,Laut::N,sain,suono
314,Ton::N,tôn,tono
315,Lied::N,cân,canto
316,Lied::N,cân,canzone
317,Ruhe::N,tawelwch,calma
318,Ruhe::N,tawelwch,tranquillità
319,Leute::N,pobl,gente
320,Volk::N,pobl,pòpolo
321,Arbeit::N,gwaith,lavoro
322,Gast::N,gwestai,òspite
323,Gast::N,gwestai,invitato
324,Geschenk::N,rhodd,regalo
325,Geschenk::N,anrheg,regalo
326,Spiel::N,chwarae,gioco
327,Gesellschaft::N,cwmni,compagnìa
328,Hilfe::N,cymorth,aiuto
329,Hilfe::N,cymorth,soccorso
330,Freund::N,cyfaill,amico
331,Kamerad::N,cydymaith,camerata
332,Angelegenheit::N,pwnc,affare
333,Angelegenheit::N,pwnc,faccenda
334,Anzahl::N,cyfrif,nùmero
335,Anzahl::N,cyfrif,quantità
336,Art::N,bath,tipo
337,Art::N,bath,specie
338,Stück::N,darn,pezzo
339,Teil::N,rhan,parte
340,Hälfte::N,hanner,metà
341,Kreis::N,cylch,cìrcolo
342,Kreuz::N,croes,croce
343,Linie::N,llinell,lìnea
344,Strich::N,strôc,tratto
345,Strich::N,trawiad,tratto
346,Abstand::N,bwlch,distanza
347,Abstand::N,pellter,distanza
348,Entfernung::N,pellter,distanza
349,Entfernung::N,pellter,lontananza
350,Gegend::N,cylch,regione
351,Platz::N,lle,posto
352,Platz::N,lle,spazio
353,Ort::N,lle,luogo
354,Ort::N,lle,località
355,Seite::N,ochr,lato
356,Seite::N,ochr,parte
357,Mitte::N,canol,mezzo
358,Mitte::N,canol,centro
359,Gegenstand::N,eitem,oggetto
360,Sache::N,peth,cosa
361,Rand::N,cwr,orlo
362,Rand::N,cwr,bordo
363,Rand::N,ymyl,orlo
364,Rand::N,ymyl,bordo
365,Kante::N,min,spìgolo
366,Kante::N,ymyl,spìgolo
367,Ecke::N,cornel,canto
368,Spitze::N,blaen,punta
369,Ende::N,pen,capo
370,Ende::N,pen,estremità
371,Loch::N,twll,buco
372,Winkel::N,congl,àngolo
373,Muster::N,patrwm,disegno
374,Größe::N,maint,taglia
375,Größe::N,maint,grandezza
376,Größe::N,maintioli,taglia
377,Größe::N,maintioli,grandezza
378,Länge::N,hyd,lunghezza
379,Höhe::N,uchder,altezza
380,Gewicht::N,pwysau,peso
381,Menge::N,swm,quantità
382,Menge::N,maint,quantità
383,Haufen::N,pentwr,cùmulo
384,Haufen::N,pentwr,mucchio
385,Reihe::N,rhes,fila
386,Boot::N,cwch,barca
387,Boot::N,cwch,battello
388,Ruder::N,rhwyf,remo
389,Schlitten::N,sled,slitta
390,Schlitten::N,car llusg,slitta
391,Ski::N,sgi,sci
392,Lagerfeuer::N,coelcerth,falò
393,Lagerfeuer::N,coelcerth,fuoco di bivacco
394,Last::N,llwyth,càrico
395,Gang::N,tro,andata
396,Schritt::N,cam,passo
397,Norden::N,gogledd,nord
398,Norden::N,gogledd,settentrione
399,Süden::N,de,sud
400,Süden::N,de,meridione
401,Westen::N,gorllewin,òvest
402,Westen::N,gorllewin,occidente
403,Osten::N,dwyrain,est
404,Osten::N,dwyrain,oriente
405,Holz::N,pren,legno
406,Brett::N,bwrdd,asse
407,Brett::N,bwrdd,tàvola
408,Brett::N,astell,asse
409,Brett::N,astell,tàvola
410,Platte::N,llech,lastra
411,Platte::N,llech,piastra
412,Stütze::N,ateg,supporto
413,Stütze::N,cynhalydd,supporto
414,Stange::N,polyn,sbarra
415,Stange::N,polyn,pèrtica
416,Stock::N,ffon,verga
417,Stock::N,ffon,bastone
418,Stock::N,ffon,bacchetta
419,Stock::N,brigyn,verga
420,Stock::N,brigyn,bastone
421,Stock::N,brigyn,bacchetta
422,Stab::N,ffon,asta
423,Rohr::N,pibell,tubo
424,Haus::N,tŷ,casa
425,Heim::N,cartref,casa
426,Ofen::N,stof,stufa
427,Fußboden::N,llawr,pavimento
428,Tisch::N,bwrdd,tàvolo
429,Stuhl::N,cadair,sedia
430,Wiege::N,crud,culla
431,Bett::N,gwely,letto
432,Regal::N,silff,scaffale
433,Kiste::N,bocs,cassa
434,Kiste::N,blwch,cassa
435,Fenster::N,ffenestr,finestra
436,Tür::N,drws,porta
437,Tor::N,porth,portone
438,Zaun::N,ffens,recinto
439,Dach::N,to,tetto
440,Leiter::N,ysgol,scala
441,Leiter::N,ysgol,scala a pioli
442,Besen::N,ysgub,scopa
443,Spaten::N,rhaw,vanga
444,Schaufel::N,rhaw,pala
445,Gabel::N,fforc,forchetta
446,Löffel::N,llwy,cucchiaio
447,Messer::N,cyllell,coltello
448,Nagel::N,hoel,chiodo
449,Netz::N,gwe,rete
450,Netz::N,rhwyd,rete
451,Haken::N,bach,uncino
452,Griff::N,carn,mànico
453,Griff::N,carn,maniglia
454,Schloss::N,clo,serratura
455,Bild::N,llun,quadro
456,Bild::N,llun,immàgine
457,Bild::N,pictiwr,quadro
458,Bild::N,pictiwr,immàgine
459,Figur::N,ffigur,figura
460,Puppe::N,dol,bàmbola
461,Beutel::N,cwd,borsa
462,Beutel::N,cwd,sacchetto
463,Bündel::N,bwndel,fascio
464,Bündel::N,bwndel,fagotto
465,Bündel::N,coflaid,fascio
466,Bündel::N,coflaid,fagotto
467,Tasche::N,cod,borsa
468,Eimer::N,bwced,secchio
469,Eimer::N,cunnog,secchio
470,Deckel::N,caead,coperchio
471,Geschirr::N,llestri,stoviglie
472,Sack::N,sach,sacco
473,Tasse::N,cwpan,tazza
474,Topf::N,pot,pèntola
475,Topf::N,crochan,pèntola
476,Kessel::N,tegell,paiolo
477,Kessel::N,tegell,calderone
478,Essen::N,pryd o fwyd,pasto
479,Essen::N,pryd o fwyd,mangiare
480,Nahrung::N,bwyd,cibo
481,Nahrung::N,bwyd,alimento
482,Speise::N,saig,piatto
483,Fleisch::N,cig,carne
484,Getreide::N,ŷd,cereali
485,Getreide::N,llafur,cereali
486,Brei::N,uwd,purè
487,Brei::N,uwd,pappa
488,Brot::N,bara,pane
489,Scheibe::N,tafell,fetta
490,Scheibe::N,tafell,trancia
491,Fett::N,saim,grasso
492,Fett::N,braster,grasso
493,Butter::N,ymenyn,burro
494,Öl::N,olew,olio
495,Salz::N,halen,sale
496,Suppe::N,cawl,zuppa
497,Suppe::N,cawl,minestra
498,Honig::N,mêl,miele
499,Milch::N,llaeth,latte
500,Milch::N,llefrith,latte
501,Tee::N,te,tè
502,Leder::N,lledr,pelle
503,Wolle::N,gwlân,lana
504,Stoff::N,lliain,panno
505,Stoff::N,lliain,tessuto
506,Stoff::N,brethyn,panno
507,Stoff::N,brethyn,tessuto
508,Nadel::N,nodwydd,ago
509,Faden::N,edau,filo
510,Faden::N,edefyn,filo
511,Knopf::N,botwm,bottone
512,Knoten::N,cwlwm,nodo
513,Farbe::N,paent,pittura
514,Kleidung::N,dillad,vestiti
515,Kleidung::N,dillad,vestiario
516,Kleidung::N,gwisgoedd,vestiti
517,Kleidung::N,gwisgoedd,vestiario
518,Hemd::N,crys,camicia
519,Kragen::N,coler,bàvero
520,Kragen::N,coler,colletto
521,Ärmel::N,llawes,mànica
522,Hose::N,trowsus,calzoni
523,Gürtel::N,gwregys,cintura
524,Mütze::N,cap,berretto
525,Schuh::N,esgid,scarpa
526,Stiefel::N,botasen,stivale
527,Ring::N,modrwy,anello
528,Band::N,rhuban,nastro
529,Band::N,rhuban,fettuccia
530,Kamm::N,crib,pèttine
531,Spiegel::N,drych,specchio
532,Riemen::N,strap,cinghia
533,Schnur::N,llinyn,corda
534,Leine::N,tennyn,guinzaglio
535,Decke::N,blanced,coperta
536,Decke::N,gwrthban,coperta
537,Kissen::N,clustog,cuscino
538,Kissen::N,clustog,guanciale
539,Kissen::N,gobennydd,cuscino
540,Kissen::N,gobennydd,guanciale
541,Tuch::N,sgarff,fazzoletto
542,Handtuch::N,tywel,asciugamano
543,Handtuch::N,lliain sychu,asciugamano
544,Kraft::N,grym,forza
545,Stärke::N,nerth,forza
546,Stärke::N,nerth,vigore
547,Stärke::N,nerth,fortezza
548,Stärke::N,cryfder,forza
549,Stärke::N,cryfder,vigore
550,Stärke::N,cryfder,fortezza
551,Gesundheit::N,iechyd,salute
552,Krankheit::N,afiechyd,malattìa
553,Krankheit::N,anhwylder,malattìa
554,Schmerz::N,poen,dolore
555,Schmerz::N,gwayw,dolore
556,Wunde::N,clwyf,piaga
557,Wunde::N,clwyf,ferita
558,Fieber::N,twymyn,febbre
559,Arznei::N,meddyginiaeth,fàrmaco
560,Arznei::N,meddyginiaeth,medicina
561,Brücke::N,pont,ponte
562,Brunnen::N,ffynnon,pozzo
563,Weide::N,porfa,pàscolo
564,Pfad::N,llwybr,sentiero
565,Weg::N,ffordd,via
566,Weg::N,ffordd,cammino
567,Straße::N,heol,strada
568,Straße::N,ffordd,strada
569,Dorf::N,pentref,paese
570,Dorf::N,pentref,villaggio
571,Stadt::N,tref,città
572,Brief::N,llythyr,lèttera
573,Buch::N,llyfr,libro
574,Buchstabe::N,llythyren,lèttera
575,Zeitung::N,papur newydd,giornale
576,Leben::N,bywyd,vita
577,Tod::N,marwolaeth,morte
578,Grab::N,bedd,tomba
579,Grab::N,bedd,sepolcro
580,Kirche::N,eglwys,chiesa
581,Sünde::N,pechod,peccato
582,Gott::N,duw,dio
583,Arbeiter::N,gweithiwr,operaio
584,Arbeiter::N,gweithiwr,lavoratore
585,Chef::N,pennaeth,capo
586,Chef::N,pennaeth,padrone
587,Meister::N,meistr,mastro
588,Meister::N,meistr,maestro
589,Arzt::N,meddyg,mèdico
590,Arzt::N,meddyg,dottore
591,Lehrer::N,athro,professore
592,Geld::N,pres,soldi
593,Geld::N,pres,denaro
594,Geld::N,arian,soldi
595,Geld::N,arian,denaro
596,Geschäft::N,busnes,affare
597,Geschäft::N,busnes,negozio
598,Laden::N,siop,negozio
599,Preis::N,pris,prezzo
600,Ware::N,nwydd,merce
601,Nutzen::N,elw,ùtile
602,Nutzen::N,elw,profitto
603,Nutzen::N,budd,ùtile
604,Nutzen::N,budd,profitto
605,Reichtum::N,cyfoeth,ricchezza
606,Welt::N,byd,mondo
607,Land::N,gwlad,paese
608,Staat::N,gwladwriaeth,Stato
609,König::N,brenin,re
610,Macht::N,grym,potere
611,Macht::N,awdurdod,potere
612,Grenze::N,ffin,confine
613,Grenze::N,ffin,frontiera
614,Grenze::N,goror,confine
615,Grenze::N,goror,frontiera
616,Krieg::N,rhyfel,guerra
617,Feind::N,gelyn,nemico
618,Gewalt::N,ffyrnigrwydd,violenza
619,Kampf::N,brwydr,lotta
620,Bogen[Waffe]::N,bwa,arco
621,Pfeil::N,saeth,freccia
622,Gewehr::N,dryll,fucile
623,Fehler::N,gwall,errore
624,Fehler::N,gwall,sbaglio
625,Fehler::N,camgymeriad,errore
626,Fehler::N,camgymeriad,sbaglio
627,Lüge::N,celwydd,bugìa
628,Lüge::N,celwydd,menzogna
629,Lüge::N,anwiredd,bugìa
630,Lüge::N,anwiredd,menzogna
631,Schaden::N,niwed,danno
632,Schaden::N,difrod,danno
633,Unglück::N,anffawd,sfortuna
634,Schuld::N,bai,colpa
635,Alter::N,oed,età
636,Schluss::N,diwedd,fine
637,Zeit::N,amser,tempo
638,Tag::N,dydd,giorno
639,Tag::N,dydd,giornata
640,Tag::N,diwrnod,giorno
641,Tag::N,diwrnod,giornata
642,Morgen::N,bore,mattina
643,Mittag::N,nawn,mezzogiorno
644,Abend::N,noswaith,sera
645,Abend::N,noswaith,serata
646,Nacht::N,nos,notte
647,Woche::N,wythnos,settimana
648,Monat::N,mis,mese
649,Jahr::N,blwyddyn,anno
650,Frühling::N,gwanwyn,primavera
651,Sommer::N,haf,estate
652,Herbst::N,hydref,autunno
653,Winter::N,gaeaf,inverno
654,Januar::N,Ionawr,gennaio
655,Februar::N,Chwefror,febbraio
656,März::N,Mawrth,marzo
657,April::N,Ebrill,aprile
658,Mai::N,Mai,maggio
659,Juni::N,Mehefin,giugno
660,Juli::N,Gorffennaf,luglio
661,August::N,Awst,agosto
662,September::N,Medi,settembre
663,Oktober::N,Hydref,ottobre
664,November::N,Tachwedd,novembre
665,Dezember::N,Rhagfyr,dicembre
666,Montag::N,dydd Llun,lunedì
667,Dienstag::N,dydd Mawrth,martedì
668,Mittwoch::N,dydd Mercher,mercoledì
669,Donnerstag::N,dydd Iau,giovedì
670,Freitag::N,dydd Gwener,venerdì
671,Samstag::N,dydd Sadwrn,sàbato
672,Sonntag::N,dydd Sul,domenica
673,groß::A,mawr,grande
674,klein::A,bach,pìccolo
675,lang::A,hir,lungo
676,kurz::A,byr,corto
677,kurz::A,cwta,corto
678,breit::A,llydan,largo
679,schmal::A,cul,stretto
680,dicht::A,dwys,denso
681,dick[Gegenstand]::A,trwchus,spesso
682,dünn::A,tenau,sottile
683,fein::A,main,fine
684,fein::A,main,delicato
685,fest::A,cadarn,sodo
686,fest::A,cadarn,fisso
687,flach::A,gwastad,piano
688,flach::A,gwastad,piatto
689,glatt::A,llyfn,liscio
690,hart::A,caled,duro
691,weich::A,meddal,molle
692,rund::A,crwn,rotondo
693,spitz::A,pigfain,aguzzo
694,spitz::A,pigfain,appuntito
695,scharf::A,miniog,affilato
696,scharf::A,miniog,tagliente
697,stumpf::A,pŵl,smussato
698,schwer::A,trwm,pesante
699,schön::A,teg,bello
700,schön::A,hardd,bello
701,schön::A,prydferth,bello
702,heiß::A,poeth,caldo
703,heiß::A,poeth,bollente
704,warm::A,twym,caldo
705,warm::A,cynnes,caldo
706,kalt::A,oer,freddo
707,kühl::A,oeraidd,fresco
708,frisch::A,iach,fresco
709,feucht::A,llaith,ùmido
710,nass::A,gwlyb,bagnato
711,trocken::A,sych,secco
712,voll::A,llawn,pieno
713,leer::A,gwag,vuoto
714,offen::A,agored,aperto
715,geschlossen::A,caead,chiuso
716,geschlossen::A,caeëdig,chiuso
717,sauber::A,glân,netto
718,sauber::A,glân,pulito
719,schmutzig::A,budr,sporco
720,schmutzig::A,budr,sùdicio
721,schmutzig::A,brwnt,sporco
722,schmutzig::A,brwnt,sùdicio
723,roh::A,amrwd,crudo
724,reif::A,aeddfed,maturo
725,lecker::A,blasus,ghiotto
726,lecker::A,blasus,squisito
727,lecker::A,danteithiol,ghiotto
728,lecker::A,danteithiol,squisito
729,süß::A,melys,dolce
730,bitter::A,chwerw,amaro
731,sauer::A,sur,aspro
732,sauer::A,sur,acerbo
733,hell::A,disglair,chiaro
734,dunkel::A,tywyll,buio
735,dunkel::A,tywyll,oscuro
736,schwarz::A,du,nero
737,weiß::A,gwyn,bianco
738,rot::A,coch,rosso
739,gelb::A,melyn,giallo
740,blau::A,glas,blu
741,blau::A,glas,azzurro
742,grün::A,gwyrdd,verde
743,grau::A,llwyd,grigio
744,bunt::A,lliwgar,variopinto
745,billig::A,rhad,a buon prezzo
746,billig::A,rhad,a buon mercato
747,teuer::A,drud,caro
748,wertvoll::A,gwerthfawr,prezioso
749,blind::A,dall,cieco
750,taub::A,byddar,sordo
751,kräftig::A,nerthol,forte
752,kräftig::A,nerthol,robusto
753,kräftig::A,grymus,forte
754,kräftig::A,grymus,robusto
755,stark::A,cryf,forte
756,stark::A,cryf,vigoroso
757,stark::A,cadarn,forte
758,stark::A,cadarn,vigoroso
759,schwach::A,gwan,dèbole
760,fett::A,tew,grasso
761,schlank::A,main,snello
762,schlank::A,main,slanciato
763,hübsch::A,tlws,bello
764,hübsch::A,tlws,carino
765,böse::A,drwg,cattivo
766,dumm::A,twp,stùpido
767,faul::A,diog,pigro
768,fleißig::A,dyfal,diligente
769,geizig::A,crintach,avaro
770,geizig::A,cybyddlyd,avaro
771,klug::A,deallus,intelligente
772,geschickt::A,medrus,àbile
773,geschickt::A,deheuig,àbile
774,lieb::A,hoff,caro
775,lieb::A,annwyl,caro
776,lustig::A,llon,gaio
777,lustig::A,llon,allegro
778,sanft::A,mwyn,dolce
779,hungrig::A,newynog,affamato
780,krank::A,sâl,malato
781,krank::A,sâl,infermo
782,krank::A,gwael,malato
783,krank::A,gwael,infermo
784,nackt::A,noeth,nudo
785,traurig::A,trist,triste
786,lebendig::A,yn fyw,vivo
787,gut::A,da,buono
788,schlecht::A,drwg,cattivo
789,schlecht::A,gwael,cattivo
790,richtig::A,cywir,giusto
791,schlimm::A,enbyd,grave
792,wahr::A,gwir,vero
793,alt::A,hen,vecchio
794,neu::A,newydd,nuovo
795,ehemalig::A,blaenorol,vecchio
796,ehemalig::A,blaenorol,d'una_volta
797,alt[Lebewesen]::A,oedrannus,anziano
798,jung::A,ifanc,giovane
799,arm::A,tlawd,pòvero
800,reich::A,cyfoethog,ricco
801,bekannt::A,cynefin,noto
802,bekannt::A,cynefin,conosciuto
803,bekannt::A,cyfarwydd,noto
804,bekannt::A,cyfarwydd,conosciuto
805,berühmt::A,enwog,famoso
806,berühmt::A,enwog,cèlebre
807,fremd::A,estron,estràneo
808,fremd::A,estron,straniero
809,verschieden::A,gwahanol,diverso
810,verschieden::A,gwahanol,differente
811,nah::A,agos,vicino
