,Concept_ID,uz,et
165,Gans::N,g'oz,hani
166,Adler::N,burgut,kotkas
167,Ente::N,o'rdak,part
168,Eule::N,boyo'g'li,kakk
169,Eule::N,boyo'g'li,öökull
170,Kranich::N,turna,kurg
171,Krähe::N,qarg'a,vares
172,Kuckuck::N,kakku,kägu
173,Schwan::N,oqkush,luik
174,Fisch::N,baliq,kala
175,Barsch::N,olabug'a,ahven
176,Hecht::N,cho'rtan,haug
177,Schlange[Tier]::N,ilon,uss
178,Wurm::N,qurt,uss
179,Wurm::N,qurt,vagel
180,Spinne::N,o'rgimchak,ämblik
181,Ameise::N,chumoli,sipelgas
182,Laus::N,bit,täi
183,Mücke::N,chivin,sääsk
184,Fliege::N,pashsha,kärbes
185,Schmetterling::N,kapalak,liblikas
186,Beere::N,meva,mari
187,Apfel::N,olma,õun
188,Pilz::N,qo'ziqorin,seen
189,Zwiebel::N,piyoz,sibul
190,Saat::N,äkin,seeme
191,Korn::N,zarra,iva
192,Korn::N,zarra,tera
193,Heu::N,xashak,hein
194,Schale::N,po'choq,koor
195,Grube::N,co'ra,kaevand
196,Falle::N,qopqon,lõks
197,Falle::N,qopqon,püünis
198,Schlinge::N,sirtmoq,aas
199,Spur::N,iz,jälg
200,Asche::N,kul,tuhk
201,Dreck::N,kir,saast
202,Dreck::N,kir,mustus
203,Eisen::N,temir,raud
204,Gold::N,tilla,kuld
205,Silber::N,kumush,hõbe
206,Kohle::N,ko'mir,süsi
207,Glas::N,oyna,klaas
208,Lehm::N,loy,savi
209,Sand::N,qum,liiv
210,Mensch::N,odam,inimene
211,Mann::N,ärkak,mees
212,Frau::N,ayol,naine
213,Kind::N,bola,laps
214,Kind::N,kichkintoy,laps
215,Junge::N,bola,poiss
216,Mädchen::N,qiz,tüdruk
217,Familie::N,oila,perekond
218,Großvater::N,buva,vanaisa
219,Großvater::N,katta ota,vanaisa
220,Großmutter::N,buvi,vanaema
221,Großmutter::N,katta oyi,vanaema
222,Eltern::N,ota-ona,vanemad
223,Vater::N,ota,isa
224,Mutter::N,ona,ema
225,Sohn::N,o'g'il,poeg
226,Tochter::N,qiz,tütar
227,Bruder::N,og'a,vend
228,Bruder::N,uka,vend
229,Schwester::N,opa,õde
230,Schwester::N,singil,õde
231,Onkel::N,amaki,onu
232,Tante::N,amma,tädi
233,Tante::N,xola,tädi
234,Ehemann::N,är,mees
235,Ehemann::N,är,abikaasa
236,Ehefrau::N,rafiqa,naine
237,Ehefrau::N,rafiqa,abikaasa
238,Freude::N,ayish,rõõm
239,Gelächter::N,kulgi,naer
240,Glück::N,saodat,õnn
241,Kummer::N,g'am,mure
242,Kummer::N,g'am,kurbus
243,Wunsch::N,orzu,soov
244,Lust::N,rag'bat,himu
245,Geist::N,ruh,vaim
246,Gedanke::N,fikr,mõte
247,Gedächtnis::N,äs,mälu
248,Verstand::N,aql,aru
249,Verstand::N,aql,mõistus
250,Sinn::N,ma'ni,tähendus
251,Grund::N,sabab,põhjus
252,Wahrheit::N,haq,tõde
253,Gespräch::N,gap,kõne
254,Gespräch::N,gap,vestlus
255,Märchen::N,ärtak,muinasjutt
256,Erzählung::N,rivoyat,jutustus
257,Nachricht::N,xabar,teade
258,Neuigkeit::N,yangilik,uudis
259,Name::N,ot,nimi
260,Rätsel::N,topishmoq,mõistatus
261,Rede::N,nutq,kõne
262,Sprache::N,til,keel
263,Stimme::N,ovoz,hääl
264,Wort::N,so'z,sõna
265,Zeichen::N,alomat,märk
266,Ruf::N,chaqiriq,hüüe
267,Lärm::N,taraq,müra
268,Laut::N,tovush,hääl
269,Ton::N,un,toon
270,Lied::N,ashula,laul
271,Ruhe::N,tinchlik,rahu
272,Ruhe::N,tinchlik,vaikus
273,Leute::N,xaloyiq,inimesed
274,Volk::N,xalq,rahvas
275,Arbeit::N,ish,töö
276,Gast::N,mehmon,külaline
277,Geschenk::N,hadya,kingitus
278,Spiel::N,o'yin,mäng
279,Gesellschaft::N,jamiyat,selts
280,Hilfe::N,yordam,abi
281,Freund::N,do'st,sõber
282,Kamerad::N,yo'ldosh,sõber
283,Angelegenheit::N,daxl,asi
284,Anzahl::N,son,arv
285,Anzahl::N,son,hulk
286,Art::N,tur,liik
287,Stück::N,parcha,tükk
288,Teil::N,bo'lak,osa
289,Hälfte::N,yarim,pool
290,Kreis::N,aylana,ring
291,Kreuz::N,xoch,rist
292,Linie::N,liniya,joon
293,Strich::N,chiziq,joon
294,Abstand::N,oralik,vahe
295,Entfernung::N,uzoqlik,kaugus
296,Entfernung::N,uzoqlik,vahemaa
297,Gegend::N,yer,ümbrus
298,Platz::N,oralig,ruum
299,Ort::N,joy,paik
300,Seite::N,yon,pool
301,Mitte::N,o'rta,keskpaik
302,Gegenstand::N,ashyo,ese
303,Sache::N,buyum,ese
304,Rand::N,chek,äär
305,Rand::N,chek,serv
306,Kante::N,tig',kant
307,Ecke::N,burchak,nurk
308,Spitze::N,uch,teravik
309,Ende::N,oxir,ots
310,Ende::N,oxir,jupp
311,Loch::N,teshik,auk
312,Winkel::N,go'sha,nurk
313,Muster::N,nusha,muster
314,Größe::N,kattalik,suurus
315,Länge::N,uzunlik,pikkus
316,Höhe::N,yuksaklik,kõrgus
317,Gewicht::N,solmoq,kaal
318,Gewicht::N,solmoq,raskus
319,Menge::N,miqdor,arv
320,Menge::N,miqdor,hulk
321,Haufen::N,uyum,hunnik
322,Reihe::N,saf,rivi
323,Boot::N,qayiq,paat
324,Ruder::N,äshkak,aer
325,Schlitten::N,chana,saan
326,Ski::N,chang'i,suusk
327,Lagerfeuer::N,gulxan,lõke
328,Last::N,yuk,koorem
329,Gang::N,yurish,käik
330,Schritt::N,qadam,samm
331,Norden::N,shimol,põhi
332,Süden::N,janub,lõuna
333,Westen::N,g'arb,lääs
334,Osten::N,sharq,ida
335,Holz::N,yog'och,puu
336,Brett::N,taxta,saelaud
337,Platte::N,tabaqa,plaat
338,Stütze::N,tayanchi,tugi
339,Stange::N,qo'noq,latt
340,Stange::N,qo'noq,teivas
341,Stock::N,tayoq,kepp
342,Stab::N,gavron,varras
343,Rohr::N,tarnov,toru
344,Haus::N,uy,maja
345,Heim::N,makon,kodu
346,Ofen::N,pechka,ahi
347,Fußboden::N,pol,põrand
348,Tisch::N,mosa,laud
349,Stuhl::N,o'rindiq,tool
350,Wiege::N,beshik,häll
351,Wiege::N,beshik,kätki
352,Bett::N,yotoq,voodi
353,Regal::N,tokcha,riiul
354,Kiste::N,sandiq,kast
355,Fenster::N,deraza,aken
356,Tür::N,äshik,uks
357,Tor::N,darvoza,värav
358,Zaun::N,panjara,aed
359,Zaun::N,panjara,tara
360,Dach::N,tom,katus
361,Leiter::N,narvon,redel
362,Besen::N,supurgi,luud
363,Spaten::N,bel,labidas
364,Schaufel::N,kurak,kühvel
365,Gabel::N,bilka,kahvel
366,Löffel::N,qoshiq,lusikas
367,Messer::N,pichoq,nuga
368,Nagel::N,mix,nael
369,Netz::N,to'r,võrk
370,Haken::N,ilgak,haak
371,Haken::N,ilgak,konks
372,Griff::N,sop,sang
373,Griff::N,sop,käepide
374,Griff::N,tutqich,sang
375,Griff::N,tutqich,käepide
376,Schloss::N,qulf,lukk
377,Bild::N,rasm,pilt
378,Figur::N,shakl,kuju
379,Figur::N,shakl,kujund
380,Puppe::N,ko'g'irchoq,nukk
381,Beutel::N,to'rva,paun
382,Bündel::N,bog'lam,kimp
383,Tasche::N,kissa,kott
384,Eimer::N,chelak,pang
385,Eimer::N,chelak,ämber
386,Deckel::N,qopqoq,kaas
387,Geschirr::N,idish,nõud
388,Sack::N,qop,kott
389,Tasse::N,piyola,tass
390,Topf::N,tuvak,pada
391,Kessel::N,qozon,pada
392,Essen::N,tomoq,söök
393,Nahrung::N,emak,toit
394,Speise::N,taom,roog
395,Fleisch::N,go'sht,liha
396,Getreide::N,g'alla,teravili
397,Brei::N,bo'tqa,puder
398,Brot::N,non,sai
399,Brot::N,non,leib
400,Scheibe::N,disk,viil
401,Scheibe::N,disk,viilukas
402,Fett::N,moy,rasv
403,Butter::N,yog',või
404,Öl::N,moy,õli
405,Salz::N,tuz,sool
406,Suppe::N,sho'rva,supp
407,Honig::N,asal,mesi
408,Milch::N,sut,piim
409,Tee::N,choy,tee
410,Leder::N,charm,nahk
411,Wolle::N,jun,vill
412,Stoff::N,mato,kangas
413,Nadel::N,igna,nõel
414,Faden::N,ip,niit
415,Knopf::N,tugma,nööp
416,Knoten::N,tugun,sõlm
417,Farbe::N,bo'yok,värv
418,Kleidung::N,kiyim,riided
419,Kleidung::N,kiyim,riietus
420,Hemd::N,ko'ylak,särk
421,Kragen::N,yoqa,krae
422,Ärmel::N,yeng,varrukas
423,Hose::N,shim,püksid
424,Gürtel::N,tasma,vöö
425,Mütze::N,shapka,müts
426,Schuh::N,but,king
427,Stiefel::N,botinka,saabas
428,Ring::N,yuzuk,sõrmus
429,Band::N,rishta,lint
430,Kamm::N,taroq,kamm
431,Spiegel::N,ko'zgu,peegel
432,Riemen::N,qayish,rihm
433,Schnur::N,bog'ich,nöör
434,Leine::N,etak,jalutusrihm
435,Decke::N,odyol,tekk
436,Kissen::N,yostiq,padi
437,Tuch::N,gazlama,kalev
438,Handtuch::N,sochiq,käterätik
439,Kraft::N,kuch,jõud
440,Stärke::N,quvvat,tugevus
441,Gesundheit::N,sog'lik,tervis
442,Krankheit::N,kasallik,haigus
443,Schmerz::N,og'riq,valu
444,Wunde::N,yara,haav
445,Fieber::N,bezgak,palavik
446,Arznei::N,dori,ravim
447,Brücke::N,ko'prik,sild
448,Brunnen::N,buloq,kaev
449,Weide::N,yaylov,karjamaa
450,Pfad::N,dorojka,rada
451,Weg::N,yo'l,tee
452,Straße::N,ko'cha,tee
453,Dorf::N,ovul,küla
454,Stadt::N,shahar,linn
455,Brief::N,maktub,kiri
456,Buch::N,kitob,raamat
457,Buchstabe::N,harf,täht
458,Zeitung::N,gazet,ajaleht
459,Leben::N,hayot,elu
460,Tod::N,o'lim,surm
461,Grab::N,go'r,haud
462,Kirche::N,cherkov,kirik
463,Sünde::N,gunoh,patt
464,Gott::N,olloh,jumal
465,Arbeiter::N,ishchi,tööline
466,Chef::N,rais,ülemus
467,Chef::N,rais,juhataja
468,Meister::N,usta,meister
469,Arzt::N,hakim,arst
470,Lehrer::N,muallim,õpetaja
471,Geld::N,pul,raha
472,Geschäft::N,savdo,äri
473,Laden::N,do'kon,pood
474,Laden::N,do'kon,kauplus
475,Preis::N,baho,hind
476,Ware::N,mol,kaup
477,Nutzen::N,foyda,tulu
478,Nutzen::N,foyda,kasulikkus
479,Reichtum::N,boylik,rikkus
480,Welt::N,olam,maailm
481,Land::N,o'lka,maa
482,Staat::N,davlat,riik
483,König::N,qirol,kuningas
484,Macht::N,iqtidor,võim
485,Grenze::N,chegara,piir
486,Krieg::N,harb,sõda
487,Feind::N,dushman,vaenlane
488,Gewalt::N,zo'rlik,väevõim
489,Kampf::N,kurash,võitlus
490,Bogen[Waffe]::N,yoy,vibu
491,Pfeil::N,o'q,nool
492,Gewehr::N,vintovka,püss
493,Fehler::N,xato,viga
494,Lüge::N,yolg'on,vale
495,Schaden::N,ziyon,kahju
496,Unglück::N,balo,häda
497,Unglück::N,balo,õnnetus
498,Schuld::N,ayb,süü
499,Alter::N,yosh,iga
500,Schluss::N,tamom,lõpp
501,Zeit::N,vaqt,aeg
502,Tag::N,kun,päev
503,Morgen::N,saboh,hommik
504,Mittag::N,kun tushlik,lõuna
505,Mittag::N,kun tushlik,keskpäev
506,Abend::N,oqshom,õhtu
507,Nacht::N,tun,öö
508,Woche::N,hafta,nädal
509,Monat::N,oy,kuu
510,Jahr::N,yil,aasta
511,Frühling::N,bahor,kevad
512,Sommer::N,yoz,suvi
513,Herbst::N,kuz,sügis
514,Herbst::N,xazon,sügis
515,Winter::N,qish,talv
516,Januar::N,yanvar',jaanuar
517,Februar::N,fevral',veebruar
518,März::N,mart,märts
519,April::N,aprel',aprill
520,Mai::N,may,mai
521,Juni::N,iyun',juuni
522,Juli::N,iyul',juuli
523,August::N,avgust,august
524,September::N,sentyabr',september
525,Oktober::N,oktyabr',oktoober
526,November::N,noyabr',november
527,Dezember::N,dekabr',detsember
528,Montag::N,dushanba,esmaspäev
529,Dienstag::N,seshanba,teisipäev
530,Mittwoch::N,chorshanba,kesknädal
531,Donnerstag::N,payshanba,neljapäev
532,Freitag::N,juma,reede
533,Samstag::N,shanba,laupäev
534,Sonntag::N,yakshanba,pühapäev
535,groß::A,buyuk,suur
536,klein::A,kichik,väike
537,klein::A,kichik,pisike
538,lang::A,uzun,pikk
539,kurz::A,qisqa,lühike
540,breit::A,keng,lai
541,schmal::A,änsiz,kitsas
542,dicht::A,quyuq,tihe
543,dick[Gegenstand]::A,qalin,jäme
544,dünn::A,ingichka,õhuke
545,dünn::A,ingichka,peenike
546,fein::A,mayin,peen
547,fein::A,mayin,õhuke
548,fest::A,qattiq,püsiv
549,fest::A,qattiq,kindel
550,flach::A,yalpoq,lame
551,flach::A,yalpoq,tasane
552,glatt::A,tekis,sile
553,hart::A,qattiq,kõva
554,weich::A,yumshoq,pehme
555,rund::A,yumaloq,ümar
556,spitz::A,uchli,torkav
557,scharf::A,keskir,terav
558,stumpf::A,to'mtoq,nüri
559,schwer::A,salmoqli,raske
560,schön::A,go'zal,kena
561,heiß::A,qiziq,kuum
562,heiß::A,qiziq,palav
563,warm::A,issiq,soe
564,kalt::A,sovuq,külm
565,kühl::A,salqin,jahe
566,frisch::A,toza,värske
567,feucht::A,namli,niiske
568,nass::A,nam,märg
569,trocken::A,quruq,kuiv
570,voll::A,to'la,täis
571,leer::A,puch,tühi
572,offen::A,ochiq,avatud
573,offen::A,ochiq,lahtine
574,geschlossen::A,berk,suletud
575,sauber::A,ozoda,puhas
576,schmutzig::A,kir,räpane
577,schmutzig::A,kir,määrdunud
578,roh::A,xom,toores
579,reif::A,pishiq,küps
580,lecker::A,shirin,hõrk
581,lecker::A,shirin,maitsev
582,süß::A,shirin,magus
583,bitter::A,achchiq,mõru
584,sauer::A,achchiq,hapu
585,hell::A,yorug',hele
586,dunkel::A,qorong'i,pime
587,schwarz::A,qora,must
588,weiß::A,oq,valge
589,rot::A,qizil,punane
590,gelb::A,sariq,kollane
591,blau::A,zangori,sinine
592,grün::A,yashil,roheline
593,grau::A,bo'z,hall
594,bunt::A,ola,kirju
595,bunt::A,ola,värviline
596,billig::A,arzon,odav
597,teuer::A,qimmat,kallis
598,wertvoll::A,qimmat,väärtuslik
599,blind::A,ko'r,pime
600,taub::A,garang,kurt
601,kräftig::A,kuchli,jõuline
602,stark::A,quvvatli,tugev
603,schwach::A,kuchsiz,nõrk
604,schwach::A,kuchsiz,jõuetu
605,fett::A,semiz,rasvane
606,schlank::A,ingichka,sale
607,hübsch::A,ko'rkam,kena
608,böse::A,yovuz,tige
609,dumm::A,aqlsiz,juhm
610,dumm::A,aqlsiz,rumal
611,faul::A,ärinchak,laisk
612,fleißig::A,ishchan,virk
613,fleißig::A,ishchan,hoolas
614,geizig::A,qurumsoq,ihne
615,klug::A,oqil,tark
616,klug::A,oqil,arukas
617,klug::A,oqil,mõistlik
618,geschickt::A,äpchil,osav
619,lieb::A,aziz,armas
620,lustig::A,chaqchaq,lõbus
621,sanft::A,asta,õrn
622,hungrig::A,och,näljane
623,krank::A,kasal,haige
624,nackt::A,yalang,alasti
625,traurig::A,xafa,kurb
626,lebendig::A,hayotiy,elus
627,gut::A,soz,hea
628,schlecht::A,yomon,halb
629,richtig::A,rost,õige
630,schlimm::A,yovuz,paha
631,wahr::A,haqiqiy,tõene
632,alt::A,äski,vana
633,neu::A,yangi,uus
634,ehemalig::A,sobiq,endine
635,alt[Lebewesen]::A,qari,vana
636,jung::A,navqiron,noor
637,arm::A,abgor,vaene
638,reich::A,boy,rikas
639,bekannt::A,ma'lum,teada
640,bekannt::A,ma'lum,tuttav
641,berühmt::A,mashhur,tuntud
642,fremd::A,yot,võõras
643,verschieden::A,turli,erinev
644,nah::A,yaqindagi,lähedane
645,fern::A,uzoq,kauge
646,linker::A,so'l,vasak
647,rechter::A,o'ng,parem
648,anderer::A,boshqa,muu
649,anderer::A,boshqa,teine
650,erster::A,birinchi,esimene
651,zweiter::A,ikkinchi,teine
652,dritter::A,uchinchi,kolmas
653,letzter::A,oxirgi,viimane
654,allein::ADV,o'zicha,üksi
655,auf einmal::ADV,varakay,korraga
656,auf einmal::ADV,varakay,ühekorraga
657,zusammen::ADV,barobar,koos
658,zusammen::ADV,barobar,üheskoos
659,lange::ADV,uzoq,kaua
660,plötzlich::ADV,qo'qqisdan,äkki
661,plötzlich::ADV,qo'qqisdan,järsku
662,sofort::ADV,darrov,kohe
663,später::ADV,so'ngra,hiljem
664,jetzt::ADV,hozirgina,nüüd
665,heute::ADV,bugun,täna
666,morgen::ADV,ärta,homme
667,bald::ADV,toz,pea
668,bald::ADV,toz,varsti
669,dann::ADV,keyin,siis
670,gestern::ADV,kecha,eile
671,einst::ADV,avvallari,vanasti
672,damals::ADV,ugal,tookord
673,danach::ADV,so'ngra,seejärel
674,vorher::ADV,avval,enne
675,zuerst::ADV,avval,enne
676,zuerst::ADV,avval,esmalt
677,einmal::ADV,bir marta,kord
678,einmal::ADV,bir marta,üks kord
679,manchmal::ADV,onda-sonda,mõnikord
680,oft::ADV,tez-tez,tihti
681,oft::ADV,tez-tez,sageli
682,immer::ADV,har vaqt,ikka
683,immer::ADV,har vaqt,alati
684,niemals::ADV,hargiz,mitte kunagi
685,hier::ADV,shu erda,siin
686,hierhin::ADV,beri,siia
687,von hier::ADV,shu erdan,siit
688,dort::ADV,ana,seal
689,dorthin::ADV,u yerga,sinna
690,geradeaus::ADV,to'g'ri,otse edasi
691,vorwärts::ADV,ilgari,edasi
692,rückwärts::ADV,qoloq,tagurpidi
693,zurück::ADV,orqada,tagasi
694,unten::ADV,pastda,all
695,unten::ADV,pastda,allpool
696,hinab::ADV,tubanga,alla
697,oben::ADV,ustida,ülal
698,hinauf::ADV,yuqorida,üles
699,überall::ADV,har erda,kõikjal
700,nicht::ADV,ämas,ei
701,nicht::ADV,ämas,mitte
702,ein wenig::ADV,biroz,veidi
703,ein wenig::ADV,biroz,natuke
704,kaum::ADV,arang,vaevalt
705,sehr::ADV,ancha,väga
706,so::ADV,shunday,nii
707,noch::ADV,hali,veel
708,nur::ADV,yolg'iz,ainult
709,schon::ADV,endi,juba
710,wieder::ADV,yana,jälle
711,vergebens::ADV,bekorga,asjata
712,vor::PRP,burun,ees
713,hinter::PRP,ketida,taha
714,unter::PRP,ostida,all
715,durch::PRP,bo'ylab,läbi
716,durch::PRP,bo'ylab,kaudu
717,neben::PRP,yonida,kõrval
718,zwischen::PRP,orada,vahel
719,wegen::PRP,sababli,tõttu
720,wegen::PRP,sababli,pärast
721,dies::PRN,o'sha,see
722,das::PRN,narigi,see
723,alles::PRN,har nima,kõik
724,ich::PRN,men,mina
725,du::PRN,sen,sina
726,er::PRN,u,tema
727,wir::PRN,biz,me
728,ihr::PRN,siz,te
729,sie::PRN,ular,nad
730,was::FPRN,nima,mis
731,wer::FPRN,kim,kes
732,wo::FADV,qaerda,kus
733,wohin::FADV,qayerga,kuhu
734,wie::FADV,qanday,kuidas
735,warum::FADV,nega,miks
736,wieviel::FNUM,qancha,mitu
737,wieviel::FNUM,qancha,kui palju
738,eins::NUM,bir,üks
739,zwei::NUM,ikki,kaks
740,drei::NUM,uch,kolm
741,vier::NUM,to'rt,neli
742,fünf::NUM,besh,viis
743,sechs::NUM,olti,kuus
744,sieben::NUM,etti,seitse
745,acht::NUM,sakkiz,kaheksa
746,neun::NUM,to'qqiz,üheksa
747,zehn::NUM,o'n,kümme
748,elf::NUM,o'n bir,üksteist
749,zwölf::NUM,o'n ikki,kaksteist
750,zwanzig::NUM,yigirma,kakskümmend
751,dreißig::NUM,o'ttiz,kolmkümmend
752,vierzig::NUM,qirq,nelikümmend
753,fünfzig::NUM,ällik,viiskümmend
754,sechzig::NUM,oltmish,kuuskümmend
755,siebzig::NUM,etmish,seitsekümmend
756,achtzig::NUM,sakson,kaheksakümmend
757,neunzig::NUM,to'qson,üheksakümmend
758,hundert::NUM,yuz,sada
759,tausend::NUM,ming,tuhat
760,und::CNJ,va,ja
761,oder::CNJ,yo,või
762,stehen::V,turmoq,seisma
763,sitzen::V,o'tirmoq,istuma
764,liegen::V,yotmoq,lamama
765,hängen::V,osilmoq,rippuma
766,werden::V,bo'lmoq,saama
767,werden::V,bo'lmoq,hakkama
768,passieren::V,bo'lib o'tmoq,juhtuma
769,beginnen::V,boshlanmoq,algama
770,beginnen::V,boshlanmoq,hakkama
771,enden::V,bitmoq,lõppema
772,wechseln::V,o'zgarmoq,vahelduma
773,aufgehen[Sonne]::V,chiqmoq,tõusma
774,untergehen[Sonne]::V,botmoq,loojuma
775,scheinen[Sonne]::V,yaraqlamoq,paistma
776,donnern::V,gulduramoq,kõmisema
777,wehen::V,elpimoq,puhuma
778,strömen::V,oqmoq,voolama
779,fließen::V,oqmoq,voolama
780,sich drehen::V,aylanmoq,pöörduma
781,schwanken::V,qoqilmoq,kõikuma
782,schwingen::V,lopillamoq,võnkuma
783,fallen::V,tushmoq,langema
784,brennen::V,yonmoq,põlema
785,rauchen::V,tutamoq,suitsema
786,regnen::V,yomg'ir yog'moq,sadama
787,gefrieren::V,muzlamoq,kinni külmuma
788,tauen::V,ärimoq,sulama
789,schmelzen::V,ärimoq,sulama
790,trocknen::V,qurimoq,kuivama
791,sieden::V,qaynamoq,keema
792,faulen::V,chirimoq,mädanema
793,verfaulen::V,chirimoq,mädanema
794,reißen::V,qayt qilmoq,rebenema
795,versinken::V,g'arq bo'lmoq,uppuma
796,vergehen::V,o'tmoq,mööduma
797,erscheinen::V,zuhur ätmoq,ilmuma
798,verschwinden::V,yo'qolmoq,kaduma
799,sinken::V,pasaymoq,vajuma
800,sinken::V,pasaymoq,langema
801,abnehmen::V,kamaymoq,vähenema
802,abnehmen::V,kamaymoq,kahenema
803,zunehmen::V,urchimoq,kasvama
804,steigen::V,oshmoq,tõusma
805,steigen::V,oshmoq,üles minema
