,Concept_ID,ja,ga
125,Abhang::N,斜面,fána
126,Quelle::N,泉,foinse
127,Bach::N,小川,sruthán
128,Fluss::N,川,abhainn
129,Ufer::N,岸,bruach
130,Küste::N,海岸,cósta
131,Küste::N,海岸,cladach
132,Festland::N,陸,míntír
133,Meer::N,海,muir
134,Meer::N,海,farraige
135,Bucht::N,湾,bá
136,Bucht::N,湾,cuan
137,Insel::N,島,inis
138,Insel::N,島,oileán
139,Blume::N,花,bláth
140,Gras::N,草,féar
141,Wurzel::N,根,rúta
142,Wurzel::N,根,fréamh
143,Baum::N,木,crann
144,Stamm::N,幹,stoc
145,Stamm::N,幹,tamhan
146,Rinde::N,皮層,coirt
147,Rinde::N,皮層,craiceann
148,Ast::N,枝,géag
149,Zweig::N,小枝,géag
150,Zweig::N,小枝,craobh
151,Blatt::N,葉,duille
152,Blatt::N,葉,duilleog
153,Birke::N,樺,beith
154,Birke::N,樺,crann beithe
155,Kiefer[Baum]::N,松,péine
156,Weide[Baum]::N,柳,saileach
157,Tanne::N,樅,giúis
158,Horn::N,角,adharc
159,Feder::N,羽根,cleite
160,Fell::N,毛皮,clúmh
161,Flügel::N,羽,eite
162,Flügel::N,羽,sciathán
163,Klaue::N,鉤爪,crúb
164,Klaue::N,鉤爪,crobh
165,Kralle::N,爪,crobh
166,Schwanz::N,尻尾,eireaball
167,Ei::N,卵,ubh
168,Nest::N,巣,nead
169,Bau::N,穴,brocais
170,Tier::N,動物,ainmhí
171,Tier::N,動物,beithíoch
172,Herde::N,群れ,tréad
173,Kuh::N,牛,bó
174,Bulle::N,雄牛,tarbh
175,Pferd::N,馬,each
176,Pferd::N,馬,capall
177,Schaf::N,羊,caora
178,Schwein::N,豚,muc
179,Hund::N,犬,madra
180,Katze::N,猫,cat
181,Bär::N,熊,béar
182,Eichhörnchen::N,栗鼠,iora
183,Elch::N,ヘラジカ,eilc
184,Fuchs::N,狐,sionnach
185,Fuchs::N,狐,madra rua
186,Hase::N,兎,giorria
187,Maus::N,鼠,luch
188,Wolf::N,狼,mac tíre
189,Vogel::N,鳥,éan
190,Schwarm::N,群れ,saithe
191,Huhn::N,鶏,cearc
192,Hahn::N,雄鶏,coileach
193,Gans::N,ガチョウ,gé
194,Adler::N,鷲,iolar
195,Ente::N,鴨,lacha
196,Eule::N,フクロウ,ulchabhán
197,Kranich::N,鶴,grús
198,Krähe::N,烏,caróg
199,Krähe::N,烏,préachán
200,Kuckuck::N,郭公,cuach
201,Schwan::N,白鳥,eala
202,Fisch::N,魚,iasc
203,Barsch::N,鱸,péirse
204,Hecht::N,川魳,liús
205,Schlange[Tier]::N,蛇,nathair
206,Wurm::N,虫,péist
207,Spinne::N,蜘蛛,damhán alla
208,Ameise::N,蟻,seangán
209,Laus::N,虱,míol
210,Mücke::N,蚊,muiscít
211,Mücke::N,蚊,corrmhíol
212,Fliege::N,蝿,cuil
213,Fliege::N,蝿,cuileog
214,Schmetterling::N,蝶,féileacán
215,Beere::N,漿果,caor
216,Apfel::N,林檎,úll
217,Pilz::N,茸,beacán
218,Pilz::N,茸,muisiriún
219,Zwiebel::N,玉葱,oinniún
220,Saat::N,種,síol
221,Korn::N,粒,gráinne
222,Heu::N,干し草,féar
223,Schale::N,皮,scaimh
224,Grube::N,穴,poll
225,Falle::N,わな,gaiste
226,Schlinge::N,輪,sealán
227,Spur::N,跡,rian
228,Asche::N,灰,luaith
229,Dreck::N,泥,salachar
230,Eisen::N,鉄,iarann
231,Gold::N,金,ór
232,Silber::N,銀,airgead
233,Kohle::N,炭,gual
234,Glas::N,ガラス,gloine
235,Lehm::N,ローム,cré
236,Sand::N,砂,gaineamh
237,Mensch::N,人,duine
238,Mann::N,男,fear
239,Mann::N,男性,fear
240,Frau::N,女,bean
241,Frau::N,女性,bean
242,Kind::N,子,gasúr
243,Kind::N,子,páiste
244,Kind::N,子供,gasúr
245,Kind::N,子供,páiste
246,Junge::N,男の子,buachaill
247,Mädchen::N,女の子,cailín
248,Familie::N,家族,teaghlach
249,Familie::N,家族,comhluadar
250,Großvater::N,祖父,seanathair
251,Großvater::N,おじいさん,seanathair
252,Großmutter::N,祖母,seanmháthair
253,Großmutter::N,おばあさん,seanmháthair
254,Eltern::N,親,tuismitheoirí
255,Eltern::N,両親,tuismitheoirí
256,Vater::N,父,athair
257,Vater::N,お父さん,athair
258,Mutter::N,母,máthair
259,Mutter::N,お母さん,máthair
260,Sohn::N,息子,mac
261,Sohn::N,息子さん,mac
262,Tochter::N,娘,iníon
263,Tochter::N,お嬢さん,iníon
264,Bruder::N,弟,deartháir
265,Schwester::N,妹,deirfiúr
266,Onkel::N,伯父,uncail
267,Onkel::N,伯父さん,uncail
268,Tante::N,叔母,aintín
269,Tante::N,叔母さん,aintín
270,Ehemann::N,夫,fear céile
271,Ehemann::N,主人,fear céile
272,Ehefrau::N,妻,bean chéile
273,Ehefrau::N,奥さん,bean chéile
274,Freude::N,喜び,áthas
275,Gelächter::N,笑い,gáire
276,Glück::N,幸せ,séan
277,Glück::N,幸せ,sonas
278,Kummer::N,悩み,brón
279,Kummer::N,悩み,buairt
280,Wunsch::N,希望,guí
281,Wunsch::N,希望,achainí
282,Lust::N,気,fonn
283,Geist::N,精神,meon
284,Geist::N,精神,spiorad
285,Gedanke::N,考え,smaoineamh
286,Gedächtnis::N,記憶,cuimhne
287,Verstand::N,理解力,ciall
288,Verstand::N,理解力,intinn
289,Sinn::N,意味,brí
290,Sinn::N,意味,ciall
291,Grund::N,理由,fáth
292,Wahrheit::N,真実,fírinne
293,Gespräch::N,会話,comhrá
294,Märchen::N,童話,scéal
295,Erzählung::N,物語,scéal
296,Nachricht::N,報告,teachtaireacht
297,Neuigkeit::N,ニュース,scéala
298,Name::N,名前,ainm
299,Rätsel::N,謎,tomhas
300,Rede::N,演説,óráid
301,Rede::N,演説,aitheasc
302,Sprache::N,言語,teanga
303,Stimme::N,声,guth
304,Wort::N,言葉,focal
305,Zeichen::N,記号,comhartha
306,Ruf::N,呼び声,glaoch
307,Lärm::N,騒音,torann
308,Laut::N,音,fuaim
309,Ton::N,音,ton
310,Lied::N,歌,amhrán
311,Ruhe::N,静けさ,suaimhneas
312,Leute::N,人々,muintir
313,Volk::N,民族,pobal
314,Arbeit::N,仕事,obair
315,Gast::N,客,aoi
316,Geschenk::N,贈り物,féirín
317,Geschenk::N,贈り物,bronntanas
318,Spiel::N,遊び,cluiche
319,Gesellschaft::N,社会,comhluadar
320,Hilfe::N,援助,cúnamh
321,Hilfe::N,援助,cabhair
322,Freund::N,友達,cara
323,Kamerad::N,同志,comrádaí
324,Angelegenheit::N,件,ábhar
325,Anzahl::N,数,líon
326,Art::N,種類,sórt
327,Art::N,種類,saghas
328,Stück::N,部分,píosa
329,Teil::N,部分,cuid
330,Teil::N,部分,páirt
331,Hälfte::N,半分,leath
332,Kreis::N,円,ciorcal
333,Kreuz::N,十字,cros
334,Linie::N,線,líne
335,Strich::N,線,stríoc
336,Abstand::N,距離,achar
337,Entfernung::N,距離,fad
338,Gegend::N,辺,ceantar
339,Gegend::N,地域,ceantar
340,Platz::N,ゆとり,áit
341,Platz::N,ゆとり,spás
342,Ort::N,所,áit
343,Ort::N,場所,áit
344,Seite::N,横,taobh
345,Mitte::N,真ん中,lár
346,Gegenstand::N,物件,ball
347,Gegenstand::N,物件,ábhar
348,Sache::N,物,ní
349,Sache::N,物,rud
350,Rand::N,端,imeall
351,Rand::N,端,ciumhais
352,Kante::N,縁,corr
353,Kante::N,縁,colbha
354,Ecke::N,角,coirnéal
355,Spitze::N,先頭,gob
356,Spitze::N,先頭,barr
357,Ende::N,端,ceann
358,Ende::N,端,foirceann
359,Loch::N,穴,poll
360,Winkel::N,片隅,cúinne
361,Winkel::N,片隅,uillinn
362,Muster::N,模様,patrún
363,Größe::N,大きさ,méid
364,Größe::N,大きさ,toise
365,Länge::N,長さ,fad
366,Höhe::N,高さ,airde
367,Gewicht::N,重さ,meáchan
368,Menge::N,量,méid
369,Haufen::N,堆積,cnap
370,Reihe::N,並び,líne
371,Reihe::N,並び,sraith
372,Boot::N,ボート,bád
373,Ruder::N,オール,rámh
374,Ruder::N,オール,maide rámha
375,Schlitten::N,そり,carr sleamhnáin
376,Ski::N,スキー,scí
377,Lagerfeuer::N,篝火,tine champa
378,Last::N,荷物,ualach
379,Gang::N,歩み,siúlóid
380,Schritt::N,歩,céim
381,Schritt::N,歩,coiscéim
382,Norden::N,北,tuaisceart
383,Süden::N,南,deisceart
384,Westen::N,西,iarthar
385,Osten::N,東,oirthear
386,Holz::N,木,adhmad
387,Holz::N,木材,adhmad
388,Brett::N,板,clár
389,Platte::N,盤,leac
390,Stütze::N,支柱,taca
391,Stange::N,棒,polla
392,Stange::N,棒,cuaille
393,Stock::N,杖,bata
394,Stock::N,杖,maide
395,Stab::N,棒,maide
396,Stab::N,棒,bachall
397,Rohr::N,管,píopa
398,Haus::N,家,teach
399,Heim::N,家,baile
400,Ofen::N,ストーブ,sornóg
401,Fußboden::N,床,urlár
402,Tisch::N,机,bord
403,Tisch::N,机,tábla
404,Stuhl::N,椅子,cathaoir
405,Wiege::N,揺籃,cliabhán
406,Bett::N,ベッド,leaba
407,Regal::N,棚,seilf
408,Kiste::N,箱,bosca
409,Fenster::N,窓,fuinneoig
410,Tür::N,戸,doras
411,Tür::N,ドア,doras
412,Tor::N,門,geata
413,Zaun::N,垣根,fál
414,Zaun::N,垣根,claí
415,Dach::N,屋根,díon
416,Leiter::N,梯子,dréimire
417,Besen::N,ほうき,scuab
418,Spaten::N,スコップ,spád
419,Spaten::N,スコップ,rámhainn
420,Schaufel::N,シャベル,sluasaid
421,Gabel::N,フォーク,forc
422,Gabel::N,フォーク,gabhlóg
423,Löffel::N,スプーン,spúnóg
424,Messer::N,ナイフ,scian
425,Nagel::N,釘,tairne
426,Netz::N,網,líon
427,Netz::N,網,eangach
428,Haken::N,鉤,croch
429,Haken::N,フック,croch
430,Griff::N,取っ手,cos
431,Griff::N,取っ手,hanla
432,Schloss::N,錠,glas
433,Bild::N,絵,pictiúr
434,Figur::N,像,fíor
435,Puppe::N,人形,bábóg
436,Beutel::N,袋,mála
437,Beutel::N,袋,mealbhóg
438,Bündel::N,束,beart
439,Bündel::N,包み,beart
440,Tasche::N,かばん,mála
441,Eimer::N,バケツ,buicéad
442,Deckel::N,蓋,clár
443,Deckel::N,蓋,claibín
444,Geschirr::N,食器,soithí
445,Geschirr::N,食器,gréithe
446,Sack::N,袋,sac
447,Sack::N,袋,mála
448,Tasse::N,カップ,cupán
449,Topf::N,鍋,pota
450,Kessel::N,釜,citeal
451,Essen::N,食事,béile
452,Nahrung::N,食物,bia
453,Speise::N,料理,mias
454,Fleisch::N,肉,feoil
455,Getreide::N,麦,grán
456,Getreide::N,麦,arbhar
457,Getreide::N,穀物,grán
458,Getreide::N,穀物,arbhar
459,Brei::N,粥,brúitín
460,Brot::N,パン,arán
461,Scheibe::N,枚,píosa
462,Scheibe::N,枚,slisne
463,Scheibe::N,切れ,píosa
464,Scheibe::N,切れ,slisne
465,Fett::N,脂肪,saill
466,Fett::N,脂肪,méathras
467,Butter::N,バター,im
468,Öl::N,油,ola
469,Salz::N,塩,salann
470,Suppe::N,スープ,sú
471,Suppe::N,スープ,anraith
472,Honig::N,蜂蜜,mil
473,Milch::N,牛乳,bainne
474,Tee::N,茶,tae
475,Tee::N,お茶,tae
476,Leder::N,革,leathar
477,Wolle::N,毛糸,olann
478,Stoff::N,布,éadach
479,Nadel::N,針,snáthaid
480,Faden::N,糸,snáth
481,Knopf::N,ボタン,cnaipe
482,Knoten::N,結び目,snaidhm
483,Farbe::N,ペンキ,péint
484,Kleidung::N,衣服,éadaí
485,Hemd::N,シャツ,léine
486,Kragen::N,襟,bóna
487,Ärmel::N,袖,muinchille
488,Hose::N,ズボン,bríste
489,Hose::N,ズボン,treabhsar
490,Gürtel::N,帯,crios
491,Gürtel::N,ベルト,crios
492,Mütze::N,帽子,caipín
493,Schuh::N,靴,bróg
494,Stiefel::N,ブーツ,buatais
495,Ring::N,輪,fáinne
496,Band::N,リボン,ribín
497,Kamm::N,櫛,cíor
498,Spiegel::N,鏡,scáthán
499,Riemen::N,緒,iall
500,Riemen::N,緒,strapa
501,Schnur::N,紐,téad
502,Schnur::N,紐,sreangán
503,Leine::N,綱,iall
504,Decke::N,掛け布団,pluid
505,Decke::N,掛け布団,blaincéad
506,Kissen::N,枕,piliúr
507,Kissen::N,枕,adhartán
508,Tuch::N,スカーフ,scaif
509,Handtuch::N,タオル,tuáille
510,Kraft::N,力,fórsa
511,Stärke::N,強さ,neart
512,Gesundheit::N,健康,sláinte
513,Krankheit::N,病気,tinneas
514,Krankheit::N,病気,breoiteacht
515,Schmerz::N,痛み,pian
516,Wunde::N,傷,goin
517,Fieber::N,熱,fiabhras
518,Arznei::N,薬,cógas
519,Brücke::N,橋,droichead
520,Brunnen::N,井戸,tobar
521,Weide::N,牧場,féarach
522,Pfad::N,小路,cosán
523,Pfad::N,小路,conair
524,Weg::N,道,slí
525,Weg::N,道,bealach
526,Straße::N,街道,bóthar
527,Dorf::N,村,sráidbhaile
528,Stadt::N,町,baile
529,Stadt::N,町,cathair
530,Stadt::N,都市,baile
531,Stadt::N,都市,cathair
532,Brief::N,手紙,litir
533,Buch::N,本,cín
534,Buch::N,本,leabhar
535,Buchstabe::N,文字,litir
536,Zeitung::N,新聞,nuachtán
537,Leben::N,生活,saol
538,Leben::N,生活,beatha
539,Tod::N,死,bás
540,Grab::N,墓,uaigh
541,Kirche::N,教会,eaglais
542,Sünde::N,罪,peaca
543,Gott::N,神,dia
544,Arbeiter::N,労働者,oibrí
545,Chef::N,上司,saoiste
546,Chef::N,上司,ceannasaí
547,Meister::N,達人,máistir
548,Meister::N,マイスター,máistir
549,Arzt::N,医者,lia
550,Arzt::N,医者,dochtúir
551,Lehrer::N,先生,oide
552,Lehrer::N,先生,múinteoir
553,Geld::N,金,airgead
554,Geschäft::N,取り引き,gnó
555,Laden::N,店,siopa
556,Preis::N,値段,praghas
557,Ware::N,商品,earra
558,Nutzen::N,利益,tairbhe
559,Reichtum::N,豊かさ,rachmas
560,Reichtum::N,豊かさ,saibhreas
561,Welt::N,世界,domhan
562,Land::N,国,tír
563,Staat::N,国家,stát
564,König::N,国王,rí
565,Macht::N,権力,cumhacht
566,Grenze::N,国境,críoch
567,Grenze::N,国境,teorainn
568,Krieg::N,戦争,cogadh
569,Feind::N,敵,namhaid
570,Gewalt::N,暴力,foréigean
571,Kampf::N,戦い,troid
572,Bogen[Waffe]::N,弓,bogha
573,Pfeil::N,矢,saighead
574,Gewehr::N,銃,gunna
575,Fehler::N,間違い,botún
576,Fehler::N,間違い,meancóg
577,Lüge::N,嘘,bréag
578,Lüge::N,嘘,éitheach
579,Schaden::N,損害,dochar
580,Schaden::N,損害,damáiste
581,Unglück::N,不幸,drochrath
582,Schuld::N,罪,locht
583,Schuld::N,罪,milleán
584,Alter::N,年,aois
585,Alter::N,年齢,aois
586,Schluss::N,終わり,deireadh
587,Zeit::N,時,am
588,Zeit::N,時,aimsir
589,Zeit::N,時間,am
590,Zeit::N,時間,aimsir
591,Tag::N,日,lá
592,Morgen::N,朝,maidin
593,Mittag::N,昼,nóin
594,Abend::N,晩,tráthnóna
595,Abend::N,夕方,tráthnóna
596,Nacht::N,夜,oíche
597,Woche::N,週,seachtain
598,Monat::N,月,mí
599,Jahr::N,年,bliain
600,Frühling::N,春,earrach
601,Sommer::N,夏,samhradh
602,Herbst::N,秋,fómhar
603,Winter::N,冬,geimhreadh
604,Januar::N,一月,Eanáir
605,Februar::N,二月,Feabhra
606,März::N,三月,Márta
607,April::N,四月,Aibreán
608,Mai::N,五月,Bealtaine
609,Juni::N,六月,Meitheamh
610,Juli::N,七月,Iúil
611,August::N,八月,Lúnasa
612,September::N,九月,Meán Fómhair
613,Oktober::N,十月,Deireadh Fómhair
614,November::N,十一月,Samhain
615,November::N,十一月,Mí na Samhna
616,Dezember::N,十二月,Mí na Nollag
617,Montag::N,月曜日,Luan
618,Montag::N,月曜日,Dé Luain
619,Dienstag::N,火曜日,Máirt
620,Dienstag::N,火曜日,Dé Máirt
621,Mittwoch::N,水曜日,Céadaoin
622,Mittwoch::N,水曜日,Dé Céadaoin
623,Donnerstag::N,木曜日,Déardaoin
624,Freitag::N,金曜日,Aoine
625,Freitag::N,金曜日,Dé hAoine
626,Samstag::N,土曜日,Satharn
627,Samstag::N,土曜日,Dé Sathairn
628,Sonntag::N,日曜日,Domhnach
629,Sonntag::N,日曜日,Dé Domhnaigh
630,groß::A,大きい,mór
631,klein::A,小さい,beag
632,lang::A,長い,fada
633,kurz::A,短い,gearr
634,kurz::A,短い,gairid
635,breit::A,広い,leathan
636,breit::A,広い,fairsing
637,schmal::A,狭い,cúng
638,dicht::A,密な,dlúth
639,dick[Gegenstand]::A,厚い,tiubh
640,dünn::A,薄い,caol
641,dünn::A,薄い,tanaí
642,fein::A,細い,scáinte
643,fein::A,細い,fíneálta
644,fest::A,硬い,daingean
645,flach::A,平らな,cothrom
646,glatt::A,滑らかな,mín
647,glatt::A,滑らかな,sleamhain
648,hart::A,堅い,crua
649,weich::A,柔らかい,bog
650,rund::A,丸い,cruinn
651,spitz::A,尖った,gobach
652,spitz::A,尖った,biorach
653,scharf::A,鋭い,géar
654,scharf::A,鋭い,faobhrach
655,stumpf::A,鈍い,maol
656,schwer::A,重い,trom
657,schön::A,綺麗な,álainn
658,heiß::A,熱い,te
659,warm::A,温かい,te
660,kalt::A,寒い,fuar
661,kalt::A,冷たい,fuar
662,kühl::A,涼しい,fionnuar
663,frisch::A,ひんやりした,úr
664,frisch::A,ひんやりした,friseáilte
665,feucht::A,湿った,tais
666,nass::A,濡れた,fliuch
667,trocken::A,乾いた,tirim
668,voll::A,いっぱいの,lán
669,leer::A,空の,folamh
670,offen::A,開いた,oscailte
671,geschlossen::A,閉まった,dúnta
672,geschlossen::A,閉まった,druidte
673,sauber::A,清潔な,glan
674,schmutzig::A,汚い,salach
675,roh::A,生の,amh
676,reif::A,熟した,aibí
677,lecker::A,美味しい,blasta
678,süß::A,甘い,milis
679,bitter::A,苦い,searbh
680,sauer::A,酸っぱい,géar
681,sauer::A,酸っぱい,searbh
682,hell::A,明るい,geal
683,hell::A,明るい,soilseach
684,dunkel::A,暗い,dorcha
685,schwarz::A,黒い,dubh
686,weiß::A,白い,bán
687,rot::A,赤い,dearg
688,gelb::A,黄色い,buí
689,blau::A,青い,gorm
690,grün::A,緑の,glas
691,grün::A,緑の,uaine
692,grau::A,灰色の,liath
693,bunt::A,色取り取りの,ildathach
694,bunt::A,色取り取りの,dathannach
695,billig::A,安い,saor
696,teuer::A,高い,daor
697,teuer::A,高い,costasach
698,wertvoll::A,貴重な,luachmhar
699,blind::A,盲目の,dall
700,blind::A,盲目の,caoch
701,taub::A,耳が聞こえない,bodhar
702,kräftig::A,強力な,cumhachtach
703,stark::A,強い,tréan
704,stark::A,強い,láidir
705,schwach::A,弱い,lag
706,schwach::A,弱い,fann
707,fett::A,太った,ramhar
708,schlank::A,ほっそりした,caol
709,schlank::A,ほっそりした,seang
710,hübsch::A,素敵な,álainn
711,hübsch::A,素敵な,dathúil
712,böse::A,悪い,olc
713,dumm::A,馬鹿な,dúr
714,dumm::A,馬鹿な,amaideach
715,faul::A,怠惰な,falsa
716,faul::A,怠惰な,leisciúil
717,fleißig::A,勤勉な,dícheallach
718,geizig::A,けちな,barainneach
719,geizig::A,けちな,sprionlaithe
720,klug::A,賢い,cliste
721,klug::A,頭のいい,cliste
722,geschickt::A,器用な,oilte
723,geschickt::A,器用な,ealaíonta
724,lieb::A,愛らしい,dil
725,lieb::A,愛らしい,dílis
726,lustig::A,楽しい,aerach
727,lustig::A,楽しい,meidhreach
728,sanft::A,温和な,bog
729,sanft::A,温和な,séimh
730,hungrig::A,空腹の,ocrach
731,krank::A,病気の,tinn
732,krank::A,病気の,breoite
733,nackt::A,裸の,nocht
734,traurig::A,悲しい,brónach
735,lebendig::A,生きた,beo
736,gut::A,良い,maith
737,schlecht::A,悪い,dona
738,schlecht::A,悪い,droch-
739,schlecht::A,駄目な,dona
740,schlecht::A,駄目な,droch-
741,richtig::A,正しい,ceart
742,schlimm::A,ひどい,gránna
743,schlimm::A,ひどい,tubaisteach
744,wahr::A,本当の,fíor
745,alt::A,古い,sean
746,neu::A,新しい,úr
747,neu::A,新しい,nua
748,ehemalig::A,以前の,iar-
749,ehemalig::A,以前の,sean-
750,alt[Lebewesen]::A,年を取った,sean
751,alt[Lebewesen]::A,年を取った,aosta
752,jung::A,若い,óg
753,arm::A,貧乏な,bocht
754,reich::A,裕福な,saibhir
755,reich::A,裕福な,rachmasach
756,bekannt::A,有名な,atá eolas air
757,berühmt::A,有名な,cailiúil
758,berühmt::A,有名な,clúiteach
759,fremd::A,見知らぬ,coimhthíoch
760,verschieden::A,色々な,éagsúil
761,verschieden::A,色々な,difriúil
762,nah::A,近い,gar
763,nah::A,近い,deas
764,fern::A,遠い,i bhfad uainn
765,fern::A,遠い,i bhfad i gcéin
766,linker::A,左の,clé
767,rechter::A,右の,deas
768,anderer::A,別の,eile
769,erster::A,一番目,céad
770,zweiter::A,二番目,dóú
771,zweiter::A,二番目,dara
772,dritter::A,三番目,tríú
773,dritter::A,三番目,treas
774,letzter::A,最後の,déanach
775,letzter::A,最後の,deireanach
776,allein::ADV,一人で,i d'aonar
777,auf einmal::ADV,同時に,ag an am céanna
778,zusammen::ADV,一緒に,le chéile
779,zusammen::ADV,一緒に,in eineacht
780,lange::ADV,長い間,fada
781,plötzlich::ADV,急に,go tobann
782,plötzlich::ADV,急に,i dtobainne
783,sofort::ADV,すぐに,ar an toirt
784,sofort::ADV,すぐに,ar an bpointe
785,später::ADV,後で,níos déanaí
786,jetzt::ADV,今,anois
787,heute::ADV,今日,inniu
788,morgen::ADV,明日,amárach
789,bald::ADV,間もなく,go luath
790,bald::ADV,間もなく,gan mhoill
791,dann::ADV,それから,ansin
792,gestern::ADV,昨日,inné
793,einst::ADV,過去に,tráth
794,einst::ADV,過去に,uair amháin
795,damals::ADV,あの時,ag an am
796,damals::ADV,あの時,an t-am sin
797,danach::ADV,その後で,ina dhiaidh sin
798,vorher::ADV,以前に,cheana
799,vorher::ADV,以前に,roimhe sin
800,zuerst::ADV,まず,ar dtús
801,zuerst::ADV,最初に,ar dtús
802,einmal::ADV,一回,uair amháin
803,manchmal::ADV,時々,uaireanta
804,oft::ADV,よく,minic
805,immer::ADV,いつも,i gcónaí
806,niemals::ADV,一度も...ない,riamh
807,hier::ADV,こちら,anseo
808,hierhin::ADV,ここへ,anseo
809,hierhin::ADV,こちらへ,anseo
810,von hier::ADV,ここから,an áit seo
811,dort::ADV,そちら,ann
812,dort::ADV,そちら,ansin
813,dorthin::ADV,そこへ,ann
814,dorthin::ADV,そこへ,ansin
815,dorthin::ADV,そちらへ,ann
816,dorthin::ADV,そちらへ,ansin
817,geradeaus::ADV,真っ直ぐに,ar aghaidh
818,vorwärts::ADV,前へ,
819,rückwärts::ADV,後ろへ,siar
820,zurück::ADV,後ろへ,ar ais
821,unten::ADV,下に,thíos
822,hinab::ADV,下へ,síos
823,oben::ADV,上に,thuas
824,hinauf::ADV,上へ,suas
825,überall::ADV,どこでも,i ngach áit
826,überall::ADV,どこでも,ar fud na háite
827,nicht::ADV,ない,ní
828,nicht::ADV,ない,cha
829,ein wenig::ADV,少し,beagán
830,ein wenig::ADV,ちょっと,beagán
831,kaum::ADV,ほとんど～ない,ar éigean
832,sehr::ADV,とても,an-
833,so::ADV,こう,chomh
834,so::ADV,こう,mar sin
835,noch::ADV,まだ,fós
836,noch::ADV,まだ,go fóill
