,Concept_ID,br,ar
211,Großmutter::N,mamm-gozh,جدة
212,Eltern::N,kerent,أبوان
213,Eltern::N,kerent,والدان
214,Vater::N,tad,أب
215,Mutter::N,mamm,أم
216,Sohn::N,mab,إبن
217,Tochter::N,merc'h,بنت
218,Tochter::N,merc'h,إبنة
219,Bruder::N,breur,أخ
220,Bruder::N,breur,شقيق
221,Schwester::N,c'hoar,أخت
222,Onkel::N,eontr,عم
223,Tante::N,moereb,عمة
224,Ehemann::N,gwaz,زوج
225,Ehefrau::N,gwreg,زوجة
226,Freude::N,levenez,فرح
227,Freude::N,levenez,سرور
228,Gelächter::N,c'hoarzherezh,قهقهة
229,Glück::N,chañs,سعادة
230,Kummer::N,doan,غم
231,Wunsch::N,c'hoant,منية
232,Lust::N,c'hoant,شهوة
233,Geist::N,spered,روح
234,Gedanke::N,soñj,فكرة
235,Gedächtnis::N,eñvor,ذاكرة
236,Verstand::N,skiant,عقل
237,Sinn::N,ster,معنى
238,Grund::N,kaoz,سبب
239,Wahrheit::N,gwirionez,حقيقة
240,Gespräch::N,kaozeadenn,محادثة
241,Märchen::N,kaoz korriganez,خرافة
242,Erzählung::N,kontadenn,قصة
243,Erzählung::N,kontadenn,حكاية
244,Nachricht::N,keloù,خبر
245,Neuigkeit::N,kelaouenn,خبر جديد
246,Name::N,anv,اسم
247,Rätsel::N,divinatez,لغز
248,Rede::N,diskour,خطبة
249,Sprache::N,yezh,لغة
250,Stimme::N,mouezh,صوت
251,Wort::N,ger,كلمة
252,Zeichen::N,sin,رمز
253,Zeichen::N,sin,إشارة
254,Ruf::N,galv,نداء
255,Lärm::N,trouz,صخب
256,Lärm::N,trouz,ضجة
257,Ton::N,ton,نغمة
258,Lied::N,kanaouenn,أغنية
259,Ruhe::N,sioulded,هدوء
260,Leute::N,tud,ناس
261,Volk::N,pobl,شعب
262,Arbeit::N,labour,عمل
263,Gast::N,kouviad,ضيف
264,Geschenk::N,prof,هدية
265,Spiel::N,c'hoari,لعب
266,Gesellschaft::N,kompagnunezh,صحبة
267,Gesellschaft::N,kavandad,صحبة
268,Hilfe::N,sikour,عون
269,Hilfe::N,sikour,مساعدة
270,Freund::N,mignon,صديق
271,Kamerad::N,kamarad,زميل
272,Angelegenheit::N,afer,أمر
273,Angelegenheit::N,afer,شأن
274,Anzahl::N,niver,عدد
275,Art::N,sort,نوع
276,Stück::N,tamm,قطعة
277,Teil::N,pezh,قسم
278,Hälfte::N,hanterenn,نصف
279,Kreis::N,kelc'h,دائرة
280,Kreuz::N,kroaz,صليب
281,Linie::N,linenn,خط
282,Strich::N,tenn,شرطة
283,Abstand::N,distok,مسافة
284,Entfernung::N,keid,بعد
285,Entfernung::N,kehid,بعد
286,Gegend::N,korn-bro,ناحية
287,Platz::N,plasenn,فراغ
288,Ort::N,lec'h,مكان
289,Seite::N,tu,جانب
290,Mitte::N,kreiz,وسط
291,Gegenstand::N,tra,موضوع
292,Sache::N,tra,شيء
293,Rand::N,kantenn,حافة
294,Kante::N,kantenn,حافة
295,Ecke::N,korn,ركن
296,Spitze::N,begell,سن
297,Ende::N,dibenn,طرف
298,Loch::N,toull,ثقب
299,Muster::N,tresadenn,عينة
300,Größe::N,ment,حجم
301,Länge::N,hirder,طول
302,Höhe::N,uhelder,علو
303,Höhe::N,uhelder,ارتفاع
304,Gewicht::N,pouez,وزن
305,Menge::N,bern,كمية
306,Haufen::N,bern,كوم
307,Reihe::N,steud,صف
308,Boot::N,bag,قارب
309,Boot::N,bag,زورق
310,Ruder::N,roeñv,مجذاف
311,Schlitten::N,trainell,مزلقة
312,Ski::N,ski,زلاجة
313,Last::N,karg,حمل
314,Gang::N,kerzh,مشية
315,Schritt::N,paz,خطوة
316,Norden::N,norzh,شمال
317,Norden::N,hanternoz,شمال
318,Süden::N,su,جنوب
319,Süden::N,kreisteiz,جنوب
320,Westen::N,kuzh-heol,غرب
321,Osten::N,reter,شرق
322,Osten::N,sav-heol,شرق
323,Holz::N,koad,خشب
324,Brett::N,plankenn,لوح
325,Platte::N,plakenn,صفيحة
326,Stütze::N,harp,سند
327,Stütze::N,harp,دعامة
328,Stange::N,sparl,عود
329,Stock::N,bazh,عصا
330,Stab::N,bazh,قضيب
331,Rohr::N,tub,أنبوبة
332,Rohr::N,korz,أنبوبة
333,Haus::N,ti,دار
334,Haus::N,ti,بيت
335,Heim::N,kêr,بيت
336,Heim::N,kêr,مسكن
337,Ofen::N,forn,مدفأة
338,Fußboden::N,plañchod,أرضية
339,Tisch::N,taol,مائدة
340,Stuhl::N,kador,كرسي
341,Wiege::N,kavell,مهد
342,Bett::N,gwele,سرير
343,Regal::N,estajerenn,رف
344,Kiste::N,kased,صندوق
345,Fenster::N,prenestr,شباك
346,Fenster::N,prenestr,نافذة
347,Tür::N,dor,باب
348,Tor::N,portal,بوابة
349,Zaun::N,sklotur,سياج
350,Dach::N,toenn,سطح
351,Leiter::N,skeul,سلم
352,Besen::N,skubell,مكنسة
353,Spaten::N,pal,مسحاة
354,Schaufel::N,pal,مجرفة
355,Gabel::N,fourchetez,شوكة
356,Löffel::N,loa,ملعقة
357,Messer::N,kontell,سكين
358,Nagel::N,tach,مسمار
359,Netz::N,roued,شبكة
360,Haken::N,krog,خطاف
361,Haken::N,krog,صنارة
362,Griff::N,kemer,قبضة
363,Schloss::N,potenn,قفل
364,Bild::N,skeudenn,صورة
365,Figur::N,skeud,تمثال
366,Figur::N,figur,تمثال
367,Puppe::N,merc'hodenn,دمية
368,Beutel::N,sac'h,كيس
369,Bündel::N,feskenn,ربطة
370,Tasche::N,sac'h,شنطة
371,Tasche::N,sac'h,محفظة
372,Eimer::N,sailh,سطل
373,Eimer::N,sailh,جردل
374,Deckel::N,pallenn,سداد
375,Geschirr::N,listriaj,أوان
376,Sack::N,sac'h,زكيبة
377,Tasse::N,tas,فنجان
378,Topf::N,pod,قدر
379,Topf::N,pod,طنجرة
380,Kessel::N,chaodouron,قدر
381,Kessel::N,chaodouron,غلاية
382,Essen::N,pred,طعام
383,Nahrung::N,boued,غذاء
384,Speise::N,meuz,أكل
385,Fleisch::N,kig,لحم
386,Getreide::N,ed,حبوب
387,Brei::N,yod,عصيدة
388,Brot::N,bara,خبز
389,Scheibe::N,tailhenn,شريحة
390,Fett::N,lard,سمن
391,Butter::N,amann,زبدة
392,Öl::N,eoul,زيت
393,Salz::N,holen,ملح
394,Suppe::N,soubenn,حساء
395,Suppe::N,soubenn,شربة
396,Honig::N,mel,عسل
397,Milch::N,laezh,حليب
398,Tee::N,te,شاي
399,Leder::N,lêr,جلد
400,Wolle::N,gloan,صوف
401,Stoff::N,danvez,قماش
402,Nadel::N,nadoz,إبرة
403,Faden::N,neudenn,خيط
404,Knopf::N,bouton,زر
405,Knoten::N,skoulm,عقدة
406,Farbe::N,liv,صبغة
407,Kleidung::N,dilhad,ملابس
408,Hemd::N,roc'hed,قميص
409,Kragen::N,gouzoug,ياقة
410,Ärmel::N,milgin,كم
411,Hose::N,bragoù,سروال
412,Hose::N,bragoù,بنطلون
413,Gürtel::N,gouriz,حزام
414,Mütze::N,boned,طاقية
415,Schuh::N,botez,حذاء
416,Stiefel::N,botez,جزمة
417,Stiefel::N,botez,حذاء طويل
418,Ring::N,gwalenn,حلقة
419,Band::N,bagad,شريط
420,Kamm::N,krib,مشط
421,Spiegel::N,melezour,مرآة
422,Riemen::N,lerenn,سير
423,Schnur::N,kordenn,حبل
424,Schnur::N,kordenn,دوبارة
425,Leine::N,roll,قيد
426,Decke::N,golo,بطانية
427,Kissen::N,goubenner,وسادة
428,Tuch::N,mezher,منديل
429,Handtuch::N,toailhon,فوطة
430,Handtuch::N,toailhon,منشفة
431,Kraft::N,nerzh,قدرة
432,Stärke::N,nerzhder,قوة
433,Gesundheit::N,yec'hed,صحة
434,Krankheit::N,klañved,مرض
435,Schmerz::N,poan,ألم
436,Schmerz::N,poan,وجع
437,Schmerz::N,droug,ألم
438,Schmerz::N,droug,وجع
439,Wunde::N,gloazadenn,جرح
440,Fieber::N,terzhienn,حمى
441,Arznei::N,louzoù,دواء
442,Brücke::N,pont,جسر
443,Brunnen::N,puñs,بئر
444,Weide::N,prad,مرعى
445,Pfad::N,gwenodenn,درب
446,Weg::N,hent,سكة
447,Straße::N,ru,طريق
448,Straße::N,hent,طريق
449,Dorf::N,kêr,قرية
450,Dorf::N,kêriadenn,قرية
451,Stadt::N,kêr,مدينة
452,Brief::N,lizher,خطاب
453,Brief::N,lizher,مكتوب
454,Buch::N,levr,كتاب
455,Buchstabe::N,lizherenn,حرف
456,Zeitung::N,kazetenn,جريدة
457,Leben::N,buhez,عيش
458,Leben::N,buhez,حياة
459,Tod::N,marv,موت
460,Tod::N,marv,وفاة
461,Grab::N,bez,قبر
462,Kirche::N,iliz,كنيسة
463,Sünde::N,pec'hed,خطيئة
464,Gott::N,doue,إله
465,Arbeiter::N,labourer,عامل
466,Arbeiter::N,micherour,عامل
467,Chef::N,penn,رئيس
468,Meister::N,mestr,أسطى
469,Arzt::N,mezeg,طبيب
470,Arzt::N,medisin,طبيب
471,Lehrer::N,skolaer,مدرس
472,Lehrer::N,kelenner,مدرس
473,Geld::N,arc'hant,نقود
474,Geschäft::N,stal,صفقة
475,Laden::N,stal,دكان
476,Preis::N,priz,سعر
477,Ware::N,marc'hadourezh,بضاعة
478,Nutzen::N,gounidegezh,فائدة
479,Nutzen::N,lañs,فائدة
480,Nutzen::N,profit,فائدة
481,Nutzen::N,spleit,فائدة
482,Reichtum::N,pinvidigezh,غنى
483,Reichtum::N,pinvidigezh,ثروة
484,Welt::N,douar,عالم
485,Welt::N,douar,دنيا
486,Land::N,bro,بلد
487,Staat::N,stad,دولة
488,König::N,roue,ملك
489,Macht::N,galloud,سلطة
490,Grenze::N,harzoù,حدود
491,Krieg::N,brezel,حرب
492,Feind::N,eneber,عدو
493,Gewalt::N,tâerder,عنف
494,Kampf::N,kann,قتال
495,Bogen[Waffe]::N,gwareg,قوس
496,Pfeil::N,saezh,سهم
497,Gewehr::N,fuzuilh,بندقية
498,Fehler::N,fazi,خطأ
499,Lüge::N,gaou,كذب
500,Schaden::N,gwall,تلف
501,Unglück::N,gwalleur,نحس
502,Schuld::N,kablusted,ذنب
503,Schuld::N,pec'hedigezh,ذنب
504,Alter::N,oad,سن
505,Alter::N,oad,عمر
506,Schluss::N,diwezh,ختام
507,Schluss::N,diwezh,نهاية
508,Zeit::N,amzer,وقت
509,Tag::N,deizh,يوم
510,Morgen::N,beure,صباح
511,Morgen::N,mintin,صباح
512,Mittag::N,kreisteiz,ظهر
513,Abend::N,abardaez,مساء
514,Nacht::N,noz,ليلة
515,Woche::N,sizhun,أسبوع
516,Monat::N,miz,شهر
517,Jahr::N,bloaz,عام
518,Jahr::N,bloaz,سنة
519,Frühling::N,nevezamzer,ربيع
520,Sommer::N,hañv,صيف
521,Herbst::N,diskaramzer,خريف
522,Winter::N,goañv,شتاء
523,Januar::N,Genver,يناير
524,Januar::N,Genver,كانون الثاني
525,Februar::N,C'hwevrer,شباط
526,Februar::N,C'hwevrer,فبراير
527,März::N,Meurzh,آذار
528,März::N,Meurzh,مارس
529,April::N,Ebrel,نيسان
530,Mai::N,Mae,مايو
531,Juni::N,Mezheven,يونيو
532,Juni::N,Mezheven,حزيران
533,Juli::N,Gouhere,تموز
534,Juli::N,Gouhere,يوليو
535,August::N,Eost,آب
536,August::N,Eost,أغسطس
537,September::N,Gwengolo,أيلول
538,September::N,Gwengolo,سبتمبر
539,Oktober::N,Here,أكتوبر
540,Oktober::N,Here,تشرين الأول
541,November::N,Du,نوفمبر
542,November::N,Du,تشرين الثاني
543,Dezember::N,Kerzu,ديسمبر
544,Dezember::N,Kerzu,كانون الأول
545,Montag::N,Lun,يوم الاثنين
546,Dienstag::N,Meurzh,يوم الثلاثاء
547,Mittwoch::N,Merc'her,يوم الأربعاء
548,Donnerstag::N,Yaou,يوم الخميس
549,Freitag::N,Gwener,يوم الجمعة
550,Samstag::N,Sadorn,يوم السبت
551,Sonntag::N,Sul,يوم الأحد
552,groß::A,bras,كبير
553,klein::A,bihan,صغير
554,lang::A,hir,طويل
555,kurz::A,berr,قصير
556,breit::A,ledan,واسع
557,schmal::A,strizh,ضيق
558,dicht::A,stank,كث
559,dicht::A,stank,كثيف
560,dick[Gegenstand]::A,tev,غليظ
561,dünn::A,moan,رفيع
562,fein::A,munut,رقيق
563,fest::A,start,متين
564,flach::A,plaen,سهل
565,flach::A,plaen,منبسط
566,glatt::A,lintr,ناعم
567,glatt::A,levn,ناعم
568,hart::A,kalet,صلب
569,hart::A,kalet,جامد
570,weich::A,blot,لين
571,rund::A,ront,مستدير
572,spitz::A,poentet,مدبب
573,scharf::A,dremm,حاد
574,stumpf::A,talsoc'h,ثالم
575,schwer::A,pounner,ثقيل
576,schön::A,kaer,جميل
577,heiß::A,tomm,حار
578,heiß::A,tomm,ساخن
579,warm::A,tomm,دافئ
580,kalt::A,yen,بارد
581,kühl::A,yen,قر
582,frisch::A,fresk,طازج
583,feucht::A,gleb,رطب
584,nass::A,gleb,مبلول
585,trocken::A,sec'h,جاف
586,voll::A,leun,ملء
587,leer::A,goullo,خال
588,leer::A,goullo,فارغ
589,offen::A,digor,مفتوح
590,geschlossen::A,serr,مغلق
591,sauber::A,naet,نظيف
592,schmutzig::A,lous,قذر
593,roh::A,kriz,نيء
594,reif::A,darev,ناضج
595,lecker::A,lipous,لذيذ
596,lecker::A,saourus,لذيذ
597,süß::A,dous,حلو
598,bitter::A,c'hwerv,مر
599,sauer::A,trenk,حامض
600,hell::A,sklaer,نير
601,dunkel::A,teñval,مظلم
602,schwarz::A,du,أسود
603,weiß::A,gwenn,أبيض
604,rot::A,ruz,أحمر
605,gelb::A,melen,أصفر
606,blau::A,glas,أزرق
607,grün::A,gwer,أخضر
608,grau::A,louet,رمادي
609,bunt::A,liesliv,ملوب
610,billig::A,marc'had-mat,رخيص
611,teuer::A,ker,غال
612,wertvoll::A,prizius,ثمين
613,blind::A,dall,أعمى
614,taub::A,bouzar,أصم
615,taub::A,bouzar,أطرش
616,kräftig::A,start,قوي
617,stark::A,kreñv,قوي
618,schwach::A,gwan,ضعيف
619,fett::A,lard,سمين
620,schlank::A,sinkl,أهيف
621,hübsch::A,koant,جميل
622,böse::A,gwall,رديء
623,dumm::A,glep,أبله
624,dumm::A,glep,أحمق
625,faul::A,lezirek,كسلان
626,fleißig::A,studius,مجتهد
627,geizig::A,tost,بخيل
628,klug::A,speredek,ذكي
629,klug::A,speredek,عاقل
630,geschickt::A,dornet,ماهر
631,lieb::A,koant,عزيز
632,lustig::A,laouen,مرح
633,sanft::A,flour,حليم
634,hungrig::A,marnaon,جائع
635,krank::A,klañv,مريض
636,nackt::A,noazh,عار
637,traurig::A,trist,حزين
638,lebendig::A,bev,حي
639,gut::A,mad,جيد
640,schlecht::A,fall,سيء
641,schlecht::A,gwall,سيء
642,richtig::A,reizh,صحيح
643,schlimm::A,gwall,خبيث
644,wahr::A,gwir,حق
645,alt::A,kozh,قديم
646,neu::A,nevez,جديد
647,ehemalig::A,kozh,سابق
648,alt[Lebewesen]::A,kozh,مسن
649,jung::A,yaouank,شاب
650,jung::A,yaouank,صغير
651,arm::A,paour,فقير
652,reich::A,pinvidik,غني
653,bekannt::A,anavezet,معلوم
654,berühmt::A,brudet,مشهور
655,fremd::A,dizanav,أجنبي
656,verschieden::A,disheñel,مختلف
657,nah::A,nes,قريب
658,fern::A,diabell,بعيد
659,linker::A,kleiz,يسار
660,rechter::A,dehoù,يمين
661,anderer::A,all,آخر
662,erster::A,kentañ,أول
663,zweiter::A,eil,ثان
664,dritter::A,trede,ثالث
665,letzter::A,diwezhañ,أخير
666,allein::ADV,e-unan,وحده
667,auf einmal::ADV,ar un dro,بالمرة
668,zusammen::ADV,asambles,معا
669,lange::ADV,pell,مدة طويلة
670,plötzlich::ADV,en un taol,فجأة
671,sofort::ADV,diouzhtu,حالا
672,sofort::ADV,diouzhtu,فورا
673,später::ADV,diwezhatoc'h,فيما بعد
674,jetzt::ADV,bremañ,الآن
675,jetzt::ADV,bremañ,حاليا
676,heute::ADV,hiziv,اليوم
677,morgen::ADV,arc'hoazh,غدا
678,bald::ADV,hepdale,قريبا
679,dann::ADV,a-c'houde,ثم
680,gestern::ADV,dec'h,أمس
681,gestern::ADV,dec'h,البارحة
682,einst::ADV,gwechall,قديما
683,damals::ADV,neuze,حينئذ
684,danach::ADV,goude,ثم
685,danach::ADV,goude,بعد ذلك
686,vorher::ADV,diagent,من قبل
687,vorher::ADV,diagent,قبل ذلك
688,zuerst::ADV,da gentañ,أولا
689,einmal::ADV,ur wech,مرة
690,manchmal::ADV,a-wechoù,أحيانا
691,oft::ADV,alies,كثيرا
692,immer::ADV,atav,دائما
693,immer::ADV,bepred,دائما
694,niemals::ADV,gwech ebet,لا أبدا
695,hier::ADV,amañ,هنا
696,hierhin::ADV,dre amañ,إلى هنا
697,von hier::ADV,alemañ,من هنا
698,dort::ADV,aze,هناك
699,dort::ADV,ahont,هناك
700,dorthin::ADV,di,إلى هناك
701,dorthin::ADV,aze,إلى هناك
702,dorthin::ADV,ahont,إلى هناك
703,geradeaus::ADV,war-eeun,إلى الأمام
704,vorwärts::ADV,war-raok,إلى الأمام
705,rückwärts::ADV,war-lerc'h,إلى الوراء
706,zurück::ADV,war-dreñv,عودا
707,zurück::ADV,war-dreñv,إلى الخلف
708,unten::ADV,en traoñ,تحت
709,unten::ADV,en traoñ,في الأسفل
710,hinab::ADV,a-izel,إلى تحت
711,oben::ADV,en nec'h,فوق
712,oben::ADV,en nec'h,في الأعلى
713,hinauf::ADV,e-krec'h,إلى فوق
714,hinauf::ADV,e-krec'h,إلى الأعلى
715,überall::ADV,dre-holl,في كل مكان
716,nicht::ADV,ne ... ket,لا
717,nicht::ADV,ne ... ket,لم
718,ein wenig::ADV,un tammig,قليلا
719,kaum::ADV,a-boan,كاد لا
720,sehr::ADV,-tre,جدا
721,sehr::ADV,-tre,كثيرا
722,sehr::ADV,-kenañ,جدا
723,sehr::ADV,-kenañ,كثيرا
724,so::ADV,evel-se,كذا
725,so::ADV,evel-se,كذلك
726,noch::ADV,c'hoazh,ما زال
727,nur::ADV,hepken,فقط
728,schon::ADV,dija,قد
729,wieder::ADV,adarre,من جديد
730,wieder::ADV,adarre,مرة أخرى
731,vor::PRP,dirak,أمام
732,hinter::PRP,a-drek,خلف
733,hinter::PRP,a-drek,وراء
734,hinter::PRP,a-dreñv,خلف
735,hinter::PRP,a-dreñv,وراء
736,unter::PRP,dindan,تحت
737,durch::PRP,dre,عبر
738,durch::PRP,dre,خلال
739,neben::PRP,e-kichen,جنب
740,neben::PRP,e-kichen,بجانب
741,zwischen::PRP,etre,بين
742,wegen::PRP,abalamour da,بسبب
743,dies::PRN,hemañ,هذا
744,das::PRN,se,ذلك
745,das::PRN,hennezh,ذلك
746,alles::PRN,pep tra,الكل
747,ich::PRN,me,أنا
748,du::PRN,te,أنت
749,er::PRN,eñ,هو
750,wir::PRN,ni,نحن
751,ihr::PRN,c'hwi,أنتم
752,ihr::PRN,c'hwi,أنتن
753,sie::PRN,int,هم
754,sie::PRN,int,هن
755,was::FPRN,petra,ما
756,wer::FPRN,piv,من
757,wo::FADV,pelec'h,أين
758,wohin::FADV,da belec'h,إلى أين
759,wie::FADV,penaos,كيف
760,warum::FADV,perak,لماذا
761,wieviel::FNUM,pet,كم
762,eins::NUM,unan,واحد
763,zwei::NUM,daou,اثنين
764,drei::NUM,tri,ثلاثة
765,vier::NUM,pevar,أربعة
766,fünf::NUM,pemp,خمسة
767,sechs::NUM,c'hwec'h,ستة
768,sieben::NUM,seizh,سبعة
769,acht::NUM,eizh,ثمانية
770,neun::NUM,nav,تسعة
771,zehn::NUM,dek,عشرة
772,elf::NUM,unnek,أحد عشر
773,zwölf::NUM,daouzek,اثنا عشر
774,zwanzig::NUM,ugent,عشرون
775,dreißig::NUM,tregont,ثلاثون
776,vierzig::NUM,daou-ugent,أربعون
777,fünfzig::NUM,hanter-kant,خمسون
778,sechzig::NUM,tri-ugent,ستون
779,siebzig::NUM,dek ha tri-ugent,سبعون
780,achtzig::NUM,pevar-ugent,ثمانون
781,neunzig::NUM,dek ha pevar-ugent,تسعون
782,hundert::NUM,kant,مئة
783,tausend::NUM,mil,ألف
784,und::CNJ,ha,و
785,oder::CNJ,pe,أو
786,stehen::V,bezañ a-sav,وقف
