,Concept_ID,uz,eu
164,Herde::N,gala,saldo
165,Herde::N,gala,abere talde
166,Kuh::N,inak,behi
167,Bulle::N,ho'kiz,zezen
168,Pferd::N,ot,zaldi
169,Schaf::N,qo'y,ardi
170,Schwein::N,cho'chqa,urde
171,Schwein::N,cho'chqa,txerri
172,Hund::N,it,txakur
173,Katze::N,mushuk,katu
174,Bär::N,ayiq,hartz
175,Eichhörnchen::N,tiyin,urtxintxa
176,Elch::N,los,altze
177,Fuchs::N,tulki,azeri
178,Hase::N,kuyon,erbi
179,Maus::N,sichqon,sagu
180,Wolf::N,bo'ri,otso
181,Vogel::N,qush,txori
182,Vogel::N,qush,hegazti
183,Schwarm::N,to'da,aldra
184,Huhn::N,tovuq,oilo
185,Hahn::N,xo'roz,oilar
186,Gans::N,g'oz,antzara
187,Adler::N,burgut,arrano
188,Ente::N,o'rdak,ahate
189,Eule::N,boyo'g'li,hontza
190,Kranich::N,turna,kurrilo
191,Krähe::N,qarg'a,bele
192,Kuckuck::N,kakku,kuku
193,Schwan::N,oqkush,beltxarga
194,Fisch::N,baliq,arrain
195,Barsch::N,olabug'a,perka
196,Hecht::N,cho'rtan,lutxo
197,Schlange[Tier]::N,ilon,suge
198,Wurm::N,qurt,har
199,Spinne::N,o'rgimchak,armiarma
200,Ameise::N,chumoli,inurri
201,Laus::N,bit,zorri
202,Mücke::N,chivin,eltxo
203,Fliege::N,pashsha,euli
204,Schmetterling::N,kapalak,pinpirin
205,Schmetterling::N,kapalak,tximeleta
206,Beere::N,meva,baia
207,Apfel::N,olma,sagar
208,Pilz::N,qo'ziqorin,onddo
209,Pilz::N,qo'ziqorin,perretxiko
210,Zwiebel::N,piyoz,tipula
211,Saat::N,äkin,haziak
212,Korn::N,zarra,ale
213,Korn::N,zarra,pikor
214,Heu::N,xashak,belar ondu
215,Schale::N,po'choq,azal
216,Grube::N,co'ra,hobi
217,Falle::N,qopqon,harrapagailu
218,Schlinge::N,sirtmoq,bilur
219,Schlinge::N,sirtmoq,xedera
220,Spur::N,iz,lorratz
221,Asche::N,kul,errauts
222,Dreck::N,kir,satsukeria
223,Eisen::N,temir,burdina
224,Gold::N,tilla,urre
225,Gold::N,tilla,urregorri
226,Silber::N,kumush,zilar
227,Silber::N,kumush,urrezuri
228,Kohle::N,ko'mir,ikatz
229,Glas::N,oyna,beira
230,Lehm::N,loy,buztin
231,Sand::N,qum,harea
232,Sand::N,qum,hondar
233,Mensch::N,odam,gizaki
234,Mann::N,ärkak,gizon
235,Frau::N,ayol,andere
236,Frau::N,ayol,emakume
237,Kind::N,bola,haur
238,Kind::N,kichkintoy,haur
239,Junge::N,bola,mutil
240,Mädchen::N,qiz,neska
241,Familie::N,oila,sendi
242,Familie::N,oila,familia
243,Großvater::N,buva,aitona
244,Großvater::N,buva,aitatxi
245,Großvater::N,katta ota,aitona
246,Großvater::N,katta ota,aitatxi
247,Großmutter::N,buvi,amona
248,Großmutter::N,buvi,amatxi
249,Großmutter::N,katta oyi,amona
250,Großmutter::N,katta oyi,amatxi
251,Eltern::N,ota-ona,gurasoak
252,Vater::N,ota,aita
253,Mutter::N,ona,ama
254,Sohn::N,o'g'il,seme
255,Tochter::N,qiz,alaba
256,Bruder::N,og'a,neba
257,Bruder::N,og'a,anaia
258,Bruder::N,uka,neba
259,Bruder::N,uka,anaia
260,Schwester::N,opa,ahizpa
261,Schwester::N,singil,ahizpa
262,Onkel::N,amaki,osaba
263,Tante::N,amma,izeba
264,Tante::N,xola,izeba
265,Ehemann::N,är,senar
266,Ehefrau::N,rafiqa,emazte
267,Freude::N,ayish,poz
268,Freude::N,ayish,pozkari
269,Gelächter::N,kulgi,barre
270,Gelächter::N,kulgi,karkara
271,Glück::N,saodat,zori
272,Kummer::N,g'am,xangrin
273,Kummer::N,g'am,atsekabe
274,Wunsch::N,orzu,nahi
275,Wunsch::N,orzu,nahikunde
276,Lust::N,rag'bat,gogo
277,Geist::N,ruh,gogo
278,Gedanke::N,fikr,gogoeta
279,Gedächtnis::N,äs,oroimen
280,Gedächtnis::N,äs,gogoramen
281,Verstand::N,aql,adimen
282,Verstand::N,aql,ulermen
283,Sinn::N,ma'ni,zentzu
284,Grund::N,sabab,zergati
285,Wahrheit::N,haq,egia
286,Gespräch::N,gap,hizketa
287,Gespräch::N,gap,elkarrizketa
288,Märchen::N,ärtak,ipuin
289,Erzählung::N,rivoyat,edesti
290,Erzählung::N,rivoyat,kontakizun
291,Nachricht::N,xabar,albiste
292,Neuigkeit::N,yangilik,berri
293,Name::N,ot,izen
294,Rätsel::N,topishmoq,asmakizun
295,Rede::N,nutq,hitzaldi
296,Rede::N,nutq,mintzaldi
297,Sprache::N,til,hizkuntza
298,Stimme::N,ovoz,ahots
299,Wort::N,so'z,hitz
300,Zeichen::N,alomat,agerbide
301,Zeichen::N,alomat,agergarri
302,Ruf::N,chaqiriq,dei
303,Lärm::N,taraq,zarata
304,Lärm::N,taraq,harrabots
305,Laut::N,tovush,hots
306,Ton::N,un,tonu
307,Ton::N,un,soinu
308,Lied::N,ashula,abesti
309,Ruhe::N,tinchlik,nasaitasun
310,Leute::N,xaloyiq,jende
311,Volk::N,xalq,herri
312,Volk::N,xalq,populu
313,Arbeit::N,ish,lan
314,Gast::N,mehmon,arrotz
315,Gast::N,mehmon,apopilo
316,Geschenk::N,hadya,opari
317,Spiel::N,o'yin,jolas
318,Gesellschaft::N,jamiyat,gizarte
319,Hilfe::N,yordam,helpide
320,Hilfe::N,yordam,laguntza
321,Freund::N,do'st,lagun
322,Kamerad::N,yo'ldosh,adiskide
323,Kamerad::N,yo'ldosh,lagunkide
324,Angelegenheit::N,daxl,afera
325,Anzahl::N,son,kopuru
326,Art::N,tur,mota
327,Stück::N,parcha,puska
328,Teil::N,bo'lak,atal
329,Hälfte::N,yarim,erdi
330,Kreis::N,aylana,biribilki
331,Kreuz::N,xoch,gurutze
332,Linie::N,liniya,linea
333,Strich::N,chiziq,marra
334,Abstand::N,oralik,tarte
335,Entfernung::N,uzoqlik,urrunera
336,Gegend::N,yer,alderdi
337,Gegend::N,yer,eskualde
338,Platz::N,oralig,leku
339,Ort::N,joy,toki
340,Seite::N,yon,albo
341,Mitte::N,o'rta,erdi
342,Gegenstand::N,ashyo,gauzaki
343,Sache::N,buyum,gauza
344,Rand::N,chek,ertz
345,Kante::N,tig',ertz
346,Ecke::N,burchak,kantoi
347,Spitze::N,uch,punta
348,Ende::N,oxir,buru
349,Ende::N,oxir,mutur
350,Loch::N,teshik,zulo
351,Winkel::N,go'sha,zoko
352,Winkel::N,go'sha,bazter
353,Muster::N,nusha,eredu
354,Muster::N,nusha,marrazki
355,Größe::N,kattalik,kaizu
356,Größe::N,kattalik,tamaina
357,Länge::N,uzunlik,luzera
358,Höhe::N,yuksaklik,goiera
359,Höhe::N,yuksaklik,garaiera
360,Gewicht::N,solmoq,hazta
361,Menge::N,miqdor,kopuru
362,Haufen::N,uyum,pila
363,Haufen::N,uyum,mendoi
364,Reihe::N,saf,ilara
365,Reihe::N,saf,errenkada
366,Boot::N,qayiq,potin
367,Boot::N,qayiq,txalupa
368,Ruder::N,äshkak,arraun
369,Schlitten::N,chana,lera
370,Schlitten::N,chana,narra
371,Ski::N,chang'i,eski
372,Lagerfeuer::N,gulxan,su
373,Last::N,yuk,zama
374,Last::N,yuk,karga
375,Gang::N,yurish,ibilera
376,Schritt::N,qadam,pauso
377,Schritt::N,qadam,urrats
378,Norden::N,shimol,ipar
379,Norden::N,shimol,iparralde
380,Süden::N,janub,hego
381,Süden::N,janub,hegoalde
382,Westen::N,g'arb,sartalde
383,Westen::N,g'arb,mendebalde
384,Osten::N,sharq,ekialde
385,Osten::N,sharq,sortalde
386,Holz::N,yog'och,zur
387,Brett::N,taxta,ohol
388,Platte::N,tabaqa,lauza
389,Stütze::N,tayanchi,irozgarri
390,Stütze::N,tayanchi,bermagailu
391,Stange::N,qo'noq,haga
392,Stock::N,tayoq,makila
393,Stab::N,gavron,makila
394,Rohr::N,tarnov,hodi
395,Haus::N,uy,etxe
396,Heim::N,makon,etxe
397,Heim::N,makon,etxaleku
398,Ofen::N,pechka,berogailu
399,Fußboden::N,pol,zoru
400,Tisch::N,mosa,mahai
401,Stuhl::N,o'rindiq,aulki
402,Wiege::N,beshik,kuma
403,Wiege::N,beshik,sehaska
404,Bett::N,yotoq,ohe
405,Bett::N,yotoq,ohatze
406,Regal::N,tokcha,apalategi
407,Kiste::N,sandiq,kutxa
408,Fenster::N,deraza,leiho
409,Tür::N,äshik,ate
410,Tor::N,darvoza,atari
411,Zaun::N,panjara,hesi
412,Dach::N,tom,teilatu
413,Leiter::N,narvon,zurubi
414,Besen::N,supurgi,erratz
415,Spaten::N,bel,burdinpala
416,Schaufel::N,kurak,pala
417,Gabel::N,bilka,sardexka
418,Löffel::N,qoshiq,koilara
419,Messer::N,pichoq,aizto
420,Nagel::N,mix,iltze
421,Netz::N,to'r,sare
422,Haken::N,ilgak,mako
423,Griff::N,sop,eskutoki
424,Griff::N,tutqich,eskutoki
425,Schloss::N,qulf,sarraila
426,Bild::N,rasm,irudi
427,Figur::N,shakl,figura
428,Puppe::N,ko'g'irchoq,panpina
429,Puppe::N,ko'g'irchoq,andrakila
430,Beutel::N,to'rva,zorro
431,Bündel::N,bog'lam,azao
432,Bündel::N,bog'lam,espal
433,Tasche::N,kissa,poltsa
434,Eimer::N,chelak,treska
435,Deckel::N,qopqoq,tapa
436,Deckel::N,qopqoq,estalki
437,Geschirr::N,idish,baxera
438,Geschirr::N,idish,ontziteria
439,Sack::N,qop,zaku
440,Tasse::N,piyola,kikara
441,Topf::N,tuvak,ontzi
442,Topf::N,tuvak,lapiko
443,Kessel::N,qozon,pazia
444,Essen::N,tomoq,janaldi
445,Nahrung::N,emak,jan
446,Speise::N,taom,jaki
447,Fleisch::N,go'sht,okela
448,Fleisch::N,go'sht,haragi
449,Getreide::N,g'alla,labore
450,Brei::N,bo'tqa,ahi
451,Brei::N,bo'tqa,pure
452,Brot::N,non,ogi
453,Scheibe::N,disk,xerra
454,Scheibe::N,disk,pirripita
455,Fett::N,moy,urin
456,Fett::N,moy,koipe
457,Butter::N,yog',gurin
458,Öl::N,moy,olio
459,Salz::N,tuz,gatz
460,Suppe::N,sho'rva,zopa
461,Suppe::N,sho'rva,salda
462,Honig::N,asal,ezti
463,Milch::N,sut,esne
464,Tee::N,choy,te
465,Leder::N,charm,larru
466,Wolle::N,jun,artile
467,Stoff::N,mato,ehun
468,Nadel::N,igna,orratz
469,Nadel::N,igna,jostorratz
470,Faden::N,ip,hari
471,Knopf::N,tugma,botoi
472,Knoten::N,tugun,korapilo
473,Farbe::N,bo'yok,pintura
474,Kleidung::N,kiyim,arropa
475,Kleidung::N,kiyim,jantziak
476,Hemd::N,ko'ylak,atorra
477,Hemd::N,ko'ylak,alkandora
478,Kragen::N,yoqa,idun
479,Ärmel::N,yeng,mahuka
480,Hose::N,shim,prakak
481,Hose::N,shim,galtzak
482,Gürtel::N,tasma,gerriko
483,Mütze::N,shapka,txano
484,Mütze::N,shapka,txapel
485,Schuh::N,but,oski
486,Schuh::N,but,oinetako
487,Stiefel::N,botinka,bota
488,Ring::N,yuzuk,uztai
489,Band::N,rishta,zinta
490,Band::N,rishta,xingola
491,Kamm::N,taroq,orrazi
492,Spiegel::N,ko'zgu,mirail
493,Riemen::N,qayish,uhal
494,Schnur::N,bog'ich,lokailu
495,Leine::N,etak,lotura
496,Decke::N,odyol,burusi
497,Kissen::N,yostiq,kuxin
498,Tuch::N,gazlama,zapi
499,Tuch::N,gazlama,oihal
500,Handtuch::N,sochiq,eskuzapi
501,Handtuch::N,sochiq,eskuoihal
502,Kraft::N,kuch,indar
503,Stärke::N,quvvat,indar
504,Gesundheit::N,sog'lik,osasun
505,Krankheit::N,kasallik,eritasun
506,Krankheit::N,kasallik,gaixotasun
507,Schmerz::N,og'riq,min
508,Wunde::N,yara,zauri
509,Fieber::N,bezgak,sukar
510,Arznei::N,dori,osagai
511,Arznei::N,dori,sendagai
512,Brücke::N,ko'prik,zubi
513,Brunnen::N,buloq,putzu
514,Weide::N,yaylov,alha
515,Weide::N,yaylov,bazkaleku
516,Pfad::N,dorojka,zidor
517,Pfad::N,dorojka,bidexka
518,Weg::N,yo'l,bide
519,Straße::N,ko'cha,errepide
520,Dorf::N,ovul,herri
521,Stadt::N,shahar,hiri
522,Brief::N,maktub,gutun
523,Brief::N,maktub,eskutitz
524,Buch::N,kitob,liburu
525,Buchstabe::N,harf,hizki
526,Zeitung::N,gazet,egunkari
527,Leben::N,hayot,bizi
528,Leben::N,hayot,bizitza
529,Tod::N,o'lim,herio
530,Tod::N,o'lim,heriotza
531,Grab::N,go'r,hobi
532,Grab::N,go'r,hilobi
533,Kirche::N,cherkov,eliza
534,Sünde::N,gunoh,hoben
535,Sünde::N,gunoh,bekatu
536,Gott::N,olloh,jainko
537,Arbeiter::N,ishchi,langile
538,Arbeiter::N,ishchi,behargin
539,Chef::N,rais,nagusi
540,Meister::N,usta,maisu
541,Arzt::N,hakim,osagile
542,Arzt::N,hakim,sendagile
543,Lehrer::N,muallim,irakasle
544,Geld::N,pul,diru
545,Geschäft::N,savdo,negozio
546,Laden::N,do'kon,denda
547,Laden::N,do'kon,saltegi
548,Preis::N,baho,prezio
549,Preis::N,baho,salneurri
550,Ware::N,mol,salgai
551,Nutzen::N,foyda,onura
552,Nutzen::N,foyda,probetxu
553,Reichtum::N,boylik,aberastasun
554,Welt::N,olam,ludi
555,Welt::N,olam,mundu
556,Land::N,o'lka,herrialde
557,Staat::N,davlat,estatu
558,König::N,qirol,errege
559,Macht::N,iqtidor,botere
560,Grenze::N,chegara,muga
561,Krieg::N,harb,guda
562,Feind::N,dushman,etsai
563,Feind::N,dushman,arerio
564,Gewalt::N,zo'rlik,bortxa
565,Gewalt::N,zo'rlik,bortizkeria
566,Kampf::N,kurash,gudu
567,Kampf::N,kurash,auska
568,Bogen[Waffe]::N,yoy,arku
569,Pfeil::N,o'q,gezi
570,Gewehr::N,vintovka,fusil
571,Fehler::N,xato,huts
572,Fehler::N,xato,hutsegin
573,Lüge::N,yolg'on,gezur
574,Schaden::N,ziyon,kalte
575,Unglück::N,balo,zoritxar
576,Unglück::N,balo,zorigaitz
577,Schuld::N,ayb,erru
578,Alter::N,yosh,adin
579,Schluss::N,tamom,bukaera
580,Zeit::N,vaqt,aldi
581,Zeit::N,vaqt,denbora
582,Tag::N,kun,egun
583,Morgen::N,saboh,goiz
584,Mittag::N,kun tushlik,eguerdi
585,Abend::N,oqshom,arrats
586,Nacht::N,tun,gau
587,Woche::N,hafta,aste
588,Monat::N,oy,hil
589,Jahr::N,yil,urte
590,Frühling::N,bahor,udalehen
591,Sommer::N,yoz,uda
592,Herbst::N,kuz,udazken
593,Herbst::N,kuz,neguantz
594,Herbst::N,xazon,udazken
595,Herbst::N,xazon,neguantz
596,Winter::N,qish,negu
597,Januar::N,yanvar',urtarril
598,Februar::N,fevral',otsail
599,März::N,mart,martxo
600,April::N,aprel',apiril
601,Mai::N,may,maiatz
602,Juni::N,iyun',ekain
603,Juli::N,iyul',uztail
604,August::N,avgust,abuztu
605,September::N,sentyabr',irail
606,Oktober::N,oktyabr',urri
607,November::N,noyabr',azaro
608,Dezember::N,dekabr',abendu
609,Montag::N,dushanba,astelehen
610,Dienstag::N,seshanba,astearte
611,Mittwoch::N,chorshanba,asteazken
612,Donnerstag::N,payshanba,ostegun
613,Freitag::N,juma,ostiral
614,Samstag::N,shanba,larunbat
615,Sonntag::N,yakshanba,igande
616,groß::A,buyuk,handi
617,klein::A,kichik,txiki
618,lang::A,uzun,luze
619,kurz::A,qisqa,labur
620,breit::A,keng,zabal
621,schmal::A,änsiz,mehar
622,dicht::A,quyuq,sarri
623,dicht::A,quyuq,trinko
624,dick[Gegenstand]::A,qalin,lodi
625,dünn::A,ingichka,mehe
626,fein::A,mayin,fin
627,fest::A,qattiq,tinko
628,flach::A,yalpoq,lau
629,flach::A,yalpoq,ordoki
630,glatt::A,tekis,leun
631,hart::A,qattiq,gogor
632,weich::A,yumshoq,bigun
633,weich::A,yumshoq,beratz
634,rund::A,yumaloq,biribil
635,spitz::A,uchli,puntadun
636,scharf::A,keskir,zorrotz
637,stumpf::A,to'mtoq,kamuts
638,schwer::A,salmoqli,astun
639,schwer::A,salmoqli,pisutsu
640,schön::A,go'zal,eder
641,heiß::A,qiziq,bero
642,heiß::A,qiziq,oso bero
643,warm::A,issiq,bero
644,kalt::A,sovuq,hotz
645,kühl::A,salqin,hotzil
646,frisch::A,toza,fresko
647,frisch::A,toza,hozkirri
648,feucht::A,namli,heze
649,nass::A,nam,busti
650,trocken::A,quruq,siku
651,trocken::A,quruq,lehor
652,voll::A,to'la,bete
653,leer::A,puch,huts
654,offen::A,ochiq,ireki
655,geschlossen::A,berk,itxita
656,sauber::A,ozoda,xahu
657,sauber::A,ozoda,garbi
658,schmutzig::A,kir,lohi
659,schmutzig::A,kir,zikin
660,roh::A,xom,gordin
661,reif::A,pishiq,umo
662,reif::A,pishiq,heldu
663,lecker::A,shirin,goxo
664,süß::A,shirin,goxo
665,bitter::A,achchiq,karmin
666,bitter::A,achchiq,garratz
667,sauer::A,achchiq,mingots
668,hell::A,yorug',argi
669,dunkel::A,qorong'i,ilun
670,schwarz::A,qora,beltz
671,weiß::A,oq,zuri
672,rot::A,qizil,gorri
673,gelb::A,sariq,hori
674,blau::A,zangori,urdin
675,grün::A,yashil,berde
676,grün::A,yashil,musker
677,grau::A,bo'z,urdin
678,grau::A,bo'z,urdinabar
679,bunt::A,ola,koloretsu
680,billig::A,arzon,merke
681,teuer::A,qimmat,garesti
682,wertvoll::A,qimmat,baliotsu
683,blind::A,ko'r,itsu
684,taub::A,garang,gor
685,kräftig::A,kuchli,kementsu
686,stark::A,quvvatli,bizkor
687,stark::A,quvvatli,indartsu
688,schwach::A,kuchsiz,ahul
689,schwach::A,kuchsiz,indargabe
690,fett::A,semiz,gizen
691,schlank::A,ingichka,lerden
692,hübsch::A,ko'rkam,polit
693,böse::A,yovuz,tzar
694,böse::A,yovuz,gaizto
695,dumm::A,aqlsiz,lelo
696,dumm::A,aqlsiz,pello
697,faul::A,ärinchak,nagi
698,faul::A,ärinchak,alfer
699,fleißig::A,ishchan,maratz
700,fleißig::A,ishchan,lanzale
701,geizig::A,qurumsoq,zeken
702,geizig::A,qurumsoq,zikoitz
703,klug::A,oqil,zuhur
704,geschickt::A,äpchil,trebe
705,geschickt::A,äpchil,antzetsu
706,lieb::A,aziz,maite
707,lieb::A,aziz,laztan
708,lustig::A,chaqchaq,alaitsu
709,sanft::A,asta,eme
710,sanft::A,asta,ezti
711,hungrig::A,och,gose
712,krank::A,kasal,eri
713,krank::A,kasal,gaixo
714,nackt::A,yalang,biluzi
715,traurig::A,xafa,itun
716,traurig::A,xafa,betilun
717,lebendig::A,hayotiy,bizirik
718,gut::A,soz,on
719,schlecht::A,yomon,txar
720,richtig::A,rost,zuzen
721,schlimm::A,yovuz,larri
722,wahr::A,haqiqiy,egiazko
723,alt::A,äski,zahar
724,neu::A,yangi,berri
725,ehemalig::A,sobiq,lehengo
726,alt[Lebewesen]::A,qari,adindun
727,jung::A,navqiron,gazte
728,arm::A,abgor,txiro
729,arm::A,abgor,behartsu
730,reich::A,boy,dirudun
731,bekannt::A,ma'lum,ezagun
732,berühmt::A,mashhur,entzun
733,berühmt::A,mashhur,ospetsu
734,fremd::A,yot,arrotz
735,verschieden::A,turli,ezberdin
736,verschieden::A,turli,desberdin
737,nah::A,yaqindagi,hurre
738,nah::A,yaqindagi,hurbil
739,fern::A,uzoq,urrun
740,linker::A,so'l,ezker
741,rechter::A,o'ng,eskuin
742,anderer::A,boshqa,beste
743,erster::A,birinchi,lehen
744,erster::A,birinchi,aurren
745,zweiter::A,ikkinchi,bigarren
746,dritter::A,uchinchi,hirugarren
747,letzter::A,oxirgi,azken
748,letzter::A,oxirgi,hondar
749,allein::ADV,o'zicha,bakarrik
750,auf einmal::ADV,varakay,batera
751,zusammen::ADV,barobar,elkarrekin
752,lange::ADV,uzoq,luzaro
753,plötzlich::ADV,qo'qqisdan,bat-batean
754,sofort::ADV,darrov,berehala
755,später::ADV,so'ngra,gero
756,jetzt::ADV,hozirgina,orain
757,heute::ADV,bugun,gaur
758,morgen::ADV,ärta,bihar
759,bald::ADV,toz,aurki
760,bald::ADV,toz,laster
761,dann::ADV,keyin,ondoren
762,gestern::ADV,kecha,atzo
763,einst::ADV,avvallari,antzina
764,damals::ADV,ugal,orduan
765,danach::ADV,so'ngra,gerora
766,danach::ADV,so'ngra,ondoren
767,vorher::ADV,avval,lehenago
768,zuerst::ADV,avval,aurrena
769,zuerst::ADV,avval,lehenbizi
770,einmal::ADV,bir marta,behin
771,einmal::ADV,bir marta,aldi bat
772,manchmal::ADV,onda-sonda,batzuetan
773,manchmal::ADV,onda-sonda,zenbaitetan
774,oft::ADV,tez-tez,maiz
775,oft::ADV,tez-tez,askotan
776,immer::ADV,har vaqt,beti
777,niemals::ADV,hargiz,inoiz ez
778,niemals::ADV,hargiz,sekula ez
779,hier::ADV,shu erda,hemen
780,hierhin::ADV,beri,hona
781,von hier::ADV,shu erdan,hemendik
782,von hier::ADV,shu erdan,honetatik
783,dort::ADV,ana,han
784,dorthin::ADV,u yerga,hara
785,geradeaus::ADV,to'g'ri,artez
786,vorwärts::ADV,ilgari,aurrera
787,rückwärts::ADV,qoloq,atzera
788,rückwärts::ADV,qoloq,atzerantz
789,zurück::ADV,orqada,atzera
790,unten::ADV,pastda,behean
791,hinab::ADV,tubanga,behera
792,hinab::ADV,tubanga,beherantz
793,oben::ADV,ustida,goian
794,hinauf::ADV,yuqorida,gora
795,hinauf::ADV,yuqorida,gorantz
796,überall::ADV,har erda,edonon
797,nicht::ADV,ämas,ez
798,ein wenig::ADV,biroz,apur bat
799,ein wenig::ADV,biroz,pixka bat
800,kaum::ADV,arang,ozta
801,kaum::ADV,arang,nekez
802,sehr::ADV,ancha,oso
803,so::ADV,shunday,hala
