,Concept_ID,ku,ko
70,Stein::N,kevir,돌
71,Boden::N,herd,바닥
72,Erde::N,ax,흙
73,Staub::N,toz,먼지
74,Rauch::N,dû,연기
75,Funke::N,çirûşk,불티
76,Feuer::N,agir,불
77,Licht::N,ronahî,불
78,Schatten::N,sî,어스레함
79,Wetter::N,hewa,기상
80,Nebel::N,mij,안개
81,Wolke::N,ewr,구름
82,Regen::N,baran,비
83,Schnee::N,berf,눈
84,Eis::N,qeşa,얼음
85,Frost::N,xûsik,혹한
86,Kälte::N,serma,추위
87,Kälte::N,serma,차가움
88,Hitze::N,germayî,고온
89,Hitze::N,germayî,더위
90,Raureif::N,şext,
91,Regenbogen::N,heftreng,무지개
92,Donner::N,gire-gir,뇌명
93,Strömung::N,şewl,유동
94,Tropfen::N,dilop,물방울
95,Schaum::N,kef,포말
96,Schmutz::N,gemar,때
97,See::N,gol,호수
98,Sumpf::N,hezek,습지
99,Moor::N,mafêl,저습지
100,Wiese::N,sûrik,목초지
101,Wald::N,çiya,숲
102,Wald::N,daristan,숲
103,Hügel::N,gir,언덕
104,Anhöhe::N,sere gir,언덕
105,Berg::N,kaş,산
106,Gipfel::N,sere gir,졀졍
107,Höhle::N,şikeft,공동
108,Abhang::N,kaş,몰매
109,Quelle::N,kanî,근원
110,Bach::N,çem,내
111,Fluss::N,çem,강
112,Fluss::N,rûbar,강
113,Ufer::N,kevî,강변
114,Ufer::N,kevî,바닷가
115,Küste::N,berav,해변
116,Küste::N,berav,해변가
117,Festland::N,bejahî,본토
118,Meer::N,behr,바다
119,Bucht::N,derav,협만
120,Insel::N,girav,섬
121,Blume::N,kulînk,꽃
122,Gras::N,giha,풀
123,Wurzel::N,reh,뿌리
124,Baum::N,dar,나무
125,Stamm::N,bavik,대
126,Rinde::N,qaqil,나무껍질
127,Ast::N,gulî,가지
128,Zweig::N,şax,가지
129,Blatt::N,pel,잎
130,Birke::N,dara sipî,자작나무
131,Kiefer[Baum]::N,dara bî,소나무
132,Weide[Baum]::N,dara belalûk,쉬양버들
133,Tanne::N,merx,전나무
134,Horn::N,strô,뿔
135,Feder::N,pîrtîk,깃털
136,Fell::N,heyar,피혁모피
137,Flügel::N,per,날개
138,Klaue::N,napîk,갈고리 발톺
139,Kralle::N,dinik,발툭
140,Kralle::N,dirnax,발툭
141,Schwanz::N,dûv,꼬리
142,Ei::N,hêk,알
143,Nest::N,hêlîn,보금자리
144,Bau::N,avahî,굴
145,Tier::N,heywan,짐승
146,Herde::N,hoz,가축의떼
147,Kuh::N,çêlek,암소
148,Bulle::N,ga,황소
149,Pferd::N,hesp,말
150,Schaf::N,mîh,양
151,Schwein::N,beraz,돼지
152,Hund::N,seh,개
153,Katze::N,pişîk,고양이
154,Bär::N,hirç,콤
155,Eichhörnchen::N,pilûr,다람쥐
156,Elch::N,pazkovî,고라니
157,Fuchs::N,rovî,여우
158,Hase::N,kîroşk,토끼
159,Maus::N,mişk,쥐
160,Wolf::N,gur,늑대
161,Vogel::N,çûk,새
162,Schwarm::N,lufik,뗴
163,Huhn::N,mirîşk,암탉
164,Hahn::N,dîk,수탉
165,Gans::N,qaz,거위
166,Adler::N,eylo,수리
167,Ente::N,werdek,오리
168,Eule::N,bûm,부엉이
169,Eule::N,kund,부엉이
170,Kranich::N,quling,두루미
171,Krähe::N,qijik,까마귀
172,Kuckuck::N,pepûk,뻐꾸기
173,Schwan::N,qû,배조
174,Fisch::N,masî,물고기
175,Barsch::N,okûn,농어
176,Hecht::N,mesîyê lûf,에속스
177,Schlange[Tier]::N,mar,뱀
178,Wurm::N,kurm,벌레
179,Spinne::N,pîrê,거미
180,Ameise::N,mîro,개미
181,Ameise::N,gêrîk,개미
182,Laus::N,spi,이
183,Mücke::N,mêş,모기
184,Fliege::N,mêş,날기
185,Schmetterling::N,perperîk,나비
186,Beere::N,hirç,장과
187,Apfel::N,sêv,사과
188,Pilz::N,bîrov,고방이
189,Zwiebel::N,pîvaz,양파
190,Saat::N,tov,씨
191,Korn::N,dexl,알맹이
192,Heu::N,sap,건초
193,Schale::N,qaşik,피상
194,Grube::N,çahl,
195,Falle::N,dafik,함정
196,Schlinge::N,dahf,올가미
197,Schlinge::N,dahf,멜빵붕대
198,Spur::N,rêç,발지국
199,Asche::N,xweli,재
200,Dreck::N,gemarî,똥
201,Dreck::N,gemarî,오물
202,Eisen::N,hesing,쇠
203,Eisen::N,hesing,철
204,Gold::N,zêr,항금
205,Silber::N,zîv,은
206,Kohle::N,komir,슻
207,Glas::N,qedeh,유리
208,Lehm::N,kelpîç,찰흙
209,Sand::N,qûm,모래
210,Mensch::N,mirov,사람
211,Mann::N,mêr,남자
212,Frau::N,jin,여자
213,Kind::N,zarok,아이
214,Junge::N,kur,소녁
215,Mädchen::N,keç,소녀
216,Mädchen::N,keçik,소녀
217,Familie::N,malbat,가족
218,Großvater::N,bapîr,할아버지
219,Großmutter::N,pîrik,할머니
220,Eltern::N,bavudê,어버오
221,Vater::N,bav,아버지
222,Mutter::N,dê,어머니
223,Mutter::N,dayik,어머니
224,Sohn::N,kur,아들
225,Tochter::N,keç,딸기
226,Bruder::N,bira,형제
227,Schwester::N,xweh,누이
228,Onkel::N,am,백부
229,Onkel::N,xal,백부
230,Tante::N,metik,아주머니
231,Tante::N,xaltîk,아주머니
232,Ehemann::N,mêr,남편
233,Ehefrau::N,kulfet,아내
234,Freude::N,kêfxweşî,기쁨
235,Gelächter::N,pîrqînî,웃음
236,Glück::N,bext,즐거움
237,Kummer::N,derd,슬픔
238,Wunsch::N,daxwaz,소망
239,Wunsch::N,xwestek,소망
240,Lust::N,şewq,
241,Geist::N,aqil,할기
242,Gedanke::N,fikir,상념
243,Gedächtnis::N,aqil,기억
244,Verstand::N,fêm,분별
245,Verstand::N,fêm,지능
246,Sinn::N,aqil,센스
247,Grund::N,asas,까닭
248,Wahrheit::N,rastî,참
249,Wahrheit::N,rastî,진실
250,Gespräch::N,guftûgo,대화
251,Märchen::N,çirok,동화
252,Erzählung::N,çirok,이야기
253,Erzählung::N,vegotin,이야기
254,Nachricht::N,nûçe,
255,Neuigkeit::N,hewal,뉴스
256,Name::N,nav,이름
257,Name::N,paşnav,이름
258,Rätsel::N,tiştonek,수수께끼
259,Rede::N,gotar,연설
260,Rede::N,axavtin,연설
261,Sprache::N,ziman,말
262,Stimme::N,pejn,목소리
263,Wort::N,gotin,낱말
264,Zeichen::N,şanek,신호
265,Ruf::N,hawar,부름
266,Lärm::N,xarbalix,소동
267,Laut::N,deng,음성
268,Laut::N,hês,음성
269,Ton::N,awaz,목소리
270,Lied::N,sitran,노래
271,Ruhe::N,rihetî,쉼
272,Leute::N,xelk,사람들
273,Volk::N,xelk,국중
274,Arbeit::N,xebat,근로
275,Arbeit::N,xebat,너무
276,Gast::N,mêvan,손님
277,Geschenk::N,diyarî,행하
278,Spiel::N,lîstik,무리
279,Gesellschaft::N,komal,교제
280,Hilfe::N,alîkarî,거들음
281,Hilfe::N,alîkarî,보좌
282,Freund::N,heval,친구
283,Kamerad::N,heval,동실자
284,Angelegenheit::N,pirsgirêk,용무
285,Anzahl::N,çend,어떤
286,Anzahl::N,çend,수
287,Art::N,çeh,정류
288,Stück::N,lib,일부분
289,Stück::N,parçe,일부분
290,Teil::N,parçe,몱
291,Teil::N,parçe,구훠
292,Hälfte::N,nîvî,2분의
293,Kreis::N,çemil,고리
294,Kreuz::N,xaç,열십자
295,Linie::N,xezik,선
296,Strich::N,xezik,스침
297,Abstand::N,dûrahî,거리
298,Entfernung::N,dûrahî,거리
299,Gegend::N,dever,곳
300,Gegend::N,dever,부금
301,Platz::N,çih,장소
302,Ort::N,dever,장소
303,Seite::N,rûpel,옆면
304,Mitte::N,nav,궁간
305,Mitte::N,nabênê,궁간
306,Gegenstand::N,tişt,항목
307,Sache::N,tişt,뭉에
308,Rand::N,kevî,가
309,Kante::N,kevî,귀퉁
310,Ecke::N,qunç,구석
311,Spitze::N,derzî,끝
312,Spitze::N,derzî,참단
313,Ende::N,talî,말당
314,Loch::N,qul,빙옷
315,Winkel::N,kurnîşk,각도
316,Muster::N,desen,본
317,Muster::N,desen,견복
318,Größe::N,mezinî,신장
319,Länge::N,dirêjahî,길이긺
320,Höhe::N,bilindayî,높이
321,Gewicht::N,giranî,추
322,Menge::N,qas,수양
323,Haufen::N,lod,퇴적
324,Reihe::N,rêz,열
325,Boot::N,kelek,보트
326,Ruder::N,bêrik,노
327,Schlitten::N,xîjik,썰매
328,Ski::N,lakan,스키
329,Lagerfeuer::N,agir,캠프의 모닥불
330,Last::N,bar,무거운짐
331,Gang::N,fîtêz,걸음
332,Schritt::N,gav,보조
333,Norden::N,bakur,북쪽 
334,Süden::N,başur,남쪽
335,Westen::N,rojava,서쪽
336,Osten::N,rojhilat,동쪽
337,Holz::N,dep,목재
338,Brett::N,dep,마루널
339,Platte::N,dep,탤
340,Platte::N,dep,금속판
341,Stütze::N,destek,버팀목
342,Stange::N,sing,장대
343,Stock::N,çam,막대기
344,Stab::N,qat,작대기
345,Rohr::N,borî,갈대
346,Haus::N,mal,집
347,Haus::N,xanî,집
348,Heim::N,mal,집
349,Ofen::N,sobe,아궁이
350,Fußboden::N,binpê,마루
351,Tisch::N,mase,탁자
352,Stuhl::N,kursî,의자
353,Wiege::N,derguş,발상지
354,Bett::N,qerewêle,침대
355,Regal::N,rêbaz,서가
356,Kiste::N,sindoq,짐궤
357,Fenster::N,çam,눔
358,Fenster::N,şibeke,눔
359,Tür::N,derî,문
360,Tor::N,derge,대문
361,Zaun::N,hejik,담장
362,Dach::N,sere xanî,지붕
363,Leiter::N,pêling,사닥다리
364,Besen::N,melkes,비
365,Spaten::N,mer,가래
366,Schaufel::N,bêr,삽
367,Gabel::N,çetel,갈래
368,Löffel::N,kevçî,숟가락
369,Messer::N,kêr,나이프
370,Nagel::N,bizmar,발툽
371,Netz::N,tor,그물
372,Haken::N,çenqel,갈고리
373,Griff::N,destî,움켜쥠
374,Schloss::N,qonax,자물쇠
375,Bild::N,dimen,그림
376,Figur::N,figûr,몸메
377,Puppe::N,bûk,인형
378,Beutel::N,kîsik,클
379,Bündel::N,pêçek,자근다발
380,Tasche::N,bêrîk,가방
381,Eimer::N,dewl,동이
382,Deckel::N,devik,뚜껑
383,Geschirr::N,ferax,식시
384,Sack::N,tûr,조갑
385,Tasse::N,kada,차잔
386,Topf::N,beroş,단지
387,Kessel::N,şîril,주전자
388,Essen::N,xwarin,먹기
389,Nahrung::N,xwarin,식료
390,Speise::N,xwarin,음식물
391,Fleisch::N,goşt,고기
392,Getreide::N,zad,곡물
393,Brei::N,hewdêl,젤리
394,Brot::N,,빵
395,Scheibe::N,parçe,원반
396,Fett::N,rûn,기름
397,Butter::N,rûn,버터
398,Öl::N,rûn,올리브유
399,Salz::N,xwe,소금
400,Suppe::N,şorbe,국
401,Suppe::N,şorbe,수프
402,Honig::N,hingiv,감미
403,Milch::N,şîr,유즙
404,Tee::N,çay,차
405,Leder::N,çerm,가죽
406,Wolle::N,herî,양털
407,Stoff::N,paç,패료
408,Nadel::N,derzî,바늘
409,Faden::N,ta,콘실
410,Knopf::N,bişkok,단추
411,Knoten::N,girêk,곁절
412,Farbe::N,boyax,색
413,Kleidung::N,çil,옷입기
414,Hemd::N,qutik,속옷
415,Hemd::N,miltan,속옷
416,Kragen::N,stûvang,깃
417,Ärmel::N,hûçik,소매
418,Hose::N,şewel,바지
419,Gürtel::N,qayiş,밴드
420,Mütze::N,fîno,모자
421,Schuh::N,şêkal,구두
422,Stiefel::N,gizme,장화
423,Stiefel::N,çizme,장화
424,Ring::N,xelek,고리
425,Band::N,band,리본
426,Kamm::N,şeh,빗
427,Spiegel::N,eynik,거울
428,Riemen::N,qayiş,가죽끈
429,Schnur::N,doxin,밧줄
430,Leine::N,şirît,고삐줄
431,Decke::N,bataniye,이부자리
432,Kissen::N,balgî,깔개
433,Tuch::N,şar,천
434,Handtuch::N,dezmal,수건
435,Kraft::N,hêz,세력
436,Kraft::N,qewet,세력
437,Stärke::N,xurtî,힘
438,Gesundheit::N,nojdarî,위생
439,Krankheit::N,nexweşî,병
440,Schmerz::N,êş,아픔고통
441,Wunde::N,kul,상처
442,Fieber::N,ta,열별
443,Arznei::N,derman,약
444,Brücke::N,kopî,교량
445,Brunnen::N,çal,원천
446,Brunnen::N,kani,원천
447,Weide::N,beyar,목장
448,Pfad::N,xaçirek,좁은길
449,Weg::N,rê,길
450,Straße::N,rê,길
451,Dorf::N,gund,촌
452,Dorf::N,gund,촌락
453,Stadt::N,baçar,도시
454,Brief::N,name,서한
455,Buch::N,kitêb,책
456,Buch::N,pirtûk,책
457,Buchstabe::N,herf,문자
458,Zeitung::N,rojname,신문
459,Leben::N,jiyan,삶
460,Tod::N,mirin,죽음
461,Grab::N,mezel,무덤
462,Kirche::N,gilyas,교회
463,Sünde::N,guneh,부정
464,Gott::N,xwedê,하느님
465,Arbeiter::N,hîşçî,일하는사람
466,Chef::N,bêg,사장
467,Meister::N,hoste,명인
468,Meister::N,hoste,대가
469,Arzt::N,doktor,의사
470,Lehrer::N,mamoste,교사
471,Geld::N,pere,돈
472,Geschäft::N,firoşgeh,일
473,Laden::N,dikan,가게
474,Preis::N,buha,가격
475,Ware::N,tişt,상품
476,Nutzen::N,fêde,이익
477,Reichtum::N,serwet,많음
478,Welt::N,dinya,세상
479,Land::N,welat,지방
480,Staat::N,dewlet,국가
481,König::N,şah,국왕
482,König::N,qral,국왕
483,Macht::N,qewet,힘
484,Macht::N,destihilat,힘
485,Grenze::N,kevî,국경
486,Krieg::N,çeng,전쟁
487,Krieg::N,sêwaş,전쟁
488,Feind::N,dijmin,적
489,Gewalt::N,zor,권력
490,Kampf::N,şer,전투
491,Bogen[Waffe]::N,kêvan,활
492,Pfeil::N,çîrik,화살
493,Gewehr::N,tifing,무기
494,Fehler::N,şaşî,오류
495,Lüge::N,derew,거짓말
496,Schaden::N,xisar,손상
497,Unglück::N,bêbextî,불행
498,Schuld::N,suç,부채
499,Alter::N,temen,연령
500,Schluss::N,girtin,마감
501,Zeit::N,çax,때
502,Zeit::N,çax,시간
503,Tag::N,roj,하루
504,Morgen::N,sibeh,이침
505,Mittag::N,nîro,대낮
506,Abend::N,êvar,저녁
507,Nacht::N,şev,밤
508,Woche::N,heftî,근무일
509,Monat::N,meh,달
510,Jahr::N,sal,해
511,Frühling::N,bihar,봄
512,Sommer::N,havîn,여름
513,Herbst::N,payîz,가을
514,Winter::N,zistan,겨울
515,Januar::N,çile,일월
516,Februar::N,sibat,이월
517,März::N,adar,삼월
518,April::N,nîsan,사월
519,Mai::N,gûlan,오월
520,Juni::N,hezîran,유월
521,Juli::N,tîmeh,칠월
522,August::N,tebax,팔월
523,September::N,îlon,구월
524,Oktober::N,çotmeh,시월
525,November::N,mijdar,십일월
526,Dezember::N,kanûn,십이월
527,Montag::N,duşemb,월요일
528,Dienstag::N,sêşem,화요일
529,Mittwoch::N,çarşemb,수요일
530,Donnerstag::N,pêşemb,모교일
531,Freitag::N,în,그묘일
532,Samstag::N,şemî,토요일
533,Sonntag::N,yekşemb,일요일
534,groß::A,mezin,큰
535,klein::A,çûçik,자근
536,lang::A,dirêj,긴
537,kurz::A,kin,짧은
538,breit::A,fireh,넓은
539,schmal::A,tenik,좁은
540,dicht::A,gir,농밀한
541,dick[Gegenstand]::A,şîşman,두꺼운
542,dünn::A,zirav,얇은
543,fein::A,tenik,미세한
544,fest::A,saxlem,굳은
545,flach::A,pahn,얕은
546,glatt::A,dûz,반들반들한
547,glatt::A,şayîk,반들반들한
548,hart::A,hişk,굳은
549,weich::A,nerm,연한
550,rund::A,gilover,둥근
551,spitz::A,pîj,뾰족한
552,scharf::A,tûj,날카로운
553,stumpf::A,ne tûj,무딘
554,schwer::A,giran,무거운
555,schön::A,xweş,멋진
556,schön::A,xweşik,멋진
557,heiß::A,kelandî,뜨거운
558,warm::A,germ,따뜻한
559,kalt::A,sar,찬
560,kühl::A,jemîrî,서늘한
561,frisch::A,ter,신선한
562,feucht::A,şil,축축한
563,nass::A,şilek,젖은
564,trocken::A,zuwa,마른
565,voll::A,tijî,완전한
566,leer::A,vala,빈
567,offen::A,vekirî,열린
568,geschlossen::A,asê,닫힌
569,sauber::A,pakij,깨끗한
570,schmutzig::A,lewitî,더러운
571,roh::A,xav,날게잇의
572,reif::A,gihaştî,이근
573,lecker::A,xweş,맛있는
574,süß::A,şîrîn,단
575,bitter::A,tahl,찌르는듯한
576,sauer::A,tirş,산성의
577,hell::A,ronî,밝은
578,dunkel::A,tarî,어두운
579,schwarz::A,reş,검은
580,weiß::A,sipî,하얀
581,rot::A,sor,붉은
582,gelb::A,zer,황색
583,blau::A,şîn,푸른
584,grün::A,şîn,녹색의
585,grau::A,gewr,회색의
586,bunt::A,rengîn,알록달록한
587,billig::A,erzan,싼
588,teuer::A,biha,값비산
589,wertvoll::A,hêja,가치가많은
590,wertvoll::A,giranbiha,가치가많은
591,blind::A,kor,눈먼
592,taub::A,kerr,무감간한
593,kräftig::A,gir,강장한
594,kräftig::A,xurt,강장한
595,stark::A,xurt,강한
596,schwach::A,kesad,약한
597,fett::A,qelew,실찐
598,schlank::A,zirav,호리호리한
599,hübsch::A,xweşik,예쁜
600,böse::A,xerab,나쁜
601,böse::A,aciz,나쁜
602,dumm::A,gêj,어리석은
603,faul::A,têmbêl,너덜너덜한
604,fleißig::A,jêhatî,근면한
605,geizig::A,destgirtî,인색한
606,klug::A,baqil,
607,geschickt::A,zîrek,교묘한
608,geschickt::A,ziring,교묘한
609,lieb::A,delal,친애하는
610,lustig::A,kêfxweş,유쾌한
611,sanft::A,nazenîn,온화한
612,hungrig::A,birçî,배고픈
613,krank::A,nexweş,병든
614,nackt::A,rût,벌거벗은
615,nackt::A,tazî,벌거벗은
616,traurig::A,xemgîn,슬픈
617,lebendig::A,bisaxî,살아있는
618,gut::A,baş,좋은
619,schlecht::A,xerab,나쁜
620,richtig::A,rast,바른
621,richtig::A,saxlem,바른
622,schlimm::A,nebaş,못된
623,wahr::A,rast,참된
624,alt::A,pîr,늙은
625,alt::A,kevn,늙은
626,neu::A,nû,새
627,ehemalig::A,kevnar,전의
628,ehemalig::A,peşidar,전의
629,alt[Lebewesen]::A,pîr,낡은
630,jung::A,xort,젊은
631,arm::A,feqîr,가난한
632,arm::A,desteng,가난한
633,reich::A,dewlemend,풍부한
634,bekannt::A,naskirî,저명한
635,berühmt::A,navdar,유명한
636,fremd::A,xerîb,타처이
637,verschieden::A,çîhê,따른
638,nah::A,nêzîk,가까운
639,fern::A,dûr,먼
640,linker::A,çepê,왼쭉의
641,rechter::A,rastê,오른쪽의
642,anderer::A,yê din,다른
643,erster::A,yekemîn,첫째
644,zweiter::A,duda,둘째
645,dritter::A,sisêya,셋째
646,letzter::A,paşîn,의후자의
647,allein::ADV,tenê,훌로
648,auf einmal::ADV,jar kê,갑자기
649,zusammen::ADV,tev,모아서
650,zusammen::ADV,bi hev re,모아서
651,lange::ADV,dirêj,오래
652,plötzlich::ADV,ji nişkave,둘연한
653,sofort::ADV,yekser,즉시
654,später::ADV,paşiyê,보다늦은
655,jetzt::ADV,nuha,목하
656,heute::ADV,îro,오늘
657,morgen::ADV,sibeh,내일
658,bald::ADV,nêzîk,곱
659,dann::ADV,paşê,그경우에
660,gestern::ADV,do,어제
661,einst::ADV,jar ke,옛날에
662,damals::ADV,hîngî,그때에
663,danach::ADV,piştra,그 뒤에
664,vorher::ADV,pîşî,미리
665,zuerst::ADV,bere,최초로
666,einmal::ADV,çarik,한번
667,manchmal::ADV,çarna,땓대로
668,oft::ADV,gelek çaran,땓대로
669,immer::ADV,daîm,늘
670,niemals::ADV,tu çar,결코...(하지)않다
671,hier::ADV,li vir,여기
672,hierhin::ADV,vir,여기로
673,von hier::ADV,ji vir,
674,dort::ADV,li wê derê,거기
675,dorthin::ADV,wêda,저기예
676,geradeaus::ADV,rastê rast,곧장
677,vorwärts::ADV,ber bi pêş,앞으로
678,rückwärts::ADV,paşpê,뒤로
679,zurück::ADV,paşdo,제자리로
680,zurück::ADV,paşvê,제자리로
681,unten::ADV,jêrî,아래에
682,hinab::ADV,berjêr,아래쪽으로
683,oben::ADV,banî,위에
684,hinauf::ADV,banî,위쪽으로
685,überall::ADV,li her derê,도처에
686,nicht::ADV,ne,안
687,nicht::ADV,nîn,안
688,nicht::ADV,tine,안
689,ein wenig::ADV,hebkî,적음
690,kaum::ADV,tema,가의
691,kaum::ADV,himangi,가의
692,sehr::ADV,gelek,자주
693,so::ADV,weha,그와같이
694,noch::ADV,hêj,아직
695,noch::ADV,dîsa,아직
696,nur::ADV,tenê,다만
697,nur::ADV,bes,다만
698,schon::ADV,hew,이미
699,wieder::ADV,jar din,다시
700,wieder::ADV,dîsa,다시
701,vergebens::ADV,deya çun,헛되이
702,vergebens::ADV,îfleh bûn,헛되이
703,vor::PRP,li ber,앞에
704,hinter::PRP,li pişt,뒤에
705,unter::PRP,li bin,잍에
706,durch::PRP,kura,통고하여
707,neben::PRP,li ba,와나란히
708,zwischen::PRP,nabeyne,의사이로
709,zwischen::PRP,di nav...da,의사이로
710,wegen::PRP,ji bo,때문에
711,wegen::PRP,ji ber,때문에
712,dies::PRN,ev,이
713,das::PRN,ev,저
714,alles::PRN,hemû,모든것
715,ich::PRN,ez,나
716,du::PRN,tu,너
717,er::PRN,wî,그
718,wir::PRN,êm,우리
719,ihr::PRN,hûn,너희들
720,sie::PRN,we,그들
721,was::FPRN,çi,뭣
722,wer::FPRN,ki,누구
723,wo::FADV,li ku dere,어디
724,wohin::FADV,li ku dere,어디로
725,wie::FADV,çawa,어떻게
726,warum::FADV,çima,왜
727,wieviel::FNUM,çend,얼마만큰
728,eins::NUM,yek,하나
729,zwei::NUM,didu,둘
730,drei::NUM,sisê,셋
731,vier::NUM,çar,넷
732,fünf::NUM,penç,다섯
733,sechs::NUM,şeş,여섯
734,sieben::NUM,heft,일곱
735,acht::NUM,heşt,여덟
736,neun::NUM,neh,아홉
737,zehn::NUM,deh,열
738,elf::NUM,yazdeh,열하나
739,zwölf::NUM,diwazdeh,열둘
740,zwanzig::NUM,bîst,스물
741,dreißig::NUM,sih,서름
742,vierzig::NUM,çil,마흔
743,fünfzig::NUM,pençi,숸
744,sechzig::NUM,şêst,에순
745,siebzig::NUM,heftê,일흔
746,achtzig::NUM,heştê,여든
747,neunzig::NUM,nod,아흔
748,hundert::NUM,sêd,백
749,tausend::NUM,hezar,천
750,und::CNJ,û,와
751,oder::CNJ,an,아니면
752,oder::CNJ,yan,아니면
753,stehen::V,sekinîn,서다
754,sitzen::V,rûniştin,앉다
755,liegen::V,paldan,눕다
756,hängen::V,darve kirin,달다
757,werden::V,bûn,되다
758,passieren::V,hatin holê,지장옶다
759,passieren::V,hatin serê kesî,지장옶다
760,beginnen::V,li dest pêkirin,시작되다
761,enden::V,xalas bû,큳내다
762,wechseln::V,guherandin,병경하다
763,wechseln::V,dêgiş kirin,병경하다
764,aufgehen[Sonne]::V,hilatin,뜨다
765,untergehen[Sonne]::V,çun ava,지다
766,scheinen[Sonne]::V,şewk de,빛나다
767,donnern::V,gire-gir,천둥치다
768,wehen::V,ba le de,풀다
769,strömen::V,xwe girtin,흐르다
770,fließen::V,herikîn,흐르다
771,sich drehen::V,xwe zivirandin,돌다
772,schwanken::V,hejandin,동요하다
773,schwingen::V,libakirin,흔들다
774,fallen::V,ketin,떨어지다
775,brennen::V,şewitîn,타다
776,rauchen::V,kişandin,김이나다
777,regnen::V,bahran tê,비가오다
778,gefrieren::V,qefilandin,얼다
779,tauen::V,helandin,녹다
780,schmelzen::V,helandin,녹다
781,trocknen::V,zuwabûn,홈치다
782,sieden::V,kelîn,끓다
783,faulen::V,xerabûn,부패하다
784,verfaulen::V,xerabûn,썩다
785,reißen::V,jêkirin,지바찢다
786,versinken::V,xerq bûn,가라앉다
787,vergehen::V,derbas bûn,지나가다
788,erscheinen::V,peyda bûn,나타나다
789,verschwinden::V,wendabûn,사라지다
790,sinken::V,noq bûn,가라앉다
791,abnehmen::V,kêm bûn,떼어내다
792,zunehmen::V,qelew bûn,증가하다
793,steigen::V,hildan,상승하다
794,wachsen::V,mezin bûn,생기하다
795,glänzen::V,biriqîn,뛰오나다
796,funkeln::V,çikisîn,불티가잍어나다
797,lärmen::V,guşîn,떠들다
798,läuten::V,lê de,울시다
799,klingeln::V,sîl dan,초닌총을울리다
800,klingeln::V,ringerin,초닌총을울리다
801,klirren::V,zingzing hat,탁탁울리다
802,brausen::V,guşîn,쏴쏴소리내다
803,rauschen::V,guşîn,솨솨
804,klingen::V,deng pe ketin,반향하다
805,bellen::V,kewtîn,짖다
806,heulen::V,ûrîn,포효하다
807,blasen::V,puf kirin,불다
808,pfeifen::V,fîkandin,피리를불다
809,schreien::V,qîrîn,절규하다
810,stöhnen::V,nalîn,신음하다
811,zittern::V,hejîn,저뉼하다
812,leben::V,jihîn,살다
813,geboren werden::V,hatin dinyê,태어난
814,geboren werden::V,bûn,태어난
815,atmen::V,hilmijîn,숨쉬다
816,trinken::V,vexwarin,마시다
817,essen::V,xwarin,먹다
818,schlucken::V,daqulbandin,들이켜다
819,müde werden::V,betilîln,
820,müde werden::V,qerimîn,
821,einschlafen::V,razan,잠들다
822,schlafen::V,razan,자다
823,schlafen::V,razandin,자다
824,aufwachen::V,şiyarbûn,눈트다
825,aufstehen::V,rabûn,서다
826,sich erholen::V,baş bûn,회복하다
