,Concept_ID,el,it
1414,sich erinnern an::V,θυμάμαι,ricordarsi di
1415,vergessen::V,ξεχνώ,dimenticare
1416,messen::V,μετρώ,misurare
1417,zählen::V,μετρώ,contare
1418,rechnen::V,λογαριάζω,contare
1419,rechnen::V,λογαριάζω,calcolare
1420,lesen::V,διαβάζω,lèggere
1421,malen::V,ζωγραφίζω,dipìngere
1422,zeichnen::V,σχεδιάζω,disegnare
1423,schreiben::V,γράφω,scrìvere
1424,besitzen::V,κατέχω,possedere
1425,kaufen::V,αγοράζω,comprare
1426,kaufen::V,αγοράζω,acquistare
1427,verkaufen::V,πουλώ,vendere
1428,bezahlen::V,πληρώνω,pagare
1429,zahlen::V,πληρώνω,pagare
1430,beherrschen::V,κυριαρχώ,dominare
1431,ertragen::V,βαστώ,sopportare
1432,ertragen::V,αντέχω,sopportare
