,Concept_ID,de,kv
778,stöhnen::V,stöhnen,ружтыны
779,zittern::V,zittern,легьявны
780,leben::V,leben,овны
781,geboren werden::V,geboren werden,шогмыны
782,atmen::V,atmen,лолавны
783,trinken::V,trinken,юны
784,essen::V,essen,сёйны
785,schlucken::V,schlucken,ньылавны
786,müde werden::V,müde werden,мыдзны
787,einschlafen::V,einschlafen,ланьтны
788,schlafen::V,schlafen,узьны
789,aufwachen::V,aufwachen,саймыны
790,aufwachen::V,aufwachen,пальмыны
791,aufstehen::V,aufstehen,сувтны
792,sich erholen::V,sich erholen,шоччисьлыны
793,krank werden::V,krank werden,моржитны
794,krank sein::V,krank sein,шогавны
795,krank sein::V,krank sein,визьӧтны
796,schmerzen::V,schmerzen,висьны
797,husten::V,husten,кашляйтны
798,genesen::V,genesen,бурдны
799,sterben::V,sterben,кувны
800,umkommen::V,umkommen,вийсьыны
801,sich bewegen::V,sich bewegen,локны
802,sich bewegen::V,sich bewegen,ветлӧтны
803,sich rühren::V,sich rühren,вӧрзьӧтчыны
804,sich erheben::V,sich erheben,сувтны
805,sich setzen::V,sich setzen,пуксьыны
806,hinfallen::V,hinfallen,пӧрласьны
807,laufen::V,laufen,мунны
808,schreiten::V,schreiten,тальччавны
809,spazierengehen::V,spazierengehen,котрасьны
810,eilen::V,eilen,тэрмасьны
811,sich beeilen::V,sich beeilen,тэрмасьны
812,sausen::V,sausen,вирдавны-котӧртны
813,rennen::V,rennen,
814,springen::V,springen,чеччавны
815,klettern::V,klettern,кышасьны
816,schaukeln::V,schaukeln,чурликасьны
817,kriechen::V,kriechen,кыскасьны-мунны
818,schwimmen::V,schwimmen,вартчыны
819,tauchen::V,tauchen,сунгисьны ваӧ
820,rudern::V,rudern,сынны
821,fahren::V,fahren,мунны
822,fliegen::V,fliegen,лэбавны
823,gehen::V,gehen,мунны
824,weggehen::V,weggehen,мунны
825,abfahren::V,abfahren,иньдӧтчыны
826,abfahren::V,abfahren,мунны
827,anhalten::V,anhalten,сувтны
828,hineingehen::V,hineingehen,пырны
829,eintreten::V,eintreten,пырны
830,kommen::V,kommen,локны
831,ankommen::V,ankommen,локны
832,zurückkommen::V,zurückkommen,бертны
833,zurückkommen::V,zurückkommen,панӧвтсьыны
834,bleiben::V,bleiben,кольччыны
835,warten::V,warten,видзчисьны
836,erwarten::V,erwarten,видзчисьны
837,suchen::V,suchen,кошшыны
838,finden::V,finden,адззыны
839,versuchen::V,versuchen,пондыны
840,versuchen::V,versuchen,пондӧтны
841,vorbereiten::V,vorbereiten,лӧсьӧтны
842,lieben::V,lieben,милуйтны
843,mögen::V,mögen,радейтны
844,lachen::V,lachen,серавны
845,rühren::V,rühren,сьӧлӧм вӧрзьӧтны
846,weinen::V,weinen,горзыны
847,schimpfen::V,schimpfen,видчыны
848,sich ärgern::V,sich ärgern,лёкавны
849,sich fürchten::V,sich fürchten,повны
850,fürchten::V,fürchten,повны
851,fliehen::V,fliehen,пышшыны
852,flüchten::V,flüchten,пышшыны
853,sehen::V,sehen,адззыны
854,anschauen::V,anschauen,видзӧтны
855,ansehen::V,ansehen,видзӧтны
856,hören::V,hören,кывны
857,zuhören::V,zuhören,кывзыны
858,probieren::V,probieren,пешлыны
859,riechen::V,riechen,дукавны
860,fühlen::V,fühlen,кывны
861,scheinen::V,scheinen,декуйтчыны
862,zu sehen sein::V,zu sehen sein,тыдавны
863,vernehmen::V,vernehmen,тӧдмавны
864,frieren::V,frieren,гегдыны
865,tun::V,tun,керны
866,können::V,können,вермыны
867,wollen::V,wollen,мӧдны
868,anfangen::V,anfangen,петны
869,beenden::V,beenden,ештӧтны
870,beenden::V,beenden,керыштны
871,aufhören::V,aufhören,дугдыны
872,gelingen::V,gelingen,шогмыны
873,geraten::V,geraten,мыччисьны
874,öffnen::V,öffnen,осьтны
875,schließen::V,schließen,пӧднавны
876,stellen::V,stellen,сувтӧтны
877,setzen::V,setzen,пуксьӧтны
878,legen::V,legen,пуктыны
879,berühren::V,berühren,вӧрзьӧтны
880,verbinden::V,verbinden,йитны
881,bedecken::V,bedecken,вевттьыны
882,aufhängen::V,aufhängen,ӧшӧтны
883,anzünden::V,anzünden,ӧзтыны
884,aufheben::V,aufheben,лэбтыны
885,zurücklassen::V,zurücklassen,кольны
886,verlieren::V,verlieren,ӧштыны
887,fallen lassen::V,fallen lassen,уськӧтны
888,machen::V,machen,керны
889,herstellen::V,herstellen,вӧчны
890,bauen::V,bauen,строитны
891,reparieren::V,reparieren,вочны
892,verbessern::V,verbessern,бурсьӧтны
893,ändern::V,ändern,вежны
894,graben::V,graben,гарйыны
895,beugen::V,beugen,кусіньтны
896,biegen::V,biegen,чукыльтыштны
897,drehen::V,drehen,бергӧтны
898,wenden::V,wenden,бергӧтны
899,umdrehen::V,umdrehen,бергӧтны
900,heben::V,heben,лэбтыны
901,hochheben::V,hochheben,лэбтыны
902,ergreifen::V,ergreifen,кватитны
903,halten::V,halten,видзны
904,drücken::V,drücken,личкыны
905,schieben::V,schieben,тойлавны
906,kratzen::V,kratzen,шаркӧтны
907,lecken::V,lecken,нювны
908,beißen::V,beißen,йирны
909,abreißen::V,abreißen,орӧтны
910,abschneiden::V,abschneiden,шӧрыштны
911,abschneiden::V,abschneiden,вундыштны
912,binden::V,binden,гӧрдззыны
913,stecken::V,stecken,мӧртны
914,brechen::V,brechen,жугдыны
915,klopfen::V,klopfen,зукӧтны
916,hauen::V,hauen,желльыны
917,kleben::V,kleben,лякӧтны
918,reiben::V,reiben,зыртны
919,streichen::V,streichen,мавтны
920,schleifen::V,schleifen,кыскыны
921,schneiden::V,schneiden,вундавны
922,rütteln::V,rütteln,шатлавны
923,schütteln::V,schütteln,зыбӧтны
924,schwenken::V,schwenken,ӧвтны
925,schwenken::V,schwenken,макайтны
926,schütten::V,schütten,кисьтны
927,füllen::V,füllen,тыртны
928,füllen::V,füllen,тырсьӧтны
929,einwickeln::V,einwickeln,тубны
930,tragen::V,tragen,новйӧтны
931,schleppen::V,schleppen,кыскыны
932,ziehen::V,ziehen,кыскыны
933,aufbewahren::V,aufbewahren,видзны
934,werfen::V,werfen,шентывлыны
935,fangen::V,fangen,кутны
936,packen::V,packen,кутасьны
937,packen::V,packen,кватитны
938,verstecken::V,verstecken,дзебны
939,teilen::V,teilen,торйӧтны
940,schicken::V,schicken,иньдыны
941,bringen::V,bringen,вайны
942,hinzufügen::V,hinzufügen,содтыны
943,bekommen::V,bekommen,получитны
944,erhalten::V,erhalten,получитны
945,nehmen::V,nehmen,босьтны
946,wählen::V,wählen,бӧрйыны
947,auswählen::V,auswählen,бӧрйыны
948,bewahren::V,bewahren,видзны
949,behindern::V,behindern,падтыны
950,verderben::V,verderben,изводавны
951,beschädigen::V,beschädigen,паздыны
952,zerbrechen::V,zerbrechen,паздыны
953,zerreißen::V,zerreißen,косявны
954,zerstören::V,zerstören,паздыны
955,verbrennen::V,verbrennen,сотны
956,geben::V,geben,сетны
957,reichen::V,reichen,сетны
958,schenken::V,schenken,козьнавны
959,versprechen::V,versprechen,кӧсйыны
960,wünschen::V,wünschen,бурсьыны
961,loben::V,loben,ошкыны
962,küssen::V,küssen,окавны
963,wiegen::V,wiegen,тюттьӧтны
964,zudecken::V,zudecken,вевттьыны
965,wecken::V,wecken,саймӧтны
966,zeigen::V,zeigen,мыччавны
967,führen::V,führen,нуӧтны
968,lehren::V,lehren,велӧтны
969,unterrichten::V,unterrichten,велӧтны
970,aufziehen::V,aufziehen,быдтыны
971,leiten::V,leiten,юравны
972,leiten::V,leiten,веськӧтлыны
973,antreiben::V,antreiben,тэрмӧтны
974,lassen::V,lassen,-ӧтыны
975,einladen::V,einladen,корны
976,vereinigen::V,vereinigen,ӧтувтны
977,vereinigen::V,vereinigen,ӧтлаавны
978,besuchen::V,besuchen,пыравлыны
979,treffen::V,treffen,пантавны
980,sich versammeln::V,sich versammeln,ӧксьыны
981,spielen::V,spielen,орсны
982,singen::V,singen,сьывны
983,tanzen::V,tanzen,йӧктыны
984,sich trennen::V,sich trennen,торьясьны
985,verlassen::V,verlassen,кольны
986,retten::V,retten,мынтны
987,bewachen::V,bewachen,смекайтны
988,schützen::V,schützen,дорйыны
989,verteidigen::V,verteidigen,дорйыны
990,sich schlagen::V,sich schlagen,тышкасьны
991,schießen::V,schießen,лыйны
992,siegen::V,siegen,вермыны
993,ärgern::V,ärgern,лӧгӧтны
994,schlagen::V,schlagen,базнитны
995,treten::V,treten,чужьявны
996,stechen::V,stechen,бытшкыны
997,stoßen::V,stoßen,тапкыны
998,stoßen::V,stoßen,тойыштны
999,stehlen::V,stehlen,гусявны
1000,stören::V,stören,костіавны
1001,belästigen::V,belästigen,назыляйтны
1002,verbergen::V,verbergen,дзебны
1003,täuschen::V,täuschen,бӧбӧтны
1004,täuschen::V,täuschen,пӧрьявны
1005,betrügen::V,betrügen,муклачитны
1006,töten::V,töten,вийны
1007,wohnen::V,wohnen,овны
1008,arbeiten::V,arbeiten,уджавны
1009,sammeln::V,sammeln,ӧктыны
1010,pflücken::V,pflücken,судзлавны
1011,jagen::V,jagen,вӧравны
1012,fischen::V,fischen,чериавны
1013,fassen::V,fassen,кутны
1014,hüten::V,hüten,вердны
1015,hüten::V,hüten,йирсьӧтны
1016,treiben::V,treiben,вашӧтны
1017,anbinden::V,anbinden,кӧртавны
1018,füttern::V,füttern,вердны
1019,melken::V,melken,высьтыны
1020,melken::V,melken,чилькӧтны
1021,hacken::V,hacken,керавны
1022,gießen::V,gießen,киськавны
1023,reifen::V,reifen,кисьмыны
1024,zubereiten::V,zubereiten,лӧсьӧтны
1025,kochen::V,kochen,пуны
1026,backen::V,backen,пӧжавны
1027,braten::V,braten,жаритны
1028,umrühren::V,umrühren,соравны
1029,stricken::V,stricken,домавны
1030,nähen::V,nähen,вурны
1031,färben::V,färben,краситны
1032,reinigen::V,reinigen,весӧтны
1033,waschen::V,waschen,пеславны
1034,abwischen::V,abwischen,чышкыны
1035,spülen::V,spülen,гывьявны
1036,fegen::V,fegen,чышкыны
1037,kehren::V,kehren,чышкыны
1038,baden::V,baden,купайтчыны 
1039,sich waschen::V,sich waschen,миссьыны
1040,ausziehen::V,ausziehen,гыжтӧтны
1041,ausziehen::V,ausziehen,пӧрччавны
1042,anziehen::V,anziehen,пасьтавны
1043,sich anziehen::V,sich anziehen,пасьтасьны
1044,kämmen::V,kämmen,сынавны
1045,schmücken::V,schmücken,баситны
1046,sagen::V,sagen,висьтавны
1047,sprechen::V,sprechen,шуны
1048,reden::V,reden,баитны
1049,sich unterhalten::V,sich unterhalten,сёрнитны
1050,fragen::V,fragen,юавны
1051,bitten::V,bitten,корны
1052,erzählen::V,erzählen,висьтавны
1053,mitteilen::V,mitteilen,висьтавны
1054,nennen::V,nennen,нимтны
1055,rufen::V,rufen,китсавны
1056,rufen::V,rufen,корны
1057,rufen::V,rufen,чукӧстны
1058,prahlen::V,prahlen,ошшасьны
1059,übersetzen::V,übersetzen,вуджӧтны
1060,denken::V,denken,чайтны
1061,glauben::V,glauben,веритны
1062,bemerken::V,bemerken,казявны
1063,erkennen::V,erkennen,тӧдсавны
1064,begreifen::V,begreifen,вежӧртны
1065,verstehen::V,verstehen,кывны
1066,lernen::V,lernen,велӧтчыны
1067,wissen::V,wissen,тӧдны
1068,sich erinnern an::V,sich erinnern an,касьтывны
1069,vergessen::V,vergessen,вунӧтны
1070,messen::V,messen,меряйтны
1071,zählen::V,zählen,лыддьыны
1072,rechnen::V,rechnen,лыддьыны
1073,lesen::V,lesen,лыддьӧтны
1074,malen::V,malen,
1075,zeichnen::V,zeichnen,гижмавны
1076,schreiben::V,schreiben,гижны
1077,besitzen::V,besitzen,лоны
1078,kaufen::V,kaufen,небны
1079,verkaufen::V,verkaufen,вузавны
1080,bezahlen::V,bezahlen,вештыны
1081,zahlen::V,zahlen,вештыны
1082,beherrschen::V,beherrschen,
1083,ertragen::V,ertragen,терпитны
