,Concept_ID,he,la
106,Gipfel::N,פסגה,vertex
107,Höhle::N,מערה,caverna
108,Höhle::N,מערה,spelunca
109,Abhang::N,מדרון,declivum
110,Abhang::N,שפוע,declivum
111,Quelle::N,מעין,fons
112,Bach::N,נחל,rivus
113,Fluss::N,נהר,flumen
114,Ufer::N,גדה,ripa
115,Küste::N,חוף,litus
116,Festland::N,יבשה,continens
117,Meer::N,ים,mare
118,Bucht::N,מפרץ,sinus
119,Insel::N,אי,insula
120,Blume::N,פרח,flos
121,Gras::N,דשא,herba
122,Gras::N,דשא,gramen
123,Wurzel::N,שרש,radix
124,Baum::N,עץ,arbor
125,Stamm::N,גזע,truncus
126,Rinde::N,קלפת עץ,cortex
127,Ast::N,ענף,ramus
128,Zweig::N,ענף,ramus
129,Blatt::N,עלה,folium
130,Birke::N,שדר,betulla
131,Kiefer[Baum]::N,ארן,pinus
132,Weide[Baum]::N,ערבה,salix
133,Tanne::N,אשוח,abies
134,Horn::N,קרן,cornu
135,Feder::N,נוצה,penna
136,Fell::N,פרוה,pellis
137,Flügel::N,כנף,ala
138,Klaue::N,טלף,unguis
139,Kralle::N,טפר,unguis
140,Schwanz::N,זנב,cauda
141,Ei::N,ביצה,ovum
142,Nest::N,קן,nidus
143,Bau::N,מחלה,cavum
144,Bau::N,מחלה,latibulum
145,Tier::N,חיה,bestia
146,Herde::N,עדר,grex
147,Kuh::N,פרה,vacca
148,Bulle::N,פר,taurus
149,Pferd::N,סוס,equus
150,Schaf::N,כבשה,ovis
151,Schwein::N,חזיר,sus
152,Schwein::N,חזיר,porcus
153,Hund::N,כלב,canis
154,Katze::N,חתול,felis
155,Bär::N,דב,ursus
156,Eichhörnchen::N,סנאי,sciurus
157,Elch::N,דישון,alces
158,Fuchs::N,שועל,vulpes
159,Hase::N,ארנב,lepus
160,Maus::N,עכבר,mus
161,Wolf::N,זאב,lupus
162,Vogel::N,צפור,avis
163,Schwarm::N,נחיל,examen
164,Schwarm::N,להקה,examen
165,Huhn::N,תרנגלת,gallina
166,Hahn::N,תרנגול,gallus
167,Gans::N,אוז,anser
168,Adler::N,עיט,aquila
169,Ente::N,ברוז,anas
170,Eule::N,ינשוף,ulula
171,Eule::N,ינשוף,noctua
172,Kranich::N,עגור,grus
173,Kranich::N,כרוכיה,grus
174,Krähe::N,עורב,cornix
175,Kuckuck::N,קוקיה,cuculus
176,Schwan::N,ברבור,olor
177,Schwan::N,ברבור,cycnus
178,Fisch::N,דג,piscis
179,Barsch::N,אוקונוס,perca
180,Hecht::N,זאב הים,esox
181,Schlange[Tier]::N,נחש,serpens
182,Wurm::N,תולעת,vermis
183,Spinne::N,עכביש,aranea
184,Ameise::N,נמלה,formica
185,Laus::N,כנה,pediculus
186,Mücke::N,יתוש,culex
187,Fliege::N,זבוב,musca
188,Schmetterling::N,פרפר,papilio
189,Beere::N,ענבה,baca
190,Apfel::N,תפוח,malum
191,Pilz::N,פטריה,fungus
192,Zwiebel::N,בצל,cepa
193,Saat::N,זרעים,seges
194,Korn::N,גרעין,granum
195,Heu::N,חציר,faenum
196,Schale::N,קלפה,putamen
197,Grube::N,בור,fovea
198,Grube::N,שוחה,fovea
199,Falle::N,מלכדת,pedica
200,Schlinge::N,לולאה,laqueus
201,Spur::N,עקבה,vestigium
202,Asche::N,אפר,cinis
203,Dreck::N,זהמה,lutum
204,Eisen::N,ברזל,ferrum
205,Gold::N,זהב,aurum
206,Silber::N,כסף,argentum
207,Kohle::N,פחם,carbo
208,Glas::N,זכוכית,vitrum
209,Lehm::N,חרסית,lutum
210,Sand::N,חול,arena
211,Mensch::N,אדם,homo
212,Mann::N,איש,vir
213,Mann::N,גבר,vir
214,Frau::N,אשה,mulier
215,Frau::N,גברת,mulier
216,Kind::N,ילד,puer
217,Kind::N,ילד,infans
218,Junge::N,ילד,puer
219,Mädchen::N,נערה,puella
220,Familie::N,משפחה,familia
221,Großvater::N,סבא,avus
222,Großmutter::N,סבתא,avia
223,Eltern::N,הורים,parentes
224,Vater::N,אב,pater
225,Mutter::N,אם,mater
226,Sohn::N,בן,filius
227,Tochter::N,בת,filia
228,Bruder::N,אח,frater
229,Schwester::N,אחות,soror
230,Onkel::N,דוד,patruus
231,Onkel::N,דוד,avunculus
232,Tante::N,דודה,amita
233,Ehemann::N,איש,maritus
234,Ehemann::N,בעל,maritus
235,Ehefrau::N,אשה,uxor
236,Freude::N,שמחה,gaudium
237,Freude::N,שמחה,laetitia
238,Gelächter::N,צחוק,risus
239,Glück::N,אשר,felicitas
240,Kummer::N,יגון,aegritudo
241,Kummer::N,עגמה,aegritudo
242,Wunsch::N,אחול,voluntas
243,Wunsch::N,אחול,desiderium
244,Wunsch::N,משאלה,voluntas
245,Wunsch::N,משאלה,desiderium
246,Lust::N,חשק,libido
247,Lust::N,חשק,voluptas
248,Lust::N,תשוקה,libido
249,Lust::N,תשוקה,voluptas
250,Geist::N,רוח,mens
251,Geist::N,רוח,animus
252,Gedanke::N,מחשבה,sententia
253,Gedächtnis::N,זכרון,memoria
254,Verstand::N,שכל,ratio
255,Verstand::N,שכל,ingenium
256,Sinn::N,מובן,sensus
257,Sinn::N,משמעות,sensus
258,Grund::N,סבה,causa
259,Wahrheit::N,אמת,veritas
260,Gespräch::N,דיון,sermo
261,Märchen::N,אגדה,fabula
262,Erzählung::N,ספור,fabula
263,Erzählung::N,ספור,narratio
264,Nachricht::N,ידיעה,nuntius
265,Neuigkeit::N,חדשה,novitas
266,Name::N,שם,nomen
267,Rätsel::N,תעלומה,aenigma
268,Rede::N,נאום,oratio
269,Sprache::N,לשון,lingua
270,Stimme::N,קול,vox
271,Wort::N,מלה,verbum
272,Wort::N,מלה,vocabulum
273,Zeichen::N,סימן,signum
274,Ruf::N,קריאה,clamor
275,Lärm::N,רעש,strepitus
276,Laut::N,הגה,sonus
277,Ton::N,צליל,sonus
278,Lied::N,שיר,carmen
279,Ruhe::N,שלוה,quies
280,Leute::N,אנשים,homines
281,Volk::N,עם,populus
282,Arbeit::N,עבודה,labor
283,Gast::N,אורח,hospes
284,Gast::N,אורח,conviva
285,Geschenk::N,מתנה,munus
286,Spiel::N,משחק,ludus
287,Gesellschaft::N,חברה,societas
288,Hilfe::N,עזרה,auxilium
289,Hilfe::N,עזרה,subsidium
290,Freund::N,חבר,amicus
291,Freund::N,ידיד,amicus
292,Kamerad::N,רע,socius
293,Angelegenheit::N,ענין,res
294,Anzahl::N,מספר,numerus
295,Art::N,סוג,genus
296,Stück::N,חתיכה,frustum
297,Stück::N,חתיכה,fragmentum
298,Teil::N,פרק,pars
299,Hälfte::N,חצי,dimidium
300,Kreis::N,מעגל,orbis
301,Kreis::N,מעגל,circus
302,Kreuz::N,צלב,crux
303,Linie::N,קו,linea
304,Strich::N,קו קצר,lineamentum
305,Abstand::N,מרחק,intervallum
306,Entfernung::N,מרחק,spatium
307,Gegend::N,נוף,loca
308,Gegend::N,נוף,regio
309,Platz::N,שטח,locus
310,Ort::N,אתר,locus
311,Ort::N,מקום,locus
312,Seite::N,צד,latus
313,Mitte::N,אמצע,medium
314,Gegenstand::N,אוביקט,res
315,Sache::N,דבר,res
316,Rand::N,פרור,margo
317,Kante::N,קצה,angulus
318,Ecke::N,פנה,angulus
319,Spitze::N,קצה,cacumen
320,Ende::N,סוף,caput
321,Loch::N,חר,foramen
322,Winkel::N,פנה,angulus
323,Muster::N,תבנית,exemplum
324,Größe::N,גדל,magnitudo
325,Länge::N,ארך,longitudo
326,Höhe::N,קומה,altitudo
327,Höhe::N,גבה,altitudo
328,Gewicht::N,משקל,pondus
329,Menge::N,כמות,copia
330,Haufen::N,ערמה,acervus
331,Reihe::N,רצף,ordo
332,Boot::N,סירה,navicula
333,Ruder::N,משוט,remus
334,Schlitten::N,מזחלת,sclodia
335,Ski::N,מגלשים,narta
336,Lagerfeuer::N,מדורה,ignis
337,Last::N,משא,onus
338,Gang::N,הליכה,cursus
339,Schritt::N,צעד,gradus
340,Norden::N,צפון,septentriones
341,Süden::N,דרום,meridies
342,Westen::N,מערב,occidens
343,Osten::N,מזרח,oriens
344,Holz::N,עץ,lignum
345,Brett::N,קרש,tabula
346,Platte::N,לוח,lamina
347,Stütze::N,משען,adminiculum
348,Stange::N,מוט,pertica
349,Stock::N,מקל,baculum
350,Stab::N,מוט,scipio
351,Rohr::N,צנור,tubus
352,Haus::N,בית,aedes
353,Heim::N,בית,domicilium
354,Ofen::N,תנור,fornax
355,Fußboden::N,רצפה,solum
356,Tisch::N,שלחן,mensa
357,Stuhl::N,כסא,sella
358,Wiege::N,ערש,cunae
359,Bett::N,מטה,lectus
360,Regal::N,מדף,foruli
361,Kiste::N,תבה,cista
362,Kiste::N,ארגז,cista
363,Fenster::N,חלון,fenestra
364,Tür::N,דלת,ianua
365,Tor::N,שער,porta
366,Zaun::N,גדר,saepes
367,Dach::N,גג,tectum
368,Leiter::N,סלם,scalae
369,Besen::N,מטאטא,scopae
370,Spaten::N,את,pala
371,Schaufel::N,את,pala
372,Gabel::N,מזלג,fuscinula
373,Löffel::N,כף,coclear
374,Messer::N,סכין,culter
375,Nagel::N,מסמר,clavus
376,Netz::N,רשת,rete
377,Haken::N,וו,hamus
378,Haken::N,קרס,hamus
379,Griff::N,ידית,manubrium
380,Schloss::N,מנעול,claustra
381,Bild::N,תמונה,tabula
382,Bild::N,תמונה,pictura
383,Figur::N,פסל,statunculum
384,Puppe::N,בבה,pupa
385,Beutel::N,שק,sacculus
386,Bündel::N,צרור,fascis
387,Tasche::N,שקית,sacculus
388,Eimer::N,דלי,situla
389,Deckel::N,מכסה,operculum
390,Geschirr::N,כלים,vasa
391,Sack::N,שק,saccus
392,Tasse::N,ספל,pocillum
393,Topf::N,סיר,olla
394,Kessel::N,קנקן,aenum
395,Essen::N,אכל,cena
396,Essen::N,ארוחה,cena
397,Nahrung::N,הזנה,cibus
398,Nahrung::N,הזנה,alimenta
399,Nahrung::N,תזונה,cibus
400,Nahrung::N,תזונה,alimenta
401,Speise::N,מאכל,cibus
402,Speise::N,ארוחה,cibus
403,Fleisch::N,בשר,caro
404,Getreide::N,דגן,frumentum
405,Brei::N,מחית,puls
406,Brot::N,לחם,panis
407,Scheibe::N,עגול,frustum
408,Scheibe::N,פרוסה,frustum
409,Fett::N,שמן,pingue
410,Butter::N,חמאה,butȳrum
411,Öl::N,שמן,oleum
412,Salz::N,מלח,sal
413,Suppe::N,מרק,ius
414,Honig::N,דבש,mel
415,Milch::N,חלב,lac
416,Tee::N,תה,thea
417,Leder::N,עור,corium
418,Wolle::N,צמר,lana
419,Stoff::N,בד,textum
420,Stoff::N,אריג,textum
421,Nadel::N,מחט,acus
422,Faden::N,חוט,filum
423,Knopf::N,כפתור,bulla
424,Knoten::N,קשר,nodus
425,Farbe::N,צבע,pigmentum
426,Kleidung::N,בגדים,vestimenta
427,Hemd::N,חלצה,tunica
428,Kragen::N,צוארון,collare
429,Ärmel::N,שרוול,manica
430,Hose::N,מכנסים,bracae
431,Gürtel::N,חגורה,cingulum
432,Mütze::N,כובע,pilleus
433,Schuh::N,נעל,calceus
434,Stiefel::N,מגף,pero
435,Stiefel::N,מגף,caliga
436,Ring::N,טבעת,anulus
437,Band::N,סרט,redimiculum
438,Kamm::N,מסרק,pecten
439,Spiegel::N,מראה,speculum
440,Riemen::N,רצועה,lorum
441,Schnur::N,חבל,linum
442,Leine::N,מושכות,retinaculum
443,Decke::N,שמיכה,lodix
444,Kissen::N,כרית,pulvinus
445,Tuch::N,צעיף,velum
446,Handtuch::N,מגבת,mantele
447,Kraft::N,כוח,vis
448,Stärke::N,און,robur
449,Gesundheit::N,בריאות,valetudo
450,Krankheit::N,מחלה,morbus
451,Schmerz::N,כאב,dolor
452,Wunde::N,פציעה,vulnus
453,Fieber::N,חם,febris
454,Arznei::N,תרופה,remedium
455,Brücke::N,גשר,pons
456,Brunnen::N,באר,puteus
457,Weide::N,אחו,pascua
458,Weide::N,מרעה,pascua
459,Pfad::N,שביל,semita
460,Pfad::N,מדרכה,semita
461,Weg::N,דרך,iter
462,Straße::N,כביש,via
463,Dorf::N,כפר,vicus
464,Stadt::N,עיר,urbs
465,Stadt::N,עיר,oppidum
466,Brief::N,מכתב,epistula
467,Buch::N,ספר,liber
468,Buchstabe::N,אות,littera
469,Zeitung::N,עתון,diurnum
470,Leben::N,חיים,vita
471,Tod::N,מות,mors
472,Grab::N,קבר,sepulcrum
473,Kirche::N,כנסיה,ecclesia
474,Sünde::N,חטא,peccatum
475,Gott::N,אל,deus
476,Arbeiter::N,פועל,operarius
477,Chef::N,ראש,praefectus
478,Chef::N,מנהל,praefectus
479,Meister::N,ממחה,magister
480,Arzt::N,רופא,medicus
481,Lehrer::N,מורה,magister
482,Geld::N,כסף,aes
483,Geld::N,כסף,pecunia
484,Geschäft::N,עסקה,negotium
485,Laden::N,חנות,taberna
486,Preis::N,מחיר,pretium
487,Ware::N,סחורה,merx
488,Nutzen::N,תועלת,utilitas
489,Reichtum::N,עשר,opes
490,Reichtum::N,עשר,divitiae
491,Welt::N,עולם,mundus
492,Land::N,ארץ,terra
493,Staat::N,מדינה,res publica
494,König::N,מלך,rex
495,Macht::N,כוח,potestas
496,Grenze::N,גבול,limes
497,Krieg::N,מלחמה,bellum
498,Feind::N,אויב,inimicus
499,Gewalt::N,אלימות,vis
500,Kampf::N,קרב,pugna
501,Kampf::N,לחימה,pugna
502,Bogen[Waffe]::N,קשת,arcus
503,Pfeil::N,חץ,sagitta
504,Gewehr::N,רובה,sclopetum
505,Fehler::N,טעות,error
506,Lüge::N,שקר,mendacium
507,Schaden::N,נזק,damnum
508,Schaden::N,נזק,detrimentum
509,Unglück::N,מזל רע,miseria
510,Unglück::N,מזל רע,calamitas
511,Schuld::N,אשמה,culpa
512,Alter::N,גיל,aetas
513,Schluss::N,סיום,finis
514,Zeit::N,זמן,tempus
515,Tag::N,יום,dies
516,Morgen::N,בקר,mane
517,Mittag::N,צהרים,meridies
518,Abend::N,ערב,vesper
519,Nacht::N,לילה,nox
520,Woche::N,שבוע,septimana
521,Monat::N,חדש,mensis
522,Jahr::N,שנה,annus
523,Frühling::N,אביב,ver
524,Sommer::N,קיץ,aestas
525,Herbst::N,סתו,autumnus
526,Winter::N,חרף,hiems
527,Januar::N,ינואר,Ianuarius
528,Februar::N,פברואר,Februarius
529,März::N,מרץ,Martius
530,April::N,אפריל,Aprilis
531,Mai::N,מאי,Maius
532,Juni::N,יוני,Iunius
533,Juli::N,יולי,Iulius
534,August::N,אוגוסט,Augustus
535,September::N,ספטמבר,September
536,Oktober::N,אוקטובר,Octobris
537,November::N,נובמבר,Novembris
538,Dezember::N,דצמבר,December
539,Montag::N,יום שני,dies lunae
540,Dienstag::N,יום שלישי,dies Martis 
541,Mittwoch::N,יום רביעי,dies Mercurii
542,Donnerstag::N,יום חמישי,dies Iovis
543,Freitag::N,יום ששי,dies Veneris
544,Samstag::N,יום שבת,dies Saturni
545,Sonntag::N,יום ראשון,dominicus
546,Sonntag::N,יום ראשון,dies solis
547,groß::A,גדול,magnus
548,klein::A,קטן,parvus
549,lang::A,ארך,longus
550,kurz::A,קצר,brevis
551,breit::A,רחב,latus
552,schmal::A,צר,angustus
553,dicht::A,צפוף,densus
554,dick[Gegenstand]::A,עבה,crassus
555,dünn::A,דק,tenuis
556,fein::A,מעדן,subtilis
557,fest::A,מוצק,solidus
558,fest::A,מוצק,stabilis
559,flach::A,שטוח,planus
560,glatt::A,חלק,levis
561,hart::A,קשיח,durus
562,weich::A,רך,mollis
563,rund::A,עגל,rotundus
564,spitz::A,חד,acutus
565,scharf::A,חד,acer
566,stumpf::A,קהה,hebes
567,schwer::A,כבד,gravis
568,schön::A,יפה,pulcher
569,schön::A,יפה,formosus
570,heiß::A,חם,fervidus
571,warm::A,חם,calidus
572,kalt::A,קר,frigidus
573,kühl::A,צונן,frigidus
574,frisch::A,טרי,recens
575,feucht::A,לח,umidus
576,nass::A,רטוב,madidus
577,trocken::A,יבש,aridus
578,voll::A,מלא,plenus
579,leer::A,ריק,vacuus
580,offen::A,פתוח,apertus
581,geschlossen::A,סגור,clausus
582,sauber::A,נקי,lautus
583,schmutzig::A,מלכלך,sordidus
584,roh::A,חי,crudus
585,reif::A,בשל,maturus
586,lecker::A,טעים,delicatus
587,süß::A,מתוק,dulcis
588,bitter::A,מר,amarus
589,bitter::A,מר,acerbus
590,sauer::A,חמוץ,acidus
591,hell::A,בהיר,clarus
592,dunkel::A,עמום,obscurus
593,schwarz::A,שחר,niger
594,weiß::A,לבן,albus
595,rot::A,אדם,ruber
596,gelb::A,צהב,flavus
597,blau::A,כחל,caeruleus
598,grün::A,ירק,viridis
599,grau::A,אפר,canus
600,bunt::A,צבעוני,varius
601,billig::A,זול,vilis
602,teuer::A,יקר,carus
603,wertvoll::A,יקר ערך,pretiosus
604,blind::A,עור,caecus
605,taub::A,חרש,surdus
606,kräftig::A,חסן,robustus
607,stark::A,חזק,firmus
608,stark::A,חזק,validus
609,schwach::A,חלש,debilis
610,schwach::A,חלש,infirmus
611,fett::A,שמן,crassus
612,schlank::A,רזה,procerus
613,hübsch::A,יפה תאר,pulcher
614,böse::A,רשע,improbus
615,dumm::A,טפש,stultus
616,dumm::A,טפש,stupidus
617,faul::A,עצלן,piger
618,fleißig::A,חרוץ,sedulus
619,geizig::A,קמצן,avarus
620,klug::A,נבון,prudens
621,klug::A,פקח,prudens
622,geschickt::A,מימן,sollers
623,lieb::A,יקר,carus
624,lieb::A,אהוב,carus
625,lustig::A,עליז,iocosus
626,sanft::A,עדין,clemens
627,hungrig::A,רעב,impastus
628,krank::A,חולה,aeger
629,nackt::A,ערום,nudus
630,traurig::A,עצוב,maestus
631,lebendig::A,חי,vivus
632,gut::A,טוב,bonus
633,schlecht::A,גרוע,malus
634,richtig::A,נכון,rectus
635,schlimm::A,רע,malus
636,wahr::A,אמתי,verus
637,alt::A,ישן,antiquus
638,neu::A,חדש,novus
639,ehemalig::A,לשעבר,pristinus
640,alt[Lebewesen]::A,זקן,vetus
641,jung::A,צעיר,iuvenis
642,arm::A,עני,pauper
643,reich::A,עשיר,dives
644,bekannt::A,ידוע,notus
645,berühmt::A,מפרסם,celeber
646,berühmt::A,מפרסם,illustris
647,fremd::A,זר,peregrinus
648,verschieden::A,שונה,varius
649,nah::A,קרוב,propinquus
650,fern::A,רחוק,longinquus
651,linker::A,שמאלי,sinister
652,rechter::A,ימין,dexter
653,anderer::A,אחר,alius
654,erster::A,ראשון,primus
655,zweiter::A,שני,secundus
656,dritter::A,שלישי,tertius
657,letzter::A,אחרון,ultimus
658,allein::ADV,לבד,solum
659,auf einmal::ADV,בו-זמנית,simul
660,zusammen::ADV,ביחד,una
661,lange::ADV,הרבה זמן,diu
662,plötzlich::ADV,לפתע,subito
663,plötzlich::ADV,לפתע,repente
664,plötzlich::ADV,פתאום,subito
665,plötzlich::ADV,פתאום,repente
666,sofort::ADV,מיד,statim
667,später::ADV,לאחר זמן,postea
668,später::ADV,יותר מאחר,postea
669,jetzt::ADV,עכשיו,nunc
670,heute::ADV,היום,hodie
671,morgen::ADV,מחר,cras
672,bald::ADV,בקרוב,mox
673,dann::ADV,אחר-כך,deinde
674,gestern::ADV,אתמול,heri
675,einst::ADV,לפנים,olim
676,damals::ADV,אז,tum
677,danach::ADV,אחר-כך,postea
678,vorher::ADV,לפני זה,antea
679,zuerst::ADV,קדם,primo
680,einmal::ADV,פעם,semel
681,manchmal::ADV,לפעמים,interdum
682,oft::ADV,לעתים קרובות,saepe
683,immer::ADV,תמיד,semper
684,niemals::ADV,אף פעם,numquam
685,hier::ADV,כאן,hic
686,hierhin::ADV,פה,huc
687,von hier::ADV,מפה,hinc
688,dort::ADV,שם,ibi
689,dorthin::ADV,שם,eo
690,geradeaus::ADV,ישר,recte
691,vorwärts::ADV,קדימה,porro
692,rückwärts::ADV,לאחור,retro
693,zurück::ADV,בחזרה,retro
694,zurück::ADV,אחורנית,retro
695,unten::ADV,למטה,infra
696,hinab::ADV,למטה,pessum
697,oben::ADV,מעל,supra
698,oben::ADV,למעלה,supra
699,hinauf::ADV,למעלה,sursum
700,überall::ADV,בכל מקום,ubique
701,nicht::ADV,לא,non
702,ein wenig::ADV,קצת,paulum
703,kaum::ADV,בקשי,vix
704,kaum::ADV,בקשי,aegre
705,sehr::ADV,מאוד,valde
706,sehr::ADV,מאוד,magnopere
707,so::ADV,כך,ita
708,so::ADV,ככה,ita
709,noch::ADV,עוד,etiam
710,noch::ADV,עדין,etiam
711,nur::ADV,רק,solum
712,nur::ADV,רק,tantum
713,schon::ADV,כבר,iam
714,wieder::ADV,שוב,rursus
715,vergebens::ADV,לריק,frustra
716,vergebens::ADV,לשוא,frustra
717,vor::PRP,מול,ante
718,hinter::PRP,מאחורי,post
719,unter::PRP,מתחת,sub
720,durch::PRP,דרך,per
721,neben::PRP,ליד,iuxta
722,neben::PRP,על-יד,iuxta
723,zwischen::PRP,בין,inter
724,wegen::PRP,בשל,propter
725,wegen::PRP,בגלל,propter
726,dies::PRN,זה,hoc
727,das::PRN,זה,id
728,alles::PRN,הכל,omnia
729,ich::PRN,אני,ego
730,du::PRN,את,tu
731,du::PRN,אתה,tu
732,er::PRN,הוא,is
733,er::PRN,הוא,ille
734,wir::PRN,אנחנו,nos
735,ihr::PRN,לה,vos
736,sie::PRN,הם,ii
737,sie::PRN,הם,illi
738,was::FPRN,מה,quid
739,wer::FPRN,מי,quis
740,wo::FADV,איפה,ubi
741,wohin::FADV,לאן,quo
742,wie::FADV,איך,quomodo
743,warum::FADV,למה,cur
744,wieviel::FNUM,כמה,quantum
745,eins::NUM,אחד,unus
746,zwei::NUM,שתים,duo
747,drei::NUM,שלושה,tres
748,vier::NUM,ארבעה,quattuor
749,fünf::NUM,חמשה,quinque
750,sechs::NUM,ששה,sex
751,sieben::NUM,שבעה,septem
752,acht::NUM,שמונה,octo
753,neun::NUM,תשעה,novem
754,zehn::NUM,עשרה,decem
755,elf::NUM,אחת עשרה,undecim
756,zwölf::NUM,שתים עשרה,duodecim
757,zwanzig::NUM,עשרים,viginti
758,dreißig::NUM,שלושים,triginta
759,vierzig::NUM,ארבעים,quadraginta
760,fünfzig::NUM,חמשים,quinquaginta
761,sechzig::NUM,ששים,sexaginta
762,siebzig::NUM,שבעים,septuaginta
763,achtzig::NUM,שמונים,octoginta
764,neunzig::NUM,תשעים,nonaginta
765,hundert::NUM,מאה,centum
766,tausend::NUM,אלף,mille
767,und::CNJ,ו,et
768,und::CNJ,ו,-que
769,oder::CNJ,או,vel
770,stehen::V,עמד,stare
771,sitzen::V,ישב,sedere
772,liegen::V,שכב,iacere
773,hängen::V,היה תלוי,pendere
774,werden::V,הפך ל,fieri
775,passieren::V,קרה,accidere
776,beginnen::V,התחיל,incipere
777,enden::V,הסתים,finem habere
778,wechseln::V,השתנה,mutari
779,aufgehen[Sonne]::V,זרח,oriri
780,untergehen[Sonne]::V,שקע,occidere
781,scheinen[Sonne]::V,בהק,lucere
782,donnern::V,רעם,tonare
783,wehen::V,נשב,flare
784,strömen::V,זרם,fluere
785,fließen::V,זרם,manare
786,sich drehen::V,הסתובב,torqueri
787,schwanken::V,התנודד,vacillare
788,schwingen::V,התנענע,vibrare
789,fallen::V,נפל,cadere
790,brennen::V,בער,ardere
791,rauchen::V,עשן,fumare
792,regnen::V,ירד גשם,pluere
793,gefrieren::V,קפא,congelari
794,tauen::V,נמס,rorare
795,schmelzen::V,התיך,liquescere
796,trocknen::V,התיבש,arescere
797,sieden::V,רתח,fervere
798,faulen::V,רקב,putescere
799,verfaulen::V,רקב,putescere
800,reißen::V,נקרע,scindi
801,versinken::V,טבע,mergi
802,vergehen::V,עבר,praeterire
803,erscheinen::V,נגלה,apparere
804,erscheinen::V,הופיע,apparere
805,verschwinden::V,נעלם,discedere
806,sinken::V,ירד,labi
807,abnehmen::V,הפחית,deminui
808,zunehmen::V,רבה,augeri
809,steigen::V,עלה,augescere
810,wachsen::V,גדל,crescere
811,glänzen::V,נצץ,splendere
812,glänzen::V,בהק,splendere
813,funkeln::V,נצנץ,micare
814,lärmen::V,רעש,strepere
815,läuten::V,צלצל,sonare
