,Concept_ID,lt,et
349,Rand::N,pakraštys,serv
350,Kante::N,kraštas,kant
351,Ecke::N,kertė,nurk
352,Ecke::N,kampas,nurk
353,Spitze::N,priekis,teravik
354,Spitze::N,priešakys,teravik
355,Ende::N,galas,ots
356,Ende::N,galas,jupp
357,Loch::N,skylė,auk
358,Winkel::N,kampas,nurk
359,Winkel::N,kampelis,nurk
360,Muster::N,raštas,muster
361,Größe::N,dydis,suurus
362,Größe::N,didumas,suurus
363,Länge::N,ilgis,pikkus
364,Länge::N,ilgumas,pikkus
365,Höhe::N,aukštis,kõrgus
366,Höhe::N,aukštuma,kõrgus
367,Gewicht::N,svoris,kaal
368,Gewicht::N,svoris,raskus
369,Gewicht::N,svarstis,kaal
370,Gewicht::N,svarstis,raskus
371,Menge::N,kiekis,arv
372,Menge::N,kiekis,hulk
373,Menge::N,daugybė,arv
374,Menge::N,daugybė,hulk
375,Haufen::N,krūva,hunnik
376,Haufen::N,šūsnis,hunnik
377,Reihe::N,greta,rivi
378,Boot::N,valtis,paat
379,Boot::N,laivelis,paat
380,Ruder::N,irklas,aer
381,Schlitten::N,rogės,saan
382,Schlitten::N,rogutės,saan
383,Ski::N,slidė,suusk
384,Lagerfeuer::N,laužas,lõke
385,Last::N,našta,koorem
386,Last::N,nešulys,koorem
387,Gang::N,eisena,käik
388,Schritt::N,žingsnis,samm
389,Norden::N,šiaurė,põhi
390,Norden::N,žiemiai,põhi
391,Süden::N,pietūs,lõuna
392,Westen::N,vakarai,lääs
393,Osten::N,rytai,ida
394,Holz::N,mediena,puu
395,Brett::N,lenta,saelaud
396,Platte::N,plokštė,plaat
397,Stütze::N,atrama,tugi
398,Stütze::N,atspara,tugi
399,Stange::N,lazda,latt
400,Stange::N,lazda,teivas
401,Stange::N,kartis,latt
402,Stange::N,kartis,teivas
403,Stock::N,lazda,kepp
404,Stab::N,kartis,varras
405,Rohr::N,vamzdis,toru
406,Haus::N,namas,maja
407,Heim::N,namai,kodu
408,Ofen::N,krosnis,ahi
409,Fußboden::N,grindys,põrand
410,Tisch::N,stalas,laud
411,Stuhl::N,kėdė,tool
412,Wiege::N,lopšys,häll
413,Wiege::N,lopšys,kätki
414,Bett::N,lova,voodi
415,Bett::N,patalai,voodi
416,Regal::N,lentyna,riiul
417,Kiste::N,dėžė,kast
418,Fenster::N,langas,aken
419,Tür::N,durys,uks
420,Tor::N,vartai,värav
421,Zaun::N,tvora,aed
422,Zaun::N,tvora,tara
423,Dach::N,stogas,katus
424,Leiter::N,kopėčios,redel
425,Besen::N,šluota,luud
426,Spaten::N,lopeta,labidas
427,Spaten::N,kastuvas,labidas
428,Schaufel::N,semtuvas,kühvel
429,Gabel::N,šakutė,kahvel
430,Löffel::N,šaukštas,lusikas
431,Messer::N,peilis,nuga
432,Nagel::N,vinis,nael
433,Netz::N,tinklas,võrk
434,Haken::N,vagis,haak
435,Haken::N,vagis,konks
436,Haken::N,kablys,haak
437,Haken::N,kablys,konks
438,Griff::N,kotas,sang
439,Griff::N,kotas,käepide
440,Griff::N,rankena,sang
441,Griff::N,rankena,käepide
442,Schloss::N,spyna,lukk
443,Schloss::N,užraktas,lukk
444,Bild::N,paveikslas,pilt
445,Figur::N,figūra,kuju
446,Figur::N,figūra,kujund
447,Puppe::N,lėlė,nukk
448,Beutel::N,krepšys,paun
449,Beutel::N,maišelis,paun
450,Bündel::N,ryšulys,kimp
451,Tasche::N,krepšelis,kott
452,Eimer::N,kibiras,pang
453,Eimer::N,kibiras,ämber
454,Deckel::N,dangtis,kaas
455,Geschirr::N,indai,nõud
456,Sack::N,maišas,kott
457,Tasse::N,puodukas,tass
458,Topf::N,puodas,pada
459,Kessel::N,katilas,pada
460,Essen::N,valgis,söök
461,Nahrung::N,penas,toit
462,Nahrung::N,maistas,toit
463,Speise::N,patiekalas,roog
464,Fleisch::N,mėsa,liha
465,Getreide::N,javai,teravili
466,Brei::N,košė,puder
467,Brot::N,duona,sai
468,Brot::N,duona,leib
469,Scheibe::N,riekė,viil
470,Scheibe::N,riekė,viilukas
471,Fett::N,taukai,rasv
472,Fett::N,riebalai,rasv
473,Butter::N,sviestas,või
474,Öl::N,aliejus,õli
475,Salz::N,druska,sool
476,Suppe::N,sriuba,supp
477,Honig::N,medus,mesi
478,Milch::N,pienas,piim
479,Tee::N,arbata,tee
480,Leder::N,oda,nahk
481,Wolle::N,vilna,vill
482,Stoff::N,audeklas,kangas
483,Nadel::N,adata,nõel
484,Faden::N,gija,niit
485,Faden::N,siūlas,niit
486,Knopf::N,saga,nööp
487,Knoten::N,mazgas,sõlm
488,Farbe::N,dažai,värv
489,Kleidung::N,rūbai,riided
490,Kleidung::N,rūbai,riietus
491,Kleidung::N,drabužiai,riided
492,Kleidung::N,drabužiai,riietus
493,Hemd::N,marškiniai,särk
494,Kragen::N,apykaklė,krae
495,Ärmel::N,rankovė,varrukas
496,Hose::N,kelnės,püksid
497,Gürtel::N,juosta,vöö
498,Gürtel::N,diržas,vöö
499,Mütze::N,kepurė,müts
500,Schuh::N,batas,king
501,Stiefel::N,auliniai batai,saabas
502,Ring::N,žiedas,sõrmus
503,Band::N,kaspinas,lint
504,Kamm::N,šukos,kamm
505,Spiegel::N,veidrodis,peegel
506,Riemen::N,diržas,rihm
507,Schnur::N,virvė,nöör
508,Leine::N,pavadėlis,jalutusrihm
509,Decke::N,antklodė,tekk
510,Kissen::N,pagalvė,padi
511,Kissen::N,priegalvis,padi
512,Tuch::N,skarelė,kalev
513,Handtuch::N,rankšluostis,käterätik
514,Kraft::N,jėga,jõud
515,Stärke::N,stiprumas,tugevus
516,Gesundheit::N,sveikata,tervis
517,Krankheit::N,liga,haigus
518,Schmerz::N,skausmas,valu
519,Wunde::N,žaizda,haav
520,Fieber::N,karštis,palavik
521,Arznei::N,vaistas,ravim
522,Brücke::N,tiltas,sild
523,Brunnen::N,šulinys,kaev
524,Weide::N,ganykla,karjamaa
525,Weide::N,gluosnis,karjamaa
526,Pfad::N,takas,rada
527,Weg::N,kelias,tee
528,Straße::N,gatvė,tee
529,Dorf::N,kaimas,küla
530,Dorf::N,sodžius,küla
531,Stadt::N,miestas,linn
532,Brief::N,laiškas,kiri
533,Buch::N,knyga,raamat
534,Buchstabe::N,raidė,täht
535,Zeitung::N,laikraštis,ajaleht
536,Leben::N,gyvybė,elu
537,Leben::N,gyvenimas,elu
538,Tod::N,mirtis,surm
539,Grab::N,kapas,haud
540,Kirche::N,bažnyčia,kirik
541,Sünde::N,nuodėmė,patt
542,Sünde::N,nusidėjimas,patt
543,Gott::N,dievas,jumal
544,Arbeiter::N,darbininkas,tööline
545,Chef::N,šefas,ülemus
546,Chef::N,šefas,juhataja
547,Chef::N,vadovas,ülemus
548,Chef::N,vadovas,juhataja
549,Chef::N,viršininkas,ülemus
550,Chef::N,viršininkas,juhataja
551,Meister::N,meistras,meister
552,Arzt::N,gydytojas,arst
553,Lehrer::N,mokytojas,õpetaja
554,Geld::N,pinigai,raha
555,Geschäft::N,biznis,äri
556,Laden::N,krautuvė,pood
557,Laden::N,krautuvė,kauplus
558,Laden::N,parduotuvė,pood
559,Laden::N,parduotuvė,kauplus
560,Preis::N,kaina,hind
561,Ware::N,prekė,kaup
562,Nutzen::N,nauda,tulu
563,Nutzen::N,nauda,kasulikkus
564,Nutzen::N,pelnas,tulu
565,Nutzen::N,pelnas,kasulikkus
566,Reichtum::N,turtas,rikkus
567,Welt::N,pasaulis,maailm
568,Land::N,žemė,maa
569,Land::N,šalis,maa
570,Staat::N,valstija,riik
571,König::N,karalius,kuningas
572,Macht::N,galia,võim
573,Macht::N,valdžia,võim
574,Grenze::N,riba,piir
575,Grenze::N,siena,piir
576,Krieg::N,karas,sõda
577,Feind::N,priešas,vaenlane
578,Gewalt::N,jėga,väevõim
579,Gewalt::N,smurtas,väevõim
580,Gewalt::N,prievarta,väevõim
581,Kampf::N,kova,võitlus
582,Bogen[Waffe]::N,lankas,vibu
583,Pfeil::N,strėlė,nool
584,Gewehr::N,šautuvas,püss
585,Fehler::N,klaida,viga
586,Lüge::N,melas,vale
587,Schaden::N,nuostolis,kahju
588,Schaden::N,apgadinimas,kahju
589,Unglück::N,nelaimė,häda
590,Unglück::N,nelaimė,õnnetus
591,Schuld::N,kaltė,süü
592,Alter::N,amžius,iga
593,Schluss::N,pabaiga,lõpp
594,Zeit::N,laikas,aeg
595,Tag::N,diena,päev
596,Morgen::N,rytas,hommik
597,Mittag::N,vidurdienis,lõuna
598,Mittag::N,vidurdienis,keskpäev
599,Abend::N,vakaras,õhtu
600,Nacht::N,naktis,öö
601,Woche::N,savaitė,nädal
602,Monat::N,mėnuo,kuu
603,Jahr::N,metai,aasta
604,Frühling::N,pavasaris,kevad
605,Sommer::N,vasara,suvi
606,Herbst::N,ruduo,sügis
607,Winter::N,žiema,talv
608,Januar::N,sausis,jaanuar
609,Februar::N,vasaris,veebruar
610,März::N,kovas,märts
611,April::N,balandis,aprill
612,Mai::N,gegužė,mai
613,Juni::N,birželis,juuni
614,Juli::N,liepa,juuli
615,August::N,rugpjūtis,august
616,September::N,rugsėjis,september
617,Oktober::N,spalis,oktoober
618,November::N,lapkritis,november
619,Dezember::N,gruodis,detsember
620,Montag::N,pirmadienis,esmaspäev
621,Dienstag::N,antradienis,teisipäev
622,Mittwoch::N,trečiadienis,kesknädal
623,Donnerstag::N,ketvirtadienis,neljapäev
624,Freitag::N,penktadienis,reede
625,Samstag::N,šeštadienis,laupäev
626,Sonntag::N,sekmadienis,pühapäev
627,groß::A,didis,suur
628,groß::A,didelis,suur
629,klein::A,mažas,väike
630,klein::A,mažas,pisike
631,lang::A,ilgas,pikk
632,kurz::A,trumpas,lühike
633,breit::A,platus,lai
634,schmal::A,smulkus,kitsas
635,dicht::A,tankus,tihe
636,dick[Gegenstand]::A,storas,jäme
637,dünn::A,plonas,õhuke
638,dünn::A,plonas,peenike
639,fein::A,smulkus,peen
640,fein::A,smulkus,õhuke
641,fest::A,kietas,püsiv
642,fest::A,kietas,kindel
643,fest::A,tvirtas,püsiv
644,fest::A,tvirtas,kindel
645,flach::A,lėkštas,lame
646,flach::A,lėkštas,tasane
647,flach::A,plokščias,lame
648,flach::A,plokščias,tasane
649,glatt::A,slidus,sile
650,hart::A,kietas,kõva
651,weich::A,minkštas,pehme
652,rund::A,apvalus,ümar
653,rund::A,apskritas,ümar
654,spitz::A,aštrus,torkav
655,spitz::A,smailus,torkav
656,scharf::A,aštrus,terav
657,stumpf::A,bukas,nüri
658,stumpf::A,atšipęs,nüri
659,schwer::A,sunkus,raske
660,schön::A,gražus,kena
661,heiß::A,karštas,kuum
662,heiß::A,karštas,palav
663,warm::A,šiltas,soe
664,kalt::A,šaltas,külm
665,kühl::A,vėsus,jahe
666,kühl::A,bejausmis,jahe
667,frisch::A,šviežias,värske
668,feucht::A,drėgnas,niiske
669,nass::A,šlapias,märg
670,trocken::A,sausas,kuiv
671,voll::A,pilnas,täis
672,leer::A,tuščias,tühi
673,offen::A,atviras,avatud
674,offen::A,atviras,lahtine
675,geschlossen::A,uždaras,suletud
676,geschlossen::A,uždarytas,suletud
677,sauber::A,švarus,puhas
678,schmutzig::A,nešvarus,räpane
679,schmutzig::A,nešvarus,määrdunud
680,schmutzig::A,purvinas,räpane
681,schmutzig::A,purvinas,määrdunud
682,roh::A,žalias,toores
683,reif::A,prinokęs,küps
684,reif::A,pribrendęs,küps
685,lecker::A,gardus,hõrk
686,lecker::A,gardus,maitsev
687,süß::A,saldus,magus
688,bitter::A,kartus,mõru
689,sauer::A,gižus,hapu
690,sauer::A,rūgštus,hapu
691,hell::A,šviesus,hele
692,hell::A,skaistus,hele
693,dunkel::A,tamsus,pime
694,schwarz::A,juodas,must
695,weiß::A,baltas,valge
696,rot::A,raudonas,punane
697,gelb::A,geltonas,kollane
698,blau::A,mėlynas,sinine
699,grün::A,žalias,roheline
700,grau::A,pilkas,hall
701,bunt::A,margas,kirju
702,bunt::A,margas,värviline
703,bunt::A,spalvotas,kirju
704,bunt::A,spalvotas,värviline
705,billig::A,pigus,odav
706,teuer::A,brangus,kallis
707,wertvoll::A,vertingas,väärtuslik
708,blind::A,aklas,pime
709,taub::A,kurčias,kurt
710,kräftig::A,stiprus,jõuline
711,stark::A,stiprus,tugev
712,schwach::A,silpnas,nõrk
713,schwach::A,silpnas,jõuetu
714,fett::A,riebus,rasvane
715,schlank::A,laibas,sale
716,schlank::A,lieknas,sale
717,hübsch::A,gražus,kena
718,böse::A,blogas,tige
719,dumm::A,paikas,juhm
720,dumm::A,paikas,rumal
721,dumm::A,kvailas,juhm
722,dumm::A,kvailas,rumal
723,faul::A,tingus,laisk
724,fleißig::A,stropus,virk
725,fleißig::A,stropus,hoolas
726,fleißig::A,kruopštus,virk
727,fleißig::A,kruopštus,hoolas
728,geizig::A,šykštus,ihne
729,klug::A,sumanus,tark
730,klug::A,sumanus,arukas
731,klug::A,sumanus,mõistlik
732,klug::A,protingas,tark
733,klug::A,protingas,arukas
734,klug::A,protingas,mõistlik
735,geschickt::A,apsukrus,osav
736,lieb::A,mielas,armas
737,lustig::A,smagus,lõbus
738,lustig::A,linksmas,lõbus
739,sanft::A,švelnus,õrn
740,sanft::A,minkštas,õrn
741,hungrig::A,alkanas,näljane
742,krank::A,ligotas,haige
743,krank::A,sergantis,haige
744,nackt::A,nuogas,alasti
745,traurig::A,liūdnas,kurb
746,lebendig::A,gyvas,elus
747,gut::A,geras,hea
748,schlecht::A,blogas,halb
749,schlecht::A,prastas,halb
750,richtig::A,tikras,õige
751,richtig::A,teisingas,õige
752,schlimm::A,blogas,paha
753,schlimm::A,prastas,paha
754,wahr::A,tikras,tõene
755,alt::A,senas,vana
756,neu::A,naujas,uus
757,ehemalig::A,buvęs,endine
758,alt[Lebewesen]::A,pagyvenęs,vana
759,jung::A,jaunas,noor
760,arm::A,neturtingas,vaene
761,reich::A,turtingas,rikas
762,bekannt::A,žinomas,teada
763,bekannt::A,žinomas,tuttav
764,bekannt::A,pažįstamas,teada
765,bekannt::A,pažįstamas,tuttav
766,berühmt::A,žymus,tuntud
767,berühmt::A,garsus,tuntud
768,fremd::A,svetimas,võõras
769,verschieden::A,įvairus,erinev
770,nah::A,artimas,lähedane
771,fern::A,tolimas,kauge
772,linker::A,kairys,vasak
773,rechter::A,dešinys,parem
774,anderer::A,kitas,muu
775,anderer::A,kitas,teine
776,erster::A,pirmas,esimene
777,zweiter::A,antras,teine
778,dritter::A,trečias,kolmas
779,letzter::A,paskutinis,viimane
780,allein::ADV,vienas,üksi
781,auf einmal::ADV,iš karto,korraga
782,auf einmal::ADV,iš karto,ühekorraga
783,zusammen::ADV,kartu,koos
784,zusammen::ADV,kartu,üheskoos
785,zusammen::ADV,drauge,koos
786,zusammen::ADV,drauge,üheskoos
787,lange::ADV,ilgai,kaua
788,plötzlich::ADV,staiga,äkki
789,plötzlich::ADV,staiga,järsku
790,sofort::ADV,tuojau,kohe
791,später::ADV,vėliau,hiljem
792,später::ADV,paskiau,hiljem
793,jetzt::ADV,dabãr,nüüd
794,heute::ADV,šiandien,täna
795,morgen::ADV,rytoj,homme
796,bald::ADV,greitai,pea
797,bald::ADV,greitai,varsti
798,bald::ADV,netrukus,pea
799,bald::ADV,netrukus,varsti
800,dann::ADV,po to,siis
801,gestern::ADV,vakar,eile
802,einst::ADV,kadaise,vanasti
803,einst::ADV,kitą kartą,vanasti
804,damals::ADV,anuomet,tookord
805,damals::ADV,anuokart,tookord
806,danach::ADV,po to,seejärel
807,danach::ADV,paskui,seejärel
808,vorher::ADV,anksčiau,enne
809,zuerst::ADV,pirma,enne
