,Concept_ID,hr,ko
80,Funke::N,iskra,불티
81,Funke::N,varnica,불티
82,Feuer::N,vatra,불
83,Licht::N,svjetlo,불
84,Schatten::N,hlad,어스레함
85,Schatten::N,sjena,어스레함
86,Wetter::N,vrijeme,기상
87,Nebel::N,magla,안개
88,Wolke::N,oblak,구름
89,Regen::N,kiša,비
90,Schnee::N,snijeg,눈
91,Eis::N,led,얼음
92,Frost::N,mraz,혹한
93,Kälte::N,studen,추위
94,Kälte::N,studen,차가움
95,Kälte::N,hladnoća,추위
96,Kälte::N,hladnoća,차가움
97,Hitze::N,vrućina,고온
98,Hitze::N,vrućina,더위
99,Raureif::N,inje,
100,Regenbogen::N,duga,무지개
101,Donner::N,grom,뇌명
102,Donner::N,grmljavina,뇌명
103,Strömung::N,struja,유동
104,Strömung::N,strujanje,유동
105,Tropfen::N,kap,물방울
106,Tropfen::N,kaplja,물방울
107,Schaum::N,pjena,포말
108,Schmutz::N,nečistoća,때
109,Schmutz::N,prljavština,때
110,See::N,jezero,호수
111,Sumpf::N,bara,습지
112,Moor::N,močvara,저습지
113,Wiese::N,livada,목초지
114,Wald::N,šuma,숲
115,Hügel::N,brijeg,언덕
116,Hügel::N,brežuljak,언덕
117,Anhöhe::N,uzvišica,언덕
118,Berg::N,brdo,산
119,Gipfel::N,vrh,졀졍
120,Höhle::N,pećina,공동
121,Höhle::N,spilja,공동
122,Abhang::N,obronak,몰매
123,Abhang::N,nizbrdica,몰매
124,Quelle::N,izvor,근원
125,Quelle::N,vrelo,근원
126,Bach::N,potok,내
127,Fluss::N,rijeka,강
128,Ufer::N,obala,강변
129,Ufer::N,obala,바닷가
130,Küste::N,obala,해변
131,Küste::N,obala,해변가
132,Küste::N,morska obala,해변
133,Küste::N,morska obala,해변가
134,Festland::N,kopno,본토
135,Meer::N,more,바다
136,Bucht::N,zaliv,협만
137,Insel::N,ada,섬
138,Insel::N,otok,섬
139,Blume::N,cvijet,꽃
140,Gras::N,trava,풀
141,Wurzel::N,korijen,뿌리
142,Baum::N,drvo,나무
143,Baum::N,stablo,나무
144,Stamm::N,deblo,대
145,Stamm::N,stablo,대
146,Rinde::N,kora,나무껍질
147,Ast::N,grana,가지
148,Zweig::N,grana,가지
149,Blatt::N,list,잎
150,Birke::N,breza,자작나무
151,Kiefer[Baum]::N,bor,소나무
152,Weide[Baum]::N,iva,쉬양버들
153,Weide[Baum]::N,vŕba,쉬양버들
154,Tanne::N,jela,전나무
155,Horn::N,rog,뿔
156,Feder::N,pero,깃털
157,Fell::N,koža,피혁모피
158,Flügel::N,krilo,날개
159,Klaue::N,papak,갈고리 발톺
160,Kralle::N,pandža,발툭
161,Schwanz::N,rep,꼬리
162,Ei::N,jaje,알
163,Nest::N,gnijezdo,보금자리
164,Bau::N,jazbina,굴
165,Tier::N,životinja,짐승
166,Herde::N,krdo,가축의떼
167,Herde::N,stado,가축의떼
168,Kuh::N,krava,암소
169,Bulle::N,bik,황소
170,Pferd::N,konj,말
171,Schaf::N,ovca,양
172,Schwein::N,svinja,돼지
173,Hund::N,pas,개
174,Hund::N,pseto,개
175,Katze::N,mačka,고양이
176,Bär::N,medvjed,콤
177,Eichhörnchen::N,vjeverica,다람쥐
178,Elch::N,los,고라니
179,Fuchs::N,lisica,여우
180,Hase::N,zec,토끼
181,Maus::N,miš,쥐
182,Wolf::N,vuk,늑대
183,Wolf::N,kurjak,늑대
184,Vogel::N,ptica,새
185,Schwarm::N,roj,뗴
186,Schwarm::N,jato,뗴
187,Huhn::N,kokoš,암탉
188,Hahn::N,kokot,수탉
189,Hahn::N,pijevac,수탉
190,Gans::N,guska,거위
191,Adler::N,orao,수리
192,Ente::N,patka,오리
193,Eule::N,sova,부엉이
194,Kranich::N,ždral,두루미
195,Krähe::N,vrana,까마귀
196,Kuckuck::N,kukavica,뻐꾸기
197,Schwan::N,labud,배조
198,Fisch::N,riba,물고기
199,Barsch::N,grgeč,농어
200,Hecht::N,štuka,에속스
201,Schlange[Tier]::N,guja,뱀
202,Schlange[Tier]::N,zmija,뱀
203,Wurm::N,crv,벌레
204,Spinne::N,pauk,거미
205,Ameise::N,mrav,개미
206,Laus::N,uš,이
207,Mücke::N,komarac,모기
208,Fliege::N,muha,날기
209,Schmetterling::N,leptir,나비
210,Beere::N,boba,장과
211,Beere::N,bobica,장과
212,Apfel::N,jabuka,사과
213,Pilz::N,pečurka,고방이
214,Zwiebel::N,luk,양파
215,Zwiebel::N,kapula,양파
216,Saat::N,sjemenje,씨
217,Korn::N,zrno,알맹이
218,Heu::N,sijeno,건초
219,Schale::N,kora,피상
220,Schale::N,ljuska,피상
221,Grube::N,jama,
222,Falle::N,zamka,함정
223,Falle::N,klopka,함정
224,Schlinge::N,uzao,올가미
225,Schlinge::N,uzao,멜빵붕대
226,Schlinge::N,petlja,올가미
227,Schlinge::N,petlja,멜빵붕대
228,Spur::N,trag,발지국
229,Spur::N,slijed,발지국
230,Asche::N,pepeo,재
231,Dreck::N,blato,똥
232,Dreck::N,blato,오물
233,Eisen::N,željezo,쇠
234,Eisen::N,željezo,철
235,Gold::N,zlato,항금
236,Silber::N,srebro,은
237,Kohle::N,ugalj,슻
238,Kohle::N,ugljen,슻
239,Glas::N,staklo,유리
240,Lehm::N,glina,찰흙
241,Lehm::N,ilovača,찰흙
242,Sand::N,pijesak,모래
243,Mensch::N,čovjek,사람
244,Mann::N,muškarac,남자
245,Frau::N,žena,여자
246,Kind::N,čedo,아이
247,Kind::N,dijete,아이
248,Junge::N,momče,소녁
249,Junge::N,dječak,소녁
250,Mädchen::N,djevojka,소녀
251,Mädchen::N,djevojčica,소녀
252,Familie::N,obitelj,가족
253,Familie::N,porodica,가족
254,Großvater::N,djed,할아버지
255,Großmutter::N,baka,할머니
256,Eltern::N,roditelji,어버오
257,Vater::N,otac,아버지
258,Mutter::N,majka,어머니
259,Sohn::N,sin,아들
260,Tochter::N,kći,딸기
261,Tochter::N,kćerka,딸기
262,Bruder::N,brat,형제
263,Schwester::N,sestra,누이
264,Onkel::N,čika,백부
265,Onkel::N,ujak,백부
266,Tante::N,ujna,아주머니
267,Tante::N,tetka,아주머니
268,Ehemann::N,muž,남편
269,Ehemann::N,suprug,남편
270,Ehefrau::N,žena,아내
271,Ehefrau::N,supruga,아내
272,Freude::N,radost,기쁨
273,Gelächter::N,grohot,웃음
274,Glück::N,sreća,즐거움
275,Kummer::N,jad,슬픔
276,Kummer::N,briga,슬픔
277,Wunsch::N,želja,소망
278,Lust::N,volja,
279,Geist::N,duh,할기
280,Gedanke::N,misao,상념
281,Gedächtnis::N,pamćenje,기억
282,Verstand::N,um,분별
283,Verstand::N,um,지능
284,Verstand::N,razum,분별
285,Verstand::N,razum,지능
286,Sinn::N,smisao,센스
287,Sinn::N,značenje,센스
288,Grund::N,razlog,까닭
289,Wahrheit::N,istina,참
290,Wahrheit::N,istina,진실
291,Gespräch::N,razgovor,대화
292,Märchen::N,bajka,동화
293,Erzählung::N,priča,이야기
294,Erzählung::N,pripovijest,이야기
295,Nachricht::N,vijest,
296,Neuigkeit::N,novost,뉴스
297,Name::N,ime,이름
298,Rätsel::N,zagonetka,수수께끼
299,Rede::N,govor,연설
300,Rede::N,besjeda,연설
301,Sprache::N,jezik,말
302,Stimme::N,glas,목소리
303,Wort::N,riječ,낱말
304,Zeichen::N,znak,신호
305,Ruf::N,povik,부름
306,Ruf::N,poklik,부름
307,Lärm::N,buka,소동
308,Lärm::N,galama,소동
309,Laut::N,zvuk,음성
310,Ton::N,ton,목소리
311,Lied::N,pjesma,노래
312,Ruhe::N,tišina,쉼
313,Ruhe::N,počinak,쉼
314,Leute::N,ljudi,사람들
315,Volk::N,puk,국중
316,Volk::N,narod,국중
317,Arbeit::N,rad,근로
318,Arbeit::N,rad,너무
319,Arbeit::N,posao,근로
320,Arbeit::N,posao,너무
321,Gast::N,gost,손님
322,Geschenk::N,dar,행하
323,Geschenk::N,poklon,행하
324,Spiel::N,igra,무리
325,Gesellschaft::N,društvo,교제
326,Gesellschaft::N,kompanija,교제
327,Hilfe::N,pomoć,거들음
328,Hilfe::N,pomoć,보좌
329,Freund::N,prijatelj,친구
330,Kamerad::N,drug,동실자
331,Kamerad::N,drugar,동실자
332,Angelegenheit::N,posao,용무
333,Anzahl::N,broj,어떤
334,Anzahl::N,broj,수
335,Anzahl::N,brojnost,어떤
336,Anzahl::N,brojnost,수
337,Art::N,vid,정류
338,Art::N,vrst,정류
339,Stück::N,komad,일부분
340,Teil::N,dio,몱
341,Teil::N,dio,구훠
342,Hälfte::N,polovina,2분의
343,Kreis::N,krug,고리
344,Kreuz::N,križ,열십자
345,Linie::N,crta,선
346,Strich::N,crta,스침
347,Abstand::N,razmak,거리
348,Abstand::N,odstojanje,거리
349,Entfernung::N,udaljenost,거리
350,Gegend::N,kraj,곳
351,Gegend::N,kraj,부금
352,Gegend::N,predeo,곳
353,Gegend::N,predeo,부금
354,Platz::N,mjesto,장소
355,Ort::N,mjesto,장소
356,Seite::N,bok,옆면
357,Seite::N,strana,옆면
358,Mitte::N,sredina,궁간
359,Gegenstand::N,predmet,항목
360,Sache::N,posao,뭉에
361,Rand::N,rub,가
362,Rand::N,kraj,가
363,Kante::N,brid,귀퉁
364,Kante::N,ivica,귀퉁
365,Ecke::N,ugao,구석
366,Spitze::N,vrh,끝
367,Spitze::N,vrh,참단
368,Spitze::N,šiljak,끝
369,Spitze::N,šiljak,참단
370,Ende::N,konac,말당
371,Loch::N,rupa,빙옷
372,Winkel::N,kut,각도
373,Winkel::N,ugao,각도
374,Muster::N,uzor,본
375,Muster::N,uzor,견복
376,Größe::N,veličina,신장
377,Länge::N,duljina,길이긺
378,Höhe::N,visina,높이
379,Gewicht::N,težina,추
380,Menge::N,mnoštvo,수양
381,Menge::N,količina,수양
382,Haufen::N,hrpa,퇴적
383,Haufen::N,gomila,퇴적
384,Reihe::N,red,열
385,Boot::N,čun,보트
386,Boot::N,čamac,보트
387,Ruder::N,veslo,노
388,Schlitten::N,saone,썰매
389,Ski::N,ski,스키
390,Ski::N,smučka,스키
391,Lagerfeuer::N,logorska vatra,캠프의 모닥불
392,Last::N,tovar,무거운짐
393,Gang::N,hod,걸음
394,Schritt::N,korak,보조
395,Norden::N,sjever,북쪽 
396,Süden::N,jug,남쪽
397,Westen::N,zapad,서쪽
398,Osten::N,istok,동쪽
399,Holz::N,drvo,목재
400,Brett::N,daska,마루널
401,Platte::N,ploča,탤
402,Platte::N,ploča,금속판
403,Stütze::N,potpora,버팀목
404,Stange::N,motka,장대
405,Stock::N,štap,막대기
406,Stock::N,palica,막대기
407,Stab::N,štap,작대기
408,Stab::N,šipka,작대기
409,Rohr::N,cijev,갈대
410,Haus::N,kuća,집
411,Heim::N,dom,집
412,Ofen::N,peć,아궁이
413,Fußboden::N,pod,마루
414,Tisch::N,stol,탁자
415,Tisch::N,trpeza,탁자
416,Stuhl::N,stolac,의자
417,Stuhl::N,stolica,의자
418,Wiege::N,kolijevka,발상지
419,Bett::N,krevet,침대
420,Bett::N,postelja,침대
421,Regal::N,polica,서가
422,Kiste::N,sanduk,짐궤
423,Fenster::N,prozor,눔
424,Tür::N,vrata,문
425,Tor::N,vrata,대문
426,Tor::N,kapija,대문
427,Zaun::N,plot,담장
428,Zaun::N,ograda,담장
429,Dach::N,krov,지붕
430,Leiter::N,ljestve,사닥다리
431,Leiter::N,ljestvice,사닥다리
432,Besen::N,metla,비
433,Spaten::N,ašov,가래
434,Schaufel::N,lopata,삽
435,Gabel::N,viljuška,갈래
436,Löffel::N,žlica,숟가락
437,Messer::N,nož,나이프
438,Nagel::N,čavao,발툽
439,Netz::N,mreža,그물
440,Haken::N,kuka,갈고리
441,Griff::N,držak,움켜쥠
442,Griff::N,ručica,움켜쥠
443,Schloss::N,brava,자물쇠
444,Bild::N,slika,그림
445,Figur::N,figura,몸메
446,Puppe::N,lutka,인형
447,Beutel::N,kesa,클
448,Bündel::N,snop,자근다발
449,Bündel::N,svežanj,자근다발
450,Tasche::N,torba,가방
451,Tasche::N,taška,가방
452,Eimer::N,kabao,동이
453,Deckel::N,poklopac,뚜껑
454,Geschirr::N,suđe,식시
455,Geschirr::N,posuđe,식시
456,Sack::N,džak,조갑
457,Sack::N,vreća,조갑
458,Tasse::N,šalica,차잔
459,Topf::N,lonac,단지
460,Kessel::N,kazan,주전자
461,Essen::N,obrok,먹기
462,Nahrung::N,hrana,식료
463,Speise::N,jelo,음식물
464,Fleisch::N,meso,고기
465,Getreide::N,žito,곡물
466,Getreide::N,žitarice,곡물
467,Brei::N,kaša,젤리
468,Brot::N,kruh,빵
469,Scheibe::N,kriška,원반
470,Fett::N,mast,기름
471,Fett::N,salo,기름
472,Butter::N,buter,버터
473,Butter::N,maslac,버터
474,Öl::N,ulje,올리브유
475,Salz::N,sol,소금
476,Suppe::N,supa,국
477,Suppe::N,supa,수프
478,Honig::N,med,감미
479,Milch::N,mlijeko,유즙
480,Tee::N,čaj,차
481,Leder::N,koža,가죽
482,Wolle::N,vuna,양털
483,Stoff::N,štof,패료
484,Stoff::N,tkanina,패료
485,Nadel::N,igla,바늘
486,Faden::N,nit,콘실
487,Faden::N,konac,콘실
488,Knopf::N,dugme,단추
489,Knoten::N,čvor,곁절
490,Knoten::N,uzao,곁절
491,Farbe::N,farba,색
492,Kleidung::N,odjeća,옷입기
493,Hemd::N,košulja,속옷
494,Kragen::N,ovratnik,깃
495,Ärmel::N,rukav,소매
496,Hose::N,hlače,바지
497,Gürtel::N,pas,밴드
498,Gürtel::N,pojas,밴드
499,Mütze::N,kapa,모자
500,Schuh::N,cipela,구두
501,Stiefel::N,čizma,장화
502,Ring::N,prsten,고리
503,Band::N,vrpca,리본
504,Kamm::N,češalj,빗
505,Spiegel::N,zrcalo,거울
506,Spiegel::N,ogledalo,거울
507,Riemen::N,kaiš,가죽끈
508,Riemen::N,remen,가죽끈
509,Schnur::N,vrpca,밧줄
510,Leine::N,uzica,고삐줄
511,Decke::N,ćebe,이부자리
512,Decke::N,pokrivač,이부자리
513,Kissen::N,jastuk,깔개
514,Tuch::N,rubac,천
515,Tuch::N,marama,천
516,Handtuch::N,ručnik,수건
517,Kraft::N,snaga,세력
518,Stärke::N,jakost,힘
519,Gesundheit::N,zdravlje,위생
520,Krankheit::N,bolest,병
521,Schmerz::N,bol,아픔고통
522,Wunde::N,rana,상처
523,Fieber::N,groznica,열별
524,Arznei::N,lijek,약
525,Brücke::N,most,교량
526,Brücke::N,ćuprija,교량
527,Brunnen::N,bunar,원천
528,Brunnen::N,zdenac,원천
529,Weide::N,paša,목장
530,Weide::N,pašnjak,목장
531,Pfad::N,staza,좁은길
532,Weg::N,put,길
533,Straße::N,drum,길
534,Straße::N,cesta,길
535,Dorf::N,selo,촌
536,Dorf::N,selo,촌락
537,Stadt::N,grad,도시
538,Stadt::N,varoš,도시
539,Brief::N,list,서한
540,Brief::N,pismo,서한
541,Buch::N,knjiga,책
542,Buchstabe::N,slovo,문자
543,Zeitung::N,novine,신문
544,Leben::N,život,삶
545,Tod::N,smrt,죽음
546,Grab::N,raka,무덤
547,Kirche::N,crkva,교회
548,Sünde::N,grijeh,부정
549,Gott::N,bog,하느님
550,Arbeiter::N,radnik,일하는사람
551,Chef::N,šef,사장
552,Meister::N,majstor,명인
553,Meister::N,majstor,대가
554,Arzt::N,liječnik,의사
555,Lehrer::N,učitelj,교사
556,Geld::N,novac,돈
557,Geschäft::N,posao,일
558,Geschäft::N,trgovina,일
559,Laden::N,dućan,가게
560,Preis::N,cijena,가격
561,Ware::N,roba,상품
562,Nutzen::N,korist,이익
563,Reichtum::N,bogatstvo,많음
564,Welt::N,svijet,세상
565,Land::N,zemlja,지방
566,Staat::N,država,국가
567,König::N,kralj,국왕
568,Macht::N,moć,힘
569,Macht::N,vlast,힘
570,Grenze::N,granica,국경
571,Krieg::N,rat,전쟁
572,Feind::N,neprijatelj,적
573,Gewalt::N,sila,권력
574,Gewalt::N,nasilje,권력
575,Kampf::N,boj,전투
576,Kampf::N,borba,전투
577,Bogen[Waffe]::N,luk,활
578,Pfeil::N,strijela,화살
579,Gewehr::N,puška,무기
580,Fehler::N,pogreška,오류
581,Fehler::N,griješka,오류
582,Lüge::N,laž,거짓말
583,Schaden::N,šteta,손상
584,Unglück::N,nesreća,불행
585,Schuld::N,krivnja,부채
586,Alter::N,dob,연령
587,Schluss::N,kraj,마감
588,Schluss::N,konac,마감
589,Zeit::N,doba,때
590,Zeit::N,doba,시간
591,Zeit::N,vrijeme,때
592,Zeit::N,vrijeme,시간
593,Tag::N,dan,하루
594,Morgen::N,jutro,이침
595,Mittag::N,podne,대낮
596,Abend::N,veče,저녁
597,Abend::N,večer,저녁
598,Nacht::N,noć,밤
599,Woche::N,sedmica,근무일
600,Monat::N,mjesec,달
601,Jahr::N,godina,해
602,Frühling::N,proljeće,봄
603,Sommer::N,ljeto,여름
604,Herbst::N,jesen,가을
605,Winter::N,zima,겨울
606,Januar::N,januar,일월
607,Januar::N,siječanj,일월
608,Februar::N,veljača,이월
609,Februar::N,februar,이월
610,März::N,mart,삼월
611,März::N,ožujak,삼월
612,April::N,april,사월
613,April::N,travanj,사월
614,Mai::N,maj,오월
615,Mai::N,svibanj,오월
616,Juni::N,juni,유월
617,Juni::N,lipanj,유월
618,Juli::N,juli,칠월
619,Juli::N,srpanj,칠월
620,August::N,august,팔월
621,August::N,kolovoz,팔월
622,September::N,rujan,구월
623,September::N,septembar,구월
624,Oktober::N,oktobar,시월
625,Oktober::N,listopad,시월
626,November::N,studeni,십일월
627,November::N,novembar,십일월
628,Dezember::N,prosinac,십이월
629,Montag::N,ponedjeljak,월요일
630,Montag::N,ponedjeljnik,월요일
631,Dienstag::N,utorak,화요일
632,Dienstag::N,utornik,화요일
633,Mittwoch::N,srijeda,수요일
634,Donnerstag::N,četvrtak,모교일
635,Freitag::N,petak,그묘일
636,Samstag::N,subota,토요일
637,Sonntag::N,nedjelja,일요일
638,groß::A,velik,큰
639,klein::A,mali,자근
640,klein::A,malen,자근
641,lang::A,dug,긴
642,lang::A,dugačak,긴
643,kurz::A,kratak,짧은
644,breit::A,širok,넓은
645,schmal::A,uski,좁은
646,schmal::A,uzak,좁은
647,dicht::A,gust,농밀한
648,dick[Gegenstand]::A,debeo,두꺼운
649,dünn::A,tanak,얇은
650,fein::A,fin,미세한
651,fein::A,tanak,미세한
652,fest::A,čvrst,굳은
653,flach::A,ravan,얕은
654,flach::A,plosnat,얕은
655,glatt::A,gladak,반들반들한
656,hart::A,tvrd,굳은
657,weich::A,mek,연한
658,weich::A,mekan,연한
659,rund::A,okrugao,둥근
660,spitz::A,oštar,뾰족한
661,spitz::A,šiljast,뾰족한
662,scharf::A,oštar,날카로운
663,scharf::A,bridak,날카로운
664,stumpf::A,tup,무딘
665,schwer::A,težak,무거운
666,schön::A,krasan,멋진
667,heiß::A,vruć,뜨거운
668,warm::A,topao,따뜻한
669,kalt::A,hladan,찬
670,kühl::A,hladan,서늘한
671,frisch::A,svjež,신선한
672,feucht::A,vlažan,축축한
673,nass::A,mokar,젖은
674,trocken::A,suh,마른
675,voll::A,pun,완전한
676,leer::A,prazan,빈
677,offen::A,otvoren,열린
678,geschlossen::A,zatvoren,닫힌
679,sauber::A,čist,깨끗한
680,schmutzig::A,nečist,더러운
681,schmutzig::A,blatan,더러운
682,roh::A,sirov,날게잇의
683,reif::A,zreo,이근
684,lecker::A,tečan,맛있는
685,lecker::A,ukusan,맛있는
686,süß::A,sladak,단
687,bitter::A,gorak,찌르는듯한
688,sauer::A,kiseo,산성의
689,hell::A,vedar,밝은
690,hell::A,svijetao,밝은
691,dunkel::A,taman,어두운
692,schwarz::A,crn,검은
693,weiß::A,bio,하얀
694,weiß::A,bijel,하얀
695,rot::A,crven,붉은
696,gelb::A,žut,황색
697,blau::A,plav,푸른
698,blau::A,modar,푸른
699,grün::A,zelen,녹색의
700,grau::A,siv,회색의
701,bunt::A,šaren,알록달록한
702,billig::A,jeftin,싼
703,teuer::A,skup,값비산
704,wertvoll::A,vrijedan,가치가많은
705,wertvoll::A,dragocjen,가치가많은
706,blind::A,slijep,눈먼
707,taub::A,gluh,무감간한
708,kräftig::A,snažan,강장한
709,stark::A,jak,강한
710,stark::A,snažan,강한
711,schwach::A,slab,약한
712,fett::A,pretio,실찐
713,schlank::A,vitak,호리호리한
714,hübsch::A,zgodan,예쁜
715,böse::A,zao,나쁜
716,böse::A,opak,나쁜
717,dumm::A,glup,어리석은
718,faul::A,lijen,너덜너덜한
719,fleißig::A,radin,근면한
720,fleißig::A,marljiv,근면한
721,geizig::A,škrt,인색한
722,klug::A,razborit,
723,geschickt::A,vješt,교묘한
724,lieb::A,drag,친애하는
725,lustig::A,veseo,유쾌한
726,sanft::A,blag,온화한
727,hungrig::A,gladan,배고픈
728,krank::A,bolestan,병든
729,nackt::A,nag,벌거벗은
730,traurig::A,tužan,슬픈
731,traurig::A,žalostan,슬픈
732,lebendig::A,živ,살아있는
733,gut::A,dobar,좋은
734,schlecht::A,loš,나쁜
735,schlecht::A,rđav,나쁜
736,richtig::A,tačan,바른
737,richtig::A,ispravan,바른
738,schlimm::A,zao,못된
739,schlimm::A,zločest,못된
740,wahr::A,istinit,참된
741,alt::A,star,늙은
742,neu::A,nov,새
743,ehemalig::A,bivši,전의
744,alt[Lebewesen]::A,star,낡은
745,jung::A,mlad,젊은
746,arm::A,ubog,가난한
747,arm::A,siromašan,가난한
748,reich::A,bogat,풍부한
749,bekannt::A,poznat,저명한
750,berühmt::A,čuven,유명한
751,berühmt::A,slavan,유명한
752,fremd::A,tuđ,타처이
753,fremd::A,stran,타처이
754,verschieden::A,razan,따른
755,verschieden::A,različan,따른
756,nah::A,blizak,가까운
757,fern::A,dalek,먼
758,fern::A,daljnji,먼
759,linker::A,lijevi,왼쭉의
760,rechter::A,desni,오른쪽의
761,anderer::A,drugi,다른
762,anderer::A,drugačiji,다른
763,erster::A,prvi,첫째
764,zweiter::A,drugi,둘째
765,dritter::A,treći,셋째
766,letzter::A,zadnji,의후자의
767,allein::ADV,sam,훌로
768,auf einmal::ADV,istodobno,갑자기
769,zusammen::ADV,skupa,모아서
770,zusammen::ADV,zajedno,모아서
771,lange::ADV,dugo,오래
772,plötzlich::ADV,naglo,둘연한
773,plötzlich::ADV,iznenada,둘연한
774,sofort::ADV,odmah,즉시
775,später::ADV,kasnije,보다늦은
776,jetzt::ADV,sad,목하
777,jetzt::ADV,sada,목하
778,heute::ADV,danas,오늘
779,morgen::ADV,sutra,내일
780,bald::ADV,skoro,곱
781,bald::ADV,doskora,곱
782,dann::ADV,zatim,그경우에
783,gestern::ADV,juče,어제
784,gestern::ADV,jučer,어제
785,einst::ADV,negda,옛날에
786,einst::ADV,nekada,옛날에
787,damals::ADV,tada,그때에
788,damals::ADV,onda,그때에
789,danach::ADV,poslije,그 뒤에
790,danach::ADV,nakon toga,그 뒤에
791,vorher::ADV,prije,미리
792,vorher::ADV,prije toga,미리
793,zuerst::ADV,prvo,최초로
794,zuerst::ADV,najprije,최초로
795,einmal::ADV,jednom,한번
796,einmal::ADV,jedanput,한번
797,manchmal::ADV,katkad,땓대로
798,manchmal::ADV,katkada,땓대로
799,oft::ADV,često,땓대로
800,immer::ADV,vazda,늘
801,immer::ADV,uvijek,늘
802,niemals::ADV,nikad,결코...(하지)않다
803,niemals::ADV,nikada,결코...(하지)않다
804,hier::ADV,tu,여기
805,hier::ADV,ovdje,여기
806,hierhin::ADV,amo,여기로
807,hierhin::ADV,ovamo,여기로
808,von hier::ADV,odavde,
809,dort::ADV,ondje,거기
810,dorthin::ADV,onamo,저기예
811,geradeaus::ADV,ravno,곧장
812,vorwärts::ADV,naprijed,앞으로
813,rückwärts::ADV,natrag,뒤로
814,zurück::ADV,nazad,제자리로
815,zurück::ADV,natrag,제자리로
816,unten::ADV,dolje,아래에
817,hinab::ADV,nizbrdo,아래쪽으로
818,oben::ADV,gore,위에
819,hinauf::ADV,uzbrdo,위쪽으로
820,überall::ADV,svuda,도처에
821,überall::ADV,svagdje,도처에
822,nicht::ADV,ne,안
823,ein wenig::ADV,malo,적음
824,kaum::ADV,tek,가의
825,kaum::ADV,jedva,가의
826,sehr::ADV,jako,자주
827,sehr::ADV,veoma,자주
828,so::ADV,tako,그와같이
829,so::ADV,ovako,그와같이
830,noch::ADV,još,아직
831,nur::ADV,samo,다만
832,schon::ADV,već,이미
833,wieder::ADV,opet,다시
834,wieder::ADV,ponovo,다시
835,vergebens::ADV,uzalud,헛되이
836,vergebens::ADV,zabadava,헛되이
837,vor::PRP,pred,앞에
838,vor::PRP,ispred,앞에
839,hinter::PRP,za,뒤에
840,hinter::PRP,iza,뒤에
841,unter::PRP,pod,잍에
842,unter::PRP,ispod,잍에
843,durch::PRP,po,통고하여
844,durch::PRP,kroz,통고하여
845,neben::PRP,kraj,와나란히
846,neben::PRP,pored,와나란히
847,neben::PRP,pokraj,와나란히
848,zwischen::PRP,među,의사이로
849,zwischen::PRP,između,의사이로
850,wegen::PRP,radi,때문에
851,wegen::PRP,zbog,때문에
852,dies::PRN,ovo,이
853,das::PRN,to,저
