,Concept_ID,ru,ps
101,Tropfen::N,капля,قطره
102,Tropfen::N,капля,څاڅکی
103,Schaum::N,пена,ځګ
104,Schmutz::N,грязь,ناپاکي
105,See::N,озеро,جهیل
106,Sumpf::N,топь,جبه
107,Moor::N,болото,جبه
108,Wiese::N,луг,چمن
109,Wiese::N,луг,شنېلی
110,Wald::N,лес,ځنګل
111,Hügel::N,холм,تپه
112,Anhöhe::N,возвышенность,غونډۍ
113,Berg::N,гора,غ‍‍‍‍‍ر
114,Gipfel::N,вершина,څوکه
115,Höhle::N,пещера,کاز
116,Abhang::N,склон,لمن
117,Quelle::N,источник,چینه
118,Bach::N,ручей,واله
119,Fluss::N,река,سیند
120,Ufer::N,берег,غاړه
121,Küste::N,побережье,ساحل
122,Festland::N,суша,وچه
123,Meer::N,море,بحر
124,Meer::N,море,سمندر
125,Bucht::N,бухта,کارۍ
126,Insel::N,остров,ټاپو
127,Insel::N,остров,جزيره
128,Blume::N,цветок,ګل
129,Gras::N,трава,واښه
130,Wurzel::N,корень,ریښه
131,Baum::N,дерево,ونه
132,Stamm::N,ствол,ډډ
133,Rinde::N,кора,پوستکی
134,Ast::N,сук,ښاخ
135,Zweig::N,ветвь,څانګه
136,Blatt::N,лист,پاڼه
137,Birke::N,береза,توس
138,Kiefer[Baum]::N,сосна,نښتر
139,Weide[Baum]::N,ива,وله
140,Tanne::N,ель,ناجو
141,Horn::N,рог,ښکر
142,Feder::N,перо,بڼکه
143,Fell::N,шкура,پوستکی
144,Flügel::N,крыло,وزر
145,Klaue::N,коготь,پنجه
146,Klaue::N,коготь,منګول
147,Kralle::N,лапа,پنجه
148,Kralle::N,лапа,منګول
149,Schwanz::N,хвост,لکۍ
150,Ei::N,яйцо,وۍ
151,Ei::N,яйцо,هګۍ
152,Nest::N,гнездо,جاله
153,Bau::N,нора,کاز
154,Tier::N,животное,ژوی
155,Tier::N,животное,حیوان
156,Herde::N,стадо,رمه
157,Herde::N,стадо,غېله
158,Kuh::N,корова,غوا
159,Bulle::N,бык,غوئی
160,Pferd::N,лошадь,آس
161,Schaf::N,овца,پسه
162,Schwein::N,свинья,سرکوزی
163,Hund::N,собака,سپی
164,Katze::N,кошка,پشه
165,Bär::N,медведь,خرس
166,Eichhörnchen::N,белка,خړ لمی
167,Elch::N,лось,ګوزن
168,Fuchs::N,лиса,سپلم
169,Hase::N,заяц,سوی
170,Maus::N,мышь,مږک
171,Wolf::N,волк,لېوه
172,Vogel::N,птица,مرغه
173,Schwarm::N,стая,سېل
174,Huhn::N,курица,چرګه
175,Hahn::N,петух,چرګ
176,Gans::N,гусь,بته
177,Adler::N,орел,عقاب
178,Ente::N,утка,ایلۍ
179,Eule::N,сова,ګونګی
180,Kranich::N,журавль,کلنګ
181,Krähe::N,ворона,کارغه
182,Kuckuck::N,кукушка,فاخته
183,Schwan::N,лебедь,قو
184,Fisch::N,рыба,کب
185,Fisch::N,рыба,ماهی
186,Barsch::N,окунь,
187,Hecht::N,щука,
188,Schlange[Tier]::N,змея,مار
189,Wurm::N,червяк,چینجی
190,Spinne::N,паук,غڼه
191,Spinne::N,паук,تارکښ
192,Ameise::N,муравей,مېږی
193,Laus::N,вошь,سپږه
194,Mücke::N,комар,ماشی
195,Fliege::N,муха,مچ
196,Schmetterling::N,бабочка,پتنګ
197,Beere::N,ягода,مېوۍ
198,Apfel::N,яблоко,مڼه
199,Pilz::N,гриб,خرېړی
200,Zwiebel::N,луковица,پیاز
201,Saat::N,семя,تخم
202,Korn::N,зерно,تخم
203,Korn::N,зерно,دانه
204,Heu::N,сено,بوس
205,Heu::N,сено,پروړه
206,Schale::N,шелуха,پوستکی
207,Grube::N,яма,کنده
208,Falle::N,ловушка,دام
209,Falle::N,ловушка,لومه
210,Schlinge::N,силок,کړۍ
211,Spur::N,след,نښه
212,Asche::N,зола,آس
213,Asche::N,зола,ایره
214,Asche::N,пепел,آس
215,Asche::N,пепел,ایره
216,Dreck::N,грязь,ناپاکي
217,Eisen::N,железо,اوسپنه
218,Gold::N,золото,سره زر
219,Silber::N,серебро,نقره
220,Silber::N,серебро,سپین زر
221,Kohle::N,уголь,سکور
222,Kohle::N,уголь,سکاره
223,Glas::N,стекло,ښيښه
224,Lehm::N,глина,خټه
225,Sand::N,песок,شګه
226,Mensch::N,человек,انسان
227,Mann::N,мужчина,سړی
228,Mann::N,мужчина,نارینه
229,Frau::N,женщина,ښځه
230,Kind::N,ребенок,بچی
231,Kind::N,ребенок,ماشوم
232,Junge::N,мальчик,هلک
233,Mädchen::N,девочка,نجلۍ
234,Familie::N,семья,کورنۍ
235,Großvater::N,дедушка,بابا
236,Großmutter::N,бабушка,انا
237,Eltern::N,родители,مور او پلار
238,Vater::N,отец,پلار
239,Mutter::N,мать,مور
240,Sohn::N,сын,زوی
241,Tochter::N,дочь,لور
242,Bruder::N,брат,ورور
243,Schwester::N,сестра,خور
244,Onkel::N,дядя,تره
245,Onkel::N,дядя,ماما
246,Tante::N,тетя,خاله
247,Ehemann::N,муж,مېړه
248,Ehefrau::N,жена,مېرمن
249,Freude::N,радость,خوشحالي
250,Gelächter::N,смех,خندا
251,Glück::N,счастье,بخت
252,Kummer::N,горе,غم
253,Wunsch::N,желание,هيله
254,Wunsch::N,желание,غوښتنه
255,Lust::N,влечение,شوق
256,Lust::N,влечение,مینه
257,Geist::N,дух,روح
258,Gedanke::N,мысль,فکر
259,Gedächtnis::N,память,یاد
260,Gedächtnis::N,память,حافظه
261,Verstand::N,ум,عقل
262,Verstand::N,ум,شعور
263,Sinn::N,смысл,معنی
264,Grund::N,повод,علت
265,Grund::N,повод,اساس
266,Wahrheit::N,правда,حقیقت
267,Gespräch::N,беседа,مرکه
268,Gespräch::N,беседа,خبرې اترې
269,Märchen::N,сказка,افسانه
270,Erzählung::N,рассказ,قصه
271,Erzählung::N,рассказ,کیسه
272,Nachricht::N,сообщение,خبر
273,Neuigkeit::N,новость,نوی خبر
274,Name::N,имя,نوم
275,Rätsel::N,загадка,کیسۍ
276,Rätsel::N,загадка,چیستان
277,Rede::N,речь,وینا
278,Sprache::N,язык,ژبه
279,Stimme::N,голос,غږ
280,Stimme::N,голос,اواز
281,Wort::N,слово,لغت
282,Wort::N,слово,کلمه
283,Zeichen::N,знак,نښه
284,Zeichen::N,знак,اشاره
285,Ruf::N,зов,ږغ
286,Ruf::N,зов,بلنه
287,Lärm::N,шум,غالمغال
288,Laut::N,звук,ږغ
289,Ton::N,звучание,اواز
290,Lied::N,песня,غزله
291,Lied::N,песня,سندره
292,Ruhe::N,покой,ارامي
293,Leute::N,люди,خلک
294,Volk::N,народ,ولس
295,Arbeit::N,работа,کار
296,Gast::N,гость,مېلمه
297,Geschenk::N,подарок,تحفه
298,Geschenk::N,подарок,سوغات
299,Spiel::N,игра,لوبه
300,Gesellschaft::N,общество,ډله
301,Hilfe::N,помощь,کومک
302,Hilfe::N,помощь,مرسته
303,Freund::N,друг,ملګری
304,Kamerad::N,приятель,انډيوال
305,Angelegenheit::N,дело,موضوع
306,Anzahl::N,количество,شمېر
307,Anzahl::N,количество,تعداد
308,Art::N,вид,ډول
309,Stück::N,кусок,ټوټه
310,Teil::N,часть,برخه
311,Hälfte::N,половина,نیم
312,Kreis::N,круг,دایره
313,Kreuz::N,крест,صلیب
314,Linie::N,линия,خط
315,Linie::N,линия,لیکه
316,Strich::N,черта,کرښه
317,Abstand::N,промежуток,فاصله
318,Entfernung::N,расстояние,واټن
319,Gegend::N,местность,سیمه
320,Gegend::N,местность,منطقه
321,Platz::N,пространство,ځای
322,Ort::N,место,ځای
323,Seite::N,сторона,مخ
324,Seite::N,сторона,اړخ
325,Mitte::N,середина,وسط
326,Mitte::N,середина,مینځ
327,Gegenstand::N,предмет,شی
328,Sache::N,вещь,شی
329,Sache::N,вещь,څيز
330,Rand::N,край,څنډه
331,Rand::N,край,کناره
332,Kante::N,ребро,اړخ
333,Ecke::N,угол,ګوټ
334,Spitze::N,кончик,څوکه
335,Ende::N,конец,څوکه
336,Loch::N,дыра,سوری
337,Winkel::N,угол,کنج
338,Winkel::N,угол,کوتی
339,Muster::N,узор,نمونه
340,Größe::N,размер,قد
341,Größe::N,размер,لويوالی
342,Länge::N,длина,طول
343,Länge::N,длина,اوږد والی
344,Höhe::N,высота,جګوالی
345,Gewicht::N,вес,وزن
346,Menge::N,количество,اندازه
347,Haufen::N,куча,کوټه
348,Reihe::N,ряд,صف
349,Reihe::N,ряд,کتار
350,Boot::N,лодка,قايق
351,Ruder::N,весло,چپه
352,Schlitten::N,сани,ښویېدونی
353,Ski::N,лыжа,سکي
354,Lagerfeuer::N,костер,اور
355,Last::N,тяжесть,بار
356,Last::N,тяжесть,پېټی
357,Gang::N,ход,تګ
358,Schritt::N,шаг,ګام
359,Norden::N,север,شمال
360,Süden::N,юг,سوېل
361,Westen::N,запад,لوېدېځ
362,Osten::N,восток,شرق
363,Osten::N,восток,ختیځ
364,Holz::N,древесина,لرګی
365,Brett::N,доска,تخته
366,Platte::N,плита,تخته
367,Stütze::N,подпорка,تکیوان
368,Stange::N,жердь,ډاګه
369,Stock::N,палка,لرګی
370,Stab::N,шест,چيخله
371,Rohr::N,труба,نل
372,Haus::N,дом,کور
373,Heim::N,дом,کور
374,Ofen::N,печь,تودنۍ
375,Fußboden::N,пол,غولی
376,Tisch::N,стол,مېز
377,Stuhl::N,стул,چوکۍ
378,Wiege::N,колыбель,زانګو
379,Bett::N,постель,کټ
380,Bett::N,постель,چپرکټ
381,Regal::N,полка,تاخچۍ
382,Kiste::N,ящик,صندوق
383,Fenster::N,окно,کړکۍ
384,Tür::N,дверь,دروازه
385,Tor::N,ворота,دروازه
386,Zaun::N,забор,کټاره
387,Dach::N,крыша,بام
388,Leiter::N,лестница,زينه
389,Besen::N,метла,جارو
390,Spaten::N,лопата,یوم
391,Schaufel::N,совок,بېلچه
392,Gabel::N,вилка,پنجه
393,Löffel::N,ложка,کاشوغه
394,Messer::N,нож,چاقو
395,Nagel::N,гвоздь,ميخ
396,Netz::N,сеть,جال
397,Haken::N,крюк,څنګک
398,Griff::N,ручка,لاستی
399,Schloss::N,замок,کلپ
400,Bild::N,картина,رسم
401,Figur::N,фигура,قدوقامت
402,Puppe::N,кукла,ګوډۍ
403,Beutel::N,мешок,کڅوړه
404,Bündel::N,связка,دسته
405,Tasche::N,сумка,بکس
406,Tasche::N,сумка,توبره
407,Eimer::N,ведро,سطل
408,Deckel::N,крышка,سرپوښ
409,Geschirr::N,посуда,لوښی
410,Sack::N,мешок,جوال
411,Tasse::N,чашка,پیاله
412,Topf::N,кастрюля,دېګی
413,Kessel::N,котел,دېګ
414,Essen::N,еда,خوراک
415,Nahrung::N,пища,خوراک
416,Speise::N,блюдо,خواړه
417,Speise::N,кушанье,خواړه
418,Fleisch::N,мясо,غوښه
419,Getreide::N,хлеб,غله
420,Brei::N,каша,اوګره
421,Brot::N,хлеб,ډوډۍ
422,Scheibe::N,ломоть,مړۍ
423,Fett::N,жир,غوړي
424,Butter::N,масло,کوچ
425,Öl::N,масло,تېل
426,Salz::N,соль,مالګه
427,Suppe::N,суп,شوربا
428,Honig::N,мед,شات
429,Milch::N,молоко,شوده
430,Tee::N,чай,چای
431,Leder::N,кожа,څرمن
432,Wolle::N,шерсть,پشم
433,Stoff::N,ткань,ټوټه
434,Nadel::N,игла,ستن
435,Faden::N,нитка,تار
436,Knopf::N,пуговица,تڼۍ
437,Knopf::N,пуговица,تکمه
438,Knoten::N,узел,غوټه
439,Farbe::N,краска,رنګ
440,Kleidung::N,одежда,کالي
441,Hemd::N,рубашка,کميس
442,Kragen::N,воротник,غاړه
443,Ärmel::N,рукав,لستوڼی
444,Hose::N,брюки,پطلون
445,Gürtel::N,пояс,کمربند
446,Mütze::N,шапка,خولۍ
447,Schuh::N,ботинок,بوټ
448,Stiefel::N,сапог,موزه
449,Ring::N,кольцо,ګوته
450,Band::N,лента,فيته
451,Kamm::N,расческа,ګمنځ
452,Spiegel::N,зеркало,ایینه
453,Spiegel::N,зеркало,هنداره
454,Riemen::N,ремень,تسمه
455,Schnur::N,веревка,مزی
456,Leine::N,поводок,رسۍ
457,Decke::N,одеяло,بړستن
458,Kissen::N,подушка,بالښت
459,Tuch::N,платок,ټیکری
460,Handtuch::N,полотенце,دسمال
461,Kraft::N,сила,زور
462,Kraft::N,сила,توان
463,Stärke::N,крепость,قوت
464,Gesundheit::N,здоровье,صحت
465,Gesundheit::N,здоровье,روغتیا
466,Krankheit::N,болезнь,مرض
467,Krankheit::N,болезнь,ناروغي
468,Schmerz::N,боль,درد
469,Wunde::N,рана,ټپ
470,Wunde::N,рана,زخم
471,Fieber::N,лихорадка,تبه
472,Fieber::N,температура,تبه
473,Arznei::N,лекарство,دوا
474,Arznei::N,лекарство,دارو
475,Brücke::N,мост,پول
476,Brunnen::N,колодец,څاه
477,Brunnen::N,колодец,کوهی
478,Weide::N,пастбище,وله
479,Pfad::N,тропа,تړه
480,Weg::N,путь,لیار
481,Weg::N,дорога,لیار
482,Straße::N,улица,سړک
483,Straße::N,дорога,سړک
484,Dorf::N,деревня,کلی
485,Stadt::N,город,ښار
486,Brief::N,письмо,لیک
487,Brief::N,письмо,مکتوب
488,Buch::N,книга,کتاب
489,Buchstabe::N,буква,حرف
490,Buchstabe::N,буква,توری
491,Zeitung::N,газета,اخبار
492,Leben::N,жизнь,ژوند
493,Tod::N,смерть,مرګ
494,Tod::N,смерть,مړینه
495,Grab::N,могила,قبر
496,Grab::N,могила,ډورۍ
497,Kirche::N,церковь,کلیسا
498,Sünde::N,грех,ګناه
499,Gott::N,бог,خدای
500,Arbeiter::N,рабочий,کاریګر
501,Chef::N,начальник,آمر
502,Meister::N,мастер,استاد
503,Arzt::N,врач,طبیب
504,Arzt::N,врач,ډاکټر
505,Lehrer::N,учитель,معلم
506,Lehrer::N,учитель,ښوونکی
507,Geld::N,деньги,پیسې
508,Geschäft::N,занятие,سوداګري
509,Laden::N,магазин,دکان
510,Laden::N,магазин,مغازه
511,Preis::N,цена,بیه
512,Ware::N,товар,مال
513,Nutzen::N,выгода,ګټه
514,Reichtum::N,богатство,شتمني
515,Welt::N,мир,نړۍ
516,Welt::N,мир,دنیا
517,Land::N,страна,هېواد
518,Staat::N,государство,دولت
519,König::N,король,باچا
520,König::N,король,پادشاه
521,Macht::N,власть,قدرت
522,Grenze::N,граница,حد
523,Grenze::N,граница,سرحد
524,Krieg::N,война,جګړه
525,Feind::N,враг,دښمن
526,Gewalt::N,насилие,زور
527,Gewalt::N,насилие,تشدد
528,Kampf::N,борьба,جنګ
529,Kampf::N,борьба,مبارزه
530,Bogen[Waffe]::N,лук,لیندۍ
531,Pfeil::N,стрела,غشی
532,Gewehr::N,ружье,ټوپک
533,Fehler::N,ошибка,خطا
534,Fehler::N,ошибка,غلطي
535,Lüge::N,ложь,دروغ
536,Schaden::N,вред,زیان
537,Schaden::N,вред,تاوان
538,Unglück::N,беда,بدبختي
539,Schuld::N,вина,ګناه
540,Alter::N,возраст,منګ
541,Schluss::N,окончание,اخر
542,Zeit::N,время,وخت
543,Tag::N,день,ورځ
544,Morgen::N,утро,سبا
545,Morgen::N,утро,سهار
546,Mittag::N,полдень,غرمه
547,Abend::N,вечер,ماښام
548,Nacht::N,ночь,شپه
549,Woche::N,неделя,اونۍ
550,Monat::N,месяц,مياشت
551,Jahr::N,год,کال
552,Frühling::N,весна,پسرلی
553,Sommer::N,лето,دوبی
554,Herbst::N,осень,منی
555,Herbst::N,осень,خزان
556,Winter::N,зима,ژمی
557,Januar::N,январь,جنوري
558,Februar::N,февраль,فبروري
559,März::N,март,مارچ
560,April::N,апрель,اپریل
561,Mai::N,май,مې
562,Juni::N,июнь,جون
563,Juli::N,июль,جولای
564,August::N,август,اګست
565,September::N,сентябрь,سپټامبر
566,Oktober::N,октябрь,اکتوبر
567,November::N,ноябрь,نومبر
568,Dezember::N,декабрь,دسمبر
569,Montag::N,понедельник,دوشنبه
570,Dienstag::N,вторник,سه شنبه
571,Mittwoch::N,среда,چارشنبه
572,Donnerstag::N,четверг,پنجشنبه
573,Freitag::N,пятница,جمعه
574,Samstag::N,суббота,خالي
575,Sonntag::N,воскресенье,یکشنبه
576,groß::A,большой,لوی
577,klein::A,маленький,وړوکی
578,lang::A,длинный,اوړد
579,kurz::A,короткий,لنډ
580,breit::A,широкий,پراخه
581,schmal::A,узкий,تنګ
582,dicht::A,густой,ګڼ
583,dick[Gegenstand]::A,толстый,پنډ
584,dünn::A,тонкий,نری
585,fein::A,тонкий,نازک
586,fest::A,крепкий,کلک
587,fest::A,крепкий,ټینګ
588,flach::A,плоский,هوار
589,glatt::A,гладкий,ښوی
590,hart::A,твердый,کلک
591,weich::A,мягкий,نرم
592,weich::A,мягкий,پوست
593,rund::A,круглый,ګرد
594,spitz::A,остроконечный,تېره
595,scharf::A,острый,تېز
596,scharf::A,острый,تېره
597,stumpf::A,тупой,پڅ
598,schwer::A,тяжелый,دروند
599,schön::A,красивый,ښکلی
600,heiß::A,жаркий,تود
601,warm::A,теплый,تود
602,kalt::A,холодный,ېخ
603,kalt::A,холодный,سوړ
604,kühl::A,прохладный,ېخ
605,kühl::A,прохладный,سوړ
606,frisch::A,свежий,تازه
607,feucht::A,влажный,مرطوب
608,nass::A,мокрый,لوند
609,trocken::A,сухой,وچ
610,voll::A,полный,ډک
611,voll::A,наполненный,ډک
612,leer::A,пустой,خالی
613,offen::A,открытый,خلاص
614,offen::A,открытый,پرانیستی
615,geschlossen::A,закрытый,تړلی
616,sauber::A,чистый,پاک
617,schmutzig::A,грязный,چټل
618,roh::A,сырой,خام
619,reif::A,зрелый,پوخ
620,reif::A,зрелый,رسېدلی
621,lecker::A,вкусный,خوندور
622,lecker::A,вкусный,مزه دار
623,süß::A,сладкий,خوږ
624,süß::A,сладкий,شیرین
625,bitter::A,горький,تریخ
626,sauer::A,кислый,ټاک
627,sauer::A,кислый,تريو
628,hell::A,светлый,روڼ
629,hell::A,светлый,روښان
630,dunkel::A,темный,تیاره
631,schwarz::A,черный,تور
632,weiß::A,белый,سپين
633,rot::A,красный,سور
634,gelb::A,желтый,زېړ
635,blau::A,синий,شین
636,blau::A,синий,اسماني رنګه
637,grün::A,зеленый,زرغون
638,grau::A,серый,خړ
639,bunt::A,пестрый,رنګارنګ
640,billig::A,дешевый,ارزان
641,teuer::A,дорогой,ګران
642,wertvoll::A,ценный,قیمتي
643,blind::A,слепой,ړوند
644,taub::A,глухой,کوڼ
645,kräftig::A,могучий,قوی
646,stark::A,сильный,قوی
647,stark::A,сильный,تکړه
648,schwach::A,слабый,ضعیف
649,schwach::A,слабый,کمزوری
650,fett::A,жирный,چاغ
651,schlank::A,стройный,خوش اندام
652,hübsch::A,прелестный,ښکلی
653,hübsch::A,прелестный,ښایسته
654,böse::A,злой,شریر
655,böse::A,злой,قهرناک
656,dumm::A,глупый,احمق
657,faul::A,ленивый,لټ
658,faul::A,ленивый,تنبل
659,fleißig::A,прилежный,زحمت کښ
660,geizig::A,жадный,بخیل
661,klug::A,умный,عاقل
662,klug::A,умный,هوښیار
663,geschickt::A,искусный,ماهر
664,lieb::A,милый,عزیز
665,lieb::A,милый,محبوب
666,lustig::A,веселый,خوشحال
667,sanft::A,нежный,پوست
668,sanft::A,нежный,ملایم
669,hungrig::A,голодный,وږی
670,krank::A,больной,مريض
671,krank::A,больной,ناروغ
672,nackt::A,голый,لوڅ
673,traurig::A,грустный,غمجن
674,lebendig::A,живой,ژوندی
675,gut::A,хороший,ښه
676,schlecht::A,плохой,بد
677,schlecht::A,плохой,خراب
678,richtig::A,правильный,سم
679,richtig::A,правильный,صحیح
680,schlimm::A,отвратительный,بد
681,schlimm::A,отвратительный,مخوف
682,schlimm::A,мерзкий,بد
683,schlimm::A,мерзкий,مخوف
684,wahr::A,настоящий,واقعي
685,alt::A,старый,زوړ
686,neu::A,новый,نوی
687,ehemalig::A,бывший,پخوانی
688,alt[Lebewesen]::A,пожилой,زوړ
689,jung::A,молодой,ځوان
690,arm::A,бедный,غریب
691,arm::A,бедный,بې وزله
692,reich::A,богатый,شتمن
693,reich::A,богатый,دولتمند
694,bekannt::A,знакомый,اشنا
695,berühmt::A,знаменитый,مشهور
696,fremd::A,чужой,پردی
697,fremd::A,чужой,بېګانه
698,verschieden::A,разный,مختلف
699,nah::A,близкий,نژدې
700,fern::A,далекий,لیری
701,linker::A,левый,چپ
702,linker::A,левый,کیڼ
703,rechter::A,правый,ښی
704,anderer::A,другой,بل
705,erster::A,первый,لومړی
706,zweiter::A,второй,دوهم
707,dritter::A,третий,درېم
708,letzter::A,последний,آخرنی
709,letzter::A,последний,وروستی
710,allein::ADV,один,یوازې
711,auf einmal::ADV,сразу,په یوه وخت کی
712,zusammen::ADV,вместе,یو ځای
713,lange::ADV,долго,ډېر وخت
714,lange::ADV,долго,ډېره موده
715,plötzlich::ADV,вдруг,ناببره
716,plötzlich::ADV,вдруг,یوناڅاپه
717,sofort::ADV,тотчас,فوراً
718,sofort::ADV,тотчас,سمدلاسه
719,später::ADV,позже,وروسته
720,jetzt::ADV,сейчас,اوس
721,heute::ADV,сегодня,نن
722,morgen::ADV,завтра,سبا
723,bald::ADV,скоро,ژر
724,dann::ADV,потом,پس
725,dann::ADV,потом,وروسته
726,gestern::ADV,вчера,پرون
727,einst::ADV,однажды,پخوا
728,damals::ADV,тогда,هغه وخت
729,danach::ADV,затем,بیا
730,vorher::ADV,раньше,دمخه
731,zuerst::ADV,сперва,لومړی
732,einmal::ADV,раз,یو ځل
733,manchmal::ADV,иногда,ګاهی ګاهی
734,oft::ADV,часто,ډېر ځله
735,immer::ADV,всегда,تل
736,immer::ADV,всегда,همېشه
737,niemals::ADV,никогда,هیڅکله نه
738,hier::ADV,здесь,دلته
739,hierhin::ADV,сюда,دلته
740,hierhin::ADV,сюда,دې ځای ته
741,von hier::ADV,отсюда,د دې ځای نه
742,dort::ADV,там,هلته
743,dorthin::ADV,туда,هلته
744,dorthin::ADV,туда,هغه ځای ته
745,geradeaus::ADV,прямо,مخامخ
746,vorwärts::ADV,вперед,مخ پهٔ وړاندې
747,rückwärts::ADV,назад,بېرته
748,zurück::ADV,обратно,بېرته
749,unten::ADV,внизу,لاندي
750,hinab::ADV,вниз,ښکته
751,oben::ADV,наверху,پورته
752,hinauf::ADV,вверх,پاس
753,überall::ADV,везде,هره خوا
754,nicht::ADV,не,نه
755,ein wenig::ADV,немного,یو څه
756,kaum::ADV,едва,ایله
757,sehr::ADV,очень,ډېر
758,sehr::ADV,очень,زيات
759,so::ADV,так,داسې
760,so::ADV,так,دومره
761,noch::ADV,еще,نور
762,nur::ADV,только,تش
763,nur::ADV,только,صرف
764,schon::ADV,уже,دمخه
765,wieder::ADV,опять,بیا
766,vergebens::ADV,напрасно,عبث
767,vor::PRP,перед,دمخه
768,hinter::PRP,за,شاته
769,hinter::PRP,позади,شاته
770,unter::PRP,под,لاندي
771,durch::PRP,сквозь,د مینځ نه
772,neben::PRP,возле,نژدې
773,zwischen::PRP,между,ترمینځ
774,wegen::PRP,из-за,د ... له لاسه
775,dies::PRN,это,دا
776,das::PRN,то,دا
777,alles::PRN,все,هرڅهٔ
778,ich::PRN,я,زه
779,du::PRN,ты,ته
780,er::PRN,он,دی
781,wir::PRN,мы,مونږ
782,ihr::PRN,вы,تاسې
783,sie::PRN,они,هغوی
784,was::FPRN,что,څهٔ
785,wer::FPRN,кто,چا
786,wer::FPRN,кто,څوک
787,wo::FADV,где,چيری
788,wo::FADV,где,چېرته
789,wohin::FADV,куда,چېرته
790,wie::FADV,как,څنګه
791,warum::FADV,почему,ولې
792,wieviel::FNUM,сколько,څو
793,wieviel::FNUM,сколько,څومره
794,eins::NUM,один,یو
795,zwei::NUM,два,دوه
796,drei::NUM,три,درې
797,vier::NUM,четыре,څلور
798,fünf::NUM,пять,پنځه
799,sechs::NUM,шесть,شپږ
800,sieben::NUM,семь,اوه
801,acht::NUM,восемь,اته
802,neun::NUM,девять,نهه
803,zehn::NUM,десять,لس
804,elf::NUM,одиннадцать,یوولس
805,zwölf::NUM,двенадцать,دولس
806,zwanzig::NUM,двадцать,شل
807,dreißig::NUM,тридцать,دېرش
808,vierzig::NUM,сорок,څلوېښت
