,Concept_ID,sq,mn
96,Wetter::N,mot,тэнгэр
97,Wetter::N,mot,цаг уур
98,Nebel::N,mjegull,будан
99,Wolke::N,re,үүл
100,Regen::N,shi,бороо
101,Schnee::N,borë,цас
102,Eis::N,akull,мөс
103,Frost::N,ngricë,хүйт
104,Kälte::N,të ftohtë,хүйт
105,Hitze::N,vapë,халуун
106,Hitze::N,nxehtësi,халуун
107,Raureif::N,cikmë,цан
108,Raureif::N,cikmë,хяруу
109,Regenbogen::N,ylber,солонго
110,Donner::N,gjëmim,тэнгэрийн дуу
111,Donner::N,bubullimë,тэнгэрийн дуу
112,Strömung::N,rrymë,урсгал
113,Tropfen::N,pikë,дусал
114,Schaum::N,shkumë,хөөс
115,Schmutz::N,baltë,хир
116,Schmutz::N,baltë,шавхай
117,See::N,liqen,нуур
118,Sumpf::N,batak,намаг
119,Sumpf::N,batak,балчиг
120,Moor::N,kënetë,хүлрийн намаг
121,Wiese::N,livadh,нуга
122,Wald::N,pyll,ой
123,Hügel::N,kodër,болдог
124,Anhöhe::N,bregore,гүвээ
125,Berg::N,mal,уул
126,Gipfel::N,kulm,орой
127,Gipfel::N,kulm,оргил
128,Höhle::N,shpellë,агуй
129,Höhle::N,zgafelle,агуй
130,Abhang::N,shpat,хүр
131,Abhang::N,tatëpjetë,хүр
132,Quelle::N,krua,булаг
133,Quelle::N,burim,булаг
134,Bach::N,virua,горхи
135,Fluss::N,lumë,гол
136,Fluss::N,lumë,мөрөн
137,Ufer::N,breg,эрэг
138,Küste::N,anëdet,эрэг
139,Küste::N,bregdet,эрэг
140,Festland::N,kontinent,хуурай газар
141,Meer::N,det,далай
142,Meer::N,det,тэнгис
143,Bucht::N,gji deti,булан
144,Bucht::N,gji deti,далайн тохой
145,Insel::N,ishull,арал
146,Insel::N,ujdhesë,арал
147,Blume::N,lule,цэцэг
148,Gras::N,bar,өвс
149,Gras::N,bar,ногоо
150,Wurzel::N,rrënjë,үндэс
151,Baum::N,pemë,мод
152,Stamm::N,trung,иш
153,Stamm::N,trung,гуалин
154,Rinde::N,lëvore,холтос
155,Ast::N,degë,гишүү
156,Zweig::N,bisk,салаа
157,Blatt::N,fletë,навч
158,Blatt::N,gjethe,навч
159,Birke::N,mështekën,хус
160,Kiefer[Baum]::N,pishë,нарс
161,Weide[Baum]::N,shelg,уд
162,Weide[Baum]::N,shelg,бургас
163,Tanne::N,bredh,гачуур
164,Horn::N,bri,эвэр
165,Feder::N,pupël,өд
166,Fell::N,lëkurë,арьс
167,Flügel::N,krah,жигүүр
168,Flügel::N,krah,далавч
169,Flügel::N,fletë,жигүүр
170,Flügel::N,fletë,далавч
171,Klaue::N,kthetër,савар
172,Klaue::N,kthetër,хумс
173,Kralle::N,thua,савар
174,Kralle::N,kthetër,савар
175,Schwanz::N,bisht,сүүл
176,Ei::N,vezë,өндөг
177,Nest::N,fole,үүр
178,Bau::N,strofkë,нүх
179,Bau::N,strofkë,элүү
180,Tier::N,kafshë,амьтан
181,Tier::N,kafshë,адгуус
182,Herde::N,kope,сүрэг
183,Herde::N,grigjë,сүрэг
184,Kuh::N,lopë,үнээ
185,Bulle::N,dem,бух
186,Pferd::N,kalë,морь
187,Pferd::N,kalë,адуу
188,Schaf::N,dele,хонь
189,Schwein::N,derr,гахай
190,Hund::N,qen,нохой
191,Katze::N,mace,муур
192,Katze::N,mace,мигуй
193,Bär::N,ari,баавгай
194,Eichhörnchen::N,ketër,хэрэм
195,Elch::N,dre brilopatë,хандгай
196,Fuchs::N,dhelpër,үнэг
197,Hase::N,lepur,туулай
198,Maus::N,mi,хулгана
199,Wolf::N,ujk,чоно
200,Vogel::N,zog,шувуу
201,Vogel::N,shpend,шувуу
202,Schwarm::N,luzmë,сүрэг
203,Huhn::N,pulë,тахиа
204,Hahn::N,gjel,эр тахиа
205,Hahn::N,këndes,эр тахиа
206,Gans::N,patë,галуу
207,Adler::N,shqiponjë,бүргэд
208,Ente::N,rosë,нугас
209,Eule::N,buf,ууль
210,Kranich::N,lejlek,тогоруу
211,Kranich::N,kurrillë,тогоруу
212,Krähe::N,sorrë,хэрээ
213,Kuckuck::N,qyqe,хөхөө
214,Schwan::N,mjellmë,хун
215,Fisch::N,peshk,загас
216,Barsch::N,purtekë,алгана
217,Hecht::N,mlysh,цурхай
218,Schlange[Tier]::N,gjarpër,могой
219,Wurm::N,krimb,өт
220,Wurm::N,krimb,хорхой
221,Spinne::N,marimangë,аалз
222,Ameise::N,thnegël,шоргоолж
223,Ameise::N,milingonë,шоргоолж
224,Laus::N,morr,бөөс
225,Mücke::N,kunup,шумуул
226,Mücke::N,mushkonjë,шумуул
227,Fliege::N,mizë,ялаа
228,Schmetterling::N,flutur,эрвээхэй
229,Beere::N,frutë,жимсгэнэ
230,Beere::N,manaferrë,жимсгэнэ
231,Apfel::N,mollë,алим
232,Pilz::N,kërpudhë,мөөг
233,Zwiebel::N,qepë,сонгино
234,Saat::N,farë,тариа
235,Korn::N,grurë,үр
236,Korn::N,grurë,мөхлөг
237,Korn::N,kokërr,үр
238,Korn::N,kokërr,мөхлөг
239,Heu::N,sanë,өвс
240,Schale::N,lëkurë,хальс
241,Grube::N,gropë,алам
242,Grube::N,gropë,нүх
243,Falle::N,kurth,хавх
244,Falle::N,kurth,занга
245,Falle::N,grackë,хавх
246,Falle::N,grackë,занга
247,Schlinge::N,nyjë,урхи
248,Spur::N,gjurmë,мөр
249,Asche::N,hi,үнс
250,Dreck::N,baltë,хир
251,Eisen::N,hekur,төмөр
252,Gold::N,ar,алт
253,Gold::N,flori,алт
254,Silber::N,argjend,мөнгө
255,Kohle::N,qymyr,нүүрс
256,Glas::N,qelq,шил
257,Lehm::N,argjilë,шавар
258,Sand::N,rërë,элс
259,Mensch::N,njeri,хүн
260,Mann::N,burrë,эр
261,Mann::N,burrë,эрэгтэй
262,Mann::N,mashkull,эр
263,Mann::N,mashkull,эрэгтэй
264,Frau::N,grua,эмэгтэй
265,Frau::N,grua,хатагтай
266,Frau::N,femër,эмэгтэй
267,Frau::N,femër,хатагтай
268,Kind::N,kalama,хүүхэд
269,Junge::N,djalë,хүү
270,Mädchen::N,gocë,охин
271,Mädchen::N,gocë,бүсгүй
272,Mädchen::N,vajzë,охин
273,Mädchen::N,vajzë,бүсгүй
274,Familie::N,familje,айл
275,Großvater::N,gjysh,өвгөн аав
276,Großmutter::N,gjyshe,эмэг эх
277,Großmutter::N,gjyshe,эмгээ
278,Eltern::N,prindër,эцэг эх
279,Vater::N,atë,аав
280,Vater::N,atë,эцэг
281,Mutter::N,nënë,эх
282,Mutter::N,nënë,ээж
283,Sohn::N,bir,хүү
284,Tochter::N,bijë,охин
285,Bruder::N,vëlla,ах
286,Bruder::N,vëlla,дүү
287,Schwester::N,motër,эгч
288,Schwester::N,motër,охин дүү
289,Onkel::N,dajë,авга ах
290,Onkel::N,dajë,нагац ах
291,Onkel::N,xhaxha,авга ах
292,Onkel::N,xhaxha,нагац ах
293,Tante::N,teze,авга эгч
294,Tante::N,teze,нагац эгч
295,Tante::N,hallë,авга эгч
296,Tante::N,hallë,нагац эгч
297,Ehemann::N,burrë,нөхөр
298,Ehemann::N,bashkëshort,нөхөр
299,Ehefrau::N,grua,эхнэр
300,Ehefrau::N,grua,гэргий
301,Ehefrau::N,bashkëshorte,эхнэр
302,Ehefrau::N,bashkëshorte,гэргий
303,Freude::N,gaz,баяр
304,Freude::N,gaz,баясгалан
305,Freude::N,gëzim,баяр
306,Freude::N,gëzim,баясгалан
307,Gelächter::N,qeshje,инээдэм
308,Glück::N,lumturi,жаргалан
309,Kummer::N,brengë,гаслан
310,Kummer::N,pikëllim,гаслан
311,Wunsch::N,dëshirë,ерөөл
312,Lust::N,epsh,дур
313,Lust::N,epsh,хүсэл
314,Lust::N,dashuri,дур
315,Lust::N,dashuri,хүсэл
316,Geist::N,frymë,оюун
317,Geist::N,shpirt,оюун
318,Gedanke::N,ide,сэтгэл
319,Gedanke::N,mendim,сэтгэл
320,Gedächtnis::N,kujtesë,ой
321,Gedächtnis::N,kujtesë,цээж
322,Verstand::N,mend,ухаан
323,Sinn::N,kuptim,утга
324,Grund::N,arsye,учир
325,Wahrheit::N,vërtetë,үнэн
326,Gespräch::N,bisedim,яриа
327,Märchen::N,përrallë,явган үлгэр
328,Erzählung::N,tregim,тууж
329,Nachricht::N,lajm,мэдээ
330,Neuigkeit::N,risi,сонин
331,Name::N,emër,нэр
332,Rätsel::N,gjëzë,оньсого
333,Rätsel::N,gjëegjëzë,оньсого
334,Rede::N,fjalim,хэлсэн үг
335,Sprache::N,gjuhë,хэл
336,Stimme::N,zë,дуу
337,Wort::N,fjalë,үг
338,Zeichen::N,shenjë,тамга
339,Zeichen::N,shenjë,тэмдэг
340,Ruf::N,thirrmë,дуудлага
341,Lärm::N,zhurmë,шуугиан
342,Lärm::N,zhurmë,чимээ
343,Laut::N,tingull,анир
344,Laut::N,tingull,дуу
345,Ton::N,ton,авиа
346,Ton::N,ton,аялгуу
347,Lied::N,këngë,дуу
348,Ruhe::N,qetësi,энх
349,Ruhe::N,qetësi,тайван
350,Leute::N,botë,хүмүүс
351,Leute::N,njerëz,хүмүүс
352,Volk::N,popull,улс
353,Arbeit::N,punë,ажил
354,Arbeit::N,punë,хөдөлмөр
355,Gast::N,mik,зочин
356,Gast::N,mik,айлчин
357,Gast::N,mysafir,зочин
358,Gast::N,mysafir,айлчин
359,Geschenk::N,dhuratë,бэлэг
360,Geschenk::N,peshqesh,бэлэг
361,Spiel::N,lojë,наадам
362,Spiel::N,lojë,тоглоом
363,Gesellschaft::N,shoqëri,хамт байх
364,Hilfe::N,ndihmë,тусламж
365,Freund::N,mik,найз
366,Freund::N,mik,нөхөр
367,Kamerad::N,shok,хань
368,Kamerad::N,shok,нөхөр
369,Angelegenheit::N,punë,хэрэг
370,Anzahl::N,sasi,тоо
371,Art::N,lloj,төрөл
372,Art::N,lloj,янз
373,Stück::N,copë,хэсэг
374,Teil::N,pjesë,хувь
375,Teil::N,pjesë,хэсэг
376,Hälfte::N,gjysmë,хагас
377,Kreis::N,qark,тойрог
378,Kreis::N,qark,хүрээ
379,Kreis::N,rreth,тойрог
380,Kreis::N,rreth,хүрээ
381,Kreuz::N,kryq,загалмай
382,Linie::N,vijë,шугам
383,Strich::N,vizë,зураас
384,Abstand::N,distancë,зай
385,Entfernung::N,largim,зай
386,Entfernung::N,largim,хол ойр
387,Gegend::N,vise,хавь
388,Gegend::N,vise,газар
389,Gegend::N,krahinë,хавь
390,Gegend::N,krahinë,газар
391,Platz::N,shesh,зай
392,Platz::N,shesh,завсар
393,Ort::N,vend,газар
394,Ort::N,vend,байр
395,Seite::N,anë,тал
396,Seite::N,anë,этгээд
397,Mitte::N,mes,төв
398,Mitte::N,mes,дунд
399,Gegenstand::N,send,юм
400,Sache::N,gjë,үйл
401,Sache::N,gjë,хэрэг
402,Sache::N,send,үйл
403,Sache::N,send,хэрэг
404,Rand::N,qoshe,зах
405,Rand::N,qoshe,хөвөө
406,Kante::N,teh,ирмэг
407,Ecke::N,qoshe,өнцөг
408,Spitze::N,majë,үзүүр
409,Ende::N,skaj,зах
410,Ende::N,skaj,үзүүр
411,Ende::N,bisht,зах
412,Ende::N,bisht,үзүүр
413,Loch::N,vrimë,цоорхой
414,Loch::N,vrimë,онгорхой
415,Winkel::N,kënd,өнцөг
416,Muster::N,mostër,хээ
417,Muster::N,mostër,угалз
418,Größe::N,madhësi,хэмжээ
419,Länge::N,gjatësi,урт
420,Höhe::N,lartësi,өндөр
421,Gewicht::N,peshë,жин
422,Menge::N,sasi,тоо
423,Haufen::N,grumbull,бөөн
424,Reihe::N,radhë,эгнээ
425,Reihe::N,rresht,эгнээ
426,Boot::N,barkë,завь
427,Boot::N,lundër,завь
428,Ruder::N,rrem,сэлүүр
429,Schlitten::N,sajë,чарга
430,Ski::N,ski,цана
431,Lagerfeuer::N,flakadan,түүдэг
432,Lagerfeuer::N,zjarr i madh,түүдэг
433,Last::N,barrë,ачаа
434,Gang::N,ecje,явдал
435,Schritt::N,hap,алхам
436,Norden::N,veri,умар
437,Süden::N,jug,урд
438,Süden::N,jug,өмнө
439,Westen::N,perëndim,өрнө
440,Westen::N,perëndim,баруун
441,Osten::N,lindje,зүүн
442,Osten::N,lindje,дорно
443,Holz::N,dru,мод
444,Brett::N,dërrasë,банз
445,Platte::N,pllakë,хавтан
446,Stütze::N,shtyllë,тулгуур
447,Stütze::N,shtyllë,тулга
448,Stütze::N,mbështetesë,тулгуур
449,Stütze::N,mbështetesë,тулга
450,Stange::N,shufër,сургааг
451,Stock::N,dajak,саваа
452,Stab::N,shkop,таяг
453,Rohr::N,tub,хоолой
454,Haus::N,shtëpi,гэр
455,Haus::N,shtëpi,байшин
456,Heim::N,konak,гэр
457,Heim::N,shtëpi,гэр
458,Ofen::N,sobë,зуух
459,Ofen::N,sobë,пийшин
460,Ofen::N,stufë,зуух
461,Ofen::N,stufë,пийшин
462,Fußboden::N,dysheme,шал
463,Tisch::N,tryezë,ширээ
464,Stuhl::N,karrige,сандал
465,Wiege::N,djep,өлгий
466,Bett::N,shtrat,ор
467,Regal::N,raft,тавиур
468,Kiste::N,kuti,авдар
469,Kiste::N,kuti,хайрцаг
470,Fenster::N,dritare,гэгээвч
471,Tür::N,derë,үүд
472,Tür::N,derë,хаалга
473,Tor::N,portë,хаалга
474,Zaun::N,gardh,хашаа
475,Dach::N,çati,дээвэр
476,Leiter::N,shkallë,шат
477,Besen::N,fshesë,хамуур
478,Besen::N,fshesë,туужуу
479,Spaten::N,lopatë,хүрз
480,Schaufel::N,qyrek,хүрз
481,Gabel::N,pirun,сэрээ
482,Löffel::N,lugë,халбага
483,Messer::N,thikë,хутга
484,Nagel::N,gozhdë,хадаас
485,Netz::N,rrjetë,өөш
486,Netz::N,rrjetë,тор
487,Haken::N,grep,гох
488,Haken::N,grremç,гох
489,Griff::N,dorak,иш
490,Griff::N,dorak,сэнж
491,Griff::N,dorezë,иш
492,Griff::N,dorezë,сэнж
493,Schloss::N,bravë,цуурга
494,Schloss::N,bravë,цоож
495,Bild::N,tablo,зураг
496,Bild::N,pikturë,зураг
497,Figur::N,figurë,баримал
498,Puppe::N,kukull,хүүхэлдэй
499,Beutel::N,qese,агсаа
500,Beutel::N,qese,уут
501,Beutel::N,trastë,агсаа
502,Beutel::N,trastë,уут
503,Bündel::N,deng,боодол
504,Tasche::N,çantë,цүнх
505,Eimer::N,kovë,хөнөг
506,Eimer::N,kovë,хувин
507,Deckel::N,kapak,таг
508,Deckel::N,kapak,хавхаг
509,Deckel::N,mbulesë,таг
510,Deckel::N,mbulesë,хавхаг
511,Geschirr::N,enë,сав суулга
512,Sack::N,thes,шуудай
513,Sack::N,torbë,шуудай
514,Tasse::N,filxhan,аяга
515,Topf::N,kusi,тогоо
516,Topf::N,tenxhere,тогоо
517,Kessel::N,kazan,тогоо
518,Essen::N,ngrënie,идээ
519,Nahrung::N,ushqim,хүнс
520,Speise::N,gatesë,идээ
521,Fleisch::N,mish,мах
522,Getreide::N,drithë,будаа
523,Brei::N,qull,богшмол
524,Brei::N,qull,будаа
525,Brot::N,bukë,талх
526,Scheibe::N,fetë,зүсэм
527,Scheibe::N,fetë,хэрчим
528,Fett::N,lyrë,өөх
529,Fett::N,yndyrë,өөх
530,Butter::N,gjalpë,тос
531,Öl::N,vaj,тос
532,Salz::N,kripë,давс
533,Suppe::N,supë,шөл
534,Suppe::N,çorbë,шөл
535,Honig::N,mjaltë,бал
536,Milch::N,qumësht,сүү
537,Tee::N,çaj,цай
538,Leder::N,lëkurë,арьс
539,Leder::N,lëkurë,савхи
540,Wolle::N,lesh,ноос
541,Wolle::N,lesh,унгас
542,Stoff::N,pëlhurë,бөс
543,Nadel::N,gjilpërë,зүү
544,Faden::N,pe,боолт
545,Faden::N,pe,утас
546,Faden::N,fije,боолт
547,Faden::N,fije,утас
548,Knopf::N,kopsë,товч
549,Knoten::N,komb,зангилаа
550,Farbe::N,bojë,будаг
551,Kleidung::N,veshje,хувцас
552,Hemd::N,këmishë,цамц
553,Kragen::N,jakë,зах заам
554,Ärmel::N,mëngë,ханцуй
555,Hose::N,brekë,өмд
556,Gürtel::N,rrip,бүс
557,Mütze::N,kësulë,малгай
558,Mütze::N,kësulë,бүрх
559,Schuh::N,këpucë,туфли
560,Stiefel::N,çizme,гутал
561,Ring::N,unazë,бөгж
562,Band::N,shirit,тууз
563,Kamm::N,krehër,сам
564,Spiegel::N,pasqyrë,толь
565,Riemen::N,rrip,тасам
566,Riemen::N,rrip,сур
567,Schnur::N,litar,татлага
568,Schnur::N,cikomë,татлага
569,Leine::N,rrip,оосор
570,Decke::N,batanije,хөнжил
571,Decke::N,batanije,хучлага
572,Kissen::N,jastëk,дэр
573,Tuch::N,shami,алчуур
574,Tuch::N,shami,даавуу
575,Handtuch::N,peshqir,алчуур
576,Kraft::N,forcë,чадал
577,Kraft::N,forcë,хүч
578,Stärke::N,koll,эрч
579,Stärke::N,koll,тэнхээ
580,Gesundheit::N,shëndet,бие
581,Gesundheit::N,shëndet,эрүүл мэнд
582,Krankheit::N,sëmundje,эмгэг
583,Schmerz::N,dhimbje,өвчин
584,Wunde::N,plagë,шарх
585,Fieber::N,ethe,халуун
586,Arznei::N,ilaç,эм
587,Brücke::N,urë,гүүр
588,Brunnen::N,pus,худаг
589,Weide::N,kullotë,бэлчээр
590,Pfad::N,ravë,жим
591,Pfad::N,ravë,зөрөг
592,Pfad::N,shteg,жим
593,Pfad::N,shteg,зөрөг
594,Weg::N,udhë,зам
595,Weg::N,udhë,харгуй
596,Weg::N,shteg,зам
597,Weg::N,shteg,харгуй
598,Straße::N,rrugë,зам
599,Straße::N,rrugë,харгуй
600,Dorf::N,fshat,тосгон
601,Dorf::N,fshat,гацаа
602,Dorf::N,katund,тосгон
603,Dorf::N,katund,гацаа
604,Stadt::N,qytet,хот
605,Brief::N,letër,захидал
606,Brief::N,letër,захиа
607,Buch::N,libër,ном
608,Buch::N,libër,бичиг
609,Buchstabe::N,shkronjë,үсэг
610,Zeitung::N,gazetë,сонин
611,Leben::N,jetë,амь
612,Leben::N,jetë,амьдрал
613,Tod::N,mortje,үхэл
614,Grab::N,varr,булш
615,Kirche::N,kishë,сүм
616,Sünde::N,mëkat,нүгэл
617,Sünde::N,mëkat,хилэнц
618,Sünde::N,gjynah,нүгэл
619,Sünde::N,gjynah,хилэнц
620,Gott::N,hy,бурхан
621,Gott::N,zot,бурхан
622,Arbeiter::N,punëtor,ажилчин
623,Arbeiter::N,punëtor,хөдөлмөрчин
624,Chef::N,shef,дарга
625,Chef::N,drejtues,дарга
626,Meister::N,mjeshtër,дархан
627,Arzt::N,mjek,эмч
628,Arzt::N,doktor,эмч
629,Lehrer::N,mësues,багш
630,Lehrer::N,arsimtar,багш
631,Geld::N,para,цаас
632,Geld::N,para,мөнгө
633,Geld::N,holla,цаас
634,Geld::N,holla,мөнгө
635,Geschäft::N,ujdi,наймаа
636,Geschäft::N,biznes,наймаа
637,Laden::N,dyqan,дэлгүүр
638,Preis::N,çmim,үнэ
639,Ware::N,mall,таваар
640,Ware::N,mall,бараа
641,Nutzen::N,dobi,ашиг
642,Nutzen::N,leverdi,ашиг
643,Reichtum::N,kamje,баялаг
644,Reichtum::N,pasuri,баялаг
645,Welt::N,botë,дэлхий
646,Welt::N,botë,орчлон
647,Land::N,vend,улс
648,Land::N,vend,орон
649,Staat::N,shtet,төр
650,Staat::N,shtet,гүрэн
651,König::N,mbret,ван
652,Macht::N,fuqi,засаг
653,Macht::N,pushtet,засаг
654,Grenze::N,kufi,хил
655,Krieg::N,luftë,дайн
656,Feind::N,armik,дайсан
657,Gewalt::N,dhunë,хүчирхэх
658,Kampf::N,luftim,тэмцэл
659,Kampf::N,luftim,байлдаан
660,Bogen[Waffe]::N,hark,нум
661,Pfeil::N,shigjetë,годил
662,Pfeil::N,shigjetë,сум
663,Gewehr::N,pushkë,буу
664,Fehler::N,gafë,эндэл
665,Fehler::N,gafë,алдаа
666,Fehler::N,gabim,эндэл
667,Fehler::N,gabim,алдаа
668,Lüge::N,gënjeshtër,худал
669,Schaden::N,dëm,хор
670,Schaden::N,dëm,хөнөөл
671,Schaden::N,zarar,хор
672,Schaden::N,zarar,хөнөөл
673,Unglück::N,fatkeqësi,гай
674,Unglück::N,fatkeqësi,гамшиг
675,Schuld::N,faj,гэм
676,Schuld::N,faj,буруу
677,Alter::N,moshë,нас
678,Schluss::N,fund,эцэс
679,Schluss::N,fund,төгсгөл
680,Zeit::N,kohë,цаг
681,Tag::N,ditë,өдөр
682,Morgen::N,mëngjes,өглөө
683,Mittag::N,mesditë,үд
684,Abend::N,mbrëmje,үдэш
685,Nacht::N,natë,шөнө
686,Woche::N,javë,долоо хоног
687,Monat::N,muaj,сар
688,Jahr::N,vit,жил
689,Frühling::N,pranverë,хавар
690,Sommer::N,verë,зун
691,Herbst::N,vjeshtë,намар
692,Winter::N,dimër,өвөл
693,Januar::N,janar,нэгдүгээр сар
694,Februar::N,shkurt,хоёрдугаар сар
695,März::N,mars,гуравдугаар сар
696,April::N,prill,дөрөвдүгээр сар
697,Mai::N,maj,тавдугаар сар
698,Juni::N,qershor,зургаадугаар сар
699,Juli::N,korrik,долдугаар сар
700,August::N,gusht,наймдугаар сар
701,September::N,shtator,есдүгээр сар
702,Oktober::N,tetor,аравдугаар сар
703,November::N,nëntor,арван нэгдүгээр сар
704,Dezember::N,dhjetor,арван хоёрдугаар сар
705,Montag::N,hënë,даваа
706,Dienstag::N,martë,мягмар
707,Mittwoch::N,mërkurë,лхагва
708,Donnerstag::N,enjte,пүрэв
709,Freitag::N,premte,баасан
710,Samstag::N,shtunë,бямба
711,Sonntag::N,diel,ням
712,groß::A,madh,их
713,groß::A,madh,том
714,klein::A,vogël,бага
715,klein::A,vogël,жаахан
716,lang::A,gjatë,урт
717,kurz::A,shkurtër,охор
718,kurz::A,shkurtër,богино
719,breit::A,gjerë,өргөн
720,schmal::A,ngushtë,уйтан
721,schmal::A,ngushtë,нарийн
722,dicht::A,dendur,нягт
723,dicht::A,dendur,чигжүү
724,dick[Gegenstand]::A,trashë,зузаан
725,dünn::A,hollë,нимгэн
726,fein::A,imët,нарийн
727,fest::A,fortë,бөх
728,fest::A,fortë,хатуу
729,flach::A,sheshtë,хавтгай
730,glatt::A,rrafshët,цагаан
731,hart::A,fortë,хатуу
732,weich::A,butë,зөөлөн
733,rund::A,rrumbullakët,дугуй
734,rund::A,rrumbullakët,дугариг
735,spitz::A,majëmprehtë,шовх
736,spitz::A,majëmprehtë,шовгор
737,scharf::A,mprehtë,хурц
738,scharf::A,mprehtë,иртэй
739,stumpf::A,topitur,мохоо
740,schwer::A,rëndë,хүнд
741,schön::A,bukur,гуа
742,schön::A,bukur,сайхан
743,heiß::A,nxehtë,халуун
744,warm::A,ngrohtë,дулаан
745,kalt::A,ftohtë,хүйтэн
746,kühl::A,freskët,сэрүүн
747,frisch::A,pastër,эрүүл
748,frisch::A,pastër,жихүүн
749,feucht::A,lagësht,чийгтэй
750,nass::A,lagur,нойтон
751,trocken::A,thatë,хатсан
752,voll::A,plotë,дүүрэн
753,leer::A,bosh,хоосон
754,leer::A,zbrazët,хоосон
755,offen::A,hapur,онгорхой
756,geschlossen::A,mbyllur,битүү
757,geschlossen::A,mbyllur,хаалтай
758,sauber::A,dëlirë,цэвэр
759,sauber::A,dëlirë,хиргүй
760,schmutzig::A,ndyrë,бохир
761,schmutzig::A,ndyrë,хиртэй
762,roh::A,gjallë,түүхий
763,reif::A,arrirë,болсон
764,lecker::A,shijshëm,амттай
765,süß::A,ëmbël,амттай
766,süß::A,ëmbël,чихэрлэг
767,bitter::A,hidhur,гашуун
768,sauer::A,thartë,эсгэлэн
769,hell::A,me dritë,гэгээн
770,hell::A,me dritë,гэрэлтэй
771,dunkel::A,errët,бараан
772,dunkel::A,errët,харанхуй
773,schwarz::A,i zi,хар
774,weiß::A,bardhë,цагаан
775,rot::A,kuq,улаан
776,gelb::A,verdhë,шар
777,blau::A,blu,хөх
778,blau::A,blu,цэнхэр
779,blau::A,kaltër,хөх
780,blau::A,kaltër,цэнхэр
781,grün::A,blertë,ногоон
782,grün::A,gjelbër,ногоон
783,grau::A,hirtë,орог
784,grau::A,hirtë,саарал
785,grau::A,bojë hiri,орог
786,grau::A,bojë hiri,саарал
