,Concept_ID,kn,da
266,Teil::N,ಭಾಗ,del
267,Hälfte::N,ಅರ್ಧ,halvdel
268,Kreis::N,ವೃತ್ತ,cirkel
269,Kreuz::N,ಶಿಲುಬೆ,kors
270,Kreuz::N,ಶಿಲುಬೆ,kryds
271,Linie::N,ರೀಖೆ,linie
272,Strich::N,ಗೀಟು,streg
273,Abstand::N,ಅಂತರ,afstand
274,Entfernung::N,ದೂರ,afstand
275,Gegend::N,ವಿಸ್ತೀರ್ಣ,egn
276,Platz::N,ಅಂತರ,plads
277,Ort::N,ಸ್ಥಳ,sted
278,Seite::N,ಪಕ್ಷ,side
279,Mitte::N,ನಡು,midte
280,Gegenstand::N,ವಸ್ತು,genstand
281,Sache::N,ವಸ್ತು,sag
282,Rand::N,ಅಂಚು,rand
283,Kante::N,ಅಂಚು,kant
284,Ecke::N,ಮೂಲೆ,hjørne
285,Spitze::N,ತುದಿ,spids
286,Ende::N,ಕೊನೆ,ende
287,Loch::N,ತೂತು,hul
288,Winkel::N,ಕೋನ,vinkel
289,Muster::N,ನಮೂನೆ,mønster
290,Größe::N,ಪ್ರಮಾಣ,størrelse
291,Länge::N,ಉದ್ದ,længde
292,Höhe::N,ಎತ್ತರ,højde
293,Gewicht::N,ತೂಕ,vægt
294,Menge::N,ಮೊತ್ತ,mængde
295,Haufen::N,ರಾಶಿ,bunke
296,Reihe::N,ಸಾಲು,række
297,Boot::N,ದೋಣಿ,båd
298,Ruder::N,ಹುಟ್ಟು,åre
299,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,kælk
300,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,slæde
301,Ski::N,ಜಾರುಪಟ್ಟಿ,ski
302,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,lejrbål
303,Last::N,ಹೊರೆ,last
304,Last::N,ಹೊರೆ,byrde
305,Gang::N,ತಿರುಗಾಟ,gang
306,Schritt::N,ಹೆಜ್ಜೆ,skridt
307,Norden::N,ಉತ್ತರ,nord
308,Süden::N,ದಕ್ಷಿಣ,syd
309,Westen::N,ಪಶ್ಚಿಮ,vest
310,Osten::N,ಮೂಡಲು,øst
311,Holz::N,ಚೌಬೀನೆ,træ
312,Brett::N,ಹಲಗೆ,bræt
313,Platte::N,ಹಲಗೆ,plade
314,Stütze::N,ಆಸರೆ,støtte
315,Stange::N,ಕಂಬ,stang
316,Stock::N,ಕೋಲು,stok
317,Stab::N,ದೊಣ್ಣೆ,stav
318,Rohr::N,ನಳಿಕೆ,rør
319,Haus::N,ಮನೆ,hus
320,Heim::N,ಗೃಹ,hjem
321,Ofen::N,ಒಲೆ,ovn
322,Fußboden::N,ನೆಲ,gulv
323,Tisch::N,ಮೇಜು,bord
324,Stuhl::N,ಕುರ್ಚಿ,stol
325,Wiege::N,ತೊಟ್ಟಿಲು,vugge
326,Bett::N,ಹಾಸಿಗೆ,seng
327,Regal::N,ಬೀರು,reol
328,Kiste::N,ಪಟ್ಟಿಗೆ,kasse
329,Fenster::N,ಕಿಟಕಿ,vindue
330,Tür::N,ಬಾಗಿಲು,dør
331,Tor::N,ಹೆಬ್ಬಾಗಿಲು,port
332,Zaun::N,ಬೇಲಿ,stakit
333,Dach::N,ಮಾಳಿಗೆ,tag
334,Leiter::N,ಏಣಿ,stige
335,Besen::N,ಪೊರಕೆ,kost
336,Spaten::N,ಗುದ್ದಲಿ,spade
337,Schaufel::N,ಸನಿಕೆ,skovl
338,Gabel::N,ಕವಲು,gaffel
339,Löffel::N,ಚಮಚ,ske
340,Messer::N,ಚಾಕು,kniv
341,Nagel::N,ಆಣಿ,søm
342,Netz::N,ಬಲೆ,net
343,Haken::N,ಕೊಂಡಿ,krog
344,Griff::N,ಹಿಡಿ,tag
345,Griff::N,ಹಿಡಿ,håndtag
346,Schloss::N,ವೀಗ,lås
347,Bild::N,ಚಿತ್ರ,billede
348,Figur::N,ಆಕಾರ,figur
349,Puppe::N,ಗೊಂಬೆ,dukke
350,Beutel::N,ಸಂಚಿ,pose
351,Bündel::N,ಕಟ್ಟು,bylt
352,Bündel::N,ಕಟ್ಟು,bundt
353,Tasche::N,ಚೀಲ,taske
354,Eimer::N,ಬಾನೆ,spand
355,Deckel::N,ಮುಚ್ಚಳ,låg
356,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,husgeråd
357,Sack::N,ಮೂಟೆ,sæk
358,Tasse::N,ಬಟ್ಟಲು,kop
359,Topf::N,ಮಡಕೆ,gryde
360,Kessel::N,ಕೆಟಲ್,kedel
361,Essen::N,ಊಟ,måltid
362,Nahrung::N,ಆಹಾರ,mad
363,Nahrung::N,ಆಹಾರ,næring
364,Speise::N,ಊಟ,ret
365,Fleisch::N,ಮಾಂಸ,kød
366,Getreide::N,ಧಾನ್ಯ,korn
367,Brei::N,ಗಂಜಿ,grød
368,Brot::N,ರೊಟ್ಟಿ,brød
369,Scheibe::N,ಹೋಳು,skive
370,Fett::N,ಕೊಬ್ಬು,fedt
371,Butter::N,ಬೆಣ್ಣೆ,smør
372,Öl::N,ಎಣ್ಣೆ,olie
373,Salz::N,ಉಪ್ಪು,salt
374,Suppe::N,ಎಸರು,suppe
375,Honig::N,ಮಧು,honning
376,Milch::N,ಹಾಲು,mælk
377,Tee::N,ಚಹ,te
378,Leder::N,ಚಕ್ಕಳ,skind
379,Wolle::N,ಉಣ್ಣೆ,uld
380,Stoff::N,ಬಟ್ಟೆ,stof
381,Nadel::N,ಸೂಜಿ,nål
382,Faden::N,ದಾರ,tråd
383,Knopf::N,ಗುಂಡು,knap
384,Knoten::N,ಗಂಟು,knude
385,Farbe::N,ಬಣ್ಣ,farve
386,Kleidung::N,ಅರಿವೆ,påklædning
387,Hemd::N,ಅಂಗಿ,skjorte
388,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,krave
389,Ärmel::N,ತೋಳು,ærme
390,Hose::N,ಇಜಾರ,bukser
391,Gürtel::N,ಬೆಲ್ಟು,bælte
392,Mütze::N,ಟೋಪಿ,hue
393,Schuh::N,ಪಾದರಕ್ಷೆ,sko
394,Stiefel::N,ಬೂಟು,støvle
395,Ring::N,ಉಂಗುರ,ring
396,Band::N,ರಿಬ್ಬನ್,bånd
397,Kamm::N,ಹಣಿಗೆ,kam
398,Spiegel::N,ಕನ್ನಡಿ,spejl
399,Riemen::N,ಬಾರು,rem
400,Schnur::N,ಹುರಿ,snor
401,Leine::N,ಹಗ್ಗ,snor
402,Decke::N,ಕಂಬಳಿ,tæppe
403,Kissen::N,ದಿಂಬು,pude
404,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,sjaltørklæde
405,Handtuch::N,ಚೌಕ,håndklæde
406,Kraft::N,ಬಲ,kraft
407,Stärke::N,ಶಕ್ತಿ,styrke
408,Gesundheit::N,ಆರೋಗ್ಯ,sundhed
409,Krankheit::N,ರೋಗ,sygdom
410,Schmerz::N,ನೋವು,smerte
411,Wunde::N,ಗಾಯ,sår
412,Fieber::N,ಜ್ವರ,feber
413,Arznei::N,ಔಷಧ,medicin
414,Arznei::N,ಔಷಧ,lægemiddel
415,Brücke::N,ಸೇತುವೆ,bro
416,Brunnen::N,ಬಾವಿ,brønd
417,Weide::N,ಗೋಮಾಳ,græsgang
418,Pfad::N,ದಾರಿ,sti
419,Weg::N,ಹಾದಿ,vej
420,Straße::N,ರಸ್ತೆ,gade
421,Dorf::N,ಹಳ್ಳಿ,landsby
422,Stadt::N,ಪಟ್ಟಣ,by
423,Brief::N,ಕಾಗದ,brev
424,Buch::N,ಪುಸ್ತಕ,bog
425,Buchstabe::N,ಅಕ್ಷರ,bogstav
426,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,avis
427,Leben::N,ಜೀವನ,liv
428,Tod::N,ಮರಣ,død
429,Grab::N,ಗೋರಿ,grav
430,Kirche::N,ಚರ್ಚು,kirke
431,Sünde::N,ಪಾಪ,synd
432,Gott::N,ದೇವರು,gud
433,Arbeiter::N,ಕೆಲಸಗಾರ,arbejder
434,Chef::N,ದಣಿ,chef
435,Meister::N,ಶಿಕ್ಷಕ,mester
436,Arzt::N,ವೈದ್ಯ,læge
437,Lehrer::N,ಉಪಾಧ್ಯಾಯ,lærer
438,Geld::N,ಹಣ,penge
439,Geschäft::N,ವಾಣಿಜ್ಯ,forretning
440,Laden::N,ಅಂಗಡಿ,butik
441,Laden::N,ಅಂಗಡಿ,forretning
442,Preis::N,ಬೆಲೆ,pris
443,Ware::N,ಸರಕು,vare
444,Nutzen::N,ಲಾಭ,nytte
445,Reichtum::N,ಸಂಪತ್ತು,rigdom
446,Welt::N,ಭೂಲೋಕ,verden
447,Land::N,ದೇಶ,land
448,Staat::N,ರಾಜ್ಯ,stat
449,König::N,ರಾಜ,konge
450,Macht::N,ಅಧಿಕಾರ,magt
451,Grenze::N,ಗಡಿ,grænse
452,Krieg::N,ಯುದ್ಧ,krig
453,Feind::N,ಶತ್ರು,fjende
454,Gewalt::N,ಹಿಂಸೆ,vold
455,Kampf::N,ಹೋರಾಟ,kamp
456,Bogen[Waffe]::N,ಬಿಲ್ಲು,bue
457,Pfeil::N,ಅಂಬು,pil
458,Gewehr::N,ಬಂದೂಕು,gevær
459,Fehler::N,ತಪ್ಪು,fejl
460,Lüge::N,ಸುಳ್ಳು,løgn
461,Schaden::N,ಹಾನಿ,skade
462,Unglück::N,ಅಪಾಯ,uheld
463,Unglück::N,ಅಪಾಯ,ulykke
464,Schuld::N,ದೋಷ,skyld
465,Alter::N,ಮುಪ್ಪು,alder
466,Schluss::N,ಮುಕ್ತಾಯ,slut
467,Schluss::N,ಮುಕ್ತಾಯ,slutning
468,Zeit::N,ಕಾಲ,tid
469,Tag::N,ದಿನ,dag
470,Morgen::N,ಮುಂಜಾನೆ,morgen
471,Mittag::N,ನಡುಹಗಲು,middag
472,Abend::N,ಸಂಜೆ,aften
473,Nacht::N,ರಾತ್ರಿ,nat
474,Woche::N,ವಾರ,uge
475,Monat::N,ತಿಂಗಳು,måned
476,Jahr::N,ಸಂವತ್ಸರ,år
477,Frühling::N,ವಸಂತ,forår
478,Sommer::N,ಬಿಸಿಲುಕಾಲ,sommer
479,Herbst::N,ಶರತ್ಕಾಲ,efterår
480,Winter::N,ಚಳಿಗಾಲ,vinter
481,Januar::N,ನಾಲ್ಚಳಿ,januar
482,Februar::N,ಅಯ್ಚಳಿ,februar
483,März::N,ಮೊಬ್ಬೇಸಿಗೆ,marts
484,April::N,ಇಬ್ಬೇಸಿಗೆ,april
485,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,maj
486,Juni::N,ಮೊಮ್ಮಳೆ,juni
487,Juli::N,ಇಮ್ಮಳೆ,juli
488,August::N,ಮುಮ್ಮಳೆ,august
489,September::N,ನಾಲ್ಮಳೆ,september
490,Oktober::N,ಮೊಚ್ಚಳಿ,oktober
491,November::N,ಇಚ್ಚಳಿ,november
492,Dezember::N,ಮುಚ್ಚಳಿ,december
493,Montag::N,ಸೋಮುವಾರ,mandag
494,Dienstag::N,ಮಂಗಳವಾರ,tirsdag
495,Mittwoch::N,ಬುಧವಾರ,onsdag
496,Donnerstag::N,ಗುರುವಾರ,torsdag
497,Freitag::N,ಶುಕ್ರವಾರ,fredag
498,Samstag::N,ಶನಿವಾರ,lørdag
499,Sonntag::N,ಭಾನುವಾರ,søndag
500,groß::A,ದೊಡ್ಡ,stor
501,klein::A,ಪುಟ್ಟ,lille
502,lang::A,ದೀರ್ಘ,lang
503,kurz::A,ಚಕ್ಕ,kort
504,breit::A,ಅಗಲವಾದ,bred
505,schmal::A,ಇಕ್ಕಟ್ಟಾದ,smal
506,dicht::A,ದಟ್ಟ,tæt
507,dick[Gegenstand]::A,ದಟ್ಟ,tyk
508,dünn::A,ತೆಳು,tynd
509,fein::A,ಕೋಮಲ,fin
510,fest::A,ಘನ,fast
511,flach::A,ಚಪ್ಪಟೆ,flad
512,glatt::A,ನಯ,glat
513,hart::A,ಗಟ್ಟಿ,hård
514,weich::A,ಮೃದುವಾದ,blød
515,rund::A,ವರ್ತುಳ,rund
516,spitz::A,ಮೊನಚಾದ,spids
517,scharf::A,ತೀಕ್ಷ್ಣ,skarp
518,stumpf::A,ಮೊಂಡು,sløv
519,stumpf::A,ಮೊಂಡು,stump
520,schwer::A,ಭಾರಿ,tung
521,schön::A,ಸುಂದರ,skøn
522,heiß::A,ಬಿಸಿ,hed
523,warm::A,ಬಿಸಿ,varm
524,kalt::A,ತಣ್ಣನೆಯ,kold
525,kühl::A,ತಂಪಾದ,kølig
526,frisch::A,ನಿರ್ಮಲ,frisk
527,feucht::A,ಒದ್ದೆಯಾದ,fugtig
528,nass::A,ಒದ್ದೆಯಾದ,våd
529,trocken::A,ಶುಷ್ಕ,tør
530,voll::A,ತುಂಬಿದ,fuld
531,leer::A,ಖಾಲಿ,tom
532,offen::A,ಮುಚ್ಚಲ್ಲದ,åben
533,geschlossen::A,ಮುಚ್ಚಿದ,lukket
534,sauber::A,ಶುದ್ಧ,ren
535,schmutzig::A,ಅಶುದ್ಧ,snavset
536,roh::A,ಹಸಿ,rå
537,reif::A,ಹಣ್ಣಾದ,moden
538,lecker::A,ಗುಚಿಕರ,lækker
539,süß::A,ಸಿಹಿ,sød
540,bitter::A,ಕಹಿ,bitter
541,sauer::A,ಹುಳಿಯಾದ,sur
542,hell::A,ಹೊಳೆಯುವ,lys
543,dunkel::A,ಮಬ್ಬಾದ,mørk
544,schwarz::A,ಕಪ್ಪು,sort
545,weiß::A,ಬಿಳಿಯ,hvid
546,rot::A,ಕೆಂಪು,rød
547,gelb::A,ಹಳದಯ,gul
548,blau::A,ನೀಲ,blå
549,grün::A,ಕಾಯಾದ,grøn
550,grau::A,ಬೂದುಬಣ್ಣದ,grå
551,bunt::A,ವರ್ಣರಂಜಿತ,broget
552,billig::A,ಅಗ್ಗ,billig
553,teuer::A,ದುಬಾರಿಯಾದ,dyr
554,wertvoll::A,ಅಮೂಲ್ಯ,værdifuld
555,blind::A,ಅಂಧ,blind
556,taub::A,ಕಿವುಡಾದ,døv
557,kräftig::A,ಪ್ರಬಲ,kraftig
558,stark::A,ಶಕ್ತಿವಂತ,stærk
559,schwach::A,ದುರ್ಬಲ,svag
560,fett::A,ಕೊಬ್ಬಿದ,fed
561,schlank::A,ತೆಳ್ಳಗಿನ,slank
562,hübsch::A,ಅಂದವಾದ,køn
563,böse::A,ಕೆಟ್ಟ,ond
564,böse::A,ಕೆಟ್ಟ,slem
565,dumm::A,ಮಂದ,dum
566,faul::A,ಆಲಸ,doven
567,fleißig::A,ಕಡಗುವ,flittig
568,geizig::A,ಜುಗ್ಗ,gerrig
569,klug::A,ಚತುರ,klog
570,geschickt::A,ದಕ್ಷ,dygtig
571,geschickt::A,ದಕ್ಷ,behændig
572,lieb::A,ಪ್ರಿಯ,rar
573,lustig::A,ಖುಷಿಯಾದ,lystig
574,sanft::A,ಸೌಮ್ಯ,blid
575,hungrig::A,ಹಸಿದ,sulten
576,krank::A,ಅಸ್ವಸ್ಥ,syg
577,nackt::A,ನಗ್ನ,nøgen
578,traurig::A,ದುಃಖಿತ,bedrøvet
