,Concept_ID,uk,is
829,tausend::NUM,тисяча,þúsund
830,und::CNJ,і,og
831,oder::CNJ,або,eða
832,stehen::V,стояти,standa
833,sitzen::V,сидіти,sitja
834,liegen::V,лежати,liggja
835,hängen::V,висіти,hanga
836,werden::V,стати,verða
837,werden::V,робитися,verða
838,passieren::V,трапитися,gerast
839,beginnen::V,початися,byrja
840,enden::V,кінчитися,enda
841,enden::V,кінчитися,lykta
842,wechseln::V,мінятися,skipta
843,aufgehen[Sonne]::V,зійти,koma upp
844,untergehen[Sonne]::V,зайти,ganga til viðar
845,scheinen[Sonne]::V,світити,skína
846,donnern::V,гриміти,þruma
847,wehen::V,віяти,blása
848,strömen::V,литися,streyma
849,fließen::V,текти,fljóta
850,sich drehen::V,обертатися,snúast
851,schwanken::V,коливатися,riða
852,schwanken::V,коливатися,rugga
853,schwingen::V,хитатися,sveiflast
854,schwingen::V,гойдатися,sveiflast
855,fallen::V,падати,falla
856,brennen::V,горіти,brenna
857,rauchen::V,диміти,reykja
858,regnen::V,дощити,rigna
859,gefrieren::V,змерзнути,frjósa
860,tauen::V,танути,þiðna
861,schmelzen::V,плавитися,bráðna
862,trocknen::V,сохнути,þorna
863,sieden::V,кипіти,sjóða
864,faulen::V,гнити,rotna
865,verfaulen::V,згнити,rotna
866,reißen::V,рватися,rifna
867,versinken::V,тонути,sökkva
868,vergehen::V,проходити,líða
869,erscheinen::V,з’явитися,birtast
870,verschwinden::V,щезнути,hverfa
871,verschwinden::V,зникнути,hverfa
872,sinken::V,спадати,síga
873,abnehmen::V,поменшитися,lækka
874,abnehmen::V,поменшитися,minnka
875,zunehmen::V,збільшуватися,aukast
876,steigen::V,підніматися,stíga
877,wachsen::V,рости,vaxa
878,glänzen::V,блищати,glóa
879,glänzen::V,блищати,glampa
880,funkeln::V,блискати,leiftra
881,lärmen::V,шуміти,hafa hátt
882,läuten::V,дзвонити,hringja
883,klingeln::V,дзвонити,hringja
884,klirren::V,дзвякати,glamra
885,klirren::V,дзвякати,skrölta
886,brausen::V,бушувати,ólga
887,rauschen::V,шелестіти,suða
888,klingen::V,лунати,hljóma
889,klingen::V,звучати,hljóma
890,bellen::V,гавкати,gelta
891,heulen::V,вити,væla
892,heulen::V,вити,ýlfra
893,blasen::V,дунути,blása
894,pfeifen::V,свистіти,blístra
895,schreien::V,кричати,æpa
896,stöhnen::V,стогнати,stynja
897,zittern::V,тремтіти,titra
898,zittern::V,тремтіти,skjálfa
899,leben::V,жити,lifa
900,geboren werden::V,народитися,fæðast
901,atmen::V,дихати,anda
902,atmen::V,дихати,draga andann
903,trinken::V,пити,drekka
904,essen::V,їсти,borða
905,schlucken::V,ковтати,kingja
906,müde werden::V,втомитися,þreytast
907,einschlafen::V,заснути,sofna
908,schlafen::V,спати,sofa
909,aufwachen::V,прокинутися,vakna
910,aufstehen::V,встати,fara á fætur
911,sich erholen::V,відпочивати,hvíla sig
912,krank werden::V,захворіти,veikjast
913,krank werden::V,захворіти,verða veikur
914,krank sein::V,хворіти,vera veikur
915,schmerzen::V,боліти,kenna til
916,husten::V,кашляти,hósta
917,genesen::V,одужати,batna
918,genesen::V,одужати,frískast
919,genesen::V,видужати,batna
920,genesen::V,видужати,frískast
921,sterben::V,померти,deyja
922,umkommen::V,згинути,farast
923,sich bewegen::V,рухатися,bifast
924,sich rühren::V,ворушитися,hreyfast
925,sich erheben::V,встати,standa upp
926,sich setzen::V,сісти,setjast
927,hinfallen::V,упасти,detta
928,laufen::V,ходити,labba
929,schreiten::V,крокувати,ganga
930,spazierengehen::V,гуляти,ganga sér til skemmtunar
931,eilen::V,спішити,fara hratt
932,sich beeilen::V,поспішати,flýta sér
933,sausen::V,мчатися,þjóta
934,rennen::V,бігати,hlaupa
935,springen::V,скакати,stökkva
936,springen::V,стрибати,stökkva
937,klettern::V,лазити,klifra
938,schaukeln::V,гойдатися,róla
939,schaukeln::V,гойдатися,rugga
940,kriechen::V,повзати,skríða
941,schwimmen::V,пливти,synda
942,schwimmen::V,плавати,synda
943,tauchen::V,пірнати,kafa
944,rudern::V,гребти,róa
945,rudern::V,веслувати,róa
946,fahren::V,їхати,aka
947,fahren::V,їхати,fara
948,fliegen::V,літати,fljúga
949,gehen::V,іти,fara
950,gehen::V,іти,ganga
951,weggehen::V,піти,fara burt
952,weggehen::V,піти,ganga burt
953,abfahren::V,від’їхати,aka burt
954,abfahren::V,відправитися,aka burt
955,anhalten::V,зупинитися,stöðva
956,hineingehen::V,входити,ganga inn
957,eintreten::V,увійти,koma inn
958,eintreten::V,увійти,ganga inn
959,kommen::V,прийти,koma
960,ankommen::V,прибути,koma til
961,zurückkommen::V,повернутися,koma til baka
962,bleiben::V,залишитися,haldast
963,bleiben::V,залишитися,vera kyrr
964,warten::V,чекати,bíða
965,erwarten::V,чекати,búast við
966,erwarten::V,чекати,eiga von á
967,suchen::V,шукати,leita
968,finden::V,знайти,finna
969,versuchen::V,випробовувати,reyna
970,vorbereiten::V,підготувати,undirbúa
971,lieben::V,любити,elska
972,mögen::V,любити,þykja gott
973,mögen::V,любити,falla í geð
974,mögen::V,подобатися,þykja gott
975,mögen::V,подобатися,falla í geð
976,lachen::V,сміятися,hlæja
977,rühren::V,розчулити,snerta
978,weinen::V,плакати,gráta
979,schimpfen::V,лаятися,skammast
980,sich ärgern::V,сердитися,sárna
981,sich ärgern::V,сердитися,gremjast
982,sich fürchten::V,боятися,óttast
983,fürchten::V,боятися,óttast
984,fliehen::V,тікати,flýja
985,flüchten::V,утекти,strjúka
986,sehen::V,бачити,sjá
987,anschauen::V,поглянути,horfa á
988,ansehen::V,дивитися на,líta á
989,hören::V,чути,heyra
990,zuhören::V,слухати,hlusta
991,probieren::V,покуштувати,smakka
992,riechen::V,нюхати,þefa
993,fühlen::V,відчувати,finna til
994,scheinen::V,здаватися,virðast
995,zu sehen sein::V,виднітися,vera að sjá
996,vernehmen::V,почути,heyra
997,vernehmen::V,почути,greina
998,frieren::V,мерзнути,frjósa
999,tun::V,робити,gera
1000,können::V,могти,geta
1001,wollen::V,хотіти,ætla
1002,wollen::V,хотіти,vilja
1003,anfangen::V,почати,hefja
1004,beenden::V,закінчити,enda
1005,beenden::V,закінчити,ljúka
1006,aufhören::V,перестати,lykta
1007,gelingen::V,вдатися,heppnast
1008,geraten::V,опинитися,lukkast
1009,öffnen::V,відкрити,opna
1010,schließen::V,закрити,loka
1011,stellen::V,поставити,láta
1012,stellen::V,поставити,setja
1013,setzen::V,посадити,láta
1014,setzen::V,посадити,setja
1015,legen::V,класти,láta
1016,legen::V,класти,leggja
1017,berühren::V,чіпати,koma við
1018,verbinden::V,зв’язати,sameina
1019,bedecken::V,покрити,hylja
1020,aufhängen::V,повісити,hengja
1021,aufhängen::V,повісити,hengja upp
1022,anzünden::V,запалити,kveikja í
1023,aufheben::V,підняти,taka upp
1024,aufheben::V,підняти,lyfta upp
1025,zurücklassen::V,залишити,skilja eftir
1026,verlieren::V,загубити,týna
1027,verlieren::V,загубити,glata
1028,fallen lassen::V,упустити,missa
1029,machen::V,зробити,búa til
1030,herstellen::V,виготовити,framleiða
1031,bauen::V,будувати,smíða
1032,bauen::V,будувати,byggja
1033,reparieren::V,лагодити,gera við
1034,verbessern::V,поліпшити,bæta
1035,ändern::V,змінити,breyta
1036,graben::V,копати,grafa
1037,beugen::V,зігнути,beygja
1038,biegen::V,погнути,sveigja
1039,drehen::V,вертіти,snúa
1040,wenden::V,повернути,snúa
1041,wenden::V,повернути,venda
1042,umdrehen::V,перевернути,venda
1043,umdrehen::V,перевернути,snúa við
1044,heben::V,піднімати,hefja
1045,hochheben::V,підняти,lyfta upp
1046,ergreifen::V,схопити,grípa
1047,halten::V,тримати,rúma
1048,halten::V,тримати,halda
1049,drücken::V,натискати,þjá
1050,drücken::V,натискати,þrýsta
1051,schieben::V,пхати,ýta
1052,schieben::V,штовхати,ýta
1053,kratzen::V,шкребти,klóra
1054,lecken::V,лизати,sleikja
1055,beißen::V,кусати,bíta
1056,abreißen::V,відірвати,rífa af
1057,abreißen::V,відірвати,rífa frá
1058,abschneiden::V,відрізати,skera af
1059,abschneiden::V,відрізати,klippa af
1060,binden::V,в’язати,binda
1061,stecken::V,увіткнути,stinga
1062,brechen::V,зламати,brjóta
1063,klopfen::V,стукати,berja
1064,klopfen::V,стукати,klappa
1065,hauen::V,бити,berja
1066,hauen::V,бити,höggva
1067,kleben::V,клеїти,líma
1068,reiben::V,терти,núa
1069,streichen::V,намазати,smyrja
1070,schleifen::V,точити,slípa
1071,schneiden::V,різати,skera
1072,schneiden::V,різати,klippa
1073,rütteln::V,хитати,skaka
1074,schütteln::V,трясти,hrista
1075,schwenken::V,махати,sveifla
1076,schütten::V,налити,hella
1077,füllen::V,наповнити,fylla
1078,einwickeln::V,загорнути,vefja inn í
1079,tragen::V,нести,bera
1080,schleppen::V,тягти,draga
1081,ziehen::V,тягнути,toga
1082,ziehen::V,тягнути,draga
1083,aufbewahren::V,зберігати,geyma
1084,werfen::V,кидати,kasta
1085,fangen::V,ловити,grípa
1086,packen::V,схопити,þrífa í
1087,verstecken::V,сховати,fela
1088,teilen::V,розділити,deila
1089,schicken::V,посилати,senda
1090,bringen::V,принести,færa
1091,bringen::V,принести,flytja
1092,hinzufügen::V,додати,bæta við
1093,bekommen::V,дістати,hljóta
1094,bekommen::V,дістати,ná
1095,erhalten::V,одержати,fá
1096,nehmen::V,взяти,taka
1097,wählen::V,вибрати,velja
1098,auswählen::V,відібрати,velja úr
1099,bewahren::V,зберегти,gæta
1100,bewahren::V,зберегти,vernda
1101,behindern::V,перешкоджати,varna
1102,verderben::V,зіпсувати,spilla
1103,beschädigen::V,зашкодити,skemma
1104,zerbrechen::V,розбити,brjóta
1105,zerreißen::V,розірвати,rífa
1106,zerreißen::V,розірвати,rífa sundur
1107,zerstören::V,зруйнувати,rífa niður
1108,verbrennen::V,спалити,brenna
1109,geben::V,дати,gefa
1110,reichen::V,передати,rétta
1111,schenken::V,дарувати,gefa
1112,versprechen::V,обіцяти,lofa
1113,versprechen::V,обіцяти,heita
1114,wünschen::V,бажати,óska
1115,loben::V,хвалити,lofa
1116,loben::V,хвалити,hrósa
1117,küssen::V,цілувати,kyssa
1118,wiegen::V,качати,rugga
1119,zudecken::V,накрити,þekja
1120,zudecken::V,накрити,breiða yfir
1121,wecken::V,розбудити,vekja
1122,zeigen::V,показати,sýna
1123,führen::V,вести,leiða
1124,lehren::V,вчити,kenna
1125,unterrichten::V,викладати,fræða
1126,aufziehen::V,виховати,ala upp
1127,leiten::V,керувати,stjórna
1128,antreiben::V,підганяти,hvetja
1129,lassen::V,змусити,láta
1130,einladen::V,запросити,bjóða heim
1131,vereinigen::V,об’єднати,sameina
1132,besuchen::V,завітати,heimsækja
1133,besuchen::V,відвідати,heimsækja
1134,treffen::V,зустріти,hitta
1135,sich versammeln::V,зібратися,safnast saman
1136,spielen::V,грати,leika sér
1137,singen::V,співати,syngja
1138,tanzen::V,танцювати,dansa
1139,sich trennen::V,розлучитися,skiljast
1140,verlassen::V,покинути,yfirgefa
1141,retten::V,врятувати,bjarga
1142,bewachen::V,охороняти,gæta
1143,bewachen::V,охороняти,hafa vörð á
1144,schützen::V,уберігати,vernda
1145,verteidigen::V,захистити,verja
1146,sich schlagen::V,битися,slást
1147,sich schlagen::V,битися,berjast
1148,sich schlagen::V,дратися,slást
1149,sich schlagen::V,дратися,berjast
1150,schießen::V,стріляти,skjóta
1151,siegen::V,перемогти,sigra
1152,ärgern::V,сердити,ergja
1153,ärgern::V,сердити,skaprauna
1154,schlagen::V,ударити,slá
1155,schlagen::V,ударити,lemja
1156,treten::V,штовхати,sparka
1157,stechen::V,вколоти,stinga
1158,stoßen::V,штовхнути,hrinda
1159,stehlen::V,украсти,stela
1160,stören::V,перешкодити,trufla
1161,belästigen::V,докучати,ónáða
1162,verbergen::V,сховати,leyna
1163,täuschen::V,обдурити,gabba
1164,täuschen::V,обдурити,blekkja
1165,betrügen::V,зшахраювати,svíkja
1166,betrügen::V,зшахраювати,blekkja
1167,töten::V,убити,drepa
1168,wohnen::V,жити,búa
1169,wohnen::V,мешкати,búa
1170,arbeiten::V,працювати,vinna
1171,sammeln::V,зібрати,safna
1172,pflücken::V,зривати,tína
1173,pflücken::V,зривати,reyta
1174,jagen::V,полювати,veiða
1175,fischen::V,рибалити,fiska
1176,fassen::V,піймати,veiða
1177,hüten::V,пасти,gæta
1178,hüten::V,пасти,vakta
1179,treiben::V,гнати,reka
1180,anbinden::V,прив’язати,binda við
1181,anbinden::V,прив’язати,binda fast
1182,füttern::V,годувати,fóðra
1183,füttern::V,харчувати,fóðra
1184,melken::V,доїти,mjólka
1185,hacken::V,рубати,höggva
1186,gießen::V,полити,hella
1187,reifen::V,дозріти,þroskast
1188,zubereiten::V,зготовити,elda
1189,zubereiten::V,зготовити,tilbúa
1190,zubereiten::V,приготувати,elda
1191,zubereiten::V,приготувати,tilbúa
1192,kochen::V,варити,sjóða
1193,kochen::V,готувати,sjóða
1194,backen::V,пекти,baka
1195,braten::V,смажити,steikja
1196,umrühren::V,переміщати,hræra í
1197,stricken::V,в’язати,prjóna
1198,nähen::V,шити,sauma
1199,färben::V,пофарбувати,lita
1200,reinigen::V,очистити,hreinsa
1201,waschen::V,мити,þvo
1202,abwischen::V,витерти,þerra
1203,spülen::V,полоскати,skola
1204,spülen::V,полоскати,þvo upp
1205,fegen::V,підмітати,sópa
1206,fegen::V,підмітати,hreinsa
1207,kehren::V,мести,sópa
1208,baden::V,купатися,baða sig
1209,sich waschen::V,митися,þvo sér
1210,ausziehen::V,зняти,fara úr
1211,anziehen::V,надіти,fara í
1212,sich anziehen::V,одягтися,klæðast
1213,sich anziehen::V,одягнутися,klæðast
1214,kämmen::V,зачесати,greiða
1215,schmücken::V,оздобити,prýða
1216,schmücken::V,оздобити,skreyta
1217,sagen::V,сказати,segja
1218,sprechen::V,говорити,tala
1219,reden::V,розмовляти,ræða
1220,sich unterhalten::V,бесідувати,spjalla
1221,sich unterhalten::V,бесідувати,ræðast við
1222,fragen::V,запитати,spyrja
1223,bitten::V,просити,biðja
1224,erzählen::V,розповісти,segja frá
1225,mitteilen::V,повідомити,tilkynna
1226,nennen::V,назвати,nefna
1227,rufen::V,кликати,kalla
1228,prahlen::V,хвалитися,gorta
1229,übersetzen::V,перекласти,þýða
1230,denken::V,думати,hugsa
1231,denken::V,мислити,hugsa
1232,glauben::V,вірити,trúa
1233,bemerken::V,помітити,taka eftir
1234,erkennen::V,пізнати,þekkja
1235,begreifen::V,осягнути,skilja
1236,verstehen::V,почути,skilja
1237,lernen::V,навчатися,læra
1238,wissen::V,знати,vita
1239,sich erinnern an::V,пам’ятати,minnast
1240,vergessen::V,забути,gleyma
1241,messen::V,міряти,mæla
1242,zählen::V,лічити,telja
1243,rechnen::V,рахувати,reikna
1244,lesen::V,читати,lesa
1245,malen::V,малювати,mála
1246,zeichnen::V,рисувати,teikna
1247,schreiben::V,писати,skrifa
1248,besitzen::V,мати,hafa
1249,kaufen::V,купити,kaupa
1250,verkaufen::V,продати,selja
1251,bezahlen::V,заплатити,borga
1252,zahlen::V,платити,borga
1253,beherrschen::V,володіти,hafa á valdi sínu
1254,ertragen::V,витерпіти,þola
