,Concept_ID,ca,pt
161,Kralle::N,grapa,garra
162,Schwanz::N,cua,rabo
163,Schwanz::N,cua,cauda
164,Ei::N,ou,ovo
165,Nest::N,niu,ninho
166,Bau::N,cau,toca
167,Bau::N,cau,covil
168,Tier::N,animāl,animal
169,Herde::N,ramat,rebanho
170,Kuh::N,vaca,vaca
171,Bulle::N,toro,touro
172,Pferd::N,cavāll,cavalo
173,Schaf::N,be,ovelha
174,Schaf::N,ovella,ovelha
175,Schwein::N,bacó,porco
176,Hund::N,ca,cão
177,Hund::N,gos,cão
178,Katze::N,gat,gata
179,Bär::N,ós,urso
180,Eichhörnchen::N,esquirol,esquilo
181,Elch::N,ant,alce
182,Fuchs::N,guilla,raposa
183,Hase::N,llebre,lebre
184,Maus::N,ratolí,rato
185,Wolf::N,llop,lobo
186,Vogel::N,au,ave
187,Vogel::N,au,pássaro
188,Vogel::N,ocēll,ave
189,Vogel::N,ocēll,pássaro
190,Schwarm::N,bandada,bando
191,Schwarm::N,bandada,enxame
192,Huhn::N,gallina,galinha
193,Hahn::N,gall,galo
194,Gans::N,oca,ganso
195,Adler::N,àguila,águia
196,Ente::N,ànec,pata
197,Eule::N,òliba,mocho
198,Eule::N,òliba,coruja
199,Eule::N,mussol,mocho
200,Eule::N,mussol,coruja
201,Kranich::N,grua,grou
202,Krähe::N,cornella,gralha
203,Kuckuck::N,cucut,cuco
204,Schwan::N,cigne,cisne
205,Fisch::N,peix,peixe
206,Barsch::N,perca,perca
207,Hecht::N,lluç,lúcio
208,Schlange[Tier]::N,serp,serpente
209,Wurm::N,cuc,verme
210,Spinne::N,aranya,aranha
211,Ameise::N,formiga,formiga
212,Laus::N,poll,piolho
213,Mücke::N,mosquit,mosquito
214,Fliege::N,mosca,mosca
215,Schmetterling::N,papallona,borboleta
216,Beere::N,baia,bago
217,Apfel::N,poma,maçã
218,Pilz::N,bolet,fungo
219,Pilz::N,bolet,cogumelo
220,Zwiebel::N,ceba,cebola
221,Saat::N,sembra,sementeira
222,Korn::N,gra,grão
223,Heu::N,fenc,feno
224,Schale::N,closca,casca
225,Grube::N,sot,cova
226,Grube::N,sot,fossa
227,Grube::N,clot,cova
228,Grube::N,clot,fossa
229,Falle::N,trampa,armadilha
230,Schlinge::N,baga,laço
231,Spur::N,traça,pista
232,Spur::N,traça,vestígio
233,Asche::N,cendra,cinza
234,Dreck::N,llot,sujidade
235,Eisen::N,ferro,ferro
236,Gold::N,or,ouro
237,Silber::N,plata,prata
238,Kohle::N,carbó,carvão
239,Glas::N,vidre,vidro
240,Lehm::N,fang,barro
241,Lehm::N,fang,argila
242,Lehm::N,argila,barro
243,Lehm::N,argila,argila
244,Sand::N,arena,areia
245,Mensch::N,humà,homem
246,Mensch::N,humà,pessoa
247,Mensch::N,persona,homem
248,Mensch::N,persona,pessoa
249,Mann::N,home,homem
250,Frau::N,dona,mulher
251,Kind::N,nen,filho
252,Kind::N,nen,criança
253,Junge::N,noi,rapaz
254,Junge::N,noi,menino
255,Mädchen::N,noia,menina
256,Mädchen::N,noia,rapariga
257,Familie::N,família,família
258,Großvater::N,avi,avô
259,Großmutter::N,àvia,avó
260,Eltern::N,pares,pais
261,Vater::N,pare,pai
262,Mutter::N,mare,mãe
263,Sohn::N,fill,filho
264,Tochter::N,filla,filha
265,Bruder::N,germà,irmão
266,Schwester::N,germana,irmã
267,Onkel::N,oncle,tio
268,Tante::N,tia,tia
269,Ehemann::N,espòs,esposo
270,Ehefrau::N,muller,esposa
271,Freude::N,goig,prazer
272,Freude::N,goig,alegria
273,Freude::N,alegria,prazer
274,Freude::N,alegria,alegria
275,Gelächter::N,riallada,risada
276,Gelächter::N,riallada,gargalhada
277,Glück::N,felicitat,felicidade
278,Kummer::N,pena,aflição
279,Kummer::N,pena,desgosto
280,Wunsch::N,desig,desejo
281,Lust::N,ganes,vontade
282,Geist::N,ment,mente
283,Geist::N,ment,espírito
284,Geist::N,esperit,mente
285,Geist::N,esperit,espírito
286,Gedanke::N,pensament,ideia
287,Gedanke::N,pensament,pensamento
288,Gedächtnis::N,memòria,memória
289,Verstand::N,raó,razão
290,Verstand::N,raó,inteligência
291,Verstand::N,seny,razão
292,Verstand::N,seny,inteligência
293,Sinn::N,solta,sentido
294,Sinn::N,solta,significado
295,Sinn::N,sentit,sentido
296,Sinn::N,sentit,significado
297,Grund::N,raó,causa
298,Grund::N,raó,motivo
299,Grund::N,causa,causa
300,Grund::N,causa,motivo
301,Wahrheit::N,veritāt,verdade
302,Gespräch::N,conversa,conversa
303,Gespräch::N,conversa,conversação
304,Märchen::N,conte,conto
305,Erzählung::N,narració,conto
306,Erzählung::N,narració,narrativa
307,Nachricht::N,missatge,mensagem
308,Neuigkeit::N,novetat,notícia
309,Neuigkeit::N,novetat,novidade
310,Name::N,nom,nome
311,Rätsel::N,endevinalla,adivinha
312,Rede::N,discurs,oração
313,Rede::N,discurs,discurso
314,Sprache::N,llēngua,língua
315,Stimme::N,veu,voz
316,Wort::N,mot,palavra
317,Wort::N,paraula,palavra
318,Zeichen::N,signe,marca
319,Zeichen::N,senyal,marca
320,Ruf::N,crida,grito
321,Ruf::N,crida,chamada
322,Lärm::N,sorōll,ruído
323,Lärm::N,sorōll,barulho
324,Laut::N,so,som
325,Ton::N,to,tom
326,Lied::N,cançó,canção
327,Ruhe::N,calma,calma
328,Ruhe::N,calma,silêncio
329,Ruhe::N,silenci,calma
330,Ruhe::N,silenci,silêncio
331,Leute::N,gent,gente
332,Leute::N,gent,pessoas
333,Volk::N,poble,povo
334,Volk::N,poble,nação
335,Arbeit::N,labor,trabalho
336,Arbeit::N,treball,trabalho
337,Gast::N,hoste,hóspede
338,Gast::N,hoste,convidado
339,Geschenk::N,regal,prenda
340,Geschenk::N,regal,presente
341,Geschenk::N,obsequi,prenda
342,Geschenk::N,obsequi,presente
343,Spiel::N,joc,jogo
344,Gesellschaft::N,companyia,companhia
345,Hilfe::N,ajut,ajuda
346,Hilfe::N,ajut,socorro
347,Freund::N,amīc,amigo
348,Kamerad::N,company,camarada
349,Kamerad::N,camarada,camarada
350,Angelegenheit::N,afer,assunto
351,Angelegenheit::N,assumpte,assunto
352,Anzahl::N,nombre,número
353,Anzahl::N,nombre,quantidade
354,Anzahl::N,quantitat,número
355,Anzahl::N,quantitat,quantidade
356,Art::N,tipus,tipo
357,Art::N,tipus,espécie
358,Art::N,classe,tipo
359,Art::N,classe,espécie
360,Stück::N,peça,pedaço
361,Teil::N,part,peça
362,Teil::N,part,parte
363,Hälfte::N,meitat,metade
364,Kreis::N,cercle,círculo
365,Kreuz::N,creu,cruz
366,Linie::N,línia,linha
367,Strich::N,traç,traço
368,Strich::N,ratlla,traço
369,Abstand::N,distància,distância
370,Entfernung::N,distància,distância
371,Gegend::N,regió,área
372,Gegend::N,regió,região
373,Gegend::N,contrada,área
374,Gegend::N,contrada,região
375,Platz::N,cabuda,lugar
376,Ort::N,lloc,sítio
377,Seite::N,banda,lado
378,Seite::N,costāt,lado
379,Mitte::N,mig,meio
380,Mitte::N,centre,meio
381,Gegenstand::N,objecte,objecto
382,Sache::N,cosa,coisa
383,Rand::N,vora,bordo
384,Rand::N,vora,margem
385,Rand::N,marge,bordo
386,Rand::N,marge,margem
387,Kante::N,caire,borda
388,Kante::N,caire,aresta
389,Kante::N,cantell,borda
390,Kante::N,cantell,aresta
391,Ecke::N,cantonada,esquina
392,Spitze::N,punta,ponta
393,Ende::N,cap,cabo
394,Ende::N,cap,extremo
395,Loch::N,forāt,furo
396,Loch::N,forāt,buraco
397,Winkel::N,racó,canto
398,Winkel::N,racó,ângulo
399,Muster::N,dibuix,padrão
400,Muster::N,dibuix,desenho
401,Muster::N,disseny,padrão
402,Muster::N,disseny,desenho
403,Größe::N,grandària,tamanho
404,Länge::N,longitud,comprimento
405,Höhe::N,altura,altura
406,Höhe::N,altura,altitude
407,Höhe::N,altitud,altura
408,Höhe::N,altitud,altitude
409,Gewicht::N,pes,peso
410,Menge::N,quantitat,quantidade
411,Haufen::N,pila,pilha
412,Reihe::N,fila,fila
413,Boot::N,bot,barco
414,Boot::N,barca,barco
415,Ruder::N,rem,remo
416,Schlitten::N,trineu,trenó
417,Ski::N,esquí,esqui
418,Lagerfeuer::N,foc de campament,fogueira
419,Last::N,càrrega,carga
420,Gang::N,marxa,curso
421,Gang::N,marxa,caminhada
422,Schritt::N,pas,passo
423,Norden::N,nord,norte
424,Süden::N,sud,sul
425,Westen::N,oest,oeste
426,Westen::N,oest,ocidente
427,Westen::N,occident,oeste
428,Westen::N,occident,ocidente
429,Osten::N,est,este
430,Osten::N,est,leste
431,Osten::N,est,oriente
432,Osten::N,orient,este
433,Osten::N,orient,leste
434,Osten::N,orient,oriente
435,Holz::N,fusta,madeira
436,Brett::N,taula,tábua
437,Brett::N,taula,prancha
438,Platte::N,placa,laje
439,Platte::N,placa,chapa
440,Stütze::N,suport,apoio
441,Stütze::N,suport,suporte
442,Stange::N,vara,vara
443,Stange::N,vara,barra
444,Stock::N,pal,pau
445,Stock::N,pal,bengala
446,Stab::N,bastó,bastão
447,Rohr::N,tub,cano
448,Haus::N,casa,casa
449,Heim::N,llar,lar
450,Heim::N,llar,casa
451,Ofen::N,estufa,estufa
452,Ofen::N,estufa,aquecedor
453,Fußboden::N,terra,piso
454,Tisch::N,taula,mesa
455,Stuhl::N,cadira,cadeira
456,Wiege::N,bressol,berço
457,Bett::N,llit,cama
458,Regal::N,prestatgeria,estante
459,Regal::N,prestatgeria,prateleira
460,Kiste::N,caixa,caixa
461,Fenster::N,finestra,janela
462,Tür::N,porta,porta
463,Tor::N,portal,portão
464,Zaun::N,tanca,cerca
465,Zaun::N,tanca,vedação
466,Dach::N,teulada,telhado
467,Leiter::N,escala,escada
468,Leiter::N,escala,escada móvel
469,Leiter::N,escala de mà,escada
470,Leiter::N,escala de mà,escada móvel
471,Besen::N,escombra,vassoura
472,Spaten::N,pala,pá
473,Schaufel::N,pala,pá
474,Gabel::N,forquilla,garfo
475,Löffel::N,cullera,colher
476,Messer::N,coltell,faca
477,Nagel::N,clau,cravo
478,Netz::N,filat,rede
479,Haken::N,ganxo,gancho
480,Griff::N,puny,asa
481,Griff::N,puny,cabo
482,Griff::N,mànec,asa
483,Griff::N,mànec,cabo
484,Schloss::N,pany,fechadura
485,Bild::N,imatge,imagem
486,Figur::N,figura,figura
487,Puppe::N,nina,boneca
488,Beutel::N,bossa,saco
489,Beutel::N,bossa,bolsa
490,Bündel::N,feix,fardo
491,Bündel::N,paquet,fardo
492,Tasche::N,bossa,saco
493,Tasche::N,bossa,bolso
494,Eimer::N,galleda,balde
495,Deckel::N,tapa,tampa
496,Deckel::N,tapadora,tampa
497,Geschirr::N,vaixella,louça
498,Sack::N,sac,saca
499,Sack::N,saca,saca
500,Tasse::N,tassa,chávena
501,Topf::N,pot,tacho
502,Topf::N,pot,panela
503,Topf::N,olla,tacho
504,Topf::N,olla,panela
505,Kessel::N,caldera,caldeira
506,Essen::N,àpat,refeição
507,Essen::N,menjada,refeição
508,Nahrung::N,aliment,comida
509,Nahrung::N,aliment,alimento
510,Speise::N,plat,prato
511,Fleisch::N,carn,carne
512,Getreide::N,cereals,cereais
513,Brei::N,puré,puré
514,Brot::N,pa,pão
515,Scheibe::N,tall,fatia
516,Scheibe::N,llesca,fatia
517,Fett::N,greix,banha
518,Fett::N,greix,gordura
519,Butter::N,mantega,manteiga
520,Öl::N,oli,azeite
521,Salz::N,sal,sal
522,Suppe::N,sopa,sopa
523,Suppe::N,sopa,caldo
524,Honig::N,mel,mel
525,Milch::N,llet,leite
526,Tee::N,te,chá
527,Leder::N,cuir,couro
528,Wolle::N,llana,lã
529,Stoff::N,tela,pano
530,Stoff::N,tela,tecido
531,Nadel::N,agulla,agulha
532,Faden::N,fil,fio
533,Knopf::N,botó,botão
534,Knoten::N,nus,nó
535,Farbe::N,pintura,corante
536,Kleidung::N,roba,roupa
537,Kleidung::N,roba,vestuário
538,Kleidung::N,vestits,roupa
539,Kleidung::N,vestits,vestuário
540,Hemd::N,camisa,camisa
541,Kragen::N,coll,gola
542,Ärmel::N,màniga,manga
543,Hose::N,pantalōns,calça
544,Gürtel::N,cinturó,cinto
545,Mütze::N,gorra,boné
546,Mütze::N,gorra,barrete
547,Schuh::N,sabata,sapato
548,Stiefel::N,bota,bota
549,Ring::N,anell,anel
550,Band::N,veta,fita
551,Band::N,veta,faixa
552,Band::N,cinta,fita
553,Band::N,cinta,faixa
554,Kamm::N,pinta,pente
555,Spiegel::N,mirāll,espelho
556,Riemen::N,corretja,correia
557,Schnur::N,corda,corda
558,Schnur::N,corda,cordel
559,Leine::N,corretja,trela
560,Decke::N,manta,cobertor
561,Decke::N,flassada,cobertor
562,Kissen::N,coixí,almofada
563,Tuch::N,mocador,pano
564,Handtuch::N,tovallola,toalha
565,Kraft::N,força,força
566,Stärke::N,vigor,força
567,Gesundheit::N,salut,saúde
568,Krankheit::N,malaltia,doença
569,Krankheit::N,malaltia,enfermidade
570,Schmerz::N,dolor,dor
571,Wunde::N,ferida,chaga
572,Wunde::N,ferida,ferida
573,Fieber::N,febre,febre
574,Arznei::N,medicament,remédio
575,Brücke::N,pont,ponte
576,Brunnen::N,pou,poço
577,Weide::N,pastura,pastagem
578,Pfad::N,senda,senda
579,Pfad::N,senda,trilho
580,Pfad::N,sender,senda
581,Pfad::N,sender,trilho
582,Weg::N,camí,caminho
583,Straße::N,carretera,via
584,Straße::N,carretera,estrada
585,Dorf::N,poble,aldeia
586,Stadt::N,ciutāt,cidade
587,Brief::N,carta,carta
588,Buch::N,llibre,livro
589,Buchstabe::N,lletra,letra
590,Zeitung::N,diāri,jornal
591,Leben::N,vida,vida
592,Tod::N,mort,morte
593,Grab::N,tomba,túmulo
594,Grab::N,tomba,sepultura
595,Kirche::N,església,igreja
596,Sünde::N,pecat,pecado
597,Gott::N,déu,deus
598,Arbeiter::N,obrer,operário
599,Arbeiter::N,obrer,trabalhador
600,Chef::N,cap,chefe
601,Chef::N,cap,patrão
602,Meister::N,mestre,mestre
603,Arzt::N,metge,médico
604,Lehrer::N,mestre,professor
605,Geld::N,dinērs,dinheiro
606,Geschäft::N,negoci,negócio
607,Laden::N,tenda,loja
608,Laden::N,botiga,loja
609,Preis::N,preu,preço
610,Ware::N,mercaderia,mercadoria
611,Nutzen::N,profit,proveito
612,Reichtum::N,riquesa,riqueza
613,Welt::N,món,mundo
614,Land::N,país,país
615,Staat::N,estat,Estado
616,König::N,rei,rei
617,Macht::N,poder,poder
618,Macht::N,poder,potência
619,Macht::N,potència,poder
620,Macht::N,potència,potência
621,Grenze::N,frontera,fronteira
622,Krieg::N,guerra,guerra
623,Feind::N,enemic,inimigo
624,Gewalt::N,violència,violência
625,Kampf::N,lluita,luta
626,Kampf::N,lluita,combate
627,Bogen[Waffe]::N,arc,arco
628,Pfeil::N,fletxa,seta
629,Pfeil::N,fletxa,flecha
630,Gewehr::N,fusell,espingarda
631,Gewehr::N,escopeta,espingarda
632,Fehler::N,falta,erro
633,Fehler::N,falta,falha
634,Lüge::N,mentida,mentira
635,Schaden::N,dany,dano
636,Schaden::N,dany,estrago
637,Unglück::N,desgràcia,desgraça
638,Schuld::N,culpa,culpa
639,Alter::N,edat,idade
640,Schluss::N,fi,fim
641,Schluss::N,final,fim
642,Zeit::N,temps,tempo
643,Tag::N,dia,dia
644,Morgen::N,matí,manhã
645,Mittag::N,migdia,meio-dia
646,Abend::N,vespre,noite
647,Abend::N,vespre,tardinha
648,Nacht::N,nit,noite
649,Woche::N,setmana,semana
650,Monat::N,mes,mês
651,Jahr::N,any,ano
652,Frühling::N,primavera,primavera
653,Sommer::N,estīu,verão
654,Herbst::N,tardor,outono
655,Winter::N,hivērn,inverno
656,Januar::N,gener,Janeiro
657,Februar::N,febrer,Fevereiro
658,März::N,març,Março
659,April::N,abril,Abril
660,Mai::N,maig,Maio
661,Juni::N,juny,Junho
662,Juli::N,juliol,Julho
663,August::N,agost,Agosto
664,September::N,setembre,Setembro
665,Oktober::N,octubre,Outubro
666,November::N,novembre,Novembro
667,Dezember::N,desembre,Dezembro
668,Montag::N,dilluns,segunda-feira
669,Dienstag::N,dimarts,terça-feira
670,Mittwoch::N,dimecres,quarta-feira
671,Donnerstag::N,dijous,quinta-feira
672,Freitag::N,divendres,sexta-feira
673,Samstag::N,dissabte,sábado
674,Sonntag::N,diumenge,domingo
675,groß::A,gros,grande
676,klein::A,petīt,pequeno
677,lang::A,llarg,comprido
678,kurz::A,curt,curto
679,breit::A,ample,largo
680,schmal::A,estret,estreito
681,dicht::A,dens,denso
682,dick[Gegenstand]::A,gruixūt,grosso
683,dünn::A,prim,delgado
684,fein::A,fi,fino
685,fein::A,fi,subtil
686,fest::A,ferm,firme
687,fest::A,ferm,sólido
688,fest::A,sòlid,firme
689,fest::A,sòlid,sólido
690,flach::A,pla,plano
691,glatt::A,llis,liso
692,hart::A,dur,duro
693,weich::A,tou,mole
694,rund::A,rodó,redondo
695,spitz::A,punxegut,agudo
696,scharf::A,agut,afiado
697,stumpf::A,rom,rombo
698,stumpf::A,esmussat,rombo
699,schwer::A,pesāt,pesado
700,schön::A,bonīc,belo
701,schön::A,bonīc,bonito
702,heiß::A,calēnt,quente
703,warm::A,càlid,quente
704,kalt::A,fred,frio
705,kühl::A,fresc,fresco
706,frisch::A,fresc,fresco
707,feucht::A,humit,húmido
708,nass::A,mullat,molhado
709,trocken::A,sec,seco
710,voll::A,ple,cheio
711,leer::A,buit,vazio
712,offen::A,obert,aberto
713,geschlossen::A,tancat,fechado
714,sauber::A,net,limpo
715,schmutzig::A,brut,sujo
716,roh::A,cru,cru
717,reif::A,madur,maduro
718,lecker::A,deliciós,delicioso
719,süß::A,dolç,doce
720,bitter::A,amarg,amargo
721,sauer::A,agre,azedo
722,hell::A,clar,claro
723,dunkel::A,fosc,escuro
724,dunkel::A,fosc,sombrio
725,schwarz::A,negre,preto
726,weiß::A,blanc,branco
727,rot::A,vermēll,vermelho
728,gelb::A,groc,amarelo
729,blau::A,blau,azul
730,grün::A,verd,verde
731,grau::A,gris,cinzento
732,bunt::A,multicolor,colorido
733,billig::A,barat,barato
734,teuer::A,car,caro
735,wertvoll::A,preciós,valioso
736,wertvoll::A,preciós,precioso
737,blind::A,cec,cego
738,taub::A,sord,surdo
739,kräftig::A,fort,forte
740,kräftig::A,fort,poderoso
741,kräftig::A,vigorós,forte
742,kräftig::A,vigorós,poderoso
743,stark::A,fort,forte
744,stark::A,fort,robusto
745,schwach::A,feble,débil
746,fett::A,gras,gordo
747,schlank::A,esvelt,esbelto
748,hübsch::A,maco,giro
749,hübsch::A,maco,bonito
750,böse::A,dolent,mau
751,dumm::A,ximple,parvo
752,dumm::A,ximple,estúpido
753,dumm::A,estúpid,parvo
754,dumm::A,estúpid,estúpido
755,faul::A,gandūl,preguiçoso
756,faul::A,mandrós,preguiçoso
757,fleißig::A,diligēnt,aplicado
758,fleißig::A,diligēnt,diligente
759,geizig::A,avar,avarento
760,klug::A,intel·ligent,prudente
761,klug::A,intel·ligent,inteligente
762,geschickt::A,hàbil,hábil
763,lieb::A,amat,caro
764,lieb::A,amat,querido
765,lieb::A,estimat,caro
766,lieb::A,estimat,querido
767,lustig::A,alegre,alegre
768,sanft::A,suau,suave
769,sanft::A,suau,brando
770,hungrig::A,afamat,faminto
771,krank::A,malālt,doente
772,krank::A,malālt,enfermo
773,nackt::A,nu,nu
774,nackt::A,nu,despido
775,traurig::A,trist,triste
776,lebendig::A,viu,vivo
777,gut::A,bo,bom
778,schlecht::A,dolēnt,mau
779,schlecht::A,dolēnt,ruim
780,richtig::A,just,justo
781,richtig::A,just,correcto
782,richtig::A,correcte,justo
783,richtig::A,correcte,correcto
784,schlimm::A,greu,mau
785,schlimm::A,greu,grave
786,wahr::A,vertader,verdadeiro
787,wahr::A,veritable,verdadeiro
788,alt::A,vell,velho
789,alt::A,vell,antigo
790,neu::A,nou,novo
791,ehemalig::A,antic,antigo
792,alt[Lebewesen]::A,vell,velho
793,jung::A,jove,jovem
794,arm::A,pobre,pobre
795,reich::A,ric,rico
796,bekannt::A,conegut,conhecido
797,berühmt::A,famós,famoso
798,berühmt::A,famós,célebre
799,fremd::A,estrany,alheio
800,fremd::A,estrany,estranho
801,verschieden::A,diferent,diverso
802,verschieden::A,diferent,diferente
803,nah::A,pròxim,próximo
804,fern::A,llunyà,remoto
805,fern::A,llunyà,distante
806,fern::A,distant,remoto
807,fern::A,distant,distante
808,linker::A,esquerre,esquerdo
809,rechter::A,dret,direito
810,anderer::A,altre,outro
811,erster::A,primer,primeiro
812,zweiter::A,segon,segundo
813,dritter::A,tercer,terceiro
814,letzter::A,últim,final
815,letzter::A,últim,último
816,allein::ADV,sol,só
817,auf einmal::ADV,d'una vegada,de vez
818,zusammen::ADV,junt,juntos
819,lange::ADV,molt de temps,muito tempo
820,plötzlich::ADV,de cop,de repente
821,plötzlich::ADV,de sobte,de repente
822,sofort::ADV,de seguida,imediatamente
823,später::ADV,més tard,mais tarde
824,jetzt::ADV,ara,agora
825,heute::ADV,avūi,hoje
826,morgen::ADV,demà,amanhã
827,bald::ADV,aviāt,logo
828,bald::ADV,aviāt,breve
829,dann::ADV,després,então
830,dann::ADV,després,depois
831,gestern::ADV,ahir,ontem
832,einst::ADV,anteriorment,antigamente
833,damals::ADV,llavōrs,então
834,damals::ADV,aleshores,então
835,danach::ADV,després,logo
836,danach::ADV,després,depois
837,vorher::ADV,abāns,antes
838,zuerst::ADV,primer,primeiro
839,einmal::ADV,una vegada,uma vez
840,manchmal::ADV,de vegades,às vezes
841,oft::ADV,sovint,muitas vezes
842,immer::ADV,sempre,sempre
843,niemals::ADV,no ... mai,nunca
844,hier::ADV,aquí,cá
845,hier::ADV,aquí,aqui
846,hierhin::ADV,per aquí,para cá
847,von hier::ADV,des d'aquí,daqui
848,dort::ADV,allí,lá
849,dort::ADV,allí,ali
850,dorthin::ADV,hi,lá
851,dorthin::ADV,hi,para lá
852,geradeaus::ADV,tot dret,em frente
853,vorwärts::ADV,endavānt,avante
854,rückwärts::ADV,endarrera,para trás
855,zurück::ADV,darrere,atrás
856,unten::ADV,a baix,debaixo
857,unten::ADV,a baix,em baixo
858,hinab::ADV,cap avall,para baixo
859,oben::ADV,dalt,em cima
860,hinauf::ADV,cap amunt,para cima
861,überall::ADV,pertot,em toda parte
862,überall::ADV,per tot arreu,em toda parte
863,nicht::ADV,no,não
