,Concept_ID,cv,sv
134,Insel::N,утрав,ö
135,Blume::N,чечек,blomma
136,Blume::N,чечек,blomster
137,Gras::N,курӑк,gräs
138,Wurzel::N,тымар,rot
139,Baum::N,йывӑҫ,träd
140,Stamm::N,вулӑ,stam
141,Rinde::N,хуйӑр,bark
142,Ast::N,турат,gren
143,Zweig::N,турат,kvist
144,Blatt::N,ҫулҫӑ,löv
145,Blatt::N,ҫулҫӑ,blad
146,Birke::N,хурӑн,björk
147,Kiefer[Baum]::N,хыр,tall
148,Weide[Baum]::N,хӑва,pil
149,Weide[Baum]::N,хӑва,vide
150,Tanne::N,чӑрӑш,gran
151,Horn::N,мӑйрака,horn
152,Feder::N,тӗк,fjäder
153,Fell::N,ҫӑм,fäll
154,Fell::N,ҫӑм,skinn
155,Flügel::N,ҫунат,vinge
156,Klaue::N,чӗрне,klöv
157,Kralle::N,ура,klo
158,Schwanz::N,хӳре,svans
159,Schwanz::N,хӳре,stjärt
160,Ei::N,ҫӑмарта,ägg
161,Nest::N,йӑва,rede
162,Nest::N,йӑва,näste
163,Bau::N,йӗнӗ,bo
164,Tier::N,выльӑх,djur
165,Herde::N,кӗтӳ,flock
166,Kuh::N,ӗне,ko
167,Bulle::N,вӑкӑр,tjur
168,Pferd::N,лаша,häst
169,Schaf::N,сурӑх,får
170,Schwein::N,сысна,svin
171,Hund::N,йытӑ,hund
172,Katze::N,кушак,katt
173,Bär::N,упа,björn
174,Eichhörnchen::N,пакша,ekorre
175,Elch::N,пӑши,älg
176,Fuchs::N,тилӗ,räv
177,Hase::N,куян,hare
178,Hase::N,мулкач,hare
179,Maus::N,шӑши,mus
180,Wolf::N,кашкӑр,varg
181,Vogel::N,кайӑк,fågel
182,Vogel::N,вӗҫен кайӑк,fågel
183,Schwarm::N,ушкӑн,svärm
184,Huhn::N,чӑх,höns
185,Huhn::N,чӑхӑ,höns
186,Hahn::N,автан,tupp
187,Gans::N,хур,gås
188,Adler::N,ӑмӑрт кайӑк,örn
189,Ente::N,кӑвакал,anka
190,Eule::N,тӑмана,uggla
191,Kranich::N,тӑрна,trana
192,Krähe::N,ула курак,kråka
193,Kuckuck::N,куккук,gök
194,Schwan::N,акӑш,svan
195,Fisch::N,пулӑ,fisk
196,Barsch::N,уланкӑ,abborre
197,Hecht::N,ҫӑрттан,gädda
198,Schlange[Tier]::N,ҫӗлен,orm
199,Wurm::N,ӑман,mask
200,Spinne::N,эрешмен,spindel
201,Ameise::N,кӑткӑ,myra
202,Laus::N,пыйтӑ,lus
203,Mücke::N,вӑрӑм туна,mygga
204,Fliege::N,шӑна,fluga
205,Schmetterling::N,лӗпӗш,fjäril
206,Beere::N,ҫырла,bär
207,Apfel::N,улма,äpple
208,Apfel::N,пан улми,äpple
209,Pilz::N,кӑмпа,svamp
210,Zwiebel::N,сухан,lök
211,Saat::N,вӑрӑ,sådd
212,Korn::N,тӗшӗ,korn
213,Korn::N,пӗрчӗ,korn
214,Heu::N,утӑ,hö
215,Schale::N,хупӑ,skal
216,Grube::N,шӑтӑк,grop
217,Falle::N,тапӑ,fälla
218,Falle::N,капкӑн,fälla
219,Schlinge::N,йӑлӑ,snara
220,Spur::N,йӗр,spår
221,Asche::N,кӗл,aska
222,Dreck::N,пылчӑк,lort
223,Eisen::N,тимӗр,järn
224,Gold::N,ылтӑн,guld
225,Silber::N,кӗмӗл,silver
226,Kohle::N,кӑмрӑк,kol
227,Glas::N,кӗленче,glas
228,Lehm::N,тӑм,lera
229,Sand::N,хӑйӑр,sand
230,Mensch::N,ҫын,människa
231,Mensch::N,этем,människa
232,Mann::N,ар,man
233,Frau::N,хӗрарӑм,kvinna
234,Kind::N,ача,barn
235,Junge::N,ача,pojke
236,Junge::N,ар ҫын ача,pojke
237,Mädchen::N,хӗр ача,flicka
238,Familie::N,ҫемье,familj
239,Familie::N,кил-йыш,familj
240,Großvater::N,кукаҫи,morfar
241,Großmutter::N,кукамай,farmor
242,Eltern::N,аҫа-ама,föräldrar
243,Vater::N,атте,far
244,Mutter::N,анне,mor
245,Sohn::N,ывӑл,son
246,Tochter::N,хӗр,dotter
247,Bruder::N,ар тӑван,bror
248,Schwester::N,аппа,syster
249,Schwester::N,йӑмӑк,syster
250,Onkel::N,мучи,morbror
251,Onkel::N,пичче,morbror
252,Tante::N,аппа,tant
253,Ehemann::N,упӑшка,äkta man
254,Ehefrau::N,арӑм,hustru
255,Freude::N,савӑнӑҫ,fröjd
256,Freude::N,савӑнӑҫ,glädje
257,Freude::N,хаваслӑх,fröjd
258,Freude::N,хаваслӑх,glädje
259,Gelächter::N,кулӑ,åtlöje
260,Glück::N,телей,lycka
261,Glück::N,ӑраскал,lycka
262,Kummer::N,хурлӑх,sorg
263,Wunsch::N,ӗмӗт,önskan
264,Wunsch::N,кӑмӑл,önskan
265,Lust::N,кӑмӑл,lust
266,Geist::N,чун-чӗм,ande
267,Geist::N,ыр-усал,ande
268,Geist::N,чун хавалӗ,ande
269,Gedanke::N,шухӑш,tanke
270,Gedächtnis::N,ас,minne
271,Verstand::N,ӑс,förstånd
272,Verstand::N,ӑс-тӑн,förstånd
273,Verstand::N,ӑс-хакӑл,förstånd
274,Sinn::N,тупсӑм,mening
275,Sinn::N,тупсӑм,betydelse
276,Sinn::N,пӗлтерӗш,mening
277,Sinn::N,пӗлтерӗш,betydelse
278,Grund::N,сӑлтав,skäl
279,Grund::N,сӑлтав,grund
280,Wahrheit::N,чӑнлӑх,sanning
281,Gespräch::N,калаҫу,samtal
282,Märchen::N,юмах,saga
283,Erzählung::N,акалав,berättelse
284,Erzählung::N,каласа пани,berättelse
285,Nachricht::N,хыпар,meddelande
286,Neuigkeit::N,ҫӗнӗ хыпар,nyhet
287,Name::N,ят,namn
288,Rätsel::N,сутмалли юмах,gåta
289,Rede::N,сӑмах,tal
290,Sprache::N,чӗлхе,språk
291,Stimme::N,сасӑ,stämma
292,Wort::N,сӑмах,ord
293,Zeichen::N,паллӑ,tecken
294,Ruf::N,йыхрав,rop
295,Ruf::N,чӗнӳ,rop
296,Lärm::N,шав,bråk
297,Lärm::N,шав,oväsen
298,Laut::N,сасӑ,ljud
299,Ton::N,сасӑ,ton
300,Lied::N,юрӑ,sång
301,Ruhe::N,канӑҫлӑх,ro
302,Ruhe::N,канӑҫлӑх,lugn
303,Ruhe::N,лӑпкӑлӑх,ro
304,Ruhe::N,лӑпкӑлӑх,lugn
305,Leute::N,ҫамрӑксем,folk
306,Leute::N,ҫамрӑк ҫынсем,folk
307,Volk::N,халӑх,folk
308,Arbeit::N,ӗҫхӗл,arbete
309,Arbeit::N,ӗҫлев,arbete
310,Gast::N,хӑна,gäst
311,Geschenk::N,парне,gåva
312,Geschenk::N,парне,present
313,Geschenk::N,кучченеҫ,gåva
314,Geschenk::N,кучченеҫ,present
315,Spiel::N,вӑйӑ,lek
316,Spiel::N,вӑйӑ,spel
317,Gesellschaft::N,общество,sällskap
318,Hilfe::N,пулӑшу,hjälp
319,Freund::N,тус,vän
320,Kamerad::N,юлташ,kamrat
321,Kamerad::N,тус,kamrat
322,Angelegenheit::N,ӗҫ,ärende
323,Angelegenheit::N,ӗҫ,angelägenhet
324,Anzahl::N,йыш,antal
325,Anzahl::N,хисеп,antal
326,Art::N,тӗс,art
327,Art::N,тӗс,slag
328,Stück::N,татӑк,stycke
329,Teil::N,пай,del
330,Hälfte::N,ҫурӑ,halva
331,Kreis::N,ункӑ,krets
332,Kreis::N,ункӑ,cirkel
333,Kreis::N,ҫавракӑш,krets
334,Kreis::N,ҫавракӑш,cirkel
335,Kreuz::N,хӗрес,kors
336,Kreuz::N,хӗрес,kryss
337,Linie::N,йӗр,linje
338,Strich::N,йӗр,streck
339,Abstand::N,хушӑ,avstånd
340,Entfernung::N,хушӑ,avstånd
341,Gegend::N,вырӑн,trakt
342,Platz::N,хутлӑх,plats
343,Ort::N,вырӑн,plats
344,Ort::N,вырӑн,ställe
345,Seite::N,ен,sida
346,Seite::N,аяк,sida
347,Seite::N,айӑк,sida
348,Mitte::N,варӑ,mitt
349,Gegenstand::N,япала,föremål
350,Sache::N,япала,sak
351,Rand::N,вӗҫ,rand
352,Rand::N,хӗрӗ,rand
353,Rand::N,хӗрри,rand
354,Kante::N,хайкача,kant
355,Kante::N,хысак,kant
356,Ecke::N,кӗтес,vrå
357,Ecke::N,кӗтес,hörn
358,Spitze::N,вӗҫ,spets
359,Ende::N,вӗҫ,ända
360,Loch::N,шӑтӑк,hål
361,Winkel::N,кӗтес,vinkel
362,Muster::N,эреш,mönster
363,Größe::N,пысӑкӑш,storlek
364,Länge::N,вӑрӑмӑш,längd
365,Höhe::N,ҫӳллӗш,höjd
366,Gewicht::N,виҫе,tyngd
367,Gewicht::N,йывӑрӑш,tyngd
368,Menge::N,йыш,mängd
369,Haufen::N,купа,hög
370,Reihe::N,рет,rad
371,Boot::N,кимӗ,båt
372,Ruder::N,кӗсмен,åra
373,Schlitten::N,ҫуна,släde
374,Ski::N,йӗлтӗр,skida
375,Lagerfeuer::N,вут,lägereld
376,Lagerfeuer::N,кӑвайт,lägereld
377,Last::N,сулмаклӑх,last
378,Last::N,сулмаклӑх,börda
379,Last::N,йывӑр япала,last
380,Last::N,йывӑр япала,börda
381,Gang::N,куҫӑм,gång
382,Schritt::N,утӑм,steg
383,Schritt::N,пусӑм,steg
384,Norden::N,ҫурҫӗр,norr
385,Süden::N,кӑнтӑр,söder
386,Westen::N,анӑҫ,väster
387,Westen::N,хӗвел анӑҫ,väster
388,Osten::N,хӗвел тухӑҫ,öster
389,Holz::N,йывӑҫ,trä
390,Brett::N,хӑма,bräda
391,Platte::N,плита,platta
392,Stütze::N,ура,stöd
393,Stütze::N,ура,stötta
394,Stange::N,шерте,stång
395,Stock::N,патак,käpp
396,Stock::N,патак,pinne
397,Stab::N,шӑчӑ,stav
398,Rohr::N,пӑрӑх,rör
399,Haus::N,ҫурт,hus
400,Heim::N,кил,hem
401,Ofen::N,кӑмака,ugn
402,Fußboden::N,урай,golv
403,Tisch::N,сӗтел,bord
404,Stuhl::N,пукан,stol
405,Wiege::N,сӑпка,vagga
406,Bett::N,кравать,säng
407,Regal::N,ҫӳлӗк,hylla
408,Regal::N,сентре,hylla
409,Kiste::N,ещӗк,låda
410,Kiste::N,сунтӑх,låda
411,Fenster::N,чӳрече,fönster
412,Tür::N,алӑк,dörr
413,Tor::N,хапха,port
414,Zaun::N,хӳме,staket
415,Zaun::N,хӳме,stängsel
416,Dach::N,тӑрӑ,tak
417,Leiter::N,пусма,stege
418,Besen::N,шӑпӑр,kvast
419,Spaten::N,кӗреҫе,spade
420,Schaufel::N,кӗреҫе,skovel
421,Schaufel::N,кӗреҫе,skyffel
422,Gabel::N,вилка,gaffel
423,Löffel::N,кашӑк,sked
424,Messer::N,ҫӗҫӗ,kniv
425,Nagel::N,пӑта,spik
426,Netz::N,тетел,nät
427,Haken::N,йӑрхах,krok
428,Haken::N,ҫекӗл,krok
429,Griff::N,хӑлӑп,tag
430,Griff::N,хӑлӑп,handtag
431,Schloss::N,ҫӑра,las
432,Bild::N,сӑн,bild
433,Bild::N,сӑнлӑх,bild
434,Bild::N,картина,bild
435,Figur::N,кӗлетке,figur
436,Puppe::N,пукане,docka
437,Beutel::N,михӗ,påse
438,Bündel::N,ҫыхӑ,bunt
439,Bündel::N,ҫыхӑ,knippa
440,Bündel::N,тӗрке,bunt
441,Bündel::N,тӗрке,knippa
442,Tasche::N,сумка,väska
443,Eimer::N,витре,hink
444,Eimer::N,витре,ämbar
445,Deckel::N,хупӑ,lock
446,Geschirr::N,савӑт-сапа,servis
447,Geschirr::N,савӑт-сапа,porslin
448,Sack::N,михӗ,säck
449,Tasse::N,курка,kopp
450,Topf::N,кастрюль,gryta
451,Topf::N,кастрюль,kastrull
452,Kessel::N,хуран,kittel
453,Essen::N,апат,mål
454,Nahrung::N,апат-ҫимӗс,näring
455,Speise::N,апат,maträtt
456,Speise::N,ҫимӗҫ,maträtt
457,Fleisch::N,аш,kött
458,Fleisch::N,какай,kött
459,Getreide::N,тырӑ,säd
460,Getreide::N,тырӑ,spannmål
461,Brei::N,пӑтӑ,gröt
462,Brot::N,ҫӑкӑр,bröd
463,Scheibe::N,чӗлӗ,skiva
464,Scheibe::N,касӑк,skiva
465,Fett::N,ҫу,fett
466,Butter::N,ҫу,smör
467,Öl::N,ҫу,olja
468,Salz::N,тӑвар,salt
469,Suppe::N,яшка,soppa
470,Honig::N,пыл,honung
471,Milch::N,сӗт,mjölk
472,Tee::N,чей,te
473,Leder::N,сӑран,läder
474,Wolle::N,ҫӑм,ull
475,Wolle::N,ҫӑм,ylle
476,Stoff::N,тӗртӗм,tyg
477,Stoff::N,тӗртӗм,stoff
478,Nadel::N,йӗп,nål
479,Faden::N,ҫип,tråd
480,Knopf::N,тӳме,knapp
481,Knoten::N,йӑлӑ,knut
482,Farbe::N,сӑрӑ,färg
483,Kleidung::N,тум,klädsel
484,Kleidung::N,ҫипуҫ,klädsel
485,Kleidung::N,тум-тир,klädsel
486,Hemd::N,кӗпе,skjorta
487,Kragen::N,ҫуха,krage
488,Ärmel::N,ҫанӑ,ärm
489,Hose::N,шӑлавар,byxor
490,Gürtel::N,пиҫиххи,bälte
491,Mütze::N,ҫӗлӗк,mössa
492,Schuh::N,пушмак,sko
493,Schuh::N,ботинок,sko
494,Stiefel::N,атӑ,stövel
495,Ring::N,ҫӗрӗ,ring
496,Band::N,хаю,band
497,Band::N,йӗсме,band
498,Kamm::N,тура,kam
499,Spiegel::N,тӗкӗр,spegel
500,Spiegel::N,куҫ кӗски,spegel
501,Riemen::N,чӗн,rem
502,Schnur::N,кантра,snöre
503,Leine::N,касмӑк,lina
504,Decke::N,утиял,täcke
505,Kissen::N,ҫытар,dyna
506,Kissen::N,ҫытар,kudde
507,Kissen::N,минтер,dyna
508,Kissen::N,минтер,kudde
509,Tuch::N,тутӑр,sjal
510,Handtuch::N,ал шӑлли,handduk
511,Kraft::N,вӑй,kraft
512,Kraft::N,хӑват,kraft
513,Stärke::N,хал,styrka
514,Stärke::N,хӑват,styrka
515,Gesundheit::N,хал,hälsa
516,Gesundheit::N,сывлӑх,hälsa
517,Krankheit::N,чир,sjukdom
518,Schmerz::N,ырату,smärta
519,Wunde::N,суран,sår
520,Fieber::N,сив чир,feber
521,Arznei::N,эмел,medicin
522,Arznei::N,эмел,läkemedel
523,Brücke::N,кӗпер,bro
524,Brunnen::N,ҫӑл,brunn
525,Brunnen::N,пусӑ,brunn
526,Weide::N,ҫаран,bete
527,Pfad::N,йӗр,stig
528,Pfad::N,сукмак,stig
529,Weg::N,ҫул,väg
530,Weg::N,ҫул-йӗр,väg
531,Straße::N,ҫӳрев,gata
532,Straße::N,ҫул ҫӳрени,gata
533,Dorf::N,ял,by
534,Stadt::N,хула,stad
535,Brief::N,ҫыру,brev
536,Buch::N,кӗнеке,bok
537,Buchstabe::N,сас палли,bokstav
538,Zeitung::N,хаҫат,tidning
539,Leben::N,пурнӑҫ,liv
540,Tod::N,вилӗм,död
541,Grab::N,масар шӑтӑкӗ,grav
542,Kirche::N,чиркӳ,kyrka
543,Sünde::N,ҫылӑх,synd
544,Gott::N,турӑ,gud
545,Arbeiter::N,рабочи,arbetare
546,Chef::N,пуҫлӑх,chef
547,Meister::N,ӑста,mästare
548,Meister::N,мастер,mästare
549,Arzt::N,врач,läkare
550,Arzt::N,тухтӑр,läkare
551,Lehrer::N,учитель,lärare
552,Lehrer::N,вӗрентекен,lärare
553,Geld::N,укҫа,pengar
554,Geschäft::N,бизнес,rörelse
555,Laden::N,магазин,affär
556,Preis::N,хак,pris
557,Ware::N,тавар,vara
558,Nutzen::N,пайта,gagn
559,Nutzen::N,пайта,nytta
560,Reichtum::N,мул,rikedom
561,Welt::N,тӗнче,värld
562,Land::N,ҫӗр-шыв,land
563,Staat::N,патшàлӑх,stat
564,König::N,король,kung
565,König::N,король,konung
566,Macht::N,власть,makt
567,Grenze::N,чикӗ,gräns
568,Krieg::N,вӑрҫӑ,krig
569,Feind::N,тӑшман,fiende
570,Gewalt::N,ирӗксӗрлӳ,våld
571,Kampf::N,кӗрешӳ,kamp
572,Kampf::N,кӗрешӳ,strid
573,Bogen[Waffe]::N,ухӑ,båge
574,Pfeil::N,ҫӗмрен,pil
575,Pfeil::N,ухӑ йӗппи,pil
576,Gewehr::N,пӑшал,gevär
577,Fehler::N,йӑнӑш,fel
578,Lüge::N,суя,lögn
579,Lüge::N,ултав,lögn
580,Schaden::N,сиен,skada
581,Unglück::N,шар,otur
582,Unglück::N,шар,olycka
583,Unglück::N,инкек,otur
584,Unglück::N,инкек,olycka
585,Schuld::N,айӑп,skuld
586,Alter::N,ҫул шучӗ,ålder
587,Schluss::N,пӗтни,slut
588,Schluss::N,пӗтмӗш,slut
589,Zeit::N,вӑхӑт,tid
590,Tag::N,кун,dag
591,Morgen::N,ир,morgon
592,Mittag::N,кӑнтӑрла,middag
593,Abend::N,каҫ,kväll
594,Nacht::N,каҫ,natt
595,Woche::N,эрне,vecka
596,Monat::N,уйӑх,månad
597,Jahr::N,ҫулталӑк,år
598,Frühling::N,ҫур,vår
599,Frühling::N,ҫуркунне,vår
600,Sommer::N,ҫу,sommar
601,Sommer::N,ҫулла,sommar
602,Herbst::N,кӗр,höst
603,Herbst::N,кӗркунне,höst
604,Winter::N,хӗл,vinter
605,Winter::N,хӗлле,vinter
606,Januar::N,январь,januari
607,Februar::N,февраль,februari
608,Februar::N,кӗҫӗн кӑрлач,februari
609,März::N,март,mars
610,März::N,пуш уйӑхӗ,mars
611,April::N,апрель,april
612,Mai::N,май,maj
613,Juni::N,июнь,juni
614,Juli::N,июль,juli
615,August::N,август,augusti
616,September::N,сентябрь,september
617,September::N,авӑн уйӑхӗ,september
618,Oktober::N,октябрь,oktober
619,November::N,ноябрь,november
620,Dezember::N,раштав,december
621,Dezember::N,декабрь,december
622,Montag::N,тунти кун,måndag
623,Dienstag::N,ытлари кун,tisdag
624,Mittwoch::N,юн кун,onsdag
625,Donnerstag::N,кӗҫнерни кун,torsdag
626,Freitag::N,эрне кун,fredag
627,Samstag::N,шӑмат кун,lördag
628,Sonntag::N,вырсарни кун,söndag
629,groß::A,пысӑк,stor
630,klein::A,пӗчӗк,liten
631,lang::A,вӑрӑм,lång
632,kurz::A,кӗске,kort
633,breit::A,сарлака,bred
634,schmal::A,ансӑр,smal
635,dicht::A,йӑвӑ,tät
636,dick[Gegenstand]::A,хулӑн,tjock
637,dünn::A,ҫинҫе,tunn
638,dünn::A,ҫӳхе,tunn
639,fein::A,тарай,fin
640,fein::A,вӗлтӗрти,fin
641,fest::A,тӗреклӗ,fast
642,flach::A,лаптак,platt
643,glatt::A,такӑр,glatt
644,hart::A,хытӑ,hård
645,weich::A,ҫемҫе,mjuk
646,rund::A,ҫавра,rund
647,spitz::A,шӗвӗр,toppig
648,spitz::A,шӗвӗр,spetsig
649,scharf::A,ҫивӗч,vass
650,scharf::A,ҫивӗч,skarp
651,stumpf::A,мӑка,slö
652,stumpf::A,пуклак,slö
653,stumpf::A,тӗрӗнчӗк,slö
654,stumpf::A,ӑнкарусӑр,slö
655,schwer::A,йывӑр,tung
656,schön::A,илемлӗ,skön
657,schön::A,илемлӗ,vacker
658,heiß::A,вӗри,het
659,warm::A,ӑшӑ,varm
660,kalt::A,сивӗ,kall
661,kühl::A,уҫӑ,sval
662,kühl::A,уҫӑ,kylig
663,frisch::A,уҫӑ,färsk
664,feucht::A,йӗпе,fuktig
665,nass::A,нӳрӗ,våt
666,trocken::A,типӗ,torr
667,voll::A,тулли,full
668,leer::A,пушӑ,tom
669,offen::A,уҫӑ,öppen
670,geschlossen::A,хупӑ,stängd
671,sauber::A,таса,ren
672,schmutzig::A,пылчӑклӑ,snuskig
673,schmutzig::A,вараланчӑк,snuskig
674,roh::A,чӗрӗ,rå
675,reif::A,пулнӑ,mogen
676,reif::A,пиҫӗхнӗ,mogen
677,reif::A,аталаннӑ,mogen
678,reif::A,пиҫсе ҫитнӗ,mogen
679,lecker::A,тутлӑ,läcker
680,lecker::A,техӗмлӗ,läcker
681,süß::A,пылак,söt
682,bitter::A,йӳҫӗ,besk
683,bitter::A,йӳҫӗ,bitter
684,sauer::A,йӳҫӗ,sur
685,sauer::A,йӳҫек,sur
686,sauer::A,кӑвасак,sur
687,hell::A,ҫутӑ,ljus
688,dunkel::A,тӗттӗм,mörk
689,schwarz::A,хура,svart
690,weiß::A,шурӑ,vit
691,rot::A,хӗрлӗ,röd
692,gelb::A,сарӑ,gul
693,blau::A,кӑвак,blå
694,grün::A,симӗс,grön
695,grün::A,пиҫмен,grön
696,grün::A,ӑс пухман,grön
697,grau::A,кӑвак,grå
698,bunt::A,чӑпар,brokig
699,billig::A,йӳнӗ,billig
700,teuer::A,хаклӑ,dyr
701,wertvoll::A,паха,värdefull
702,blind::A,суккӑр,blind
703,taub::A,хӑлхасӑр,döv
704,kräftig::A,хӑватлӑ,kraftig
705,stark::A,вирлӗ,stark
706,schwach::A,халсӑр,svag
707,fett::A,самӑр,fet
708,fett::A,мӑнтӑр,fet
709,schlank::A,йӑрӑс,slank
710,schlank::A,яштака,slank
711,hübsch::A,хитре,snygg
712,hübsch::A,хитре,vacker
713,böse::A,усал,ond
714,böse::A,усал,elak
715,dumm::A,ухмах,dum
716,faul::A,наян,lat
717,faul::A,юлхав,lat
718,faul::A,ӳркенчӗк,lat
719,fleißig::A,хастар,flitig
720,geizig::A,хытӑ,snål
721,geizig::A,хытӑ,girig
722,klug::A,ӑслӑ,klok
723,geschickt::A,ӑста,händig
724,geschickt::A,ӑста,skicklig
725,lieb::A,савнӑ,kär
726,lieb::A,савнӑ,snäll
727,lustig::A,хаваслӑ,rolig
728,lustig::A,хаваслӑ,lustig
729,sanft::A,ачаш,mild
730,hungrig::A,выҫӑ,hungrig
731,krank::A,чирлӗ,sjuk
732,nackt::A,ҫара,naken
733,traurig::A,салхуллӑ,ledsen
734,traurig::A,салхуллӑ,sorgsen
735,lebendig::A,чӗрӗ,levande
736,gut::A,аван,bra
737,gut::A,лайӑх,bra
738,schlecht::A,япӑх,dålig
739,schlecht::A,начар,dålig
740,richtig::A,тӗрӗс,riktig
741,schlimm::A,йӗрӗнчӗк,illa
742,wahr::A,чӑн,sann
743,alt::A,кивӗ,gammal
744,neu::A,ҫӗнӗ,ny
745,ehemalig::A,пулнӑ,forn
746,ehemalig::A,пулнӑ,tidigare
747,alt[Lebewesen]::A,ватӑ,gammal
748,jung::A,яш,ung
749,jung::A,ҫамрӑк,ung
750,arm::A,чухӑн,fattig
751,reich::A,пуян,rik
