,Concept_ID,,pt
1018,reparieren::V,,consertar
1019,verbessern::V,,melhorar
1020,ändern::V,,mudar
1021,ändern::V,,alterar
1022,graben::V,,cavar
1023,beugen::V,,curvar
1024,biegen::V,,vergar
1025,drehen::V,,girar
1026,wenden::V,,virar
1027,wenden::V,,voltar
1028,umdrehen::V,,virar
1029,umdrehen::V,,revolver
1030,heben::V,,levantar
1031,hochheben::V,,erguer
1032,hochheben::V,,levantar
1033,ergreifen::V,,apanhar
1034,halten::V,,segurar
1035,drücken::V,,apertar
1036,schieben::V,,empurrar
1037,kratzen::V,,raspar
1038,lecken::V,,lamber
1039,beißen::V,,morder
1040,abreißen::V,,arrancar
1041,abschneiden::V,,talhar
1042,binden::V,,ligar
1043,stecken::V,,meter
1044,stecken::V,,enfiar
1045,brechen::V,,romper
1046,brechen::V,,quebrar
1047,klopfen::V,,bater
1048,hauen::V,,bater
1049,kleben::V,,colar
1050,reiben::V,,esfregar
1051,streichen::V,,barrar
1052,schleifen::V,,afiar
1053,schneiden::V,,cortar
1054,rütteln::V,,sacudir
1055,schütteln::V,,abanar
1056,schütteln::V,,sacudir
1057,schwenken::V,,agitar
1058,schütten::V,,deitar
1059,füllen::V,,encher
1060,einwickeln::V,,envolver
1061,einwickeln::V,,embrulhar
1062,tragen::V,,levar
1063,tragen::V,,trazer
1064,schleppen::V,,arrastar
1065,ziehen::V,,puxar
1066,aufbewahren::V,,guardar
1067,aufbewahren::V,,conservar
1068,werfen::V,,lançar
1069,fangen::V,,apanhar
1070,packen::V,,agarrar
1071,verstecken::V,,esconder
1072,teilen::V,,partir
1073,teilen::V,,dividir
1074,schicken::V,,enviar
1075,bringen::V,,trazer
1076,hinzufügen::V,,acrescentar
1077,bekommen::V,,obter
1078,erhalten::V,,receber
1079,nehmen::V,,tomar
1080,wählen::V,,eleger
1081,wählen::V,,escolher
1082,auswählen::V,,escolher
1083,auswählen::V,,seleccionar
1084,bewahren::V,,guardar
1085,bewahren::V,,conservar
1086,behindern::V,,impedir
1087,verderben::V,,estragar
1088,verderben::V,,corromper
1089,beschädigen::V,,danificar
1090,zerbrechen::V,,romper
1091,zerbrechen::V,,quebrar
1092,zerreißen::V,,rasgar
1093,zerstören::V,,destruir
1094,verbrennen::V,,queimar
1095,geben::V,,dar
1096,reichen::V,,passar
1097,schenken::V,,oferecer
1098,versprechen::V,,prometer
1099,wünschen::V,,desejar
1100,loben::V,,louvar
1101,küssen::V,,beijar
1102,wiegen::V,,embalar
1103,zudecken::V,,tapar
1104,zudecken::V,,cobrir
1105,wecken::V,,acordar
1106,wecken::V,,despertar
1107,zeigen::V,,mostrar
1108,führen::V,,guiar
1109,führen::V,,conduzir
1110,lehren::V,,ensinar
1111,unterrichten::V,,instruir
1112,aufziehen::V,,criar
1113,leiten::V,,dirigir
1114,leiten::V,,conduzir
1115,antreiben::V,,impelir
1116,lassen::V,,fazer
1117,einladen::V,,convidar
1118,vereinigen::V,,unir
1119,vereinigen::V,,reunir
1120,besuchen::V,,ir ver
1121,besuchen::V,,visitar
1122,treffen::V,,encontrar
1123,sich versammeln::V,,reunir-se
1124,spielen::V,,jogar
1125,spielen::V,,brincar
1126,singen::V,,cantar
1127,tanzen::V,,bailar
1128,sich trennen::V,,apartar-se
1129,verlassen::V,,deixar
1130,verlassen::V,,abandonar
1131,retten::V,,salvar
1132,bewachen::V,,vigiar
1133,bewachen::V,,guardar
1134,schützen::V,,proteger
1135,verteidigen::V,,defender
1136,sich schlagen::V,,brigar
1137,sich schlagen::V,,bater-se
1138,schießen::V,,disparar
1139,siegen::V,,vencer
1140,ärgern::V,,irritar
1141,ärgern::V,,aborrecer
1142,schlagen::V,,bater
1143,treten::V,,pisar
1144,stechen::V,,picar
1145,stoßen::V,,empurrar
1146,stehlen::V,,furtar
1147,stören::V,,perturbar
1148,belästigen::V,,incomodar
1149,belästigen::V,,importunar
1150,verbergen::V,,ocultar
1151,verbergen::V,,esconder
1152,täuschen::V,,iludir
1153,täuschen::V,,enganar
1154,betrügen::V,,burlar
1155,betrügen::V,,enganar
1156,töten::V,,matar
1157,wohnen::V,,morar
1158,arbeiten::V,,trabalhar
1159,sammeln::V,,recolher
1160,sammeln::V,,coleccionar
1161,pflücken::V,,colher
1162,jagen::V,,caçar
1163,fischen::V,,pescar
1164,fassen::V,,apanhar
1165,hüten::V,,guardar
1166,treiben::V,,conduzir
1167,anbinden::V,,atar
1168,füttern::V,,dar de comer a
1169,melken::V,,ordenhar
1170,hacken::V,,rachar
1171,gießen::V,,regar
1172,reifen::V,,amadurecer
1173,zubereiten::V,,preparar
1174,kochen::V,,cozer
1175,backen::V,,cozer
1176,braten::V,,assar
1177,braten::V,,fritar
1178,umrühren::V,,remexer
1179,stricken::V,,tricotar
1180,stricken::V,,fazer malha
1181,nähen::V,,coser
1182,nähen::V,,costurar
1183,färben::V,,tingir
1184,färben::V,,colorir
1185,reinigen::V,,limpar
1186,reinigen::V,,purificar
1187,waschen::V,,lavar
1188,abwischen::V,,limpar
1189,abwischen::V,,esfregar
1190,spülen::V,,lavar
1191,spülen::V,,enxaguar
1192,fegen::V,,varrer
1193,kehren::V,,varrer
1194,baden::V,,banhar
1195,baden::V,,tomar banho
1196,sich waschen::V,,lavar-se
1197,ausziehen::V,,despir
1198,anziehen::V,,vestir
1199,sich anziehen::V,,vestir-se
1200,kämmen::V,,pentear
1201,schmücken::V,,adornar
1202,sagen::V,,dizer
1203,sprechen::V,,falar
1204,reden::V,,falar
1205,sich unterhalten::V,,conversar
1206,fragen::V,,perguntar
1207,bitten::V,,pedir
1208,erzählen::V,,contar
1209,mitteilen::V,,comunicar
1210,mitteilen::V,,participar
1211,nennen::V,,nomear
1212,nennen::V,,apelidar
1213,rufen::V,,chamar
1214,prahlen::V,,gabar-se
1215,prahlen::V,,vangloriar-se
1216,übersetzen::V,,traduzir
1217,denken::V,,pensar
1218,glauben::V,,crer
1219,bemerken::V,,notar
1220,bemerken::V,,observar
1221,erkennen::V,,reconhecer
1222,begreifen::V,,apreender
1223,begreifen::V,,compreender
1224,verstehen::V,,entender
1225,verstehen::V,,compreender
1226,lernen::V,,aprender
1227,wissen::V,,saber
1228,sich erinnern an::V,,lembrar-se de
1229,sich erinnern an::V,,recordar-se de
1230,vergessen::V,,esquecer
1231,messen::V,,medir
1232,zählen::V,,contar
1233,rechnen::V,,calcular
1234,lesen::V,,ler
1235,malen::V,,pintar
1236,zeichnen::V,,desenhar
1237,schreiben::V,,escrever
1238,besitzen::V,,possuir
1239,kaufen::V,,comprar
1240,verkaufen::V,,vender
1241,bezahlen::V,,pagar
1242,zahlen::V,,pagar
1243,beherrschen::V,,imperar
1244,ertragen::V,,suportar
