,Concept_ID,ps,eu
1483,mitteilen::V,خبرول,jakinarazi
1484,mitteilen::V,خبر ورکول,jakinarazi
1485,nennen::V,نوم ايښودل,izena eman
1486,rufen::V,بلل,dei egin
1487,prahlen::V,لاپې وهل,harrokerian ibili
1488,prahlen::V,لاپې وهل,ahoberokeriak esan
1489,übersetzen::V,ژباړل,itzuli
1490,übersetzen::V,ترجمه کول,itzuli
1491,denken::V,فکر کول,pentsatu
1492,denken::V,فکر کول,gogoeta egin
1493,glauben::V,باور کول,sinetsi
1494,bemerken::V,لیدل,ohartu
1495,bemerken::V,لیدل,konturatu
1496,erkennen::V,پېژندل,ezagutu
1497,erkennen::V,پېژندل,antzeman
1498,begreifen::V,رسېدل,ulertu
1499,begreifen::V,پوهېدل,ulertu
1500,verstehen::V,پوهېدل,aditu
1501,lernen::V,زده کول,ikasi
1502,lernen::V,درس لوستل,ikasi
1503,wissen::V,پوهېدل,jakin
1504,sich erinnern an::V,یادول,gogoratu
1505,sich erinnern an::V,یادول,gogoan izan
1506,sich erinnern an::V,په یاد راوړل,gogoratu
1507,sich erinnern an::V,په یاد راوړل,gogoan izan
1508,vergessen::V,هېرول,ahaztu
1509,vergessen::V,هېرول,ahantzi
1510,messen::V,اندازه کول,neurtu
1511,zählen::V,شمارل,zenbatu
1512,zählen::V,شمارل,kopuratu
1513,rechnen::V,حسابول,kalkulatu
1514,lesen::V,لوستل,irakurri
1515,malen::V,رسمول,margotu
1516,zeichnen::V,رسمول,marraztu
1517,schreiben::V,لیکل,idatzi
1518,besitzen::V,لرل,ukan
1519,besitzen::V,لرل,eduki
1520,kaufen::V,رانیول,erosi
1521,verkaufen::V,خرڅول,saldu
1522,bezahlen::V,تأدیه کول,ordaindu
1523,zahlen::V,کسات اخيستل,ordaindu
1524,beherrschen::V,تسلط لرل,menpean izan
1525,ertragen::V,زغمل,jasan
1526,ertragen::V,زغمل,pairatu
1527,Barsch::N,,perka
1528,Hecht::N,,lutxo
