,Concept_ID,ps,eu
400,Ecke::N,ګوټ,kantoi
401,Spitze::N,څوکه,punta
402,Ende::N,څوکه,buru
403,Ende::N,څوکه,mutur
404,Loch::N,سوری,zulo
405,Winkel::N,کنج,zoko
406,Winkel::N,کنج,bazter
407,Winkel::N,کوتی,zoko
408,Winkel::N,کوتی,bazter
409,Muster::N,نمونه,eredu
410,Muster::N,نمونه,marrazki
411,Größe::N,قد,kaizu
412,Größe::N,قد,tamaina
413,Größe::N,لويوالی,kaizu
414,Größe::N,لويوالی,tamaina
415,Länge::N,طول,luzera
416,Länge::N,اوږد والی,luzera
417,Höhe::N,جګوالی,goiera
418,Höhe::N,جګوالی,garaiera
419,Gewicht::N,وزن,hazta
420,Menge::N,اندازه,kopuru
421,Haufen::N,کوټه,pila
422,Haufen::N,کوټه,mendoi
423,Reihe::N,صف,ilara
424,Reihe::N,صف,errenkada
425,Reihe::N,کتار,ilara
426,Reihe::N,کتار,errenkada
427,Boot::N,قايق,potin
428,Boot::N,قايق,txalupa
429,Ruder::N,چپه,arraun
430,Schlitten::N,ښویېدونی,lera
431,Schlitten::N,ښویېدونی,narra
432,Ski::N,سکي,eski
433,Lagerfeuer::N,اور,su
434,Last::N,بار,zama
435,Last::N,بار,karga
436,Last::N,پېټی,zama
437,Last::N,پېټی,karga
438,Gang::N,تګ,ibilera
439,Schritt::N,ګام,pauso
440,Schritt::N,ګام,urrats
441,Norden::N,شمال,ipar
442,Norden::N,شمال,iparralde
443,Süden::N,سوېل,hego
444,Süden::N,سوېل,hegoalde
445,Westen::N,لوېدېځ,sartalde
446,Westen::N,لوېدېځ,mendebalde
447,Osten::N,شرق,ekialde
448,Osten::N,شرق,sortalde
449,Osten::N,ختیځ,ekialde
450,Osten::N,ختیځ,sortalde
451,Holz::N,لرګی,zur
452,Brett::N,تخته,ohol
453,Platte::N,تخته,lauza
454,Stütze::N,تکیوان,irozgarri
455,Stütze::N,تکیوان,bermagailu
456,Stange::N,ډاګه,haga
457,Stock::N,لرګی,makila
458,Stab::N,چيخله,makila
459,Rohr::N,نل,hodi
460,Haus::N,کور,etxe
461,Heim::N,کور,etxe
462,Heim::N,کور,etxaleku
463,Ofen::N,تودنۍ,berogailu
464,Fußboden::N,غولی,zoru
465,Tisch::N,مېز,mahai
466,Stuhl::N,چوکۍ,aulki
467,Wiege::N,زانګو,kuma
468,Wiege::N,زانګو,sehaska
469,Bett::N,کټ,ohe
470,Bett::N,کټ,ohatze
471,Bett::N,چپرکټ,ohe
472,Bett::N,چپرکټ,ohatze
473,Regal::N,تاخچۍ,apalategi
474,Kiste::N,صندوق,kutxa
475,Fenster::N,کړکۍ,leiho
476,Tür::N,دروازه,ate
477,Tor::N,دروازه,atari
478,Zaun::N,کټاره,hesi
479,Dach::N,بام,teilatu
480,Leiter::N,زينه,zurubi
481,Besen::N,جارو,erratz
482,Spaten::N,یوم,burdinpala
483,Schaufel::N,بېلچه,pala
484,Gabel::N,پنجه,sardexka
485,Löffel::N,کاشوغه,koilara
486,Messer::N,چاقو,aizto
487,Nagel::N,ميخ,iltze
488,Netz::N,جال,sare
489,Haken::N,څنګک,mako
490,Griff::N,لاستی,eskutoki
491,Schloss::N,کلپ,sarraila
492,Bild::N,رسم,irudi
493,Figur::N,قدوقامت,figura
494,Puppe::N,ګوډۍ,panpina
495,Puppe::N,ګوډۍ,andrakila
496,Beutel::N,کڅوړه,zorro
497,Bündel::N,دسته,azao
498,Bündel::N,دسته,espal
499,Tasche::N,بکس,poltsa
500,Tasche::N,توبره,poltsa
501,Eimer::N,سطل,treska
502,Deckel::N,سرپوښ,tapa
503,Deckel::N,سرپوښ,estalki
504,Geschirr::N,لوښی,baxera
505,Geschirr::N,لوښی,ontziteria
506,Sack::N,جوال,zaku
507,Tasse::N,پیاله,kikara
508,Topf::N,دېګی,ontzi
509,Topf::N,دېګی,lapiko
510,Kessel::N,دېګ,pazia
511,Essen::N,خوراک,janaldi
512,Nahrung::N,خوراک,jan
513,Speise::N,خواړه,jaki
514,Fleisch::N,غوښه,okela
515,Fleisch::N,غوښه,haragi
516,Getreide::N,غله,labore
517,Brei::N,اوګره,ahi
518,Brei::N,اوګره,pure
519,Brot::N,ډوډۍ,ogi
520,Scheibe::N,مړۍ,xerra
521,Scheibe::N,مړۍ,pirripita
522,Fett::N,غوړي,urin
523,Fett::N,غوړي,koipe
524,Butter::N,کوچ,gurin
525,Öl::N,تېل,olio
526,Salz::N,مالګه,gatz
527,Suppe::N,شوربا,zopa
528,Suppe::N,شوربا,salda
529,Honig::N,شات,ezti
530,Milch::N,شوده,esne
531,Tee::N,چای,te
532,Leder::N,څرمن,larru
533,Wolle::N,پشم,artile
534,Stoff::N,ټوټه,ehun
535,Nadel::N,ستن,orratz
536,Nadel::N,ستن,jostorratz
537,Faden::N,تار,hari
538,Knopf::N,تڼۍ,botoi
539,Knopf::N,تکمه,botoi
540,Knoten::N,غوټه,korapilo
541,Farbe::N,رنګ,pintura
542,Kleidung::N,کالي,arropa
543,Kleidung::N,کالي,jantziak
544,Hemd::N,کميس,atorra
545,Hemd::N,کميس,alkandora
546,Kragen::N,غاړه,idun
547,Ärmel::N,لستوڼی,mahuka
548,Hose::N,پطلون,prakak
549,Hose::N,پطلون,galtzak
550,Gürtel::N,کمربند,gerriko
551,Mütze::N,خولۍ,txano
552,Mütze::N,خولۍ,txapel
553,Schuh::N,بوټ,oski
554,Schuh::N,بوټ,oinetako
555,Stiefel::N,موزه,bota
556,Ring::N,ګوته,uztai
557,Band::N,فيته,zinta
558,Band::N,فيته,xingola
559,Kamm::N,ګمنځ,orrazi
560,Spiegel::N,ایینه,mirail
561,Spiegel::N,هنداره,mirail
562,Riemen::N,تسمه,uhal
563,Schnur::N,مزی,lokailu
564,Leine::N,رسۍ,lotura
565,Decke::N,بړستن,burusi
566,Kissen::N,بالښت,kuxin
567,Tuch::N,ټیکری,zapi
568,Tuch::N,ټیکری,oihal
569,Handtuch::N,دسمال,eskuzapi
570,Handtuch::N,دسمال,eskuoihal
571,Kraft::N,زور,indar
572,Kraft::N,توان,indar
573,Stärke::N,قوت,indar
574,Gesundheit::N,صحت,osasun
575,Gesundheit::N,روغتیا,osasun
576,Krankheit::N,مرض,eritasun
577,Krankheit::N,مرض,gaixotasun
578,Krankheit::N,ناروغي,eritasun
579,Krankheit::N,ناروغي,gaixotasun
580,Schmerz::N,درد,min
581,Wunde::N,ټپ,zauri
582,Wunde::N,زخم,zauri
583,Fieber::N,تبه,sukar
584,Arznei::N,دوا,osagai
585,Arznei::N,دوا,sendagai
586,Arznei::N,دارو,osagai
587,Arznei::N,دارو,sendagai
588,Brücke::N,پول,zubi
589,Brunnen::N,څاه,putzu
590,Brunnen::N,کوهی,putzu
591,Weide::N,وله,alha
592,Weide::N,وله,bazkaleku
593,Pfad::N,تړه,zidor
594,Pfad::N,تړه,bidexka
595,Weg::N,لیار,bide
596,Straße::N,سړک,errepide
597,Dorf::N,کلی,herri
598,Stadt::N,ښار,hiri
599,Brief::N,لیک,gutun
600,Brief::N,لیک,eskutitz
601,Brief::N,مکتوب,gutun
602,Brief::N,مکتوب,eskutitz
603,Buch::N,کتاب,liburu
604,Buchstabe::N,حرف,hizki
605,Buchstabe::N,توری,hizki
606,Zeitung::N,اخبار,egunkari
607,Leben::N,ژوند,bizi
608,Leben::N,ژوند,bizitza
609,Tod::N,مرګ,herio
610,Tod::N,مرګ,heriotza
611,Tod::N,مړینه,herio
612,Tod::N,مړینه,heriotza
613,Grab::N,قبر,hobi
614,Grab::N,قبر,hilobi
615,Grab::N,ډورۍ,hobi
616,Grab::N,ډورۍ,hilobi
617,Kirche::N,کلیسا,eliza
618,Sünde::N,ګناه,hoben
619,Sünde::N,ګناه,bekatu
620,Gott::N,خدای,jainko
621,Arbeiter::N,کاریګر,langile
622,Arbeiter::N,کاریګر,behargin
623,Chef::N,آمر,nagusi
624,Meister::N,استاد,maisu
625,Arzt::N,طبیب,osagile
626,Arzt::N,طبیب,sendagile
627,Arzt::N,ډاکټر,osagile
628,Arzt::N,ډاکټر,sendagile
629,Lehrer::N,معلم,irakasle
630,Lehrer::N,ښوونکی,irakasle
631,Geld::N,پیسې,diru
632,Geschäft::N,سوداګري,negozio
633,Laden::N,دکان,denda
634,Laden::N,دکان,saltegi
635,Laden::N,مغازه,denda
636,Laden::N,مغازه,saltegi
637,Preis::N,بیه,prezio
638,Preis::N,بیه,salneurri
639,Ware::N,مال,salgai
640,Nutzen::N,ګټه,onura
641,Nutzen::N,ګټه,probetxu
642,Reichtum::N,شتمني,aberastasun
643,Welt::N,نړۍ,ludi
644,Welt::N,نړۍ,mundu
645,Welt::N,دنیا,ludi
646,Welt::N,دنیا,mundu
647,Land::N,هېواد,herrialde
648,Staat::N,دولت,estatu
649,König::N,باچا,errege
650,König::N,پادشاه,errege
651,Macht::N,قدرت,botere
652,Grenze::N,حد,muga
653,Grenze::N,سرحد,muga
654,Krieg::N,جګړه,guda
655,Feind::N,دښمن,etsai
656,Feind::N,دښمن,arerio
657,Gewalt::N,زور,bortxa
658,Gewalt::N,زور,bortizkeria
659,Gewalt::N,تشدد,bortxa
660,Gewalt::N,تشدد,bortizkeria
661,Kampf::N,جنګ,gudu
662,Kampf::N,جنګ,auska
663,Kampf::N,مبارزه,gudu
664,Kampf::N,مبارزه,auska
665,Bogen[Waffe]::N,لیندۍ,arku
666,Pfeil::N,غشی,gezi
667,Gewehr::N,ټوپک,fusil
668,Fehler::N,خطا,huts
669,Fehler::N,خطا,hutsegin
670,Fehler::N,غلطي,huts
671,Fehler::N,غلطي,hutsegin
672,Lüge::N,دروغ,gezur
673,Schaden::N,زیان,kalte
674,Schaden::N,تاوان,kalte
675,Unglück::N,بدبختي,zoritxar
676,Unglück::N,بدبختي,zorigaitz
677,Schuld::N,ګناه,erru
678,Alter::N,منګ,adin
679,Schluss::N,اخر,bukaera
680,Zeit::N,وخت,aldi
681,Zeit::N,وخت,denbora
682,Tag::N,ورځ,egun
683,Morgen::N,سبا,goiz
684,Morgen::N,سهار,goiz
685,Mittag::N,غرمه,eguerdi
686,Abend::N,ماښام,arrats
687,Nacht::N,شپه,gau
688,Woche::N,اونۍ,aste
689,Monat::N,مياشت,hil
690,Jahr::N,کال,urte
691,Frühling::N,پسرلی,udalehen
692,Sommer::N,دوبی,uda
693,Herbst::N,منی,udazken
694,Herbst::N,منی,neguantz
695,Herbst::N,خزان,udazken
696,Herbst::N,خزان,neguantz
697,Winter::N,ژمی,negu
698,Januar::N,جنوري,urtarril
699,Februar::N,فبروري,otsail
700,März::N,مارچ,martxo
701,April::N,اپریل,apiril
702,Mai::N,مې,maiatz
703,Juni::N,جون,ekain
704,Juli::N,جولای,uztail
705,August::N,اګست,abuztu
706,September::N,سپټامبر,irail
707,Oktober::N,اکتوبر,urri
708,November::N,نومبر,azaro
709,Dezember::N,دسمبر,abendu
710,Montag::N,دوشنبه,astelehen
711,Dienstag::N,سه شنبه,astearte
712,Mittwoch::N,چارشنبه,asteazken
713,Donnerstag::N,پنجشنبه,ostegun
714,Freitag::N,جمعه,ostiral
715,Samstag::N,خالي,larunbat
716,Sonntag::N,یکشنبه,igande
717,groß::A,لوی,handi
718,klein::A,وړوکی,txiki
719,lang::A,اوړد,luze
720,kurz::A,لنډ,labur
721,breit::A,پراخه,zabal
722,schmal::A,تنګ,mehar
723,dicht::A,ګڼ,sarri
724,dicht::A,ګڼ,trinko
725,dick[Gegenstand]::A,پنډ,lodi
726,dünn::A,نری,mehe
727,fein::A,نازک,fin
728,fest::A,کلک,tinko
729,fest::A,ټینګ,tinko
730,flach::A,هوار,lau
731,flach::A,هوار,ordoki
732,glatt::A,ښوی,leun
733,hart::A,کلک,gogor
734,weich::A,نرم,bigun
735,weich::A,نرم,beratz
736,weich::A,پوست,bigun
737,weich::A,پوست,beratz
738,rund::A,ګرد,biribil
739,spitz::A,تېره,puntadun
740,scharf::A,تېز,zorrotz
741,scharf::A,تېره,zorrotz
742,stumpf::A,پڅ,kamuts
743,schwer::A,دروند,astun
744,schwer::A,دروند,pisutsu
745,schön::A,ښکلی,eder
746,heiß::A,تود,bero
747,heiß::A,تود,oso bero
748,warm::A,تود,bero
749,kalt::A,ېخ,hotz
750,kalt::A,سوړ,hotz
751,kühl::A,ېخ,hotzil
752,kühl::A,سوړ,hotzil
753,frisch::A,تازه,fresko
754,frisch::A,تازه,hozkirri
755,feucht::A,مرطوب,heze
756,nass::A,لوند,busti
757,trocken::A,وچ,siku
758,trocken::A,وچ,lehor
759,voll::A,ډک,bete
760,leer::A,خالی,huts
761,offen::A,خلاص,ireki
762,offen::A,پرانیستی,ireki
763,geschlossen::A,تړلی,itxita
764,sauber::A,پاک,xahu
765,sauber::A,پاک,garbi
766,schmutzig::A,چټل,lohi
767,schmutzig::A,چټل,zikin
768,roh::A,خام,gordin
769,reif::A,پوخ,umo
770,reif::A,پوخ,heldu
771,reif::A,رسېدلی,umo
772,reif::A,رسېدلی,heldu
773,lecker::A,خوندور,goxo
774,lecker::A,مزه دار,goxo
775,süß::A,خوږ,goxo
776,süß::A,شیرین,goxo
777,bitter::A,تریخ,karmin
778,bitter::A,تریخ,garratz
779,sauer::A,ټاک,mingots
780,sauer::A,تريو,mingots
781,hell::A,روڼ,argi
782,hell::A,روښان,argi
783,dunkel::A,تیاره,ilun
784,schwarz::A,تور,beltz
785,weiß::A,سپين,zuri
786,rot::A,سور,gorri
787,gelb::A,زېړ,hori
788,blau::A,شین,urdin
