,Concept_ID,ta,el
88,Wolke::N,மேகம்,σύννεφο
89,Regen::N,மழை,βροχή
90,Schnee::N,உறைபனி,χιόνι
91,Eis::N,பனிக்கட்டி,πάγος
92,Frost::N,உறைபனி,παγωνία
93,Kälte::N,குளிர்ந்த,κρύο
94,Kälte::N,குளிர்ந்த,ψύχος
95,Hitze::N,சூடு,ζέστη
96,Raureif::N,உறைபனி வெண்திரை,πάχνη
97,Regenbogen::N,வானவில்,ουράνιο τόξο
98,Donner::N,இடி,βροντή
99,Strömung::N,நீரோட்டம்,ρεύμα
100,Tropfen::N,துளி,στάλα
101,Schaum::N,நுரை,αφρός
102,Schmutz::N,அழுக்கு,βρωμιά
103,See::N,ஏரி,λίμνη
104,Sumpf::N,சதுப்பு நிலம்,βάλτος
105,Moor::N,முட்புதற்காடு,έλος
106,Wiese::N,பசும் புல்தரை,λιβάδι
107,Wald::N,காடு,δάσος
108,Hügel::N,குன்று,λόφος
109,Anhöhe::N,பதுக்கை,ύψωμα
110,Berg::N,மலை,όρος
111,Berg::N,மலை,βουνό
112,Gipfel::N,உச்சி மாநாடு,κορυφή
113,Höhle::N,குகை,σπηλιά
114,Abhang::N,சரிவு,πλαγιά
115,Quelle::N,மூலம்,πηγή
116,Quelle::N,மூலம்,βρύση
117,Bach::N,ஓடை,ρυάκι
118,Fluss::N,ஆறு,ποτάμι
119,Fluss::N,ஆறு,ποταμός
120,Ufer::N,நீர்க்கரை,όχθη
121,Küste::N,கடற்கரை,ακτή
122,Küste::N,கடற்கரை,ακρογιαλιά
123,Festland::N,நிலம்,στεριά
124,Meer::N,கடல்,θάλασσα
125,Bucht::N,சிறுகுடா,κόλπος
126,Insel::N,தீவு,νησί
127,Insel::N,தீவு,νήσος
128,Blume::N,பூ,άνθος
129,Blume::N,பூ,λουλούδι
130,Gras::N,புல்தரை,χόρτο
131,Gras::N,புல்தரை,χορτάρι
132,Wurzel::N,வேர்,ρίζα
133,Baum::N,மரம்,δέντρο
134,Stamm::N,அடிமரம்,κορμός
135,Rinde::N,பட்டை,φλούδα
136,Rinde::N,மரப்பட்டை,φλούδα
137,Ast::N,கினை,κλαδί
138,Zweig::N,குச்சி,κλαδί
139,Zweig::N,குச்சி,κλάδος
140,Blatt::N,இலை,φύλλο
141,Birke::N,பிர்ச் மரம்,σημύδα
142,Kiefer[Baum]::N,தேவதாரு மரம்,πεύκο
143,Weide[Baum]::N,மர வகைகளுள் ஒன்று,ιτιά
144,Tanne::N,சாதிக்கய்,έλατο
145,Horn::N,கொம்பு,κέρας
146,Horn::N,கொம்பு,κέρατο
147,Feder::N,இறகு,φτερό
148,Fell::N,மென்முடி,δέρμα
149,Fell::N,மென்முடி,τομάρι
150,Flügel::N,இறக்கை,πτερύγιο
151,Klaue::N,நகம்,κουλό
152,Kralle::N,நகம்,νύχι
153,Schwanz::N,வால்,ουρά
154,Ei::N,முட்டை,αβγό
155,Nest::N,கூடு,φωλιά
156,Bau::N,குகை,φωλιά
157,Tier::N,விலங்கு,ζώο
158,Herde::N,கூட்டம்,κοπάδι
159,Kuh::N,பசு,αγελάδα
160,Bulle::N,காளை,ταύρος
161,Pferd::N,குதிரை,άλογο
162,Schaf::N,செம்மறிஆடு,πρόβατο
163,Schwein::N,பன்றி,γουρούνι
164,Hund::N,நாய்,σκυλί
165,Hund::N,நாய்,σκύλος
166,Katze::N,பூனை,γάτα
167,Bär::N,கரடி,άρκτος
168,Bär::N,கரடி,αρκούδα
169,Eichhörnchen::N,அணில்,βερβερίτσα
170,Elch::N,கடம்பை,άλκη
171,Fuchs::N,நரி,αλεπού
172,Hase::N,முயல்,λαγός
173,Maus::N,எலி,ποντικός
174,Wolf::N,ஓநாய்,λύκος
175,Vogel::N,பறவை,πουλί
176,Schwarm::N,தொகுதி,σμήνος
177,Huhn::N,கோழிக்குஞசு,κότα
178,Huhn::N,கோழிக்குஞசு,όρνιθα
179,Hahn::N,சேவல்,πετεινός
180,Gans::N,பெண் வாத்து,χήνα
181,Adler::N,பருநது,αετός
182,Ente::N,வாத்து,πάπια
183,Eule::N,ஆந்தை,κουκουβάγια
184,Kranich::N,நாரை,γερανός
185,Krähe::N,காகம்,καρακάξα
186,Kuckuck::N,குயில்,κούκος
187,Schwan::N,அன்னம்,κύκνος
188,Fisch::N,மீன்,ψάρι
189,Barsch::N,பேர்ச்,πέρκα
190,Hecht::N,கோலாச்சி மீன்,λούτσος
191,Schlange[Tier]::N,பாம்பு,φίδι
192,Wurm::N,புழு,σκουλήκι
193,Spinne::N,சிலந்தி,αράχνη
194,Ameise::N,எறும்பு,μυρμήγκι
195,Laus::N,பேன்,ψείρα
196,Mücke::N,கொசுவினப்பூச்சி,κουνούπι
197,Fliege::N,ஈ,μύγα
198,Schmetterling::N,வண்ணத்துப்பூச்சி,πεταλούδα
199,Beere::N,சதைப்பழம்,ρόγα
200,Apfel::N,ஆப்பிள பழம்,μήλο
201,Pilz::N,காளான்,μανιτάρι
202,Zwiebel::N,வெங்காயம்,κρεμμύδι
203,Saat::N,விதை,σπόρος
204,Korn::N,தானியம்,σπυρί
205,Heu::N,வைக்கோல்,σανός
206,Schale::N,தோல்,τσόφλι
207,Grube::N,குழி,λάκκος
208,Falle::N,பொறி,παγίδα
209,Schlinge::N,கண்ணி,θηλειά
210,Spur::N,சுவடு,ίχνος
211,Asche::N,சாம்பல்,στάχτη
212,Dreck::N,அழுக்கு,βρωμιά
213,Eisen::N,இரும்பு,σίδερο
214,Gold::N,தங்கம்,μάλαμα
215,Gold::N,தங்கம்,χρυσάφι
216,Silber::N,வெள்ளி,ασήμι
217,Silber::N,வெள்ளி,άργυρος
218,Kohle::N,நிலக்கரி,κάρβουνο
219,Glas::N,கண்ணாடி,γυαλί
220,Lehm::N,களிமண்,πηλός
221,Sand::N,மணல்,άμμος
222,Mensch::N,மனிதர்கள்,άνθρωπος
223,Mann::N,மனிதன்,άνδρας
224,Frau::N,பெண்,γυναίκα
225,Kind::N,குழந்தை,παιδί
226,Junge::N,பையன்,αγόρι
227,Mädchen::N,சிறுமி,κοπέλα
228,Mädchen::N,சிறுமி,κορίτσι
229,Familie::N,குடும்பம்,οικογένεια
230,Großvater::N,தாத்தா,παππούς
231,Großmutter::N,பாட்டி,γιαγιά
232,Eltern::N,பெற்றோர்,γονείς
233,Vater::N,தந்தை,πατέρας
234,Mutter::N,தாய்,μητέρα
235,Sohn::N,மகன்,γιος
236,Tochter::N,மகள்,κόρη
237,Bruder::N,சகோதரன்,αδελφός
238,Schwester::N,அக்கா,αδελφή
239,Onkel::N,தாய் மாமன்,θείος
240,Tante::N,அத்தை,θεία
241,Ehemann::N,கணவன்,σύζυγος
242,Ehefrau::N,மனைவி,σύζυγος
243,Freude::N,கொண்டாட்டம்,χαρά
244,Gelächter::N,சிரிப்பு,γέλια
245,Glück::N,மகிழ்ச்சி,ευτυχία
246,Kummer::N,துயரம்,έγνοια
247,Wunsch::N,விருப்பம்,επιθυμία
248,Lust::N,விருப்பம்,όρεξη
249,Geist::N,ஆன்மா,πνέυμα
250,Gedanke::N,எண்ணம்,σκέψη
251,Gedächtnis::N,ஞாபகம்,μνήμη
252,Verstand::N,மனம்,νους
253,Sinn::N,அர்த்தம்,νόημα
254,Grund::N,காரணம்,λόγος
255,Wahrheit::N,உண்நை,αλήθεια
256,Gespräch::N,பெசு,συνομιλία
257,Märchen::N,நம்பத்தகாத கதை,παραμύθι
258,Erzählung::N,கதை,διήγημα
259,Nachricht::N,செய்தி,είδηση
260,Neuigkeit::N,செய்தி,νέο
261,Name::N,பெயர்,όνομα
262,Rätsel::N,புதிர்,αίνιγμα
263,Rede::N,பேச்சு,λόγος
264,Rede::N,பேச்சு,ομιλία
265,Sprache::N,மொழி,γλώσσα
266,Stimme::N,குரல்,φωνή
267,Wort::N,வார்த்தை,λέξη
268,Zeichen::N,குறி,σημείο
269,Ruf::N,அழைப்பு,κραυγή
270,Lärm::N,சத்தம்,θόρυβος
271,Laut::N,ஒலி,ήχος
272,Ton::N,குரல்,ήχος
273,Ton::N,குரல்,τόνος
274,Lied::N,பாட்டு,τραγούδι
275,Ruhe::N,அமைதி,ησυχία
276,Leute::N,மக்கள்,κόσμος
277,Leute::N,மக்கள்,άνθρωποι
278,Volk::N,மக்கள்,λαός
279,Arbeit::N,வேலை,εργασία
280,Gast::N,விருந்தாளி,επισκέπτης
281,Geschenk::N,பரிசுப் பொருள்,δώρο
282,Spiel::N,விளையாட்டு,παιχνίδι
283,Gesellschaft::N,சமுதாயம்,κοινωνία
284,Hilfe::N,உதவி,βοήθεια
285,Freund::N,நண்பன்,φίλος
286,Kamerad::N,உடனிருப்பவன்,σύντροφος
287,Angelegenheit::N,செய்தி,υπόθεση
288,Anzahl::N,எண்ணிக்கை,αριθμός
289,Art::N,வகை,είδος
290,Stück::N,துண்டம்,κομμάτι
291,Teil::N,பகுதி,μέρος
292,Hälfte::N,பாதி,μισό
293,Kreis::N,வட்டம்,κύκλος
294,Kreuz::N,சிலுவை,σταυρός
295,Linie::N,கோடு,γραμμή
296,Strich::N,வாத நோய்,γραμμή
297,Abstand::N,இடைவெளி,απόσταση
298,Entfernung::N,தூரம்,απόσταση
299,Gegend::N,வட்டாரம்,περιοχή
300,Gegend::N,வட்டாரம்,τοποθεσία
301,Platz::N,வெற்றிடம்,χώρος
302,Ort::N,இடம்,τόπος
303,Seite::N,பக்கம்,πλευρά
304,Mitte::N,இடைப்பகுதி,μέση
305,Gegenstand::N,உருப்படி,αντικείμενο
306,Sache::N,பொருள்,πράγμα
307,Rand::N,தொங்கு,άκρη
308,Rand::N,தொங்கு,χείλος
309,Kante::N,விளிம்பு,άκρη
310,Ecke::N,மூலை,γωνιά
311,Spitze::N,முனை,μύτη
312,Ende::N,முடிவு,άκρη
313,Loch::N,துளை,τρύπα
314,Winkel::N,கோணம்,γωνία
315,Muster::N,பாங்கு,σχέδιο
316,Größe::N,அளவு,μέγεθος
317,Länge::N,நீளம்,μήκος
318,Höhe::N,உயரம்,ύψος
319,Gewicht::N,எடை,βάρος
320,Menge::N,தொகை,ποσότητα
321,Haufen::N,குவியல்,σωρός
322,Reihe::N,வரிசை,αράδα
323,Boot::N,படகு,βάρκα
324,Ruder::N,துடுப்பு,κουπί
325,Schlitten::N,சகடையிலா வண்டி,έλκηθρο
326,Ski::N,பனிச் சறுக்கல்,σκι
327,Lagerfeuer::N,மூட்டம்,φωτιά
328,Last::N,பாரம்,φορτίο
329,Gang::N,நடை,δρόμος
330,Schritt::N,காலடி,βήμα
331,Norden::N,வடக்கு,βορράς
332,Süden::N,தெற்கு,νότος
333,Westen::N,மேற்கு திசை,δύση
334,Osten::N,கிழக்கு,ανατολή
335,Holz::N,மரக்கட்டை,ξύλο
336,Brett::N,பலகை,σανίδι
337,Platte::N,பலகம்,πλάκα
338,Stütze::N,அடைப்புகன்,στήριγμα
339,Stange::N,கம்பம்,ραβδί
340,Stange::N,கம்பம்,κοντός
341,Stock::N,குச்சி,ξύλο
342,Stock::N,குச்சி,μπαστούνι
343,Stab::N,கம்பு,ραβδί
344,Rohr::N,குழாய்,σωλήνας
345,Haus::N,வீடு,σπίτι
346,Heim::N,வீடு,σπίτι
347,Ofen::N,அடுப்பு,σόμπα
348,Ofen::N,அடுப்பு,θερμάστρα
349,Fußboden::N,தரை,πάτωμα
350,Tisch::N,மேசை,τραπέζι
351,Stuhl::N,நாற்காலி,καρέκλα
352,Wiege::N,தொட்டில்,κούνια
353,Bett::N,படுக்கை,κρεβάτι
354,Regal::N,அலமாரி,ράφι
355,Kiste::N,பெட்டி,κιβώτιο
356,Fenster::N,சாளரம்,παράθυρο
357,Tür::N,கதவு,πόρτα
358,Tor::N,வாசற்கதவு,πύλη
359,Zaun::N,வேலி,φράχτης
360,Dach::N,கூரை,στέγη
361,Leiter::N,ஏணி,σκάλα
362,Leiter::N,ஏணி,κλίμακα
363,Besen::N,விளக்குமாறு,σκούπα
364,Spaten::N,மண்வெட்டி,φτυάρι
365,Schaufel::N,அடிதண்டா,φτυάρι
366,Gabel::N,முட்கரண்டி,πιρούνι
367,Löffel::N,கரண்டி,κουτάλι
368,Messer::N,கத்தி,μαχαίρι
369,Nagel::N,ஆணி,καρφί
370,Netz::N,வலை,δίχτυ
371,Haken::N,கொக்கி,γάντζος
372,Haken::N,கொக்கி,αγκίστρι
373,Griff::N,கைப்பிடி,λαβή
374,Schloss::N,பூட்டு,κλειδαριά
375,Bild::N,படம்,εικόνα
376,Figur::N,எண்ணிக்கை,ανάστημα
377,Puppe::N,பொம்மை,κούκλα
378,Beutel::N,பை,πουγγί
379,Bündel::N,பொதி,δεμάτι
380,Tasche::N,பை,τσάντα
381,Eimer::N,வாளி,κουβάς
382,Deckel::N,உறை,καπάκι
383,Geschirr::N,பாத்திரம்,σκεύη
384,Sack::N,பை,σάκος
385,Tasse::N,கிண்ணம்,φλιτζάνι
386,Topf::N,பானை,χύτρα
387,Kessel::N,கெண்டி,καζάνι
388,Essen::N,உணவருந்துதல்,φαγητό
389,Nahrung::N,உணவு,τροφή
390,Speise::N,உணவு வகை,φαγητό
391,Fleisch::N,இறைச்சி,κρέας
392,Getreide::N,மக்காச்சோளம்,σιτάρι
393,Brei::N,கஞ்சி,χυλός
394,Brot::N,ரொட்டி,ψωμί
395,Brot::N,ரொட்டி,άρτος
396,Scheibe::N,துண்டு,φέτα
397,Fett::N,கொழுப்பு,πάχος
398,Butter::N,வெண்ணெய்,βούτυρο
399,Öl::N,எண்ணெய்,λάδι
400,Salz::N,உப்பு,αλάτι
401,Suppe::N,ரசம்,σούπα
402,Honig::N,தேன்,μέλι
403,Milch::N,பால்,γάλα
404,Tee::N,தெனீர்,τσάι
405,Leder::N,பதம் செய்யப்பட்ட தோல்,πετσί
406,Wolle::N,கம்பளி,μαλλί
407,Stoff::N,துணி,ύφασμα
408,Nadel::N,ஊசி,βελόνα
409,Faden::N,நூல்,κλωστή
410,Knopf::N,பொத்தான்,κουμπί
411,Knoten::N,முடிச்சு,κόμπος
412,Farbe::N,வண்ணக் குழம்பு,μπογιά
413,Kleidung::N,ஆடைகள்,ρούχα
414,Kleidung::N,ஆடைகள்,ενδυμασία
415,Hemd::N,சட்டை,πουκάμισο
416,Kragen::N,கழுத்துப் பட்டை,κολάρο
417,Ärmel::N,சட்டைக்கை,μανίκι
418,Hose::N,கால்சட்டை,πανταλόνι
419,Gürtel::N,பெல்ட்,ζώνη
420,Mütze::N,தொப்பி,σκούφος
421,Schuh::N,காலணி,παπούτσι
422,Stiefel::N,காலணி,μπότα
423,Ring::N,மோதிரம்,δαχτυλίδι
424,Band::N,நாடா,κορδέλα
425,Kamm::N,கீப்பு,χτένα
426,Spiegel::N,ஆடி,καθρέφτης
427,Spiegel::N,கண்ணாடி,καθρέφτης
428,Riemen::N,வார்,λουρί
429,Schnur::N,கயிறு,κορδόνι
430,Leine::N,தோல்வார்,σχοινί
431,Decke::N,போர்வை,κουβέρτα
432,Kissen::N,தலையணை,μαξιλάρι
433,Tuch::N,துணி,πανί
434,Tuch::N,துணி,μαντήλι
435,Handtuch::N,தண்டு,πετσέτα
436,Kraft::N,நிர்பந்தம்,δύναμη
437,Stärke::N,பலம்,ισχύς
438,Stärke::N,பலம்,δύναμη
439,Gesundheit::N,ஆரோக்கியம்,υγεία
440,Krankheit::N,நோய்,αρρώστια
441,Schmerz::N,வலி,πόνος
442,Wunde::N,காயம்,πληγή
443,Fieber::N,காய்ச்சல்,πυρετός
444,Arznei::N,மருந்து,φάρμακο
445,Brücke::N,பாலம்,γέφυρα
446,Brunnen::N,கேணி,πηγάδι
447,Weide::N,மேய்ச்சல் நிலம்,βοσκή
448,Pfad::N,நடை வழி,μονοπάτι
449,Weg::N,வழி,δρόμος
450,Straße::N,சாலை,οδός
451,Straße::N,சாலை,δρόμος
452,Dorf::N,கிராமம்,χωριό
453,Stadt::N,நகரம்,πόλη
454,Brief::N,கடிதம்,γράμμα
455,Brief::N,கடிதம்,επιστολή
456,Buch::N,புத்தகம்,βιβλίο
457,Buchstabe::N,எழத்து,γράμμα
458,Zeitung::N,செய்தித்தாள்,εφημερίδα
459,Leben::N,வாழ்க்கை,ζωή
460,Leben::N,வாழ்க்கை,βίος
461,Tod::N,மரணம்,θάνατος
462,Grab::N,சமாதி,τάφος
463,Kirche::N,தேவாலயம்,εκκλησία
464,Sünde::N,பாவம்,αμαρτία
465,Gott::N,கடவுள்,θεός
466,Arbeiter::N,தொழிலாளி,εργάτης
467,Chef::N,மேலாளர்,προϊστάμενος
468,Meister::N,தலைவன்,μάστορας
469,Meister::N,தலைவன்,αρχιτεχνίτης
470,Arzt::N,மருத்துவர்,γιατρός
471,Lehrer::N,ஆசிரியர்,δάσκαλος
472,Geld::N,பணம்,λεφτά
473,Geld::N,பணம்,χρήματα
474,Geschäft::N,வாணிபம்,συναλλαγή
475,Laden::N,கடை,μαγαζί
476,Laden::N,கடை,κατάστημα
477,Preis::N,விலை,τιμή
478,Ware::N,சாமன்கள்,εμπόρευμα
479,Nutzen::N,இலாபம்,όφελος
480,Reichtum::N,சொத்து,πλούτος
481,Welt::N,உலகம்,κόσμος
482,Land::N,நாடு,χώρα
483,Staat::N,நாடு,κράτος
484,Staat::N,நாடு,πολιτεία
485,König::N,அரசன்,βασιλιάς
486,Macht::N,அதிகாரம்,εξουσία
487,Grenze::N,எல்லை,σύνορα
488,Krieg::N,போர்,πόλεμος
489,Feind::N,எதிரி,εχθρός
490,Gewalt::N,வன்முறை,βία
491,Kampf::N,போராட்டம்,αγώνας
492,Bogen[Waffe]::N,வில்,τόξο
493,Pfeil::N,அம்பு,σαΐτα
494,Gewehr::N,துப்பாக்கி,τουφέκι
495,Fehler::N,தவறு,λάθος
496,Fehler::N,தவறு,σφάλμα
497,Lüge::N,பொய்,ψέμα
498,Lüge::N,பொய்,ψεύδος
499,Schaden::N,சேதாரம்,ζημία
500,Unglück::N,இடையூறு,δυστυχία
501,Schuld::N,குற்றம்,ενοχή
502,Schuld::N,குற்றம்,φταίξιμο
503,Alter::N,வயது,ηλικία
504,Schluss::N,முடிவு,τέλος
505,Zeit::N,காலம்,χρόνος
506,Tag::N,நாள்,μέρα
507,Tag::N,நாள்,ημέρα
508,Morgen::N,காலை நேரம்,πρωί
509,Mittag::N,மதியம்,μεσημέρι
510,Abend::N,மாலைப் பொழுது,βράδυ
511,Nacht::N,இரவு,νύχτα
512,Woche::N,வாரம்,εβδομάδα
513,Monat::N,மாதம்,μήνας
514,Jahr::N,வருடம்,έτος
515,Jahr::N,வருடம்,χρόνος
516,Frühling::N,வசந்தம்,άνοιξη
517,Sommer::N,கோடை,καλοκαίρι
518,Herbst::N,இலையுதிர் காலம்,φθινόπωρο
519,Winter::N,குளிர்காலம்,χειμώνας
520,Januar::N,ஜனவரி,Ιανουάριος
521,Februar::N,பிபரவரி மாதம்,Φεβρουάριος
522,März::N,மார்ச் மாதம்,Μάρτιος
523,April::N,ஏப்ரல் மாதம்,Απρίλιος
524,Mai::N,மே மாதம்,Μάιος
525,Juni::N,ஜூன் மாதம்,Ιούνιος
526,Juli::N,ஜூலை மாதம்,Ιούλιος
527,August::N,ஆகஸ்ட் மாதம்,Αύγουστος
528,September::N,செப்டம்பர் மாதம்,Σεπτέμβριος
529,Oktober::N,அக்டோபர் மாதம்,Οκτώβριος
530,November::N,நவம்பர் மாதம்,Νοέμβριος
531,Dezember::N,டிசம்பர்,Δεκέμβριος
532,Montag::N,திங்கட் கிழமை,Δευτέρα
533,Dienstag::N,செவ்வாய்க்கிழமை,Τρίτη
534,Mittwoch::N,புதன் கிழமை,Τετάρτη
535,Donnerstag::N,வியாழக் கிழமை,Πέμπτη
536,Freitag::N,வெள்ளிக்கிழமை,Παρασκευή
537,Samstag::N,சனிக்கிழமை,Σάββατο
538,Sonntag::N,ஞாயிறுக் கிழமை,Κυριακή
539,groß::A,பெரிய,μεγάλος
540,klein::A,சிறிய,μικρός
541,lang::A,நீண்ட,μακρύς
542,kurz::A,குட்டையான,κοντός
543,breit::A,அகலமான,φαρδύς
544,schmal::A,குறுகலான,στενός
545,dicht::A,அடர்த்தியான,πυκνός
546,dick[Gegenstand]::A,தடித்த,παχύς
547,dick[Gegenstand]::A,தடித்த,χοντρός
548,dünn::A,சன்னமான,ψιλός
549,dünn::A,சன்னமான,λεπτός
550,fein::A,மெல்லிய,ψιλός
551,fest::A,உறுதியாள,στερεός
552,flach::A,தட்டையான,επίπεδος
553,glatt::A,வழுவழுப்பான,λείος
554,glatt::A,வழுவழுப்பான,ομαλός
555,hart::A,கடினமான,σκληρός
556,weich::A,மென்மையான,μαλακός
557,rund::A,உருண்டையான,στρογγυλός
558,spitz::A,திகந்தமாக,μυτερός
559,scharf::A,கூரான,κοφτερός
560,stumpf::A,உளம் திறந்த,αμβλύς
561,schwer::A,கனமான,βαρύς
562,schön::A,அழகான,ωραίος
563,schön::A,அழகான,όμορφος
564,heiß::A,சூடான,ζεστός
565,warm::A,இதமான,θερμός
566,kalt::A,குளிர்ச்சியான,κρύος
567,kalt::A,குளிர்ச்சியான,ψυχρός
568,kühl::A,குளிர்ச்சியான,δροσερός
569,frisch::A,சுத்தமான,νωπός
570,frisch::A,சுத்தமான,φρέσκος
571,feucht::A,ஈரமான,υγρός
572,nass::A,ஈரமான,βρεγμένος
573,trocken::A,உலர்ந்த,ξηρός
574,trocken::A,உலர்ந்த,στεγνός
575,voll::A,நிரம்பிய,γεμάτος
576,leer::A,காலியான,άδειος
577,offen::A,திறந்த,ανοιχτός
578,geschlossen::A,மூடப்பட்ட,κλειστός
579,sauber::A,சுத்தமான,καθαρός
580,schmutzig::A,அழக்கான,βρώμικος
581,schmutzig::A,அழக்கான,λερωμένος
582,roh::A,கச்சா,ωμός
583,reif::A,பழுத்த,ώριμος
584,lecker::A,சுவைமிக்க,νόστιμος
585,süß::A,இனிப்பான,γλυκός
586,bitter::A,கசப்பான,πικρός
587,sauer::A,புளிப்பாக,ξινός
588,hell::A,பளபளப்பான,φωτεινός
589,dunkel::A,கருமையான,σκοτεινός
590,schwarz::A,கருப்பு வண்ண,μαύρος
591,schwarz::A,கருப்பு வண்ண,μελανός
592,weiß::A,வெண்மையன,άσπρος
593,rot::A,சிவப்பு,κόκκινος
594,gelb::A,மஞ்சள் வண்ணம்,κίτρινος
595,blau::A,நீல வண்ண,μπλε
596,blau::A,நீல வண்ண,γαλανός
597,grün::A,பச்சை வண்ண,πράσινος
598,grau::A,சாம்பல் நிற,γκρίζος
599,bunt::A,வண்ண மயமான,ποικιλόχρωπος
600,billig::A,மலிவான,φτηνός
601,teuer::A,விலை அதிகமான,ακριβός
602,wertvoll::A,மதிப்புள்ள,πολύτιμος
603,blind::A,பார்வையற்ற,τυφλός
604,taub::A,செவிடான,κουφός
605,kräftig::A,வலிமையான,δυνατός
606,stark::A,பலமான,γερός
607,schwach::A,பலவீனமான,αδύνατος
608,fett::A,பருமனாக,παχύς
609,schlank::A,ஒல்லியான,λεπτός
610,schlank::A,ஒல்லியான,λυγερός
611,hübsch::A,அழகிய,όμορφος
612,hübsch::A,அழகிய,χαριτωμένος
613,böse::A,கேடு விளைவிக்கும்,κακός
614,dumm::A,முட்டாள்தனமான,κουτός
615,dumm::A,முட்டாள்தனமான,ανόητος
616,faul::A,சோம்பலான,τεμπέλης
617,fleißig::A,ஊக்கந்தளராத,εργατικός
618,geizig::A,கஞேசத்தனமான,τσιγγούνης
619,klug::A,சாதுரியமான,έξυπνος
620,geschickt::A,திறமையள்ள,επιδέξιος
621,lieb::A,அன்புக்குரிய,φίλος
622,lieb::A,அன்புக்குரிய,αγαπητός
623,lustig::A,களிப்புமிக்க,εύθυμος
624,lustig::A,களிப்புமிக்க,χαρούμενος
625,sanft::A,சாதுவான,ήπιος
626,hungrig::A,பசியுடன்,πεινασμένος
627,krank::A,நோயுற்று,άρρωστος
628,nackt::A,ஆடையற்ற,γυμνός
629,traurig::A,சோகமான,λυπημένος
630,lebendig::A,பிழைப்பு,ζωντανός
