,Concept_ID,cy,ar
65,Stern::N,seren,كوكب
66,Luft::N,awyr,هواء
67,Wind::N,gwynt,ريح
68,Welle::N,ton,موجة
69,Wasser::N,dŵr,ماء
70,Stein::N,carreg,حجر
71,Boden::N,llawr,تراب
72,Erde::N,pridd,أرض
73,Staub::N,llwch,غبار
74,Rauch::N,mwg,دخان
75,Funke::N,gwreichioni,شرارة
76,Feuer::N,tân,نار
77,Licht::N,golau,نور
78,Licht::N,golau,ضوء
79,Schatten::N,cysgod,ظل
80,Schatten::N,cysgod,فيء
81,Wetter::N,tywydd,جو
82,Wetter::N,tywydd,طقس
83,Nebel::N,niwl,ضباب
84,Wolke::N,cwmwl,غيمة
85,Wolke::N,cwmwl,سحابة
86,Regen::N,glaw,مطر
87,Schnee::N,ôd,ثلج
88,Schnee::N,eira,ثلج
89,Eis::N,iâ,جليد
90,Frost::N,rhew,صقيع
91,Kälte::N,oerni,برد
92,Kälte::N,annwyd,برد
93,Hitze::N,gwres,حر
94,Hitze::N,gwres,حرارة
95,Raureif::N,barrug,صقيع
96,Regenbogen::N,enfys,قوس قزح
97,Donner::N,tyrfau,رعد
98,Strömung::N,cerrynt,تيار
99,Tropfen::N,dafn,قطرة
100,Tropfen::N,diferyn,قطرة
101,Schaum::N,ewyn,زبد
102,Schaum::N,ewyn,رغوة
103,Schmutz::N,baw,وسخ
104,Schmutz::N,budreddi,وسخ
105,See::N,llyn,بحيرة
106,Sumpf::N,cors,مستنقع
107,Moor::N,rhos,مستنقع
108,Wiese::N,dôl,مرج
109,Wald::N,coedwig,غابة
110,Hügel::N,bryn,تل
111,Anhöhe::N,bryn,تل
112,Berg::N,mynydd,جبل
113,Gipfel::N,copa,قمة
114,Höhle::N,ogof,كهف
115,Abhang::N,llethr,منحدر
116,Quelle::N,tarddiad,منبع
117,Quelle::N,ffynhonnell,منبع
118,Bach::N,nant,مجرى
119,Bach::N,afonig,مجرى
120,Bach::N,cornant,مجرى
121,Fluss::N,afon,نهر
122,Ufer::N,glan,ضفة
123,Küste::N,traeth,ساحل
124,Küste::N,arfordir,ساحل
125,Festland::N,tir,بر
126,Meer::N,môr,بحر
127,Bucht::N,bae,خليج
128,Insel::N,ynys,جزيرة
129,Blume::N,blodyn,زهرة
130,Gras::N,glaswellt,حشيش
131,Wurzel::N,gwreiddyn,أصل
132,Baum::N,coeden,شجرة
133,Stamm::N,colfen,جذع
134,Stamm::N,boncyff,جذع
135,Rinde::N,rhisgl,قشرة
136,Ast::N,cangen,فرع
137,Zweig::N,cainc,غصن
138,Zweig::N,cangen,غصن
139,Blatt::N,deilen,ورقة
140,Birke::N,bedwen,قضبان
141,Kiefer[Baum]::N,pinwydden,صنوبرة
142,Weide[Baum]::N,helygen,صفصاف
143,Tanne::N,ffynidwydden,شوح
144,Tanne::N,ffynidwydden,تبوب
145,Horn::N,corn,قرن
146,Feder::N,plufyn,ريشة
147,Fell::N,ffwr,فرو
148,Flügel::N,adain,جناح
149,Klaue::N,crafanc,مخلب
150,Kralle::N,ewin,مخلب
151,Schwanz::N,cwt,ذيل
152,Schwanz::N,cynffon,ذيل
153,Ei::N,wy,بيض
154,Nest::N,nyth,عش
155,Bau::N,ffau,جحر
156,Tier::N,anifail,حيوان
157,Herde::N,praidd,قطيع
158,Herde::N,diadell,قطيع
159,Kuh::N,buwch,بقرة
160,Bulle::N,tarw,ثور
161,Pferd::N,ceffyl,خيل
162,Schaf::N,dafad,شاة
163,Schwein::N,mochyn,خنزير
164,Hund::N,ci,كلب
165,Katze::N,cath,قطة
166,Bär::N,arth,دب
167,Eichhörnchen::N,gwiwer,سنجاب
168,Elch::N,elc,موظ
169,Fuchs::N,cadno,ثعلب
170,Hase::N,ysgyfarnog,أرنب
171,Maus::N,llygoden,فأرة
172,Wolf::N,blaidd,ذئب
173,Vogel::N,aderyn,طير
174,Schwarm::N,haid,سرب
175,Huhn::N,cyw,دجاجة
176,Hahn::N,ceiliog,ديك
177,Gans::N,gŵydd,وزة
178,Adler::N,eryr,نسر
179,Ente::N,hwyad,بطة
180,Eule::N,tylluan,بوم
181,Kranich::N,garan,كركي
182,Kranich::N,crychydd,كركي
183,Krähe::N,brân,غراب
184,Kuckuck::N,cog,وقواق
185,Kuckuck::N,cwcw,وقواق
186,Schwan::N,alarch,إوز عراقي
187,Fisch::N,pysgod,سمك
188,Barsch::N,draenog,فرخ أوربي
189,Hecht::N,penhwyad,سمك الكراكي
190,Schlange[Tier]::N,neidr,حية
191,Schlange[Tier]::N,neidr,ثعبان
192,Wurm::N,abwydyn,دودة
193,Wurm::N,pryf genwair,دودة
194,Spinne::N,cor,عنكبوت
195,Spinne::N,pryf copyn,عنكبوت
196,Ameise::N,morgrugyn,نملة
197,Laus::N,lleuen,قملة
198,Mücke::N,gwybedyn,ناموسة
199,Fliege::N,cleren,ذبابة
200,Schmetterling::N,glöyn byw,فراشة
201,Schmetterling::N,iâr fach yr haf,فراشة
202,Beere::N,aeronen,حبة
203,Apfel::N,afal,تفاح
204,Pilz::N,madarch,فطر
205,Zwiebel::N,nionyn,بصل
206,Zwiebel::N,winwnsyn,بصل
207,Saat::N,had,زرع
208,Korn::N,grawn,حبة
209,Heu::N,gwair,دريس
210,Schale::N,croen,قشرة
211,Schale::N,plisgyn,قشرة
212,Grube::N,pwll,نقرة
213,Grube::N,pydew,نقرة
214,Falle::N,magl,فخ
215,Falle::N,magl,مصيدة
216,Schlinge::N,cwlwm rhedeg,عروة
217,Spur::N,ôl,أثر
218,Asche::N,lludw,رماد
219,Dreck::N,baw,قذر
220,Dreck::N,budreddi,قذر
221,Eisen::N,haearn,حديد
222,Gold::N,aur,ذهب
223,Silber::N,arian,فضة
224,Kohle::N,glo,فحم
225,Glas::N,gwydr,زجاج
226,Lehm::N,clai,طين
227,Sand::N,tywod,رمل
228,Mensch::N,dyn,إنسان
229,Mann::N,dyn,رجل
230,Frau::N,merch,امرأة
231,Frau::N,gwraig,امرأة
232,Kind::N,plentyn,طفل
233,Junge::N,hogyn,ولد
234,Junge::N,bachgen,ولد
235,Mädchen::N,merch,بنت
236,Mädchen::N,geneth,بنت
237,Familie::N,teulu,عائلة
238,Familie::N,tylwyth,عائلة
239,Großvater::N,taid,جد
240,Großvater::N,tad-cu,جد
241,Großmutter::N,nain,جدة
242,Großmutter::N,mam-gu,جدة
243,Eltern::N,rhieni,أبوان
244,Eltern::N,rhieni,والدان
245,Vater::N,tad,أب
246,Mutter::N,mam,أم
247,Sohn::N,mab,إبن
248,Tochter::N,merch,بنت
249,Tochter::N,merch,إبنة
250,Bruder::N,brawd,أخ
251,Bruder::N,brawd,شقيق
252,Schwester::N,chwaer,أخت
253,Onkel::N,ewythr,عم
254,Tante::N,modryb,عمة
255,Ehemann::N,gŵr,زوج
256,Ehefrau::N,gwraig,زوجة
257,Freude::N,gorfoledd,فرح
258,Freude::N,gorfoledd,سرور
259,Gelächter::N,chwerthin,قهقهة
260,Glück::N,hapusrwydd,سعادة
261,Kummer::N,galar,غم
262,Wunsch::N,dymuniad,منية
263,Lust::N,chwant,شهوة
264,Geist::N,ysbryd,روح
265,Gedanke::N,meddwl,فكرة
266,Gedächtnis::N,cof,ذاكرة
267,Verstand::N,meddwl,عقل
268,Sinn::N,ystyr,معنى
269,Grund::N,achos,سبب
270,Grund::N,rheswm,سبب
271,Wahrheit::N,gwir,حقيقة
272,Wahrheit::N,gwirionedd,حقيقة
273,Gespräch::N,sgwrs,محادثة
274,Märchen::N,chwedl werin,خرافة
275,Erzählung::N,stori,قصة
276,Erzählung::N,stori,حكاية
277,Nachricht::N,neges,خبر
278,Neuigkeit::N,newydd,خبر جديد
279,Name::N,enw,اسم
280,Rätsel::N,pos,لغز
281,Rede::N,araith,خطبة
282,Sprache::N,iaith,لغة
283,Stimme::N,llais,صوت
284,Wort::N,gair,كلمة
285,Zeichen::N,arwydd,رمز
286,Zeichen::N,arwydd,إشارة
287,Ruf::N,galwad,نداء
288,Lärm::N,trwst,صخب
289,Lärm::N,trwst,ضجة
290,Laut::N,sain,صوت
291,Ton::N,tôn,نغمة
292,Lied::N,cân,أغنية
293,Ruhe::N,tawelwch,هدوء
294,Leute::N,pobl,ناس
295,Volk::N,pobl,شعب
296,Arbeit::N,gwaith,عمل
297,Gast::N,gwestai,ضيف
298,Geschenk::N,rhodd,هدية
299,Geschenk::N,anrheg,هدية
300,Spiel::N,chwarae,لعب
301,Gesellschaft::N,cwmni,صحبة
302,Hilfe::N,cymorth,عون
303,Hilfe::N,cymorth,مساعدة
304,Freund::N,cyfaill,صديق
305,Kamerad::N,cydymaith,زميل
306,Angelegenheit::N,pwnc,أمر
307,Angelegenheit::N,pwnc,شأن
308,Anzahl::N,cyfrif,عدد
309,Art::N,bath,نوع
310,Stück::N,darn,قطعة
311,Teil::N,rhan,قسم
312,Hälfte::N,hanner,نصف
313,Kreis::N,cylch,دائرة
314,Kreuz::N,croes,صليب
315,Linie::N,llinell,خط
316,Strich::N,strôc,شرطة
317,Strich::N,trawiad,شرطة
318,Abstand::N,bwlch,مسافة
319,Abstand::N,pellter,مسافة
320,Entfernung::N,pellter,بعد
321,Gegend::N,cylch,ناحية
322,Platz::N,lle,فراغ
323,Ort::N,lle,مكان
324,Seite::N,ochr,جانب
325,Mitte::N,canol,وسط
326,Gegenstand::N,eitem,موضوع
327,Sache::N,peth,شيء
328,Rand::N,cwr,حافة
329,Rand::N,ymyl,حافة
330,Kante::N,min,حافة
331,Kante::N,ymyl,حافة
332,Ecke::N,cornel,ركن
333,Spitze::N,blaen,سن
334,Ende::N,pen,طرف
335,Loch::N,twll,ثقب
336,Winkel::N,congl,زاوية
337,Muster::N,patrwm,عينة
338,Größe::N,maint,حجم
339,Größe::N,maintioli,حجم
340,Länge::N,hyd,طول
341,Höhe::N,uchder,علو
342,Höhe::N,uchder,ارتفاع
343,Gewicht::N,pwysau,وزن
344,Menge::N,swm,كمية
345,Menge::N,maint,كمية
346,Haufen::N,pentwr,كوم
347,Reihe::N,rhes,صف
348,Boot::N,cwch,قارب
349,Boot::N,cwch,زورق
350,Ruder::N,rhwyf,مجذاف
351,Schlitten::N,sled,مزلقة
352,Schlitten::N,car llusg,مزلقة
353,Ski::N,sgi,زلاجة
354,Lagerfeuer::N,coelcerth,نار المخيم
355,Last::N,llwyth,حمل
356,Gang::N,tro,مشية
357,Schritt::N,cam,خطوة
358,Norden::N,gogledd,شمال
359,Süden::N,de,جنوب
360,Westen::N,gorllewin,غرب
361,Osten::N,dwyrain,شرق
362,Holz::N,pren,خشب
363,Brett::N,bwrdd,لوح
364,Brett::N,astell,لوح
365,Platte::N,llech,صفيحة
366,Stütze::N,ateg,سند
367,Stütze::N,ateg,دعامة
368,Stütze::N,cynhalydd,سند
369,Stütze::N,cynhalydd,دعامة
370,Stange::N,polyn,عود
371,Stock::N,ffon,عصا
372,Stock::N,brigyn,عصا
373,Stab::N,ffon,قضيب
374,Rohr::N,pibell,أنبوبة
375,Haus::N,tŷ,دار
376,Haus::N,tŷ,بيت
377,Heim::N,cartref,بيت
378,Heim::N,cartref,مسكن
379,Ofen::N,stof,مدفأة
380,Fußboden::N,llawr,أرضية
381,Tisch::N,bwrdd,مائدة
382,Stuhl::N,cadair,كرسي
383,Wiege::N,crud,مهد
384,Bett::N,gwely,سرير
385,Regal::N,silff,رف
386,Kiste::N,bocs,صندوق
387,Kiste::N,blwch,صندوق
388,Fenster::N,ffenestr,شباك
389,Fenster::N,ffenestr,نافذة
390,Tür::N,drws,باب
391,Tor::N,porth,بوابة
392,Zaun::N,ffens,سياج
393,Dach::N,to,سطح
394,Leiter::N,ysgol,سلم
395,Besen::N,ysgub,مكنسة
396,Spaten::N,rhaw,مسحاة
397,Schaufel::N,rhaw,مجرفة
398,Gabel::N,fforc,شوكة
399,Löffel::N,llwy,ملعقة
400,Messer::N,cyllell,سكين
401,Nagel::N,hoel,مسمار
402,Netz::N,gwe,شبكة
403,Netz::N,rhwyd,شبكة
404,Haken::N,bach,خطاف
405,Haken::N,bach,صنارة
406,Griff::N,carn,قبضة
407,Schloss::N,clo,قفل
408,Bild::N,llun,صورة
409,Bild::N,pictiwr,صورة
410,Figur::N,ffigur,تمثال
411,Puppe::N,dol,دمية
412,Beutel::N,cwd,كيس
413,Bündel::N,bwndel,ربطة
414,Bündel::N,coflaid,ربطة
415,Tasche::N,cod,شنطة
416,Tasche::N,cod,محفظة
417,Eimer::N,bwced,سطل
418,Eimer::N,bwced,جردل
419,Eimer::N,cunnog,سطل
420,Eimer::N,cunnog,جردل
421,Deckel::N,caead,سداد
422,Geschirr::N,llestri,أوان
423,Sack::N,sach,زكيبة
424,Tasse::N,cwpan,فنجان
425,Topf::N,pot,قدر
426,Topf::N,pot,طنجرة
427,Topf::N,crochan,قدر
428,Topf::N,crochan,طنجرة
429,Kessel::N,tegell,قدر
430,Kessel::N,tegell,غلاية
431,Essen::N,pryd o fwyd,طعام
432,Nahrung::N,bwyd,غذاء
433,Speise::N,saig,أكل
434,Fleisch::N,cig,لحم
435,Getreide::N,ŷd,حبوب
436,Getreide::N,llafur,حبوب
437,Brei::N,uwd,عصيدة
438,Brot::N,bara,خبز
439,Scheibe::N,tafell,شريحة
440,Fett::N,saim,سمن
441,Fett::N,braster,سمن
442,Butter::N,ymenyn,زبدة
443,Öl::N,olew,زيت
444,Salz::N,halen,ملح
445,Suppe::N,cawl,حساء
446,Suppe::N,cawl,شربة
447,Honig::N,mêl,عسل
448,Milch::N,llaeth,حليب
449,Milch::N,llefrith,حليب
450,Tee::N,te,شاي
451,Leder::N,lledr,جلد
452,Wolle::N,gwlân,صوف
453,Stoff::N,lliain,قماش
454,Stoff::N,brethyn,قماش
455,Nadel::N,nodwydd,إبرة
456,Faden::N,edau,خيط
457,Faden::N,edefyn,خيط
458,Knopf::N,botwm,زر
459,Knoten::N,cwlwm,عقدة
460,Farbe::N,paent,صبغة
461,Kleidung::N,dillad,ملابس
462,Kleidung::N,gwisgoedd,ملابس
463,Hemd::N,crys,قميص
464,Kragen::N,coler,ياقة
465,Ärmel::N,llawes,كم
466,Hose::N,trowsus,سروال
467,Hose::N,trowsus,بنطلون
468,Gürtel::N,gwregys,حزام
469,Mütze::N,cap,طاقية
470,Schuh::N,esgid,حذاء
471,Stiefel::N,botasen,جزمة
472,Stiefel::N,botasen,حذاء طويل
473,Ring::N,modrwy,حلقة
474,Band::N,rhuban,شريط
475,Kamm::N,crib,مشط
476,Spiegel::N,drych,مرآة
477,Riemen::N,strap,سير
478,Schnur::N,llinyn,حبل
479,Schnur::N,llinyn,دوبارة
480,Leine::N,tennyn,قيد
481,Decke::N,blanced,بطانية
482,Decke::N,gwrthban,بطانية
483,Kissen::N,clustog,وسادة
484,Kissen::N,gobennydd,وسادة
485,Tuch::N,sgarff,منديل
486,Handtuch::N,tywel,فوطة
487,Handtuch::N,tywel,منشفة
488,Handtuch::N,lliain sychu,فوطة
489,Handtuch::N,lliain sychu,منشفة
490,Kraft::N,grym,قدرة
491,Stärke::N,nerth,قوة
492,Stärke::N,cryfder,قوة
493,Gesundheit::N,iechyd,صحة
494,Krankheit::N,afiechyd,مرض
495,Krankheit::N,anhwylder,مرض
496,Schmerz::N,poen,ألم
497,Schmerz::N,poen,وجع
498,Schmerz::N,gwayw,ألم
499,Schmerz::N,gwayw,وجع
500,Wunde::N,clwyf,جرح
501,Fieber::N,twymyn,حمى
502,Arznei::N,meddyginiaeth,دواء
503,Brücke::N,pont,جسر
504,Brunnen::N,ffynnon,بئر
505,Weide::N,porfa,مرعى
506,Pfad::N,llwybr,درب
507,Weg::N,ffordd,سكة
508,Straße::N,heol,طريق
509,Straße::N,ffordd,طريق
510,Dorf::N,pentref,قرية
511,Stadt::N,tref,مدينة
512,Brief::N,llythyr,خطاب
513,Brief::N,llythyr,مكتوب
514,Buch::N,llyfr,كتاب
515,Buchstabe::N,llythyren,حرف
516,Zeitung::N,papur newydd,جريدة
517,Leben::N,bywyd,عيش
518,Leben::N,bywyd,حياة
519,Tod::N,marwolaeth,موت
520,Tod::N,marwolaeth,وفاة
521,Grab::N,bedd,قبر
522,Kirche::N,eglwys,كنيسة
523,Sünde::N,pechod,خطيئة
524,Gott::N,duw,إله
525,Arbeiter::N,gweithiwr,عامل
526,Chef::N,pennaeth,رئيس
527,Meister::N,meistr,أسطى
528,Arzt::N,meddyg,طبيب
529,Lehrer::N,athro,مدرس
530,Geld::N,pres,نقود
531,Geld::N,arian,نقود
532,Geschäft::N,busnes,صفقة
533,Laden::N,siop,دكان
534,Preis::N,pris,سعر
535,Ware::N,nwydd,بضاعة
536,Nutzen::N,elw,فائدة
537,Nutzen::N,budd,فائدة
538,Reichtum::N,cyfoeth,غنى
539,Reichtum::N,cyfoeth,ثروة
540,Welt::N,byd,عالم
541,Welt::N,byd,دنيا
542,Land::N,gwlad,بلد
543,Staat::N,gwladwriaeth,دولة
544,König::N,brenin,ملك
545,Macht::N,grym,سلطة
546,Macht::N,awdurdod,سلطة
547,Grenze::N,ffin,حدود
548,Grenze::N,goror,حدود
549,Krieg::N,rhyfel,حرب
550,Feind::N,gelyn,عدو
551,Gewalt::N,ffyrnigrwydd,عنف
552,Kampf::N,brwydr,قتال
553,Bogen[Waffe]::N,bwa,قوس
554,Pfeil::N,saeth,سهم
555,Gewehr::N,dryll,بندقية
556,Fehler::N,gwall,خطأ
557,Fehler::N,camgymeriad,خطأ
558,Lüge::N,celwydd,كذب
559,Lüge::N,anwiredd,كذب
560,Schaden::N,niwed,تلف
561,Schaden::N,difrod,تلف
562,Unglück::N,anffawd,نحس
563,Schuld::N,bai,ذنب
564,Alter::N,oed,سن
565,Alter::N,oed,عمر
566,Schluss::N,diwedd,ختام
567,Schluss::N,diwedd,نهاية
568,Zeit::N,amser,وقت
569,Tag::N,dydd,يوم
570,Tag::N,diwrnod,يوم
571,Morgen::N,bore,صباح
572,Mittag::N,nawn,ظهر
573,Abend::N,noswaith,مساء
574,Nacht::N,nos,ليلة
575,Woche::N,wythnos,أسبوع
576,Monat::N,mis,شهر
577,Jahr::N,blwyddyn,عام
578,Jahr::N,blwyddyn,سنة
579,Frühling::N,gwanwyn,ربيع
580,Sommer::N,haf,صيف
581,Herbst::N,hydref,خريف
582,Winter::N,gaeaf,شتاء
583,Januar::N,Ionawr,يناير
584,Januar::N,Ionawr,كانون الثاني
585,Februar::N,Chwefror,شباط
586,Februar::N,Chwefror,فبراير
587,März::N,Mawrth,آذار
588,März::N,Mawrth,مارس
589,April::N,Ebrill,نيسان
590,Mai::N,Mai,مايو
591,Juni::N,Mehefin,يونيو
592,Juni::N,Mehefin,حزيران
593,Juli::N,Gorffennaf,تموز
594,Juli::N,Gorffennaf,يوليو
595,August::N,Awst,آب
596,August::N,Awst,أغسطس
597,September::N,Medi,أيلول
598,September::N,Medi,سبتمبر
599,Oktober::N,Hydref,أكتوبر
600,Oktober::N,Hydref,تشرين الأول
601,November::N,Tachwedd,نوفمبر
602,November::N,Tachwedd,تشرين الثاني
603,Dezember::N,Rhagfyr,ديسمبر
604,Dezember::N,Rhagfyr,كانون الأول
605,Montag::N,dydd Llun,يوم الاثنين
606,Dienstag::N,dydd Mawrth,يوم الثلاثاء
607,Mittwoch::N,dydd Mercher,يوم الأربعاء
608,Donnerstag::N,dydd Iau,يوم الخميس
609,Freitag::N,dydd Gwener,يوم الجمعة
610,Samstag::N,dydd Sadwrn,يوم السبت
611,Sonntag::N,dydd Sul,يوم الأحد
612,groß::A,mawr,كبير
613,klein::A,bach,صغير
614,lang::A,hir,طويل
615,kurz::A,byr,قصير
616,kurz::A,cwta,قصير
617,breit::A,llydan,واسع
618,schmal::A,cul,ضيق
619,dicht::A,dwys,كث
620,dicht::A,dwys,كثيف
621,dick[Gegenstand]::A,trwchus,غليظ
622,dünn::A,tenau,رفيع
623,fein::A,main,رقيق
624,fest::A,cadarn,متين
625,flach::A,gwastad,سهل
626,flach::A,gwastad,منبسط
627,glatt::A,llyfn,ناعم
628,hart::A,caled,صلب
629,hart::A,caled,جامد
630,weich::A,meddal,لين
631,rund::A,crwn,مستدير
632,spitz::A,pigfain,مدبب
633,scharf::A,miniog,حاد
634,stumpf::A,pŵl,ثالم
635,schwer::A,trwm,ثقيل
636,schön::A,teg,جميل
637,schön::A,hardd,جميل
638,schön::A,prydferth,جميل
639,heiß::A,poeth,حار
640,heiß::A,poeth,ساخن
641,warm::A,twym,دافئ
642,warm::A,cynnes,دافئ
643,kalt::A,oer,بارد
644,kühl::A,oeraidd,قر
645,frisch::A,iach,طازج
646,feucht::A,llaith,رطب
647,nass::A,gwlyb,مبلول
648,trocken::A,sych,جاف
649,voll::A,llawn,ملء
650,leer::A,gwag,خال
651,leer::A,gwag,فارغ
652,offen::A,agored,مفتوح
653,geschlossen::A,caead,مغلق
654,geschlossen::A,caeëdig,مغلق
655,sauber::A,glân,نظيف
656,schmutzig::A,budr,قذر
657,schmutzig::A,brwnt,قذر
658,roh::A,amrwd,نيء
659,reif::A,aeddfed,ناضج
660,lecker::A,blasus,لذيذ
661,lecker::A,danteithiol,لذيذ
662,süß::A,melys,حلو
663,bitter::A,chwerw,مر
664,sauer::A,sur,حامض
665,hell::A,disglair,نير
666,dunkel::A,tywyll,مظلم
667,schwarz::A,du,أسود
668,weiß::A,gwyn,أبيض
669,rot::A,coch,أحمر
670,gelb::A,melyn,أصفر
671,blau::A,glas,أزرق
672,grün::A,gwyrdd,أخضر
673,grau::A,llwyd,رمادي
674,bunt::A,lliwgar,ملوب
675,billig::A,rhad,رخيص
676,teuer::A,drud,غال
677,wertvoll::A,gwerthfawr,ثمين
678,blind::A,dall,أعمى
679,taub::A,byddar,أصم
680,taub::A,byddar,أطرش
681,kräftig::A,nerthol,قوي
682,kräftig::A,grymus,قوي
683,stark::A,cryf,قوي
684,stark::A,cadarn,قوي
685,schwach::A,gwan,ضعيف
686,fett::A,tew,سمين
687,schlank::A,main,أهيف
688,hübsch::A,tlws,جميل
689,böse::A,drwg,رديء
690,dumm::A,twp,أبله
691,dumm::A,twp,أحمق
692,faul::A,diog,كسلان
693,fleißig::A,dyfal,مجتهد
694,geizig::A,crintach,بخيل
695,geizig::A,cybyddlyd,بخيل
696,klug::A,deallus,ذكي
697,klug::A,deallus,عاقل
698,geschickt::A,medrus,ماهر
699,geschickt::A,deheuig,ماهر
700,lieb::A,hoff,عزيز
701,lieb::A,annwyl,عزيز
702,lustig::A,llon,مرح
703,sanft::A,mwyn,حليم
704,hungrig::A,newynog,جائع
705,krank::A,sâl,مريض
706,krank::A,gwael,مريض
707,nackt::A,noeth,عار
708,traurig::A,trist,حزين
709,lebendig::A,yn fyw,حي
710,gut::A,da,جيد
711,schlecht::A,drwg,سيء
712,schlecht::A,gwael,سيء
713,richtig::A,cywir,صحيح
714,schlimm::A,enbyd,خبيث
715,wahr::A,gwir,حق
716,alt::A,hen,قديم
717,neu::A,newydd,جديد
718,ehemalig::A,blaenorol,سابق
719,alt[Lebewesen]::A,oedrannus,مسن
720,jung::A,ifanc,شاب
721,jung::A,ifanc,صغير
722,arm::A,tlawd,فقير
723,reich::A,cyfoethog,غني
724,bekannt::A,cynefin,معلوم
725,bekannt::A,cyfarwydd,معلوم
726,berühmt::A,enwog,مشهور
727,fremd::A,estron,أجنبي
728,verschieden::A,gwahanol,مختلف
729,nah::A,agos,قريب
730,fern::A,pell,بعيد
731,linker::A,aswy,يسار
732,linker::A,chwith,يسار
733,rechter::A,de,يمين
734,rechter::A,deau,يمين
735,anderer::A,arall,آخر
736,erster::A,cyntaf,أول
737,zweiter::A,ail,ثان
738,dritter::A,trydydd,ثالث
739,letzter::A,olaf,أخير
740,allein::ADV,unig,وحده
741,allein::ADV,ar ei ben ei hun,وحده
742,auf einmal::ADV,ar yr un pryd,بالمرة
743,zusammen::ADV,ynghyd,معا
744,zusammen::ADV,gyda'i gilydd,معا
745,lange::ADV,amser hir,مدة طويلة
746,plötzlich::ADV,yn sydyn,فجأة
747,sofort::ADV,ar unwaith,حالا
748,sofort::ADV,ar unwaith,فورا
749,später::ADV,yn ddiweddarach,فيما بعد
750,jetzt::ADV,yn awr,الآن
751,jetzt::ADV,yn awr,حاليا
752,heute::ADV,heddiw,اليوم
753,morgen::ADV,yfory,غدا
754,bald::ADV,yn fuan,قريبا
755,bald::ADV,gyda hyn,قريبا
756,dann::ADV,yna,ثم
757,dann::ADV,y pryd hwnnw,ثم
758,gestern::ADV,ddoe,أمس
759,gestern::ADV,ddoe,البارحة
760,einst::ADV,gynt,قديما
761,damals::ADV,ar y pryd,حينئذ
762,damals::ADV,bryd hynny,حينئذ
763,danach::ADV,wedyn,ثم
764,danach::ADV,wedyn,بعد ذلك
765,vorher::ADV,o'r blaen,من قبل
766,vorher::ADV,o'r blaen,قبل ذلك
767,zuerst::ADV,yn gyntaf,أولا
768,einmal::ADV,unwaith,مرة
769,manchmal::ADV,weithiau,أحيانا
770,manchmal::ADV,ar brydiau,أحيانا
771,oft::ADV,yn aml,كثيرا
772,oft::ADV,yn fynych,كثيرا
773,immer::ADV,bob amser,دائما
774,niemals::ADV,ni ... byth,لا أبدا
775,niemals::ADV,ni ... erioed,لا أبدا
776,hier::ADV,yma,هنا
777,hierhin::ADV,hyd yma,إلى هنا
778,von hier::ADV,oddi yma,من هنا
779,dort::ADV,acw,هناك
780,dorthin::ADV,tuag yno,إلى هناك
781,geradeaus::ADV,syth ymlaen,إلى الأمام
782,vorwärts::ADV,ymlaen,إلى الأمام
