,Concept_ID,la,en
884,zu sehen sein::V,conspici,show
885,vernehmen::V,comperire,hear
886,frieren::V,algere,be cold
887,tun::V,facere,do
888,können::V,posse,can
889,wollen::V,velle,want
890,anfangen::V,incipere,start
891,beenden::V,finire,finish
892,aufhören::V,desistere,stop
893,gelingen::V,contingere,succeed
894,geraten::V,evenire,turn out
895,öffnen::V,aperire,open
896,schließen::V,claudere,close
897,stellen::V,sistere,put
898,setzen::V,ponere,place
899,legen::V,ponere,lay
900,berühren::V,tangere,touch
901,verbinden::V,iungere,connect
902,bedecken::V,tegere,cover
903,bedecken::V,operire,cover
904,aufhängen::V,suspendere,hang up
905,anzünden::V,accendere,light
906,anzünden::V,inflammare,light
907,aufheben::V,tollere,pick up
908,zurücklassen::V,relinquere,leave
909,verlieren::V,perdere,lose
910,verlieren::V,amittere,lose
911,fallen lassen::V,dimittere,drop
912,machen::V,facere,make
913,herstellen::V,fabricare,produce
914,bauen::V,construere,build
915,reparieren::V,reparare,mend
916,verbessern::V,emendare,improve
917,ändern::V,mutare,alter
918,graben::V,fodere,dig
919,beugen::V,flectere,bow
920,biegen::V,curvare,bend
921,drehen::V,torquere,spin
922,wenden::V,vertere,turn
923,umdrehen::V,convertere,turn around
924,heben::V,tollere,raise
925,hochheben::V,levare,lift
926,ergreifen::V,capessere,seize
927,halten::V,tenere,hold
928,drücken::V,premere,press
929,schieben::V,promovere,push
930,kratzen::V,radere,scrape
931,lecken::V,lambere,lick
932,beißen::V,mordere,bite
933,abreißen::V,avellere,tear off
934,abschneiden::V,desecare,cut off
935,binden::V,ligare,tie
936,stecken::V,inserere,stick
937,brechen::V,rumpere,break
938,klopfen::V,pultare,knock
939,hauen::V,ferire,hit
940,kleben::V,agglutinare,glue
941,reiben::V,terere,rub
942,streichen::V,oblinere,spread
943,schleifen::V,acuere,grind
944,schneiden::V,secare,cut
945,rütteln::V,quassare,jolt
946,schütteln::V,quatere,shake
947,schwenken::V,ventilare,swing
948,schütten::V,fundere,pour
949,füllen::V,complere,fill
950,einwickeln::V,involvere,wrap
951,tragen::V,ferre,carry
952,tragen::V,portare,carry
953,schleppen::V,pertrahere,drag
954,ziehen::V,trahere,pull
955,aufbewahren::V,asservare,keep
956,werfen::V,iacere,throw
957,fangen::V,capere,catch
958,packen::V,capessere,grab
959,verstecken::V,abdere,hide
960,teilen::V,partiri,divide
961,teilen::V,dividere,divide
962,schicken::V,mittere,send
963,bringen::V,apportare,bring
964,hinzufügen::V,addere,add
965,bekommen::V,adipisci,get
966,erhalten::V,accipere,receive
967,nehmen::V,sumere,take
968,wählen::V,eligere,choose
969,auswählen::V,deligere,select
970,bewahren::V,conservare,preserve
971,behindern::V,impedire,hinder
972,verderben::V,corrumpere,spoil
973,beschädigen::V,laedere,damage
974,zerbrechen::V,rumpere,break
975,zerbrechen::V,frangere,break
976,zerreißen::V,discindere,tear
977,zerstören::V,delere,destroy
978,verbrennen::V,urere,burn
979,verbrennen::V,cremare,burn
980,geben::V,dare,give
981,reichen::V,praebere,hand
982,schenken::V,donare,give
983,schenken::V,largiri,give
984,versprechen::V,polliceri,promise
985,versprechen::V,promittere,promise
986,loben::V,laudare,praise
987,küssen::V,osculari,kiss
988,zudecken::V,tegere,cover
989,wecken::V,excitare,wake
990,zeigen::V,monstrare,show
991,führen::V,ducere,guide
992,lehren::V,docere,teach
993,unterrichten::V,instituere,instruct
994,aufziehen::V,nutrire,bring up
995,leiten::V,ducere,lead
996,antreiben::V,incitare,urge
997,lassen::V,iubere,let
998,einladen::V,invitare,invite
999,vereinigen::V,coniungere,unite
1000,besuchen::V,visere,visit
1001,treffen::V,convenire,meet
1002,sich versammeln::V,convenire,assemble
1003,spielen::V,ludere,play
1004,singen::V,cantare,sing
1005,tanzen::V,saltare,dance
1006,sich trennen::V,digredi,separate
1007,sich trennen::V,discedere,separate
1008,verlassen::V,deserere,leave
1009,verlassen::V,relinquere,leave
1010,retten::V,servare,rescue
1011,bewachen::V,custodire,guard
1012,schützen::V,tueri,protect
1013,schützen::V,tutari,protect
1014,verteidigen::V,defendere,defend
1015,sich schlagen::V,luctari,brawl
1016,schießen::V,iaculari,shoot
1017,siegen::V,vincere,win
1018,ärgern::V,irritare,annoy
1019,schlagen::V,ferire,beat
1020,treten::V,calcare,kick
1021,stechen::V,pungere,sting
1022,stoßen::V,tundere,shove
1023,stehlen::V,furari,steal
1024,stören::V,turbare,disturb
1025,belästigen::V,obtundere,bother
1026,verbergen::V,celare,conceal
1027,verbergen::V,occultare,conceal
1028,täuschen::V,fallere,deceive
1029,betrügen::V,fraudare,cheat
1030,töten::V,necare,kill
1031,töten::V,caedere,kill
1032,wohnen::V,habitare,dwell
1033,arbeiten::V,laborare,work
1034,sammeln::V,colligere,gather
1035,pflücken::V,carpere,pick
1036,jagen::V,venari,hunt
1037,fischen::V,piscari,fish
1038,fassen::V,capere,catch
1039,hüten::V,custodire,herd
1040,treiben::V,agere,drive
1041,anbinden::V,alligare,tie up
1042,füttern::V,nutrire,feed
1043,melken::V,mulgere,milk
1044,hacken::V,findere,chop
1045,gießen::V,rigare,water
1046,reifen::V,maturescere,ripen
1047,zubereiten::V,apparare,cook
1048,kochen::V,coquere,boil
1049,backen::V,coquere,bake
1050,braten::V,torrere,fry
1051,umrühren::V,commovere,stir
1052,stricken::V,texere,knit
1053,nähen::V,suere,sew
1054,färben::V,tingere,dye
1055,reinigen::V,purgare,clean
1056,waschen::V,lavare,wash
1057,abwischen::V,abstergere,wipe
1058,spülen::V,perluere,rinse
1059,fegen::V,verrere,sweep
1060,kehren::V,purgare,sweep
1061,baden::V,lavari,bath
1062,sich waschen::V,lavari,wash
1063,ausziehen::V,exuere,take off
1064,anziehen::V,induere,put on
1065,sich anziehen::V,vestiri,get dressed
1066,kämmen::V,pectere,comb
1067,schmücken::V,ornare,decorate
1068,schmücken::V,decorare,decorate
1069,sagen::V,dicere,say
1070,sprechen::V,fari,speak
1071,reden::V,loqui,talk
1072,sich unterhalten::V,colloqui,chat
1073,sich unterhalten::V,disputare,chat
1074,fragen::V,rogare,ask
1075,fragen::V,quaerere,ask
1076,bitten::V,orare,request
1077,bitten::V,rogare,request
1078,erzählen::V,narrare,tell
1079,mitteilen::V,communicare,convey
1080,nennen::V,appellare,name
1081,rufen::V,vocare,call
1082,prahlen::V,gloriari,brag
1083,übersetzen::V,vertere,translate
1084,denken::V,cogitare,think
1085,glauben::V,credere,believe
1086,bemerken::V,animadvertere,notice
1087,erkennen::V,cognoscere,recognize
1088,begreifen::V,comprehendere,grasp
1089,verstehen::V,intellegere,understand
1090,lernen::V,discere,learn
1091,wissen::V,scire,know
1092,sich erinnern an::V,meminisse,remember
1093,vergessen::V,oblivisci,forget
1094,messen::V,metiri,measure
1095,zählen::V,numerare,count
1096,rechnen::V,reri,calculate
1097,rechnen::V,calculare,calculate
1098,lesen::V,legere,read
1099,malen::V,pingere,paint
1100,zeichnen::V,scribere,draw
1101,schreiben::V,scribere,write
1102,besitzen::V,possidere,own
1103,kaufen::V,emere,buy
1104,verkaufen::V,vendere,sell
1105,bezahlen::V,pendere,pay for
1106,zahlen::V,solvere,pay
1107,beherrschen::V,regere,rule
1108,beherrschen::V,imperare,rule
1109,ertragen::V,tolerare,endure
1110,ertragen::V,sustinere,endure
1111,wünschen::V,,wish
1112,wiegen::V,,rock
