,Concept_ID,eu,eu
142,Hügel::N,muino,pentoka
143,Hügel::N,pentoka,muino
144,Hügel::N,pentoka,pentoka
145,Anhöhe::N,garai,garai
146,Anhöhe::N,garai,goragune
147,Anhöhe::N,goragune,garai
148,Anhöhe::N,goragune,goragune
149,Berg::N,mendi,mendi
150,Gipfel::N,gain,gain
151,Gipfel::N,gain,tontor
152,Gipfel::N,tontor,gain
153,Gipfel::N,tontor,tontor
154,Höhle::N,kobazulo,kobazulo
155,Abhang::N,aldapa,aldapa
156,Quelle::N,iturri,iturri
157,Quelle::N,iturri,iturbegi
158,Quelle::N,iturbegi,iturri
159,Quelle::N,iturbegi,iturbegi
160,Bach::N,lats,lats
161,Bach::N,lats,erreka
162,Bach::N,erreka,lats
163,Bach::N,erreka,erreka
164,Fluss::N,ibai,ibai
165,Fluss::N,ibai,uhaitz
166,Fluss::N,uhaitz,ibai
167,Fluss::N,uhaitz,uhaitz
168,Ufer::N,bazter,bazter
169,Küste::N,itsasalde,itsasalde
170,Festland::N,lehor,lehor
171,Meer::N,itsaso,itsaso
172,Bucht::N,golko,golko
173,Insel::N,irla,irla
174,Insel::N,irla,uharte
175,Insel::N,uharte,irla
176,Insel::N,uharte,uharte
177,Blume::N,lili,lili
178,Gras::N,belar,belar
179,Wurzel::N,zuztar,zuztar
180,Wurzel::N,zuztar,sustrai
181,Wurzel::N,sustrai,zuztar
182,Wurzel::N,sustrai,sustrai
183,Baum::N,zuhaitz,zuhaitz
184,Stamm::N,enbor,enbor
185,Rinde::N,azal,azal
186,Ast::N,adar,adar
187,Zweig::N,abar,abar
188,Blatt::N,hosto,hosto
189,Birke::N,urki,urki
190,Kiefer[Baum]::N,ler,ler
191,Weide[Baum]::N,zume,zume
192,Weide[Baum]::N,zume,sahats
193,Weide[Baum]::N,sahats,zume
194,Weide[Baum]::N,sahats,sahats
195,Tanne::N,izei,izei
196,Horn::N,adar,adar
197,Feder::N,luma,luma
198,Feder::N,luma,hegaki
199,Feder::N,hegaki,luma
200,Feder::N,hegaki,hegaki
201,Fell::N,ile,ile
202,Fell::N,ile,larru
203,Fell::N,larru,ile
204,Fell::N,larru,larru
205,Flügel::N,hego,hego
206,Klaue::N,atzapar,atzapar
207,Kralle::N,erpe,erpe
208,Kralle::N,erpe,atzapar
209,Kralle::N,atzapar,erpe
210,Kralle::N,atzapar,atzapar
211,Schwanz::N,isats,isats
212,Schwanz::N,isats,buztan
213,Schwanz::N,buztan,isats
214,Schwanz::N,buztan,buztan
215,Ei::N,arrautza,arrautza
216,Nest::N,habia,habia
217,Bau::N,ohantze,ohantze
218,Tier::N,abere,abere
219,Tier::N,abere,piztia
220,Tier::N,piztia,abere
221,Tier::N,piztia,piztia
222,Herde::N,saldo,saldo
223,Herde::N,saldo,abere talde
224,Herde::N,abere talde,saldo
225,Herde::N,abere talde,abere talde
226,Kuh::N,behi,behi
227,Bulle::N,zezen,zezen
228,Pferd::N,zaldi,zaldi
229,Schaf::N,ardi,ardi
230,Schwein::N,urde,urde
231,Schwein::N,urde,txerri
232,Schwein::N,txerri,urde
233,Schwein::N,txerri,txerri
234,Hund::N,txakur,txakur
235,Katze::N,katu,katu
236,Bär::N,hartz,hartz
237,Eichhörnchen::N,urtxintxa,urtxintxa
238,Elch::N,altze,altze
239,Fuchs::N,azeri,azeri
240,Hase::N,erbi,erbi
241,Maus::N,sagu,sagu
242,Wolf::N,otso,otso
243,Vogel::N,txori,txori
244,Vogel::N,txori,hegazti
245,Vogel::N,hegazti,txori
246,Vogel::N,hegazti,hegazti
247,Schwarm::N,aldra,aldra
248,Huhn::N,oilo,oilo
249,Hahn::N,oilar,oilar
250,Gans::N,antzara,antzara
251,Adler::N,arrano,arrano
252,Ente::N,ahate,ahate
253,Eule::N,hontza,hontza
254,Kranich::N,kurrilo,kurrilo
255,Krähe::N,bele,bele
256,Kuckuck::N,kuku,kuku
257,Schwan::N,beltxarga,beltxarga
258,Fisch::N,arrain,arrain
259,Barsch::N,perka,perka
260,Hecht::N,lutxo,lutxo
261,Schlange[Tier]::N,suge,suge
262,Wurm::N,har,har
263,Spinne::N,armiarma,armiarma
264,Ameise::N,inurri,inurri
265,Laus::N,zorri,zorri
266,Mücke::N,eltxo,eltxo
267,Fliege::N,euli,euli
268,Schmetterling::N,pinpirin,pinpirin
269,Schmetterling::N,pinpirin,tximeleta
270,Schmetterling::N,tximeleta,pinpirin
271,Schmetterling::N,tximeleta,tximeleta
272,Beere::N,baia,baia
273,Apfel::N,sagar,sagar
274,Pilz::N,onddo,onddo
275,Pilz::N,onddo,perretxiko
276,Pilz::N,perretxiko,onddo
277,Pilz::N,perretxiko,perretxiko
278,Zwiebel::N,tipula,tipula
279,Saat::N,haziak,haziak
280,Korn::N,ale,ale
281,Korn::N,ale,pikor
282,Korn::N,pikor,ale
283,Korn::N,pikor,pikor
284,Heu::N,belar ondu,belar ondu
285,Schale::N,azal,azal
286,Grube::N,hobi,hobi
287,Falle::N,harrapagailu,harrapagailu
288,Schlinge::N,bilur,bilur
289,Schlinge::N,bilur,xedera
290,Schlinge::N,xedera,bilur
291,Schlinge::N,xedera,xedera
292,Spur::N,lorratz,lorratz
293,Asche::N,errauts,errauts
294,Dreck::N,satsukeria,satsukeria
295,Eisen::N,burdina,burdina
296,Gold::N,urre,urre
297,Gold::N,urre,urregorri
298,Gold::N,urregorri,urre
299,Gold::N,urregorri,urregorri
300,Silber::N,zilar,zilar
301,Silber::N,zilar,urrezuri
302,Silber::N,urrezuri,zilar
303,Silber::N,urrezuri,urrezuri
304,Kohle::N,ikatz,ikatz
305,Glas::N,beira,beira
306,Lehm::N,buztin,buztin
307,Sand::N,harea,harea
308,Sand::N,harea,hondar
309,Sand::N,hondar,harea
310,Sand::N,hondar,hondar
311,Mensch::N,gizaki,gizaki
312,Mann::N,gizon,gizon
313,Frau::N,andere,andere
314,Frau::N,andere,emakume
315,Frau::N,emakume,andere
316,Frau::N,emakume,emakume
317,Kind::N,haur,haur
318,Junge::N,mutil,mutil
319,Mädchen::N,neska,neska
320,Familie::N,sendi,sendi
321,Familie::N,sendi,familia
322,Familie::N,familia,sendi
323,Familie::N,familia,familia
324,Großvater::N,aitona,aitona
325,Großvater::N,aitona,aitatxi
326,Großvater::N,aitatxi,aitona
327,Großvater::N,aitatxi,aitatxi
328,Großmutter::N,amona,amona
329,Großmutter::N,amona,amatxi
330,Großmutter::N,amatxi,amona
331,Großmutter::N,amatxi,amatxi
332,Eltern::N,gurasoak,gurasoak
333,Vater::N,aita,aita
334,Mutter::N,ama,ama
335,Sohn::N,seme,seme
336,Tochter::N,alaba,alaba
337,Bruder::N,neba,neba
338,Bruder::N,neba,anaia
339,Bruder::N,anaia,neba
340,Bruder::N,anaia,anaia
341,Schwester::N,ahizpa,ahizpa
342,Onkel::N,osaba,osaba
343,Tante::N,izeba,izeba
344,Ehemann::N,senar,senar
345,Ehefrau::N,emazte,emazte
346,Freude::N,poz,poz
347,Freude::N,poz,pozkari
348,Freude::N,pozkari,poz
349,Freude::N,pozkari,pozkari
350,Gelächter::N,barre,barre
351,Gelächter::N,barre,karkara
352,Gelächter::N,karkara,barre
353,Gelächter::N,karkara,karkara
354,Glück::N,zori,zori
355,Kummer::N,xangrin,xangrin
356,Kummer::N,xangrin,atsekabe
357,Kummer::N,atsekabe,xangrin
358,Kummer::N,atsekabe,atsekabe
359,Wunsch::N,nahi,nahi
360,Wunsch::N,nahi,nahikunde
361,Wunsch::N,nahikunde,nahi
362,Wunsch::N,nahikunde,nahikunde
363,Lust::N,gogo,gogo
364,Geist::N,gogo,gogo
365,Gedanke::N,gogoeta,gogoeta
366,Gedächtnis::N,oroimen,oroimen
367,Gedächtnis::N,oroimen,gogoramen
368,Gedächtnis::N,gogoramen,oroimen
369,Gedächtnis::N,gogoramen,gogoramen
370,Verstand::N,adimen,adimen
371,Verstand::N,adimen,ulermen
372,Verstand::N,ulermen,adimen
373,Verstand::N,ulermen,ulermen
374,Sinn::N,zentzu,zentzu
375,Grund::N,zergati,zergati
376,Wahrheit::N,egia,egia
377,Gespräch::N,hizketa,hizketa
378,Gespräch::N,hizketa,elkarrizketa
379,Gespräch::N,elkarrizketa,hizketa
380,Gespräch::N,elkarrizketa,elkarrizketa
381,Märchen::N,ipuin,ipuin
382,Erzählung::N,edesti,edesti
383,Erzählung::N,edesti,kontakizun
384,Erzählung::N,kontakizun,edesti
385,Erzählung::N,kontakizun,kontakizun
386,Nachricht::N,albiste,albiste
387,Neuigkeit::N,berri,berri
388,Name::N,izen,izen
389,Rätsel::N,asmakizun,asmakizun
390,Rede::N,hitzaldi,hitzaldi
391,Rede::N,hitzaldi,mintzaldi
392,Rede::N,mintzaldi,hitzaldi
393,Rede::N,mintzaldi,mintzaldi
394,Sprache::N,hizkuntza,hizkuntza
395,Stimme::N,ahots,ahots
396,Wort::N,hitz,hitz
397,Zeichen::N,agerbide,agerbide
398,Zeichen::N,agerbide,agergarri
399,Zeichen::N,agergarri,agerbide
400,Zeichen::N,agergarri,agergarri
401,Ruf::N,dei,dei
402,Lärm::N,zarata,zarata
403,Lärm::N,zarata,harrabots
404,Lärm::N,harrabots,zarata
405,Lärm::N,harrabots,harrabots
406,Laut::N,hots,hots
407,Ton::N,tonu,tonu
408,Ton::N,tonu,soinu
409,Ton::N,soinu,tonu
410,Ton::N,soinu,soinu
411,Lied::N,abesti,abesti
412,Ruhe::N,nasaitasun,nasaitasun
413,Leute::N,jende,jende
414,Volk::N,herri,herri
415,Volk::N,herri,populu
416,Volk::N,populu,herri
417,Volk::N,populu,populu
418,Arbeit::N,lan,lan
419,Gast::N,arrotz,arrotz
420,Gast::N,arrotz,apopilo
421,Gast::N,apopilo,arrotz
422,Gast::N,apopilo,apopilo
423,Geschenk::N,opari,opari
424,Spiel::N,jolas,jolas
425,Gesellschaft::N,gizarte,gizarte
426,Hilfe::N,helpide,helpide
427,Hilfe::N,helpide,laguntza
428,Hilfe::N,laguntza,helpide
429,Hilfe::N,laguntza,laguntza
430,Freund::N,lagun,lagun
431,Kamerad::N,adiskide,adiskide
432,Kamerad::N,adiskide,lagunkide
433,Kamerad::N,lagunkide,adiskide
434,Kamerad::N,lagunkide,lagunkide
435,Angelegenheit::N,afera,afera
436,Anzahl::N,kopuru,kopuru
437,Art::N,mota,mota
438,Stück::N,puska,puska
439,Teil::N,atal,atal
440,Hälfte::N,erdi,erdi
441,Kreis::N,biribilki,biribilki
442,Kreuz::N,gurutze,gurutze
443,Linie::N,linea,linea
444,Strich::N,marra,marra
445,Abstand::N,tarte,tarte
446,Entfernung::N,urrunera,urrunera
447,Gegend::N,alderdi,alderdi
448,Gegend::N,alderdi,eskualde
449,Gegend::N,eskualde,alderdi
450,Gegend::N,eskualde,eskualde
451,Platz::N,leku,leku
452,Ort::N,toki,toki
453,Seite::N,albo,albo
454,Mitte::N,erdi,erdi
455,Gegenstand::N,gauzaki,gauzaki
456,Sache::N,gauza,gauza
457,Rand::N,ertz,ertz
458,Kante::N,ertz,ertz
459,Ecke::N,kantoi,kantoi
460,Spitze::N,punta,punta
461,Ende::N,buru,buru
462,Ende::N,buru,mutur
463,Ende::N,mutur,buru
464,Ende::N,mutur,mutur
465,Loch::N,zulo,zulo
466,Winkel::N,zoko,zoko
467,Winkel::N,zoko,bazter
468,Winkel::N,bazter,zoko
469,Winkel::N,bazter,bazter
470,Muster::N,eredu,eredu
471,Muster::N,eredu,marrazki
472,Muster::N,marrazki,eredu
473,Muster::N,marrazki,marrazki
474,Größe::N,kaizu,kaizu
475,Größe::N,kaizu,tamaina
476,Größe::N,tamaina,kaizu
477,Größe::N,tamaina,tamaina
478,Länge::N,luzera,luzera
479,Höhe::N,goiera,goiera
480,Höhe::N,goiera,garaiera
481,Höhe::N,garaiera,goiera
482,Höhe::N,garaiera,garaiera
483,Gewicht::N,hazta,hazta
484,Menge::N,kopuru,kopuru
485,Haufen::N,pila,pila
486,Haufen::N,pila,mendoi
487,Haufen::N,mendoi,pila
488,Haufen::N,mendoi,mendoi
489,Reihe::N,ilara,ilara
490,Reihe::N,ilara,errenkada
491,Reihe::N,errenkada,ilara
492,Reihe::N,errenkada,errenkada
493,Boot::N,potin,potin
494,Boot::N,potin,txalupa
495,Boot::N,txalupa,potin
496,Boot::N,txalupa,txalupa
497,Ruder::N,arraun,arraun
498,Schlitten::N,lera,lera
499,Schlitten::N,lera,narra
500,Schlitten::N,narra,lera
501,Schlitten::N,narra,narra
502,Ski::N,eski,eski
503,Lagerfeuer::N,su,su
504,Last::N,zama,zama
505,Last::N,zama,karga
506,Last::N,karga,zama
507,Last::N,karga,karga
508,Gang::N,ibilera,ibilera
509,Schritt::N,pauso,pauso
510,Schritt::N,pauso,urrats
511,Schritt::N,urrats,pauso
512,Schritt::N,urrats,urrats
513,Norden::N,ipar,ipar
514,Norden::N,ipar,iparralde
515,Norden::N,iparralde,ipar
516,Norden::N,iparralde,iparralde
517,Süden::N,hego,hego
518,Süden::N,hego,hegoalde
519,Süden::N,hegoalde,hego
520,Süden::N,hegoalde,hegoalde
521,Westen::N,sartalde,sartalde
522,Westen::N,sartalde,mendebalde
523,Westen::N,mendebalde,sartalde
524,Westen::N,mendebalde,mendebalde
525,Osten::N,ekialde,ekialde
526,Osten::N,ekialde,sortalde
527,Osten::N,sortalde,ekialde
528,Osten::N,sortalde,sortalde
529,Holz::N,zur,zur
530,Brett::N,ohol,ohol
531,Platte::N,lauza,lauza
532,Stütze::N,irozgarri,irozgarri
533,Stütze::N,irozgarri,bermagailu
534,Stütze::N,bermagailu,irozgarri
535,Stütze::N,bermagailu,bermagailu
536,Stange::N,haga,haga
537,Stock::N,makila,makila
538,Stab::N,makila,makila
539,Rohr::N,hodi,hodi
540,Haus::N,etxe,etxe
541,Heim::N,etxe,etxe
542,Heim::N,etxe,etxaleku
543,Heim::N,etxaleku,etxe
544,Heim::N,etxaleku,etxaleku
545,Ofen::N,berogailu,berogailu
546,Fußboden::N,zoru,zoru
547,Tisch::N,mahai,mahai
548,Stuhl::N,aulki,aulki
549,Wiege::N,kuma,kuma
550,Wiege::N,kuma,sehaska
551,Wiege::N,sehaska,kuma
552,Wiege::N,sehaska,sehaska
553,Bett::N,ohe,ohe
554,Bett::N,ohe,ohatze
555,Bett::N,ohatze,ohe
556,Bett::N,ohatze,ohatze
557,Regal::N,apalategi,apalategi
558,Kiste::N,kutxa,kutxa
559,Fenster::N,leiho,leiho
560,Tür::N,ate,ate
561,Tor::N,atari,atari
562,Zaun::N,hesi,hesi
563,Dach::N,teilatu,teilatu
564,Leiter::N,zurubi,zurubi
565,Besen::N,erratz,erratz
566,Spaten::N,burdinpala,burdinpala
567,Schaufel::N,pala,pala
568,Gabel::N,sardexka,sardexka
569,Löffel::N,koilara,koilara
570,Messer::N,aizto,aizto
571,Nagel::N,iltze,iltze
572,Netz::N,sare,sare
573,Haken::N,mako,mako
574,Griff::N,eskutoki,eskutoki
575,Schloss::N,sarraila,sarraila
576,Bild::N,irudi,irudi
577,Figur::N,figura,figura
578,Puppe::N,panpina,panpina
579,Puppe::N,panpina,andrakila
580,Puppe::N,andrakila,panpina
581,Puppe::N,andrakila,andrakila
582,Beutel::N,zorro,zorro
583,Bündel::N,azao,azao
584,Bündel::N,azao,espal
585,Bündel::N,espal,azao
586,Bündel::N,espal,espal
587,Tasche::N,poltsa,poltsa
588,Eimer::N,treska,treska
589,Deckel::N,tapa,tapa
590,Deckel::N,tapa,estalki
591,Deckel::N,estalki,tapa
592,Deckel::N,estalki,estalki
593,Geschirr::N,baxera,baxera
594,Geschirr::N,baxera,ontziteria
595,Geschirr::N,ontziteria,baxera
596,Geschirr::N,ontziteria,ontziteria
597,Sack::N,zaku,zaku
598,Tasse::N,kikara,kikara
599,Topf::N,ontzi,ontzi
600,Topf::N,ontzi,lapiko
601,Topf::N,lapiko,ontzi
602,Topf::N,lapiko,lapiko
603,Kessel::N,pazia,pazia
604,Essen::N,janaldi,janaldi
605,Nahrung::N,jan,jan
606,Speise::N,jaki,jaki
607,Fleisch::N,okela,okela
608,Fleisch::N,okela,haragi
609,Fleisch::N,haragi,okela
610,Fleisch::N,haragi,haragi
611,Getreide::N,labore,labore
612,Brei::N,ahi,ahi
613,Brei::N,ahi,pure
614,Brei::N,pure,ahi
615,Brei::N,pure,pure
616,Brot::N,ogi,ogi
617,Scheibe::N,xerra,xerra
618,Scheibe::N,xerra,pirripita
619,Scheibe::N,pirripita,xerra
620,Scheibe::N,pirripita,pirripita
621,Fett::N,urin,urin
622,Fett::N,urin,koipe
623,Fett::N,koipe,urin
624,Fett::N,koipe,koipe
625,Butter::N,gurin,gurin
626,Öl::N,olio,olio
627,Salz::N,gatz,gatz
628,Suppe::N,zopa,zopa
629,Suppe::N,zopa,salda
630,Suppe::N,salda,zopa
631,Suppe::N,salda,salda
632,Honig::N,ezti,ezti
633,Milch::N,esne,esne
634,Tee::N,te,te
635,Leder::N,larru,larru
636,Wolle::N,artile,artile
637,Stoff::N,ehun,ehun
638,Nadel::N,orratz,orratz
639,Nadel::N,orratz,jostorratz
640,Nadel::N,jostorratz,orratz
641,Nadel::N,jostorratz,jostorratz
642,Faden::N,hari,hari
643,Knopf::N,botoi,botoi
644,Knoten::N,korapilo,korapilo
645,Farbe::N,pintura,pintura
646,Kleidung::N,arropa,arropa
647,Kleidung::N,arropa,jantziak
648,Kleidung::N,jantziak,arropa
649,Kleidung::N,jantziak,jantziak
650,Hemd::N,atorra,atorra
651,Hemd::N,atorra,alkandora
652,Hemd::N,alkandora,atorra
653,Hemd::N,alkandora,alkandora
654,Kragen::N,idun,idun
655,Ärmel::N,mahuka,mahuka
656,Hose::N,prakak,prakak
657,Hose::N,prakak,galtzak
658,Hose::N,galtzak,prakak
659,Hose::N,galtzak,galtzak
660,Gürtel::N,gerriko,gerriko
661,Mütze::N,txano,txano
662,Mütze::N,txano,txapel
663,Mütze::N,txapel,txano
664,Mütze::N,txapel,txapel
665,Schuh::N,oski,oski
666,Schuh::N,oski,oinetako
667,Schuh::N,oinetako,oski
668,Schuh::N,oinetako,oinetako
669,Stiefel::N,bota,bota
670,Ring::N,uztai,uztai
671,Band::N,zinta,zinta
672,Band::N,zinta,xingola
673,Band::N,xingola,zinta
674,Band::N,xingola,xingola
675,Kamm::N,orrazi,orrazi
676,Spiegel::N,mirail,mirail
677,Riemen::N,uhal,uhal
678,Schnur::N,lokailu,lokailu
679,Leine::N,lotura,lotura
680,Decke::N,burusi,burusi
681,Kissen::N,kuxin,kuxin
682,Tuch::N,zapi,zapi
683,Tuch::N,zapi,oihal
684,Tuch::N,oihal,zapi
685,Tuch::N,oihal,oihal
686,Handtuch::N,eskuzapi,eskuzapi
687,Handtuch::N,eskuzapi,eskuoihal
688,Handtuch::N,eskuoihal,eskuzapi
689,Handtuch::N,eskuoihal,eskuoihal
690,Kraft::N,indar,indar
691,Stärke::N,indar,indar
692,Gesundheit::N,osasun,osasun
693,Krankheit::N,eritasun,eritasun
694,Krankheit::N,eritasun,gaixotasun
695,Krankheit::N,gaixotasun,eritasun
696,Krankheit::N,gaixotasun,gaixotasun
697,Schmerz::N,min,min
698,Wunde::N,zauri,zauri
699,Fieber::N,sukar,sukar
700,Arznei::N,osagai,osagai
701,Arznei::N,osagai,sendagai
702,Arznei::N,sendagai,osagai
703,Arznei::N,sendagai,sendagai
704,Brücke::N,zubi,zubi
705,Brunnen::N,putzu,putzu
706,Weide::N,alha,alha
707,Weide::N,alha,bazkaleku
708,Weide::N,bazkaleku,alha
709,Weide::N,bazkaleku,bazkaleku
710,Pfad::N,zidor,zidor
711,Pfad::N,zidor,bidexka
712,Pfad::N,bidexka,zidor
713,Pfad::N,bidexka,bidexka
714,Weg::N,bide,bide
715,Straße::N,errepide,errepide
716,Dorf::N,herri,herri
717,Stadt::N,hiri,hiri
718,Brief::N,gutun,gutun
719,Brief::N,gutun,eskutitz
720,Brief::N,eskutitz,gutun
721,Brief::N,eskutitz,eskutitz
722,Buch::N,liburu,liburu
723,Buchstabe::N,hizki,hizki
724,Zeitung::N,egunkari,egunkari
725,Leben::N,bizi,bizi
726,Leben::N,bizi,bizitza
727,Leben::N,bizitza,bizi
728,Leben::N,bizitza,bizitza
729,Tod::N,herio,herio
730,Tod::N,herio,heriotza
731,Tod::N,heriotza,herio
732,Tod::N,heriotza,heriotza
733,Grab::N,hobi,hobi
734,Grab::N,hobi,hilobi
735,Grab::N,hilobi,hobi
736,Grab::N,hilobi,hilobi
737,Kirche::N,eliza,eliza
738,Sünde::N,hoben,hoben
739,Sünde::N,hoben,bekatu
740,Sünde::N,bekatu,hoben
741,Sünde::N,bekatu,bekatu
742,Gott::N,jainko,jainko
743,Arbeiter::N,langile,langile
744,Arbeiter::N,langile,behargin
745,Arbeiter::N,behargin,langile
746,Arbeiter::N,behargin,behargin
747,Chef::N,nagusi,nagusi
748,Meister::N,maisu,maisu
749,Arzt::N,osagile,osagile
750,Arzt::N,osagile,sendagile
751,Arzt::N,sendagile,osagile
752,Arzt::N,sendagile,sendagile
753,Lehrer::N,irakasle,irakasle
754,Geld::N,diru,diru
755,Geschäft::N,negozio,negozio
756,Laden::N,denda,denda
757,Laden::N,denda,saltegi
758,Laden::N,saltegi,denda
759,Laden::N,saltegi,saltegi
760,Preis::N,prezio,prezio
761,Preis::N,prezio,salneurri
762,Preis::N,salneurri,prezio
763,Preis::N,salneurri,salneurri
764,Ware::N,salgai,salgai
765,Nutzen::N,onura,onura
766,Nutzen::N,onura,probetxu
767,Nutzen::N,probetxu,onura
768,Nutzen::N,probetxu,probetxu
769,Reichtum::N,aberastasun,aberastasun
770,Welt::N,ludi,ludi
771,Welt::N,ludi,mundu
772,Welt::N,mundu,ludi
773,Welt::N,mundu,mundu
774,Land::N,herrialde,herrialde
775,Staat::N,estatu,estatu
776,König::N,errege,errege
777,Macht::N,botere,botere
778,Grenze::N,muga,muga
779,Krieg::N,guda,guda
780,Feind::N,etsai,etsai
781,Feind::N,etsai,arerio
782,Feind::N,arerio,etsai
783,Feind::N,arerio,arerio
784,Gewalt::N,bortxa,bortxa
785,Gewalt::N,bortxa,bortizkeria
786,Gewalt::N,bortizkeria,bortxa
787,Gewalt::N,bortizkeria,bortizkeria
788,Kampf::N,gudu,gudu
789,Kampf::N,gudu,auska
790,Kampf::N,auska,gudu
791,Kampf::N,auska,auska
792,Bogen[Waffe]::N,arku,arku
793,Pfeil::N,gezi,gezi
794,Gewehr::N,fusil,fusil
795,Fehler::N,huts,huts
796,Fehler::N,huts,hutsegin
797,Fehler::N,hutsegin,huts
798,Fehler::N,hutsegin,hutsegin
799,Lüge::N,gezur,gezur
800,Schaden::N,kalte,kalte
801,Unglück::N,zoritxar,zoritxar
802,Unglück::N,zoritxar,zorigaitz
803,Unglück::N,zorigaitz,zoritxar
804,Unglück::N,zorigaitz,zorigaitz
805,Schuld::N,erru,erru
806,Alter::N,adin,adin
807,Schluss::N,bukaera,bukaera
