,Concept_ID,nl,sv
863,wir::PRN,wij,vi
864,ihr::PRN,jullie,ni
865,sie::PRN,ze,de
866,sie::PRN,zij,de
867,was::FPRN,wat,vad
868,wer::FPRN,wie,vem
869,wo::FADV,waar,var
870,wohin::FADV,waarheen,vart
871,wie::FADV,hoe,hur
872,warum::FADV,waarom,varför
873,wieviel::FNUM,hoeveel,hur mycket
874,eins::NUM,één,en
875,eins::NUM,één,ett
876,zwei::NUM,twee,två
877,drei::NUM,drie,tre
878,vier::NUM,vier,fyra
879,fünf::NUM,vijf,fem
880,sechs::NUM,zes,sex
881,sieben::NUM,zeven,sju
882,acht::NUM,acht,åtta
883,neun::NUM,negen,nio
884,zehn::NUM,tien,tio
885,elf::NUM,elf,elva
886,zwölf::NUM,twaalf,tolv
887,zwanzig::NUM,twintig,tjugo
888,dreißig::NUM,dertig,trettio
889,vierzig::NUM,veertig,fyrtio
890,fünfzig::NUM,vijftig,femtio
891,sechzig::NUM,zestig,sextio
892,siebzig::NUM,zeventig,sjuttio
893,achtzig::NUM,tachtig,åttio
894,neunzig::NUM,negentig,nittio
895,hundert::NUM,honderd,hundra
896,tausend::NUM,duizend,tusen
897,und::CNJ,en,och
898,oder::CNJ,of,eller
899,stehen::V,staan,stå
900,sitzen::V,zitten,sitta
901,liegen::V,liggen,ligga
902,hängen::V,hangen,hänga
903,werden::V,worden,bli
904,passieren::V,gebeuren,ske
905,passieren::V,gebeuren,hända
906,beginnen::V,beginnen,börja
907,enden::V,eindigen,ända
908,wechseln::V,wijzigen,växla
909,wechseln::V,veranderen,växla
910,aufgehen[Sonne]::V,opgaan,gå upp
911,untergehen[Sonne]::V,ondergaan,gå ned
912,scheinen[Sonne]::V,schijnen,skina
913,donnern::V,donderen,dundra
914,wehen::V,waaien,blåsa
915,strömen::V,stromen,forsa
916,strömen::V,stromen,strömma
917,fließen::V,vloeien,flyta
918,sich drehen::V,draaien,snurra
919,sich drehen::V,zich draaien,snurra
920,schwanken::V,wankelen,vackla
921,schwingen::V,zwieren,svinga
922,fallen::V,vallen,falla
923,brennen::V,branden,brinna
924,rauchen::V,roken,ryka
925,regnen::V,regenen,regna
926,gefrieren::V,bevriezen,frysa
927,tauen::V,dooien,töa
928,schmelzen::V,smelten,smälta
929,trocknen::V,drogen,torka
930,sieden::V,koken,koka
931,sieden::V,koken,sjuda
932,sieden::V,zieden,koka
933,sieden::V,zieden,sjuda
934,faulen::V,rotten,ruttna
935,verfaulen::V,verrotten,ruttna
936,reißen::V,scheuren,brista
937,versinken::V,verzinken,sjunka
938,vergehen::V,vergaan,förgå
939,erscheinen::V,opdagen,synas
940,erscheinen::V,opdagen,visa sig
941,erscheinen::V,verschijnen,synas
942,erscheinen::V,verschijnen,visa sig
943,verschwinden::V,verdwijnen,försvinna
944,sinken::V,zinken,sjunka
945,abnehmen::V,afnemen,avta
946,abnehmen::V,afnemen,minskas
947,abnehmen::V,verminderen,avta
948,abnehmen::V,verminderen,minskas
949,zunehmen::V,toenemen,tilltaga
950,steigen::V,stijgen,stiga
951,steigen::V,omhooggaan,stiga
952,wachsen::V,groeien,växa
953,glänzen::V,glanzen,glimma
954,glänzen::V,schitteren,glimma
955,funkeln::V,fonkelen,tindra
956,funkeln::V,fonkelen,gnistra
957,lärmen::V,lawaai maken,bråka
958,lärmen::V,lawaai maken,väsnas
959,läuten::V,luiden,ringa
960,klingeln::V,bellen,ringa
961,klirren::V,rinkelen,klirra
962,brausen::V,bruisen,brusa
963,rauschen::V,ruisen,susa
964,klingen::V,klinken,låta
965,klingen::V,klinken,klinga
966,bellen::V,blaffen,skälla
967,heulen::V,huilen,yla
968,heulen::V,huilen,tjuta
969,blasen::V,blazen,blåsa
970,pfeifen::V,fluiten,vissla
971,schreien::V,gillen,skrika
972,schreien::V,schreeuwen,skrika
973,stöhnen::V,steunen,stöna
974,zittern::V,beven,darra
975,zittern::V,beven,skälva
976,zittern::V,sidderen,darra
977,zittern::V,sidderen,skälva
978,leben::V,leven,leva
979,geboren werden::V,geboren worden,födas
980,atmen::V,ademen,andas
981,trinken::V,drinken,dricka
982,essen::V,eten,äta
983,schlucken::V,slikken,svälja
984,müde werden::V,moe worden,tröttna
985,einschlafen::V,inslapen,somna
986,schlafen::V,slapen,sova
987,aufwachen::V,ontwaken,vakna
988,aufwachen::V,wakker worden,vakna
989,aufstehen::V,opstaan,stiga upp
990,sich erholen::V,zich ontspannen,repa sig
991,sich erholen::V,zich ontspannen,hämta sig
992,krank werden::V,ziek worden,insjukna
993,krank sein::V,ziek zijn,vara sjuk
994,schmerzen::V,pijn doen,smärta
995,schmerzen::V,pijn doen,göra ont
996,husten::V,hoesten,hosta
997,genesen::V,genezen,tillfriskna
998,sterben::V,sterven,dö
999,sterben::V,overlijden,dö
1000,umkommen::V,omkomen,omkomma
1001,sich bewegen::V,zich bewegen,röra sig
1002,sich rühren::V,zich verroeren,röra på sig
1003,sich erheben::V,oprijzen,resa sig
1004,sich erheben::V,verrijzen,resa sig
1005,sich setzen::V,gaan zitten,sätta sig
1006,hinfallen::V,vallen,falla omkull
1007,hinfallen::V,neervallen,falla omkull
1008,laufen::V,lopen,löpa
1009,schreiten::V,stappen,skrida
1010,schreiten::V,schrijden,skrida
1011,spazierengehen::V,gaan wandelen,promenera
1012,eilen::V,ijlen,ila
1013,eilen::V,haasten,ila
1014,sich beeilen::V,zich haasten,skynda sig
1015,sausen::V,stuiven,susa
1016,rennen::V,rennen,löpa
1017,rennen::V,rennen,springa
1018,springen::V,springen,hoppa
1019,klettern::V,klimmen,klättra
1020,klettern::V,klauteren,klättra
1021,schaukeln::V,schommelen,gunga
1022,kriechen::V,kruipen,kräla
1023,schwimmen::V,zwemmen,simma
1024,tauchen::V,duiken,dyka
1025,rudern::V,roeien,ro
1026,fahren::V,rijden,köra
1027,fliegen::V,vliegen,flyga
1028,gehen::V,gaan,gå
1029,weggehen::V,weggaan,gå bort
1030,abfahren::V,vertrekken,resa
1031,abfahren::V,vertrekken,avresa
1032,anhalten::V,stoppen,stanna
1033,anhalten::V,stilhouden,stanna
1034,hineingehen::V,ingaan,gå in
1035,hineingehen::V,binnengaan,gå in
1036,eintreten::V,binnenkomen,träda in
1037,kommen::V,komen,komma
1038,ankommen::V,aankomen,ankomma
1039,zurückkommen::V,terugkomen,återkomma
1040,bleiben::V,blijven,bli
1041,bleiben::V,blijven,förbli
1042,warten::V,wachten,vänta
1043,erwarten::V,verwachten,vänta
1044,suchen::V,zoeken,leta
1045,finden::V,vinden,finna
1046,versuchen::V,proberen,försöka
1047,versuchen::V,beproeven,försöka
1048,vorbereiten::V,voorbereiden,förbereda
1049,lieben::V,houden van,älska
1050,mögen::V,lusten,tycka om
1051,mögen::V,houden van,tycka om
1052,lachen::V,lachen,skratta
1053,rühren::V,roeren,röra
1054,weinen::V,huilen,gråta
1055,weinen::V,schreien,gråta
1056,schimpfen::V,kijven,skälla
1057,schimpfen::V,schelden,skälla
1058,sich ärgern::V,zich ergeren,förargas
1059,sich fürchten::V,bang zijn,vara rädd
1060,fürchten::V,vrezen,frukta
1061,fliehen::V,vluchten,fly
1062,fliehen::V,vluchten,rymma
1063,flüchten::V,ontsnappen,fly
1064,flüchten::V,ontkomen,fly
1065,sehen::V,zien,se
1066,anschauen::V,aankijken,se på
1067,anschauen::V,aankijken,betrakta
1068,ansehen::V,aanzien,åse
1069,ansehen::V,bekijken,åse
1070,hören::V,horen,höra
1071,zuhören::V,luisteren,höra på
1072,zuhören::V,luisteren,lyssna till
1073,probieren::V,proeven,smaka
1074,probieren::V,proeven,smaka på
1075,riechen::V,ruiken,lukta
1076,fühlen::V,voelen,känna
1077,scheinen::V,lijken,verka
1078,scheinen::V,lijken,tyckas
1079,zu sehen sein::V,te zien zijn,synas
1080,zu sehen sein::V,te zien zijn,kunna ses
1081,vernehmen::V,vernemen,få veta
1082,vernehmen::V,vernemen,förnimma
1083,frieren::V,het koud hebben,frysa
1084,tun::V,doen,göra
1085,können::V,kunnen,kunna
1086,wollen::V,willen,vilja
1087,anfangen::V,beginnen,börja
1088,anfangen::V,aanvangen,börja
1089,beenden::V,beëindigen,avsluta
1090,aufhören::V,ophouden,sluta
1091,aufhören::V,ophouden,upphöra
1092,gelingen::V,lukken,lyckas
1093,gelingen::V,gelukken,lyckas
1094,geraten::V,uitvallen,bli
1095,öffnen::V,openen,öppna
1096,öffnen::V,opendoen,öppna
1097,schließen::V,sluiten,låsa
1098,schließen::V,sluiten,stänga
1099,schließen::V,dichtdoen,låsa
1100,schließen::V,dichtdoen,stänga
1101,stellen::V,stellen,ställa
1102,stellen::V,plaatsen,ställa
1103,setzen::V,zetten,sätta
1104,setzen::V,plaatsen,sätta
1105,legen::V,leggen,lägga
1106,berühren::V,aanraken,beröra
1107,verbinden::V,verbinden,förbinda
1108,bedecken::V,bedekken,täcka
1109,bedecken::V,bedekken,betäcka
1110,aufhängen::V,ophangen,hänga
1111,aufhängen::V,ophangen,hänga upp
1112,anzünden::V,aansteken,tända
1113,anzünden::V,aansteken,antända
1114,anzünden::V,aansteken,tända på
1115,aufheben::V,oprapen,lyfta
1116,zurücklassen::V,achterlaten,lämna
1117,zurücklassen::V,achterlaten,efterlämna
1118,verlieren::V,verliezen,mista
1119,verlieren::V,verliezen,förlora
1120,fallen lassen::V,laten vallen,tappa
1121,fallen lassen::V,laten vallen,släppa
1122,machen::V,maken,göra
1123,herstellen::V,produceren,tillverka
1124,herstellen::V,produceren,framställa
1125,herstellen::V,voortbrengen,tillverka
1126,herstellen::V,voortbrengen,framställa
1127,bauen::V,bouwen,bygga
1128,reparieren::V,repareren,reparera
1129,reparieren::V,herstellen,reparera
1130,verbessern::V,verbeteren,rätta
1131,verbessern::V,verbeteren,förbättra
1132,ändern::V,wijzigen,ändra
1133,ändern::V,wijzigen,förändra
1134,ändern::V,veranderen,ändra
1135,ändern::V,veranderen,förändra
1136,graben::V,graven,gräva
1137,beugen::V,buigen,böja
1138,biegen::V,buigen,böja
1139,biegen::V,buigen,kröka
1140,drehen::V,draaien,vrida
1141,wenden::V,keren,vända
1142,wenden::V,wenden,vända
1143,umdrehen::V,omdraaien,vrida om
1144,heben::V,heffen,häva
1145,heben::V,optillen,häva
1146,hochheben::V,tillen,lyfta
1147,ergreifen::V,pakken,gripa
1148,ergreifen::V,grijpen,gripa
1149,halten::V,houden,hålla
1150,drücken::V,drukken,trycka
1151,schieben::V,duwen,skjuta
1152,schieben::V,schuiven,skjuta
1153,kratzen::V,krassen,riva
1154,kratzen::V,krassen,skrapa
1155,lecken::V,likken,slicka
1156,beißen::V,bijten,bita
1157,abreißen::V,afrukken,slita_av
1158,abreißen::V,afrukken,riva_av
1159,abreißen::V,afscheuren,slita_av
1160,abreißen::V,afscheuren,riva_av
1161,abschneiden::V,afsnijden,skära av
1162,binden::V,binden,binda
1163,stecken::V,steken,sticka
1164,brechen::V,breken,bryta
1165,brechen::V,breken,brista
1166,klopfen::V,kloppen,banka
1167,klopfen::V,kloppen,klappa
1168,hauen::V,houwen,hugga
1169,kleben::V,plakken,klistra
1170,reiben::V,wrijven,gnida
1171,streichen::V,smeren,smörja
1172,schleifen::V,slijpen,slipa
1173,schneiden::V,snijden,skära
1174,schneiden::V,snijden,klippa
1175,rütteln::V,schudden,skaka
1176,schütteln::V,schudden,rista
1177,schwenken::V,wuiven,svänga
1178,schwenken::V,zwaaien,svänga
1179,schütten::V,gieten,hälla
1180,schütten::V,storten,hälla
1181,füllen::V,vullen,fylla
1182,einwickeln::V,inwikkelen,slå in
1183,einwickeln::V,inwikkelen,veckla in
1184,tragen::V,dragen,bära
1185,schleppen::V,slepen,släpa
1186,ziehen::V,trekken,dra
1187,aufbewahren::V,bewaren,förvara
1188,aufbewahren::V,bewaren,ta vara på
1189,werfen::V,gooien,kasta
1190,fangen::V,vangen,fånga
1191,packen::V,pakken,gripa
1192,packen::V,pakken,gripa tag
1193,packen::V,vastpakken,gripa
1194,packen::V,vastpakken,gripa tag
1195,verstecken::V,verstoppen,gömma
1196,teilen::V,delen,dela
1197,schicken::V,sturen,skicka
1198,bringen::V,brengen,bringa
1199,hinzufügen::V,toevoegen,tillägga
1200,bekommen::V,verkrijgen,få
1201,bekommen::V,verkrijgen,erhålla
1202,erhalten::V,krijgen,få
1203,erhalten::V,krijgen,erhålla
1204,nehmen::V,nemen,ta
1205,nehmen::V,nemen,taga
1206,wählen::V,kiezen,välja
1207,wählen::V,verkiezen,välja
1208,auswählen::V,uitkiezen,utvälja
1209,bewahren::V,bewaren,bevara
1210,behindern::V,hinderen,hindra
1211,behindern::V,hinderen,förhindra
1212,verderben::V,bederven,förstöra
1213,beschädigen::V,beschadigen,skada
1214,zerbrechen::V,breken,bryta isär
1215,zerbrechen::V,breken,bryta sönder
1216,zerbrechen::V,stukbreken,bryta isär
1217,zerbrechen::V,stukbreken,bryta sönder
1218,zerreißen::V,scheuren,riva sönder
1219,zerreißen::V,scheuren,slita sönder
1220,zerreißen::V,verscheuren,riva sönder
1221,zerreißen::V,verscheuren,slita sönder
1222,zerstören::V,vernielen,förstöra
1223,verbrennen::V,branden,bränna
1224,verbrennen::V,branden,bränna upp
1225,verbrennen::V,verbranden,bränna
1226,verbrennen::V,verbranden,bränna upp
1227,geben::V,geven,ge
1228,reichen::V,reiken,räcka
1229,reichen::V,aanreiken,räcka
1230,schenken::V,schenken,skänka
1231,versprechen::V,beloven,lova
1232,wünschen::V,wensen,önska
1233,loben::V,loven,lova
1234,loben::V,loven,beröma
1235,loben::V,prijzen,lova
1236,loben::V,prijzen,beröma
1237,küssen::V,kussen,pussa
1238,wiegen::V,wiegen,vagga
1239,zudecken::V,toedekken,täcka
1240,wecken::V,wekken,väcka
1241,zeigen::V,tonen,visa
1242,zeigen::V,wijzen,visa
1243,führen::V,voeren,föra
1244,lehren::V,leren,lära
1245,unterrichten::V,onderwijzen,undervisa
1246,aufziehen::V,grootbrengen,uppfostra
1247,leiten::V,leiden,leda
1248,antreiben::V,aandrijven,driva på
1249,lassen::V,laten,få att
1250,einladen::V,uitnodigen,bjuda
1251,einladen::V,uitnodigen,inbjuda
1252,vereinigen::V,verenigen,förena
1253,besuchen::V,bezoeken,besöka
1254,treffen::V,treffen,möta
1255,treffen::V,treffen,träffa
1256,treffen::V,ontmoeten,möta
1257,treffen::V,ontmoeten,träffa
1258,sich versammeln::V,zich verzamelen,församla sig
1259,spielen::V,spelen,leka
1260,spielen::V,spelen,spela
1261,singen::V,zingen,sjunga
1262,tanzen::V,dansen,dansa
1263,sich trennen::V,van elkaar gaan,skiljas
1264,verlassen::V,verlaten,lämna
1265,verlassen::V,verlaten,överge
1266,retten::V,redden,rädda
1267,bewachen::V,bewaken,bevaka
1268,schützen::V,beschermen,skydda
1269,schützen::V,beschermen,beskydda
1270,verteidigen::V,verdedigen,försvara
1271,sich schlagen::V,knokken,slåss
1272,schießen::V,schieten,skjuta
1273,siegen::V,overwinnen,segra
1274,ärgern::V,ergeren,förarga
1275,schlagen::V,slaan,slå
1276,treten::V,trappen,sparka
1277,treten::V,schoppen,sparka
1278,stechen::V,steken,sticka
1279,stechen::V,prikken,sticka
1280,stoßen::V,stoten,stöta
1281,stehlen::V,stelen,stjäla
1282,stören::V,storen,störa
1283,stören::V,verstoren,störa
1284,belästigen::V,lastig vallen,genera
1285,belästigen::V,lastig vallen,besvära
1286,verbergen::V,verbergen,dölja
1287,täuschen::V,misleiden,vilseleda
1288,betrügen::V,bedriegen,bedra
1289,töten::V,doden,döda
1290,wohnen::V,wonen,bo
1291,arbeiten::V,werken,arbeta
1292,sammeln::V,inzamelen,samla
1293,sammeln::V,verzamelen,samla
1294,pflücken::V,plukken,plocka
1295,jagen::V,jagen,jaga
1296,fischen::V,vissen,fiska
1297,fassen::V,vangen,fånga
1298,hüten::V,hoeden,vakta
1299,treiben::V,drijven,driva
1300,anbinden::V,vastbinden,binda fast
1301,füttern::V,voeren,fodra
1302,melken::V,melken,mjölka
1303,hacken::V,hakken,hacka
1304,gießen::V,gieten,hälla
1305,gießen::V,gieten,vattna
1306,reifen::V,rijpen,mogna
1307,zubereiten::V,klaarmaken,tillaga
1308,zubereiten::V,klaarmaken,tillreda
1309,zubereiten::V,toebereiden,tillaga
1310,zubereiten::V,toebereiden,tillreda
1311,kochen::V,koken,koka
1312,backen::V,bakken,baka
1313,braten::V,braden,steka
1314,umrühren::V,omroeren,röra om
1315,stricken::V,breien,sticka
1316,nähen::V,naaien,sy
1317,färben::V,verven,färga
1318,färben::V,kleuren,färga
1319,reinigen::V,reinigen,rensa
1320,reinigen::V,reinigen,rengöra
1321,waschen::V,wassen,tvätta
1322,abwischen::V,afvegen,torka av
1323,spülen::V,spoelen,spola
1324,spülen::V,spoelen,skölja
1325,spülen::V,afwassen,spola
1326,spülen::V,afwassen,skölja
1327,fegen::V,vegen,feja
1328,kehren::V,vegen,sopa
1329,baden::V,baden,bada
1330,sich waschen::V,zich wassen,tvätta sig
1331,ausziehen::V,uittrekken,ta av
1332,anziehen::V,aantrekken,ta på
1333,sich anziehen::V,zich aankleden,klä på sig
1334,kämmen::V,kammen,kamma
1335,schmücken::V,tooien,pynta
1336,schmücken::V,tooien,smycka
1337,sagen::V,zeggen,säga
1338,sprechen::V,spreken,tala
1339,reden::V,praten,tala
1340,reden::V,praten,prata
1341,sich unterhalten::V,zich onderhouden,prata
1342,fragen::V,vragen,fråga
1343,fragen::V,vragen,spörja
1344,bitten::V,vragen,be
1345,bitten::V,verzoeken,be
1346,erzählen::V,vertellen,berätta
1347,mitteilen::V,meedelen,meddela
1348,nennen::V,noemen,kalla
1349,rufen::V,roepen,ropa
1350,prahlen::V,pralen,pråla
1351,prahlen::V,pralen,skryta
1352,übersetzen::V,vertalen,tolka
1353,übersetzen::V,vertalen,översätta
1354,denken::V,denken,tänka
1355,glauben::V,geloven,tro
1356,bemerken::V,bemerken,uppmärksamma
1357,bemerken::V,bemerken,lägga märke till
1358,erkennen::V,herkennen,känna igen
1359,begreifen::V,begrijpen,begripa
1360,verstehen::V,verstaan,förstå
1361,lernen::V,leren,lära sig
1362,wissen::V,weten,veta
1363,sich erinnern an::V,zich herinneren aan,minnas
1364,sich erinnern an::V,zich herinneren aan,komma ihåg
1365,vergessen::V,vergeten,glömma
1366,messen::V,meten,mäta
1367,zählen::V,tellen,räkna
1368,rechnen::V,rekenen,räkna
1369,lesen::V,lezen,läsa
1370,malen::V,schilderen,måla
1371,zeichnen::V,tekenen,teckna
1372,schreiben::V,schrijven,skriva
1373,besitzen::V,bezitten,äga
1374,besitzen::V,bezitten,besitta
1375,kaufen::V,kopen,köpa
1376,verkaufen::V,verkopen,sälja
1377,bezahlen::V,betalen,betala
1378,zahlen::V,betalen,betala
1379,beherrschen::V,beheersen,behärska
1380,ertragen::V,verdragen,tåla
1381,ertragen::V,verdragen,uthärda
