,Concept_ID,kl,cy
374,Last::N,nammagaq,llwyth
375,Schritt::N,allorneq,cam
376,Norden::N,avannaq,gogledd
377,Süden::N,qava,de
378,Süden::N,kujat,de
379,Süden::N,kujataa,de
380,Westen::N,kitaa,gorllewin
381,Osten::N,kangi,dwyrain
382,Holz::N,qisuk,pren
383,Brett::N,salliligaq,bwrdd
384,Brett::N,salliligaq,astell
385,Platte::N,qaateq,llech
386,Stütze::N,ajagutaq,ateg
387,Stütze::N,ajagutaq,cynhalydd
388,Stütze::N,ajaagutaq,ateg
389,Stütze::N,ajaagutaq,cynhalydd
390,Stange::N,kaaviffik,polyn
391,Stock::N,ajaappissat,ffon
392,Stock::N,ajaappissat,brigyn
393,Stab::N,ajaappissat,ffon
394,Rohr::N,sullulik,pibell
395,Haus::N,illu,tŷ
396,Ofen::N,kissarsuut,stof
397,Fußboden::N,nateq,llawr
398,Tisch::N,allattarfik,bwrdd
399,Stuhl::N,issiavik,cadair
400,Stuhl::N,issiaffik,cadair
401,Wiege::N,uaasoq,crud
402,Bett::N,nallavik,gwely
403,Regal::N,ilisivik,silff
404,Kiste::N,sakissat,bocs
405,Kiste::N,sakissat,blwch
406,Kiste::N,illerfiusaq,bocs
407,Kiste::N,illerfiusaq,blwch
408,Fenster::N,aki,ffenestr
409,Fenster::N,igalaaq,ffenestr
410,Tür::N,matu,drws
411,Tor::N,isaaffik,porth
412,Zaun::N,saputit,ffens
413,Dach::N,qaliaq,to
414,Leiter::N,tummeqqat,ysgol
415,Leiter::N,majuartarfiit,ysgol
416,Besen::N,saligutit,ysgub
417,Spaten::N,nivaataq,rhaw
418,Schaufel::N,nivaataq,rhaw
419,Gabel::N,qilluaq,fforc
420,Gabel::N,ajassaatit,fforc
421,Löffel::N,alussaat,llwy
422,Messer::N,savik,cyllell
423,Nagel::N,kukik,hoel
424,Netz::N,anguffaseq,gwe
425,Netz::N,anguffaseq,rhwyd
426,Haken::N,nissik,bach
427,Haken::N,qarsorsaq,bach
428,Haken::N,qarsorsartoq,bach
429,Griff::N,ipi,carn
430,Schloss::N,illussaarsuaq,clo
431,Bild::N,assiliaq,llun
432,Bild::N,assiliaq,pictiwr
433,Figur::N,kisitsit,ffigur
434,Puppe::N,inuusaq,dol
435,Bündel::N,qilertaq,bwndel
436,Bündel::N,qilertaq,coflaid
437,Tasche::N,pooqattaq,cod
438,Deckel::N,matu,caead
439,Geschirr::N,anut,llestri
440,Tasse::N,tiitorfik,cwpan
441,Tasse::N,tiitorfiup ilorlia,cwpan
442,Topf::N,qoqqoq,pot
443,Topf::N,qoqqoq,crochan
444,Kessel::N,uunnaavik,tegell
445,Essen::N,igaaq,pryd o fwyd
446,Nahrung::N,neqissaq,bwyd
447,Speise::N,nerisassat,saig
448,Fleisch::N,neqi,cig
449,Getreide::N,maannineq,ŷd
450,Getreide::N,maannineq,llafur
451,Brot::N,iffit,bara
452,Brot::N,iffiaq,bara
453,Scheibe::N,igalaassiaq,tafell
454,Fett::N,tarnutissaq,saim
455,Fett::N,tarnutissaq,braster
456,Fett::N,tarnutissiaq,saim
457,Fett::N,tarnutissiaq,braster
458,Butter::N,punneq,ymenyn
459,Öl::N,uulia,olew
460,Salz::N,taratsut,halen
461,Suppe::N,qajoq,cawl
462,Honig::N,tungusunnitsuut,mêl
463,Milch::N,immuk,llaeth
464,Milch::N,immuk,llefrith
465,Tee::N,tii,te
466,Tee::N,teeq,te
467,Wolle::N,nuersagassiaq,gwlân
468,Stoff::N,milliaq,lliain
469,Stoff::N,milliaq,brethyn
470,Stoff::N,qarlissiaq,lliain
471,Stoff::N,qarlissiaq,brethyn
472,Nadel::N,meqqut,nodwydd
473,Faden::N,ujalussiaq,edau
474,Faden::N,ujalussiaq,edefyn
475,Knopf::N,attat,botwm
476,Knoten::N,akeroq,cwlwm
477,Knoten::N,qilerneq,cwlwm
478,Farbe::N,qalipaat,paent
479,Kleidung::N,atisat,dillad
480,Kleidung::N,atisat,gwisgoedd
481,Kleidung::N,annoraaq,dillad
482,Kleidung::N,annoraaq,gwisgoedd
483,Hemd::N,ilupaaq,crys
484,Kragen::N,qungasiinnaq,coler
485,Ärmel::N,aaq,llawes
486,Hose::N,qarliit,trowsus
487,Gürtel::N,qiterut,gwregys
488,Gürtel::N,unngersaq,gwregys
489,Mütze::N,nasaq,cap
490,Schuh::N,skuu,esgid
491,Schuh::N,ikernuk,esgid
492,Schuh::N,ateraasaq,esgid
493,Stiefel::N,kamik,botasen
494,Ring::N,assammiu,modrwy
495,Band::N,qilerutissiaq,rhuban
496,Kamm::N,illaagutit,crib
497,Kamm::N,illaajaatit pl.,crib
498,Spiegel::N,tarrarsuut,drych
499,Riemen::N,allunaaq,strap
500,Schnur::N,kujaaq,llinyn
501,Schnur::N,allunaasaq,llinyn
502,Leine::N,aleq,tennyn
503,Decke::N,qipik,blanced
504,Decke::N,qipik,gwrthban
505,Kissen::N,akit,clustog
506,Kissen::N,akit,gobennydd
507,Tuch::N,qarlissiaq,sgarff
508,Handtuch::N,allarut,tywel
509,Handtuch::N,allarut,lliain sychu
510,Handtuch::N,allarterut,tywel
511,Handtuch::N,allarterut,lliain sychu
512,Kraft::N,pissak,grym
513,Stärke::N,qerattarsaat,nerth
514,Stärke::N,qerattarsaat,cryfder
515,Gesundheit::N,peqqisusseq,iechyd
516,Krankheit::N,nappaat,afiechyd
517,Krankheit::N,nappaat,anhwylder
518,Schmerz::N,anniaat,poen
519,Schmerz::N,anniaat,gwayw
520,Wunde::N,iki,clwyf
521,Fieber::N,nappaat qanimanartoq,twymyn
522,Arznei::N,imigassaq,meddyginiaeth
523,Brücke::N,ikaartarfik,pont
524,Brunnen::N,tissaluttuliaq,ffynnon
525,Weide::N,masarsuk,porfa
526,Pfad::N,aqqut,llwybr
527,Weg::N,aggerfik,ffordd
528,Straße::N,aqqusineq,heol
529,Straße::N,aqqusineq,ffordd
530,Dorf::N,nunaqarfik,pentref
531,Stadt::N,illorpaat,tref
532,Stadt::N,illorpalik,tref
533,Brief::N,allagarsiaq,llythyr
534,Buch::N,atuakkat,llyfr
535,Buch::N,mappersagaq,llyfr
536,Buchstabe::N,naqinneq,llythyren
537,Zeitung::N,aviisi,papur newydd
538,Leben::N,inuussuseq,bywyd
539,Tod::N,toqu,marwolaeth
540,Tod::N,toquneq,marwolaeth
541,Grab::N,iliveq,bedd
542,Grab::N,illissat,bedd
543,Kirche::N,oqaluffik,eglwys
544,Sünde::N,ajorti,pechod
545,Arbeiter::N,sulisoq,gweithiwr
546,Chef::N,ittoqut,pennaeth
547,Meister::N,naalagaq,meistr
548,Arzt::N,katsorsaasoq,meddyg
549,Lehrer::N,ilinniartitsisoq,athro
550,Geld::N,aningaasat,pres
551,Geld::N,aningaasat,arian
552,Geschäft::N,niuertarfik,busnes
553,Laden::N,niuertarfik,siop
554,Preis::N,aki,pris
555,Ware::N,qaliata pii,nwydd
556,Ware::N,nioqqutissaq,nwydd
557,Nutzen::N,iluaqut,elw
558,Nutzen::N,iluaqut,budd
559,Welt::N,nunarsuaq,byd
560,Land::N,nuna,gwlad
561,König::N,kunngi,brenin
562,Macht::N,pissaassuseq,grym
563,Macht::N,pissaassuseq,awdurdod
564,Grenze::N,killik,ffin
565,Grenze::N,killik,goror
566,Krieg::N,sorsunneq,rhyfel
567,Feind::N,akeraq,gelyn
568,Feind::N,akerartorti,gelyn
569,Feind::N,qinngarsuisoq,gelyn
570,Kampf::N,sorsunneq,brwydr
571,Pfeil::N,qalugiusaq,saeth
572,Gewehr::N,aallaat,dryll
573,Fehler::N,kukkuneq,gwall
574,Fehler::N,kukkuneq,camgymeriad
575,Fehler::N,paarlaappaa,gwall
576,Fehler::N,paarlaappaa,camgymeriad
577,Unglück::N,perluut,anffawd
578,Schuld::N,akiitsugaq,bai
579,Schuld::N,akiligassaq,bai
580,Alter::N,utoqqaq,oed
581,Schluss::N,isu,diwedd
582,Zeit::N,ulloq,amser
583,Zeit::N,akuttoqatigiinneq,amser
584,Tag::N,ulloq,dydd
585,Tag::N,ulloq,diwrnod
586,Morgen::N,ullaaq,bore
587,Mittag::N,ulloqeqqa,nawn
588,Abend::N,unnuk,noswaith
589,Nacht::N,unnuaq,nos
590,Woche::N,sapaatip akunnera,wythnos
591,Monat::N,qaammat,mis
592,Jahr::N,ukioq,blwyddyn
593,Frühling::N,upernaaq,gwanwyn
594,Sommer::N,aasaq,haf
595,Herbst::N,ukiaq,hydref
596,Winter::N,ukioq,gaeaf
597,Januar::N,siulleeq,Ionawr
598,Januar::N,qaammaliaq,Ionawr
599,Februar::N,aarlaat,Chwefror
600,März::N,marsi,Mawrth
601,März::N,martsi,Mawrth
602,Mai::N,maaji,Mai
603,Juni::N,juuni,Mehefin
604,Juli::N,juuli,Gorffennaf
605,August::N,aggusti,Awst
606,September::N,septembari,Medi
607,Oktober::N,oktobari,Hydref
608,November::N,novembari,Tachwedd
609,Dezember::N,detsembari,Rhagfyr
610,Montag::N,ataasinngortoq,dydd Llun
611,Dienstag::N,marlunngorneq,dydd Mawrth
612,Mittwoch::N,pingasunngorneq,dydd Mercher
613,Donnerstag::N,sisamanngorneq,dydd Iau
614,Freitag::N,tallimanngorneq,dydd Gwener
615,Samstag::N,arfininngorneq,dydd Sadwrn
616,Sonntag::N,sapaat,dydd Sul
617,Sonntag::N,sapaati,dydd Sul
618,groß::A,angivoq,mawr
619,klein::A,mikivoq,bach
620,lang::A,takisooq,hir
621,kurz::A,naatsoq,byr
622,kurz::A,naatsoq,cwta
623,breit::A,silippoq,llydan
624,schmal::A,amitsoq,cul
625,dicht::A,torsusooq,dwys
626,dick[Gegenstand]::A,issuvoq,trwchus
627,dick[Gegenstand]::A,issusooq,trwchus
628,dünn::A,amitsoq,tenau
629,fein::A,mamarpoq,main
630,fest::A,tangeqarpoq,cadarn
631,flach::A,nalimmappoq,gwastad
632,glatt::A,quasak,llyfn
633,hart::A,mattusooq,caled
634,hart::A,manngerpoq,caled
635,hart::A,titeqquluppoq,caled
636,weich::A,nerumaarpoq,meddal
637,rund::A,ammallorippoq,crwn
638,spitz::A,qummukujooq,pigfain
639,scharf::A,ipippoq,miniog
640,stumpf::A,anngerpoq,pŵl
641,schwer::A,oqimaappoq,trwm
642,schön::A,kusanarpoq,teg
643,schön::A,kusanarpoq,hardd
644,schön::A,kusanarpoq,prydferth
645,heiß::A,kiappoq,poeth
646,warm::A,oqorpoq,twym
647,warm::A,oqorpoq,cynnes
648,kalt::A,issippoq,oer
649,kühl::A,pueqqortippoq,oeraidd
650,feucht::A,isugutavoq,llaith
651,feucht::A,qaasernarpoq,llaith
652,nass::A,imerorpoq,gwlyb
653,trocken::A,panerpoq,sych
654,voll::A,ulikkaarpoq,llawn
655,leer::A,imaattuarpoq,gwag
656,offen::A,ammavoq,agored
657,geschlossen::A,matuvoq,caead
658,geschlossen::A,matuvoq,caeëdig
659,sauber::A,eqqippoq,glân
660,sauber::A,sukuluippoq,glân
661,sauber::A,ipeqanngilaq,glân
662,schmutzig::A,tapappoq,budr
663,schmutzig::A,tapappoq,brwnt
664,schmutzig::A,minguppoq,budr
665,schmutzig::A,minguppoq,brwnt
666,roh::A,aapavoq,amrwd
667,reif::A,qaarulerpoq,aeddfed
668,süß::A,tungusunnippoq,melys
669,bitter::A,qasilippoq,chwerw
670,hell::A,qaamavoq,disglair
671,dunkel::A,qernerpoq,tywyll
672,schwarz::A,qernerpoq,du
673,weiß::A,qaqorpoq,gwyn
674,rot::A,aappaluppoq,coch
675,gelb::A,sungaarpoq,melyn
676,blau::A,tungujorpoq,glas
677,grün::A,qorsooqqippoq,gwyrdd
678,grau::A,qaserpoq,llwyd
679,billig::A,akikippoq,rhad
680,wertvoll::A,erlinnarpoq,gwerthfawr
681,blind::A,tappiippoq,dall
682,blind::A,isigisaqanngilaq,dall
683,taub::A,tusilarpoq,byddar
684,kräftig::A,pissaq,nerthol
685,kräftig::A,pissaq,grymus
686,kräftig::A,pissarsuaq,nerthol
687,kräftig::A,pissarsuaq,grymus
688,stark::A,sanngivoq,cryf
689,stark::A,sanngivoq,cadarn
690,schwach::A,nakuippoq,gwan
691,fett::A,pualavoq,tew
692,schlank::A,tuappoq,main
693,hübsch::A,aatsialaq,tlws
694,böse::A,ajorpoq,drwg
695,dumm::A,taqajak,twp
696,dumm::A,sikkilluppoq,twp
697,dumm::A,qaatusimasaqanngilaq,twp
698,faul::A,eqiasuppoq,diog
699,faul::A,eqiattortuvoq,diog
700,fleißig::A,eqiasuippoq,dyfal
701,geizig::A,iasilaarpoq,crintach
702,geizig::A,iasilaarpoq,cybyddlyd
703,geizig::A,tukkuippoq,crintach
704,geizig::A,tukkuippoq,cybyddlyd
705,klug::A,mallak,deallus
706,klug::A,ittanneq,deallus
707,klug::A,kutaappoq,deallus
708,klug::A,kuttaappoq,deallus
709,klug::A,qarasagippoq,deallus
710,lieb::A,akisooq,hoff
711,lieb::A,akisooq,annwyl
712,lustig::A,piikulavoq,llon
713,sanft::A,isumagippoq,mwyn
714,hungrig::A,kaappoq,newynog
715,hungrig::A,perlilerpoq,newynog
716,krank::A,napparsimavoq,sâl
717,krank::A,napparsimavoq,gwael
718,traurig::A,aliasuppoq,trist
719,lebendig::A,uumavoq,yn fyw
720,gut::A,ajunngilaq,da
721,schlecht::A,sualuppoq,drwg
722,schlecht::A,sualuppoq,gwael
723,richtig::A,iluarpoq,cywir
724,schlimm::A,amiilaarnarpoq,enbyd
725,wahr::A,ilumoorpoq,gwir
726,alt::A,pisoqaq,hen
727,neu::A,nutaavoq,newydd
