,Concept_ID,de,vep
72,Boden::N,Boden,ma
73,Boden::N,Boden,pohj
74,Erde::N,Erde,ma
75,Staub::N,Staub,pölü
76,Rauch::N,Rauch,savu
77,Funke::N,Funke,kibin
78,Feuer::N,Feuer,lämoi
79,Licht::N,Licht,vauktuz
80,Schatten::N,Schatten,pil'vez
81,Schatten::N,Schatten,kuvahaine
82,Wetter::N,Wetter,sä
83,Nebel::N,Nebel,sumeg
84,Wolke::N,Wolke,pil'v
85,Regen::N,Regen,vihm
86,Schnee::N,Schnee,lumi
87,Eis::N,Eis,jä
88,Frost::N,Frost,hala
89,Frost::N,Frost,pakaine
90,Kälte::N,Kälte,vilu
91,Hitze::N,Hitze,räk
92,Raureif::N,Raureif,hüde
93,Regenbogen::N,Regenbogen,jumalanbembel'
94,Donner::N,Donner,juru
95,Donner::N,Donner,jumalanjuru
96,Strömung::N,Strömung,joksmuz
97,Tropfen::N,Tropfen,tilkuine
98,Schaum::N,Schaum,vaht
99,Schmutz::N,Schmutz,redu
100,Schmutz::N,Schmutz,pačak
101,See::N,See,järv
102,Sumpf::N,Sumpf,so
103,Moor::N,Moor,so
104,Wiese::N,Wiese,nit
105,Wald::N,Wald,mec
106,Hügel::N,Hügel,kukaz
107,Anhöhe::N,Anhöhe,kukaz
108,Berg::N,Berg,mägi
109,Gipfel::N,Gipfel,ladv
110,Höhle::N,Höhle,mägionduz
111,Abhang::N,Abhang,paute
112,Quelle::N,Quelle,lähte
113,Bach::N,Bach,oja
114,Fluss::N,Fluss,jogi
115,Ufer::N,Ufer,rand
116,Küste::N,Küste,randišt
117,Festland::N,Festland,kuivma
118,Meer::N,Meer,meri
119,Bucht::N,Bucht,laht
120,Insel::N,Insel,sar'
121,Blume::N,Blume,änik
122,Gras::N,Gras,hein
123,Wurzel::N,Wurzel,jur'
124,Baum::N,Baum,pu
125,Stamm::N,Stamm,tüvi
126,Rinde::N,Rinde,kor'
127,Ast::N,Ast,oks
128,Zweig::N,Zweig,oks
129,Zweig::N,Zweig,barb
130,Blatt::N,Blatt,lehtez
131,Birke::N,Birke,koiv
132,Kiefer[Baum]::N,Kiefer,pedai
133,Weide[Baum]::N,Weide,raid
134,Tanne::N,Tanne,kuz'
135,Horn::N,Horn,sar'v
136,Feder::N,Feder,höuneh
137,Fell::N,Fell,nahk
138,Flügel::N,Flügel,suug
139,Klaue::N,Klaue,künz'
140,Kralle::N,Kralle,künz'
141,Schwanz::N,Schwanz,händ
142,Ei::N,Ei,muna
143,Nest::N,Nest,peza
144,Bau::N,Bau,uru
145,Tier::N,Tier,živat
146,Herde::N,Herde,kogo
147,Kuh::N,Kuh,lehm
148,Bulle::N,Bulle,härg
149,Pferd::N,Pferd,hebo
150,Schaf::N,Schaf,lambaz
151,Schwein::N,Schwein,siga
152,Hund::N,Hund,koir
153,Katze::N,Katze,kaži
154,Bär::N,Bär,kondi
155,Eichhörnchen::N,Eichhörnchen,orav
156,Elch::N,Elch,hirb'
157,Fuchs::N,Fuchs,reboi
158,Hase::N,Hase,jäniš
159,Maus::N,Maus,hir'
160,Wolf::N,Wolf,händikaz
161,Vogel::N,Vogel,lind
162,Schwarm::N,Schwarm,parveh
163,Huhn::N,Huhn,kana
164,Hahn::N,Hahn,kukoi
165,Gans::N,Gans,hanh'
166,Adler::N,Adler,orl
167,Ente::N,Ente,sorz
168,Eule::N,Eule,hir'pulo
169,Kranich::N,Kranich,kurg
170,Krähe::N,Krähe,variš
171,Kuckuck::N,Kuckuck,kägi
172,Schwan::N,Schwan,joucen
173,Fisch::N,Fisch,kala
174,Barsch::N,Barsch,ahven
175,Hecht::N,Hecht,haug'
176,Schlange[Tier]::N,Schlange,kü
177,Schlange[Tier]::N,Schlange,mado
178,Wurm::N,Wurm,mado
179,Spinne::N,Spinne,hämähouk
180,Ameise::N,Ameise,murahaine
181,Laus::N,Laus,täi
182,Mücke::N,Mücke,säs'k
183,Fliege::N,Fliege,kärbhaine
184,Schmetterling::N,Schmetterling,lipkaine
185,Beere::N,Beere,marj
186,Apfel::N,Apfel,jablok
187,Pilz::N,Pilz,sen'
188,Pilz::N,Pilz,babuk
189,Zwiebel::N,Zwiebel,lauk
190,Saat::N,Saat,semned
191,Korn::N,Korn,jüvä
192,Korn::N,Korn,vill'
193,Heu::N,Heu,hein
194,Schale::N,Schale,kor'
195,Grube::N,Grube,kop
196,Falle::N,Falle,rida
197,Schlinge::N,Schlinge,rihm
198,Spur::N,Spur,jäl'g
199,Asche::N,Asche,tuhk
200,Dreck::N,Dreck,redu
201,Dreck::N,Dreck,pačak
202,Eisen::N,Eisen,raud
203,Gold::N,Gold,kuld
204,Silber::N,Silber,hobed
205,Kohle::N,Kohle,hil'
206,Glas::N,Glas,stökol
207,Lehm::N,Lehm,savi
208,Sand::N,Sand,lete
209,Mensch::N,Mensch,mez'
210,Mensch::N,Mensch,ristit
211,Mann::N,Mann,mez'
212,Frau::N,Frau,naine
213,Kind::N,Kind,laps'
214,Junge::N,Junge,poig
215,Junge::N,Junge,prihaine
216,Mädchen::N,Mädchen,neičukaine
217,Familie::N,Familie,kanz
218,Familie::N,Familie,pereh
219,Großvater::N,Großvater,ded
220,Großmutter::N,Großmutter,bab
221,Eltern::N,Eltern,vanhembad
222,Eltern::N,Eltern,kazvatajad
223,Vater::N,Vater,tat
224,Mutter::N,Mutter,mam
225,Sohn::N,Sohn,poig
226,Tochter::N,Tochter,tütär
227,Bruder::N,Bruder,veik
228,Bruder::N,Bruder,vell'
229,Schwester::N,Schwester,čiža
230,Schwester::N,Schwester,sizar
231,Onkel::N,Onkel,däd'
232,Tante::N,Tante,tädi
233,Ehemann::N,Ehemann,mužik
234,Ehefrau::N,Ehefrau,ak
235,Freude::N,Freude,ilo
236,Freude::N,Freude,ihastuz
237,Gelächter::N,Gelächter,nagr
238,Glück::N,Glück,oza
239,Kummer::N,Kummer,gor'a
240,Wunsch::N,Wunsch,taht
241,Lust::N,Lust,himo
242,Geist::N,Geist,heng
243,Gedanke::N,Gedanke,meletuz
244,Gedächtnis::N,Gedächtnis,mušt
245,Verstand::N,Verstand,mel'
246,Sinn::N,Sinn,jüvä
247,Grund::N,Grund,sü
248,Wahrheit::N,Wahrheit,tozi
249,Gespräch::N,Gespräch,lodu
250,Gespräch::N,Gespräch,pagin
251,Märchen::N,Märchen,sarn
252,Erzählung::N,Erzählung,sanutez
253,Nachricht::N,Nachricht,tedotuz
254,Neuigkeit::N,Neuigkeit,uzištuz
255,Name::N,Name,nimi
256,Rätsel::N,Rätsel,ozoitez
257,Rede::N,Rede,pagin
258,Rede::N,Rede,sanad
259,Sprache::N,Sprache,kel'
260,Stimme::N,Stimme,än'
261,Wort::N,Wort,sana
262,Zeichen::N,Zeichen,znam
263,Ruf::N,Ruf,kida
264,Ruf::N,Ruf,kucund
265,Lärm::N,Lärm,judu
266,Laut::N,Laut,kulund
267,Ton::N,Ton,kulund
268,Lied::N,Lied,pajo
269,Ruhe::N,Ruhe,lebu
270,Leute::N,Leute,rahvaz
271,Volk::N,Volk,rahvaz
272,Arbeit::N,Arbeit,tö
273,Arbeit::N,Arbeit,rad
274,Gast::N,Gast,adiv
275,Geschenk::N,Geschenk,lahj
276,Spiel::N,Spiel,vänd
277,Gesellschaft::N,Gesellschaft,sebr
278,Hilfe::N,Hilfe,abu
279,Freund::N,Freund,sebranik
280,Kamerad::N,Kamerad,sebranik
281,Angelegenheit::N,Angelegenheit,azj
282,Anzahl::N,Anzahl,lugu
283,Art::N,Art,rod
284,Art::N,Art,rodsugu
285,Stück::N,Stück,pala
286,Stück::N,Stück,supal
287,Teil::N,Teil,pala
288,Hälfte::N,Hälfte,pol'
289,Kreis::N,Kreis,ümbruz
290,Kreis::N,Kreis,kehkruz
291,Kreuz::N,Kreuz,rist
292,Linie::N,Linie,pird
293,Strich::N,Strich,pird
294,Abstand::N,Abstand,keskust
295,Entfernung::N,Entfernung,matk
296,Gegend::N,Gegend,taho
297,Platz::N,Platz,avaruz'
298,Ort::N,Ort,koht
299,Seite::N,Seite,pol'
300,Seite::N,Seite,kül'g
301,Mitte::N,Mitte,kesk
302,Gegenstand::N,Gegenstand,kalu
303,Sache::N,Sache,azj
304,Rand::N,Rand,röun
305,Kante::N,Kante,röun
306,Ecke::N,Ecke,saum
307,Spitze::N,Spitze,agjaine
308,Ende::N,Ende,agj
309,Loch::N,Loch,reig
310,Winkel::N,Winkel,čoga
311,Winkel::N,Winkel,saum
312,Muster::N,Muster,kirjam
313,Größe::N,Größe,suruz'
314,Länge::N,Länge,piduz
315,Höhe::N,Höhe,korktuz'
316,Gewicht::N,Gewicht,jügu
317,Gewicht::N,Gewicht,vedäduz
318,Menge::N,Menge,äjüz'
319,Haufen::N,Haufen,kogo
320,Reihe::N,Reihe,rivi
321,Boot::N,Boot,veneh
322,Ruder::N,Ruder,air
323,Schlitten::N,Schlitten,regi
324,Schlitten::N,Schlitten,regut
325,Ski::N,Ski,suks'
326,Lagerfeuer::N,Lagerfeuer,nodj
327,Lagerfeuer::N,Lagerfeuer,pažag
328,Last::N,Last,jüguz
329,Gang::N,Gang,astund
330,Schritt::N,Schritt,hašk
331,Norden::N,Norden,pohjoine
332,Süden::N,Süden,suvi
333,Westen::N,Westen,päivlaskm
334,Osten::N,Osten,päivnouzm
335,Holz::N,Holz,pu
336,Brett::N,Brett,laud
337,Platte::N,Platte,keitim
338,Stütze::N,Stütze,tugi
339,Stange::N,Stange,arz'
340,Stock::N,Stock,kalu
341,Stab::N,Stab,seibaz
342,Rohr::N,Rohr,torv
343,Haus::N,Haus,pert'
344,Heim::N,Heim,kodi
345,Ofen::N,Ofen,päč
346,Fußboden::N,Fußboden,lava
347,Tisch::N,Tisch,laud
348,Tisch::N,Tisch,stal'c
349,Stuhl::N,Stuhl,ištim
350,Wiege::N,Wiege,kätte
351,Bett::N,Bett,sija
352,Bett::N,Bett,magaduzsija
353,Regal::N,Regal,palič
354,Kiste::N,Kiste,mülütim
355,Fenster::N,Fenster,ikun
356,Tür::N,Tür,uks'
357,Tor::N,Tor,verai
358,Zaun::N,Zaun,aid
359,Dach::N,Dach,katuz
360,Leiter::N,Leiter,pordhad
361,Besen::N,Besen,lud
362,Besen::N,Besen,vast
363,Spaten::N,Spaten,labid
364,Schaufel::N,Schaufel,labid
365,Gabel::N,Gabel,hangoine
366,Löffel::N,Löffel,luzik
367,Messer::N,Messer,veič
368,Nagel::N,Nagel,nagl
369,Netz::N,Netz,verk
370,Haken::N,Haken,kouk
371,Griff::N,Griff,kägä
372,Griff::N,Griff,varz'
373,Schloss::N,Schloss,lukkol
374,Bild::N,Bild,kuva
375,Figur::N,Figur,figur
376,Puppe::N,Puppe,tätüine
377,Beutel::N,Beutel,havad
378,Bündel::N,Bündel,toppaz
379,Bündel::N,Bündel,käč
380,Tasche::N,Tasche,sumk
381,Eimer::N,Eimer,vädr
382,Deckel::N,Deckel,katuz
383,Geschirr::N,Geschirr,astii
384,Sack::N,Sack,havad
385,Tasse::N,Tasse,čašk
386,Topf::N,Topf,pada
387,Kessel::N,Kessel,katil
388,Essen::N,Essen,sönd
389,Nahrung::N,Nahrung,söm
390,Speise::N,Speise,sömine
391,Fleisch::N,Fleisch,liha
392,Getreide::N,Getreide,vill'
393,Brei::N,Brei,pudr
394,Brot::N,Brot,leib
395,Scheibe::N,Scheibe,bibaleh
396,Scheibe::N,Scheibe,šlik
397,Fett::N,Fett,razv
398,Butter::N,Butter,voi
399,Öl::N,Öl,voi
400,Salz::N,Salz,sol
401,Suppe::N,Suppe,lem'
402,Suppe::N,Suppe,keitoz
403,Honig::N,Honig,mezi
404,Milch::N,Milch,maid
405,Tee::N,Tee,čai
406,Leder::N,Leder,nahk
407,Wolle::N,Wolle,vill
408,Stoff::N,Stoff,kangaz
409,Nadel::N,Nadel,negl
410,Faden::N,Faden,nit'
411,Knopf::N,Knopf,nübl'
412,Knoten::N,Knoten,sol'm
413,Farbe::N,Farbe,muju
414,Kleidung::N,Kleidung,sobad
415,Hemd::N,Hemd,paid
416,Kragen::N,Kragen,kagluz
417,Ärmel::N,Ärmel,hijam
418,Hose::N,Hose,štanad
419,Gürtel::N,Gürtel,vö
420,Mütze::N,Mütze,šapuk
421,Schuh::N,Schuh,keng'
422,Stiefel::N,Stiefel,sapug
423,Ring::N,Ring,rengaz
424,Band::N,Band,lentaine
425,Kamm::N,Kamm,suga
426,Spiegel::N,Spiegel,zerkol
427,Riemen::N,Riemen,vö
428,Schnur::N,Schnur,nor
429,Leine::N,Leine,talutimnor
430,Decke::N,Decke,sijakatuz
431,Kissen::N,Kissen,pöluz
432,Tuch::N,Tuch,paik
433,Handtuch::N,Handtuch,käzipaik
434,Kraft::N,Kraft,vägi
435,Stärke::N,Stärke,vahvuz'
436,Gesundheit::N,Gesundheit,tervhuz
437,Krankheit::N,Krankheit,läžund
438,Schmerz::N,Schmerz,kibu
439,Wunde::N,Wunde,čapatez
440,Fieber::N,Fieber,säru
441,Arznei::N,Arznei,zel'l'
442,Brücke::N,Brücke,sild
443,Brunnen::N,Brunnen,kaiv
444,Weide::N,Weide,omaluine
445,Pfad::N,Pfad,tehut
446,Weg::N,Weg,te
447,Straße::N,Straße,te
448,Dorf::N,Dorf,külä
449,Stadt::N,Stadt,lidn
450,Brief::N,Brief,kirjeine
451,Buch::N,Buch,kirj
452,Buchstabe::N,Buchstabe,kirjam
453,Zeitung::N,Zeitung,lehtez
454,Leben::N,Leben,elo
455,Tod::N,Tod,surm
456,Grab::N,Grab,kaum
457,Kirche::N,Kirche,jumalanpert'
458,Sünde::N,Sünde,grähk
459,Gott::N,Gott,jumal
460,Arbeiter::N,Arbeiter,radnik
461,Chef::N,Chef,pämez'
462,Meister::N,Meister,mastar
463,Arzt::N,Arzt,lekar'
464,Lehrer::N,Lehrer,opendai
465,Geld::N,Geld,rahad
466,Geschäft::N,Geschäft,biznes
467,Laden::N,Laden,lauk
468,Preis::N,Preis,arv
469,Ware::N,Ware,tavar
470,Nutzen::N,Nutzen,liža
471,Reichtum::N,Reichtum,kodielo
472,Reichtum::N,Reichtum,kal'huz'
473,Welt::N,Welt,mail'm
474,Land::N,Land,ma
475,Staat::N,Staat,valdkund
476,König::N,König,kunigaz
477,Macht::N,Macht,vald
478,Grenze::N,Grenze,röun
479,Krieg::N,Krieg,soda
480,Feind::N,Feind,vihanik
481,Feind::N,Feind,vastustai
482,Gewalt::N,Gewalt,vägivald
483,Kampf::N,Kampf,tora
484,Bogen[Waffe]::N,Bogen,taug
485,Pfeil::N,Pfeil,nol
486,Gewehr::N,Gewehr,oružj
487,Fehler::N,Fehler,viga
488,Lüge::N,Lüge,kelastuz
489,Schaden::N,Schaden,pahuz'
490,Unglück::N,Unglück,bed
491,Unglück::N,Unglück,gor'a
492,Schuld::N,Schuld,värhuz'
493,Alter::N,Alter,igä
494,Schluss::N,Schluss,lop
495,Zeit::N,Zeit,aig
496,Tag::N,Tag,päiv
497,Morgen::N,Morgen,homendez
498,Mittag::N,Mittag,keskpäiv
499,Abend::N,Abend,eht
500,Nacht::N,Nacht,ö
501,Woche::N,Woche,nedal'
502,Monat::N,Monat,ku
503,Jahr::N,Jahr,voz'
504,Frühling::N,Frühling,keväz'
505,Sommer::N,Sommer,keza
506,Herbst::N,Herbst,sügüz'
507,Winter::N,Winter,tal'v
508,Januar::N,Januar,viluku
509,Februar::N,Februar,uhoku
510,März::N,März,keväz'ku
511,April::N,April,sulaku
512,Mai::N,Mai,semendku
513,Juni::N,Juni,kezaku
514,Juli::N,Juli,heinku
515,August::N,August,eloku
516,September::N,September,sügüz'ku
517,Oktober::N,Oktober,reduku
518,November::N,November,kül'mku
519,Dezember::N,Dezember,tal'vku
520,Montag::N,Montag,ezmärg
521,Dienstag::N,Dienstag,tožnarg
522,Mittwoch::N,Mittwoch,koumanz'päiv
523,Donnerstag::N,Donnerstag,nellänz'päiv
524,Freitag::N,Freitag,pätnič
525,Freitag::N,Freitag,videnz'päiv
526,Samstag::N,Samstag,sobat
527,Sonntag::N,Sonntag,pühäpäiv
528,groß::A,groß,sur'
529,groß::A,groß,järed
530,klein::A,klein,pen'
531,klein::A,klein,pičuine
532,lang::A,lang,pit'k
533,kurz::A,kurz,lühüd
534,breit::A,breit,leved
535,schmal::A,schmal,kaid
536,dicht::A,dicht,tihed
537,dick[Gegenstand]::A,dick,paks
538,dünn::A,dünn,hoik
539,fein::A,fein,hen
540,fest::A,fest,luja
541,fest::A,fest,ninev
542,flach::A,flach,lapak
543,glatt::A,glatt,siled
544,hart::A,hart,kova
545,weich::A,weich,pehmed
546,rund::A,rund,kehker
547,spitz::A,spitz,nügu
548,spitz::A,spitz,terav
549,scharf::A,scharf,terav
550,stumpf::A,stumpf,tül'c
551,schwer::A,schwer,jüged
552,schön::A,schön,čoma
553,heiß::A,heiß,räk
554,warm::A,warm,läm'
555,kalt::A,kalt,vilu
556,kühl::A,kühl,raibak
557,kühl::A,kühl,viluhk
558,frisch::A,frisch,lahed
559,feucht::A,feucht,neps
560,feucht::A,feucht,toreh
561,nass::A,nass,märg
562,trocken::A,trocken,kuiv
563,voll::A,voll,täuz'
564,leer::A,leer,joudai
565,offen::A,offen,avoin
566,offen::A,offen,avol'jaine
567,geschlossen::A,geschlossen,saubaline
568,sauber::A,sauber,puhtaz
569,schmutzig::A,schmutzig,redukaz
570,roh::A,roh,rohk
571,roh::A,roh,toreh
572,reif::A,reif,küps
573,lecker::A,lecker,magukaz
574,süß::A,süß,maged
575,bitter::A,bitter,karged
576,sauer::A,sauer,muiged
577,hell::A,hell,kirkas
578,hell::A,hell,valgei
579,dunkel::A,dunkel,pimed
580,schwarz::A,schwarz,must
581,weiß::A,weiß,vauged
582,rot::A,rot,rusked
583,gelb::A,gelb,pakuine
584,blau::A,blau,sinine
585,grün::A,grün,vihand
586,grau::A,grau,hahk
587,bunt::A,bunt,kirjav
588,billig::A,billig,odav
589,teuer::A,teuer,kalliž
590,wertvoll::A,wertvoll,arvokas
591,blind::A,blind,soged
592,taub::A,taub,kurdiž
593,kräftig::A,kräftig,vägev
594,stark::A,stark,vahv
595,stark::A,stark,vägekaz
596,schwach::A,schwach,väll'
597,fett::A,fett,razvakaz
598,schlank::A,schlank,kapos
599,hübsch::A,hübsch,čoma
600,böse::A,böse,äred
601,böse::A,böse,käred
602,dumm::A,dumm,el'getoi
603,faul::A,faul,lašk
604,fleißig::A,fleißig,radonnavedii
605,geizig::A,geizig,ažlak
606,klug::A,klug,melev
607,klug::A,klug,melekaz
608,geschickt::A,geschickt,mahtokaz
609,lieb::A,lieb,izo
610,lieb::A,lieb,sula
611,lustig::A,lustig,ilokaz
612,sanft::A,sanft,laskav
613,hungrig::A,hungrig,näl'ghine
614,krank::A,krank,läžui
615,nackt::A,nackt,alastoi
616,traurig::A,traurig,opalahine
617,lebendig::A,lebendig,eläb
618,gut::A,gut,hüvä
619,schlecht::A,schlecht,huba
620,richtig::A,richtig,oiged
621,schlimm::A,schlimm,paha
622,wahr::A,wahr,todesine
623,alt::A,alt,vanh
624,neu::A,neu,uz'
625,ehemalig::A,ehemalig,edeline
626,alt[Lebewesen]::A,alt,ravaz
627,jung::A,jung,nor'
628,arm::A,arm,gol'l'
629,reich::A,reich,elokaz
630,bekannt::A,bekannt,tutab
631,berühmt::A,berühmt,tetab
632,fremd::A,fremd,veraz
633,verschieden::A,verschieden,erazvuitte
634,nah::A,nah,läheline
635,fern::A,fern,edahaine
636,linker::A,linker,hura
637,rechter::A,rechter,oiged
638,anderer::A,anderer,toine
639,erster::A,erster,ezmäine
640,zweiter::A,zweiter,toine
641,dritter::A,dritter,koumanz'
642,letzter::A,letzter,jäl'gmäine
643,allein::ADV,allein,üksnäze
644,auf einmal::ADV,auf einmal,ühten aigan
645,zusammen::ADV,zusammen,ühtes
646,lange::ADV,lange,hätken
647,plötzlich::ADV,plötzlich,äkkid
648,sofort::ADV,sofort,kerdalaz
649,später::ADV,später,möhemba
650,jetzt::ADV,jetzt,nügüd'
651,heute::ADV,heute,tämbei
652,morgen::ADV,morgen,homen
653,bald::ADV,bald,pigai
654,dann::ADV,dann,sid'
655,gestern::ADV,gestern,eglai
656,einst::ADV,einst,ende
657,einst::ADV,einst,kerdan
658,damals::ADV,damals,siloi
659,danach::ADV,danach,sid'
660,vorher::ADV,vorher,ende
661,zuerst::ADV,zuerst,ezmäi
662,einmal::ADV,einmal,kerdan
663,manchmal::ADV,manchmal,erašti
664,oft::ADV,oft,paksus
665,immer::ADV,immer,kaiken
666,niemals::ADV,niemals,ei nikonz
667,hier::ADV,hier,täs
668,hier::ADV,hier,tägä
669,hierhin::ADV,hierhin,tänna
670,von hier::ADV,von hier,täspäi
671,von hier::ADV,von hier,sid'päi
672,dort::ADV,dort,sigä
673,dorthin::ADV,dorthin,sinna
674,dorthin::ADV,dorthin,nakkale
675,geradeaus::ADV,geradeaus,kohtha
676,vorwärts::ADV,vorwärts,edehe
677,rückwärts::ADV,rückwärts,sel'gin
678,zurück::ADV,zurück,tagaze
679,unten::ADV,unten,alahan
680,hinab::ADV,hinab,alaz
681,hinab::ADV,hinab,alahaks
682,oben::ADV,oben,ülähän
683,hinauf::ADV,hinauf,ülez
684,hinauf::ADV,hinauf,ülähäks
685,überall::ADV,überall,kaikjal
686,nicht::ADV,nicht,ei
687,ein wenig::ADV,ein wenig,vähän
688,kaum::ADV,kaum,habi
689,sehr::ADV,sehr,lujas
690,so::ADV,so,muga
691,so::ADV,so,ninga
692,noch::ADV,noch,völ
693,nur::ADV,nur,järg
694,nur::ADV,nur,vaiše
695,schon::ADV,schon,jo
696,wieder::ADV,wieder,möst
697,vergebens::ADV,vergebens,uhtei
698,vor::PRP,vor,edes
699,hinter::PRP,hinter,taga
700,unter::PRP,unter,al
701,durch::PRP,durch,läbi
702,durch::PRP,durch,kal't
703,neben::PRP,neben,rindal
704,zwischen::PRP,zwischen,keskes
705,wegen::PRP,wegen,tagut
706,dies::PRN,dies,nece
707,das::PRN,das,se
708,alles::PRN,alles,kaik
709,ich::PRN,ich,minä
710,du::PRN,du,sinä
711,er::PRN,er,hän
712,wir::PRN,wir,mö
713,ihr::PRN,ihr,tö
714,sie::PRN,sie,hö
715,was::FPRN,was,mi
716,wer::FPRN,wer,ken
717,wo::FADV,wo,kus
718,wohin::FADV,wohin,kuna
719,wie::FADV,wie,kut
720,wie::FADV,wie,mit'
721,warum::FADV,warum,mikš
722,wieviel::FNUM,wieviel,äjak
723,wieviel::FNUM,wieviel,kuverz'
724,eins::NUM,eins,üks'
725,zwei::NUM,zwei,kaks'
726,drei::NUM,drei,koume
727,vier::NUM,vier,nel'l'
728,fünf::NUM,fünf,viž
729,sechs::NUM,sechs,kuz'
730,sieben::NUM,sieben,seičeme
731,acht::NUM,acht,kahesa
732,neun::NUM,neun,ühesa
733,zehn::NUM,zehn,kümne
734,elf::NUM,elf,üks'toštkümne
735,zwölf::NUM,zwölf,kaks'toštkümne
736,zwanzig::NUM,zwanzig,kaks'kümne
737,dreißig::NUM,dreißig,koumekümne
738,vierzig::NUM,vierzig,nel'l'kümne
739,fünfzig::NUM,fünfzig,vižkümne
740,sechzig::NUM,sechzig,kuz'kümne
741,siebzig::NUM,siebzig,seičemekümne
742,achtzig::NUM,achtzig,kahesakümne
743,neunzig::NUM,neunzig,ühesakümne
744,hundert::NUM,hundert,sada
745,tausend::NUM,tausend,tuha
746,und::CNJ,und,i
747,und::CNJ,und,da
748,oder::CNJ,oder,vai
749,stehen::V,stehen,seišta
750,sitzen::V,sitzen,ištta
751,liegen::V,liegen,venuda
752,hängen::V,hängen,ripta
753,werden::V,werden,lindä
754,werden::V,werden,tehtas
755,passieren::V,passieren,ozaitas
756,beginnen::V,beginnen,augotadas
757,enden::V,enden,loptas
758,wechseln::V,wechseln,vajehtadas
759,aufgehen[Sonne]::V,aufgehen,nousta
760,untergehen[Sonne]::V,untergehen,lasktas
761,scheinen[Sonne]::V,scheinen,paštta
762,donnern::V,donnern,juraita
763,wehen::V,wehen,dölta
764,wehen::V,wehen,puhuda
765,strömen::V,strömen,valadas
766,fließen::V,fließen,valuda
767,sich drehen::V,sich drehen,punotas
768,schwanken::V,schwanken,čibuda
769,schwingen::V,schwingen,čibuda
770,fallen::V,fallen,langeta
771,brennen::V,brennen,pallada
772,rauchen::V,rauchen,savustada
773,regnen::V,regnen,vihmda
774,gefrieren::V,gefrieren,jäduda
775,gefrieren::V,gefrieren,kül'mdä
776,tauen::V,tauen,sulada
777,schmelzen::V,schmelzen,sulada
778,trocknen::V,trocknen,kuida
779,trocknen::V,trocknen,kuivehtuda
780,sieden::V,sieden,kehuda
781,faulen::V,faulen,hapata
782,faulen::V,faulen,traudäs
783,verfaulen::V,verfaulen,hapata
784,reißen::V,reißen,rebita
785,versinken::V,versinken,upota
786,vergehen::V,vergehen,mända
787,erscheinen::V,erscheinen,ozutadas
788,verschwinden::V,verschwinden,hajeta
789,sinken::V,sinken,väheta
790,sinken::V,sinken,lasktas
791,abnehmen::V,abnehmen,peneta
792,zunehmen::V,zunehmen,ližaduda
793,steigen::V,steigen,nousta
794,wachsen::V,wachsen,kazda
795,glänzen::V,glänzen,loštta
796,funkeln::V,funkeln,hoštta
