,Concept_ID,ko,tr
93,Hitze::N,더위,sıcaklık
94,Regenbogen::N,무지개,gökkuşağı
95,Donner::N,뇌명,gök gürlemesi
96,Strömung::N,유동,akıntı
97,Strömung::N,유동,cereyan
98,Tropfen::N,물방울,damla
99,Schaum::N,포말,köpük
100,Schmutz::N,때,çamur
101,Schmutz::N,때,pislik
102,See::N,호수,göl
103,Sumpf::N,습지,batak
104,Moor::N,저습지,cılgıt
105,Wiese::N,목초지,çimen
106,Wald::N,숲,koru
107,Wald::N,숲,orman
108,Hügel::N,언덕,tepe
109,Anhöhe::N,언덕,tümsek
110,Anhöhe::N,언덕,yükseklik
111,Berg::N,산,dağ
112,Gipfel::N,졀졍,zirve
113,Höhle::N,공동,in
114,Höhle::N,공동,mağara
115,Abhang::N,몰매,bayır
116,Quelle::N,근원,pınar
117,Quelle::N,근원,kaynak
118,Bach::N,내,çay
119,Bach::N,내,dere
120,Fluss::N,강,nehir
121,Ufer::N,강변,kıyı
122,Ufer::N,강변,sahil
123,Ufer::N,바닷가,kıyı
124,Ufer::N,바닷가,sahil
125,Küste::N,해변,kıyı
126,Küste::N,해변,sahil
127,Küste::N,해변가,kıyı
128,Küste::N,해변가,sahil
129,Festland::N,본토,kara
130,Meer::N,바다,deniz
131,Bucht::N,협만,koy
132,Bucht::N,협만,körfez
133,Insel::N,섬,ada
134,Blume::N,꽃,çiçek
135,Gras::N,풀,ot
136,Gras::N,풀,çim
137,Wurzel::N,뿌리,kök
138,Baum::N,나무,ağaç
139,Stamm::N,대,gövde
140,Rinde::N,나무껍질,kabuk
141,Ast::N,가지,dal
142,Ast::N,가지,budak
143,Zweig::N,가지,dal
144,Blatt::N,잎,yaprak
145,Birke::N,자작나무,huş
146,Kiefer[Baum]::N,소나무,çam
147,Weide[Baum]::N,쉬양버들,söğüt
148,Tanne::N,전나무,çam
149,Tanne::N,전나무,köknar
150,Horn::N,뿔,boynuz
151,Feder::N,깃털,tüy
152,Fell::N,피혁모피,post
153,Flügel::N,날개,kanat
154,Klaue::N,갈고리 발톺,pençe
155,Kralle::N,발툭,tırnak
156,Schwanz::N,꼬리,kuyruk
157,Ei::N,알,yumurta
158,Nest::N,보금자리,yuva
159,Bau::N,굴,in
160,Tier::N,짐승,hayvan
161,Herde::N,가축의떼,sürü
162,Kuh::N,암소,inek
163,Bulle::N,황소,boğa
164,Pferd::N,말,at
165,Pferd::N,말,beygir
166,Schaf::N,양,koyun
167,Schwein::N,돼지,domuz
168,Hund::N,개,it
169,Hund::N,개,köpek
170,Katze::N,고양이,kedi
171,Bär::N,콤,ayı
172,Eichhörnchen::N,다람쥐,sincap
173,Elch::N,고라니,büyük kuzey geyiği
174,Fuchs::N,여우,tilki
175,Hase::N,토끼,tavşan
176,Maus::N,쥐,fare
177,Maus::N,쥐,sıçan
178,Wolf::N,늑대,kurt
179,Vogel::N,새,kuş
180,Schwarm::N,뗴,sürü
181,Huhn::N,암탉,tavuk
182,Hahn::N,수탉,horoz
183,Gans::N,거위,kaz
184,Adler::N,수리,kartal
185,Adler::N,수리,karakuş
186,Ente::N,오리,ördek
187,Eule::N,부엉이,baykuş
188,Kranich::N,두루미,turna
189,Krähe::N,까마귀,karga
190,Kuckuck::N,뻐꾸기,guguk
191,Schwan::N,배조,kuğu
192,Fisch::N,물고기,balık
193,Barsch::N,농어,hani
194,Barsch::N,농어,levrek
195,Hecht::N,에속스,turnabalığı
196,Schlange[Tier]::N,뱀,yılan
197,Wurm::N,벌레,kurt
198,Wurm::N,벌레,solucan
199,Spinne::N,거미,örümcek
200,Ameise::N,개미,karınca
201,Laus::N,이,bit
202,Mücke::N,모기,sivrisinek
203,Fliege::N,날기,sinek
204,Schmetterling::N,나비,kelebek
205,Beere::N,장과,tane
206,Apfel::N,사과,elma
207,Pilz::N,고방이,mantar
208,Zwiebel::N,양파,soğan
209,Saat::N,씨,ekin
210,Korn::N,알맹이,tane
211,Heu::N,건초,kuru ot
212,Schale::N,피상,kabuk
213,Falle::N,함정,tuzak
214,Schlinge::N,올가미,ilmik
215,Schlinge::N,멜빵붕대,ilmik
216,Spur::N,발지국,iz
217,Asche::N,재,kül
218,Dreck::N,똥,pislik
219,Dreck::N,오물,pislik
220,Eisen::N,쇠,demir
221,Eisen::N,철,demir
222,Gold::N,항금,altın
223,Silber::N,은,gümüş
224,Kohle::N,슻,kömür
225,Glas::N,유리,cam
226,Lehm::N,찰흙,balçık
227,Sand::N,모래,kum
228,Mensch::N,사람,insan
229,Mann::N,남자,adam
230,Mann::N,남자,erkek
231,Frau::N,여자,bayan
232,Kind::N,아이,çocuk
233,Junge::N,소녁,erkek çocuk
234,Mädchen::N,소녀,kız
235,Familie::N,가족,aile
236,Großvater::N,할아버지,dede
237,Großvater::N,할아버지,büyükbaba
238,Großmutter::N,할머니,nine
239,Großmutter::N,할머니,büyükanne
240,Eltern::N,어버오,ebeveyn
241,Eltern::N,어버오,ana baba
242,Vater::N,아버지,ata
243,Vater::N,아버지,baba
244,Mutter::N,어머니,ana
245,Mutter::N,어머니,anne
246,Sohn::N,아들,oğul
247,Tochter::N,딸기,kız
248,Tochter::N,딸기,kız evlât
249,Bruder::N,형제,abi
250,Bruder::N,형제,erkek kardeş
251,Schwester::N,누이,abla
252,Schwester::N,누이,kız kardeş
253,Onkel::N,백부,dayı
254,Tante::N,아주머니,hala
255,Tante::N,아주머니,teyze
256,Ehemann::N,남편,koca
257,Ehefrau::N,아내,karı
258,Freude::N,기쁨,neşe
259,Freude::N,기쁨,sevinç
260,Gelächter::N,웃음,gülme
261,Gelächter::N,웃음,kahkaha
262,Glück::N,즐거움,mutluluk
263,Kummer::N,슬픔,dert
264,Kummer::N,슬픔,keder
265,Wunsch::N,소망,arzu
266,Wunsch::N,소망,istek
267,Geist::N,할기,tin
268,Gedanke::N,상념,fikir
269,Gedanke::N,상념,düşünce
270,Gedächtnis::N,기억,bellek
271,Verstand::N,분별,zekâ
272,Verstand::N,지능,zekâ
273,Sinn::N,센스,anlam
274,Grund::N,까닭,sebep
275,Wahrheit::N,참,doğruluk
276,Wahrheit::N,참,gerçeklik
277,Wahrheit::N,진실,doğruluk
278,Wahrheit::N,진실,gerçeklik
279,Gespräch::N,대화,görüşme
280,Märchen::N,동화,masal
281,Erzählung::N,이야기,öykü
282,Erzählung::N,이야기,hikâye
283,Neuigkeit::N,뉴스,haber
284,Name::N,이름,ad
285,Name::N,이름,isim
286,Rätsel::N,수수께끼,bilmece
287,Rede::N,연설,söylev
288,Rede::N,연설,konuşma
289,Sprache::N,말,dil
290,Sprache::N,말,lisan
291,Stimme::N,목소리,ses
292,Wort::N,낱말,kelime
293,Zeichen::N,신호,işaret
294,Ruf::N,부름,çağırma
295,Lärm::N,소동,şamata
296,Lärm::N,소동,gürültü
297,Laut::N,음성,ses
298,Ton::N,목소리,ses
299,Lied::N,노래,türkü
300,Ruhe::N,쉼,sakinlik
301,Leute::N,사람들,halk
302,Leute::N,사람들,insanlar
303,Volk::N,국중,ulus
304,Volk::N,국중,millet
305,Arbeit::N,근로,iş
306,Arbeit::N,근로,çalışma
307,Arbeit::N,너무,iş
308,Arbeit::N,너무,çalışma
309,Gast::N,손님,konuk
310,Gast::N,손님,misafir
311,Geschenk::N,행하,hediye
312,Geschenk::N,행하,armağan
313,Spiel::N,무리,oyun
314,Gesellschaft::N,교제,çevre
315,Gesellschaft::N,교제,arkadaşlık
316,Hilfe::N,거들음,yardım
317,Hilfe::N,보좌,yardım
318,Freund::N,친구,dost
319,Freund::N,친구,arkadaş
320,Kamerad::N,동실자,arkadaş
321,Angelegenheit::N,용무,iş
322,Angelegenheit::N,용무,husus
323,Anzahl::N,어떤,sayı
324,Anzahl::N,수,sayı
325,Art::N,정류,çeşit
326,Stück::N,일부분,tane
327,Stück::N,일부분,parça
328,Teil::N,몱,kısım
329,Teil::N,구훠,kısım
330,Hälfte::N,2분의,yarı
331,Kreis::N,고리,daire
332,Kreuz::N,열십자,haç
333,Linie::N,선,hat
334,Linie::N,선,çizgi
335,Strich::N,스침,çizgi
336,Abstand::N,거리,aralık
337,Entfernung::N,거리,mesafe
338,Entfernung::N,거리,uzaklık
339,Gegend::N,곳,yöre
340,Gegend::N,부금,yöre
341,Platz::N,장소,yer
342,Ort::N,장소,yer
343,Seite::N,옆면,yan
344,Seite::N,옆면,taraf
345,Mitte::N,궁간,orta
346,Mitte::N,궁간,merkez
347,Gegenstand::N,항목,şey
348,Sache::N,뭉에,iş
349,Sache::N,뭉에,şey
350,Rand::N,가,kenar
351,Kante::N,귀퉁,kenar
352,Ecke::N,구석,köşe
353,Spitze::N,끝,uç
354,Spitze::N,끝,baş
355,Spitze::N,참단,uç
356,Spitze::N,참단,baş
357,Ende::N,말당,uç
358,Loch::N,빙옷,oyuk
359,Loch::N,빙옷,delik
360,Winkel::N,각도,köşe
361,Muster::N,본,örnek
362,Muster::N,견복,örnek
363,Größe::N,신장,büyüklük
364,Länge::N,길이긺,uzunluk
365,Höhe::N,높이,yükseklik
366,Gewicht::N,추,ağırlık
367,Menge::N,수양,miktar
368,Haufen::N,퇴적,küme
369,Haufen::N,퇴적,yığın
370,Reihe::N,열,sıra
371,Boot::N,보트,kayık
372,Boot::N,보트,sandal
373,Ruder::N,노,kürek
374,Schlitten::N,썰매,kızak
375,Ski::N,스키,kayak
376,Lagerfeuer::N,캠프의 모닥불,kamp ateşi
377,Last::N,무거운짐,yük
378,Gang::N,걸음,gidiş
379,Gang::N,걸음,yürüyüş
380,Schritt::N,보조,adım
381,Norden::N,북쪽 ,kuzey
382,Süden::N,남쪽,güney
383,Westen::N,서쪽,batı
384,Osten::N,동쪽,doğu
385,Holz::N,목재,ağaç
386,Holz::N,목재,tahta
387,Brett::N,마루널,tahta
388,Platte::N,탤,levha
389,Platte::N,금속판,levha
390,Stütze::N,버팀목,dayak
391,Stütze::N,버팀목,destek
392,Stange::N,장대,çubuk
393,Stock::N,막대기,sopa
394,Stock::N,막대기,değnek
395,Stab::N,작대기,sırık
396,Stab::N,작대기,baston
397,Rohr::N,갈대,boru
398,Haus::N,집,ev
399,Heim::N,집,ev
400,Heim::N,집,yurt
401,Ofen::N,아궁이,soba
402,Fußboden::N,마루,taban
403,Fußboden::N,마루,döşeme
404,Tisch::N,탁자,masa
405,Stuhl::N,의자,iskemle
406,Stuhl::N,의자,sandalye
407,Wiege::N,발상지,beşik
408,Bett::N,침대,yatak
409,Regal::N,서가,raf
410,Kiste::N,짐궤,sandık
411,Fenster::N,눔,pencere
412,Tür::N,문,kapı
413,Tor::N,대문,kapı
414,Zaun::N,담장,çit
415,Dach::N,지붕,dam
416,Dach::N,지붕,çatı
417,Leiter::N,사닥다리,merdiven
418,Besen::N,비,süpürge
419,Spaten::N,가래,bel
420,Schaufel::N,삽,kürek
421,Gabel::N,갈래,çatal
422,Löffel::N,숟가락,kaşık
423,Messer::N,나이프,bıçak
424,Nagel::N,발툽,çivi
425,Netz::N,그물,ağ
426,Haken::N,갈고리,çengel
427,Griff::N,움켜쥠,kulp
428,Griff::N,움켜쥠,tutamak
429,Schloss::N,자물쇠,kilit
430,Bild::N,그림,imaj
431,Bild::N,그림,resim
432,Figur::N,몸메,şekil
433,Figur::N,몸메,heykel
434,Puppe::N,인형,kukla
435,Beutel::N,클,kese
436,Beutel::N,클,torba
437,Bündel::N,자근다발,deste
438,Tasche::N,가방,çanta
439,Eimer::N,동이,kova
440,Deckel::N,뚜껑,kapak
441,Geschirr::N,식시,kap kacak
442,Sack::N,조갑,torba
443,Tasse::N,차잔,fincan
444,Topf::N,단지,tencere
445,Kessel::N,주전자,kazan
446,Essen::N,먹기,yemek
447,Nahrung::N,식료,gıda
448,Nahrung::N,식료,besin
449,Speise::N,음식물,yemek
450,Fleisch::N,고기,et
451,Getreide::N,곡물,tahıl
452,Getreide::N,곡물,hububat
453,Brei::N,젤리,ezme
454,Brot::N,빵,ekmek
455,Scheibe::N,원반,dilim
456,Fett::N,기름,yağ
457,Butter::N,버터,tereyağı
458,Öl::N,올리브유,yağ
459,Öl::N,올리브유,akar yağ
460,Salz::N,소금,tuz
461,Suppe::N,국,çorba
462,Suppe::N,수프,çorba
463,Honig::N,감미,bal
464,Milch::N,유즙,süt
465,Tee::N,차,çay
466,Leder::N,가죽,deri
467,Leder::N,가죽,meşin
468,Wolle::N,양털,yün
469,Stoff::N,패료,kumaş
470,Nadel::N,바늘,iğne
471,Faden::N,콘실,tire
472,Faden::N,콘실,iplik
473,Knopf::N,단추,düğme
474,Knoten::N,곁절,düğüm
475,Farbe::N,색,boya
476,Kleidung::N,옷입기,giyim
477,Hemd::N,속옷,gömlek
478,Kragen::N,깃,yaka
479,Ärmel::N,소매,yen
480,Ärmel::N,소매,elbise kolu
481,Hose::N,바지,pantolon
482,Gürtel::N,밴드,kuşak
483,Mütze::N,모자,bere
484,Mütze::N,모자,kasket
485,Schuh::N,구두,kundura
486,Schuh::N,구두,ayakkabı
487,Stiefel::N,장화,çizme
488,Ring::N,고리,yüzük
489,Band::N,리본,bağ
490,Band::N,리본,şerit
491,Kamm::N,빗,tarak
492,Spiegel::N,거울,ayna
493,Riemen::N,가죽끈,kayış
494,Schnur::N,밧줄,ip
495,Schnur::N,밧줄,sicim
496,Leine::N,고삐줄,kayış
497,Decke::N,이부자리,örtü
498,Decke::N,이부자리,yorgan
499,Kissen::N,깔개,yastık
500,Tuch::N,천,bez
501,Handtuch::N,수건,havlu
502,Kraft::N,세력,güç
503,Kraft::N,세력,kuvvet
504,Stärke::N,힘,kuvvet
505,Gesundheit::N,위생,sağlık
506,Krankheit::N,병,hastalık
507,Schmerz::N,아픔고통,ağrı
508,Schmerz::N,아픔고통,sancı
509,Wunde::N,상처,yara
510,Fieber::N,열별,ateş
511,Arznei::N,약,ilâç
512,Brücke::N,교량,köprü
513,Brunnen::N,원천,kuyu
514,Brunnen::N,원천,çeşme
515,Weide::N,목장,otlak
516,Pfad::N,좁은길,patika
517,Pfad::N,좁은길,keçiyolu
518,Weg::N,길,yol
519,Straße::N,길,yol
520,Straße::N,길,cadde
521,Dorf::N,촌,köy
522,Dorf::N,촌락,köy
523,Stadt::N,도시,kent
524,Stadt::N,도시,şehir
525,Brief::N,서한,mektup
526,Buch::N,책,kitap
527,Buchstabe::N,문자,harf
528,Zeitung::N,신문,gazete
529,Leben::N,삶,hayat
530,Tod::N,죽음,ölüm
531,Grab::N,무덤,kabir
532,Kirche::N,교회,kilise
533,Sünde::N,부정,günah
534,Gott::N,하느님,tanrı
535,Arbeiter::N,일하는사람,işçi
536,Chef::N,사장,şef
537,Chef::N,사장,müdür
538,Meister::N,명인,usta
539,Meister::N,대가,usta
540,Arzt::N,의사,hekim
541,Arzt::N,의사,doktor
542,Lehrer::N,교사,hoca
543,Lehrer::N,교사,öğretmen
544,Geld::N,돈,para
545,Geschäft::N,일,ticaret
546,Laden::N,가게,dükkân
547,Preis::N,가격,fiyat
548,Ware::N,상품,mal
549,Nutzen::N,이익,fayda
550,Reichtum::N,많음,servet
551,Reichtum::N,많음,zenginlik
552,Welt::N,세상,dünya
553,Land::N,지방,ülke
554,Staat::N,국가,devlet
555,König::N,국왕,kral
556,Macht::N,힘,kudret
557,Macht::N,힘,iktidar
558,Grenze::N,국경,had
559,Grenze::N,국경,sınır
560,Krieg::N,전쟁,savaş
561,Feind::N,적,düşman
562,Gewalt::N,권력,zor
563,Gewalt::N,권력,cebir
564,Kampf::N,전투,savaş
565,Bogen[Waffe]::N,활,yay
566,Pfeil::N,화살,ok
567,Gewehr::N,무기,tüfek
568,Fehler::N,오류,hata
569,Fehler::N,오류,yanlış
570,Lüge::N,거짓말,yalan
571,Schaden::N,손상,zarar
572,Unglück::N,불행,felâket
573,Unglück::N,불행,talihsizlik
574,Schuld::N,부채,suç
575,Schuld::N,부채,kabahat
576,Alter::N,연령,yaş
577,Schluss::N,마감,son
578,Zeit::N,때,zaman
579,Zeit::N,시간,zaman
580,Tag::N,하루,gün
581,Morgen::N,이침,sabah
582,Mittag::N,대낮,öğle
583,Abend::N,저녁,akşam
584,Nacht::N,밤,gece
585,Woche::N,근무일,hafta
586,Monat::N,달,ay
587,Jahr::N,해,yıl
588,Jahr::N,해,sene
589,Frühling::N,봄,ilkbahar
590,Sommer::N,여름,yaz
591,Herbst::N,가을,güz
592,Herbst::N,가을,sonbahar
593,Winter::N,겨울,kış
594,Januar::N,일월,ocak
595,Februar::N,이월,şubat
596,März::N,삼월,mart
597,April::N,사월,nisan
598,Mai::N,오월,mayıs
599,Juni::N,유월,haziran
600,Juli::N,칠월,temmuz
601,August::N,팔월,ağustos
602,September::N,구월,eylül
603,Oktober::N,시월,ekim
604,November::N,십일월,kasım
605,Dezember::N,십이월,aralık
606,Montag::N,월요일,pazartesi
607,Dienstag::N,화요일,salı
608,Mittwoch::N,수요일,çarşamba
609,Donnerstag::N,모교일,perşembe
610,Freitag::N,그묘일,cuma
611,Samstag::N,토요일,cumartesi
612,Sonntag::N,일요일,pazar
613,groß::A,큰,büyük
614,klein::A,자근,ufak
615,klein::A,자근,küçük
616,lang::A,긴,uzun
617,kurz::A,짧은,kısa
618,breit::A,넓은,enli
619,breit::A,넓은,geniş
620,schmal::A,좁은,dar
621,dicht::A,농밀한,sık
622,dicht::A,농밀한,yoğun
623,dick[Gegenstand]::A,두꺼운,kalın
624,dick[Gegenstand]::A,두꺼운,iri
625,dünn::A,얇은,ince
626,fein::A,미세한,ince
627,fein::A,미세한,narin
628,fest::A,굳은,sabit
629,fest::A,굳은,sağlam
630,flach::A,얕은,düz
631,flach::A,얕은,yassı
632,glatt::A,반들반들한,düz
633,hart::A,굳은,katı
634,weich::A,연한,yumuşak
635,rund::A,둥근,yuvarlak
636,spitz::A,뾰족한,sivri
637,scharf::A,날카로운,keskin
638,stumpf::A,무딘,kör
639,schwer::A,무거운,ağır
640,schön::A,멋진,güzel
641,heiß::A,뜨거운,kızgın
642,warm::A,따뜻한,sıcak
643,kalt::A,찬,soğuk
644,kühl::A,서늘한,serin
645,frisch::A,신선한,taze
646,feucht::A,축축한,nemli
647,feucht::A,축축한,rutubetli
648,nass::A,젖은,yaş
649,nass::A,젖은,ıslak
650,trocken::A,마른,kuru
651,voll::A,완전한,dolu
652,voll::A,완전한,dolmuş
653,leer::A,빈,boş
654,offen::A,열린,açık
655,geschlossen::A,닫힌,kapalı
656,sauber::A,깨끗한,pak
657,sauber::A,깨끗한,temiz
658,schmutzig::A,더러운,pis
659,schmutzig::A,더러운,kirli
660,roh::A,날게잇의,çiğ
661,reif::A,이근,olgun
662,lecker::A,맛있는,lezzetli
663,süß::A,단,tatlı
664,süß::A,단,şekerli
665,bitter::A,찌르는듯한,acı
666,sauer::A,산성의,ekşi
667,hell::A,밝은,aydınlık
668,dunkel::A,어두운,karanlık
669,schwarz::A,검은,kara
670,schwarz::A,검은,siyah
671,weiß::A,하얀,ak
672,weiß::A,하얀,beyaz
673,rot::A,붉은,kırmızı
674,gelb::A,황색,sarı
675,blau::A,푸른,mavi
676,grün::A,녹색의,yeşil
677,grau::A,회색의,boz
678,bunt::A,알록달록한,renkli
679,billig::A,싼,ucuz
680,teuer::A,값비산,pahalı
681,wertvoll::A,가치가많은,değerli
682,blind::A,눈먼,kör
683,taub::A,무감간한,sağır
684,kräftig::A,강장한,dinç
685,kräftig::A,강장한,kuvvetli
686,stark::A,강한,güçlü
687,stark::A,강한,kuvvetli
688,schwach::A,약한,zayıf
689,schwach::A,약한,güçsüz
690,fett::A,실찐,şişman
691,schlank::A,호리호리한,narin
692,hübsch::A,예쁜,güzel
693,hübsch::A,예쁜,sevimli
694,böse::A,나쁜,kötü
695,dumm::A,어리석은,aptal
696,faul::A,너덜너덜한,tembel
697,fleißig::A,근면한,çalışkan
698,geizig::A,인색한,cimri
699,geschickt::A,교묘한,becerikli
700,lieb::A,친애하는,sevimli
701,lustig::A,유쾌한,neşeli
702,sanft::A,온화한,nazik
703,hungrig::A,배고픈,aç
704,krank::A,병든,hasta
705,krank::A,병든,rahatsız
706,nackt::A,벌거벗은,çıplak
707,traurig::A,슬픈,kederli
708,traurig::A,슬픈,üzüntülü
709,lebendig::A,살아있는,canlı
710,gut::A,좋은,iyi
711,schlecht::A,나쁜,kötü
712,richtig::A,바른,doğru
713,schlimm::A,못된,kötü
714,wahr::A,참된,doğru
715,wahr::A,참된,gerçek
716,alt::A,늙은,eski
717,neu::A,새,yeni
718,ehemalig::A,전의,önceki
719,alt[Lebewesen]::A,낡은,yaşlı
720,jung::A,젊은,genç
721,arm::A,가난한,fakir
722,reich::A,풍부한,zengin
723,bekannt::A,저명한,bilinen
724,berühmt::A,유명한,ünlü
725,berühmt::A,유명한,meşhur
726,fremd::A,타처이,yabancı
727,verschieden::A,따른,ayrı
728,verschieden::A,따른,farklı
729,nah::A,가까운,yakın
730,nah::A,가까운,bitişik
731,fern::A,먼,uzak
732,linker::A,왼쭉의,sol
733,rechter::A,오른쪽의,sağ
734,anderer::A,다른,diğer
735,erster::A,첫째,ilk
736,erster::A,첫째,birinci
737,zweiter::A,둘째,ikinci
738,dritter::A,셋째,üçüncü
739,letzter::A,의후자의,son
740,letzter::A,의후자의,sonuncu
741,allein::ADV,훌로,yalnız
742,allein::ADV,훌로,tek başına
743,auf einmal::ADV,갑자기,birden
744,zusammen::ADV,모아서,beraber
745,zusammen::ADV,모아서,birlikte
746,lange::ADV,오래,çok
747,lange::ADV,오래,uzun
748,plötzlich::ADV,둘연한,ansızın
749,plötzlich::ADV,둘연한,birdenbire
750,sofort::ADV,즉시,hemen
751,sofort::ADV,즉시,derhal
752,später::ADV,보다늦은,daha sonra
753,jetzt::ADV,목하,şimdi
754,heute::ADV,오늘,bugün
755,morgen::ADV,내일,yarın
756,bald::ADV,곱,yakında
757,dann::ADV,그경우에,sonra
758,gestern::ADV,어제,dün
759,einst::ADV,옛날에,eskiden
760,damals::ADV,그때에,o zamanlar
761,danach::ADV,그 뒤에,sonradan
762,danach::ADV,그 뒤에,ondan sonra
763,vorher::ADV,미리,önce
764,vorher::ADV,미리,önceden
765,zuerst::ADV,최초로,ilk önce
766,einmal::ADV,한번,bir defa
767,manchmal::ADV,땓대로,bazan
768,oft::ADV,땓대로,sık sık
769,oft::ADV,땓대로,çok defa
770,immer::ADV,늘,daima
771,immer::ADV,늘,her zaman
772,niemals::ADV,결코...(하지)않다,asla değil
773,niemals::ADV,결코...(하지)않다,hiçbir zaman
774,hier::ADV,여기,burada
775,hierhin::ADV,여기로,buraya
776,dort::ADV,거기,orada
777,dort::ADV,거기,şurada
778,dorthin::ADV,저기예,oraya
779,dorthin::ADV,저기예,şuraya
780,geradeaus::ADV,곧장,doğru
781,vorwärts::ADV,앞으로,ileri
782,rückwärts::ADV,뒤로,geri
783,zurück::ADV,제자리로,geriye
784,unten::ADV,아래에,aşağıda
785,hinab::ADV,아래쪽으로,aşağıya
786,oben::ADV,위에,yukarıda
787,hinauf::ADV,위쪽으로,yukarı
788,hinauf::ADV,위쪽으로,yukarıya
789,überall::ADV,도처에,her yerde
790,nicht::ADV,안,-mi-
791,nicht::ADV,안,değil
792,ein wenig::ADV,적음,biraz
793,kaum::ADV,가의,dar
794,kaum::ADV,가의,hemen hemen değil
795,sehr::ADV,자주,pek
796,sehr::ADV,자주,gayet
797,so::ADV,그와같이,öyle
798,so::ADV,그와같이,böyle
799,noch::ADV,아직,hâlâ
800,noch::ADV,아직,henüz
801,nur::ADV,다만,ancak
802,nur::ADV,다만,yalnız
803,schon::ADV,이미,çoktan
804,wieder::ADV,다시,tekrar
805,wieder::ADV,다시,yeniden
806,vergebens::ADV,헛되이,boşuna
807,vor::PRP,앞에,önünde
808,hinter::PRP,뒤에,arkasında
809,unter::PRP,잍에,altında
810,durch::PRP,통고하여,sayesinde
811,durch::PRP,통고하여,ortasından
812,neben::PRP,와나란히,yanında
813,zwischen::PRP,의사이로,arasında
814,wegen::PRP,때문에,dolayı
815,dies::PRN,이,bu
816,das::PRN,저,o
817,das::PRN,저,şu
818,alles::PRN,모든것,hepsi
819,alles::PRN,모든것,her şey
820,ich::PRN,나,ben
821,du::PRN,너,sen
822,er::PRN,그,o
823,wir::PRN,우리,biz
824,ihr::PRN,너희들,siz
825,sie::PRN,그들,onlar
826,was::FPRN,뭣,ne
827,wer::FPRN,누구,kim
828,wo::FADV,어디,nerede
829,wohin::FADV,어디로,nereye
830,wie::FADV,어떻게,nasıl
831,warum::FADV,왜,neden
832,wieviel::FNUM,얼마만큰,kaç
833,wieviel::FNUM,얼마만큰,ne kadar
834,eins::NUM,하나,bir
835,zwei::NUM,둘,iki
836,drei::NUM,셋,üç
837,vier::NUM,넷,dört
838,fünf::NUM,다섯,beş
