,Concept_ID,lbe,pl
74,Boden::N,аьрщи,grunt
75,Erde::N,аьрщи,ziemia
76,Staub::N,ххит,pył
77,Staub::N,ххит,kurz
78,Rauch::N,пуркӏу,dym
79,Funke::N,пиягь,iskra
80,Feuer::N,цӏу,ogień
81,Licht::N,чани,światło
82,Schatten::N,ххют,cień
83,Wetter::N,гьава,pogoda
84,Nebel::N,шархь ттурлу,mgła
85,Wolke::N,ттурлу,obłok
86,Wolke::N,ттурлу,chmura
87,Regen::N,гъарал,deszcz
88,Schnee::N,марххала,śnieg
89,Eis::N,микӏ,lód
90,Frost::N,дяркъу,mróz
91,Frost::N,замгьар,mróz
92,Kälte::N,дяркъу,chłód
93,Hitze::N,кӏиришиву,gorąco
94,Raureif::N,сил,szron
95,Raureif::N,бурса,szron
96,Regenbogen::N,ссурул ккуртта,tęcza
97,Donner::N,къув,grzmot
98,Strömung::N,экьинанаву,nurt
99,Tropfen::N,кӏунтӏ,kropla
100,Schaum::N,хьама,piana
101,Schmutz::N,кьяркьи,brud
102,See::N,бяр,jezioro
103,Sumpf::N,кунцӏа,bagno
104,Wiese::N,кьан,łąka
105,Wald::N,вацӏа,las
106,Hügel::N,бакӏу,pagórek
107,Berg::N,зунтту,góra
108,Gipfel::N,мицӏ,szczyt
109,Gipfel::N,мицӏ,wierzchołek
110,Höhle::N,нух,pieczara
111,Abhang::N,сун,stok
112,Abhang::N,сун,zbocze
113,Quelle::N,дайдихьу,zdrój
114,Quelle::N,дайдихьу,źródło
115,Quelle::N,бакӏ,zdrój
116,Quelle::N,бакӏ,źródło
117,Bach::N,чӏрир нех,potok
118,Bach::N,чӏрир нех,strumień
119,Fluss::N,нех,rzeka
120,Ufer::N,зума,brzeg
121,Küste::N,зумаинхалу,wybrzeże
122,Küste::N,зуманицӏалу,wybrzeże
123,Festland::N,кьири,ląd
124,Meer::N,хьхьири,morze
125,Insel::N,жазира,wyspa
126,Blume::N,тӏутӏи,kwiat
127,Gras::N,уртту,trawa
128,Wurzel::N,мархха,korzeń
129,Baum::N,мурхь,drzewo
130,Stamm::N,ттарцӏ,pień
131,Rinde::N,ккамара,kora
132,Ast::N,матӏи,gałąź
133,Zweig::N,къяртта,gałąź
134,Blatt::N,чӏапӏи,liść
135,Birke::N,кӏялахӏи,brzoza
136,Birke::N,кӏялахӏилул мурхь,brzoza
137,Kiefer[Baum]::N,ттар,sosna
138,Kiefer[Baum]::N,ттарлил мурхь,sosna
139,Weide[Baum]::N,щавщи,wierzba
140,Tanne::N,ттарлил мурхь,jodła
141,Horn::N,хъи,róg
142,Feder::N,лелуххул тӏиму,pióro
143,Fell::N,бурчу,futro
144,Flügel::N,хъа,skrzydło
145,Flügel::N,ххурупӏайрал тӏиму,skrzydło
146,Klaue::N,михь,szpon
147,Kralle::N,ххяппа,pazur
148,Schwanz::N,магъ,ogon
149,Ei::N,ккунук,jajko
150,Nest::N,кюру,gniazdo
151,Bau::N,цукъуккутӏ,nora
152,Tier::N,хӏайван,zwierzę
153,Herde::N,газу,stado
154,Herde::N,газу,trzoda
155,Kuh::N,оьл,krowa
156,Bulle::N,ниц,byk
157,Pferd::N,чу,koń
158,Schaf::N,тта,owca
159,Schwein::N,дунгъуз,świnia
160,Hund::N,ккаччи,pies
161,Katze::N,ччиту,kot
162,Katze::N,ччиту,kotka
163,Bär::N,цуша,niedźwiedż
164,Eichhörnchen::N,бюрхттукку,wiewiórka
165,Elch::N,ниц-бюрин,łóś
166,Fuchs::N,цулчӏа,lis
167,Fuchs::N,куча цулчӏа,lis
168,Hase::N,бюрх,zając
169,Maus::N,кӏулу,mysz
170,Wolf::N,барцӏ,wilk
171,Vogel::N,лелуххи,ptak
172,Schwarm::N,гьухъала,stado
173,Huhn::N,аьнакӏи,kura
174,Hahn::N,ажари,kogut
175,Gans::N,къаз,gęś
176,Adler::N,барзу,orzeł
177,Ente::N,урдак,kaczka
178,Eule::N,ису,sowa
179,Eule::N,ччиккумяв,sowa
180,Kranich::N,кьурукь,żuraw
181,Krähe::N,хъатӏу,wrona
182,Kuckuck::N,ччикку,kukułka
183,Schwan::N,урттил къаз,łabędż
184,Fisch::N,чавахъ,ryba
185,Schlange[Tier]::N,шатта,wąż
186,Schlange[Tier]::N,шатта,żmija
187,Wurm::N,кьюнукьай шатта,robak
188,Spinne::N,ххялцу,pająk
189,Ameise::N,митӏикьукьу,mrówka
190,Mücke::N,мичӏак,komar
191,Fliege::N,зимиз,mucha
192,Schmetterling::N,чӏимучӏали,motyl
193,Beere::N,хӏаллил ахъулсса,jagoda
194,Apfel::N,гьивч,jabłko
195,Pilz::N,ттуккул иис,grzyb
196,Zwiebel::N,лаччул чсмусул бакӏ,cebula
197,Saat::N,гьанна,siew
198,Korn::N,къама,ziarno
199,Heu::N,ххулув,siano
200,Schale::N,ккиртту,łupina
201,Grube::N,кӏаланг,dół
202,Grube::N,кӏаланг,jama
203,Falle::N,къатӏа,pułapka
204,Schlinge::N,хӏатӏ,sidła
205,Spur::N,ша,ślad
206,Asche::N,лах,popiół
207,Dreck::N,кьяркьи,brud
208,Dreck::N,венп,brud
209,Eisen::N,мах,żelazo
210,Gold::N,муси,złoto
211,Silber::N,арцу,srebro
212,Kohle::N,кӏалаш,węgiel
213,Kohle::N,хъуручӏ,węgiel
214,Glas::N,пюрун,szkło
215,Lehm::N,сина аьрщи,glina
216,Sand::N,къун,piasek
217,Mensch::N,инсан,człowiek
218,Mann::N,чув,mężczyzna
219,Mann::N,адимина,mężczyzna
220,Frau::N,щарсса,kobieta
221,Frau::N,хъамитайпа,kobieta
222,Kind::N,чӏиви оьрчӏ,dziecko
223,Junge::N,оьрчӏ,chłopak
224,Junge::N,оьрчӏ,chłopiec
225,Junge::N,бурхьин оьрчӏ,chłopak
226,Junge::N,бурхьин оьрчӏ,chłopiec
227,Mädchen::N,душ,dziewczynka
228,Familie::N,кулпат,rodzina
229,Großvater::N,ттатта,dziadek
230,Großvater::N,ниттил ппу,dziadek
231,Großmutter::N,буттал нину,babka
232,Eltern::N,нину-ппу,rodzice
233,Vater::N,ппу,ojciec
234,Mutter::N,нину,matka
235,Sohn::N,арс,syn
236,Tochter::N,душ,córka
237,Bruder::N,уссу,brat
238,Schwester::N,ссу,siostra
239,Onkel::N,буттауссу,wuj
240,Onkel::N,буттауссу,stryj
241,Tante::N,буттал ссу,ciotka
242,Ehemann::N,лас,mąż
243,Ehefrau::N,щар,żona
244,Ehefrau::N,щарсса,żona
245,Freude::N,шадшиву,radość
246,Freude::N,ххаришиву,radość
247,Gelächter::N,хъяхъаву,śmiech
248,Glück::N,талихӏ,szczęście
249,Kummer::N,дард,zmartwienie
250,Wunsch::N,мурад,życzenie
251,Lust::N,гьавас,chęć
252,Lust::N,гьавас,ochota
253,Lust::N,ччаву,chęć
254,Lust::N,ччаву,ochota
255,Geist::N,рухӏ,duch
256,Gedanke::N,пикри,myśl
257,Gedächtnis::N,дакӏний личӏаву,pamięć
258,Verstand::N,аькьлу,rozum
259,Sinn::N,мяъна,zmysł
260,Grund::N,багьана,powód
261,Wahrheit::N,тӏайламур,prawda
262,Wahrheit::N,хӏакьмур,prawda
263,Gespräch::N,ихтилат,rozmowa
264,Märchen::N,магьа,bajka
265,Erzählung::N,хавар,opowiadanie
266,Nachricht::N,хавар,wiadomość
267,Neuigkeit::N,хавар,nowina
268,Name::N,цӏа,imię
269,Rätsel::N,ссигьа,zagadka
270,Rede::N,гъалгъа,mowa
271,Sprache::N,маз,język
272,Stimme::N,чӏу,głos
273,Stimme::N,чӏукӏа,głos
274,Wort::N,махъ,słowo
275,Zeichen::N,лишан,znak
276,Lärm::N,чӏу,hałas
277,Lärm::N,чӏу,zgiełk
278,Laut::N,чӏу,dźwięk
279,Ton::N,чӏу,ton
280,Ton::N,чӏу,dźwięk
281,Lied::N,балай,pieśń
282,Lied::N,балай,piosenka
283,Ruhe::N,дигьалагру,spokój
284,Leute::N,инсантал,ludzie
285,Volk::N,ил,naród
286,Volk::N,халкь,naród
287,Arbeit::N,заву,praca
288,Arbeit::N,заву,robota
289,Gast::N,хъамаличу,gość
290,Geschenk::N,бухчакарши,prezent
291,Geschenk::N,бухчакарши,podarunek
292,Geschenk::N,лажинккакку,prezent
293,Geschenk::N,лажинккакку,podarunek
294,Spiel::N,тӏуркӏу,gra
295,Spiel::N,тӏуркӏу,zabawa
296,Gesellschaft::N,жямат,towarzystwo
297,Gesellschaft::N,ккуран,towarzystwo
298,Hilfe::N,кумаг,pomoc
299,Freund::N,дус,przyjaciel
300,Kamerad::N,хӏаласу,kolega
301,Angelegenheit::N,иш,sprawa
302,Anzahl::N,аьдад,ilość
303,Art::N,жинс,rodzaj
304,Stück::N,касак,kawałek
305,Teil::N,бутӏа,część
306,Hälfte::N,дачӏи,połowa
307,Kreis::N,кюрщан,krąg
308,Kreuz::N,ххач,krzyż
309,Linie::N,щва,linia
310,Strich::N,щва,kreska
311,Abstand::N,манзил,odstęp
312,Entfernung::N,манзил,odległość
313,Gegend::N,кӏану,okolica
314,Ort::N,кӏану,miejsce
315,Seite::N,чул,bok
316,Seite::N,чул,strona
317,Seite::N,чулухалу,bok
318,Seite::N,чулухалу,strona
319,Mitte::N,дя,środek
320,Gegenstand::N,зат,przedmiot
321,Sache::N,зат,rzecz
322,Rand::N,зума,skraj
323,Rand::N,зума,krawędź
324,Ecke::N,мурцӏу,róg
325,Spitze::N,мицӏ,ostrze
326,Ende::N,зума,koniec
327,Loch::N,ккутӏ,dziura
328,Winkel::N,мурцӏу,kąt
329,Winkel::N,мурцӏу,kącik
330,Muster::N,накьич,wzór
331,Länge::N,лахъишиву,długość
332,Höhe::N,лахъшиву,wysokość
333,Gewicht::N,дуццин,ciężar
334,Gewicht::N,кӏушиву,ciężar
335,Haufen::N,бакӏу,kupa
336,Reihe::N,кьюкьа,rząd
337,Reihe::N,кьюкьа,szereg
338,Boot::N,луткка,łódź
339,Boot::N,луткка,łódka
340,Ruder::N,весло,wiosło
341,Ruder::N,чӏатӏа,wiosło
342,Schlitten::N,чана,sanki
343,Schlitten::N,санкка,sanki
344,Ski::N,лижарду,narta
345,Lagerfeuer::N,къавтӏн,ognisko
346,Last::N,гьиву,ciężar
347,Last::N,гьиву,brzemię
348,Gang::N,нанаву,chód
349,Schritt::N,ша,krok
350,Norden::N,ухссав,północ
351,Norden::N,ухссавнил чулухалу,północ
352,Süden::N,кьилва,południe
353,Westen::N,баргълагавал,zachód
354,Westen::N,баргълагавал чул,zachód
355,Osten::N,баргъбуккай чулухалу,wschód
356,Holz::N,тӏама,drzewo
357,Brett::N,тахта,deska
358,Platte::N,гъуни,płyta
359,Stütze::N,гьалакӏу,podpora
360,Stange::N,къазихъ,drąg
361,Stange::N,къазихъ,żerdź
362,Stock::N,ттархь,kij
363,Stock::N,ттархь,laska
364,Stab::N,ччантӏакъу,pręt
365,Rohr::N,бургъу,rura
366,Haus::N,къатта,dom
367,Heim::N,къатта,dom
368,Ofen::N,пач,piec
369,Fußboden::N,чӏанкъатта,podłoga
370,Tisch::N,усттул,stół
371,Stuhl::N,кӏану,krzesło
372,Wiege::N,оьрчӏал кӏану,kołyska
373,Bett::N,тах,łóżko
374,Bett::N,тах,pościel
375,Regal::N,чӏаму,regał
376,Kiste::N,яшикӏ,skrzynia
377,Kiste::N,къурши,skrzynia
378,Fenster::N,чӏавахьулу,okno
379,Tür::N,нуз,drzwi
380,Tür::N,нузкьун,drzwi
381,Tor::N,къапу,brama
382,Tor::N,дарваза,brama
383,Zaun::N,дайгьузанну,płot
384,Zaun::N,дайгьузанну,parkan
385,Dach::N,магъи,dach
386,Dach::N,цӏиялу,dach
387,Leiter::N,чуртту,drabina
388,Besen::N,чӏатлу,miotła
389,Spaten::N,бил,rydel
390,Schaufel::N,чӏатӏа,łopata
391,Gabel::N,гьиссилу,widelec
392,Löffel::N,къуса,łyżka
393,Messer::N,чӏила,nóż
394,Nagel::N,мяр,gwóźdź
395,Netz::N,къери,sieć
396,Haken::N,къича,hak
397,Griff::N,куяму,chwyt
398,Schloss::N,кьункьула,zamek
399,Bild::N,сурат,obraz
400,Puppe::N,ссихьу,lalka
401,Beutel::N,чантай,torba
402,Bündel::N,гьи,wiązka
403,Bündel::N,къар,wiązka
404,Eimer::N,бадра,kubeł
405,Eimer::N,бадра,wiadro
406,Deckel::N,къапаза,przykrywka
407,Geschirr::N,пюрунчӏул,statki
408,Geschirr::N,пюрунчӏул,naczynia
409,Geschirr::N,тӏахӏникӏичӏу,statki
410,Geschirr::N,тӏахӏникӏичӏу,naczynia
411,Sack::N,къап,worek
412,Sack::N,дарваг,worek
413,Tasse::N,пижан,filiżanka
414,Tasse::N,пинжан,filiżanka
415,Tasse::N,инкираччатӏи,filiżanka
416,Tasse::N,цинцилттал бушкъап,filiżanka
417,Topf::N,кӏункӏур,garnek
418,Kessel::N,чаг,kocioł
419,Kessel::N,кӏункӏур,kocioł
420,Essen::N,дукия,jedzenie
421,Essen::N,дукин,jedzenie
422,Nahrung::N,дукра,pokarm
423,Nahrung::N,дукра,pożywienie
424,Speise::N,дукра,potrawa
425,Speise::N,дукра,jedzenie
426,Fleisch::N,дикӏ,mięso
427,Getreide::N,къама,zboże
428,Brei::N,ккурч,kasza
429,Brot::N,ччатӏ,chleb
430,Scheibe::N,парча,kromka
431,Fett::N,аьгъушиву,tłuszcz
432,Butter::N,нагь,masło
433,Butter::N,лагаву,masło
434,Salz::N,цӏву,sól
435,Suppe::N,накь,zupa
436,Honig::N,ницӏ,miód
437,Milch::N,накӏ,mleko
438,Tee::N,чяй,herbata
439,Leder::N,бурчу,skóra
440,Wolle::N,ппал,wełna
441,Stoff::N,янна,tkanina
442,Stoff::N,янна,materiał
443,Nadel::N,ххалаххи,igła
444,Faden::N,ххал,nić
445,Faden::N,ххал,nitka
446,Knopf::N,банд,guzik
447,Knoten::N,къурхъ,węzeł
448,Farbe::N,сир,farba
449,Kleidung::N,янна,odzież
450,Kleidung::N,лаххия,odzież
451,Hemd::N,гьухъа,koszula
452,Kragen::N,дарвач,kołnierz
453,Ärmel::N,кахха,rękaw
454,Hose::N,хӏажак,spodnie
455,Gürtel::N,мухӏлу,pasek
456,Mütze::N,кьяпа,czapka
457,Stiefel::N,чакма,but
458,Stiefel::N,чакма,kozak
459,Ring::N,кӏисса,pierścień
460,Band::N,линт,wstęga
461,Kamm::N,ттарал,grzebień
462,Spiegel::N,дагьани,lustro
463,Riemen::N,эн,rzemień
464,Schnur::N,хьхьа,sznur
465,Decke::N,виргъан,kołdra
466,Kissen::N,кӏаралу,poduszka
467,Tuch::N,карщи,chustka
468,Handtuch::N,калихьу,ręcznik
469,Handtuch::N,лажинлихьу,ręcznik
470,Kraft::N,эллаж,moc
471,Kraft::N,эллаж,siła
472,Stärke::N,гуж,moc
473,Stärke::N,гуж,siła
474,Gesundheit::N,цӏуллу-сагъшиву,zdrowie
475,Krankheit::N,къашайшиву,choroba
476,Schmerz::N,къюву,ból
477,Wunde::N,щаву,rana
478,Fieber::N,кӏиришиву,gorączka
479,Arznei::N,дару,lekarstwo
480,Brücke::N,ламу,most
481,Brunnen::N,къуй,studnia
482,Weide::N,бизантту,pastwisko
483,Pfad::N,жегъир ххуллу,ścieżka
484,Weg::N,ххуллу,droga
485,Straße::N,ххуллу,ulica
486,Dorf::N,щар,wieś
487,Dorf::N,шяравалу,wieś
488,Stadt::N,шагьру,miasto
489,Brief::N,чагъар,list
490,Buch::N,лу,książka
491,Buchstabe::N,хӏарп,litera
492,Zeitung::N,кказит,gazeta
493,Zeitung::N,кказит,dziennik
494,Leben::N,оьрму,życie
495,Tod::N,ажал,śmierć
496,Tod::N,бивкӏу,śmierć
497,Tod::N,ивчӏаву,śmierć
498,Grab::N,гьав,grób
499,Kirche::N,килиса,kościół
500,Sünde::N,бунагъ,grzech
501,Gott::N,зал,bóg
502,Arbeiter::N,зузала,robotnik
503,Chef::N,ялувма,szef
504,Meister::N,усттар,mistrz
505,Meister::N,усттар,majster
506,Arzt::N,хӏакин,lekarz
507,Lehrer::N,учитель,nauczyciel
508,Geld::N,арцу,pieniądze
509,Geschäft::N,даву,sprawa
510,Geschäft::N,даву,interes
511,Laden::N,ттучан,sklep
512,Preis::N,багъа,cena
513,Ware::N,хъус,towar
514,Nutzen::N,хайр,pożytek
515,Nutzen::N,мюнпат,pożytek
516,Reichtum::N,давлат,bogactwo
517,Reichtum::N,аваданшиву,bogactwo
518,Welt::N,дуниял,świat
519,Land::N,билаят,kraj
520,Staat::N,паччахӏлугъ,państwo
521,Macht::N,власть,władza
522,Grenze::N,дазу,granica
523,Krieg::N,дяъви,wojna
524,Feind::N,душман,wróg
525,Gewalt::N,къия,władza
526,Kampf::N,лачӏуи уккаву,bój
527,Kampf::N,лачӏуи уккаву,walka
528,Bogen[Waffe]::N,ккуртта,łuk
529,Pfeil::N,чӏатӏаракӏ,strzała
530,Gewehr::N,ттупанг,karabin
531,Fehler::N,гъалатӏ,błąd
532,Lüge::N,щялмахъ,kłamstwo
533,Schaden::N,зарал,szkoda
534,Unglück::N,бала,nieszczęście
535,Schuld::N,тахсир,wina
536,Alter::N,оьрму,wiek
537,Schluss::N,ахир,koniec
538,Schluss::N,ахир,zakończenie
539,Zeit::N,чӏун,czas
540,Tag::N,кьини,dzień
541,Morgen::N,кӏюрх,ranek
542,Morgen::N,кӏюрх,poranek
543,Mittag::N,ахттайн,południe
544,Mittag::N,дяахттайн,południe
545,Mittag::N,ахттайн чӏун,południe
546,Abend::N,маркӏачӏан,wieczór
547,Nacht::N,хьхьу,noc
548,Woche::N,нюжмар,tydzień
549,Monat::N,барз,miesiąc
550,Jahr::N,шин,rok
551,Frühling::N,инт,wiosna
552,Sommer::N,гъи,lato
553,Herbst::N,ссут,jesień
554,Winter::N,кӏи,zima
555,Januar::N,цалчинмур барз,styczeń
556,Februar::N,кӏилчинмур барз,luty
557,März::N,шамилчинмур барз,marzec
558,April::N,апрель,kwiecień
559,April::N,мукьилчинмур барз,kwiecień
560,Mai::N,май,maj
561,Mai::N,ххюлчинмур барз,maj
562,Juni::N,июнь,czerwiec
563,Juni::N,ряххилчинмур барз,czerwiec
564,Juli::N,июль,lipiec
565,Juli::N,Арулчинмур барз,lipiec
566,August::N,мяйлчинмур барз,sierpień
567,September::N,урчӏилчинмур барз,wrzesień
568,Oktober::N,ацӏилчинмур барз,październik
569,November::N,ацӏния цалчинмур барз,listopad
570,Dezember::N,ацӏния кӏилчинмур барз,grudzień
571,Montag::N,итин,poniedziałek
572,Montag::N,итин кьини,poniedziałek
573,Dienstag::N,тталат,wtorek
574,Dienstag::N,тталат кьини,wtorek
575,Mittwoch::N,арвахӏ,środa
576,Donnerstag::N,хамис,czwartek
577,Freitag::N,нюжмар,piątek
578,Freitag::N,нюжмар кьини,piątek
579,Samstag::N,ххуллун,sobota
580,Samstag::N,ххуллун кьини,sobota
581,Sonntag::N,алхӏат,niedziela
582,Sonntag::N,алхӏат кьини,niedziela
583,groß::A,бугъарасса,duży
584,groß::A,бугъарасса,wielki
585,klein::A,чӏивисса,mały
586,lang::A,лахъисса,długi
587,kurz::A,кутӏасса,krótki
588,breit::A,уттасса,szeroki
589,schmal::A,уттакӏюласса,wąski
590,dicht::A,ццунсса,gęsty
591,dick[Gegenstand]::A,ганзсса,gruby
592,dünn::A,кӏюласса,cienki
593,fest::A,цӏакьсса,mocny
594,fest::A,цӏакьсса,twardy
595,fest::A,кьянкьасса,mocny
596,fest::A,кьянкьасса,twardy
597,flach::A,баягъисса,płaski
598,flach::A,цӏубакъасса,płaski
599,flach::A,куртӏ дакъасса,płaski
600,glatt::A,дюрчӏусса,gładki
601,hart::A,кьянкьасса,twardy
602,weich::A,кӏукӏлусса,miękki
603,rund::A,ккурккисса,okrągły
604,spitz::A,ярксса,spiczasty
605,spitz::A,дайлсса,spiczasty
606,spitz::A,мицӏ бусса,spiczasty
607,scharf::A,ярксса,ostry
608,scharf::A,дайлсса,ostry
609,scharf::A,мицӏ бусса,ostry
610,stumpf::A,къуркъасса,tępy
611,schwer::A,кӏусса,ciężki
612,schön::A,аьнтӏикӏасса,ładny
613,schön::A,аьнтӏикӏасса,piękny
614,heiß::A,кӏирисса,gorący
615,warm::A,гъелисса,ciepły
616,kalt::A,дяркъусса,zimny
617,kühl::A,дюхлулсса,chłodny
618,frisch::A,цӏусса,świeży
619,feucht::A,атилсса,wilgotny
620,feucht::A,хъавтусса,wilgotny
621,nass::A,атилсса,mokry
622,nass::A,хъавтусса,mokry
623,trocken::A,кьавкьсса,suchy
624,trocken::A,кьакьан бувсса,suchy
625,voll::A,бувцӏусса,pełny
626,leer::A,бачӏвасса,pusty
627,leer::A,бачӏвасса,próżny
628,offen::A,тӏивтӏусса,otwarty
629,geschlossen::A,лавкьусса,zamknięty
630,sauber::A,марцӏсса,czysty
631,schmutzig::A,чапалсса,brudny
632,roh::A,шакъавхьсса,surowy
633,reif::A,дирсса,dojrzały
634,lecker::A,нахӏусса,smaczny
635,lecker::A,тӏааьнсса,smaczny
636,süß::A,нацӏусса,słodki
637,bitter::A,кьурчӏисса,gorzki
638,sauer::A,туршсса,kwaśny
639,hell::A,чаннасса,jasny
640,dunkel::A,цӏансса,ciemny
641,schwarz::A,лухӏисса,czarny
642,weiß::A,кӏяласса,biały
643,rot::A,ятӏулсса,czerwony
644,gelb::A,хъахъисса,żółty
645,blau::A,някӏсса,błękitny
646,blau::A,някӏсса,niebieski
647,grün::A,щюлисса,zielony
648,grau::A,оьрусса,szary
649,bunt::A,оьрчӏикӏурисса,barwny
650,billig::A,кьювкьусса,tani
651,teuer::A,ххирасса,drogi
652,wertvoll::A,багьасса,cenny
653,blind::A,мурчӏисса,ślepy
654,taub::A,къюкӏсса,głuchy
655,kräftig::A,гужсса,mocny
656,stark::A,кьянкьасса,silny
657,schwach::A,заэвсса,słaby
658,fett::A,бучсса,tłusty
659,schlank::A,бювхъусса,smukły
660,hübsch::A,янусса,ładny
661,böse::A,оьсса,zły
662,dumm::A,ахӏмакьсса,głupi
663,faul::A,танмалсса,leniwy
664,faul::A,курчӏилсса,leniwy
665,fleißig::A,хӏарачат бусса,pilny
666,geizig::A,янттарцӏансса,skąpy
667,klug::A,аькьлу бусса,mądry
668,geschickt::A,паргалсса,zręczny
669,lieb::A,аьзизсса,miły
670,lustig::A,тяхъасса,wesoły
671,sanft::A,иминсса,łagodny
672,hungrig::A,ккашилсса,głodny
673,krank::A,къашавайсса,chory
674,nackt::A,кӏачӏасса,nagi
675,traurig::A,пашмансса,smutny
676,lebendig::A,уттавасса,żywy
677,gut::A,ххуйсса,dobry
678,schlecht::A,оьккисса,zły
679,richtig::A,саргъунсса,słuszny
680,richtig::A,саргъунсса,właściwy
681,schlimm::A,оьккисса,zły
682,wahr::A,хӏакьсса,prawdziwy
683,alt::A,кугьнасса,stary
684,neu::A,цӏусса,nowy
685,ehemalig::A,хъхъичӏвасса,były
686,alt[Lebewesen]::A,агьилсса,stary
687,jung::A,чӏавасса,młody
688,jung::A,жагьилсса,młody
689,arm::A,мискинсса,ubogi
690,arm::A,мискинсса,biedny
691,reich::A,авадансса,bogaty
692,bekannt::A,дусъсса,znany
693,berühmt::A,машгьурсса,słynny
694,fremd::A,чил,obcy
695,fremd::A,чил,cudzy
696,verschieden::A,личӏи-личӏисса,różny
697,nah::A,гъансса,bliski
698,fern::A,архсса,daleki
699,linker::A,кияхсса,lewy
700,linker::A,кюччахсса,lewy
701,rechter::A,урчӏахсса,prawy
702,anderer::A,цамур,inny
703,erster::A,цалчинмур,pierwszy
704,erster::A,цалчиннсса,pierwszy
705,zweiter::A,кӏилчиимур,drugi
706,dritter::A,шамулчинмур,trzeci
707,letzter::A,махъва-махъмур,ostatni
708,allein::ADV,ялгъузну,sam
709,zusammen::ADV,цачӏу,razem
710,zusammen::ADV,архӏал,razem
711,lange::ADV,батӏи къабуклай,długo
712,lange::ADV,хъунмасса хӏаллай,długo
713,plötzlich::ADV,цакуну,nagle
714,sofort::ADV,мугьлат бакъа,natychmiast
715,später::ADV,махъ,później
716,jetzt::ADV,утти,teraz
717,jetzt::ADV,утти,obecnie
718,jetzt::ADV,цӏана,teraz
719,jetzt::ADV,цӏана,obecnie
720,heute::ADV,хӏакьину,dziś
721,heute::ADV,хӏакьину,dzisiaj
722,morgen::ADV,гьуит,jutro
723,morgen::ADV,гьунттий,jutro
724,dann::ADV,яла,potem
725,gestern::ADV,лахьхьу,wczoraj
726,damals::ADV,та чӏумал,wtedy
727,damals::ADV,та чӏумал,wówczas
728,danach::ADV,яла,następnie
729,vorher::ADV,хьхьнчӏ,przedtem
730,vorher::ADV,хьхьичӏва,przedtem
731,zuerst::ADV,бакӏрай,naprzód
732,zuerst::ADV,бакӏрай,najpierw
733,zuerst::ADV,цӏу бутӏуй,naprzód
734,zuerst::ADV,цӏу бутӏуй,najpierw
735,einmal::ADV,цал,raz
736,manchmal::ADV,ваксса-таксса,czasem
737,oft::ADV,чӏявуну,często
738,immer::ADV,мудан,zawsze
