,Concept_ID,sah,uz
133,Feder::N,куорсун,par
134,Fell::N,тирии,mo'yna
135,Flügel::N,кынат,qanot
136,Klaue::N,тыҥырах,tirnoq
137,Kralle::N,баппаҕай,tirnoq
138,Schwanz::N,кутурук,quyruq
139,Ei::N,сымыыт,tuxum
140,Nest::N,уйа,oshyon
141,Bau::N,хороон,o'pqon
142,Tier::N,кыыл,hayvon
143,Tier::N,харамай,hayvon
144,Herde::N,үөр,gala
145,Kuh::N,ынах,inak
146,Bulle::N,оҕус,ho'kiz
147,Pferd::N,сылгы,ot
148,Schaf::N,овца,qo'y
149,Schwein::N,сибиинньэ,cho'chqa
150,Hund::N,ыт,it
151,Katze::N,куоска,mushuk
152,Bär::N,эһэ,ayiq
153,Eichhörnchen::N,тииҥ,tiyin
154,Elch::N,тайах,los
155,Fuchs::N,саһыл,tulki
156,Hase::N,куобах,kuyon
157,Maus::N,кутуйах,sichqon
158,Wolf::N,бөрө,bo'ri
159,Vogel::N,көтөр,qush
160,Schwarm::N,бөлөх,to'da
161,Huhn::N,куурусса,tovuq
162,Hahn::N,бөтүүк,xo'roz
163,Gans::N,хаас,g'oz
164,Adler::N,хотой,burgut
165,Ente::N,кус,o'rdak
166,Eule::N,мэкчиргэ,boyo'g'li
167,Kranich::N,туруйа,turna
168,Krähe::N,тураах,qarg'a
169,Kuckuck::N,кэҕэ,kakku
170,Schwan::N,куба,oqkush
171,Fisch::N,балык,baliq
172,Barsch::N,алыһар,olabug'a
173,Hecht::N,сордон,cho'rtan
174,Schlange[Tier]::N,моҕой,ilon
175,Schlange[Tier]::N,эриэн үөн,ilon
176,Wurm::N,үөн,qurt
177,Spinne::N,ооҕуй,o'rgimchak
178,Ameise::N,кымырдаҕас,chumoli
179,Laus::N,быт,bit
180,Mücke::N,кумаар,chivin
181,Fliege::N,сахсырҕа,pashsha
182,Schmetterling::N,лыах,kapalak
183,Schmetterling::N,үрүмэччи,kapalak
184,Beere::N,отон,meva
185,Apfel::N,яблоко,olma
186,Pilz::N,тэллэй,qo'ziqorin
187,Zwiebel::N,луук,piyoz
188,Saat::N,сиэмэ,äkin
189,Korn::N,сиэмэ,zarra
190,Heu::N,от,xashak
191,Schale::N,хах,po'choq
192,Grube::N,дьаама,co'ra
193,Falle::N,сохсо,qopqon
194,Schlinge::N,уктаа,sirtmoq
195,Spur::N,суол,iz
196,Asche::N,күл,kul
197,Dreck::N,бадараан,kir
198,Eisen::N,тимир,temir
199,Gold::N,көмүс,tilla
200,Gold::N,кыһыл көмүс,tilla
201,Silber::N,көмүс,kumush
202,Silber::N,үрүҥ көмүс,kumush
203,Kohle::N,чох,ko'mir
204,Glas::N,өстүөкүлэ,oyna
205,Lehm::N,туой,loy
206,Sand::N,кумах,qum
207,Mensch::N,киһи,odam
208,Mann::N,эр,ärkak
209,Frau::N,дьахтар,ayol
210,Kind::N,оҕо,bola
211,Kind::N,оҕо,kichkintoy
212,Junge::N,уол,bola
213,Mädchen::N,кыыс оҕо,qiz
214,Familie::N,кэргэн,oila
215,Großvater::N,эһэ,buva
216,Großvater::N,эһэ,katta ota
217,Großmutter::N,эбэ,buvi
218,Großmutter::N,эбэ,katta oyi
219,Eltern::N,аҕа-ийэ,ota-ona
220,Vater::N,аҕа,ota
221,Mutter::N,ийэ,ona
222,Sohn::N,уол,o'g'il
223,Tochter::N,кыыс,qiz
224,Bruder::N,убай,og'a
225,Bruder::N,убай,uka
226,Bruder::N,быраат,og'a
227,Bruder::N,быраат,uka
228,Schwester::N,аҕас,opa
229,Schwester::N,аҕас,singil
230,Schwester::N,балыс,opa
231,Schwester::N,балыс,singil
232,Onkel::N,таай,amaki
233,Onkel::N,абаҕа,amaki
234,Tante::N,эдьиий,amma
235,Tante::N,эдьиий,xola
236,Ehemann::N,эр,är
237,Ehefrau::N,ойох,rafiqa
238,Freude::N,үөрүү,ayish
239,Gelächter::N,күлүү,kulgi
240,Glück::N,дьол,saodat
241,Glück::N,соргу,saodat
242,Kummer::N,кутурҕан,g'am
243,Wunsch::N,баҕарыы,orzu
244,Lust::N,баҕа,rag'bat
245,Geist::N,тыын,ruh
246,Gedanke::N,санаа,fikr
247,Gedächtnis::N,өй,äs
248,Verstand::N,өй,aql
249,Sinn::N,суолта,ma'ni
250,Grund::N,төрүөт,sabab
251,Wahrheit::N,кырдьык,haq
252,Gespräch::N,бэсиэдэ,gap
253,Gespräch::N,кэпсэтии,gap
254,Märchen::N,остуоруйа,ärtak
255,Erzählung::N,кэпсээн,rivoyat
256,Nachricht::N,биллэриллии,xabar
257,Neuigkeit::N,сонун,yangilik
258,Name::N,аат,ot
259,Rätsel::N,таабырын,topishmoq
260,Rede::N,этии,nutq
261,Sprache::N,тыл,til
262,Stimme::N,куолас,ovoz
263,Wort::N,тыл,so'z
264,Zeichen::N,бэлиэ,alomat
265,Ruf::N,ыҥырыы,chaqiriq
266,Lärm::N,айдаан,taraq
267,Laut::N,тыас,tovush
268,Ton::N,дорҕоон,un
269,Lied::N,ырыа,ashula
270,Ruhe::N,уу чуумпу,tinchlik
271,Leute::N,дьон,xaloyiq
272,Volk::N,дьон,xalq
273,Volk::N,норуот,xalq
274,Arbeit::N,үлэ,ish
275,Gast::N,ыалдьыт,mehmon
276,Geschenk::N,бэлэх,hadya
277,Spiel::N,оонньуу,o'yin
278,Gesellschaft::N,общество,jamiyat
279,Hilfe::N,көмө,yordam
280,Freund::N,доҕор,do'st
281,Kamerad::N,атас,yo'ldosh
282,Angelegenheit::N,дьыала,daxl
283,Anzahl::N,ахсаан,son
284,Art::N,биис,tur
285,Stück::N,кырбас,parcha
286,Teil::N,ирээт,bo'lak
287,Hälfte::N,аҥар,yarim
288,Kreis::N,төгүрүк,aylana
289,Kreis::N,төгүрүмтэ,aylana
290,Kreuz::N,кириэс,xoch
291,Linie::N,сурааһын,liniya
292,Strich::N,сурааһын,chiziq
293,Abstand::N,арыт,oralik
294,Entfernung::N,ыраах,uzoqlik
295,Gegend::N,сир,yer
296,Platz::N,арыт,oralig
297,Ort::N,сир,joy
298,Seite::N,өрүт,yon
299,Seite::N,сирэй,yon
300,Mitte::N,орто,o'rta
301,Gegenstand::N,предмет,ashyo
302,Sache::N,мал,buyum
303,Rand::N,кытыы,chek
304,Rand::N,ойоҕос,chek
305,Kante::N,кырыы,tig'
306,Ecke::N,муннук,burchak
307,Spitze::N,чыпчаал,uch
308,Ende::N,төбө,oxir
309,Loch::N,тэһэҕэс,teshik
310,Loch::N,дьөлөҕөс,teshik
311,Winkel::N,муннук,go'sha
312,Muster::N,оһуор,nusha
313,Größe::N,кээмэй,kattalik
314,Länge::N,уста,uzunlik
315,Höhe::N,үрдүк,yuksaklik
316,Gewicht::N,ыйааһын,solmoq
317,Menge::N,ахсаан,miqdor
318,Haufen::N,чөмчөх,uyum
319,Reihe::N,кэккэ,saf
320,Boot::N,оҥочо,qayiq
321,Ruder::N,эрдии,äshkak
322,Schlitten::N,сыарҕа,chana
323,Ski::N,хайыһар,chang'i
324,Lagerfeuer::N,кутаа,gulxan
325,Last::N,ыарахан,yuk
326,Gang::N,хаамыы,yurish
327,Schritt::N,хардыы,qadam
328,Norden::N,хоту,shimol
329,Süden::N,соҕуруу,janub
330,Westen::N,арҕаа,g'arb
331,Osten::N,илин,sharq
332,Holz::N,мас,yog'och
333,Brett::N,дуоска,taxta
334,Brett::N,хаптаһын,taxta
335,Platte::N,билиитэ,tabaqa
336,Stütze::N,тулааһын,tayanchi
337,Stange::N,ураҕас,qo'noq
338,Stock::N,мас,tayoq
339,Stock::N,баалкы,tayoq
340,Stab::N,ураҕас,gavron
341,Rohr::N,турба,tarnov
342,Haus::N,дьиэ,uy
343,Heim::N,дьиэ,makon
344,Ofen::N,оһох,pechka
345,Fußboden::N,муоста,pol
346,Tisch::N,остуол,mosa
347,Stuhl::N,устуул,o'rindiq
348,Wiege::N,биһик,beshik
349,Bett::N,кырабаат,yotoq
350,Regal::N,долбуур,tokcha
351,Kiste::N,дьааһык,sandiq
352,Fenster::N,түннүк,deraza
353,Tür::N,аан,äshik
354,Tor::N,аан,darvoza
355,Zaun::N,соппулуот,panjara
356,Dach::N,кырыыса,tom
357,Leiter::N,кирилиэс,narvon
358,Besen::N,миинньик,supurgi
359,Spaten::N,күрдьэх,bel
360,Schaufel::N,күрдьэх,kurak
361,Gabel::N,биилкэ,bilka
362,Löffel::N,луоска,qoshiq
363,Messer::N,быһах,pichoq
364,Nagel::N,тоһоҕо,mix
365,Netz::N,илим,to'r
366,Haken::N,көхө,ilgak
367,Griff::N,ук,sop
368,Griff::N,ук,tutqich
369,Griff::N,тутаах,sop
370,Griff::N,тутаах,tutqich
371,Schloss::N,күлүүс,qulf
372,Bild::N,хартыына,rasm
373,Figur::N,фигура,shakl
374,Puppe::N,куукула,ko'g'irchoq
375,Beutel::N,мөһөөччук,to'rva
376,Bündel::N,баайыы,bog'lam
377,Tasche::N,суумка,kissa
378,Eimer::N,биэдэрэ,chelak
379,Deckel::N,хаппах,qopqoq
380,Geschirr::N,иһит,idish
381,Sack::N,куул,qop
382,Tasse::N,сэлиэнэй,piyola
383,Topf::N,көстүрүүҥкэ,tuvak
384,Kessel::N,хочуол,qozon
385,Essen::N,аһылык,tomoq
386,Nahrung::N,ас,emak
387,Speise::N,аһылык,taom
388,Fleisch::N,эт,go'sht
389,Getreide::N,злактар,g'alla
390,Brei::N,хааһы,bo'tqa
391,Brot::N,килиэп,non
392,Scheibe::N,куһуок,disk
393,Fett::N,сыа,moy
394,Butter::N,арыы,yog'
395,Öl::N,арыы,moy
396,Salz::N,туус,tuz
397,Suppe::N,мин,sho'rva
398,Honig::N,мүөт,asal
399,Milch::N,үүт,sut
400,Tee::N,чэй,choy
401,Leder::N,тирии,charm
402,Wolle::N,түү,jun
403,Stoff::N,таҥас,mato
404,Nadel::N,иннэ,igna
405,Faden::N,сап,ip
406,Knopf::N,тимэх,tugma
407,Knoten::N,түмүк,tugun
408,Farbe::N,кырааска,bo'yok
409,Kleidung::N,таҥас,kiyim
410,Hemd::N,ырбаахы,ko'ylak
411,Kragen::N,саҕа,yoqa
412,Ärmel::N,сиэх,yeng
413,Hose::N,ыстаан,shim
414,Hose::N,бүрүүкэ,shim
415,Gürtel::N,кур,tasma
416,Mütze::N,бэргэһэ,shapka
417,Schuh::N,бачыыҥка,but
418,Stiefel::N,саппыкы,botinka
419,Ring::N,биһилэх,yuzuk
420,Band::N,лиэнтэ,rishta
421,Kamm::N,тараах,taroq
422,Spiegel::N,сиэркилэ,ko'zgu
423,Riemen::N,кур,qayish
424,Schnur::N,быа,bog'ich
425,Leine::N,тэһиин,etak
426,Decke::N,суорҕан,odyol
427,Kissen::N,сыттык,yostiq
428,Tuch::N,былаат,gazlama
429,Handtuch::N,соттор,sochiq
430,Kraft::N,сыра,kuch
431,Stärke::N,күүс,quvvat
432,Gesundheit::N,доруобуйа,sog'lik
433,Krankheit::N,ыарыы,kasallik
434,Schmerz::N,ыарыы,og'riq
435,Wunde::N,баас,yara
436,Fieber::N,түрүлгэн,bezgak
437,Fieber::N,лихорадка,bezgak
438,Fieber::N,температура,bezgak
439,Arznei::N,эмп,dori
440,Brücke::N,күргэ,ko'prik
441,Brunnen::N,холуодьас,buloq
442,Weide::N,мэччирэҥ,yaylov
443,Pfad::N,ыллык,dorojka
444,Weg::N,суол,yo'l
445,Straße::N,суол,ko'cha
446,Dorf::N,дэриэбинэ,ovul
447,Stadt::N,куорат,shahar
448,Brief::N,сурук,maktub
449,Buch::N,кинигэ,kitob
450,Buchstabe::N,буква,harf
451,Zeitung::N,хаһыат,gazet
452,Leben::N,тыын,hayot
453,Tod::N,өлүү,o'lim
454,Grab::N,иин,go'r
455,Kirche::N,таҥара дьиэтэ,cherkov
456,Sünde::N,айыы,gunoh
457,Gott::N,тангара,olloh
458,Arbeiter::N,үлэһит,ishchi
459,Chef::N,баһылык,rais
460,Chef::N,начальник,rais
461,Meister::N,уус,usta
462,Meister::N,маастар,usta
463,Arzt::N,врач,hakim
464,Lehrer::N,учуутал,muallim
465,Geld::N,харчы,pul
466,Geschäft::N,идэ,savdo
467,Laden::N,маҕаһыын,do'kon
468,Preis::N,сыана,baho
469,Ware::N,табаар,mol
470,Nutzen::N,туһа,foyda
471,Reichtum::N,баай,boylik
472,Welt::N,аан дойду,olam
473,Land::N,дойду,o'lka
474,Staat::N,государство,davlat
475,König::N,король,qirol
476,Macht::N,былаас,iqtidor
477,Grenze::N,кыраныысса,chegara
478,Krieg::N,сэрии,harb
479,Feind::N,өстөөх,dushman
480,Gewalt::N,күүһүлээһин,zo'rlik
481,Kampf::N,охсуһуу,kurash
482,Bogen[Waffe]::N,ох,yoy
483,Pfeil::N,ох,o'q
484,Gewehr::N,саа,vintovka
485,Fehler::N,сыыһа,xato
486,Lüge::N,сымыйа,yolg'on
487,Schaden::N,хоромньу,ziyon
488,Unglück::N,алдьархай,balo
489,Schuld::N,буруй,ayb
490,Alter::N,саас,yosh
491,Schluss::N,тиһэх,tamom
492,Zeit::N,бириэмэ,vaqt
493,Tag::N,күн,kun
494,Morgen::N,сарсыарда,saboh
495,Mittag::N,күн ортото,kun tushlik
496,Abend::N,киэһэ,oqshom
497,Nacht::N,түүн,tun
498,Woche::N,нэдиэлэ,hafta
499,Monat::N,ый,oy
500,Jahr::N,сыл,yil
501,Jahr::N,дьыл,yil
502,Frühling::N,саас,bahor
503,Sommer::N,сайын,yoz
504,Herbst::N,күһүн,kuz
505,Herbst::N,күһүн,xazon
506,Winter::N,кыһын,qish
507,Januar::N,тохсунньу,yanvar'
508,Februar::N,олунньу,fevral'
509,März::N,кулун тутар,mart
510,April::N,муус устар ый,aprel'
511,Mai::N,ыам ыйа,may
512,Juni::N,бэс ыйа,iyun'
513,Juli::N,от ыйа,iyul'
514,August::N,атырдьах ыйа,avgust
515,September::N,балаҕан ыйа,sentyabr'
516,Oktober::N,алтынньы,oktyabr'
517,November::N,сэтинньи,noyabr'
518,Dezember::N,ахсынньы,dekabr'
519,Montag::N,бэнидиэнньик,dushanba
520,Dienstag::N,оптуорунньук,seshanba
521,Mittwoch::N,сэрэдэ,chorshanba
522,Donnerstag::N,чэппиэр,payshanba
523,Freitag::N,бээтинсэ,juma
524,Samstag::N,субуота,shanba
525,Sonntag::N,баскыһыанньа,yakshanba
526,groß::A,бөдөҥ,buyuk
527,groß::A,улахан,buyuk
528,klein::A,кыр,kichik
529,lang::A,уһун,uzun
530,kurz::A,кылгас,qisqa
531,breit::A,кэтит,keng
532,schmal::A,кыараҕас,änsiz
533,dicht::A,хойуу,quyuq
534,dick[Gegenstand]::A,суон,qalin
535,dick[Gegenstand]::A,хойуу,qalin
536,dünn::A,чараас,ingichka
537,fein::A,бытархай,mayin
538,fein::A,синньигес,mayin
539,fest::A,бөҕө,qattiq
540,fest::A,кытаанах,qattiq
541,flach::A,хаптаҕай,yalpoq
542,glatt::A,кылааккай,tekis
543,hart::A,хатан,qattiq
544,hart::A,кытаанах,qattiq
545,weich::A,сымнаҕас,yumshoq
546,rund::A,төгүрүк,yumaloq
547,spitz::A,сытыы,uchli
548,spitz::A,уһуктаах,uchli
549,scharf::A,сытыы,keskir
550,stumpf::A,сыппах,to'mtoq
551,schwer::A,ыарахан,salmoqli
552,schön::A,кыраһыабай,go'zal
553,heiß::A,итии,qiziq
554,warm::A,ичигэс,issiq
555,kalt::A,тымныы,sovuq
556,kühl::A,сөрүүн,salqin
557,frisch::A,ыраас,toza
558,frisch::A,сөрүүн,toza
559,frisch::A,тымныы,toza
560,feucht::A,сииктээх,namli
561,nass::A,инчэҕэй,nam
562,trocken::A,кураан,quruq
563,voll::A,толору,to'la
564,leer::A,иччитэх,puch
565,offen::A,аһаҕас,ochiq
566,geschlossen::A,бүтэй,berk
567,sauber::A,сэбэр,ozoda
568,schmutzig::A,кирдээх,kir
569,roh::A,сиикэй,xom
570,reif::A,буспут,pishiq
571,reif::A,сиппит-хоппут,pishiq
572,lecker::A,минньигэс,shirin
573,süß::A,минньигэс,shirin
574,bitter::A,аһыы,achchiq
575,sauer::A,аһыы,achchiq
576,hell::A,сырдык,yorug'
577,dunkel::A,хараҥа,qorong'i
578,schwarz::A,хара,qora
579,weiß::A,үрүҥ,oq
580,weiß::A,маҥан,oq
581,rot::A,кыһыл,qizil
582,gelb::A,саһархай,sariq
583,blau::A,күөх,zangori
584,grün::A,күөх,yashil
585,grün::A,от күөҕэ,yashil
586,grau::A,сиэрэй,bo'z
587,bunt::A,эриэн,ola
588,billig::A,чэпчэки,arzon
589,teuer::A,сыаналаах,qimmat
590,wertvoll::A,сыаналаах,qimmat
591,blind::A,хараҕа суох,ko'r
592,taub::A,дьүлэй,garang
593,kräftig::A,модун,kuchli
594,stark::A,күүстээх,quvvatli
595,schwach::A,мөлтөх,kuchsiz
596,fett::A,эмис,semiz
597,schlank::A,дьылҕан,ingichka
598,schlank::A,дьыпсаҕай,ingichka
599,hübsch::A,олус кэрэ,ko'rkam
600,hübsch::A,көрүөхтэн үчүгэй,ko'rkam
601,böse::A,өһүөннээх,yovuz
602,dumm::A,акаары,aqlsiz
603,faul::A,нэс,ärinchak
604,fleißig::A,кыһамньылаах,ishchan
605,geizig::A,иҥсэлээх,qurumsoq
606,klug::A,өйдөөх,oqil
607,geschickt::A,наһаа дьоҕурдаах,äpchil
608,lieb::A,тапталлаах,aziz
609,lustig::A,көрдөөх,chaqchaq
610,sanft::A,намчы,asta
611,sanft::A,сымнаҕас,asta
612,hungrig::A,аччык,och
613,krank::A,ыалдьар,kasal
614,nackt::A,сыгынньах,yalang
615,traurig::A,санаарҕабыллаах,xafa
616,lebendig::A,тыыннаах,hayotiy
617,gut::A,үтүө,soz
618,gut::A,үчүгэй,soz
619,schlecht::A,куһаҕан,yomon
620,richtig::A,сөп,rost
621,schlimm::A,сидьиҥ,yovuz
622,schlimm::A,быдьар,yovuz
623,wahr::A,кырдьык,haqiqiy
624,alt::A,былыргы,äski
625,neu::A,саҥа,yangi
626,ehemalig::A,урукку,sobiq
627,alt[Lebewesen]::A,кырдьаҕас,qari
628,jung::A,эдэр,navqiron
629,arm::A,дьадаҥы,abgor
630,reich::A,баай,boy
631,bekannt::A,билэр,ma'lum
632,berühmt::A,аатырбыт,mashhur
633,fremd::A,атын,yot
634,verschieden::A,араас,turli
635,nah::A,чугас,yaqindagi
636,fern::A,ыраах,uzoq
637,linker::A,хаҥас,so'l
638,rechter::A,уҥа,o'ng
639,anderer::A,атын,boshqa
640,erster::A,маҥнайгы,birinchi
641,zweiter::A,иккис,ikkinchi
642,dritter::A,үһүс,uchinchi
643,letzter::A,тиһэх,oxirgi
644,allein::ADV,соҕотох,o'zicha
645,auf einmal::ADV,биирдэ,varakay
646,zusammen::ADV,холбуу,barobar
647,lange::ADV,уһуннук,uzoq
648,plötzlich::ADV,эмискэ,qo'qqisdan
649,sofort::ADV,тута,darrov
650,später::ADV,хойут,so'ngra
651,jetzt::ADV,билигин,hozirgina
652,heute::ADV,бүгүн,bugun
653,morgen::ADV,сарсын,ärta
654,bald::ADV,өтөр,toz
655,dann::ADV,кэнна,keyin
656,gestern::ADV,бэҕэһээ,kecha
657,einst::ADV,биир төгүл,avvallari
658,einst::ADV,арай биирдэ,avvallari
659,damals::ADV,оччоҕо,ugal
660,danach::ADV,аары,so'ngra
661,danach::ADV,ол кэнниттэн,so'ngra
662,vorher::ADV,урут,avval
663,zuerst::ADV,маҥнай,avval
664,einmal::ADV,биирдэ,bir marta
665,manchmal::ADV,арыт,onda-sonda
666,oft::ADV,чаастатык,tez-tez
667,immer::ADV,мэлдьи,har vaqt
668,niemals::ADV,хаһан да,hargiz
669,hier::ADV,маныаха,shu erda
670,hierhin::ADV,бэттэх,beri
671,von hier::ADV,мантан,shu erdan
672,dort::ADV,онно,ana
673,dorthin::ADV,онно,u yerga
674,geradeaus::ADV,быһа,to'g'ri
675,geradeaus::ADV,быһаччы,to'g'ri
676,vorwärts::ADV,инники,ilgari
677,rückwärts::ADV,төттөру,qoloq
678,zurück::ADV,төттөрү,orqada
679,unten::ADV,аллара,pastda
680,hinab::ADV,аллара,tubanga
681,oben::ADV,үөһэ,ustida
682,hinauf::ADV,өрө,yuqorida
683,hinauf::ADV,үөһэ,yuqorida
684,überall::ADV,бэйдиэ,har erda
685,nicht::ADV,буолбатах,ämas
686,ein wenig::ADV,кыратык,biroz
687,kaum::ADV,нэһиилэ,arang
688,sehr::ADV,бэрт,ancha
689,sehr::ADV,наһаа,ancha
690,so::ADV,оччо,shunday
691,so::ADV,оннук,shunday
692,noch::ADV,өссө,hali
693,nur::ADV,эрэ,yolg'iz
694,nur::ADV,сыччах,yolg'iz
695,schon::ADV,бэлиэр,endi
696,wieder::ADV,эмиэ,yana
697,vergebens::ADV,таак,bekorga
698,vor::PRP,иннигэр,burun
699,hinter::PRP,кэлин,ketida
700,unter::PRP,-ҕа,ostida
701,unter::PRP,оһох түгэҕэ,ostida
702,durch::PRP,курдары,bo'ylab
703,neben::PRP,аттыгар,yonida
704,zwischen::PRP,ыккардынан,orada
705,wegen::PRP,уҥуортан,sababli
706,dies::PRN,ити,o'sha
707,dies::PRN,бу,o'sha
708,das::PRN,били,narigi
709,alles::PRN,барыта,har nima
710,ich::PRN,мин,men
711,du::PRN,эн,sen
712,er::PRN,кнни,u
713,wir::PRN,биһиги,biz
714,ihr::PRN,эһиги,siz
715,sie::PRN,кинилэр,ular
716,was::FPRN,туох,nima
717,wer::FPRN,ким,kim
718,wo::FADV,ханна,qaerda
719,wohin::FADV,ханна,qayerga
720,wie::FADV,хайдах,qanday
721,warum::FADV,тоҕо,nega
722,wieviel::FNUM,төһө,qancha
723,eins::NUM,биир,bir
724,zwei::NUM,икки,ikki
725,drei::NUM,үс,uch
726,vier::NUM,түөрт,to'rt
727,fünf::NUM,биэс,besh
728,sechs::NUM,алта,olti
729,sieben::NUM,сэттэ,etti
730,acht::NUM,аҕыс,sakkiz
731,neun::NUM,тоҕус,to'qqiz
732,zehn::NUM,уон,o'n
733,elf::NUM,уон биир,o'n bir
734,zwölf::NUM,уон икки,o'n ikki
735,zwanzig::NUM,сүүрбэ,yigirma
736,dreißig::NUM,отут,o'ttiz
737,vierzig::NUM,түөрт уон,qirq
738,fünfzig::NUM,биэс уон,ällik
739,sechzig::NUM,алта уон,oltmish
740,siebzig::NUM,сэттэ уон,etmish
741,achtzig::NUM,аҕыс уон,sakson
742,neunzig::NUM,тоҕус уонус,to'qson
743,hundert::NUM,сүүс,yuz
744,tausend::NUM,тыһыынча,ming
745,und::CNJ,да,va
746,und::CNJ,уонна,va
747,und::CNJ,итиэннэ,va
748,oder::CNJ,эбэтэр,yo
749,stehen::V,тур,turmoq
750,sitzen::V,олор,o'tirmoq
751,liegen::V,сыт,yotmoq
752,hängen::V,санньылый,osilmoq
753,werden::V,буол,bo'lmoq
754,passieren::V,буол,bo'lib o'tmoq
