,Concept_ID,en,xal
684,dorthin::ADV,to there,тиигән
685,geradeaus::ADV,ahead,шуд
686,vorwärts::ADV,forward,уралан
687,rückwärts::ADV,backward,гедргән
688,zurück::ADV,back,хәрү
689,unten::ADV,below,дор
690,hinab::ADV,down,дор
691,hinab::ADV,down,доракшан
692,oben::ADV,above,деер
693,hinauf::ADV,up,өөдән
694,hinauf::ADV,up,деер
695,überall::ADV,everywhere,альд болв чигн
696,nicht::ADV,not,эс
697,nicht::ADV,not,биш
698,nicht::ADV,not,бичә
699,ein wenig::ADV,a little,баахн
700,ein wenig::ADV,a little,баахнар
701,kaum::ADV,hardly,әрә
702,sehr::ADV,very,йир
703,so::ADV,so,иигҗ
704,noch::ADV,still,ода чигн
705,nur::ADV,only,һанцхн
706,schon::ADV,already,одх
707,wieder::ADV,again,бас
708,vergebens::ADV,in vain,киидән
709,vor::PRP,in front of,урд
710,hinter::PRP,behind,ца
711,unter::PRP,under,дор
712,durch::PRP,through,ивт
713,durch::PRP,through,дундаһур
714,neben::PRP,next to,хаҗуд
715,zwischen::PRP,between,хоорнд
716,wegen::PRP,because of,көлтә
717,wegen::PRP,because of,деерәс
718,dies::PRN,this,эн
719,das::PRN,that,тер
720,alles::PRN,everything,цуһар
721,ich::PRN,I,би
722,du::PRN,you,чи
723,du::PRN,thou,чи
724,er::PRN,he,тер
725,wir::PRN,we,мадн
726,ihr::PRN,you,та
727,sie::PRN,they,тедн
728,was::FPRN,what,юн
729,wer::FPRN,who,кен
730,wo::FADV,where,хама
731,wohin::FADV,where ... to,хамаран
732,wohin::FADV,where to,хамаран
733,wohin::FADV,where,хамаран
734,wie::FADV,how,яһҗ
735,wie::FADV,how,яһад
736,warum::FADV,why,юңгад
737,wieviel::FNUM,how much,кедү
738,eins::NUM,one,негн
739,zwei::NUM,two,хойр
740,drei::NUM,three,һурвн
741,vier::NUM,four,дөрвн
742,fünf::NUM,five,тавн
743,sechs::NUM,six,зурһан
744,sieben::NUM,seven,долан
745,acht::NUM,eight,нәәмн
746,neun::NUM,nine,йисн
747,zehn::NUM,ten,арвн
748,elf::NUM,eleven,арвн негн
749,zwölf::NUM,twelve,арвн хойр
750,zwanzig::NUM,twenty,хөрн
751,dreißig::NUM,thirty,һучн
752,vierzig::NUM,forty,дөчн
753,fünfzig::NUM,fifty,тәвн
754,sechzig::NUM,sixty,җирн
755,siebzig::NUM,seventy,далн
756,achtzig::NUM,eighty,найн
757,neunzig::NUM,ninety,йирн
758,hundert::NUM,a hundred,зун
759,tausend::NUM,a thousand,миңһн
760,und::CNJ,and,болн
761,oder::CNJ,or,эс гиҗ
762,oder::CNJ,or,эс гихлә
763,stehen::V,stand,зогсх
764,sitzen::V,sit,суух
765,liegen::V,lie,кевтх
766,hängen::V,hang,өлгәтә бәәх
767,werden::V,become,болх
768,passieren::V,happen,болх
769,beginnen::V,begin,эклх
770,enden::V,end,төгсх
771,wechseln::V,change,хүврх
772,aufgehen[Sonne]::V,rise,һарх
773,untergehen[Sonne]::V,set,орх
774,untergehen[Sonne]::V,set,сүүрлх
775,scheinen[Sonne]::V,shine,герлтх
776,donnern::V,thunder,күрҗңнх
777,wehen::V,blow,сальклх
778,strömen::V,stream,һооҗх
779,fließen::V,flow,урсх
780,sich drehen::V,revolve,эргх
781,schwanken::V,sway,дәәвлх
782,schwingen::V,swing,нәәхлх
783,fallen::V,fall,унх
784,fallen::V,fall,киисх
785,brennen::V,burn,шатх
786,rauchen::V,smoke,ута һарһх
787,regnen::V,rain,орх
788,gefrieren::V,freeze,мөстх
789,tauen::V,thaw,хәәлх
790,schmelzen::V,melt,хәәлх
791,schmelzen::V,melt,хәәлгдх
792,trocknen::V,dry,эврх
793,sieden::V,boil,буслх
794,faulen::V,rot,үмкәрх
795,verfaulen::V,decay,илҗрх
796,reißen::V,snap,тасрх
797,versinken::V,sink,чивх
798,vergehen::V,pass,болх
799,erscheinen::V,appear,һарх
800,verschwinden::V,disappear,уга болх
801,sinken::V,drop,татгдх
802,abnehmen::V,decrease,хасгдх
803,zunehmen::V,increase,өсх
804,steigen::V,rise,немх
805,wachsen::V,grow,өсх
806,wachsen::V,grow,урһх
807,glänzen::V,shine,гилвкх
808,funkeln::V,sparkle,цәклх
809,lärmen::V,be noisy,шууглдх
810,läuten::V,chime,хоңх
811,klingeln::V,ring,җиңнулх
812,klirren::V,tinkle,җиңнх
813,brausen::V,roar,догшрхх
814,rauschen::V,rustle,сарҗңнх
815,klingen::V,sound,ә һарх
816,bellen::V,bark,хуцх
817,heulen::V,howl,уульх
818,blasen::V,blow,үләх
819,pfeifen::V,whistle,ишкрх
820,schreien::V,shout,хәәкрх
821,stöhnen::V,groan,түңшх
822,zittern::V,tremble,дагҗннх
823,leben::V,be alive,бәәх
824,geboren werden::V,be born,төрх
825,atmen::V,breathe,әмсхлх
826,trinken::V,drink,уух
827,essen::V,eat,идх
828,schlucken::V,swallow,зальгх
829,müde werden::V,get tired,көшх
830,einschlafen::V,fall asleep,унтх
831,schlafen::V,sleep,нөөрсх
832,aufwachen::V,wake up,серх
833,aufstehen::V,get up,босх
834,sich erholen::V,relax,амрх
835,krank werden::V,fall ill,гемтх
836,krank sein::V,be ill,шалтглх
837,schmerzen::V,ache,өвдх
838,husten::V,cough,ханях
839,genesen::V,recover,эдгх
840,sterben::V,die,үкх
