,Concept_ID,es,br
118,Bucht::N,bahía,mor-bihan
119,Insel::N,isla,enez
120,Blume::N,flor,bleunienn
121,Gras::N,hierba,geot
122,Wurzel::N,raíz,gwrizienn
123,Baum::N,árbol,gwezenn
124,Stamm::N,tronco,kef
125,Rinde::N,corteza,rusk
126,Ast::N,rama,barr
127,Zweig::N,ramo,bod
128,Blatt::N,hoja,delienn
129,Birke::N,abedul,bezvenn
130,Kiefer[Baum]::N,pino,pinenn
131,Weide[Baum]::N,sauce,halegenn
132,Tanne::N,abeto,sapenn
133,Horn::N,asta,korn
134,Horn::N,cuerno,korn
135,Feder::N,pluma,pluñv
136,Fell::N,piel,kreoñ
137,Flügel::N,ala,askell
138,Klaue::N,garra,skilf
139,Kralle::N,uña,skilf
140,Kralle::N,garra,skilf
141,Schwanz::N,cola,lost
142,Ei::N,huevo,vi
143,Nest::N,nido,neizh
144,Bau::N,madriguera,douarenn
145,Tier::N,animal,loen
146,Herde::N,rebaño,tropell
147,Kuh::N,vaca,buoc'h
148,Bulle::N,toro,tarv
149,Pferd::N,caballo,marc'h
150,Schaf::N,oveja,dañvad
151,Schwein::N,cerdo,pemoc'h
152,Hund::N,perro,ki
153,Katze::N,gato,kazh
154,Bär::N,oso,arzh
155,Eichhörnchen::N,ardilla,gwiñver
156,Elch::N,alce,karv-dour
157,Fuchs::N,zorro,louarn
158,Hase::N,liebre,gad
159,Maus::N,ratón,logodenn
160,Wolf::N,lobo,bleiz
161,Vogel::N,ave,labous
162,Vogel::N,pájaro,labous
163,Schwarm::N,bandada,nijad
164,Huhn::N,gallina,yar
165,Hahn::N,gallo,kilhog
166,Gans::N,oca,gwazenn
167,Gans::N,ganso,gwazenn
168,Adler::N,águila,erer
169,Ente::N,pato,houad
170,Eule::N,lechuza,toud
171,Kranich::N,grulla,garan
172,Krähe::N,corneja,bran
173,Kuckuck::N,cuco,koukoug
174,Schwan::N,cisne,alarc'h
175,Fisch::N,pez,pesk
176,Barsch::N,perca,brell
177,Hecht::N,lucio,beked
178,Schlange[Tier]::N,serpiente,naer
179,Wurm::N,gusano,preñv
180,Spinne::N,araña,kevnidenn
181,Ameise::N,hormiga,merion
182,Laus::N,piojo,laouenn
183,Mücke::N,mosquito,moustik
184,Fliege::N,mosca,kelienenn
185,Schmetterling::N,mariposa,balafenn
186,Beere::N,baya,hog
187,Apfel::N,manzana,aval
188,Pilz::N,seta,kabell-touseg
189,Pilz::N,hongo,kabell-touseg
190,Zwiebel::N,cebolla,ognonenn
191,Saat::N,siembra,had
192,Korn::N,grano,ed
193,Heu::N,heno,foenn
194,Schale::N,cáscara,peliadur
195,Grube::N,foso,
196,Falle::N,trampa,pech
197,Schlinge::N,lazo,krouglas
198,Spur::N,huella,
199,Asche::N,ceniza,ludu
200,Dreck::N,suciedad,fank
201,Eisen::N,hierro,houarn
202,Gold::N,oro,aour
203,Silber::N,plata,arc'hant
204,Kohle::N,carbón,glaou
205,Glas::N,vidrio,gwer
206,Glas::N,cristal,gwer
207,Lehm::N,barro,
208,Sand::N,arena,traezh
209,Mensch::N,hombre,den
210,Mensch::N,ser humano,den
211,Mann::N,hombre,den
212,Frau::N,mujer,maouez
213,Kind::N,niño,bugel
214,Junge::N,chico,paotr
215,Junge::N,muchacho,paotr
216,Mädchen::N,chica,plac'h
217,Mädchen::N,muchacha,plac'h
218,Familie::N,familia,familh
219,Großvater::N,abuelo,tad-kozh
220,Großmutter::N,abuela,mamm-gozh
221,Eltern::N,padres,kerent
222,Vater::N,padre,tad
223,Mutter::N,madre,mamm
224,Sohn::N,hijo,mab
225,Tochter::N,hija,merc'h
226,Bruder::N,hermano,breur
227,Schwester::N,hermana,c'hoar
228,Onkel::N,tío,eontr
229,Tante::N,tía,moereb
230,Ehemann::N,esposo,gwaz
231,Ehefrau::N,esposa,gwreg
232,Freude::N,placer,levenez
233,Freude::N,alegría,levenez
234,Gelächter::N,risa,c'hoarzherezh
235,Gelächter::N,carcajada,c'hoarzherezh
236,Glück::N,felicidad,chañs
237,Kummer::N,pena,doan
238,Wunsch::N,deseo,c'hoant
239,Lust::N,ganas,c'hoant
240,Geist::N,mente,spered
241,Geist::N,espíritu,spered
242,Gedanke::N,idea,soñj
243,Gedanke::N,pensamiento,soñj
244,Gedächtnis::N,memoria,eñvor
245,Verstand::N,razón,skiant
246,Verstand::N,entendimiento,skiant
247,Sinn::N,sentido,ster
248,Sinn::N,significado,ster
249,Grund::N,causa,kaoz
250,Wahrheit::N,verdad,gwirionez
251,Gespräch::N,conversación,kaozeadenn
252,Märchen::N,cuento,kaoz korriganez
253,Erzählung::N,cuento,kontadenn
254,Erzählung::N,narración,kontadenn
255,Nachricht::N,mensaje,keloù
256,Neuigkeit::N,noticia,kelaouenn
257,Name::N,nombre,anv
258,Rätsel::N,acertijo,divinatez
259,Rätsel::N,adivinanza,divinatez
260,Rede::N,discurso,diskour
261,Sprache::N,lengua,yezh
262,Stimme::N,voz,mouezh
263,Wort::N,palabra,ger
264,Zeichen::N,señal,sin
265,Ruf::N,llamada,galv
266,Lärm::N,ruido,trouz
267,Lärm::N,barullo,trouz
268,Laut::N,sonido,
269,Ton::N,tono,ton
270,Lied::N,canción,kanaouenn
271,Ruhe::N,calma,sioulded
272,Ruhe::N,silencio,sioulded
273,Leute::N,gente,tud
274,Volk::N,pueblo,pobl
275,Arbeit::N,trabajo,labour
276,Gast::N,huésped,kouviad
277,Gast::N,invitado,kouviad
278,Geschenk::N,regalo,prof
279,Spiel::N,juego,c'hoari
280,Gesellschaft::N,compañía,kompagnunezh
281,Gesellschaft::N,compañía,kavandad
282,Hilfe::N,ayuda,sikour
283,Hilfe::N,socorro,sikour
284,Freund::N,amigo,mignon
285,Kamerad::N,camarada,kamarad
286,Kamerad::N,compañero,kamarad
287,Angelegenheit::N,asunto,afer
288,Anzahl::N,cantidad,niver
289,Art::N,tipo,sort
290,Art::N,clase,sort
291,Stück::N,pieza,tamm
292,Teil::N,parte,pezh
293,Hälfte::N,mitad,hanterenn
294,Kreis::N,círculo,kelc'h
295,Kreuz::N,cruz,kroaz
296,Linie::N,línea,linenn
297,Strich::N,raya,tenn
298,Strich::N,trazo,tenn
299,Abstand::N,distancia,distok
300,Entfernung::N,distancia,keid
301,Entfernung::N,distancia,kehid
302,Gegend::N,región,korn-bro
303,Gegend::N,comarca,korn-bro
304,Platz::N,espacio,plasenn
305,Ort::N,sitio,lec'h
306,Seite::N,lado,tu
307,Seite::N,costado,tu
308,Mitte::N,medio,kreiz
309,Mitte::N,centro,kreiz
310,Gegenstand::N,objeto,tra
311,Sache::N,cosa,tra
312,Rand::N,borde,kantenn
313,Kante::N,borde,kantenn
314,Ecke::N,esquina,korn
315,Spitze::N,punta,begell
316,Ende::N,cabo,dibenn
317,Ende::N,extremo,dibenn
318,Loch::N,agujero,toull
319,Loch::N,abertura,toull
320,Winkel::N,ángulo,
321,Muster::N,dibujo,tresadenn
322,Größe::N,tamaño,ment
323,Länge::N,longitud,hirder
324,Höhe::N,altura,uhelder
325,Höhe::N,altitud,uhelder
326,Gewicht::N,peso,pouez
327,Menge::N,cantidad,bern
328,Haufen::N,montón,bern
329,Reihe::N,fila,steud
330,Boot::N,bote,bag
331,Boot::N,barca,bag
332,Ruder::N,remo,roeñv
333,Schlitten::N,trineo,trainell
334,Ski::N,esquí,ski
335,Lagerfeuer::N,hoguera,
336,Last::N,carga,karg
337,Gang::N,marcha,kerzh
338,Schritt::N,paso,paz
339,Norden::N,norte,norzh
340,Norden::N,norte,hanternoz
341,Süden::N,sur,su
342,Süden::N,sur,kreisteiz
343,Westen::N,oeste,kuzh-heol
344,Osten::N,este,reter
345,Osten::N,este,sav-heol
346,Holz::N,madera,koad
347,Brett::N,tabla,plankenn
348,Platte::N,placa,plakenn
349,Platte::N,plancha,plakenn
350,Stütze::N,sostén,harp
351,Stütze::N,soporte,harp
352,Stange::N,vara,sparl
353,Stange::N,percha,sparl
354,Stock::N,palo,bazh
355,Stock::N,bastón,bazh
356,Stab::N,vara,bazh
357,Stab::N,bastón,bazh
358,Rohr::N,tubo,tub
359,Rohr::N,tubo,korz
360,Haus::N,casa,ti
361,Heim::N,hogar,kêr
362,Ofen::N,estufa,forn
363,Fußboden::N,suelo,plañchod
364,Tisch::N,mesa,taol
365,Stuhl::N,silla,kador
366,Wiege::N,cuna,kavell
367,Bett::N,cama,gwele
368,Regal::N,estantería,estajerenn
369,Kiste::N,caja,kased
370,Fenster::N,ventana,prenestr
371,Tür::N,puerta,dor
372,Tor::N,puerta,portal
373,Zaun::N,valla,sklotur
374,Zaun::N,cercado,sklotur
375,Dach::N,techo,toenn
376,Dach::N,tejado,toenn
377,Leiter::N,escalera,skeul
378,Besen::N,escoba,skubell
379,Spaten::N,pala,pal
380,Schaufel::N,pala,pal
381,Schaufel::N,paleta,pal
382,Gabel::N,tenedor,fourchetez
383,Löffel::N,cuchara,loa
384,Messer::N,cuchillo,kontell
385,Nagel::N,clavo,tach
386,Netz::N,red,roued
387,Haken::N,gancho,krog
388,Haken::N,corchete,krog
389,Griff::N,asa,kemer
390,Griff::N,mango,kemer
391,Schloss::N,cerradura,potenn
392,Bild::N,imagen,skeudenn
393,Figur::N,figura,skeud
394,Figur::N,figura,figur
395,Puppe::N,muñeca,merc'hodenn
396,Beutel::N,bolsa,sac'h
397,Bündel::N,haz,feskenn
398,Tasche::N,bolso,sac'h
399,Eimer::N,cubo,sailh
400,Deckel::N,tapa,pallenn
401,Deckel::N,tapadera,pallenn
402,Geschirr::N,vajilla,listriaj
403,Sack::N,saco,sac'h
404,Tasse::N,taza,tas
405,Topf::N,olla,pod
406,Topf::N,marmita,pod
407,Kessel::N,caldera,chaodouron
408,Essen::N,comida,pred
409,Nahrung::N,alimento,boued
410,Speise::N,plato,meuz
411,Fleisch::N,carne,kig
412,Getreide::N,cereales,ed
413,Brei::N,puré,yod
414,Brei::N,papilla,yod
415,Brot::N,pan,bara
416,Scheibe::N,lonja,tailhenn
417,Scheibe::N,rebanada,tailhenn
418,Fett::N,grasa,lard
419,Butter::N,mantequilla,amann
420,Öl::N,aceite,eoul
421,Salz::N,sal,holen
422,Suppe::N,sopa,soubenn
423,Honig::N,miel,mel
424,Milch::N,leche,laezh
425,Tee::N,té,te
426,Leder::N,cuero,lêr
427,Wolle::N,lana,gloan
428,Stoff::N,tela,danvez
429,Stoff::N,tejido,danvez
430,Nadel::N,aguja,nadoz
431,Faden::N,hilo,neudenn
432,Knopf::N,botón,bouton
433,Knoten::N,nudo,skoulm
434,Farbe::N,pintura,liv
435,Kleidung::N,ropa,dilhad
436,Kleidung::N,vestidos,dilhad
437,Hemd::N,camisa,roc'hed
438,Kragen::N,cuello,gouzoug
439,Ärmel::N,manga,milgin
440,Hose::N,pantalón,bragoù
441,Gürtel::N,cinturón,gouriz
442,Mütze::N,gorro,boned
443,Schuh::N,zapato,botez
444,Stiefel::N,bota,botez
445,Ring::N,anillo,gwalenn
446,Band::N,cinta,bagad
447,Kamm::N,peine,krib
448,Spiegel::N,espejo,melezour
449,Riemen::N,correa,lerenn
450,Schnur::N,cuerda,kordenn
451,Leine::N,correa,roll
452,Decke::N,manta,golo
453,Kissen::N,almohada,goubenner
454,Tuch::N,pañuelo,mezher
455,Handtuch::N,toalla,toailhon
456,Kraft::N,fuerza,nerzh
457,Stärke::N,fuerza,nerzhder
458,Gesundheit::N,salud,yec'hed
459,Krankheit::N,enfermedad,klañved
460,Schmerz::N,dolor,poan
461,Schmerz::N,dolor,droug
462,Wunde::N,llaga,gloazadenn
463,Wunde::N,herida,gloazadenn
464,Fieber::N,fiebre,terzhienn
465,Arznei::N,medicina,louzoù
466,Arznei::N,medicamento,louzoù
467,Brücke::N,puente,pont
468,Brunnen::N,pozo,puñs
469,Weide::N,pasto,prad
470,Pfad::N,sendero,gwenodenn
471,Weg::N,camino,hent
472,Straße::N,vía,ru
473,Straße::N,vía,hent
474,Straße::N,carretera,ru
475,Straße::N,carretera,hent
476,Dorf::N,aldea,kêr
477,Dorf::N,aldea,kêriadenn
478,Dorf::N,pueblo,kêr
479,Dorf::N,pueblo,kêriadenn
480,Stadt::N,ciudad,kêr
481,Brief::N,carta,lizher
482,Buch::N,libro,levr
483,Buchstabe::N,letra,lizherenn
484,Buchstabe::N,carácter,lizherenn
485,Zeitung::N,diario,kazetenn
486,Zeitung::N,periódico,kazetenn
487,Leben::N,vida,buhez
488,Tod::N,muerte,marv
489,Grab::N,tumba,bez
490,Grab::N,sepulcro,bez
491,Kirche::N,iglesia,iliz
492,Sünde::N,pecado,pec'hed
493,Gott::N,dios,doue
494,Arbeiter::N,obrero,labourer
495,Arbeiter::N,obrero,micherour
496,Arbeiter::N,trabajador,labourer
497,Arbeiter::N,trabajador,micherour
498,Chef::N,jefe,penn
499,Meister::N,maestro,mestr
500,Arzt::N,médico,mezeg
501,Arzt::N,médico,medisin
502,Lehrer::N,profesor,skolaer
503,Lehrer::N,profesor,kelenner
504,Geld::N,dinero,arc'hant
505,Geschäft::N,negocio,stal
506,Laden::N,tienda,stal
507,Preis::N,precio,priz
508,Ware::N,mercancía,marc'hadourezh
509,Nutzen::N,provecho,gounidegezh
510,Nutzen::N,provecho,lañs
511,Nutzen::N,provecho,profit
512,Nutzen::N,provecho,spleit
513,Reichtum::N,riqueza,pinvidigezh
514,Welt::N,mundo,douar
515,Land::N,país,bro
516,Staat::N,Estado,stad
517,König::N,rey,roue
518,Macht::N,poder,galloud
519,Macht::N,potencia,galloud
520,Grenze::N,frontera,harzoù
521,Krieg::N,guerra,brezel
522,Feind::N,enemigo,eneber
523,Gewalt::N,violencia,tâerder
524,Kampf::N,lucha,kann
525,Kampf::N,combate,kann
526,Bogen[Waffe]::N,arco,gwareg
527,Pfeil::N,flecha,saezh
528,Gewehr::N,fusil,fuzuilh
529,Gewehr::N,escopeta,fuzuilh
530,Fehler::N,error,fazi
531,Lüge::N,mentira,gaou
532,Schaden::N,daño,gwall
533,Unglück::N,desgracia,gwalleur
534,Schuld::N,culpa,kablusted
535,Schuld::N,culpa,pec'hedigezh
536,Alter::N,edad,oad
537,Schluss::N,fin,diwezh
538,Schluss::N,final,diwezh
539,Zeit::N,tiempo,amzer
540,Tag::N,día,deizh
541,Morgen::N,mañana,beure
542,Morgen::N,mañana,mintin
543,Mittag::N,mediodía,kreisteiz
544,Abend::N,noche,abardaez
545,Nacht::N,noche,noz
546,Woche::N,semana,sizhun
547,Monat::N,mes,miz
548,Jahr::N,año,bloaz
549,Frühling::N,primavera,nevezamzer
550,Sommer::N,verano,hañv
551,Herbst::N,otoño,diskaramzer
552,Winter::N,invierno,goañv
553,Januar::N,enero,Genver
554,Februar::N,febrero,C'hwevrer
555,März::N,marzo,Meurzh
556,April::N,abril,Ebrel
557,Mai::N,mayo,Mae
558,Juni::N,junio,Mezheven
559,Juli::N,julio,Gouhere
560,August::N,agosto,Eost
561,September::N,septiembre,Gwengolo
562,Oktober::N,octubre,Here
563,November::N,noviembre,Du
564,Dezember::N,diciembre,Kerzu
565,Montag::N,lunes,Lun
566,Dienstag::N,martes,Meurzh
567,Mittwoch::N,miércoles,Merc'her
568,Donnerstag::N,jueves,Yaou
569,Freitag::N,viernes,Gwener
570,Samstag::N,sábado,Sadorn
571,Sonntag::N,domingo,Sul
572,groß::A,grande,bras
573,klein::A,pequeño,bihan
574,lang::A,largo,hir
575,kurz::A,corto,berr
576,breit::A,ancho,ledan
577,schmal::A,estrecho,strizh
578,dicht::A,denso,stank
579,dick[Gegenstand]::A,grueso,tev
580,dünn::A,fino,moan
581,dünn::A,delgado,moan
582,fein::A,fino,munut
583,fein::A,delicado,munut
584,fest::A,firme,start
585,fest::A,sólido,start
586,flach::A,plano,plaen
587,glatt::A,liso,lintr
588,glatt::A,liso,levn
589,hart::A,duro,kalet
590,weich::A,muelle,blot
591,rund::A,redondo,ront
592,spitz::A,agudo,poentet
593,spitz::A,apuntado,poentet
594,scharf::A,agudo,dremm
595,scharf::A,afilado,dremm
596,stumpf::A,sin filo,talsoc'h
597,schwer::A,pesado,pounner
598,schön::A,bello,kaer
599,schön::A,hermoso,kaer
600,heiß::A,caluroso,tomm
601,warm::A,cálido,tomm
602,warm::A,caliente,tomm
603,kalt::A,frío,yen
604,kühl::A,fresco,yen
605,frisch::A,fresco,fresk
606,feucht::A,húmedo,gleb
607,nass::A,mojado,gleb
608,trocken::A,seco,sec'h
609,voll::A,lleno,leun
610,leer::A,vacío,goullo
611,offen::A,abierto,digor
612,geschlossen::A,cerrado,serr
613,sauber::A,limpio,naet
614,schmutzig::A,sucio,lous
615,roh::A,crudo,kriz
616,reif::A,maduro,darev
617,lecker::A,rico,lipous
618,lecker::A,rico,saourus
619,lecker::A,sabroso,lipous
620,lecker::A,sabroso,saourus
621,süß::A,dulce,dous
622,bitter::A,amargo,c'hwerv
623,sauer::A,agrio,trenk
624,hell::A,claro,sklaer
625,dunkel::A,oscuro,teñval
626,schwarz::A,negro,du
627,weiß::A,blanco,gwenn
628,rot::A,rojo,ruz
629,gelb::A,amarillo,melen
630,blau::A,azul,glas
631,grün::A,verde,gwer
632,grau::A,gris,louet
633,bunt::A,multicolor,liesliv
634,billig::A,barato,marc'had-mat
635,teuer::A,caro,ker
636,wertvoll::A,valioso,prizius
637,wertvoll::A,precioso,prizius
638,blind::A,ciego,dall
639,taub::A,sordo,bouzar
640,kräftig::A,fuerte,start
641,stark::A,fuerte,kreñv
642,stark::A,vigoroso,kreñv
643,schwach::A,débil,gwan
644,fett::A,obeso,lard
645,schlank::A,esbelto,sinkl
646,hübsch::A,mono,koant
647,hübsch::A,guapo,koant
648,böse::A,malo,gwall
649,dumm::A,tonto,glep
650,dumm::A,estúpido,glep
651,faul::A,vago,lezirek
652,faul::A,perezoso,lezirek
653,fleißig::A,aplicado,studius
654,fleißig::A,diligente,studius
655,geizig::A,avaro,tost
656,klug::A,sensato,speredek
657,klug::A,inteligente,speredek
658,geschickt::A,hábil,dornet
659,lieb::A,querido,koant
660,lustig::A,alegre,laouen
661,sanft::A,suave,flour
662,hungrig::A,hambriento,marnaon
663,krank::A,enfermo,klañv
664,nackt::A,desnudo,noazh
665,traurig::A,triste,trist
666,lebendig::A,vivo,bev
667,lebendig::A,viviente,bev
668,gut::A,bueno,mad
669,schlecht::A,malo,fall
670,schlecht::A,malo,gwall
671,richtig::A,justo,reizh
672,richtig::A,correcto,reizh
673,schlimm::A,malo,gwall
674,schlimm::A,grave,gwall
675,wahr::A,verídico,gwir
676,wahr::A,verdadero,gwir
677,alt::A,viejo,kozh
678,neu::A,nuevo,nevez
679,ehemalig::A,antiguo,kozh
680,alt[Lebewesen]::A,viejo,kozh
681,jung::A,joven,yaouank
682,arm::A,pobre,paour
683,reich::A,rico,pinvidik
684,bekannt::A,conocido,anavezet
685,berühmt::A,famoso,brudet
686,berühmt::A,célebre,brudet
687,fremd::A,extraño,dizanav
688,verschieden::A,diverso,disheñel
689,verschieden::A,distinto,disheñel
690,verschieden::A,diferente,disheñel
691,nah::A,cercano,nes
692,fern::A,lejano,diabell
693,linker::A,izquierdo,kleiz
694,rechter::A,derecho,dehoù
695,anderer::A,otro,all
696,erster::A,primero,kentañ
697,zweiter::A,segundo,eil
698,dritter::A,tercero,trede
699,letzter::A,último,diwezhañ
700,allein::ADV,a solo,e-unan
701,auf einmal::ADV,de una vez,ar un dro
702,zusammen::ADV,juntos,asambles
703,lange::ADV,mucho tiempo,pell
704,plötzlich::ADV,de repente,en un taol
705,sofort::ADV,en seguida,diouzhtu
706,später::ADV,más tarde,diwezhatoc'h
707,jetzt::ADV,ahora,bremañ
708,heute::ADV,hoy,hiziv
709,morgen::ADV,mañana,arc'hoazh
710,bald::ADV,pronto,hepdale
711,bald::ADV,en breve,hepdale
712,dann::ADV,luego,a-c'houde
713,dann::ADV,entonces,a-c'houde
714,gestern::ADV,ayer,dec'h
715,einst::ADV,antaño,gwechall
716,damals::ADV,entonces,neuze
717,danach::ADV,después,goude
718,vorher::ADV,antes,diagent
719,zuerst::ADV,primero,da gentañ
720,einmal::ADV,una vez,ur wech
721,manchmal::ADV,a veces,a-wechoù
722,oft::ADV,a menudo,alies
723,oft::ADV,con frecuencia,alies
724,immer::ADV,siempre,atav
725,immer::ADV,siempre,bepred
726,niemals::ADV,jamás,gwech ebet
727,hier::ADV,aquí,amañ
728,hierhin::ADV,acá,dre amañ
729,von hier::ADV,desde aquí,alemañ
730,dort::ADV,ahí,aze
731,dort::ADV,ahí,ahont
732,dort::ADV,allí,aze
733,dort::ADV,allí,ahont
734,dorthin::ADV,allí,di
735,dorthin::ADV,allí,aze
736,dorthin::ADV,allí,ahont
737,dorthin::ADV,hacia allí,di
738,dorthin::ADV,hacia allí,aze
739,dorthin::ADV,hacia allí,ahont
740,geradeaus::ADV,todo derecho,war-eeun
741,vorwärts::ADV,adelante,war-raok
742,rückwärts::ADV,hacia atrás,war-lerc'h
743,zurück::ADV,atrás,war-dreñv
744,unten::ADV,abajo,en traoñ
745,hinab::ADV,hacia abajo,a-izel
746,oben::ADV,arriba,en nec'h
747,hinauf::ADV,hacia arriba,e-krec'h
748,überall::ADV,por todas partes,dre-holl
749,nicht::ADV,no,ne ... ket
750,ein wenig::ADV,un poco,un tammig
751,kaum::ADV,apenas,a-boan
752,sehr::ADV,muy,-tre
753,sehr::ADV,muy,-kenañ
754,sehr::ADV,mucho,-tre
755,sehr::ADV,mucho,-kenañ
756,so::ADV,tan,evel-se
757,noch::ADV,aún,c'hoazh
758,noch::ADV,todavía,c'hoazh
759,nur::ADV,solamente,hepken
760,schon::ADV,ya,dija
761,wieder::ADV,de nuevo,adarre
762,vergebens::ADV,en vano,
763,vor::PRP,antes de,dirak
764,vor::PRP,delante de,dirak
765,hinter::PRP,tras,a-drek
766,hinter::PRP,tras,a-dreñv
767,hinter::PRP,detrás de,a-drek
768,hinter::PRP,detrás de,a-dreñv
769,unter::PRP,bajo,dindan
770,unter::PRP,debajo de,dindan
771,durch::PRP,por,dre
772,durch::PRP,a través de,dre
773,neben::PRP,al lado de,e-kichen
774,zwischen::PRP,entre,etre
775,wegen::PRP,por,abalamour da
776,wegen::PRP,a causa de,abalamour da
777,dies::PRN,esto,hemañ
778,das::PRN,eso,se
779,das::PRN,eso,hennezh
780,das::PRN,esto,se
781,das::PRN,esto,hennezh
782,alles::PRN,todo,pep tra
783,ich::PRN,yo,me
784,du::PRN,tú,te
785,er::PRN,él,eñ
786,wir::PRN,nosotros,ni
787,ihr::PRN,vosotros,c'hwi
788,sie::PRN,ellos,int
789,was::FPRN,qué,petra
790,wer::FPRN,quién,piv
791,wo::FADV,dónde,pelec'h
792,wohin::FADV,adónde,da belec'h
793,wohin::FADV,hacia dónde,da belec'h
794,wie::FADV,cómo,penaos
795,warum::FADV,por qué,perak
796,wieviel::FNUM,cuánto,pet
797,eins::NUM,uno,unan
798,zwei::NUM,dos,daou
799,drei::NUM,tres,tri
800,vier::NUM,cuatro,pevar
801,fünf::NUM,cinco,pemp
802,sechs::NUM,seis,c'hwec'h
803,sieben::NUM,siete,seizh
804,acht::NUM,ocho,eizh
805,neun::NUM,nueve,nav
806,zehn::NUM,diez,dek
807,elf::NUM,once,unnek
808,zwölf::NUM,doce,daouzek
809,zwanzig::NUM,veinte,ugent
810,dreißig::NUM,treinta,tregont
811,vierzig::NUM,cuarenta,daou-ugent
812,fünfzig::NUM,cincuenta,hanter-kant
813,sechzig::NUM,sesenta,tri-ugent
814,siebzig::NUM,setenta,dek ha tri-ugent
815,achtzig::NUM,ochenta,pevar-ugent
816,neunzig::NUM,noventa,dek ha pevar-ugent
817,hundert::NUM,cien,kant
818,hundert::NUM,ciento,kant
819,tausend::NUM,mil,mil
820,und::CNJ,y,ha
821,oder::CNJ,o,pe
822,stehen::V,estar de pie,bezañ a-sav
