,Concept_ID,lbe,ca
108,Wiese::N,кьан,prada
109,Wald::N,вацӏа,bosc
110,Hügel::N,бакӏу,puig
111,Hügel::N,бакӏу,pujol
112,Berg::N,зунтту,muntanya
113,Gipfel::N,мицӏ,cim
114,Höhle::N,нух,cova
115,Abhang::N,сун,coster
116,Quelle::N,дайдихьу,font
117,Quelle::N,бакӏ,font
118,Bach::N,чӏрир нех,riera
119,Fluss::N,нех,riu
120,Ufer::N,зума,riba
121,Küste::N,зумаинхалу,costa
122,Küste::N,зуманицӏалу,costa
123,Festland::N,кьири,terra ferma
124,Meer::N,хьхьири,mar
125,Insel::N,жазира,illa
126,Blume::N,тӏутӏи,flor
127,Gras::N,уртту,herba
128,Wurzel::N,мархха,rel
129,Wurzel::N,мархха,arrel
130,Baum::N,мурхь,arbre
131,Stamm::N,ттарцӏ,tronc
132,Rinde::N,ккамара,escorça
133,Ast::N,матӏи,branca
134,Zweig::N,къяртта,ram
135,Blatt::N,чӏапӏи,fulla
136,Birke::N,кӏялахӏи,bedoll
137,Birke::N,кӏялахӏилул мурхь,bedoll
138,Kiefer[Baum]::N,ттар,pi
139,Kiefer[Baum]::N,ттарлил мурхь,pi
140,Weide[Baum]::N,щавщи,salze
141,Tanne::N,ттарлил мурхь,avet
142,Horn::N,хъи,corn
143,Horn::N,хъи,banya
144,Feder::N,лелуххул тӏиму,ploma
145,Fell::N,бурчу,pell
146,Flügel::N,хъа,ala
147,Flügel::N,ххурупӏайрал тӏиму,ala
148,Klaue::N,михь,urpa
149,Kralle::N,ххяппа,grapa
150,Schwanz::N,магъ,cua
151,Ei::N,ккунук,ou
152,Nest::N,кюру,niu
153,Bau::N,цукъуккутӏ,cau
154,Tier::N,хӏайван,animāl
155,Herde::N,газу,ramat
156,Kuh::N,оьл,vaca
157,Bulle::N,ниц,toro
158,Pferd::N,чу,cavāll
159,Schaf::N,тта,be
160,Schaf::N,тта,ovella
161,Schwein::N,дунгъуз,bacó
162,Hund::N,ккаччи,ca
163,Hund::N,ккаччи,gos
164,Katze::N,ччиту,gat
165,Bär::N,цуша,ós
166,Eichhörnchen::N,бюрхттукку,esquirol
167,Elch::N,ниц-бюрин,ant
168,Fuchs::N,цулчӏа,guilla
169,Fuchs::N,куча цулчӏа,guilla
170,Hase::N,бюрх,llebre
171,Maus::N,кӏулу,ratolí
172,Wolf::N,барцӏ,llop
173,Vogel::N,лелуххи,au
174,Vogel::N,лелуххи,ocēll
175,Schwarm::N,гьухъала,bandada
176,Huhn::N,аьнакӏи,gallina
177,Hahn::N,ажари,gall
178,Gans::N,къаз,oca
179,Adler::N,барзу,àguila
180,Ente::N,урдак,ànec
181,Eule::N,ису,òliba
182,Eule::N,ису,mussol
183,Eule::N,ччиккумяв,òliba
184,Eule::N,ччиккумяв,mussol
185,Kranich::N,кьурукь,grua
186,Krähe::N,хъатӏу,cornella
187,Kuckuck::N,ччикку,cucut
188,Schwan::N,урттил къаз,cigne
189,Fisch::N,чавахъ,peix
190,Schlange[Tier]::N,шатта,serp
191,Wurm::N,кьюнукьай шатта,cuc
192,Spinne::N,ххялцу,aranya
193,Ameise::N,митӏикьукьу,formiga
194,Mücke::N,мичӏак,mosquit
195,Fliege::N,зимиз,mosca
196,Schmetterling::N,чӏимучӏали,papallona
197,Beere::N,хӏаллил ахъулсса,baia
198,Apfel::N,гьивч,poma
199,Pilz::N,ттуккул иис,bolet
200,Zwiebel::N,лаччул чсмусул бакӏ,ceba
201,Saat::N,гьанна,sembra
202,Korn::N,къама,gra
203,Heu::N,ххулув,fenc
204,Schale::N,ккиртту,closca
205,Grube::N,кӏаланг,sot
206,Grube::N,кӏаланг,clot
207,Falle::N,къатӏа,trampa
208,Schlinge::N,хӏатӏ,baga
209,Spur::N,ша,traça
210,Asche::N,лах,cendra
211,Dreck::N,кьяркьи,llot
212,Dreck::N,венп,llot
213,Eisen::N,мах,ferro
214,Gold::N,муси,or
215,Silber::N,арцу,plata
216,Kohle::N,кӏалаш,carbó
217,Kohle::N,хъуручӏ,carbó
218,Glas::N,пюрун,vidre
219,Lehm::N,сина аьрщи,fang
220,Lehm::N,сина аьрщи,argila
221,Sand::N,къун,arena
222,Mensch::N,инсан,humà
223,Mensch::N,инсан,persona
224,Mann::N,чув,home
225,Mann::N,адимина,home
226,Frau::N,щарсса,dona
227,Frau::N,хъамитайпа,dona
228,Kind::N,чӏиви оьрчӏ,nen
229,Junge::N,оьрчӏ,noi
230,Junge::N,бурхьин оьрчӏ,noi
231,Mädchen::N,душ,noia
232,Familie::N,кулпат,família
233,Großvater::N,ттатта,avi
234,Großvater::N,ниттил ппу,avi
235,Großmutter::N,буттал нину,àvia
236,Eltern::N,нину-ппу,pares
237,Vater::N,ппу,pare
238,Mutter::N,нину,mare
239,Sohn::N,арс,fill
240,Tochter::N,душ,filla
241,Bruder::N,уссу,germà
242,Schwester::N,ссу,germana
243,Onkel::N,буттауссу,oncle
244,Tante::N,буттал ссу,tia
245,Ehemann::N,лас,espòs
246,Ehefrau::N,щар,muller
247,Ehefrau::N,щарсса,muller
248,Freude::N,шадшиву,goig
249,Freude::N,шадшиву,alegria
250,Freude::N,ххаришиву,goig
251,Freude::N,ххаришиву,alegria
252,Gelächter::N,хъяхъаву,riallada
253,Glück::N,талихӏ,felicitat
254,Kummer::N,дард,pena
255,Wunsch::N,мурад,desig
256,Lust::N,гьавас,ganes
257,Lust::N,ччаву,ganes
258,Geist::N,рухӏ,ment
259,Geist::N,рухӏ,esperit
260,Gedanke::N,пикри,pensament
261,Gedächtnis::N,дакӏний личӏаву,memòria
262,Verstand::N,аькьлу,raó
263,Verstand::N,аькьлу,seny
264,Sinn::N,мяъна,solta
265,Sinn::N,мяъна,sentit
266,Grund::N,багьана,raó
267,Grund::N,багьана,causa
268,Wahrheit::N,тӏайламур,veritāt
269,Wahrheit::N,хӏакьмур,veritāt
270,Gespräch::N,ихтилат,conversa
271,Märchen::N,магьа,conte
272,Erzählung::N,хавар,narració
273,Nachricht::N,хавар,missatge
274,Neuigkeit::N,хавар,novetat
275,Name::N,цӏа,nom
276,Rätsel::N,ссигьа,endevinalla
277,Rede::N,гъалгъа,discurs
278,Sprache::N,маз,llēngua
279,Stimme::N,чӏу,veu
280,Stimme::N,чӏукӏа,veu
281,Wort::N,махъ,mot
282,Wort::N,махъ,paraula
283,Zeichen::N,лишан,signe
284,Zeichen::N,лишан,senyal
285,Lärm::N,чӏу,sorōll
286,Laut::N,чӏу,so
287,Ton::N,чӏу,to
288,Lied::N,балай,cançó
289,Ruhe::N,дигьалагру,calma
290,Ruhe::N,дигьалагру,silenci
291,Leute::N,инсантал,gent
292,Volk::N,ил,poble
293,Volk::N,халкь,poble
294,Arbeit::N,заву,labor
295,Arbeit::N,заву,treball
296,Gast::N,хъамаличу,hoste
297,Geschenk::N,бухчакарши,regal
298,Geschenk::N,бухчакарши,obsequi
299,Geschenk::N,лажинккакку,regal
300,Geschenk::N,лажинккакку,obsequi
301,Spiel::N,тӏуркӏу,joc
302,Gesellschaft::N,жямат,companyia
303,Gesellschaft::N,ккуран,companyia
304,Hilfe::N,кумаг,ajut
305,Freund::N,дус,amīc
306,Kamerad::N,хӏаласу,company
307,Kamerad::N,хӏаласу,camarada
308,Angelegenheit::N,иш,afer
309,Angelegenheit::N,иш,assumpte
310,Anzahl::N,аьдад,nombre
311,Anzahl::N,аьдад,quantitat
312,Art::N,жинс,tipus
313,Art::N,жинс,classe
314,Stück::N,касак,peça
315,Teil::N,бутӏа,part
316,Hälfte::N,дачӏи,meitat
317,Kreis::N,кюрщан,cercle
318,Kreuz::N,ххач,creu
319,Linie::N,щва,línia
320,Strich::N,щва,traç
321,Strich::N,щва,ratlla
322,Abstand::N,манзил,distància
323,Entfernung::N,манзил,distància
324,Gegend::N,кӏану,regió
325,Gegend::N,кӏану,contrada
326,Ort::N,кӏану,lloc
327,Seite::N,чул,banda
328,Seite::N,чул,costāt
329,Seite::N,чулухалу,banda
330,Seite::N,чулухалу,costāt
331,Mitte::N,дя,mig
332,Mitte::N,дя,centre
333,Gegenstand::N,зат,objecte
334,Sache::N,зат,cosa
335,Rand::N,зума,vora
336,Rand::N,зума,marge
337,Ecke::N,мурцӏу,cantonada
338,Spitze::N,мицӏ,punta
339,Ende::N,зума,cap
340,Loch::N,ккутӏ,forāt
341,Winkel::N,мурцӏу,racó
342,Muster::N,накьич,dibuix
343,Muster::N,накьич,disseny
344,Länge::N,лахъишиву,longitud
345,Höhe::N,лахъшиву,altura
346,Höhe::N,лахъшиву,altitud
347,Gewicht::N,дуццин,pes
348,Gewicht::N,кӏушиву,pes
349,Haufen::N,бакӏу,pila
350,Reihe::N,кьюкьа,fila
351,Boot::N,луткка,bot
352,Boot::N,луткка,barca
353,Ruder::N,весло,rem
354,Ruder::N,чӏатӏа,rem
355,Schlitten::N,чана,trineu
356,Schlitten::N,санкка,trineu
357,Ski::N,лижарду,esquí
358,Lagerfeuer::N,къавтӏн,foc de campament
359,Last::N,гьиву,càrrega
360,Gang::N,нанаву,marxa
361,Schritt::N,ша,pas
362,Norden::N,ухссав,nord
363,Norden::N,ухссавнил чулухалу,nord
364,Süden::N,кьилва,sud
365,Westen::N,баргълагавал,oest
366,Westen::N,баргълагавал,occident
367,Westen::N,баргълагавал чул,oest
368,Westen::N,баргълагавал чул,occident
369,Osten::N,баргъбуккай чулухалу,est
370,Osten::N,баргъбуккай чулухалу,orient
371,Holz::N,тӏама,fusta
372,Brett::N,тахта,taula
373,Platte::N,гъуни,placa
374,Stütze::N,гьалакӏу,suport
375,Stange::N,къазихъ,vara
376,Stock::N,ттархь,pal
377,Stab::N,ччантӏакъу,bastó
378,Rohr::N,бургъу,tub
379,Haus::N,къатта,casa
380,Heim::N,къатта,llar
381,Ofen::N,пач,estufa
382,Fußboden::N,чӏанкъатта,terra
383,Tisch::N,усттул,taula
384,Stuhl::N,кӏану,cadira
385,Wiege::N,оьрчӏал кӏану,bressol
386,Bett::N,тах,llit
387,Regal::N,чӏаму,prestatgeria
388,Kiste::N,яшикӏ,caixa
389,Kiste::N,къурши,caixa
390,Fenster::N,чӏавахьулу,finestra
391,Tür::N,нуз,porta
392,Tür::N,нузкьун,porta
393,Tor::N,къапу,portal
394,Tor::N,дарваза,portal
395,Zaun::N,дайгьузанну,tanca
396,Dach::N,магъи,teulada
397,Dach::N,цӏиялу,teulada
398,Leiter::N,чуртту,escala
399,Leiter::N,чуртту,escala de mà
400,Besen::N,чӏатлу,escombra
401,Spaten::N,бил,pala
402,Schaufel::N,чӏатӏа,pala
403,Gabel::N,гьиссилу,forquilla
404,Löffel::N,къуса,cullera
405,Messer::N,чӏила,coltell
406,Nagel::N,мяр,clau
407,Netz::N,къери,filat
408,Haken::N,къича,ganxo
409,Griff::N,куяму,puny
410,Griff::N,куяму,mànec
411,Schloss::N,кьункьула,pany
412,Bild::N,сурат,imatge
413,Puppe::N,ссихьу,nina
414,Beutel::N,чантай,bossa
415,Bündel::N,гьи,feix
416,Bündel::N,гьи,paquet
417,Bündel::N,къар,feix
418,Bündel::N,къар,paquet
419,Eimer::N,бадра,galleda
420,Deckel::N,къапаза,tapa
421,Deckel::N,къапаза,tapadora
422,Geschirr::N,пюрунчӏул,vaixella
423,Geschirr::N,тӏахӏникӏичӏу,vaixella
424,Sack::N,къап,sac
425,Sack::N,къап,saca
426,Sack::N,дарваг,sac
427,Sack::N,дарваг,saca
428,Tasse::N,пижан,tassa
429,Tasse::N,пинжан,tassa
430,Tasse::N,инкираччатӏи,tassa
431,Tasse::N,цинцилттал бушкъап,tassa
432,Topf::N,кӏункӏур,pot
433,Topf::N,кӏункӏур,olla
434,Kessel::N,чаг,caldera
435,Kessel::N,кӏункӏур,caldera
436,Essen::N,дукия,àpat
437,Essen::N,дукия,menjada
438,Essen::N,дукин,àpat
439,Essen::N,дукин,menjada
440,Nahrung::N,дукра,aliment
441,Speise::N,дукра,plat
442,Fleisch::N,дикӏ,carn
443,Getreide::N,къама,cereals
444,Brei::N,ккурч,puré
445,Brot::N,ччатӏ,pa
446,Scheibe::N,парча,tall
447,Scheibe::N,парча,llesca
448,Fett::N,аьгъушиву,greix
449,Butter::N,нагь,mantega
450,Butter::N,лагаву,mantega
451,Salz::N,цӏву,sal
452,Suppe::N,накь,sopa
453,Honig::N,ницӏ,mel
454,Milch::N,накӏ,llet
455,Tee::N,чяй,te
456,Leder::N,бурчу,cuir
457,Wolle::N,ппал,llana
458,Stoff::N,янна,tela
459,Nadel::N,ххалаххи,agulla
460,Faden::N,ххал,fil
461,Knopf::N,банд,botó
462,Knoten::N,къурхъ,nus
463,Farbe::N,сир,pintura
464,Kleidung::N,янна,roba
465,Kleidung::N,янна,vestits
466,Kleidung::N,лаххия,roba
467,Kleidung::N,лаххия,vestits
468,Hemd::N,гьухъа,camisa
469,Kragen::N,дарвач,coll
470,Ärmel::N,кахха,màniga
471,Hose::N,хӏажак,pantalōns
472,Gürtel::N,мухӏлу,cinturó
473,Mütze::N,кьяпа,gorra
474,Stiefel::N,чакма,bota
475,Ring::N,кӏисса,anell
476,Band::N,линт,veta
477,Band::N,линт,cinta
478,Kamm::N,ттарал,pinta
479,Spiegel::N,дагьани,mirāll
480,Riemen::N,эн,corretja
481,Schnur::N,хьхьа,corda
482,Decke::N,виргъан,manta
483,Decke::N,виргъан,flassada
484,Kissen::N,кӏаралу,coixí
485,Tuch::N,карщи,mocador
486,Handtuch::N,калихьу,tovallola
487,Handtuch::N,лажинлихьу,tovallola
488,Kraft::N,эллаж,força
489,Stärke::N,гуж,vigor
490,Gesundheit::N,цӏуллу-сагъшиву,salut
491,Krankheit::N,къашайшиву,malaltia
492,Schmerz::N,къюву,dolor
493,Wunde::N,щаву,ferida
494,Fieber::N,кӏиришиву,febre
495,Arznei::N,дару,medicament
496,Brücke::N,ламу,pont
497,Brunnen::N,къуй,pou
498,Weide::N,бизантту,pastura
499,Pfad::N,жегъир ххуллу,senda
500,Pfad::N,жегъир ххуллу,sender
501,Weg::N,ххуллу,camí
502,Straße::N,ххуллу,carretera
503,Dorf::N,щар,poble
504,Dorf::N,шяравалу,poble
505,Stadt::N,шагьру,ciutāt
506,Brief::N,чагъар,carta
507,Buch::N,лу,llibre
508,Buchstabe::N,хӏарп,lletra
509,Zeitung::N,кказит,diāri
510,Leben::N,оьрму,vida
511,Tod::N,ажал,mort
512,Tod::N,бивкӏу,mort
513,Tod::N,ивчӏаву,mort
514,Grab::N,гьав,tomba
515,Kirche::N,килиса,església
516,Sünde::N,бунагъ,pecat
517,Gott::N,зал,déu
518,Arbeiter::N,зузала,obrer
519,Chef::N,ялувма,cap
520,Meister::N,усттар,mestre
521,Arzt::N,хӏакин,metge
522,Lehrer::N,учитель,mestre
523,Geld::N,арцу,dinērs
524,Geschäft::N,даву,negoci
525,Laden::N,ттучан,tenda
526,Laden::N,ттучан,botiga
527,Preis::N,багъа,preu
528,Ware::N,хъус,mercaderia
529,Nutzen::N,хайр,profit
530,Nutzen::N,мюнпат,profit
531,Reichtum::N,давлат,riquesa
532,Reichtum::N,аваданшиву,riquesa
533,Welt::N,дуниял,món
534,Land::N,билаят,país
535,Staat::N,паччахӏлугъ,estat
536,Macht::N,власть,poder
537,Macht::N,власть,potència
538,Grenze::N,дазу,frontera
539,Krieg::N,дяъви,guerra
540,Feind::N,душман,enemic
541,Gewalt::N,къия,violència
542,Kampf::N,лачӏуи уккаву,lluita
543,Bogen[Waffe]::N,ккуртта,arc
544,Pfeil::N,чӏатӏаракӏ,fletxa
545,Gewehr::N,ттупанг,fusell
546,Gewehr::N,ттупанг,escopeta
547,Fehler::N,гъалатӏ,falta
548,Lüge::N,щялмахъ,mentida
549,Schaden::N,зарал,dany
550,Unglück::N,бала,desgràcia
551,Schuld::N,тахсир,culpa
552,Alter::N,оьрму,edat
553,Schluss::N,ахир,fi
554,Schluss::N,ахир,final
555,Zeit::N,чӏун,temps
556,Tag::N,кьини,dia
557,Morgen::N,кӏюрх,matí
558,Mittag::N,ахттайн,migdia
559,Mittag::N,дяахттайн,migdia
560,Mittag::N,ахттайн чӏун,migdia
561,Abend::N,маркӏачӏан,vespre
562,Nacht::N,хьхьу,nit
563,Woche::N,нюжмар,setmana
564,Monat::N,барз,mes
565,Jahr::N,шин,any
566,Frühling::N,инт,primavera
567,Sommer::N,гъи,estīu
568,Herbst::N,ссут,tardor
569,Winter::N,кӏи,hivērn
570,Januar::N,цалчинмур барз,gener
571,Februar::N,кӏилчинмур барз,febrer
572,März::N,шамилчинмур барз,març
573,April::N,апрель,abril
574,April::N,мукьилчинмур барз,abril
575,Mai::N,май,maig
576,Mai::N,ххюлчинмур барз,maig
577,Juni::N,июнь,juny
578,Juni::N,ряххилчинмур барз,juny
579,Juli::N,июль,juliol
580,Juli::N,Арулчинмур барз,juliol
581,August::N,мяйлчинмур барз,agost
582,September::N,урчӏилчинмур барз,setembre
583,Oktober::N,ацӏилчинмур барз,octubre
584,November::N,ацӏния цалчинмур барз,novembre
585,Dezember::N,ацӏния кӏилчинмур барз,desembre
586,Montag::N,итин,dilluns
587,Montag::N,итин кьини,dilluns
588,Dienstag::N,тталат,dimarts
589,Dienstag::N,тталат кьини,dimarts
590,Mittwoch::N,арвахӏ,dimecres
591,Donnerstag::N,хамис,dijous
592,Freitag::N,нюжмар,divendres
593,Freitag::N,нюжмар кьини,divendres
594,Samstag::N,ххуллун,dissabte
595,Samstag::N,ххуллун кьини,dissabte
596,Sonntag::N,алхӏат,diumenge
597,Sonntag::N,алхӏат кьини,diumenge
598,groß::A,бугъарасса,gros
599,klein::A,чӏивисса,petīt
600,lang::A,лахъисса,llarg
601,kurz::A,кутӏасса,curt
602,breit::A,уттасса,ample
603,schmal::A,уттакӏюласса,estret
604,dicht::A,ццунсса,dens
605,dick[Gegenstand]::A,ганзсса,gruixūt
606,dünn::A,кӏюласса,prim
607,fest::A,цӏакьсса,ferm
608,fest::A,цӏакьсса,sòlid
609,fest::A,кьянкьасса,ferm
610,fest::A,кьянкьасса,sòlid
611,flach::A,баягъисса,pla
612,flach::A,цӏубакъасса,pla
613,flach::A,куртӏ дакъасса,pla
614,glatt::A,дюрчӏусса,llis
615,hart::A,кьянкьасса,dur
616,weich::A,кӏукӏлусса,tou
617,rund::A,ккурккисса,rodó
618,spitz::A,ярксса,punxegut
619,spitz::A,дайлсса,punxegut
620,spitz::A,мицӏ бусса,punxegut
621,scharf::A,ярксса,agut
622,scharf::A,дайлсса,agut
623,scharf::A,мицӏ бусса,agut
624,stumpf::A,къуркъасса,rom
625,stumpf::A,къуркъасса,esmussat
626,schwer::A,кӏусса,pesāt
627,schön::A,аьнтӏикӏасса,bonīc
628,heiß::A,кӏирисса,calēnt
629,warm::A,гъелисса,càlid
630,kalt::A,дяркъусса,fred
631,kühl::A,дюхлулсса,fresc
632,frisch::A,цӏусса,fresc
633,feucht::A,атилсса,humit
634,feucht::A,хъавтусса,humit
635,nass::A,атилсса,mullat
636,nass::A,хъавтусса,mullat
637,trocken::A,кьавкьсса,sec
638,trocken::A,кьакьан бувсса,sec
639,voll::A,бувцӏусса,ple
640,leer::A,бачӏвасса,buit
641,offen::A,тӏивтӏусса,obert
642,geschlossen::A,лавкьусса,tancat
643,sauber::A,марцӏсса,net
644,schmutzig::A,чапалсса,brut
645,roh::A,шакъавхьсса,cru
646,reif::A,дирсса,madur
647,lecker::A,нахӏусса,deliciós
648,lecker::A,тӏааьнсса,deliciós
649,süß::A,нацӏусса,dolç
650,bitter::A,кьурчӏисса,amarg
651,sauer::A,туршсса,agre
652,hell::A,чаннасса,clar
653,dunkel::A,цӏансса,fosc
654,schwarz::A,лухӏисса,negre
655,weiß::A,кӏяласса,blanc
656,rot::A,ятӏулсса,vermēll
657,gelb::A,хъахъисса,groc
658,blau::A,някӏсса,blau
659,grün::A,щюлисса,verd
660,grau::A,оьрусса,gris
661,bunt::A,оьрчӏикӏурисса,multicolor
662,billig::A,кьювкьусса,barat
663,teuer::A,ххирасса,car
664,wertvoll::A,багьасса,preciós
665,blind::A,мурчӏисса,cec
666,taub::A,къюкӏсса,sord
667,kräftig::A,гужсса,fort
668,kräftig::A,гужсса,vigorós
669,stark::A,кьянкьасса,fort
670,schwach::A,заэвсса,feble
671,fett::A,бучсса,gras
672,schlank::A,бювхъусса,esvelt
673,hübsch::A,янусса,maco
674,böse::A,оьсса,dolent
675,dumm::A,ахӏмакьсса,ximple
676,dumm::A,ахӏмакьсса,estúpid
677,faul::A,танмалсса,gandūl
678,faul::A,танмалсса,mandrós
679,faul::A,курчӏилсса,gandūl
680,faul::A,курчӏилсса,mandrós
681,fleißig::A,хӏарачат бусса,diligēnt
682,geizig::A,янттарцӏансса,avar
683,klug::A,аькьлу бусса,intel·ligent
684,geschickt::A,паргалсса,hàbil
685,lieb::A,аьзизсса,amat
686,lieb::A,аьзизсса,estimat
687,lustig::A,тяхъасса,alegre
688,sanft::A,иминсса,suau
689,hungrig::A,ккашилсса,afamat
690,krank::A,къашавайсса,malālt
691,nackt::A,кӏачӏасса,nu
692,traurig::A,пашмансса,trist
693,lebendig::A,уттавасса,viu
694,gut::A,ххуйсса,bo
695,schlecht::A,оьккисса,dolēnt
696,richtig::A,саргъунсса,just
697,richtig::A,саргъунсса,correcte
698,schlimm::A,оьккисса,greu
699,wahr::A,хӏакьсса,vertader
700,wahr::A,хӏакьсса,veritable
701,alt::A,кугьнасса,vell
702,neu::A,цӏусса,nou
703,ehemalig::A,хъхъичӏвасса,antic
704,alt[Lebewesen]::A,агьилсса,vell
705,jung::A,чӏавасса,jove
706,jung::A,жагьилсса,jove
707,arm::A,мискинсса,pobre
708,reich::A,авадансса,ric
709,bekannt::A,дусъсса,conegut
710,berühmt::A,машгьурсса,famós
711,fremd::A,чил,estrany
712,verschieden::A,личӏи-личӏисса,diferent
713,nah::A,гъансса,pròxim
714,fern::A,архсса,llunyà
715,fern::A,архсса,distant
716,linker::A,кияхсса,esquerre
717,linker::A,кюччахсса,esquerre
718,rechter::A,урчӏахсса,dret
719,anderer::A,цамур,altre
720,erster::A,цалчинмур,primer
721,erster::A,цалчиннсса,primer
722,zweiter::A,кӏилчиимур,segon
723,dritter::A,шамулчинмур,tercer
724,letzter::A,махъва-махъмур,últim
725,allein::ADV,ялгъузну,sol
726,zusammen::ADV,цачӏу,junt
727,zusammen::ADV,архӏал,junt
728,lange::ADV,батӏи къабуклай,molt de temps
729,lange::ADV,хъунмасса хӏаллай,molt de temps
730,plötzlich::ADV,цакуну,de cop
731,plötzlich::ADV,цакуну,de sobte
732,sofort::ADV,мугьлат бакъа,de seguida
733,später::ADV,махъ,més tard
734,jetzt::ADV,утти,ara
735,jetzt::ADV,цӏана,ara
736,heute::ADV,хӏакьину,avūi
737,morgen::ADV,гьуит,demà
738,morgen::ADV,гьунттий,demà
739,dann::ADV,яла,després
740,gestern::ADV,лахьхьу,ahir
741,damals::ADV,та чӏумал,llavōrs
742,damals::ADV,та чӏумал,aleshores
743,danach::ADV,яла,després
744,vorher::ADV,хьхьнчӏ,abāns
745,vorher::ADV,хьхьичӏва,abāns
746,zuerst::ADV,бакӏрай,primer
747,zuerst::ADV,цӏу бутӏуй,primer
748,einmal::ADV,цал,una vegada
749,manchmal::ADV,ваксса-таксса,de vegades
750,oft::ADV,чӏявуну,sovint
751,immer::ADV,мудан,sempre
752,immer::ADV,даиман,sempre
753,niemals::ADV,тачӏав,no ... mai
754,hier::ADV,шикку,aquí
755,hierhin::ADV,шиккун,per aquí
756,von hier::ADV,шичча,des d'aquí
757,dort::ADV,гикку,allí
758,dorthin::ADV,тиккун,hi
759,geradeaus::ADV,тӏайланм,tot dret
760,vorwärts::ADV,хьхьичӏунмай,endavānt
761,rückwärts::ADV,махъа-хьхьичӏунмай,endarrera
762,zurück::ADV,махъунмай,darrere
