,Concept_ID,tt,de
97,Sumpf::N,саз,Sumpf
98,Moor::N,торфлык,Moor
99,Wiese::N,болын,Wiese
100,Wald::N,урман,Wald
101,Hügel::N,калку,Hügel
102,Anhöhe::N,үр,Anhöhe
103,Berg::N,тау,Berg
104,Gipfel::N,оч,Gipfel
105,Höhle::N,мәгарә,Höhle
106,Abhang::N,кабырга,Abhang
107,Quelle::N,чишмә,Quelle
108,Bach::N,елга,Bach
109,Fluss::N,дәрья,Fluss
110,Ufer::N,су кырые,Ufer
111,Küste::N,яр буе,Küste
112,Festland::N,коры җир,Festland
113,Meer::N,диңгез,Meer
114,Bucht::N,бухта,Bucht
115,Bucht::N,култык,Bucht
116,Insel::N,атау,Insel
117,Insel::N,утрау,Insel
118,Blume::N,чәчкә,Blume
119,Gras::N,үлән,Gras
120,Wurzel::N,тамыр,Wurzel
121,Baum::N,агач,Baum
122,Stamm::N,кәүсә,Stamm
123,Rinde::N,кабык,Rinde
124,Ast::N,ботак,Ast
125,Zweig::N,ботак,Zweig
126,Zweig::N,тармак,Zweig
127,Blatt::N,яфрак,Blatt
128,Birke::N,каен,Birke
129,Kiefer[Baum]::N,нарат,Kiefer
130,Weide[Baum]::N,тал,Weide
131,Tanne::N,чыршы,Tanne
132,Horn::N,мөгез,Horn
133,Feder::N,йон,Feder
134,Fell::N,тире,Fell
135,Flügel::N,канат,Flügel
136,Klaue::N,тырнак,Klaue
137,Kralle::N,тырнак,Kralle
138,Schwanz::N,койрык,Schwanz
139,Ei::N,күкәй,Ei
140,Ei::N,йомырка,Ei
141,Nest::N,оя,Nest
142,Bau::N,өн,Bau
143,Tier::N,хайван,Tier
144,Herde::N,көтү,Herde
145,Kuh::N,сыер,Kuh
146,Bulle::N,үгез,Bulle
147,Pferd::N,ат,Pferd
148,Schaf::N,сарык,Schaf
149,Schwein::N,дуңгыз,Schwein
150,Hund::N,эт,Hund
151,Katze::N,песи,Katze
152,Bär::N,аю,Bär
153,Eichhörnchen::N,тиен,Eichhörnchen
154,Elch::N,поши,Elch
155,Fuchs::N,төлке,Fuchs
156,Hase::N,куян,Hase
157,Maus::N,тычкан,Maus
158,Wolf::N,бүре,Wolf
159,Vogel::N,кош,Vogel
160,Schwarm::N,көтү,Schwarm
161,Huhn::N,тавык,Huhn
162,Hahn::N,әтәч,Hahn
163,Gans::N,каз,Gans
164,Adler::N,каракош,Adler
165,Ente::N,үрдәк,Ente
166,Eule::N,ябалак,Eule
167,Kranich::N,торна,Kranich
168,Krähe::N,карга,Krähe
169,Kuckuck::N,күке,Kuckuck
170,Kuckuck::N,кәккүк,Kuckuck
171,Schwan::N,аккош,Schwan
172,Fisch::N,балык,Fisch
173,Barsch::N,алабуга,Barsch
174,Hecht::N,чуртан,Hecht
175,Schlange[Tier]::N,елан,Schlange
176,Wurm::N,корт,Wurm
177,Spinne::N,үрмәкүч,Spinne
178,Ameise::N,кырмыска,Ameise
179,Laus::N,бет,Laus
180,Mücke::N,черки,Mücke
181,Mücke::N,озынборын,Mücke
182,Fliege::N,чебен,Fliege
183,Schmetterling::N,күбәләк,Schmetterling
184,Beere::N,җиләк,Beere
185,Apfel::N,алма,Apfel
186,Pilz::N,гөмбә,Pilz
187,Zwiebel::N,суган,Zwiebel
188,Zwiebel::N,суганбаш,Zwiebel
189,Saat::N,орлык,Saat
190,Korn::N,иген,Korn
191,Korn::N,орлык,Korn
192,Heu::N,печән,Heu
193,Schale::N,кабык,Schale
194,Grube::N,баз,Grube
195,Grube::N,чокыр,Grube
196,Falle::N,тозак,Falle
197,Falle::N,капкын,Falle
198,Schlinge::N,элмәк,Schlinge
199,Spur::N,эз,Spur
200,Asche::N,көл,Asche
201,Dreck::N,пычрак,Dreck
202,Eisen::N,тимер,Eisen
203,Gold::N,алтын,Gold
204,Silber::N,көмеш,Silber
205,Kohle::N,күмер,Kohle
206,Glas::N,пыяла,Glas
207,Lehm::N,балчык,Lehm
208,Sand::N,ком,Sand
209,Mensch::N,адәм,Mensch
210,Mensch::N,инсан,Mensch
211,Mann::N,ир,Mann
212,Frau::N,хатын,Frau
213,Kind::N,бала,Kind
214,Junge::N,малай,Junge
215,Mädchen::N,кыз,Mädchen
216,Familie::N,гаилә,Familie
217,Großvater::N,бабай,Großvater
218,Großmutter::N,әби,Großmutter
219,Eltern::N,ата-ана,Eltern
220,Vater::N,ата,Vater
221,Mutter::N,ана,Mutter
222,Sohn::N,ул,Sohn
223,Tochter::N,кыз,Tochter
224,Bruder::N,кардәш,Bruder
225,Schwester::N,апа,Schwester
226,Schwester::N,сеңел,Schwester
227,Onkel::N,дәдә,Onkel
228,Onkel::N,дәдәй,Onkel
229,Tante::N,түти,Tante
230,Tante::N,тәтәй,Tante
231,Ehemann::N,ир,Ehemann
232,Ehefrau::N,хатын,Ehefrau
233,Freude::N,сөенеч,Freude
234,Gelächter::N,көлү,Gelächter
235,Gelächter::N,көлеш,Gelächter
236,Glück::N,бәхет,Glück
237,Kummer::N,хәсрәт,Kummer
238,Wunsch::N,теләк,Wunsch
239,Lust::N,теләк,Lust
240,Lust::N,теләү,Lust
241,Geist::N,рух,Geist
242,Gedanke::N,уй,Gedanke
243,Gedanke::N,фикер,Gedanke
244,Gedächtnis::N,хәтер,Gedächtnis
245,Verstand::N,акыл,Verstand
246,Sinn::N,мәгънә,Sinn
247,Grund::N,сәбәп,Grund
248,Wahrheit::N,хак,Wahrheit
249,Gespräch::N,әңгәмә,Gespräch
250,Märchen::N,әкият,Märchen
251,Erzählung::N,хикәя,Erzählung
252,Nachricht::N,хәбәр,Nachricht
253,Neuigkeit::N,яңалык,Neuigkeit
254,Name::N,исем,Name
255,Rätsel::N,табышмак,Rätsel
256,Rede::N,нотык,Rede
257,Sprache::N,тел,Sprache
258,Stimme::N,тавыш,Stimme
259,Wort::N,сүз,Wort
260,Zeichen::N,ишарә,Zeichen
261,Ruf::N,дәшү,Ruf
262,Lärm::N,шау,Lärm
263,Laut::N,аваз,Laut
264,Ton::N,шалтырату,Ton
265,Lied::N,җыр,Lied
266,Ruhe::N,тынлык,Ruhe
267,Leute::N,халык,Leute
268,Volk::N,халык,Volk
269,Arbeit::N,эш,Arbeit
270,Arbeit::N,хезмәт,Arbeit
271,Gast::N,кунак,Gast
272,Geschenk::N,бүләк,Geschenk
273,Spiel::N,уен,Spiel
274,Gesellschaft::N,җәмгыять,Gesellschaft
275,Hilfe::N,ярдәм,Hilfe
276,Hilfe::N,булышлык,Hilfe
277,Freund::N,дус,Freund
278,Kamerad::N,иптәш,Kamerad
279,Angelegenheit::N,эш,Angelegenheit
280,Anzahl::N,микъдар,Anzahl
281,Art::N,төр,Art
282,Stück::N,кисәк,Stück
283,Teil::N,өлеш,Teil
284,Hälfte::N,ярым,Hälfte
285,Kreis::N,түгәрәк,Kreis
286,Kreuz::N,хач,Kreuz
287,Kreuz::N,тәре,Kreuz
288,Linie::N,сызык,Linie
289,Strich::N,сызык,Strich
290,Abstand::N,ара,Abstand
291,Entfernung::N,ераклык,Entfernung
292,Gegend::N,урын,Gegend
293,Platz::N,бушлык,Platz
294,Ort::N,урын,Ort
295,Seite::N,як,Seite
296,Mitte::N,урта,Mitte
297,Gegenstand::N,нәрсә,Gegenstand
298,Sache::N,нәрсә,Sache
299,Rand::N,чит,Rand
300,Kante::N,кырый,Kante
301,Ecke::N,почмак,Ecke
302,Spitze::N,оч,Spitze
303,Ende::N,азак,Ende
304,Loch::N,тишек,Loch
305,Winkel::N,почмак,Winkel
306,Muster::N,парча,Muster
307,Größe::N,зурлык,Größe
308,Länge::N,озынлык,Länge
309,Höhe::N,биеклек,Höhe
310,Gewicht::N,авырлык,Gewicht
311,Menge::N,микъдар,Menge
312,Haufen::N,өем,Haufen
313,Reihe::N,рәт,Reihe
314,Boot::N,каек,Boot
315,Boot::N,көймә,Boot
316,Ruder::N,ишкәк,Ruder
317,Schlitten::N,чана,Schlitten
318,Ski::N,чаңгы,Ski
319,Lagerfeuer::N,костёр,Lagerfeuer
320,Last::N,йөк,Last
321,Gang::N,йөреш,Gang
322,Schritt::N,адым,Schritt
323,Norden::N,төньяк,Norden
324,Süden::N,көньяк,Süden
325,Westen::N,көнбатыш,Westen
326,Osten::N,шәрык,Osten
327,Osten::N,көнчыгыш,Osten
328,Holz::N,агач,Holz
329,Brett::N,такта,Brett
330,Platte::N,плитә,Platte
331,Stütze::N,таяу,Stütze
332,Stange::N,колга,Stange
333,Stock::N,таяк,Stock
334,Stab::N,таяк,Stab
335,Rohr::N,торба,Rohr
336,Haus::N,өй,Haus
337,Haus::N,йорт,Haus
338,Heim::N,гаилә,Heim
339,Heim::N,нәсел,Heim
340,Ofen::N,мич,Ofen
341,Fußboden::N,идән,Fußboden
342,Tisch::N,өстәл,Tisch
343,Stuhl::N,утыргыч,Stuhl
344,Wiege::N,бишек,Wiege
345,Bett::N,ятак,Bett
346,Bett::N,урын-җир,Bett
347,Regal::N,киштә,Regal
348,Regal::N,шүрлек,Regal
349,Kiste::N,әрҗә,Kiste
350,Fenster::N,тәрәзә,Fenster
351,Tür::N,ишек,Tür
352,Tor::N,капка,Tor
353,Zaun::N,койма,Zaun
354,Dach::N,түбә,Dach
355,Leiter::N,баскыч,Leiter
356,Besen::N,себерке,Besen
357,Spaten::N,көрәк,Spaten
358,Schaufel::N,көрәк,Schaufel
359,Gabel::N,чәннечке,Gabel
360,Löffel::N,кашык,Löffel
361,Messer::N,пычак,Messer
362,Nagel::N,кадак,Nagel
363,Netz::N,челтәр,Netz
364,Haken::N,ыргак,Haken
365,Griff::N,тотка,Griff
366,Schloss::N,йозак,Schloss
367,Bild::N,рәсем,Bild
368,Bild::N,картина,Bild
369,Figur::N,сын,Figur
370,Figur::N,фигура,Figur
371,Puppe::N,курчак,Puppe
372,Beutel::N,луза,Beutel
373,Bündel::N,бәйләм,Bündel
374,Tasche::N,букча,Tasche
375,Eimer::N,чиләк,Eimer
376,Deckel::N,капкач,Deckel
377,Geschirr::N,савыт-саба,Geschirr
378,Geschirr::N,кашык-аяк,Geschirr
379,Sack::N,капчык,Sack
380,Tasse::N,чынаяк,Tasse
381,Topf::N,чүлмәк,Topf
382,Kessel::N,казан,Kessel
383,Essen::N,ашау,Essen
384,Nahrung::N,азык,Nahrung
385,Nahrung::N,тәгам,Nahrung
386,Nahrung::N,ашамлык,Nahrung
387,Speise::N,ризык,Speise
388,Fleisch::N,ит,Fleisch
389,Getreide::N,ашлык,Getreide
390,Brei::N,ботка,Brei
391,Brot::N,ипи,Brot
392,Brot::N,икмәк,Brot
393,Scheibe::N,телем,Scheibe
394,Fett::N,май,Fett
395,Butter::N,май,Butter
396,Öl::N,май,Öl
397,Salz::N,тоз,Salz
398,Suppe::N,шулпа,Suppe
399,Honig::N,бал,Honig
400,Milch::N,сөт,Milch
401,Tee::N,чәй,Tee
402,Leder::N,күн,Leder
403,Wolle::N,йон,Wolle
404,Stoff::N,тукыма,Stoff
405,Nadel::N,энә,Nadel
406,Faden::N,җеп,Faden
407,Knopf::N,төймә,Knopf
408,Knoten::N,төен,Knoten
409,Farbe::N,буяу,Farbe
410,Kleidung::N,кием,Kleidung
411,Hemd::N,күлмәк,Hemd
412,Kragen::N,яка,Kragen
413,Ärmel::N,җиң,Ärmel
414,Hose::N,чалбар,Hose
415,Gürtel::N,билбау,Gürtel
416,Mütze::N,бүрек,Mütze
417,Schuh::N,башмак,Schuh
418,Stiefel::N,итек,Stiefel
419,Ring::N,балдак,Ring
420,Band::N,тасма,Band
421,Kamm::N,тарак,Kamm
422,Spiegel::N,көзге,Spiegel
423,Riemen::N,каеш,Riemen
424,Schnur::N,бау,Schnur
425,Leine::N,тезген,Leine
426,Decke::N,юрган,Decke
427,Kissen::N,мендәр,Kissen
428,Tuch::N,яулык,Tuch
429,Handtuch::N,сөлгә,Handtuch
430,Kraft::N,егәр,Kraft
431,Kraft::N,дәрман,Kraft
432,Stärke::N,көч,Stärke
433,Stärke::N,дәрман,Stärke
434,Gesundheit::N,саулык,Gesundheit
435,Krankheit::N,чир,Krankheit
436,Krankheit::N,хаста,Krankheit
437,Krankheit::N,сырхау,Krankheit
438,Schmerz::N,авырту,Schmerz
439,Wunde::N,яра,Wunde
440,Wunde::N,җәрәхәт,Wunde
441,Fieber::N,бизгәк,Fieber
442,Arznei::N,дару,Arznei
443,Brücke::N,күпер,Brücke
444,Brunnen::N,кое,Brunnen
445,Weide::N,утлавык,Weide
446,Pfad::N,сукмак,Pfad
447,Weg::N,юл,Weg
448,Straße::N,урам,Straße
449,Dorf::N,авыл,Dorf
450,Stadt::N,шәһәр,Stadt
451,Brief::N,хат,Brief
452,Buch::N,китап,Buch
453,Buchstabe::N,хәреф,Buchstabe
454,Zeitung::N,газет,Zeitung
455,Zeitung::N,газета,Zeitung
456,Leben::N,гомер,Leben
457,Leben::N,тормыш,Leben
458,Leben::N,тереклек,Leben
459,Tod::N,үлем,Tod
460,Grab::N,гүр,Grab
461,Grab::N,кабер,Grab
462,Kirche::N,чиркәү,Kirche
463,Sünde::N,язык,Sünde
464,Sünde::N,гөнаһ,Sünde
465,Gott::N,алла,Gott
466,Gott::N,ходай,Gott
467,Arbeiter::N,эшче,Arbeiter
468,Chef::N,башлык,Chef
469,Meister::N,оста,Meister
470,Arzt::N,врач,Arzt
471,Arzt::N,табиб,Arzt
472,Lehrer::N,укытучы,Lehrer
473,Lehrer::N,мөгаллим,Lehrer
474,Geld::N,акча,Geld
475,Geschäft::N,эш,Geschäft
476,Laden::N,кибет,Laden
477,Laden::N,магазин,Laden
478,Preis::N,бәя,Preis
479,Preis::N,бәһа,Preis
480,Ware::N,товар,Ware
481,Nutzen::N,файда,Nutzen
482,Reichtum::N,байлык,Reichtum
483,Welt::N,дөнья,Welt
484,Land::N,ил,Land
485,Staat::N,дәүләт,Staat
486,König::N,патша,König
487,Macht::N,хакимият,Macht
488,Grenze::N,чик,Grenze
489,Krieg::N,сугыш,Krieg
490,Feind::N,дошман,Feind
491,Gewalt::N,көчләү,Gewalt
492,Kampf::N,көрәш,Kampf
493,Bogen[Waffe]::N,җәя,Bogen
494,Pfeil::N,ук,Pfeil
495,Gewehr::N,мылтык,Gewehr
496,Fehler::N,хата,Fehler
497,Lüge::N,ялган,Lüge
498,Schaden::N,зыян,Schaden
499,Schaden::N,зарар,Schaden
500,Unglück::N,бәла,Unglück
501,Schuld::N,гаеп,Schuld
502,Alter::N,яшь,Alter
503,Schluss::N,ахыр,Schluss
504,Zeit::N,заман,Zeit
505,Tag::N,көн,Tag
506,Morgen::N,иртә,Morgen
507,Mittag::N,өйлә,Mittag
508,Abend::N,кич,Abend
509,Nacht::N,төн,Nacht
510,Woche::N,атна,Woche
511,Monat::N,ай,Monat
512,Jahr::N,ел,Jahr
513,Frühling::N,яз,Frühling
514,Sommer::N,җәй,Sommer
515,Herbst::N,көз,Herbst
516,Winter::N,кыш,Winter
517,Januar::N,гыйнвар,Januar
518,Februar::N,февраль,Februar
519,März::N,март,März
520,April::N,апрель,April
521,Mai::N,май,Mai
522,Juni::N,июнь,Juni
523,Juli::N,июль,Juli
524,August::N,август,August
525,September::N,сентябрь,September
526,Oktober::N,октябрь,Oktober
527,November::N,ноябрь,November
528,Dezember::N,декабрь,Dezember
529,Montag::N,дүшәмбе,Montag
530,Dienstag::N,сишәмбе,Dienstag
531,Mittwoch::N,чәршәмбе,Mittwoch
532,Donnerstag::N,атнакич,Donnerstag
533,Donnerstag::N,пәнҗешәмбе,Donnerstag
534,Freitag::N,җомга,Freitag
535,Samstag::N,шимбә,Samstag
536,Sonntag::N,якшәмбе,Sonntag
537,groß::A,зур,groß
538,klein::A,кечкенә,klein
539,lang::A,озын,lang
540,kurz::A,кыска,kurz
541,breit::A,киң,breit
542,schmal::A,кысык,schmal
543,dicht::A,куе,dicht
544,dick[Gegenstand]::A,калын,dick
545,dünn::A,нечкә,dünn
546,fein::A,нәзакәтле,fein
547,fest::A,нык,fest
548,flach::A,яссы,flach
549,flach::A,ялпак,flach
550,glatt::A,шома,glatt
551,hart::A,каты,hart
552,weich::A,йомшак,weich
553,rund::A,түгәрәк,rund
554,spitz::A,очлы,spitz
555,scharf::A,үткен,scharf
556,stumpf::A,үтмәс,stumpf
557,schwer::A,салмак,schwer
558,schön::A,гүзәл,schön
559,heiß::A,эссе,heiß
560,warm::A,җылы,warm
561,kalt::A,суык,kalt
562,kalt::A,салкын,kalt
563,kühl::A,салкынча,kühl
564,frisch::A,салкынча,frisch
565,feucht::A,юеш,feucht
566,nass::A,дымлы,nass
567,trocken::A,коры,trocken
568,voll::A,тулы,voll
569,leer::A,буш,leer
570,offen::A,ачык,offen
571,geschlossen::A,йомык,geschlossen
572,sauber::A,пакь,sauber
573,sauber::A,чиста,sauber
574,schmutzig::A,керле,schmutzig
575,schmutzig::A,пычрак,schmutzig
576,roh::A,чи,roh
577,reif::A,өлгергән,reif
578,lecker::A,тәмле,lecker
579,süß::A,татлы,süß
580,bitter::A,ачы,bitter
581,sauer::A,әче,sauer
582,hell::A,якты,hell
583,dunkel::A,кара,dunkel
584,schwarz::A,кара,schwarz
585,weiß::A,ак,weiß
586,rot::A,кызыл,rot
587,gelb::A,сары,gelb
588,blau::A,күк,blau
589,grün::A,яшел,grün
590,grau::A,соры,grau
591,bunt::A,чуар,bunt
592,billig::A,арзан,billig
593,teuer::A,хаклы,teuer
594,wertvoll::A,кыйммәтле,wertvoll
595,blind::A,сукыр,blind
596,blind::A,күзсез,blind
597,taub::A,чукрак,taub
598,taub::A,саңгырау,taub
599,kräftig::A,егәрле,kräftig
600,stark::A,нык,stark
601,stark::A,базык,stark
602,schwach::A,зәгыйфь,schwach
603,fett::A,симез,fett
604,schlank::A,нәзек,schlank
605,hübsch::A,чибәр,hübsch
606,böse::A,усал,böse
607,dumm::A,акылсыз,dumm
608,faul::A,ялкау,faul
609,faul::A,иренчәк,faul
610,fleißig::A,тырыш,fleißig
611,fleißig::A,тырышучан,fleißig
612,geizig::A,саран,geizig
613,klug::A,акыллы,klug
614,geschickt::A,маһир,geschickt
615,lieb::A,сөекле,lieb
616,lustig::A,күңелле,lustig
617,sanft::A,басынкы,sanft
618,hungrig::A,ач,hungrig
619,krank::A,чирле,krank
620,krank::A,сырхау,krank
621,nackt::A,шәрә,nackt
622,traurig::A,ямансу,traurig
623,lebendig::A,тере,lebendig
624,gut::A,яхшы,gut
625,schlecht::A,начар,schlecht
626,richtig::A,дөрес,richtig
627,schlimm::A,әшәкә,schlimm
628,wahr::A,чып-чын,wahr
629,alt::A,иске,alt
630,neu::A,яңа,neu
631,ehemalig::A,элекке,ehemalig
632,alt[Lebewesen]::A,карт,alt
633,jung::A,яшь,jung
634,arm::A,фәкыйрь,arm
635,reich::A,бай,reich
636,bekannt::A,таныш,bekannt
637,berühmt::A,атаклы,berühmt
638,fremd::A,ят,fremd
639,verschieden::A,төрле,verschieden
640,nah::A,якын,nah
641,fern::A,ерак,fern
642,linker::A,сул,linker
643,rechter::A,уң,rechter
644,anderer::A,бүтән,anderer
645,erster::A,беренче,erster
646,zweiter::A,икенче,zweiter
647,dritter::A,өченче,dritter
648,letzter::A,ахыргы,letzter
649,allein::ADV,ялгыз,allein
650,auf einmal::ADV,бердән,auf einmal
651,zusammen::ADV,бергә,zusammen
652,lange::ADV,озак,lange
653,plötzlich::ADV,искәрмәстән,plötzlich
654,sofort::ADV,хәзер,sofort
655,später::ADV,соңрак,später
656,jetzt::ADV,хәзер,jetzt
657,heute::ADV,бүген,heute
658,morgen::ADV,иртәгә,morgen
659,bald::ADV,тиздән,bald
660,dann::ADV,аннары,dann
661,gestern::ADV,кичә,gestern
662,einst::ADV,берчак,einst
663,damals::ADV,ул вакытта,damals
664,damals::ADV,ул чакта,damals
665,danach::ADV,да,danach
666,vorher::ADV,элек,vorher
667,zuerst::ADV,башта,zuerst
668,einmal::ADV,бер,einmal
669,einmal::ADV,бер мәртәбә,einmal
670,manchmal::ADV,кайчакта,manchmal
671,oft::ADV,еш,oft
672,immer::ADV,һәркайчан,immer
673,niemals::ADV,hичбер вакыт,niemals
674,hier::ADV,монда,hier
675,hier::ADV,биредә,hier
676,hierhin::ADV,монда,hierhin
677,von hier::ADV,моннан,von hier
678,dort::ADV,анда,dort
679,dorthin::ADV,тегеләй,dorthin
680,geradeaus::ADV,турыдан-туры,geradeaus
681,vorwärts::ADV,алга,vorwärts
682,rückwärts::ADV,кире,rückwärts
683,zurück::ADV,кире,zurück
684,unten::ADV,түбәндә,unten
685,hinab::ADV,аска,hinab
686,oben::ADV,өстә,oben
687,oben::ADV,югарыда,oben
688,hinauf::ADV,өскә,hinauf
689,überall::ADV,hәркайда,überall
690,nicht::ADV,түгел,nicht
691,ein wenig::ADV,бераз,ein wenig
692,kaum::ADV,көчкә,kaum
693,sehr::ADV,бик,sehr
694,so::ADV,алай,so
695,noch::ADV,янә,noch
696,noch::ADV,тагын,noch
697,nur::ADV,фәкать,nur
698,schon::ADV,инде,schon
699,wieder::ADV,янә,wieder
700,wieder::ADV,тагын,wieder
701,vergebens::ADV,юкка,vergebens
702,vor::PRP,алдыннан,vor
703,hinter::PRP,арттан,hinter
704,unter::PRP,астында,unter
705,durch::PRP,аша,durch
706,neben::PRP,тирәсендә,neben
707,zwischen::PRP,арасында,zwischen
708,wegen::PRP,сәбәпле,wegen
709,dies::PRN,бу,dies
710,das::PRN,ул,das
711,alles::PRN,һәммә,alles
712,ich::PRN,мин,ich
713,du::PRN,син,du
714,er::PRN,ул,er
715,wir::PRN,без,wir
716,ihr::PRN,сез,ihr
717,sie::PRN,ул,sie
718,was::FPRN,ни,was
719,was::FPRN,нәрсә,was
720,wer::FPRN,кем,wer
721,wo::FADV,кайда,wo
722,wohin::FADV,кая,wohin
723,wie::FADV,ничек,wie
724,warum::FADV,нигә,warum
725,wieviel::FNUM,ничә,wieviel
726,eins::NUM,бер,eins
727,zwei::NUM,ике,zwei
728,drei::NUM,өч,drei
729,vier::NUM,дүрт,vier
730,fünf::NUM,биш,fünf
731,sechs::NUM,алты,sechs
732,sieben::NUM,җиде,sieben
733,acht::NUM,сигез,acht
734,neun::NUM,тугыз,neun
735,zehn::NUM,ун,zehn
736,elf::NUM,унбер,elf
737,zwölf::NUM,унике,zwölf
738,zwanzig::NUM,егерме,zwanzig
739,dreißig::NUM,утыз,dreißig
740,vierzig::NUM,кырык,vierzig
741,fünfzig::NUM,илле,fünfzig
742,sechzig::NUM,алтмыш,sechzig
743,siebzig::NUM,җитмеш,siebzig
744,achtzig::NUM,сиксән,achtzig
745,neunzig::NUM,туксан,neunzig
746,hundert::NUM,йөз,hundert
747,tausend::NUM,мең,tausend
748,und::CNJ,вә,und
749,oder::CNJ,яки,oder
750,oder::CNJ,яисә,oder
751,stehen::V,тору,stehen
752,sitzen::V,утыру,sitzen
753,liegen::V,яту,liegen
754,hängen::V,эленү,hängen
755,werden::V,булу,werden
756,passieren::V,булу,passieren
757,beginnen::V,башлану,beginnen
758,enden::V,бетү,enden
759,wechseln::V,үзгәртү,wechseln
760,aufgehen[Sonne]::V,чыгу,aufgehen
761,untergehen[Sonne]::V,бату,untergehen
762,scheinen[Sonne]::V,яктырту,scheinen
763,donnern::V,күкрәү,donnern
764,wehen::V,исү,wehen
765,strömen::V,агу,strömen
766,fließen::V,агу,fließen
767,sich drehen::V,бөтерелү,sich drehen
768,schwanken::V,икеләнү,schwanken
769,schwingen::V,тирбәлү,schwingen
770,fallen::V,егылу,fallen
771,brennen::V,яну,brennen
772,rauchen::V,төтәү,rauchen
773,rauchen::V,төтенләү,rauchen
774,regnen::V,яву,regnen
775,gefrieren::V,кату,gefrieren
776,tauen::V,эрү,tauen
777,tauen::V,эретү,tauen
778,schmelzen::V,эрү,schmelzen
779,schmelzen::V,эретү,schmelzen
780,trocknen::V,кибү,trocknen
781,sieden::V,ургылу,sieden
782,faulen::V,черү,faulen
783,verfaulen::V,черү,verfaulen
784,reißen::V,өзелү,reißen
785,versinken::V,бату,versinken
786,vergehen::V,авышу,vergehen
787,erscheinen::V,пәйда булу,erscheinen
788,verschwinden::V,югалу,verschwinden
789,verschwinden::V,юк булу,verschwinden
790,sinken::V,кимү,sinken
791,sinken::V,кайту,sinken
792,abnehmen::V,азаю,abnehmen
793,zunehmen::V,арту,zunehmen
794,zunehmen::V,күбәю,zunehmen
