,Concept_ID,,ru
1022,vergessen::V,,забыть
1023,messen::V,,мерить
1024,zählen::V,,считать
1025,rechnen::V,,считать
1026,lesen::V,,читать
1027,malen::V,,рисовать
1028,zeichnen::V,,рисовать
1029,schreiben::V,,писать
1030,besitzen::V,,иметь
1031,kaufen::V,,купить
1032,verkaufen::V,,продать
1033,bezahlen::V,,заплатить
1034,zahlen::V,,платить
1035,beherrschen::V,,владеть
1036,ertragen::V,,вытерпеть
