,Concept_ID,de,no
59,Traum::N,Traum,drøm
60,Himmel::N,Himmel,himmel
61,Sonne::N,Sonne,sol
62,Mond::N,Mond,måne
63,Stern::N,Stern,stjerne
64,Luft::N,Luft,luft
65,Wind::N,Wind,vind
66,Welle::N,Welle,bølge
67,Wasser::N,Wasser,vann
68,Stein::N,Stein,stein
69,Boden::N,Boden,bakke
70,Erde::N,Erde,jord
71,Staub::N,Staub,støv
72,Rauch::N,Rauch,røyk
73,Funke::N,Funke,gnist
74,Feuer::N,Feuer,ild
75,Licht::N,Licht,lys
76,Schatten::N,Schatten,skygge
77,Wetter::N,Wetter,vær
78,Nebel::N,Nebel,tåke
79,Wolke::N,Wolke,sky
80,Regen::N,Regen,regn
81,Schnee::N,Schnee,snø
82,Eis::N,Eis,is
83,Frost::N,Frost,frost
84,Kälte::N,Kälte,kulde
85,Hitze::N,Hitze,hete
86,Raureif::N,Raureif,rimfrost
87,Regenbogen::N,Regenbogen,regnbue
88,Donner::N,Donner,torden
89,Strömung::N,Strömung,strømning
90,Tropfen::N,Tropfen,dråpe
91,Schaum::N,Schaum,skum
92,Schmutz::N,Schmutz,søl
93,Schmutz::N,Schmutz,skitt
94,See::N,See,sjø
95,Sumpf::N,Sumpf,sump
96,Sumpf::N,Sumpf,myrlende
97,Moor::N,Moor,myr
98,Moor::N,Moor,myrhei
99,Wiese::N,Wiese,eng
100,Wald::N,Wald,skog
101,Hügel::N,Hügel,haug
102,Hügel::N,Hügel,bakke
103,Anhöhe::N,Anhöhe,haug
104,Anhöhe::N,Anhöhe,bakke
105,Berg::N,Berg,berg
106,Berg::N,Berg,fjell
107,Gipfel::N,Gipfel,topp
108,Höhle::N,Höhle,hule
109,Abhang::N,Abhang,li
110,Abhang::N,Abhang,skråning
111,Quelle::N,Quelle,kilde
112,Bach::N,Bach,bekk
113,Fluss::N,Fluss,elv
114,Ufer::N,Ufer,bredd
115,Küste::N,Küste,kyst
116,Festland::N,Festland,fastland
117,Meer::N,Meer,hav
118,Bucht::N,Bucht,bukt
119,Insel::N,Insel,øy
120,Blume::N,Blume,blomst
121,Gras::N,Gras,gress
122,Wurzel::N,Wurzel,rot
123,Baum::N,Baum,tre
124,Stamm::N,Stamm,stamme
125,Rinde::N,Rinde,bark
126,Ast::N,Ast,gren
127,Zweig::N,Zweig,kvist
128,Blatt::N,Blatt,blad
129,Birke::N,Birke,bjørk
130,Kiefer[Baum]::N,Kiefer,furu
131,Weide[Baum]::N,Weide,selje
132,Weide[Baum]::N,Weide,piletre
133,Tanne::N,Tanne,gran
134,Horn::N,Horn,horn
135,Feder::N,Feder,fjær
136,Fell::N,Fell,skinn
137,Flügel::N,Flügel,vinge
138,Klaue::N,Klaue,klauv
139,Kralle::N,Kralle,klo
140,Schwanz::N,Schwanz,hale
141,Ei::N,Ei,egg
142,Nest::N,Nest,rede
143,Bau::N,Bau,hi
144,Tier::N,Tier,dyr
145,Herde::N,Herde,flokk
146,Kuh::N,Kuh,ku
147,Bulle::N,Bulle,tyr
148,Pferd::N,Pferd,hest
149,Schaf::N,Schaf,får
150,Schwein::N,Schwein,gris
151,Hund::N,Hund,hund
152,Katze::N,Katze,katt
153,Bär::N,Bär,bjørn
154,Eichhörnchen::N,Eichhörnchen,ekorn
155,Elch::N,Elch,elg
156,Fuchs::N,Fuchs,rev
157,Hase::N,Hase,hare
158,Maus::N,Maus,mus
159,Wolf::N,Wolf,ulv
160,Wolf::N,Wolf,varg
161,Vogel::N,Vogel,fugl
162,Schwarm::N,Schwarm,sverm
163,Huhn::N,Huhn,høne
164,Hahn::N,Hahn,hane
165,Gans::N,Gans,gås
166,Adler::N,Adler,ørn
167,Ente::N,Ente,and
168,Eule::N,Eule,ugle
169,Kranich::N,Kranich,trane
170,Krähe::N,Krähe,kråke
171,Kuckuck::N,Kuckuck,gjøk
172,Schwan::N,Schwan,svane
173,Fisch::N,Fisch,fisk
174,Barsch::N,Barsch,abbor
175,Hecht::N,Hecht,gjedde
176,Schlange[Tier]::N,Schlange,orm
177,Schlange[Tier]::N,Schlange,slange
178,Wurm::N,Wurm,orm
179,Wurm::N,Wurm,mark
180,Spinne::N,Spinne,edderkopp
181,Ameise::N,Ameise,maur
182,Laus::N,Laus,lus
183,Mücke::N,Mücke,mygg
184,Fliege::N,Fliege,flue
185,Schmetterling::N,Schmetterling,sommerfugl
186,Beere::N,Beere,bær
187,Apfel::N,Apfel,eple
188,Pilz::N,Pilz,sopp
189,Zwiebel::N,Zwiebel,løk
190,Saat::N,Saat,sæd
191,Korn::N,Korn,korn
192,Heu::N,Heu,høy
193,Schale::N,Schale,skall
194,Grube::N,Grube,grop
195,Falle::N,Falle,felle
196,Schlinge::N,Schlinge,snare
197,Spur::N,Spur,spor
198,Asche::N,Asche,aske
199,Dreck::N,Dreck,møkk
200,Dreck::N,Dreck,skitt
201,Eisen::N,Eisen,jern
202,Gold::N,Gold,gull
203,Silber::N,Silber,sølv
204,Kohle::N,Kohle,kol
205,Kohle::N,Kohle,kull
206,Glas::N,Glas,glass
207,Lehm::N,Lehm,leire
208,Sand::N,Sand,sand
209,Mensch::N,Mensch,menneske
210,Mann::N,Mann,mann
211,Frau::N,Frau,kvinne
212,Kind::N,Kind,barn
213,Junge::N,Junge,gutt
214,Mädchen::N,Mädchen,pike
215,Mädchen::N,Mädchen,jente
216,Familie::N,Familie,familie
217,Großvater::N,Großvater,bestefar
218,Großmutter::N,Großmutter,bestemor
219,Eltern::N,Eltern,foreldre
220,Vater::N,Vater,far
221,Mutter::N,Mutter,mor
222,Sohn::N,Sohn,sønn
223,Tochter::N,Tochter,datter
224,Bruder::N,Bruder,bror
225,Schwester::N,Schwester,søster
226,Onkel::N,Onkel,onkel
227,Tante::N,Tante,tante
228,Ehemann::N,Ehemann,ektemann
229,Ehefrau::N,Ehefrau,hustru
230,Freude::N,Freude,glede
231,Gelächter::N,Gelächter,latter
232,Glück::N,Glück,lykke
233,Kummer::N,Kummer,sorg
234,Wunsch::N,Wunsch,ønske
235,Lust::N,Lust,lyst
236,Geist::N,Geist,ånd
237,Gedanke::N,Gedanke,tanke
238,Gedächtnis::N,Gedächtnis,minne
239,Gedächtnis::N,Gedächtnis,hukommelse
240,Verstand::N,Verstand,forstand
241,Sinn::N,Sinn,mening
242,Sinn::N,Sinn,betydning
243,Grund::N,Grund,grunn
244,Wahrheit::N,Wahrheit,sannhet
245,Gespräch::N,Gespräch,samtale
246,Märchen::N,Märchen,eventyr
247,Erzählung::N,Erzählung,fortelling
248,Nachricht::N,Nachricht,melding
249,Neuigkeit::N,Neuigkeit,nyhet
250,Name::N,Name,navn
251,Rätsel::N,Rätsel,gåte
252,Rede::N,Rede,tale
253,Sprache::N,Sprache,språk
254,Stimme::N,Stimme,stemme
255,Wort::N,Wort,ord
256,Zeichen::N,Zeichen,tegn
257,Ruf::N,Ruf,rop
258,Lärm::N,Lärm,bråk
259,Laut::N,Laut,lyd
260,Ton::N,Ton,tone
261,Lied::N,Lied,vise
262,Ruhe::N,Ruhe,ro
263,Leute::N,Leute,folk
264,Volk::N,Volk,folk
265,Arbeit::N,Arbeit,arbeid
266,Gast::N,Gast,gjest
267,Geschenk::N,Geschenk,gave
268,Spiel::N,Spiel,lek
269,Spiel::N,Spiel,spill
270,Gesellschaft::N,Gesellschaft,selskap
271,Hilfe::N,Hilfe,hjelp
272,Freund::N,Freund,venn
273,Kamerad::N,Kamerad,kamerat
274,Angelegenheit::N,Angelegenheit,sak
275,Angelegenheit::N,Angelegenheit,anliggende
276,Anzahl::N,Anzahl,antall
277,Art::N,Art,art
278,Art::N,Art,slag
279,Stück::N,Stück,stykke
280,Teil::N,Teil,del
281,Hälfte::N,Hälfte,halvdel
282,Kreis::N,Kreis,ring
283,Kreis::N,Kreis,sirkel
284,Kreuz::N,Kreuz,kors
285,Kreuz::N,Kreuz,kryss
286,Linie::N,Linie,linje
287,Strich::N,Strich,strek
288,Abstand::N,Abstand,avstand
289,Entfernung::N,Entfernung,avstand
290,Gegend::N,Gegend,strøk
291,Platz::N,Platz,plass
292,Ort::N,Ort,sted
293,Seite::N,Seite,side
294,Mitte::N,Mitte,midte
295,Gegenstand::N,Gegenstand,gjenstand
296,Sache::N,Sache,sak
297,Rand::N,Rand,rand
298,Kante::N,Kante,kant
299,Ecke::N,Ecke,hjørne
300,Spitze::N,Spitze,spiss
301,Ende::N,Ende,ende
302,Loch::N,Loch,hull
303,Winkel::N,Winkel,vinkel
304,Muster::N,Muster,mønster
305,Größe::N,Größe,størrelse
306,Länge::N,Länge,lengde
307,Höhe::N,Höhe,høyde
308,Gewicht::N,Gewicht,vekt
309,Menge::N,Menge,mengde
310,Haufen::N,Haufen,haug
311,Haufen::N,Haufen,bunke
312,Reihe::N,Reihe,rekke
313,Boot::N,Boot,båt
314,Ruder::N,Ruder,åre
315,Schlitten::N,Schlitten,slede
316,Schlitten::N,Schlitten,kjelke
317,Ski::N,Ski,ski
318,Lagerfeuer::N,Lagerfeuer,leirbål
319,Last::N,Last,bør
320,Last::N,Last,last
321,Gang::N,Gang,gang
322,Schritt::N,Schritt,steg
323,Schritt::N,Schritt,skritt
324,Norden::N,Norden,nord
325,Süden::N,Süden,sør
326,Westen::N,Westen,vest
327,Osten::N,Osten,øst
328,Holz::N,Holz,tre
329,Brett::N,Brett,fjøl
330,Brett::N,Brett,brett
331,Platte::N,Platte,plate
332,Stütze::N,Stütze,støtte
333,Stange::N,Stange,stang
334,Stock::N,Stock,pinne
335,Stab::N,Stab,stav
336,Stab::N,Stab,kjepp
337,Rohr::N,Rohr,rør
338,Haus::N,Haus,hus
339,Heim::N,Heim,hjem
340,Ofen::N,Ofen,ovn
341,Fußboden::N,Fußboden,gulv
342,Tisch::N,Tisch,bord
343,Stuhl::N,Stuhl,stol
344,Wiege::N,Wiege,vogge
345,Bett::N,Bett,seng
346,Regal::N,Regal,reol
347,Regal::N,Regal,hylle
348,Kiste::N,Kiste,kasse
349,Fenster::N,Fenster,vindu
350,Tür::N,Tür,dør
351,Tor::N,Tor,port
352,Zaun::N,Zaun,gjerde
353,Dach::N,Dach,tak
354,Leiter::N,Leiter,stige
355,Besen::N,Besen,kost
356,Spaten::N,Spaten,spade
357,Schaufel::N,Schaufel,skuffe
358,Gabel::N,Gabel,gaffel
359,Löffel::N,Löffel,skje
360,Messer::N,Messer,kniv
361,Nagel::N,Nagel,spiker
362,Netz::N,Netz,nett
363,Haken::N,Haken,krok
364,Griff::N,Griff,tak
365,Griff::N,Griff,håndtak
366,Schloss::N,Schloss,lås
367,Bild::N,Bild,bilde
368,Figur::N,Figur,figur
369,Puppe::N,Puppe,dukke
370,Beutel::N,Beutel,pose
371,Bündel::N,Bündel,bylt
372,Tasche::N,Tasche,veske
373,Eimer::N,Eimer,bøtte
374,Deckel::N,Deckel,lokk
375,Geschirr::N,Geschirr,kjøkkentøy
376,Sack::N,Sack,sekk
377,Tasse::N,Tasse,kopp
378,Topf::N,Topf,gryte
379,Kessel::N,Kessel,kjele
380,Essen::N,Essen,mål
381,Nahrung::N,Nahrung,mat
382,Nahrung::N,Nahrung,næring
383,Speise::N,Speise,matrett
384,Fleisch::N,Fleisch,kjøtt
385,Getreide::N,Getreide,korn
386,Brei::N,Brei,grøt
387,Brot::N,Brot,brød
388,Scheibe::N,Scheibe,skive
389,Fett::N,Fett,fett
390,Butter::N,Butter,smør
391,Öl::N,Öl,olje
392,Salz::N,Salz,salt
393,Suppe::N,Suppe,suppe
394,Honig::N,Honig,honning
395,Milch::N,Milch,melk
396,Tee::N,Tee,te
397,Leder::N,Leder,lær
398,Leder::N,Leder,skinn
399,Wolle::N,Wolle,ull
400,Stoff::N,Stoff,tøy
401,Stoff::N,Stoff,stoff
402,Nadel::N,Nadel,nål
403,Faden::N,Faden,tråd
404,Knopf::N,Knopf,knapp
405,Knoten::N,Knoten,knute
406,Farbe::N,Farbe,farge
407,Kleidung::N,Kleidung,påkledning
408,Hemd::N,Hemd,skjorte
409,Kragen::N,Kragen,krage
410,Ärmel::N,Ärmel,erme
411,Hose::N,Hose,bukse
412,Gürtel::N,Gürtel,belte
413,Mütze::N,Mütze,lue
414,Schuh::N,Schuh,sko
415,Stiefel::N,Stiefel,støvel
416,Ring::N,Ring,ring
417,Band::N,Band,band
418,Kamm::N,Kamm,kam
419,Spiegel::N,Spiegel,speil
420,Riemen::N,Riemen,rem
421,Schnur::N,Schnur,snor
422,Leine::N,Leine,line
423,Decke::N,Decke,teppe
424,Kissen::N,Kissen,pute
425,Tuch::N,Tuch,tøy
426,Handtuch::N,Handtuch,håndkle
427,Kraft::N,Kraft,kraft
428,Stärke::N,Stärke,styrke
429,Gesundheit::N,Gesundheit,helse
430,Gesundheit::N,Gesundheit,sunnhet
431,Krankheit::N,Krankheit,syke
432,Krankheit::N,Krankheit,sykdom
433,Schmerz::N,Schmerz,smerte
434,Wunde::N,Wunde,sår
435,Fieber::N,Fieber,feber
436,Arznei::N,Arznei,medisin
437,Arznei::N,Arznei,legemiddel
438,Brücke::N,Brücke,bro
439,Brunnen::N,Brunnen,brønn
440,Weide::N,Weide,beite
441,Pfad::N,Pfad,sti
442,Weg::N,Weg,vei
443,Straße::N,Straße,gate
444,Dorf::N,Dorf,landsby
445,Stadt::N,Stadt,by
446,Brief::N,Brief,brev
447,Buch::N,Buch,bok
448,Buchstabe::N,Buchstabe,bokstav
449,Zeitung::N,Zeitung,avis
450,Leben::N,Leben,liv
451,Tod::N,Tod,død
452,Grab::N,Grab,grav
453,Kirche::N,Kirche,kirke
454,Sünde::N,Sünde,synd
455,Gott::N,Gott,gud
456,Arbeiter::N,Arbeiter,arbeider
457,Chef::N,Chef,sjef
458,Meister::N,Meister,mester
459,Arzt::N,Arzt,lege
460,Lehrer::N,Lehrer,lærer
461,Geld::N,Geld,penger
462,Geschäft::N,Geschäft,forretning
463,Laden::N,Laden,butikk
464,Preis::N,Preis,pris
465,Ware::N,Ware,vare
466,Nutzen::N,Nutzen,nytte
467,Reichtum::N,Reichtum,rikdom
468,Welt::N,Welt,verden
469,Land::N,Land,land
470,Staat::N,Staat,stat
471,König::N,König,konge
472,Macht::N,Macht,makt
473,Grenze::N,Grenze,grense
474,Krieg::N,Krieg,krig
475,Feind::N,Feind,fiende
476,Gewalt::N,Gewalt,vold
477,Kampf::N,Kampf,kamp
478,Bogen[Waffe]::N,Bogen,bue
479,Pfeil::N,Pfeil,pil
480,Gewehr::N,Gewehr,gevær
481,Fehler::N,Fehler,feil
482,Lüge::N,Lüge,løgn
483,Schaden::N,Schaden,skade
484,Unglück::N,Unglück,uhell
485,Schuld::N,Schuld,skyld
486,Alter::N,Alter,alder
487,Schluss::N,Schluss,slutt
488,Zeit::N,Zeit,tid
489,Tag::N,Tag,dag
490,Morgen::N,Morgen,morgen
491,Mittag::N,Mittag,middag
492,Abend::N,Abend,aften
493,Nacht::N,Nacht,natt
494,Woche::N,Woche,uke
495,Monat::N,Monat,måned
496,Jahr::N,Jahr,år
497,Frühling::N,Frühling,vår
498,Sommer::N,Sommer,sommer
499,Herbst::N,Herbst,høst
500,Winter::N,Winter,vinter
501,Januar::N,Januar,januar
502,Februar::N,Februar,februar
503,März::N,März,mars
504,April::N,April,april
505,Mai::N,Mai,mai
506,Juni::N,Juni,juni
507,Juli::N,Juli,juli
508,August::N,August,august
509,September::N,September,september
510,Oktober::N,Oktober,oktober
511,November::N,November,november
512,Dezember::N,Dezember,desember
513,Montag::N,Montag,mandag
514,Dienstag::N,Dienstag,tirsdag
515,Mittwoch::N,Mittwoch,onsdag
516,Donnerstag::N,Donnerstag,torsdag
517,Freitag::N,Freitag,fredag
518,Samstag::N,Samstag,lørdag
519,Sonntag::N,Sonntag,søndag
520,groß::A,groß,stor
521,klein::A,klein,liten
522,lang::A,lang,lang
523,kurz::A,kurz,kort
524,breit::A,breit,bred
525,schmal::A,schmal,smal
526,dicht::A,dicht,tett
527,dick[Gegenstand]::A,dick,tykk
528,dünn::A,dünn,tynn
529,fein::A,fein,fin
530,fest::A,fest,fast
531,flach::A,flach,flat
532,glatt::A,glatt,glatt
533,hart::A,hart,hard
534,weich::A,weich,myk
535,weich::A,weich,bløt
536,rund::A,rund,rund
537,spitz::A,spitz,spiss
538,scharf::A,scharf,kvass
539,stumpf::A,stumpf,stubb
540,schwer::A,schwer,tung
541,schön::A,schön,pen
542,schön::A,schön,vakker
543,heiß::A,heiß,het
544,warm::A,warm,varm
545,kalt::A,kalt,kald
546,kühl::A,kühl,kjølig
547,frisch::A,frisch,fersk
548,feucht::A,feucht,fuktig
549,nass::A,nass,våt
550,trocken::A,trocken,tørr
551,voll::A,voll,full
552,leer::A,leer,tom
553,offen::A,offen,åpen
554,geschlossen::A,geschlossen,lukket
555,sauber::A,sauber,ren
556,schmutzig::A,schmutzig,skitten
557,roh::A,roh,rå
558,reif::A,reif,moden
559,lecker::A,lecker,lekker
560,süß::A,süß,søt
561,bitter::A,bitter,besk
562,bitter::A,bitter,bitter
563,sauer::A,sauer,sur
564,hell::A,hell,lys
565,dunkel::A,dunkel,mørk
566,schwarz::A,schwarz,svart
567,weiß::A,weiß,hvit
568,rot::A,rot,rød
569,gelb::A,gelb,gul
570,blau::A,blau,blå
571,grün::A,grün,grønn
572,grau::A,grau,grå
573,bunt::A,bunt,broket
574,billig::A,billig,billig
575,teuer::A,teuer,dyr
576,wertvoll::A,wertvoll,verdifull
577,blind::A,blind,blind
578,taub::A,taub,døv
579,kräftig::A,kräftig,kraftig
580,stark::A,stark,sterk
581,schwach::A,schwach,svak
582,fett::A,fett,fet
583,schlank::A,schlank,slank
584,hübsch::A,hübsch,pen
585,böse::A,böse,slem
586,dumm::A,dumm,dum
587,faul::A,faul,lat
588,faul::A,faul,doven
589,fleißig::A,fleißig,flittig
590,geizig::A,geizig,gjerrig
591,klug::A,klug,klok
592,geschickt::A,geschickt,hendig
593,geschickt::A,geschickt,skikket
594,lieb::A,lieb,kjær
595,lieb::A,lieb,snill
596,lustig::A,lustig,morsom
597,sanft::A,sanft,blid
598,hungrig::A,hungrig,sulten
599,krank::A,krank,syk
600,nackt::A,nackt,naken
601,traurig::A,traurig,sørgmodig
602,lebendig::A,lebendig,levende
603,gut::A,gut,god
604,schlecht::A,schlecht,dårlig
605,richtig::A,richtig,riktig
606,schlimm::A,schlimm,slem
607,wahr::A,wahr,sann
608,alt::A,alt,gammel
609,neu::A,neu,ny
610,ehemalig::A,ehemalig,forhenværende
611,alt[Lebewesen]::A,alt,gammel
612,jung::A,jung,ung
613,arm::A,arm,fattig
614,reich::A,reich,rik
615,bekannt::A,bekannt,kjent
616,berühmt::A,berühmt,berømt
617,fremd::A,fremd,fremmed
618,verschieden::A,verschieden,forskjellig
619,nah::A,nah,nær
620,fern::A,fern,fjern
621,linker::A,linker,venstre
622,rechter::A,rechter,høyre
623,anderer::A,anderer,annen
624,erster::A,erster,første
625,zweiter::A,zweiter,annen
626,dritter::A,dritter,tredje
627,letzter::A,letzter,sist
628,allein::ADV,allein,alene
629,auf einmal::ADV,auf einmal,med ett
630,zusammen::ADV,zusammen,sammen
631,lange::ADV,lange,lenge
632,plötzlich::ADV,plötzlich,plutselig
633,sofort::ADV,sofort,straks
634,später::ADV,später,senere
635,jetzt::ADV,jetzt,nå
636,heute::ADV,heute,i dag
637,morgen::ADV,morgen,i morgen
638,bald::ADV,bald,snart
639,dann::ADV,dann,så
640,gestern::ADV,gestern,i går
641,einst::ADV,einst,engang
642,damals::ADV,damals,den gang
643,danach::ADV,danach,deretter
644,vorher::ADV,vorher,før
645,vorher::ADV,vorher,i forveien
646,zuerst::ADV,zuerst,først
647,einmal::ADV,einmal,en gang
648,manchmal::ADV,manchmal,somme tider
649,oft::ADV,oft,ofte
650,immer::ADV,immer,alltid
651,niemals::ADV,niemals,aldri
652,hier::ADV,hier,her
653,hierhin::ADV,hierhin,hit
654,von hier::ADV,von hier,herfra
655,dort::ADV,dort,der
656,dorthin::ADV,dorthin,dit
657,geradeaus::ADV,geradeaus,rett fram
658,vorwärts::ADV,vorwärts,fram
659,vorwärts::ADV,vorwärts,framover
660,rückwärts::ADV,rückwärts,baklengs
661,zurück::ADV,zurück,tilbake
662,unten::ADV,unten,nede
663,hinab::ADV,hinab,ned
664,hinab::ADV,hinab,nedover
665,oben::ADV,oben,oppe
666,oben::ADV,oben,ovenpå
667,hinauf::ADV,hinauf,opp
668,hinauf::ADV,hinauf,oppover
669,überall::ADV,überall,overalt
670,nicht::ADV,nicht,ikke
671,ein wenig::ADV,ein wenig,litt
672,kaum::ADV,kaum,neppe
673,sehr::ADV,sehr,svært
674,so::ADV,so,så
675,noch::ADV,noch,enda
676,nur::ADV,nur,bare
677,schon::ADV,schon,alt
678,schon::ADV,schon,allerede
679,wieder::ADV,wieder,igjen
680,vergebens::ADV,vergebens,forgjeves
681,vor::PRP,vor,foran
682,vor::PRP,vor,utenfor
683,hinter::PRP,hinter,bak
684,hinter::PRP,hinter,bakom
685,unter::PRP,unter,under
686,durch::PRP,durch,gjennom
687,durch::PRP,durch,igjennom
688,neben::PRP,neben,ved siden av
689,zwischen::PRP,zwischen,mellom
690,wegen::PRP,wegen,på grunn av
691,dies::PRN,dies,dette
692,das::PRN,das,det
693,alles::PRN,alles,alt
694,ich::PRN,ich,jeg
695,du::PRN,du,du
696,er::PRN,er,han
697,wir::PRN,wir,vi
698,ihr::PRN,ihr,dere
699,sie::PRN,sie,de
700,was::FPRN,was,hva
701,wer::FPRN,wer,hvem
702,wo::FADV,wo,hvor
703,wohin::FADV,wohin,hvor ... hen
704,wie::FADV,wie,hvordan
705,warum::FADV,warum,hvorfor
706,wieviel::FNUM,wieviel,hvor mye
707,eins::NUM,eins,en
708,eins::NUM,eins,ett
709,zwei::NUM,zwei,to
710,drei::NUM,drei,tre
711,vier::NUM,vier,fire
712,fünf::NUM,fünf,fem
713,sechs::NUM,sechs,seks
714,sieben::NUM,sieben,sju
715,acht::NUM,acht,åtte
716,neun::NUM,neun,ni
717,zehn::NUM,zehn,ti
718,elf::NUM,elf,elleve
719,zwölf::NUM,zwölf,tolv
720,zwanzig::NUM,zwanzig,tjue
721,dreißig::NUM,dreißig,tretti
722,vierzig::NUM,vierzig,førti
723,fünfzig::NUM,fünfzig,femti
724,sechzig::NUM,sechzig,seksti
725,siebzig::NUM,siebzig,sytti
726,achtzig::NUM,achtzig,åtti
727,neunzig::NUM,neunzig,nitti
728,hundert::NUM,hundert,hundre
729,tausend::NUM,tausend,tusen
730,und::CNJ,und,og
731,oder::CNJ,oder,eller
732,stehen::V,stehen,stå
733,sitzen::V,sitzen,sitte
734,liegen::V,liegen,ligge
735,hängen::V,hängen,henge
736,werden::V,werden,bli
737,passieren::V,passieren,skje
738,passieren::V,passieren,hende
739,beginnen::V,beginnen,begynne
740,enden::V,enden,ende
741,enden::V,enden,slutte
742,wechseln::V,wechseln,veksle
743,aufgehen[Sonne]::V,aufgehen,stå opp
744,untergehen[Sonne]::V,untergehen,gå ned
745,scheinen[Sonne]::V,scheinen,skinne
746,donnern::V,donnern,tordne
747,wehen::V,wehen,blåse
748,strömen::V,strömen,strømme
749,fließen::V,fließen,flyte
750,sich drehen::V,sich drehen,dreie seg
751,schwanken::V,schwanken,svaie
752,schwingen::V,schwingen,svinge
753,fallen::V,fallen,falle
754,brennen::V,brennen,brenne
755,rauchen::V,rauchen,ryke
756,regnen::V,regnen,regne
757,gefrieren::V,gefrieren,fryse
758,tauen::V,tauen,tine
759,schmelzen::V,schmelzen,smelte
760,trocknen::V,trocknen,tørre
761,sieden::V,sieden,koke
762,faulen::V,faulen,råtne
763,verfaulen::V,verfaulen,råtne
764,reißen::V,reißen,briste
765,versinken::V,versinken,synke
766,versinken::V,versinken,synke ned
767,vergehen::V,vergehen,forløpe
768,erscheinen::V,erscheinen,synes
769,verschwinden::V,verschwinden,forsvinne
770,sinken::V,sinken,synke
771,abnehmen::V,abnehmen,avta
772,abnehmen::V,abnehmen,minske
773,zunehmen::V,zunehmen,tilta
774,steigen::V,steigen,stige
775,wachsen::V,wachsen,gro
776,wachsen::V,wachsen,vokse
777,glänzen::V,glänzen,skinne
778,funkeln::V,funkeln,tindre
779,lärmen::V,lärmen,bråke
780,läuten::V,läuten,ringe
781,klingeln::V,klingeln,ringe
782,klirren::V,klirren,klirre
783,brausen::V,brausen,bruse
784,rauschen::V,rauschen,suse
785,klingen::V,klingen,lyde
786,klingen::V,klingen,klinge
787,bellen::V,bellen,gjø
788,bellen::V,bellen,bjeffe
789,heulen::V,heulen,ule
790,blasen::V,blasen,blåse
791,pfeifen::V,pfeifen,plystre
792,schreien::V,schreien,skrike
793,stöhnen::V,stöhnen,stønne
794,zittern::V,zittern,dirre
795,zittern::V,zittern,skjelve
796,leben::V,leben,leve
797,geboren werden::V,geboren werden,fødes
798,atmen::V,atmen,ånde
799,atmen::V,atmen,puste
800,trinken::V,trinken,drikke
801,essen::V,essen,spise
802,schlucken::V,schlucken,svelge
803,müde werden::V,müde werden,bli trett
804,einschlafen::V,einschlafen,sovne
805,schlafen::V,schlafen,sove
806,aufwachen::V,aufwachen,våkne
807,aufstehen::V,aufstehen,stå opp
808,sich erholen::V,sich erholen,bli bra
809,sich erholen::V,sich erholen,komme seg
810,krank werden::V,krank werden,bli syk
811,krank sein::V,krank sein,være syk
812,schmerzen::V,schmerzen,gjøre vondt
813,husten::V,husten,hoste
814,genesen::V,genesen,komme seg
815,sterben::V,sterben,dø
816,umkommen::V,umkommen,omkomme
817,sich bewegen::V,sich bewegen,bevege seg
818,sich rühren::V,sich rühren,røre på seg
819,sich erheben::V,sich erheben,reise seg
820,sich setzen::V,sich setzen,sette sig
