,Concept_ID,sl,it
283,Gedanke::N,mísel,pensiero
284,Gedächtnis::N,pámet,memoria
285,Sinn::N,pomèn,senso
286,Sinn::N,pomèn,significato
287,Sinn::N,smísel,senso
288,Sinn::N,smísel,significato
289,Grund::N,vzròk,causa
290,Grund::N,vzròk,motivo
291,Grund::N,vzròk,ragione
292,Wahrheit::N,resníca,verità
293,Gespräch::N,pogóvor,discorso
294,Gespräch::N,pogóvor,conversazione
295,Märchen::N,právljica,fiaba
296,Märchen::N,právljica,fàvola
297,Erzählung::N,povést,racconto
298,Erzählung::N,povést,narrazione
299,Nachricht::N,sporočílo,messaggio
300,Neuigkeit::N,novóst,notizia
301,Name::N,imé,nome
302,Rätsel::N,ugánka,indovinello
303,Rede::N,góvor,discorso
304,Sprache::N,jêzik,lingua
305,Sprache::N,jêzik,linguaggio
306,Stimme::N,glás,voce
307,Wort::N,beséda,parola
308,Zeichen::N,znák,segno
309,Zeichen::N,znák,segnale
310,Ruf::N,klíc,chiamata
311,Lärm::N,hrúp,chiasso
312,Lärm::N,hrúp,strèpito
313,Lärm::N,trúšč,chiasso
314,Lärm::N,trúšč,strèpito
315,Laut::N,glás,suono
316,Ton::N,tón,tono
317,Lied::N,pésem,canto
318,Lied::N,pésem,canzone
319,Ruhe::N,pokòj,calma
320,Ruhe::N,pokòj,tranquillità
321,Leute::N,ljudjé,gente
322,Volk::N,národ,pòpolo
323,Arbeit::N,délo,lavoro
324,Gast::N,gòst,òspite
325,Gast::N,gòst,invitato
326,Geschenk::N,darílo,regalo
327,Spiel::N,ígra,gioco
328,Gesellschaft::N,drúžba,compagnìa
329,Hilfe::N,pomóč,aiuto
330,Hilfe::N,pomóč,soccorso
331,Freund::N,prijátelj,amico
332,Kamerad::N,továriš,camerata
333,Angelegenheit::N,zadéva,affare
334,Angelegenheit::N,zadéva,faccenda
335,Anzahl::N,števílo,nùmero
336,Anzahl::N,števílo,quantità
337,Art::N,vŕsta,tipo
338,Art::N,vŕsta,specie
339,Stück::N,kós,pezzo
340,Teil::N,dél,parte
341,Hälfte::N,polovíca,metà
342,Kreis::N,króg,cìrcolo
343,Kreis::N,kolobár,cìrcolo
344,Kreuz::N,kríž,croce
345,Linie::N,próga,lìnea
346,Strich::N,čŕta,tratto
347,Abstand::N,preslédek,distanza
348,Entfernung::N,oddáljenost,distanza
349,Entfernung::N,oddáljenost,lontananza
350,Gegend::N,kràj,regione
351,Gegend::N,dežêla,regione
352,Platz::N,prôstor,posto
353,Platz::N,prôstor,spazio
354,Ort::N,mésto,luogo
355,Ort::N,mésto,località
356,Seite::N,bòk,lato
357,Seite::N,bòk,parte
358,Seite::N,strán,lato
359,Seite::N,strán,parte
360,Mitte::N,sredína,mezzo
361,Mitte::N,sredína,centro
362,Gegenstand::N,prédmet,oggetto
363,Sache::N,réč,cosa
364,Sache::N,stvár,cosa
365,Rand::N,kràj,orlo
366,Rand::N,kràj,bordo
367,Kante::N,rób,spìgolo
368,Ecke::N,vogál,canto
369,Spitze::N,óst,punta
370,Ende::N,kônec,capo
371,Ende::N,kônec,estremità
372,Loch::N,lúknja,buco
373,Winkel::N,kót,àngolo
374,Muster::N,vzórec,disegno
375,Größe::N,veličína,taglia
376,Größe::N,veličína,grandezza
377,Länge::N,dolžína,lunghezza
378,Höhe::N,vršína,altezza
379,Gewicht::N,téža,peso
380,Menge::N,količína,quantità
381,Haufen::N,kùp,cùmulo
382,Haufen::N,kùp,mucchio
383,Haufen::N,kopíca,cùmulo
384,Haufen::N,kopíca,mucchio
385,Reihe::N,níz,fila
386,Reihe::N,vŕsta,fila
387,Boot::N,čóln,barca
388,Boot::N,čóln,battello
389,Ruder::N,vêslo,remo
390,Schlitten::N,saní,slitta
391,Ski::N,smučí,sci
392,Lagerfeuer::N,táborni ôgenj,falò
393,Lagerfeuer::N,táborni ôgenj,fuoco di bivacco
394,Last::N,tôvor,càrico
395,Gang::N,hòd,andata
396,Schritt::N,korák,passo
397,Norden::N,séver,nord
398,Norden::N,séver,settentrione
399,Süden::N,júg,sud
400,Süden::N,júg,meridione
401,Westen::N,zapàd,òvest
402,Westen::N,zapàd,occidente
403,Osten::N,vzhòd,est
404,Osten::N,vzhòd,oriente
405,Holz::N,lés,legno
406,Brett::N,deskà,asse
407,Brett::N,deskà,tàvola
408,Platte::N,plôča,lastra
409,Platte::N,plôča,piastra
410,Stütze::N,opóra,supporto
411,Stütze::N,zaslómba,supporto
412,Stange::N,gréd,sbarra
413,Stange::N,gréd,pèrtica
414,Stock::N,pálica,verga
415,Stock::N,pálica,bastone
416,Stock::N,pálica,bacchetta
417,Stab::N,pálica,asta
418,Rohr::N,cév,tubo
419,Haus::N,híša,casa
420,Heim::N,dóm,casa
421,Ofen::N,péč,stufa
422,Fußboden::N,pòd,pavimento
423,Tisch::N,míza,tàvolo
424,Stuhl::N,stòl,sedia
425,Wiege::N,zíbel,culla
426,Bett::N,póstelja,letto
427,Regal::N,políca,scaffale
428,Kiste::N,zabòj,cassa
429,Fenster::N,ôkno,finestra
430,Tür::N,vráta,porta
431,Tor::N,velíka vráta,portone
432,Zaun::N,ográja,recinto
433,Dach::N,stréha,tetto
434,Leiter::N,léstev,scala
435,Leiter::N,léstev,scala a pioli
436,Besen::N,mêtla,scopa
437,Spaten::N,lopáta,vanga
438,Schaufel::N,lopáta,pala
439,Gabel::N,vílice,forchetta
440,Löffel::N,žlíca,cucchiaio
441,Messer::N,nòž,coltello
442,Nagel::N,žebèlj,chiodo
443,Netz::N,mréža,rete
444,Haken::N,kljúka,uncino
445,Griff::N,ročáj,mànico
446,Griff::N,ročáj,maniglia
447,Griff::N,oprijèm,mànico
448,Griff::N,oprijèm,maniglia
449,Schloss::N,ključávnica,serratura
450,Bild::N,slíka,quadro
451,Bild::N,slíka,immàgine
452,Figur::N,figúra,figura
453,Figur::N,postáva,figura
454,Puppe::N,lútka,bàmbola
455,Beutel::N,môšnja,borsa
456,Beutel::N,môšnja,sacchetto
457,Bündel::N,cúla,fascio
458,Bündel::N,cúla,fagotto
459,Bündel::N,svéženj,fascio
460,Bündel::N,svéženj,fagotto
461,Tasche::N,tórba,borsa
462,Tasche::N,tobôlec,borsa
463,Eimer::N,vêdro,secchio
464,Deckel::N,pokròv,coperchio
465,Deckel::N,poklópec,coperchio
466,Geschirr::N,posóda,stoviglie
467,Sack::N,vréča,sacco
468,Tasse::N,skodélica,tazza
469,Topf::N,lônec,pèntola
470,Kessel::N,kôtel,paiolo
471,Kessel::N,kôtel,calderone
472,Essen::N,hrána,pasto
473,Essen::N,hrána,mangiare
474,Nahrung::N,živílo,cibo
475,Nahrung::N,živílo,alimento
476,Speise::N,jéd,piatto
477,Fleisch::N,mesó,carne
478,Getreide::N,žíto,cereali
479,Brei::N,káša,purè
480,Brei::N,káša,pappa
481,Brot::N,krùh,pane
482,Scheibe::N,réženj,fetta
483,Scheibe::N,réženj,trancia
484,Fett::N,mást,grasso
485,Fett::N,maščôba,grasso
486,Butter::N,máslo,burro
487,Öl::N,ólje,olio
488,Salz::N,sól,sale
489,Suppe::N,júha,zuppa
490,Suppe::N,júha,minestra
491,Honig::N,méd,miele
492,Milch::N,mléko,latte
493,Tee::N,čáj,tè
494,Leder::N,úsnje,pelle
495,Wolle::N,vólna,lana
496,Stoff::N,blagó,panno
497,Stoff::N,blagó,tessuto
498,Nadel::N,ígla,ago
499,Faden::N,nít,filo
500,Knopf::N,gúmb,bottone
501,Knoten::N,vôzel,nodo
502,Farbe::N,bárva,pittura
503,Kleidung::N,obléka,vestiti
504,Kleidung::N,obléka,vestiario
505,Hemd::N,srájca,camicia
506,Kragen::N,ovrátnik,bàvero
507,Kragen::N,ovrátnik,colletto
508,Ärmel::N,rokáv,mànica
509,Hose::N,hláče,calzoni
510,Gürtel::N,pás,cintura
511,Mütze::N,kápa,berretto
512,Mütze::N,čépica,berretto
513,Schuh::N,čévelj,scarpa
514,Stiefel::N,škórenj,stivale
515,Ring::N,pŕstan,anello
516,Band::N,trák,nastro
517,Band::N,trák,fettuccia
518,Kamm::N,glavník,pèttine
519,Spiegel::N,zrcálo,specchio
520,Spiegel::N,ogledálo,specchio
521,Riemen::N,jêrmen,cinghia
522,Schnur::N,vŕvca,corda
523,Leine::N,konôpec,guinzaglio
524,Decke::N,odéja,coperta
525,Kissen::N,blazína,cuscino
526,Kissen::N,blazína,guanciale
527,Tuch::N,pŕt,fazzoletto
528,Tuch::N,rúta,fazzoletto
529,Handtuch::N,brisáča,asciugamano
530,Kraft::N,síla,forza
531,Stärke::N,jákost,forza
532,Stärke::N,jákost,vigore
533,Stärke::N,jákost,fortezza
534,Gesundheit::N,zdrávje,salute
535,Krankheit::N,bolézen,malattìa
536,Schmerz::N,ból,dolore
537,Schmerz::N,bolečína,dolore
538,Wunde::N,rána,piaga
539,Wunde::N,rána,ferita
540,Fieber::N,vročína,febbre
541,Arznei::N,lék,fàrmaco
542,Arznei::N,lék,medicina
543,Arznei::N,zdravílo,fàrmaco
544,Arznei::N,zdravílo,medicina
545,Brücke::N,móst,ponte
546,Brunnen::N,vodnják,pozzo
547,Weide::N,páša,pàscolo
548,Pfad::N,stezà,sentiero
549,Weg::N,pót,via
550,Weg::N,pót,cammino
551,Straße::N,césta,strada
552,Dorf::N,vás,paese
553,Dorf::N,vás,villaggio
554,Stadt::N,mésto,città
555,Brief::N,písmo,lèttera
556,Buch::N,knjíga,libro
557,Buchstabe::N,čŕka,lèttera
558,Zeitung::N,čásnik,giornale
559,Leben::N,življênje,vita
560,Tod::N,smŕt,morte
561,Grab::N,gròb,tomba
562,Grab::N,gròb,sepolcro
563,Kirche::N,cérkev,chiesa
564,Sünde::N,gréh,peccato
565,Gott::N,bóg,dio
566,Arbeiter::N,délavec,operaio
567,Arbeiter::N,délavec,lavoratore
568,Chef::N,šéf,capo
569,Chef::N,šéf,padrone
570,Meister::N,mójster,mastro
571,Meister::N,mójster,maestro
572,Arzt::N,zdravník,mèdico
573,Arzt::N,zdravník,dottore
574,Lehrer::N,učítelj,professore
575,Geld::N,denár,soldi
576,Geld::N,denár,denaro
577,Geschäft::N,kupčíja,affare
578,Geschäft::N,kupčíja,negozio
579,Laden::N,trgovína,negozio
580,Preis::N,céna,prezzo
581,Ware::N,róba,merce
582,Nutzen::N,príd,ùtile
583,Nutzen::N,príd,profitto
584,Reichtum::N,bogástvo,ricchezza
585,Welt::N,svét,mondo
586,Land::N,dežêla,paese
587,Staat::N,držáva,Stato
588,König::N,králj,re
589,Macht::N,oblást,potere
590,Grenze::N,mêja,confine
591,Grenze::N,mêja,frontiera
592,Krieg::N,vôjna,guerra
593,Feind::N,sovrážnik,nemico
594,Gewalt::N,nasílje,violenza
595,Kampf::N,bòj,lotta
596,Kampf::N,bórba,lotta
597,Bogen[Waffe]::N,lók,arco
598,Pfeil::N,puščíca,freccia
599,Gewehr::N,púška,fucile
600,Fehler::N,zmóta,errore
601,Fehler::N,zmóta,sbaglio
602,Lüge::N,láž,bugìa
603,Lüge::N,láž,menzogna
604,Schaden::N,okvára,danno
605,Unglück::N,nesréča,sfortuna
606,Schuld::N,krívda,colpa
607,Alter::N,dôba,età
608,Schluss::N,kônec,fine
609,Zeit::N,čàs,tempo
610,Tag::N,dán,giorno
611,Tag::N,dán,giornata
612,Morgen::N,jútro,mattina
613,Mittag::N,póldan,mezzogiorno
614,Abend::N,večér,sera
615,Abend::N,večér,serata
616,Nacht::N,nóč,notte
617,Woche::N,téden,settimana
618,Monat::N,mésec,mese
619,Jahr::N,léto,anno
620,Frühling::N,pomlád,primavera
621,Sommer::N,polétje,estate
622,Herbst::N,jesén,autunno
623,Winter::N,zíma,inverno
624,Januar::N,jánuar,gennaio
625,Februar::N,fébruar,febbraio
626,März::N,márec,marzo
627,April::N,apríl,aprile
628,Mai::N,máj,maggio
629,Juni::N,júnij,giugno
630,Juli::N,júlij,luglio
631,August::N,avgúst,agosto
632,September::N,septêmber,settembre
633,Oktober::N,október,ottobre
634,November::N,novêmber,novembre
635,Dezember::N,decémber,dicembre
636,Montag::N,ponedéljek,lunedì
637,Dienstag::N,tôrek,martedì
638,Mittwoch::N,sréda,mercoledì
639,Donnerstag::N,četŕtek,giovedì
640,Freitag::N,pétek,venerdì
641,Samstag::N,sobóta,sàbato
642,Sonntag::N,nedélja,domenica
643,groß::A,vêlik,grande
644,klein::A,májhen,pìccolo
645,lang::A,dólg,lungo
646,kurz::A,krátek,corto
647,breit::A,širòk,largo
648,schmal::A,ózek,stretto
649,dicht::A,góst,denso
650,dick[Gegenstand]::A,dêbel,spesso
651,dünn::A,tánek,sottile
652,fein::A,drôben,fine
653,fein::A,drôben,delicato
654,fest::A,tŕden,sodo
655,fest::A,tŕden,fisso
656,flach::A,plán,piano
657,flach::A,plán,piatto
658,flach::A,plòsk,piano
659,flach::A,plòsk,piatto
660,glatt::A,gládek,liscio
661,hart::A,tŕd,duro
662,weich::A,mehák,molle
663,rund::A,okrógel,rotondo
664,spitz::A,šílast,aguzzo
665,spitz::A,šílast,appuntito
666,scharf::A,óster,affilato
667,scharf::A,óster,tagliente
668,stumpf::A,tóp,smussato
669,stumpf::A,skŕhan,smussato
670,schwer::A,têžek,pesante
671,schön::A,lép,bello
672,schön::A,krásen,bello
673,heiß::A,vròč,caldo
674,heiß::A,vròč,bollente
675,warm::A,tôpel,caldo
676,kalt::A,mŕzel,freddo
677,kalt::A,hláden,freddo
678,kühl::A,hláden,fresco
679,frisch::A,svéž,fresco
680,feucht::A,vlážen,ùmido
681,nass::A,móker,bagnato
682,trocken::A,súh,secco
683,voll::A,póln,pieno
684,leer::A,prázen,vuoto
685,offen::A,odpŕt,aperto
686,geschlossen::A,zapŕt,chiuso
687,sauber::A,číst,netto
688,sauber::A,číst,pulito
689,sauber::A,líčen,netto
690,sauber::A,líčen,pulito
691,schmutzig::A,umázan,sporco
692,schmutzig::A,umázan,sùdicio
693,roh::A,suròv,crudo
694,reif::A,zrèl,maturo
695,lecker::A,okúsen,ghiotto
696,lecker::A,okúsen,squisito
697,süß::A,sládek,dolce
698,bitter::A,grenák,amaro
699,sauer::A,kísel,aspro
700,sauer::A,kísel,acerbo
701,hell::A,svetèl,chiaro
702,dunkel::A,temèn,buio
703,dunkel::A,temèn,oscuro
704,schwarz::A,čŕn,nero
705,weiß::A,bél,bianco
706,rot::A,rdèč,rosso
707,gelb::A,žólt,giallo
708,gelb::A,rumèn,giallo
709,blau::A,móder,blu
710,blau::A,móder,azzurro
711,grün::A,zelèn,verde
712,grau::A,sív,grigio
713,bunt::A,písan,variopinto
714,billig::A,pocéni,a buon prezzo
715,billig::A,pocéni,a buon mercato
716,teuer::A,drág,caro
717,wertvoll::A,dragocén,prezioso
718,blind::A,slép,cieco
719,taub::A,glúh,sordo
720,kräftig::A,močán,forte
721,kräftig::A,močán,robusto
722,stark::A,ják,forte
723,stark::A,ják,vigoroso
724,schwach::A,šíbek,dèbole
725,fett::A,dêbel,grasso
726,schlank::A,vítek,snello
727,schlank::A,vítek,slanciato
728,hübsch::A,lép,bello
729,hübsch::A,lép,carino
730,böse::A,zèl,cattivo
731,böse::A,hudôben,cattivo
732,dumm::A,glúp,stùpido
733,dumm::A,bédast,stùpido
734,faul::A,lén,pigro
735,fleißig::A,marljív,diligente
736,geizig::A,škŕt,avaro
737,klug::A,pámeten,intelligente
738,geschickt::A,spréten,àbile
739,lieb::A,míl,caro
740,lieb::A,ljúb,caro
741,lustig::A,vesél,gaio
742,lustig::A,vesél,allegro
743,sanft::A,láhek,dolce
744,hungrig::A,láčen,affamato
745,krank::A,bolán,malato
746,krank::A,bolán,infermo
747,nackt::A,nág,nudo
748,traurig::A,túžen,triste
749,lebendig::A,žív,vivo
750,gut::A,dóber,buono
751,schlecht::A,malopríden,cattivo
752,richtig::A,pravílen,giusto
753,schlimm::A,húd,grave
754,wahr::A,resníčen,vero
755,alt::A,stàr,vecchio
756,neu::A,nòv,nuovo
757,ehemalig::A,nekdánji,vecchio
758,ehemalig::A,nekdánji,d'una_volta
759,alt[Lebewesen]::A,stàr,anziano
760,jung::A,mlád,giovane
761,arm::A,ubóg,pòvero
762,arm::A,réven,pòvero
763,reich::A,bogàt,ricco
764,bekannt::A,znán,noto
765,bekannt::A,znán,conosciuto
766,berühmt::A,sláven,famoso
767,berühmt::A,sláven,cèlebre
768,berühmt::A,znamenít,famoso
769,berühmt::A,znamenít,cèlebre
770,fremd::A,túj,estràneo
771,fremd::A,túj,straniero
772,verschieden::A,razlíčen,diverso
773,verschieden::A,razlíčen,differente
774,nah::A,blížnji,vicino
775,nah::A,blížnji,propinquo
776,fern::A,dáleč,lontano
777,linker::A,lévi,sinistro
778,rechter::A,désni,destro
779,anderer::A,drúgi,altro
780,erster::A,pŕvi,primo
781,zweiter::A,drúgi,secondo
782,dritter::A,trétji,terzo
783,letzter::A,poslédnji,ùltimo
784,allein::ADV,sám,solo
785,allein::ADV,sám,da solo
786,auf einmal::ADV,obênem,insieme
787,zusammen::ADV,skúpaj,insieme
788,lange::ADV,dólgo,a lungo
789,plötzlich::ADV,náglo,all'improvviso
790,plötzlich::ADV,nenádoma,all'improvviso
791,sofort::ADV,prècej,sùbito
792,sofort::ADV,prècej,all'istante
793,später::ADV,poznêje,più tardi
794,jetzt::ADV,zdàj,ora
795,jetzt::ADV,zdàj,adesso
796,heute::ADV,dánes,oggi
797,morgen::ADV,jútri,domani
798,bald::ADV,kmálu,presto
799,bald::ADV,kmálu,tra poco
800,dann::ADV,nató,allora
801,gestern::ADV,včéraj,ieri
802,einst::ADV,nékdaj,prima
803,einst::ADV,nékdaj,un tempo
804,damals::ADV,tedàj,allora
805,damals::ADV,takràt,allora
806,danach::ADV,potèm,poi
807,danach::ADV,potèm,dopo
808,vorher::ADV,poprèj,prima
809,zuerst::ADV,spŕva,prima
810,zuerst::ADV,spŕva,dapprima
811,einmal::ADV,ênkrat,una volta
812,manchmal::ADV,včásih,talvolta
813,manchmal::ADV,včásih,qualche volta
814,oft::ADV,pogósto,spesso
815,immer::ADV,védno,sempre
816,immer::ADV,zméraj,sempre
817,niemals::ADV,nikdàr,non mai
818,hier::ADV,tù,qua
819,hier::ADV,túkaj,qua
