,Concept_ID,ta,no
189,Pilz::N,காளான்,sopp
190,Zwiebel::N,வெங்காயம்,løk
191,Saat::N,விதை,sæd
192,Korn::N,தானியம்,korn
193,Heu::N,வைக்கோல்,høy
194,Schale::N,தோல்,skall
195,Grube::N,குழி,grop
196,Falle::N,பொறி,felle
197,Schlinge::N,கண்ணி,snare
198,Spur::N,சுவடு,spor
199,Asche::N,சாம்பல்,aske
200,Dreck::N,அழுக்கு,møkk
201,Dreck::N,அழுக்கு,skitt
202,Eisen::N,இரும்பு,jern
203,Gold::N,தங்கம்,gull
204,Silber::N,வெள்ளி,sølv
205,Kohle::N,நிலக்கரி,kol
206,Kohle::N,நிலக்கரி,kull
207,Glas::N,கண்ணாடி,glass
208,Lehm::N,களிமண்,leire
209,Sand::N,மணல்,sand
210,Mensch::N,மனிதர்கள்,menneske
211,Mann::N,மனிதன்,mann
212,Frau::N,பெண்,kvinne
213,Kind::N,குழந்தை,barn
214,Junge::N,பையன்,gutt
215,Mädchen::N,சிறுமி,pike
216,Mädchen::N,சிறுமி,jente
217,Familie::N,குடும்பம்,familie
218,Großvater::N,தாத்தா,bestefar
219,Großmutter::N,பாட்டி,bestemor
220,Eltern::N,பெற்றோர்,foreldre
221,Vater::N,தந்தை,far
222,Mutter::N,தாய்,mor
223,Sohn::N,மகன்,sønn
224,Tochter::N,மகள்,datter
225,Bruder::N,சகோதரன்,bror
226,Schwester::N,அக்கா,søster
227,Onkel::N,தாய் மாமன்,onkel
228,Tante::N,அத்தை,tante
229,Ehemann::N,கணவன்,ektemann
230,Ehefrau::N,மனைவி,hustru
231,Freude::N,கொண்டாட்டம்,glede
232,Gelächter::N,சிரிப்பு,latter
233,Glück::N,மகிழ்ச்சி,lykke
234,Kummer::N,துயரம்,sorg
235,Wunsch::N,விருப்பம்,ønske
236,Lust::N,விருப்பம்,lyst
237,Geist::N,ஆன்மா,ånd
238,Gedanke::N,எண்ணம்,tanke
239,Gedächtnis::N,ஞாபகம்,minne
240,Gedächtnis::N,ஞாபகம்,hukommelse
241,Verstand::N,மனம்,forstand
242,Sinn::N,அர்த்தம்,mening
243,Sinn::N,அர்த்தம்,betydning
244,Grund::N,காரணம்,grunn
245,Wahrheit::N,உண்நை,sannhet
246,Gespräch::N,பெசு,samtale
247,Märchen::N,நம்பத்தகாத கதை,eventyr
248,Erzählung::N,கதை,fortelling
249,Nachricht::N,செய்தி,melding
250,Neuigkeit::N,செய்தி,nyhet
251,Name::N,பெயர்,navn
252,Rätsel::N,புதிர்,gåte
253,Rede::N,பேச்சு,tale
254,Sprache::N,மொழி,språk
255,Stimme::N,குரல்,stemme
256,Wort::N,வார்த்தை,ord
257,Zeichen::N,குறி,tegn
258,Ruf::N,அழைப்பு,rop
259,Lärm::N,சத்தம்,bråk
260,Laut::N,ஒலி,lyd
261,Ton::N,குரல்,tone
262,Lied::N,பாட்டு,vise
263,Ruhe::N,அமைதி,ro
264,Leute::N,மக்கள்,folk
265,Volk::N,மக்கள்,folk
266,Arbeit::N,வேலை,arbeid
267,Gast::N,விருந்தாளி,gjest
268,Geschenk::N,பரிசுப் பொருள்,gave
269,Spiel::N,விளையாட்டு,lek
270,Spiel::N,விளையாட்டு,spill
271,Gesellschaft::N,சமுதாயம்,selskap
272,Hilfe::N,உதவி,hjelp
273,Freund::N,நண்பன்,venn
274,Kamerad::N,உடனிருப்பவன்,kamerat
275,Angelegenheit::N,செய்தி,sak
276,Angelegenheit::N,செய்தி,anliggende
277,Anzahl::N,எண்ணிக்கை,antall
278,Art::N,வகை,art
279,Art::N,வகை,slag
280,Stück::N,துண்டம்,stykke
281,Teil::N,பகுதி,del
282,Hälfte::N,பாதி,halvdel
283,Kreis::N,வட்டம்,ring
284,Kreis::N,வட்டம்,sirkel
285,Kreuz::N,சிலுவை,kors
286,Kreuz::N,சிலுவை,kryss
287,Linie::N,கோடு,linje
288,Strich::N,வாத நோய்,strek
289,Abstand::N,இடைவெளி,avstand
290,Entfernung::N,தூரம்,avstand
291,Gegend::N,வட்டாரம்,strøk
292,Platz::N,வெற்றிடம்,plass
293,Ort::N,இடம்,sted
294,Seite::N,பக்கம்,side
295,Mitte::N,இடைப்பகுதி,midte
296,Gegenstand::N,உருப்படி,gjenstand
297,Sache::N,பொருள்,sak
298,Rand::N,தொங்கு,rand
299,Kante::N,விளிம்பு,kant
300,Ecke::N,மூலை,hjørne
301,Spitze::N,முனை,spiss
302,Ende::N,முடிவு,ende
303,Loch::N,துளை,hull
304,Winkel::N,கோணம்,vinkel
305,Muster::N,பாங்கு,mønster
306,Größe::N,அளவு,størrelse
307,Länge::N,நீளம்,lengde
308,Höhe::N,உயரம்,høyde
309,Gewicht::N,எடை,vekt
310,Menge::N,தொகை,mengde
311,Haufen::N,குவியல்,haug
312,Haufen::N,குவியல்,bunke
313,Reihe::N,வரிசை,rekke
314,Boot::N,படகு,båt
315,Ruder::N,துடுப்பு,åre
316,Schlitten::N,சகடையிலா வண்டி,slede
317,Schlitten::N,சகடையிலா வண்டி,kjelke
318,Ski::N,பனிச் சறுக்கல்,ski
319,Lagerfeuer::N,மூட்டம்,leirbål
320,Last::N,பாரம்,bør
321,Last::N,பாரம்,last
322,Gang::N,நடை,gang
323,Schritt::N,காலடி,steg
324,Schritt::N,காலடி,skritt
325,Norden::N,வடக்கு,nord
326,Süden::N,தெற்கு,sør
327,Westen::N,மேற்கு திசை,vest
328,Osten::N,கிழக்கு,øst
329,Holz::N,மரக்கட்டை,tre
330,Brett::N,பலகை,fjøl
331,Brett::N,பலகை,brett
332,Platte::N,பலகம்,plate
333,Stütze::N,அடைப்புகன்,støtte
334,Stange::N,கம்பம்,stang
335,Stock::N,குச்சி,pinne
336,Stab::N,கம்பு,stav
337,Stab::N,கம்பு,kjepp
338,Rohr::N,குழாய்,rør
339,Haus::N,வீடு,hus
340,Heim::N,வீடு,hjem
341,Ofen::N,அடுப்பு,ovn
342,Fußboden::N,தரை,gulv
343,Tisch::N,மேசை,bord
344,Stuhl::N,நாற்காலி,stol
345,Wiege::N,தொட்டில்,vogge
346,Bett::N,படுக்கை,seng
347,Regal::N,அலமாரி,reol
348,Regal::N,அலமாரி,hylle
349,Kiste::N,பெட்டி,kasse
350,Fenster::N,சாளரம்,vindu
351,Tür::N,கதவு,dør
352,Tor::N,வாசற்கதவு,port
353,Zaun::N,வேலி,gjerde
354,Dach::N,கூரை,tak
355,Leiter::N,ஏணி,stige
356,Besen::N,விளக்குமாறு,kost
357,Spaten::N,மண்வெட்டி,spade
358,Schaufel::N,அடிதண்டா,skuffe
359,Gabel::N,முட்கரண்டி,gaffel
360,Löffel::N,கரண்டி,skje
361,Messer::N,கத்தி,kniv
362,Nagel::N,ஆணி,spiker
363,Netz::N,வலை,nett
364,Haken::N,கொக்கி,krok
365,Griff::N,கைப்பிடி,tak
366,Griff::N,கைப்பிடி,håndtak
367,Schloss::N,பூட்டு,lås
368,Bild::N,படம்,bilde
369,Figur::N,எண்ணிக்கை,figur
370,Puppe::N,பொம்மை,dukke
371,Beutel::N,பை,pose
372,Bündel::N,பொதி,bylt
373,Tasche::N,பை,veske
374,Eimer::N,வாளி,bøtte
375,Deckel::N,உறை,lokk
376,Geschirr::N,பாத்திரம்,kjøkkentøy
377,Sack::N,பை,sekk
378,Tasse::N,கிண்ணம்,kopp
379,Topf::N,பானை,gryte
380,Kessel::N,கெண்டி,kjele
381,Essen::N,உணவருந்துதல்,mål
382,Nahrung::N,உணவு,mat
383,Nahrung::N,உணவு,næring
384,Speise::N,உணவு வகை,matrett
385,Fleisch::N,இறைச்சி,kjøtt
386,Getreide::N,மக்காச்சோளம்,korn
387,Brei::N,கஞ்சி,grøt
388,Brot::N,ரொட்டி,brød
389,Scheibe::N,துண்டு,skive
390,Fett::N,கொழுப்பு,fett
391,Butter::N,வெண்ணெய்,smør
392,Öl::N,எண்ணெய்,olje
393,Salz::N,உப்பு,salt
394,Suppe::N,ரசம்,suppe
395,Honig::N,தேன்,honning
396,Milch::N,பால்,melk
397,Tee::N,தெனீர்,te
398,Leder::N,பதம் செய்யப்பட்ட தோல்,lær
399,Leder::N,பதம் செய்யப்பட்ட தோல்,skinn
400,Wolle::N,கம்பளி,ull
401,Stoff::N,துணி,tøy
402,Stoff::N,துணி,stoff
403,Nadel::N,ஊசி,nål
404,Faden::N,நூல்,tråd
405,Knopf::N,பொத்தான்,knapp
406,Knoten::N,முடிச்சு,knute
407,Farbe::N,வண்ணக் குழம்பு,farge
408,Kleidung::N,ஆடைகள்,påkledning
409,Hemd::N,சட்டை,skjorte
410,Kragen::N,கழுத்துப் பட்டை,krage
411,Ärmel::N,சட்டைக்கை,erme
412,Hose::N,கால்சட்டை,bukse
413,Gürtel::N,பெல்ட்,belte
414,Mütze::N,தொப்பி,lue
415,Schuh::N,காலணி,sko
416,Stiefel::N,காலணி,støvel
417,Ring::N,மோதிரம்,ring
418,Band::N,நாடா,band
419,Kamm::N,கீப்பு,kam
420,Spiegel::N,ஆடி,speil
421,Spiegel::N,கண்ணாடி,speil
422,Riemen::N,வார்,rem
423,Schnur::N,கயிறு,snor
424,Leine::N,தோல்வார்,line
425,Decke::N,போர்வை,teppe
426,Kissen::N,தலையணை,pute
427,Tuch::N,துணி,tøy
428,Handtuch::N,தண்டு,håndkle
429,Kraft::N,நிர்பந்தம்,kraft
430,Stärke::N,பலம்,styrke
431,Gesundheit::N,ஆரோக்கியம்,helse
432,Gesundheit::N,ஆரோக்கியம்,sunnhet
433,Krankheit::N,நோய்,syke
434,Krankheit::N,நோய்,sykdom
435,Schmerz::N,வலி,smerte
436,Wunde::N,காயம்,sår
437,Fieber::N,காய்ச்சல்,feber
438,Arznei::N,மருந்து,medisin
439,Arznei::N,மருந்து,legemiddel
440,Brücke::N,பாலம்,bro
441,Brunnen::N,கேணி,brønn
442,Weide::N,மேய்ச்சல் நிலம்,beite
443,Pfad::N,நடை வழி,sti
444,Weg::N,வழி,vei
445,Straße::N,சாலை,gate
446,Dorf::N,கிராமம்,landsby
447,Stadt::N,நகரம்,by
448,Brief::N,கடிதம்,brev
449,Buch::N,புத்தகம்,bok
450,Buchstabe::N,எழத்து,bokstav
451,Zeitung::N,செய்தித்தாள்,avis
452,Leben::N,வாழ்க்கை,liv
453,Tod::N,மரணம்,død
454,Grab::N,சமாதி,grav
455,Kirche::N,தேவாலயம்,kirke
456,Sünde::N,பாவம்,synd
457,Gott::N,கடவுள்,gud
458,Arbeiter::N,தொழிலாளி,arbeider
459,Chef::N,மேலாளர்,sjef
460,Meister::N,தலைவன்,mester
461,Arzt::N,மருத்துவர்,lege
462,Lehrer::N,ஆசிரியர்,lærer
463,Geld::N,பணம்,penger
464,Geschäft::N,வாணிபம்,forretning
465,Laden::N,கடை,butikk
466,Preis::N,விலை,pris
467,Ware::N,சாமன்கள்,vare
468,Nutzen::N,இலாபம்,nytte
469,Reichtum::N,சொத்து,rikdom
470,Welt::N,உலகம்,verden
471,Land::N,நாடு,land
472,Staat::N,நாடு,stat
473,König::N,அரசன்,konge
474,Macht::N,அதிகாரம்,makt
475,Grenze::N,எல்லை,grense
476,Krieg::N,போர்,krig
477,Feind::N,எதிரி,fiende
478,Gewalt::N,வன்முறை,vold
479,Kampf::N,போராட்டம்,kamp
480,Bogen[Waffe]::N,வில்,bue
481,Pfeil::N,அம்பு,pil
482,Gewehr::N,துப்பாக்கி,gevær
483,Fehler::N,தவறு,feil
484,Lüge::N,பொய்,løgn
485,Schaden::N,சேதாரம்,skade
486,Unglück::N,இடையூறு,uhell
487,Schuld::N,குற்றம்,skyld
488,Alter::N,வயது,alder
489,Schluss::N,முடிவு,slutt
490,Zeit::N,காலம்,tid
491,Tag::N,நாள்,dag
492,Morgen::N,காலை நேரம்,morgen
493,Mittag::N,மதியம்,middag
494,Abend::N,மாலைப் பொழுது,aften
495,Nacht::N,இரவு,natt
496,Woche::N,வாரம்,uke
497,Monat::N,மாதம்,måned
498,Jahr::N,வருடம்,år
499,Frühling::N,வசந்தம்,vår
500,Sommer::N,கோடை,sommer
501,Herbst::N,இலையுதிர் காலம்,høst
502,Winter::N,குளிர்காலம்,vinter
503,Januar::N,ஜனவரி,januar
504,Februar::N,பிபரவரி மாதம்,februar
505,März::N,மார்ச் மாதம்,mars
506,April::N,ஏப்ரல் மாதம்,april
507,Mai::N,மே மாதம்,mai
508,Juni::N,ஜூன் மாதம்,juni
509,Juli::N,ஜூலை மாதம்,juli
510,August::N,ஆகஸ்ட் மாதம்,august
511,September::N,செப்டம்பர் மாதம்,september
512,Oktober::N,அக்டோபர் மாதம்,oktober
513,November::N,நவம்பர் மாதம்,november
514,Dezember::N,டிசம்பர்,desember
515,Montag::N,திங்கட் கிழமை,mandag
516,Dienstag::N,செவ்வாய்க்கிழமை,tirsdag
517,Mittwoch::N,புதன் கிழமை,onsdag
518,Donnerstag::N,வியாழக் கிழமை,torsdag
519,Freitag::N,வெள்ளிக்கிழமை,fredag
520,Samstag::N,சனிக்கிழமை,lørdag
521,Sonntag::N,ஞாயிறுக் கிழமை,søndag
522,groß::A,பெரிய,stor
523,klein::A,சிறிய,liten
524,lang::A,நீண்ட,lang
525,kurz::A,குட்டையான,kort
526,breit::A,அகலமான,bred
527,schmal::A,குறுகலான,smal
528,dicht::A,அடர்த்தியான,tett
529,dick[Gegenstand]::A,தடித்த,tykk
530,dünn::A,சன்னமான,tynn
531,fein::A,மெல்லிய,fin
532,fest::A,உறுதியாள,fast
533,flach::A,தட்டையான,flat
534,glatt::A,வழுவழுப்பான,glatt
535,hart::A,கடினமான,hard
536,weich::A,மென்மையான,myk
537,weich::A,மென்மையான,bløt
538,rund::A,உருண்டையான,rund
539,spitz::A,திகந்தமாக,spiss
540,scharf::A,கூரான,kvass
541,stumpf::A,உளம் திறந்த,stubb
542,schwer::A,கனமான,tung
543,schön::A,அழகான,pen
544,schön::A,அழகான,vakker
545,heiß::A,சூடான,het
546,warm::A,இதமான,varm
547,kalt::A,குளிர்ச்சியான,kald
548,kühl::A,குளிர்ச்சியான,kjølig
549,frisch::A,சுத்தமான,fersk
550,feucht::A,ஈரமான,fuktig
551,nass::A,ஈரமான,våt
552,trocken::A,உலர்ந்த,tørr
553,voll::A,நிரம்பிய,full
554,leer::A,காலியான,tom
555,offen::A,திறந்த,åpen
556,geschlossen::A,மூடப்பட்ட,lukket
557,sauber::A,சுத்தமான,ren
558,schmutzig::A,அழக்கான,skitten
559,roh::A,கச்சா,rå
560,reif::A,பழுத்த,moden
561,lecker::A,சுவைமிக்க,lekker
562,süß::A,இனிப்பான,søt
563,bitter::A,கசப்பான,besk
564,bitter::A,கசப்பான,bitter
565,sauer::A,புளிப்பாக,sur
566,hell::A,பளபளப்பான,lys
567,dunkel::A,கருமையான,mørk
568,schwarz::A,கருப்பு வண்ண,svart
569,weiß::A,வெண்மையன,hvit
570,rot::A,சிவப்பு,rød
571,gelb::A,மஞ்சள் வண்ணம்,gul
572,blau::A,நீல வண்ண,blå
573,grün::A,பச்சை வண்ண,grønn
574,grau::A,சாம்பல் நிற,grå
575,bunt::A,வண்ண மயமான,broket
576,billig::A,மலிவான,billig
577,teuer::A,விலை அதிகமான,dyr
578,wertvoll::A,மதிப்புள்ள,verdifull
579,blind::A,பார்வையற்ற,blind
580,taub::A,செவிடான,døv
581,kräftig::A,வலிமையான,kraftig
582,stark::A,பலமான,sterk
583,schwach::A,பலவீனமான,svak
584,fett::A,பருமனாக,fet
585,schlank::A,ஒல்லியான,slank
586,hübsch::A,அழகிய,pen
587,böse::A,கேடு விளைவிக்கும்,slem
588,dumm::A,முட்டாள்தனமான,dum
589,faul::A,சோம்பலான,lat
590,faul::A,சோம்பலான,doven
591,fleißig::A,ஊக்கந்தளராத,flittig
592,geizig::A,கஞேசத்தனமான,gjerrig
593,klug::A,சாதுரியமான,klok
594,geschickt::A,திறமையள்ள,hendig
595,geschickt::A,திறமையள்ள,skikket
596,lieb::A,அன்புக்குரிய,kjær
597,lieb::A,அன்புக்குரிய,snill
598,lustig::A,களிப்புமிக்க,morsom
599,sanft::A,சாதுவான,blid
600,hungrig::A,பசியுடன்,sulten
601,krank::A,நோயுற்று,syk
602,nackt::A,ஆடையற்ற,naken
603,traurig::A,சோகமான,sørgmodig
604,lebendig::A,பிழைப்பு,levende
605,gut::A,நல்ல,god
606,schlecht::A,கெட்ட,dårlig
607,richtig::A,சரியான,riktig
608,schlimm::A,அருவருப்பான,slem
609,wahr::A,உண்மையான,sann
610,alt::A,பழைய,gammel
611,neu::A,புதிய,ny
612,ehemalig::A,முன்நாள்,forhenværende
613,alt[Lebewesen]::A,வயதான,gammel
614,jung::A,இளமையான,ung
615,arm::A,ஏழ்மையான,fattig
616,reich::A,செல்வம் படைத்த,rik
617,bekannt::A,பழக்கப்பட்ட,kjent
618,berühmt::A,புகழ்பெற்ற,berømt
619,fremd::A,அயல் நாட்டு,fremmed
620,verschieden::A,வித்தியாசமான,forskjellig
621,nah::A,பக்கத்தில் உள்ள,nær
622,fern::A,தொலை தூரத்தில்,fjern
623,linker::A,மீந்திருக்கும்,venstre
624,rechter::A,வலதுபக்கம்,høyre
625,anderer::A,மற்ற,annen
626,erster::A,முதனமையான,første
627,zweiter::A,இரண்டாவது,annen
628,dritter::A,மூன்றாவது,tredje
629,letzter::A,கடைசி,sist
630,allein::ADV,தனியாக,alene
631,auf einmal::ADV,தடீரென்று,med ett
632,zusammen::ADV,சேர்ந்து,sammen
633,lange::ADV,அதிக நோம்,lenge
634,plötzlich::ADV,தடீரென்று,plutselig
635,sofort::ADV,உடனடியாக,straks
636,später::ADV,பிறகு,senere
637,jetzt::ADV,இப்பொழது,nå
638,heute::ADV,இன்று,i dag
639,morgen::ADV,நாளைக்கு,i morgen
640,bald::ADV,சீக்கிரம்,snart
641,dann::ADV,அப்பொழுது,så
642,gestern::ADV,நேற்று,i går
643,einst::ADV,ஒரே முறை,engang
644,damals::ADV,அப்பொழுது,den gang
645,danach::ADV,பிற்பாடு,deretter
646,vorher::ADV,முன்பாக,før
647,vorher::ADV,முன்பாக,i forveien
648,zuerst::ADV,முதலில்,først
649,einmal::ADV,ஒரே முறை,en gang
650,manchmal::ADV,சில நேரங்களில்,somme tider
651,oft::ADV,அடிக்கடி,ofte
652,immer::ADV,எப்பொழுதும்,alltid
653,niemals::ADV,ஒருபோதும் இல்லை,aldri
654,hier::ADV,இங்கே,her
655,hierhin::ADV,இவ்விடத்திற்கு,hit
656,von hier::ADV,இனி,herfra
657,dort::ADV,அங்கே,der
658,dorthin::ADV,அவ்விடத்திற்கு,dit
659,geradeaus::ADV,முன்னாலிருக்கும்,rett fram
660,vorwärts::ADV,முன்புறமாக,fram
661,vorwärts::ADV,முன்புறமாக,framover
662,rückwärts::ADV,பின்னோக்கி,baklengs
663,zurück::ADV,பின்பக்கம்,tilbake
664,unten::ADV,கீழாக,nede
665,hinab::ADV,கீழ் நோக்கி,ned
666,hinab::ADV,கீழ் நோக்கி,nedover
667,oben::ADV,மேலே,oppe
668,oben::ADV,மேலே,ovenpå
669,hinauf::ADV,மேலே,opp
670,hinauf::ADV,மேலே,oppover
671,überall::ADV,எல்லா இடத்திலும்,overalt
672,nicht::ADV,இல்லை,ikke
673,ein wenig::ADV,கொஞ்சம்,litt
674,kaum::ADV,அரிதாக,neppe
675,sehr::ADV,மிக்க,svært
676,so::ADV,மிகவும்,så
677,noch::ADV,இப்பொழுதும்,enda
678,nur::ADV,மட்டும்,bare
679,schon::ADV,ஏற்கனவே,alt
680,schon::ADV,ஏற்கனவே,allerede
681,wieder::ADV,மறுபடியும்,igjen
682,vergebens::ADV,வீண்,forgjeves
683,vor::PRP,முன்,foran
684,vor::PRP,முன்,utenfor
685,hinter::PRP,பின்பக்கம்,bak
686,hinter::PRP,பின்பக்கம்,bakom
687,unter::PRP,கீழே,under
688,durch::PRP,ஊடே,gjennom
689,durch::PRP,ஊடே,igjennom
690,neben::PRP,அடுத்து,ved siden av
691,zwischen::PRP,இடையில்,mellom
692,wegen::PRP,ஏனெனில்,på grunn av
693,dies::PRN,இது,dette
694,das::PRN,அது,det
695,alles::PRN,ஒவ்வொன்றும்,alt
696,ich::PRN,நான்,jeg
697,du::PRN,நீ,du
698,er::PRN,அவன்,han
699,wir::PRN,நாம்,vi
700,wir::PRN,நாங்கள்,vi
701,ihr::PRN,நீங்கள்,dere
702,sie::PRN,அவர்கள்,de
703,was::FPRN,என்ன,hva
704,wer::FPRN,யார்,hvem
