,Concept_ID,sq,xal
781,vorwärts::ADV,përpara,уралан
782,rückwärts::ADV,mbrapsht,гедргән
783,zurück::ADV,prapa,хәрү
784,zurück::ADV,mbrapsht,хәрү
785,unten::ADV,poshtë,дор
786,hinab::ADV,përposh,дор
787,hinab::ADV,përposh,доракшан
788,oben::ADV,lart,деер
789,oben::ADV,sipër,деер
790,hinauf::ADV,lart,өөдән
791,hinauf::ADV,lart,деер
792,hinauf::ADV,përpjetë,өөдән
793,hinauf::ADV,përpjetë,деер
794,überall::ADV,kudo,альд болв чигн
795,nicht::ADV,s',эс
796,nicht::ADV,s',биш
797,nicht::ADV,s',бичә
798,nicht::ADV,nuk,эс
799,nicht::ADV,nuk,биш
800,nicht::ADV,nuk,бичә
801,ein wenig::ADV,një tis,баахн
802,ein wenig::ADV,një tis,баахнар
803,kaum::ADV,mezi,әрә
804,sehr::ADV,fort,йир
805,sehr::ADV,shumë,йир
806,so::ADV,ashtu,иигҗ
807,so::ADV,kështu,иигҗ
808,noch::ADV,ende,ода чигн
809,noch::ADV,akoma,ода чигн
810,nur::ADV,vetëm,һанцхн
811,schon::ADV,tashmë,одх
812,wieder::ADV,përsëri,бас
813,vergebens::ADV,kot,киидән
814,vor::PRP,para,урд
815,hinter::PRP,prapa,ца
816,hinter::PRP,mbrapa,ца
817,unter::PRP,nën,дор
818,durch::PRP,nëpër,ивт
819,durch::PRP,nëpër,дундаһур
820,neben::PRP,pranë,хаҗуд
821,neben::PRP,përbri,хаҗуд
822,zwischen::PRP,midis,хоорнд
823,zwischen::PRP,ndërmjet,хоорнд
824,wegen::PRP,për,көлтә
825,wegen::PRP,për,деерәс
826,dies::PRN,ky,эн
827,das::PRN,ky,тер
828,alles::PRN,gjithçka,цуһар
829,ich::PRN,unë,би
830,du::PRN,ti,чи
831,er::PRN,ai,тер
832,wir::PRN,ne,мадн
833,ihr::PRN,ju,та
834,sie::PRN,ata,тедн
835,was::FPRN,ç',юн
836,was::FPRN,çfarë,юн
837,wer::FPRN,kush,кен
838,wo::FADV,ku,хама
839,wohin::FADV,për ku,хамаран
840,wie::FADV,si,яһҗ
841,wie::FADV,si,яһад
842,warum::FADV,pse,юңгад
843,warum::FADV,përse,юңгад
844,wieviel::FNUM,sa,кедү
845,eins::NUM,një,негн
846,zwei::NUM,dy,хойр
847,drei::NUM,tre,һурвн
848,vier::NUM,katër,дөрвн
849,fünf::NUM,pesë,тавн
850,sechs::NUM,gjashtë,зурһан
851,sieben::NUM,shtatë,долан
852,acht::NUM,tetë,нәәмн
853,neun::NUM,nëntë,йисн
854,zehn::NUM,dhjetë,арвн
855,elf::NUM,njëmbëdhjetë,арвн негн
856,zwölf::NUM,dymbëdhjetë,арвн хойр
857,zwanzig::NUM,njëzet,хөрн
858,dreißig::NUM,tridhjetë,һучн
859,vierzig::NUM,dyzet,дөчн
860,fünfzig::NUM,pesëdhjetë,тәвн
861,sechzig::NUM,gjashtëdhjetë,җирн
862,siebzig::NUM,shtatëdhjetë,далн
863,achtzig::NUM,tetëdhjetë,найн
864,neunzig::NUM,nëntëdhjetë,йирн
865,hundert::NUM,qind,зун
866,tausend::NUM,mijë,миңһн
867,und::CNJ,e,болн
868,und::CNJ,dhe,болн
869,oder::CNJ,a,эс гиҗ
870,oder::CNJ,a,эс гихлә
871,oder::CNJ,apo,эс гиҗ
872,oder::CNJ,apo,эс гихлә
873,stehen::V,rri,зогсх
874,sitzen::V,rri,суух
875,liegen::V,rri shtrirë,кевтх
876,hängen::V,varem,өлгәтә бәәх
877,werden::V,bëhem,болх
878,passieren::V,ndodh,болх
879,beginnen::V,filloj,эклх
880,enden::V,përfundoj,төгсх
881,wechseln::V,ndërroj,хүврх
882,aufgehen[Sonne]::V,hapem,һарх
883,untergehen[Sonne]::V,hyj,орх
884,untergehen[Sonne]::V,hyj,сүүрлх
885,untergehen[Sonne]::V,perëndoj,орх
886,untergehen[Sonne]::V,perëndoj,сүүрлх
887,scheinen[Sonne]::V,ndriçoj,герлтх
888,donnern::V,gjëmoj,күрҗңнх
889,donnern::V,bubulloj,күрҗңнх
890,wehen::V,fryj,сальклх
891,strömen::V,derdh,һооҗх
892,fließen::V,rrjedh,урсх
893,sich drehen::V,rrotullohem,эргх
894,schwanken::V,dyzoj,дәәвлх
895,schwingen::V,dridhem,нәәхлх
896,fallen::V,bie,унх
897,fallen::V,bie,киисх
898,brennen::V,digjem,шатх
899,rauchen::V,nxjerr tym,ута һарһх
900,regnen::V,bie shi,орх
901,gefrieren::V,ngrij,мөстх
902,tauen::V,shkrij,хәәлх
903,schmelzen::V,shkrij,хәәлх
904,schmelzen::V,shkrij,хәәлгдх
905,trocknen::V,thaj,эврх
906,sieden::V,ziej,буслх
907,faulen::V,kalbem,үмкәрх
908,faulen::V,prishem,үмкәрх
909,verfaulen::V,kalbem,илҗрх
910,reißen::V,grisem,тасрх
911,reißen::V,shqyhem,тасрх
912,versinken::V,humboj,чивх
913,vergehen::V,kaloj,болх
914,erscheinen::V,dukem,һарх
915,verschwinden::V,zhdukem,уга болх
916,sinken::V,ulem,татгдх
917,abnehmen::V,pakësohem,хасгдх
918,abnehmen::V,zvogëlohem,хасгдх
919,zunehmen::V,shtohem,өсх
920,steigen::V,rritem,немх
921,wachsen::V,rritem,өсх
922,wachsen::V,rritem,урһх
923,glänzen::V,vezulloj,гилвкх
924,funkeln::V,xixoj,цәклх
925,funkeln::V,xixëlloj,цәклх
926,lärmen::V,oshtij,шууглдх
927,lärmen::V,zhurmoj,шууглдх
928,läuten::V,bie,хоңх
929,klingeln::V,i bie ziles,җиңнулх
930,klirren::V,kërcëlloj,җиңнх
931,brausen::V,gjëmoj,догшрхх
932,rauschen::V,fëshfërij,сарҗңнх
933,klingen::V,tingëlloj,ә һарх
934,bellen::V,leh,хуцх
935,heulen::V,ulërij,уульх
936,blasen::V,fryj,үләх
937,pfeifen::V,fishkëllej,ишкрх
938,schreien::V,bërtas,хәәкрх
939,stöhnen::V,rënkoj,түңшх
940,zittern::V,trembem,дагҗннх
941,leben::V,rroj,бәәх
942,leben::V,jetoj,бәәх
943,geboren werden::V,lind,төрх
944,atmen::V,marr frymë,әмсхлх
945,trinken::V,pi,уух
946,essen::V,ha,идх
947,schlucken::V,gëlltis,зальгх
948,schlucken::V,kapërdij,зальгх
949,müde werden::V,lodhem,көшх
950,einschlafen::V,bie të fle,унтх
951,schlafen::V,fle,нөөрсх
952,aufwachen::V,zgjohem,серх
953,aufstehen::V,çohem,босх
954,aufstehen::V,ngrihem,босх
955,sich erholen::V,qetësohem,амрх
956,sich erholen::V,shtendosem,амрх
957,krank werden::V,bie i sëmurë,гемтх
958,krank sein::V,jam i sëmurë,шалтглх
959,schmerzen::V,dhemb,өвдх
960,husten::V,kollitem,ханях
961,genesen::V,shërohem,эдгх
962,sterben::V,vdes,үкх
963,sterben::V,vdes,өңгрх
964,umkommen::V,vdes,үкх
965,umkommen::V,mbaroj,үкх
966,sich bewegen::V,shkundem,көдлх
967,sich bewegen::V,shkundem,көндрх
968,sich rühren::V,lëviz,көндрх
969,sich erheben::V,ngrihem,босх
970,sich setzen::V,ulem,суух
971,hinfallen::V,gremisem,унх
972,hinfallen::V,gremisem,киисх
973,laufen::V,eci,йовх
974,schreiten::V,çapem,алхх
975,spazierengehen::V,shëtis,сергҗ йовх
976,eilen::V,ngas,шулудх
977,sich beeilen::V,nxitoj,адһх
978,sich beeilen::V,nxitoj,шамдх
979,sausen::V,eci shpejt,хурдлх
980,sausen::V,eci shpejt,йир_хурдар_гүүх
981,sausen::V,eci shpejt,йир_хурдар_йовх
982,rennen::V,vrapoj,гүүх
983,springen::V,kërcej,һәрәдх
984,klettern::V,hipi,давшх
985,schaukeln::V,kolovitem,дүүдңндх
986,kriechen::V,zvarritem,мөлкх
987,schwimmen::V,notoj,усчх
988,tauchen::V,zhytem,булхх
989,rudern::V,vozis,хәәвдх
990,fahren::V,shkoj,йовх
991,fliegen::V,fluturoj,нисх
992,gehen::V,eci,йовх
993,gehen::V,shkoj,йовх
994,weggehen::V,vete,йовх
995,weggehen::V,vete,одх
996,weggehen::V,vete,һарх
997,weggehen::V,vete,мөрлх
998,abfahren::V,nisem,мордх
999,anhalten::V,ndalem,зогсх
1000,hineingehen::V,futem,орх
1001,eintreten::V,hyj,орх
1002,kommen::V,vij,ирх
1003,ankommen::V,arrij,ирх
1004,ankommen::V,mbërrij,ирх
1005,zurückkommen::V,kthehem,орх
1006,bleiben::V,mbetem,бәәх
1007,bleiben::V,qëndroj,бәәх
1008,warten::V,pres,күләх
1009,erwarten::V,pres,күләх
1010,suchen::V,kërkoj,хәәх
1011,finden::V,gjej,олх
1012,versuchen::V,mundohem,седх
1013,vorbereiten::V,përgatis,белдх
1014,lieben::V,dashuroj,дурлх
1015,mögen::V,dua,таассгдх
1016,lachen::V,qesh,инәх
1017,rühren::V,mallëngjej,уйрах
1018,weinen::V,qaj,уульх
1019,schimpfen::V,shaj,харах
1020,sich ärgern::V,bëhem verem,уурлх
1021,sich fürchten::V,kam frikë,әәх
1022,sich fürchten::V,frikësohem,әәх
1023,fürchten::V,kam frikë nga,әәх
1024,fürchten::V,kam frikë nga,сүрдх
1025,fliehen::V,arratisem,зулх
1026,flüchten::V,iki,орһх
1027,flüchten::V,iki,зулх
1028,sehen::V,shoh,үзх
1029,anschauen::V,shikoj,харх
1030,ansehen::V,shikoj,хәләх
1031,ansehen::V,shikoj,үзх
1032,hören::V,dëgjoj,соңсх
1033,zuhören::V,veshtoj,соңсх
1034,probieren::V,provoj,амсх
1035,riechen::V,nuhas,үнрчлх
1036,fühlen::V,ndiej,медх
1037,scheinen::V,ndriçoj,болҗ медгдх
1038,scheinen::V,ndriçoj,миниһәр болхла
1039,scheinen::V,ndriçoj,болад бәәх
1040,zu sehen sein::V,dukem,үзгдх
1041,vernehmen::V,dëgjoj,соңсх
1042,frieren::V,mërdhij,даарх
1043,tun::V,bëj,кех
1044,können::V,mund,чадх
1045,wollen::V,dua,дурлх
1046,wollen::V,dëshiroj,дурлх
1047,anfangen::V,filloj,эклх
1048,beenden::V,kryej,дуусх
1049,beenden::V,mbaroj,дуусх
1050,aufhören::V,pushoj,уурх
1051,gelingen::V,më shkon mbarë,бүтх
1052,gelingen::V,më shkon mbarë,күцәх
1053,geraten::V,del,болх
1054,öffnen::V,hap,секх
1055,schließen::V,mbyll,хаах
1056,stellen::V,vë,тәвх
1057,setzen::V,vë,суулһх
1058,legen::V,vë,тәвх
1059,berühren::V,rrok,көндәх
1060,verbinden::V,bashkoj,боох
1061,bedecken::V,mbuloj,хучх
1062,bedecken::V,mbuloj,бүркх
1063,aufhängen::V,var,өлгх
1064,anzünden::V,ndez,асах
1065,anzünden::V,ndez,шатах
1066,aufheben::V,ngre,өөдән өргх
1067,zurücklassen::V,lë pas,үлдәх
1068,verlieren::V,humb,геех
1069,fallen lassen::V,lëshoj,алдх
1070,machen::V,bëj,кех
1071,herstellen::V,prodhoj,кех
1072,bauen::V,ndërtoj,тосхх
1073,reparieren::V,ndreq,ясх
1074,reparieren::V,meremetoj,ясх
1075,verbessern::V,përmirësoj,сәәрүлх
1076,ändern::V,ndërroj,хүврәх
1077,graben::V,gërmoj,малтх
1078,beugen::V,kërrus,нуһлх
1079,biegen::V,përkul,матилһх
1080,drehen::V,dredh,эргүлх
1081,drehen::V,rrotulloj,эргүлх
1082,wenden::V,kthej,көмрх
1083,wenden::V,kthej,эргүлх
1084,umdrehen::V,kthej,эргүлх
1085,heben::V,ngre,өргх
1086,heben::V,ngre,деер өргх
1087,hochheben::V,ngre,өргх
1088,ergreifen::V,rrëmbej,бәрх
1089,halten::V,mbaj,бәрх
1090,drücken::V,shtyp,шахх
1091,schieben::V,shtyj,түлкх
1092,kratzen::V,kruaj,мааҗх
1093,kratzen::V,gërvisht,мааҗх
1094,lecken::V,lëpij,долах
1095,beißen::V,kafshoj,хазх
1096,abreißen::V,shkëpus,таслх
1097,abschneiden::V,cungoj,тәәрх
1098,binden::V,lidh,боох
1099,stecken::V,fus,шаах
1100,stecken::V,fus,хатхх
1101,stecken::V,ngul,шаах
1102,stecken::V,ngul,хатхх
1103,brechen::V,thyej,хамхлх
1104,klopfen::V,trokas,цокх
1105,hauen::V,godas,цокх
1106,kleben::V,ngjis,наах
1107,reiben::V,fërkoj,зүлгх
1108,streichen::V,lyej,наах
1109,streichen::V,lyej,лашх
1110,streichen::V,lyej,түркх
1111,schleifen::V,mpreh,хурцлх
1112,schneiden::V,pres,хәәчлх
1113,rütteln::V,shkund,дәәвлүлх
1114,schütteln::V,lëkund,сегсрх
1115,schwenken::V,valëvit,дайлх
1116,schütten::V,mbush,кех
1117,füllen::V,mbush,дүүргх
1118,einwickeln::V,mbështjell,орах
1119,tragen::V,mbaj,зөөх
1120,tragen::V,mbart,зөөх
1121,schleppen::V,heq,чирх
1122,schleppen::V,zhgërryej,чирх
1123,ziehen::V,tërheq,татх
1124,aufbewahren::V,ruaj,хадһлх
1125,werfen::V,hedh,хайх
1126,fangen::V,kap,бәрх
1127,fangen::V,kap,хавлх
1128,packen::V,rrëmbej,бәрх
1129,verstecken::V,fsheh,дүрх
1130,verstecken::V,fsheh,бултулх
1131,teilen::V,ndaj,хувах
1132,schicken::V,dërgoj,илгәх
1133,bringen::V,sjell,авч ирх
1134,hinzufügen::V,shtoj,немх
1135,bekommen::V,kap,авх
1136,erhalten::V,marr,авх 
1137,nehmen::V,marr,авх
1138,wählen::V,zgjedh,шүүх
1139,auswählen::V,përzgjedh,шүүх
1140,bewahren::V,ruaj,хадһлх
1141,bewahren::V,ruaj,кевтнь үлдәх
1142,bewahren::V,ruaj,кевтнь бәәлһх
1143,behindern::V,pengoj,харшлх
1144,verderben::V,prish,үрәх
1145,beschädigen::V,dëmtoj,эвдх
1146,zerbrechen::V,thyej,күүлх
1147,zerbrechen::V,thyej,хамхлх
1148,zerreißen::V,çjerr,шуучх
1149,zerreißen::V,zheloj,шуучх
1150,zerstören::V,prish,эвдх
1151,zerstören::V,shkatërroj,эвдх
1152,verbrennen::V,djeg,шатах
1153,geben::V,jap,өгх
1154,reichen::V,jap,өгх
1155,schenken::V,fal,белглх
1156,schenken::V,dhuroj,белглх
1157,versprechen::V,premtoj,амлх
1158,wünschen::V,uroj,сә хәәх
1159,loben::V,lëvdoj,магтх
1160,loben::V,lavdëroj,магтх
1161,küssen::V,puth,үмсх
1162,wiegen::V,tund,саатулх
1163,zudecken::V,mbuloj,бүркх
1164,wecken::V,zgjoj,серүлх
1165,zeigen::V,dëftej,үзүлх
1166,führen::V,çoj,көтлх
1167,lehren::V,arsej,заах
1168,lehren::V,arsej,сурһх
1169,unterrichten::V,arsimoj,сурһх
1170,unterrichten::V,arsimoj,багшлх
1171,aufziehen::V,rris,өскәх
1172,leiten::V,udhëheq,һардх
1173,leiten::V,udhëheq,толһалх
1174,antreiben::V,nxis,шамдах
1175,lassen::V,detyroj,күч үзүлх
1176,einladen::V,ftoj,үрх
1177,vereinigen::V,bashkoj,хамцулх
1178,besuchen::V,vizitoj,одх
1179,treffen::V,ndesh,харһх
1180,sich versammeln::V,tubohem,цуглрх
1181,sich versammeln::V,tubohem,хурх
1182,spielen::V,loz,наадх
1183,spielen::V,luaj,наадх
1184,singen::V,këndoj,дуулх
1185,tanzen::V,kërcej,биилх
1186,tanzen::V,vallëzoj,биилх
1187,sich trennen::V,ndahem,хаһцх
1188,verlassen::V,braktis,хайх
1189,retten::V,shpëtoj,әм аврх
1190,retten::V,shpëtoj,әәмшгәс харсх
1191,bewachen::V,ruaj,харх
1192,bewachen::V,ruaj,манх
1193,schützen::V,ruaj,харсх
1194,schützen::V,mbroj,харсх
1195,verteidigen::V,mbroj,харсх
1196,sich schlagen::V,zihem,гүвдлдх
1197,schießen::V,shtie,хах
1198,siegen::V,fitoj,диилх
1199,siegen::V,ngadhënjej,диилх
1200,ärgern::V,zemëroj,уурлулх
1201,schlagen::V,rrah,цокх
1202,schlagen::V,rrah,гүвдх
1203,schlagen::V,godas,цокх
1204,schlagen::V,godas,гүвдх
1205,treten::V,shtyj,
1206,treten::V,shtyj më këmbë,
1207,stechen::V,ther,хатхх
1208,stechen::V,shpoj,хатхх
1209,stoßen::V,shtyj,түлкчкх
1210,stehlen::V,vjedh,хулхалх
1211,stören::V,pengoj,һә болх
1212,belästigen::V,bezdis,амр эс өгх
1213,verbergen::V,fsheh,нуух
1214,verbergen::V,fsheh,бултулх
1215,täuschen::V,mashtroj,меклх
1216,betrügen::V,kobis,меклх
1217,betrügen::V,kobis,мек һарһх
1218,töten::V,vras,алх
1219,wohnen::V,banoj,бәәх
1220,arbeiten::V,punoj,көдлх
1221,arbeiten::V,vardoj,көдлх
1222,sammeln::V,mbledh,түүх
1223,sammeln::V,grumbulloj,түүх
1224,pflücken::V,vjel,түүх
1225,pflücken::V,vjel,хурах
1226,pflücken::V,mbledh,түүх
1227,pflücken::V,mbledh,хурах
1228,jagen::V,gjuaj,аңнх
1229,jagen::V,gjuaj,аңһучлх
1230,fischen::V,peshkoj,заһс аңнх
1231,fischen::V,gjuaj peshk,заһс аңнх
1232,fassen::V,zë,бәрх
1233,hüten::V,kullos,хәрүлх
1234,treiben::V,vë përpara,туух
1235,anbinden::V,lidh,уйх
1236,füttern::V,grazhdoj,теҗәх
1237,melken::V,mjel,саах
1238,hacken::V,grij,чавчх
1239,gießen::V,ujis,услх
1240,reifen::V,piqem,болх
1241,reifen::V,piqem,болвсрх
1242,zubereiten::V,gatuaj,белдх
1243,kochen::V,ziej,чанх
1244,kochen::V,ziej,болһх
1245,backen::V,pjek,болһх
1246,backen::V,furroj,болһх
1247,braten::V,fërgoj,хуурх
1248,braten::V,tiganis,хуурх
1249,umrühren::V,trazoj,самрх
1250,stricken::V,thur,өлгх
1251,nähen::V,qep,уйх
1252,färben::V,ngjyej,будх
1253,färben::V,bojatis,будх
1254,reinigen::V,qëroj,цеврлх
1255,reinigen::V,pastroj,цеврлх
1256,waschen::V,laj,уһах
1257,waschen::V,finjos,уһах
1258,abwischen::V,fshij,арчх
1259,spülen::V,kulloj,зәәлх
1260,fegen::V,fshij,сәвүрдх
1261,kehren::V,fshij,сәвүрдх
1262,baden::V,lahem,өөмх
1263,sich waschen::V,lahem,уһах
1264,sich waschen::V,lahem,бийән уһаҗ
1265,ausziehen::V,heq,тәәлх
1266,ausziehen::V,zbath,тәәлх
1267,anziehen::V,vesh,өмсх
1268,anziehen::V,mbath,өмсх
1269,sich anziehen::V,vishem,хувцлх
1270,kämmen::V,kreh,самлх
1271,schmücken::V,hijeshoj,чимх
1272,schmücken::V,hijeshoj,кеерүлх
1273,sagen::V,them,келх
1274,sprechen::V,flas,келх
1275,reden::V,fjalos,күүндх
1276,reden::V,fjalos,күр_кех
1277,reden::V,fjalëtoj,күүндх
1278,reden::V,fjalëtoj,күр_кех
1279,sich unterhalten::V,bisedoj,күүндх
1280,fragen::V,pyes,сурх
1281,bitten::V,lus,эрх
1282,bitten::V,lutem,эрх
1283,erzählen::V,rrëfej,келх
1284,erzählen::V,rrëfej,келҗ өгх
1285,mitteilen::V,kumtoj,медүлх
1286,nennen::V,quaj,нерәдх
1287,nennen::V,quaj,нер өгх
1288,rufen::V,thërras,дуудх
1289,prahlen::V,mburrem,көөрх
1290,prahlen::V,kapardisem,көөрх
1291,übersetzen::V,përkthej,орчулх
1292,denken::V,mendoj,санх
1293,glauben::V,besoj,шүтх
1294,glauben::V,besoj,нәәлх
1295,bemerken::V,vërej,темдглх
1296,erkennen::V,njoh,таньх
1297,erkennen::V,njoh,медх
1298,erkennen::V,shquaj,таньх
1299,erkennen::V,shquaj,медх
1300,begreifen::V,marr vesh,медх
1301,verstehen::V,marr vesh,соңсх
1302,lernen::V,mësoj,сурх
1303,wissen::V,di,медх
1304,sich erinnern an::V,kujtoj,санх
1305,vergessen::V,harroj,мартх
1306,messen::V,mas,кемҗәлх
1307,zählen::V,njeh,тоолх
1308,rechnen::V,llogaris,тоолх
1309,lesen::V,lexoj,умшх
1310,lesen::V,këndoj,умшх
1311,malen::V,lyej,зурх
1312,zeichnen::V,vizatoj,зурх
1313,schreiben::V,shkruaj,бичх
1314,besitzen::V,kam,эзлх
1315,kaufen::V,blej,хулдҗ авх
1316,verkaufen::V,shes,хулдх
1317,verkaufen::V,shes,гүүлгх
1318,bezahlen::V,paguaj,өгх
1319,zahlen::V,paguaj,өгх
1320,beherrschen::V,zotëroj,эзлх
1321,ertragen::V,duroj,даах
