,Concept_ID,tt,br
505,Land::N,ил,bro
506,Staat::N,дәүләт,stad
507,König::N,патша,roue
508,Macht::N,хакимият,galloud
509,Grenze::N,чик,harzoù
510,Krieg::N,сугыш,brezel
511,Feind::N,дошман,eneber
512,Gewalt::N,көчләү,tâerder
513,Kampf::N,көрәш,kann
514,Bogen[Waffe]::N,җәя,gwareg
515,Pfeil::N,ук,saezh
516,Gewehr::N,мылтык,fuzuilh
517,Fehler::N,хата,fazi
518,Lüge::N,ялган,gaou
519,Schaden::N,зыян,gwall
520,Schaden::N,зарар,gwall
521,Unglück::N,бәла,gwalleur
522,Schuld::N,гаеп,kablusted
523,Schuld::N,гаеп,pec'hedigezh
524,Alter::N,яшь,oad
525,Schluss::N,ахыр,diwezh
526,Zeit::N,заман,amzer
527,Tag::N,көн,deizh
528,Morgen::N,иртә,beure
529,Morgen::N,иртә,mintin
530,Mittag::N,өйлә,kreisteiz
531,Abend::N,кич,abardaez
532,Nacht::N,төн,noz
533,Woche::N,атна,sizhun
534,Monat::N,ай,miz
535,Jahr::N,ел,bloaz
536,Frühling::N,яз,nevezamzer
537,Sommer::N,җәй,hañv
538,Herbst::N,көз,diskaramzer
539,Winter::N,кыш,goañv
540,Januar::N,гыйнвар,Genver
541,Februar::N,февраль,C'hwevrer
542,März::N,март,Meurzh
543,April::N,апрель,Ebrel
544,Mai::N,май,Mae
545,Juni::N,июнь,Mezheven
546,Juli::N,июль,Gouhere
547,August::N,август,Eost
548,September::N,сентябрь,Gwengolo
549,Oktober::N,октябрь,Here
550,November::N,ноябрь,Du
551,Dezember::N,декабрь,Kerzu
552,Montag::N,дүшәмбе,Lun
553,Dienstag::N,сишәмбе,Meurzh
554,Mittwoch::N,чәршәмбе,Merc'her
555,Donnerstag::N,атнакич,Yaou
556,Donnerstag::N,пәнҗешәмбе,Yaou
557,Freitag::N,җомга,Gwener
558,Samstag::N,шимбә,Sadorn
559,Sonntag::N,якшәмбе,Sul
560,groß::A,зур,bras
561,klein::A,кечкенә,bihan
562,lang::A,озын,hir
563,kurz::A,кыска,berr
564,breit::A,киң,ledan
565,schmal::A,кысык,strizh
566,dicht::A,куе,stank
567,dick[Gegenstand]::A,калын,tev
568,dünn::A,нечкә,moan
569,fein::A,нәзакәтле,munut
570,fest::A,нык,start
571,flach::A,яссы,plaen
572,flach::A,ялпак,plaen
573,glatt::A,шома,lintr
574,glatt::A,шома,levn
575,hart::A,каты,kalet
576,weich::A,йомшак,blot
577,rund::A,түгәрәк,ront
578,spitz::A,очлы,poentet
579,scharf::A,үткен,dremm
580,stumpf::A,үтмәс,talsoc'h
581,schwer::A,салмак,pounner
582,schön::A,гүзәл,kaer
583,heiß::A,эссе,tomm
584,warm::A,җылы,tomm
585,kalt::A,суык,yen
586,kalt::A,салкын,yen
587,kühl::A,салкынча,yen
588,frisch::A,салкынча,fresk
589,feucht::A,юеш,gleb
590,nass::A,дымлы,gleb
591,trocken::A,коры,sec'h
592,voll::A,тулы,leun
593,leer::A,буш,goullo
594,offen::A,ачык,digor
595,geschlossen::A,йомык,serr
596,sauber::A,пакь,naet
597,sauber::A,чиста,naet
598,schmutzig::A,керле,lous
599,schmutzig::A,пычрак,lous
600,roh::A,чи,kriz
601,reif::A,өлгергән,darev
602,lecker::A,тәмле,lipous
603,lecker::A,тәмле,saourus
604,süß::A,татлы,dous
605,bitter::A,ачы,c'hwerv
606,sauer::A,әче,trenk
607,hell::A,якты,sklaer
608,dunkel::A,кара,teñval
609,schwarz::A,кара,du
610,weiß::A,ак,gwenn
611,rot::A,кызыл,ruz
612,gelb::A,сары,melen
613,blau::A,күк,glas
614,grün::A,яшел,gwer
615,grau::A,соры,louet
616,bunt::A,чуар,liesliv
617,billig::A,арзан,marc'had-mat
618,teuer::A,хаклы,ker
619,wertvoll::A,кыйммәтле,prizius
620,blind::A,сукыр,dall
621,blind::A,күзсез,dall
622,taub::A,чукрак,bouzar
623,taub::A,саңгырау,bouzar
624,kräftig::A,егәрле,start
625,stark::A,нык,kreñv
626,stark::A,базык,kreñv
627,schwach::A,зәгыйфь,gwan
628,fett::A,симез,lard
629,schlank::A,нәзек,sinkl
630,hübsch::A,чибәр,koant
631,böse::A,усал,gwall
632,dumm::A,акылсыз,glep
633,faul::A,ялкау,lezirek
634,faul::A,иренчәк,lezirek
635,fleißig::A,тырыш,studius
636,fleißig::A,тырышучан,studius
637,geizig::A,саран,tost
638,klug::A,акыллы,speredek
639,geschickt::A,маһир,dornet
640,lieb::A,сөекле,koant
641,lustig::A,күңелле,laouen
642,sanft::A,басынкы,flour
643,hungrig::A,ач,marnaon
644,krank::A,чирле,klañv
645,krank::A,сырхау,klañv
646,nackt::A,шәрә,noazh
647,traurig::A,ямансу,trist
648,lebendig::A,тере,bev
649,gut::A,яхшы,mad
650,schlecht::A,начар,fall
651,schlecht::A,начар,gwall
652,richtig::A,дөрес,reizh
653,schlimm::A,әшәкә,gwall
654,wahr::A,чып-чын,gwir
655,alt::A,иске,kozh
656,neu::A,яңа,nevez
657,ehemalig::A,элекке,kozh
658,alt[Lebewesen]::A,карт,kozh
659,jung::A,яшь,yaouank
660,arm::A,фәкыйрь,paour
661,reich::A,бай,pinvidik
662,bekannt::A,таныш,anavezet
663,berühmt::A,атаклы,brudet
664,fremd::A,ят,dizanav
665,verschieden::A,төрле,disheñel
666,nah::A,якын,nes
667,fern::A,ерак,diabell
668,linker::A,сул,kleiz
669,rechter::A,уң,dehoù
670,anderer::A,бүтән,all
671,erster::A,беренче,kentañ
672,zweiter::A,икенче,eil
673,dritter::A,өченче,trede
674,letzter::A,ахыргы,diwezhañ
675,allein::ADV,ялгыз,e-unan
676,auf einmal::ADV,бердән,ar un dro
677,zusammen::ADV,бергә,asambles
678,lange::ADV,озак,pell
679,plötzlich::ADV,искәрмәстән,en un taol
680,sofort::ADV,хәзер,diouzhtu
681,später::ADV,соңрак,diwezhatoc'h
682,jetzt::ADV,хәзер,bremañ
683,heute::ADV,бүген,hiziv
684,morgen::ADV,иртәгә,arc'hoazh
685,bald::ADV,тиздән,hepdale
686,dann::ADV,аннары,a-c'houde
687,gestern::ADV,кичә,dec'h
688,einst::ADV,берчак,gwechall
689,damals::ADV,ул вакытта,neuze
690,damals::ADV,ул чакта,neuze
691,danach::ADV,да,goude
692,vorher::ADV,элек,diagent
693,zuerst::ADV,башта,da gentañ
694,einmal::ADV,бер,ur wech
695,einmal::ADV,бер мәртәбә,ur wech
696,manchmal::ADV,кайчакта,a-wechoù
697,oft::ADV,еш,alies
698,immer::ADV,һәркайчан,atav
699,immer::ADV,һәркайчан,bepred
700,niemals::ADV,hичбер вакыт,gwech ebet
701,hier::ADV,монда,amañ
702,hier::ADV,биредә,amañ
703,hierhin::ADV,монда,dre amañ
704,von hier::ADV,моннан,alemañ
705,dort::ADV,анда,aze
706,dort::ADV,анда,ahont
707,dorthin::ADV,тегеләй,di
708,dorthin::ADV,тегеләй,aze
709,dorthin::ADV,тегеләй,ahont
710,geradeaus::ADV,турыдан-туры,war-eeun
711,vorwärts::ADV,алга,war-raok
712,rückwärts::ADV,кире,war-lerc'h
713,zurück::ADV,кире,war-dreñv
714,unten::ADV,түбәндә,en traoñ
715,hinab::ADV,аска,a-izel
716,oben::ADV,өстә,en nec'h
717,oben::ADV,югарыда,en nec'h
718,hinauf::ADV,өскә,e-krec'h
719,überall::ADV,hәркайда,dre-holl
720,nicht::ADV,түгел,ne ... ket
721,ein wenig::ADV,бераз,un tammig
722,kaum::ADV,көчкә,a-boan
723,sehr::ADV,бик,-tre
724,sehr::ADV,бик,-kenañ
725,so::ADV,алай,evel-se
726,noch::ADV,янә,c'hoazh
727,noch::ADV,тагын,c'hoazh
728,nur::ADV,фәкать,hepken
729,schon::ADV,инде,dija
730,wieder::ADV,янә,adarre
731,wieder::ADV,тагын,adarre
732,vergebens::ADV,юкка,
733,vor::PRP,алдыннан,dirak
734,hinter::PRP,арттан,a-drek
735,hinter::PRP,арттан,a-dreñv
736,unter::PRP,астында,dindan
737,durch::PRP,аша,dre
738,neben::PRP,тирәсендә,e-kichen
739,zwischen::PRP,арасында,etre
740,wegen::PRP,сәбәпле,abalamour da
741,dies::PRN,бу,hemañ
742,das::PRN,ул,se
743,das::PRN,ул,hennezh
744,alles::PRN,һәммә,pep tra
745,ich::PRN,мин,me
746,du::PRN,син,te
747,er::PRN,ул,eñ
748,wir::PRN,без,ni
749,ihr::PRN,сез,c'hwi
750,sie::PRN,ул,int
751,was::FPRN,ни,petra
752,was::FPRN,нәрсә,petra
753,wer::FPRN,кем,piv
754,wo::FADV,кайда,pelec'h
755,wohin::FADV,кая,da belec'h
756,wie::FADV,ничек,penaos
757,warum::FADV,нигә,perak
758,wieviel::FNUM,ничә,pet
759,eins::NUM,бер,unan
760,zwei::NUM,ике,daou
761,drei::NUM,өч,tri
762,vier::NUM,дүрт,pevar
763,fünf::NUM,биш,pemp
764,sechs::NUM,алты,c'hwec'h
765,sieben::NUM,җиде,seizh
766,acht::NUM,сигез,eizh
767,neun::NUM,тугыз,nav
768,zehn::NUM,ун,dek
769,elf::NUM,унбер,unnek
770,zwölf::NUM,унике,daouzek
771,zwanzig::NUM,егерме,ugent
772,dreißig::NUM,утыз,tregont
773,vierzig::NUM,кырык,daou-ugent
774,fünfzig::NUM,илле,hanter-kant
775,sechzig::NUM,алтмыш,tri-ugent
776,siebzig::NUM,җитмеш,dek ha tri-ugent
777,achtzig::NUM,сиксән,pevar-ugent
778,neunzig::NUM,туксан,dek ha pevar-ugent
779,hundert::NUM,йөз,kant
780,tausend::NUM,мең,mil
781,und::CNJ,вә,ha
782,oder::CNJ,яки,pe
783,oder::CNJ,яисә,pe
784,stehen::V,тору,bezañ a-sav
785,sitzen::V,утыру,azezañ
786,sitzen::V,утыру,bezañ en e goazez
787,liegen::V,яту,bezañ en e c'hourvez
788,hängen::V,эленү,krougañ
789,werden::V,булу,dazonet
790,passieren::V,булу,c'hoarvezout
791,beginnen::V,башлану,stagañ
792,enden::V,бетү,achuiñ
793,wechseln::V,үзгәртү,cheñch
794,aufgehen[Sonne]::V,чыгу,dirouzañ
795,untergehen[Sonne]::V,бату,
796,scheinen[Sonne]::V,яктырту,lugernañ
797,donnern::V,күкрәү,taranal
798,wehen::V,исү,c'hwezhañ
799,strömen::V,агу,deredek
800,fließen::V,агу,redek
801,sich drehen::V,бөтерелү,troiñ
802,schwanken::V,икеләнү,trantellat
803,schwingen::V,тирбәлү,froumal
