,Concept_ID,ar,mdf
122,Fluss::N,نهر,ляй
123,Ufer::N,ضفة,търва́
124,Küste::N,ساحل,ляйтърва́
125,Festland::N,بر,мода
126,Meer::N,بحر,моря
127,Bucht::N,خليج,ведьуське
128,Insel::N,جزيرة,цёнга
129,Blume::N,زهرة,панчф
130,Gras::N,حشيش,тише
131,Wurzel::N,أصل,юр
132,Wurzel::N,أصل,ункс
133,Baum::N,شجرة,шуфта
134,Stamm::N,جذع,ро́нга
135,Rinde::N,قشرة,кер
136,Ast::N,فرع,морга
137,Zweig::N,غصن,тарад
138,Blatt::N,ورقة,лопа
139,Birke::N,قضبان,ке́лу
140,Kiefer[Baum]::N,صنوبرة,пиче
141,Weide[Baum]::N,صفصاف,каль
142,Tanne::N,شوح,куз
143,Tanne::N,تبوب,куз
144,Horn::N,قرن,сюра
145,Feder::N,ريشة,толга
146,Fell::N,فرو,кедь
147,Flügel::N,جناح,паця
148,Klaue::N,مخلب,кенже
149,Kralle::N,مخلب,кенже
150,Schwanz::N,ذيل,пула
151,Ei::N,بيض,ал
152,Nest::N,عش,пиза
153,Bau::N,جحر,пиза
154,Tier::N,حيوان,жува́та
155,Herde::N,قطيع,нал
156,Herde::N,قطيع,стада
157,Kuh::N,بقرة,скал
158,Kuh::N,بقرة,тракс
159,Bulle::N,ثور,бука
160,Pferd::N,خيل,лишме
161,Schaf::N,شاة,уча́
162,Schwein::N,خنزير,тува
163,Hund::N,كلب,пине
164,Katze::N,قطة,катоня
165,Katze::N,قطة,аваката
166,Bär::N,دب,офта
167,Eichhörnchen::N,سنجاب,ур
168,Elch::N,موظ,ся́рда
169,Fuchs::N,ثعلب,келазь
170,Hase::N,أرنب,ну́мол
171,Maus::N,فأرة,шеер
172,Wolf::N,ذئب,върьгаз
173,Vogel::N,طير,нармонь
174,Schwarm::N,سرب,ко́вол
175,Schwarm::N,سرب,ме́швеле
176,Huhn::N,دجاجة,сараз
177,Hahn::N,ديك,а́тякш
178,Gans::N,وزة,маци
179,Adler::N,نسر,куцькан
180,Ente::N,بطة,яксярга
181,Eule::N,بوم,ко́рож
182,Kranich::N,كركي,ка́рга
183,Krähe::N,غراب,ва́рси
184,Kuckuck::N,وقواق,ку́ку
185,Schwan::N,إوز عراقي,ло́ксти
186,Fisch::N,سمك,кал
187,Barsch::N,فرخ أوربي,о́кунь
188,Hecht::N,سمك الكراكي,щу́ка
189,Schlange[Tier]::N,حية,куй
190,Schlange[Tier]::N,ثعبان,куй
191,Wurm::N,دودة,сукс
192,Spinne::N,عنكبوت,унжа́
193,Ameise::N,نملة,панжам
194,Laus::N,قملة,си
195,Mücke::N,ناموسة,ся́ське
196,Fliege::N,ذبابة,кару
197,Schmetterling::N,فراشة,ме́лав
198,Beere::N,حبة,и́мож
199,Apfel::N,تفاح,марь
200,Pilz::N,فطر,панга
201,Zwiebel::N,بصل,шурьхкя́
202,Saat::N,زرع,видьмот
203,Korn::N,حبة,сёра
204,Heu::N,دريس,тише
205,Schale::N,قشرة,кедь
206,Grube::N,نقرة,лотка
207,Falle::N,فخ,туфкс
208,Falle::N,فخ,кунда́ма
209,Falle::N,مصيدة,туфкс
210,Falle::N,مصيدة,кунда́ма
211,Schlinge::N,عروة,килькш
212,Spur::N,أثر,пильгоки́
213,Asche::N,رماد,кулу
214,Dreck::N,قذر,ърда́з
215,Eisen::N,حديد,кшни
216,Gold::N,ذهب,ока
217,Gold::N,ذهب,золота
218,Silber::N,فضة,сия́
219,Kohle::N,فحم,седь
220,Kohle::N,فحم,седьвальмя
221,Glas::N,زجاج,кля́нцек
222,Lehm::N,طين,сёвонь
223,Sand::N,رمل,шува́р
224,Mensch::N,إنسان,ломань
225,Mann::N,رجل,аля
226,Mann::N,رجل,цёраломань
227,Frau::N,امرأة,ава
228,Kind::N,طفل,идь
229,Kind::N,طفل,шаба
230,Junge::N,ولد,цёраня
231,Mädchen::N,بنت,стирня́
232,Familie::N,عائلة,тнал
233,Familie::N,عائلة,семья
234,Großvater::N,جد,атя
235,Großvater::N,جد,щя́тя
236,Großmutter::N,جدة,баба
237,Eltern::N,أبوان,тя́дят-а́лят
238,Eltern::N,والدان,тя́дят-а́лят
239,Vater::N,أب,аля
240,Mutter::N,أم,ава
241,Mutter::N,أم,тядя
242,Sohn::N,إبن,цёра
243,Tochter::N,بنت,стирь
244,Tochter::N,إبنة,стирь
245,Bruder::N,أخ,дуган
246,Bruder::N,أخ,пяльне
247,Bruder::N,شقيق,дуган
248,Bruder::N,شقيق,пяльне
249,Schwester::N,أخت,ака
250,Schwester::N,أخت,сазор
251,Onkel::N,عم,оця
252,Onkel::N,عم,патя
253,Onkel::N,عم,щеня́
254,Tante::N,عمة,ака
255,Tante::N,عمة,щака
256,Ehemann::N,زوج,мирде
257,Ehefrau::N,زوجة,ърьвя́
258,Freude::N,فرح,ке́нярдема
259,Freude::N,سرور,ке́нярдема
260,Gelächter::N,قهقهة,рахсема
261,Glück::N,سعادة,паваз
262,Kummer::N,غم,ризф
263,Kummer::N,غم,пичефкс
264,Wunsch::N,منية,мяль
265,Wunsch::N,منية,таколдома
266,Lust::N,شهوة,таколдома
267,Geist::N,روح,вайме
268,Gedanke::N,فكرة,мяль
269,Gedächtnis::N,ذاكرة,прявий
270,Verstand::N,عقل,прявий
271,Sinn::N,معنى,ён
272,Grund::N,سبب,туфта́л
273,Wahrheit::N,حقيقة,ви́де
274,Wahrheit::N,حقيقة,видеши́
275,Gespräch::N,محادثة,корхтама
276,Märchen::N,خرافة,ёфкс
277,Erzählung::N,قصة,азкс
278,Erzählung::N,حكاية,азкс
279,Nachricht::N,خبر,куля́
280,Neuigkeit::N,خبر جديد,куля́
281,Name::N,اسم,лем
282,Rätsel::N,لغز,со́дама ёфкс
283,Rede::N,خطبة,вал
284,Rede::N,خطبة,корхтама
285,Sprache::N,لغة,кяль
286,Stimme::N,صوت,вайгяль
287,Wort::N,كلمة,вал
288,Zeichen::N,رمز,тя́ште
289,Zeichen::N,رمز,тя́штькс
290,Zeichen::N,إشارة,тя́ште
291,Zeichen::N,إشارة,тя́штькс
292,Ruf::N,نداء,тердема
293,Lärm::N,صخب,гайф
294,Lärm::N,صخب,жалакодома
295,Lärm::N,ضجة,гайф
296,Lärm::N,ضجة,жалакодома
297,Laut::N,صوت,вайгяль
298,Ton::N,نغمة,вайгяль
299,Lied::N,أغنية,мора
300,Ruhe::N,هدوء,сетьме
301,Leute::N,ناس,ломатть
302,Volk::N,شعب,наро́д
303,Arbeit::N,عمل,тев
304,Gast::N,ضيف,и́нжи
305,Gast::N,ضيف,ко́нак
306,Geschenk::N,هدية,казне
307,Spiel::N,لعب,налхкома
308,Spiel::N,لعب,налхксема
309,Gesellschaft::N,صحبة,кружок
310,Hilfe::N,عون,лездома
311,Hilfe::N,مساعدة,лездома
312,Freund::N,صديق,я́лга
313,Kamerad::N,زميل,я́лга
314,Angelegenheit::N,أمر,тев
315,Angelegenheit::N,شأن,тев
316,Anzahl::N,عدد,лувкс
317,Art::N,نوع,вид
318,Stück::N,قطعة,пакш
319,Teil::N,قسم,часть
320,Teil::N,قسم,пялькс
321,Hälfte::N,نصف,пяле
322,Kreis::N,دائرة,шаркс
323,Kreuz::N,صليب,крёз
324,Linie::N,خط,межа
325,Linie::N,خط,китькс
326,Strich::N,شرطة,межа
327,Abstand::N,مسافة,ётка
328,Entfernung::N,بعد,ётка
329,Gegend::N,ناحية,ва́ста
330,Gegend::N,ناحية,перьфпя́ль
331,Platz::N,فراغ,ва́ста
332,Ort::N,مكان,ва́ста
333,Seite::N,جانب,пяле
334,Mitte::N,وسط,кучка́
335,Gegenstand::N,موضوع,веща
336,Sache::N,شيء,тев
337,Sache::N,شيء,веща
338,Rand::N,حافة,пе
339,Kante::N,حافة,и́рдез
340,Ecke::N,ركن,ужа
341,Spitze::N,سن,пря
342,Ende::N,طرف,пе
343,Loch::N,ثقب,варя
344,Winkel::N,زاوية,ужа
345,Muster::N,عينة,сёрма
346,Größe::N,حجم,серь
347,Länge::N,طول,кува́лма
348,Höhe::N,علو,серь
349,Höhe::N,ارتفاع,серь
350,Gewicht::N,وزن,сталма
351,Menge::N,كمية,лувкс
352,Haufen::N,كوم,мар
353,Reihe::N,صف,ряд
354,Boot::N,قارب,венеж
355,Boot::N,زورق,венеж
356,Ruder::N,مجذاف,миле
357,Schlitten::N,مزلقة,ну́рда
358,Ski::N,زلاجة,сокс
359,Lagerfeuer::N,نار المخيم,то́лмар
360,Last::N,حمل,канкс
361,Last::N,حمل,сталма
362,Gang::N,مشية,молема
363,Schritt::N,خطوة,аськолкс
364,Norden::N,شمال,якшама шире
365,Süden::N,جنوب,ля́мбе ши́ре
366,Westen::N,غرب,ши валгома шире
367,Osten::N,شرق,шинь стяма шире
368,Holz::N,خشب,вирь
369,Holz::N,خشب,шуфта
370,Brett::N,لوح,лавця
371,Platte::N,صفيحة,плита́
372,Stütze::N,سند,неже
373,Stütze::N,دعامة,неже
374,Stange::N,عود,олга
375,Stock::N,عصا,байдек
376,Stab::N,قضيب,олгоня
377,Rohr::N,أنبوبة,турама
378,Haus::N,دار,куд
379,Haus::N,بيت,куд
380,Heim::N,بيت,куд
381,Heim::N,مسكن,куд
382,Ofen::N,مدفأة,пянакуд
383,Fußboden::N,أرضية,кия́кс
384,Tisch::N,مائدة,шра
385,Tisch::N,مائدة,моркш
386,Stuhl::N,كرسي,стул
387,Wiege::N,مهد,нюря́м
388,Bett::N,سرير,ацам
389,Regal::N,رف,лавцяланга
390,Kiste::N,صندوق,парга
391,Fenster::N,شباك,валмья
392,Fenster::N,نافذة,валмья
393,Tür::N,باب,кенкш
394,Tor::N,بوابة,ортат
395,Zaun::N,سياج,перяфкс
396,Dach::N,سطح,кудпря
397,Leiter::N,سلم,куцема
398,Besen::N,مكنسة,тяльме
399,Spaten::N,مسحاة,ка́йме
400,Schaufel::N,مجرفة,ко́поня
401,Schaufel::N,مجرفة,ця́рдом
402,Gabel::N,شوكة,ця́нгоня
403,Löffel::N,ملعقة,куцю
404,Messer::N,سكين,пеель
405,Nagel::N,مسمار,эска
406,Netz::N,شبكة,
407,Haken::N,خطاف,кя́чказ
408,Haken::N,صنارة,кя́чказ
409,Griff::N,قبضة,недь
410,Griff::N,قبضة,кунда́мка
411,Schloss::N,قفل,замо́к
412,Bild::N,صورة,карти́на
413,Figur::N,تمثال,ронга-понда
414,Puppe::N,دمية,ня́ка
415,Beutel::N,كيس,кяскав
416,Bündel::N,ربطة,кярьме
417,Tasche::N,شنطة,кошяльня
418,Tasche::N,محفظة,кошяльня
419,Eimer::N,سطل,ве́дарка
420,Eimer::N,جردل,ве́дарка
421,Deckel::N,سداد,тавадкс
422,Deckel::N,سداد,вельхкс
423,Geschirr::N,أوان,кядьге
424,Sack::N,زكيبة,кяскав
425,Tasse::N,فنجان,ша́ваня
426,Topf::N,قدر,кавозь
427,Topf::N,طنجرة,кавозь
428,Kessel::N,قدر,сргавозь
429,Kessel::N,غلاية,сргавозь
430,Essen::N,طعام,ярхцама
431,Nahrung::N,غذاء,ярхцампяль
432,Speise::N,أكل,ярхцама
433,Fleisch::N,لحم,пал
434,Fleisch::N,لحم,сиволь
435,Getreide::N,حبوب,сёра
436,Brei::N,عصيدة,ям
437,Brot::N,خبز,кши
438,Scheibe::N,شريحة,кочам
439,Fett::N,سمن,куя́
440,Butter::N,زبدة,вай
441,Öl::N,زيت,вай
442,Salz::N,ملح,сал
443,Suppe::N,حساء,шонгарям
444,Suppe::N,حساء,коршампяль
445,Suppe::N,شربة,шонгарям
446,Suppe::N,شربة,коршампяль
447,Honig::N,عسل,медь
448,Milch::N,حليب,лофца
449,Tee::N,شاي,чай
450,Leder::N,جلد,кедь
451,Wolle::N,صوف,пона
452,Stoff::N,قماش,котф
453,Nadel::N,إبرة,салмокс
454,Faden::N,خيط,сюре
455,Knopf::N,زر,пуня
456,Knoten::N,عقدة,сюлма
457,Farbe::N,صبغة,архтомбяль
458,Kleidung::N,ملابس,щам
459,Hemd::N,قميص,па́нар
460,Kragen::N,ياقة,сиве
461,Ärmel::N,كم,ожа
462,Hose::N,سروال,понкст
463,Hose::N,بنطلون,понкст
464,Gürtel::N,حزام,каркс
465,Mütze::N,طاقية,вазь
466,Schuh::N,حذاء,башма́к
467,Stiefel::N,جزمة,кя́ме
468,Stiefel::N,حذاء طويل,кя́ме
469,Ring::N,حلقة,суркс
470,Band::N,شريط,керькс
471,Band::N,شريط,лента
472,Kamm::N,مشط,сюрьхцем
473,Spiegel::N,مرآة,ванома
474,Riemen::N,سير,шнань каркс
475,Schnur::N,حبل,пикс
476,Schnur::N,حبل,карькскя
477,Schnur::N,دوبارة,пикс
478,Schnur::N,دوبارة,карькскя
479,Leine::N,قيد,вядьме
480,Decke::N,بطانية,вельхкс
481,Kissen::N,وسادة,тоду
482,Tuch::N,منديل,руця́
483,Handtuch::N,فوطة,на́рдама
484,Handtuch::N,منشفة,на́рдама
485,Kraft::N,قدرة,вий
486,Stärke::N,قوة,вииши
487,Gesundheit::N,صحة,шумбраши́
488,Krankheit::N,مرض,урма́
489,Krankheit::N,مرض,сярядема
490,Schmerz::N,ألم,маряма
491,Schmerz::N,وجع,маряма
492,Wunde::N,جرح,керф
493,Fieber::N,حمى,маштыкс
494,Arznei::N,دواء,надо́бья
495,Arznei::N,دواء,пъчка́фтома
496,Brücke::N,جسر,седь
497,Brunnen::N,بئر,эши
498,Weide::N,مرعى,ванома васта
499,Pfad::N,درب,ян
500,Pfad::N,درب,киня́
501,Weg::N,سكة,ки
502,Straße::N,طريق,ки
503,Dorf::N,قرية,веле
504,Stadt::N,مدينة,ош
505,Brief::N,خطاب,сёрма
506,Brief::N,مكتوب,сёрма
507,Buch::N,كتاب,книга
508,Buchstabe::N,حرف,бу́ква
509,Zeitung::N,جريدة,газе́та
510,Leben::N,عيش,эряф
511,Leben::N,عيش,эряма
512,Leben::N,حياة,эряф
513,Leben::N,حياة,эряма
514,Tod::N,موت,кулома́
515,Tod::N,وفاة,кулома́
516,Grab::N,قبر,калма
517,Kirche::N,كنيسة,це́рькав
518,Sünde::N,خطيئة,пежеть
519,Sünde::N,خطيئة,муворкс
520,Gott::N,إله,шкай
521,Arbeiter::N,عامل,трудендай
522,Arbeiter::N,عامل,работник
523,Chef::N,رئيس,азор
524,Chef::N,رئيس,оцюня
525,Meister::N,أسطى,мастяр
526,Arzt::N,طبيب,врач
527,Arzt::N,طبيب,доктор
528,Lehrer::N,مدرس,учи́тель
529,Geld::N,نقود,ярмакт
530,Geschäft::N,صفقة,ладяфкс
531,Geschäft::N,صفقة,ладяф тев
532,Laden::N,دكان,ла́вка
533,Preis::N,سعر,питне
534,Ware::N,بضاعة,миф
535,Ware::N,بضاعة,ра́маф
536,Nutzen::N,فائدة,пара
537,Nutzen::N,فائدة,лезкс
538,Reichtum::N,غنى,ко́зяши
539,Reichtum::N,ثروة,ко́зяши
540,Welt::N,عالم,свет
541,Welt::N,دنيا,свет
542,Land::N,بلد,мастор
543,Staat::N,دولة,государства
544,König::N,ملك,король
545,Macht::N,سلطة,азорондама
546,Macht::N,سلطة,азорксши
547,Grenze::N,حدود,ёткаян
548,Krieg::N,حرب,война́
549,Feind::N,عدو,душман
550,Feind::N,عدو,каршек тюри
551,Gewalt::N,عنف,наругама
552,Kampf::N,قتال,тюрема́
553,Bogen[Waffe]::N,قوس,нал
554,Pfeil::N,سهم,нал
555,Gewehr::N,بندقية,винто́вка
556,Fehler::N,خطأ,эльбядькс
557,Lüge::N,كذب,васькафнема
558,Schaden::N,تلف,зия́н
559,Unglück::N,نحس,зия́н
560,Schuld::N,ذنب,муворши
561,Alter::N,سن,эряф кизот
562,Alter::N,سن,эряфонь пинге
563,Alter::N,عمر,эряф кизот
564,Alter::N,عمر,эряфонь пинге
565,Schluss::N,ختام,пе
566,Schluss::N,نهاية,пе
567,Zeit::N,وقت,пинге
568,Tag::N,يوم,ши
569,Morgen::N,صباح,шобдава
570,Mittag::N,ظهر,шикучка
571,Abend::N,مساء,иля́дь
572,Nacht::N,ليلة,ве
573,Woche::N,أسبوع,недя́ля
574,Monat::N,شهر,ков
575,Jahr::N,عام,киза
576,Jahr::N,سنة,киза
577,Frühling::N,ربيع,тунда́
578,Sommer::N,صيف,киза
579,Herbst::N,خريف,сёксе
580,Winter::N,شتاء,тяла
581,Januar::N,يناير,кельмеков
582,Januar::N,كانون الثاني,кельмеков
583,Februar::N,شباط,уфайков
584,Februar::N,فبراير,уфайков
585,März::N,آذار,марайков
586,März::N,مارس,марайков
587,April::N,نيسان,шудиков
588,Mai::N,مايو,панжиков
589,Juni::N,يونيو,лямбеков
590,Juni::N,حزيران,лямбеков
591,Juli::N,تموز,псиков
592,Juli::N,يوليو,псиков
593,August::N,آب,сёроньков
594,August::N,أغسطس,сёроньков
595,September::N,أيلول,тюжягов
596,September::N,سبتمبر,тюжягов
597,Oktober::N,أكتوبر,кельмазаков
598,Oktober::N,تشرين الأول,кельмазаков
599,November::N,نوفمبر,эйндамков
600,November::N,تشرين الثاني,эйндамков
601,Dezember::N,ديسمبر,кучкаков
602,Dezember::N,كانون الأول,кучкаков
603,Montag::N,يوم الاثنين,одговши
604,Dienstag::N,يوم الثلاثاء,ша́вши
605,Mittwoch::N,يوم الأربعاء,вержи
606,Donnerstag::N,يوم الخميس,шува́ланя
607,Freitag::N,يوم الجمعة,пя́денця
608,Samstag::N,يوم السبت,ёткши
609,Sonntag::N,يوم الأحد,таргоши
610,groß::A,كبير,оцю
611,klein::A,صغير,ёмла
612,lang::A,طويل,кува́ка
613,kurz::A,قصير,нюрьхкя́ня
614,breit::A,واسع,кели
615,schmal::A,ضيق,тяйня
616,dicht::A,كث,сиде
617,dicht::A,كث,туста
618,dicht::A,كثيف,сиде
619,dicht::A,كثيف,туста
620,dick[Gegenstand]::A,غليظ,эчке
621,dünn::A,رفيع,шува́ня
622,fein::A,رقيق,шува́ня
623,fest::A,متين,кеме
624,flach::A,سهل,лапш
625,flach::A,منبسط,лапш
626,glatt::A,ناعم,вадяв
627,glatt::A,ناعم,такор
628,hart::A,صلب,калгода
629,hart::A,جامد,калгода
630,weich::A,لين,ляпе
631,rund::A,مستدير,кру́глай
632,spitz::A,مدبب,ботаз
633,spitz::A,مدبب,оржа
634,scharf::A,حاد,оржа
635,stumpf::A,ثالم,ношка
636,schwer::A,ثقيل,стака
637,schön::A,جميل,мазы
638,heiß::A,حار,пси
639,heiß::A,ساخن,пси
640,warm::A,دافئ,лямбе
641,kalt::A,بارد,кельме
642,kühl::A,قر,эше
643,frisch::A,طازج,свежай
644,feucht::A,رطب,летьке
645,nass::A,مبلول,начка
646,trocken::A,جاف,коське
647,voll::A,ملء,пяшксе
648,leer::A,خال,шава
649,leer::A,فارغ,шава
650,offen::A,مفتوح,панжада
651,offen::A,مفتوح,виде
652,geschlossen::A,مغلق,пякстаф
653,geschlossen::A,مغلق,сёлгф
654,sauber::A,نظيف,ару
655,schmutzig::A,قذر,рда́зу
656,schmutzig::A,قذر,пя́ндра
657,roh::A,نيء,верок
658,reif::A,ناضج,ке́нерьф
659,lecker::A,لذيذ,танцти
660,süß::A,حلو,ламбама
661,bitter::A,مر,сяпи
662,sauer::A,حامض,шапама
663,hell::A,نير,валда
664,dunkel::A,مظلم,шобда
665,schwarz::A,أسود,равжа
666,weiß::A,أبيض,акша
667,rot::A,أحمر,якстерь
668,gelb::A,أصفر,тюжя́
669,blau::A,أزرق,сенем
670,grün::A,أخضر,пиже
671,grün::A,أخضر,сянгяря
672,grau::A,رمادي,уле
673,bunt::A,ملوب,сёрмав
674,billig::A,رخيص,у́цез
675,billig::A,رخيص,аф пи́тни
676,teuer::A,غال,пи́тни
677,wertvoll::A,ثمين,питни
678,blind::A,أعمى,сокор
679,taub::A,أصم,пярав
680,taub::A,أطرش,пярав
681,kräftig::A,قوي,пяк вии
682,stark::A,قوي,вии
683,schwach::A,ضعيف,лафча
684,fett::A,سمين,куя́
685,schlank::A,أهيف,виде ронга
686,hübsch::A,جميل,мазы
687,böse::A,رديء,кяжи
688,dumm::A,أبله,аф ёню
689,dumm::A,أبله,шава пря
690,dumm::A,أحمق,аф ёню
691,dumm::A,أحمق,шава пря
692,faul::A,كسلان,нола
693,fleißig::A,مجتهد,ку́лхцонды
694,geizig::A,بخيل,кирьжя
695,geizig::A,بخيل,жаднай
696,klug::A,ذكي,ёню
697,klug::A,ذكي,пря́ви
698,klug::A,عاقل,ёню
699,klug::A,عاقل,пря́ви
700,geschickt::A,ماهر,маштозь тиф
701,lieb::A,عزيز,цебярь
702,lustig::A,مرح,ра́хси
703,sanft::A,حليم,сетьме
704,hungrig::A,جائع,вача
705,hungrig::A,جائع,вачеда
706,krank::A,مريض,сяряди
707,nackt::A,عار,штада
708,nackt::A,عار,кърхтапа
709,traurig::A,حزين,ла́жнай
710,lebendig::A,حي,эряй
711,gut::A,جيد,пара
712,gut::A,جيد,цебярь
713,schlecht::A,سيء,кальдяв
714,richtig::A,صحيح,виде
715,schlimm::A,خبيث,кальдяв
716,wahr::A,حق,афкуксонь
717,alt::A,قديم,ташта
718,neu::A,جديد,од
719,ehemalig::A,سابق,и́нгольдень
720,alt[Lebewesen]::A,مسن,сире
721,jung::A,شاب,од
722,jung::A,صغير,од
723,arm::A,فقير,а́шу
724,reich::A,غني,козя
725,bekannt::A,معلوم,содаф
726,berühmt::A,مشهور,содавикс
727,fremd::A,أجنبي,лия
728,fremd::A,أجنبي,аф содаф
729,verschieden::A,مختلف,аф фкя ла́цонь
730,nah::A,قريب,мала
731,nah::A,قريب,аф ичкоздень
732,fern::A,بعيد,и́чкоздень
733,fern::A,بعيد,куна́рдонь
734,linker::A,يسار,кержи
735,rechter::A,يمين,види
736,anderer::A,آخر,лия
737,erster::A,أول,васенце
738,zweiter::A,ثان,омбоце
739,dritter::A,ثالث,колмоце
740,letzter::A,أخير,ме́кольце
741,allein::ADV,وحده,ськамонза
742,auf einmal::ADV,بالمرة,вихцок
743,zusammen::ADV,معا,марс
744,zusammen::ADV,معا,ма́рса
745,lange::ADV,مدة طويلة,кува́тьс
746,plötzlich::ADV,فجأة,а́пак учт
747,sofort::ADV,حالا,тяникиге
748,sofort::ADV,فورا,тяникиге
749,später::ADV,فيما بعد,ме́ле
750,jetzt::ADV,الآن,тяни
751,jetzt::ADV,حاليا,тяни
752,heute::ADV,اليوم,тячи
753,morgen::ADV,غدا,ва́нды
754,bald::ADV,قريبا,курок
755,dann::ADV,ثم,меле
756,dann::ADV,ثم,сяда меле
757,gestern::ADV,أمس,ися́к
758,gestern::ADV,البارحة,ися́к
759,einst::ADV,قديما,весть
760,einst::ADV,قديما,мзя́рда-бди
761,damals::ADV,حينئذ,эста
762,danach::ADV,ثم,меле
763,danach::ADV,بعد ذلك,меле
764,vorher::ADV,من قبل,инголи
765,vorher::ADV,قبل ذلك,инголи
766,zuerst::ADV,أولا,ва́сенда
767,einmal::ADV,مرة,весть
768,manchmal::ADV,أحيانا,лия́ста
769,manchmal::ADV,أحيانا,ко́ста-ко́ста
770,oft::ADV,كثيرا,си́деста
771,immer::ADV,دائما,фалу
772,immer::ADV,دائما,най
773,niemals::ADV,لا أبدا,аф мзя́рдонга
774,hier::ADV,هنا,тяса
775,hierhin::ADV,إلى هنا,сей
776,hierhin::ADV,إلى هنا,тяза
777,von hier::ADV,من هنا,тя́ста
778,dort::ADV,هناك,тоса
779,dorthin::ADV,إلى هناك,тов
