,Concept_ID,cs,ml
204,Asche::N,popel,ചാരം
205,Dreck::N,špína,അഴുക്ക്
206,Eisen::N,železo,ഇരുമ്പ്
207,Gold::N,zlato,സ്വർണ്ണം
208,Silber::N,stříbro,വെള്ളി
209,Kohle::N,uhlí,കൽക്കരി
210,Glas::N,sklo,ഗ്ലാസ്
211,Lehm::N,jíl,കളിമണ്ണ്
212,Lehm::N,hlína,കളിമണ്ണ്
213,Sand::N,písek,മണൽ
214,Mensch::N,člověk,മനുഷ്യർ
215,Mann::N,muž,പുരുഷൻ
216,Frau::N,žena,സ്ത്രീ
217,Kind::N,dítě,കുഞ്ഞ്
218,Junge::N,hoch,ആൺകുട്ടി
219,Junge::N,chlapec,ആൺകുട്ടി
220,Mädchen::N,děvče,പെൺകുട്ടി
221,Familie::N,rodina,കുടുംബം
222,Großvater::N,děd,അപ്പൂപ്പൻ
223,Großvater::N,dědeček,അപ്പൂപ്പൻ
224,Großmutter::N,babička,അമ്മുമ്മ
225,Eltern::N,rodiče,മാതാപിതാക്കള്
226,Vater::N,otec,അച്ഛൻ
227,Mutter::N,matka,അമ്മ
228,Sohn::N,syn,മകൻ
229,Tochter::N,dcera,മകൾ
230,Bruder::N,bratr,ചേട്ടൻ
231,Bruder::N,bratr,അനിയൻ
232,Schwester::N,sestra,ചേച്ചി
233,Schwester::N,sestra,അനിയത്തി
234,Onkel::N,strýc,അമ്മാവൻ
235,Tante::N,teta,മാമി
236,Ehemann::N,choť,ഭർത്താവ്
237,Ehemann::N,manžel,ഭർത്താവ്
238,Ehefrau::N,choť,ഭാര്യ
239,Ehefrau::N,manželka,ഭാര്യ
240,Freude::N,radost,ആഹ്ലാദം
241,Gelächter::N,smích,ചിരിയുടെ ശബ്ദം
242,Glück::N,štěstí,സന്തോഷം
243,Glück::N,štěstí,സന്തുഷ്ടി
244,Kummer::N,žal,ശോകം
245,Kummer::N,trápení,ശോകം
246,Wunsch::N,přání,ആഗ്രഹം
247,Lust::N,chuť,ആഗ്രഹം
248,Geist::N,duch,ചുറുചുറുക്ക്
249,Gedanke::N,myšlenka,ചിന്ത
250,Gedächtnis::N,paměť,ഓർമ്മശക്തി
251,Verstand::N,rozum,മനസ്സ്
252,Sinn::N,smysl,അർത്ഥം
253,Grund::N,důvod,കാരണം
254,Wahrheit::N,pravda,സത്യം
255,Gespräch::N,rozhovor,സല്ലാപം
256,Märchen::N,pohádka,യക്ഷിക്കഥ
257,Erzählung::N,povídka,കഥ
258,Nachricht::N,zpráva,സന്ദേശം
259,Neuigkeit::N,novina,വാർത്ത
260,Neuigkeit::N,novinka,വാർത്ത
261,Name::N,jméno,പേര്
262,Rätsel::N,hádanka,പ്രഹേളിക
263,Rede::N,řeč,സംസാരം
264,Rede::N,proslov,സംസാരം
265,Sprache::N,řeč,ഭാഷ
266,Sprache::N,jazyk,ഭാഷ
267,Stimme::N,hlas,സ്വരം
268,Wort::N,slovo,വാക്ക്
269,Zeichen::N,znamení,സംജ്ഞ
270,Ruf::N,zavolání,വിളി
271,Lärm::N,hluk,ആരവം
272,Laut::N,zvuk,ശബ്ദം
273,Ton::N,tón,സ്വരഭേദം
274,Lied::N,píseň,പാട്ട്
275,Ruhe::N,klid,നിശ്ചലത
276,Ruhe::N,pokoj,നിശ്ചലത
277,Leute::N,lidé,ജനങ്ങൾ
278,Volk::N,národ,രാഷ്ടം
279,Arbeit::N,práce,ജോലി
280,Gast::N,host,അതിലി
281,Geschenk::N,dar,സമ്മാനം
282,Spiel::N,hra,കളി
283,Gesellschaft::N,společnost,കൂട്ടായ്മ
284,Hilfe::N,pomoc,സഹായം
285,Freund::N,přítel,സുഹൃത്ത്
286,Kamerad::N,kamarád,കൂട്ടാളി
287,Angelegenheit::N,záležitost,കാര്യം
288,Anzahl::N,počet,എണ്ണം
289,Art::N,druh,തരം
290,Stück::N,kus,കഷണം
291,Stück::N,kousek,കഷണം
292,Teil::N,díl,ഭാഗം
293,Teil::N,část,ഭാഗം
294,Hälfte::N,půl,പകുതി
295,Kreis::N,kruh,വൃത്തം
296,Kreuz::N,kříž,കുരിശടയാളം
297,Linie::N,linka,വര
298,Linie::N,linka,രേഖ
299,Strich::N,čára,പക്ഷാഘാതം
300,Strich::N,čárka,പക്ഷാഘാതം
301,Abstand::N,vzdálenost,വിടവ്
302,Entfernung::N,vzdálenost,അകലം
303,Gegend::N,krajina,പ്രദേശം
304,Platz::N,prostor,ഇടം
305,Ort::N,místo,സ്ഥലം
306,Seite::N,strana,വശം
307,Mitte::N,střed,മധ്യസ്ഥാനം
308,Mitte::N,prostředek,മധ്യസ്ഥാനം
309,Gegenstand::N,předmět,സാധനം
310,Sache::N,věc,വസ്തു
311,Rand::N,kraj,തൊങ്ങൽ
312,Rand::N,okraj,തൊങ്ങൽ
313,Kante::N,hrana,അറ്റം
314,Ecke::N,roh,മൂല
315,Spitze::N,hrot,അഗ്രം
316,Spitze::N,špička,അഗ്രം
317,Ende::N,konec,അവസാനം
318,Loch::N,díra,ദ്വാരം
319,Winkel::N,kout,കോൺ
320,Muster::N,vzor,ക്രമം
321,Größe::N,velikost,വലുപ്പം
322,Länge::N,délka,നീളം
323,Höhe::N,výška,ഉയരം
324,Gewicht::N,váha,കട്ടി
325,Menge::N,množství,അളവ്
326,Haufen::N,kupa,കൂമ്പാരം
327,Haufen::N,hromada,കൂമ്പാരം
328,Reihe::N,řada,വരി
329,Reihe::N,řádek,വരി
330,Boot::N,člun,ബോട്ട്
331,Ruder::N,veslo,പങ്കായം
332,Schlitten::N,sáně,ഉരുളില്ലാവണ്ടി
333,Ski::N,lyže,ഹിമപാദുകം
334,Lagerfeuer::N,táborák,തീ
335,Last::N,náklad,ഭാരം
336,Last::N,břemeno,ഭാരം
337,Gang::N,chůze,നടത്തം
338,Gang::N,chodba,നടത്തം
339,Schritt::N,krok,ചുവട്
340,Norden::N,sever,വടക്ക്
341,Süden::N,jih,തെക്ക്
342,Westen::N,západ,പടിഞ്ഞാറ്
343,Osten::N,východ,കിഴക്ക്
344,Holz::N,dřevo,തടി
345,Brett::N,prkno,ബോർഡ്
346,Platte::N,deska,തകിട്
347,Stütze::N,opěra,താങ്ങ്
348,Stange::N,tyč,കമ്പ്
349,Stange::N,tyčka,കമ്പ്
350,Stock::N,hůlka,വടി
351,Stab::N,hůl,കുറുവടി
352,Rohr::N,trubka,കുഴൽ
353,Haus::N,dům,വീട്
354,Heim::N,domov,വീട്
355,Ofen::N,kamna,സ്റ്റൌ
356,Fußboden::N,podlaha,തറ
357,Tisch::N,stůl,മേശ
358,Stuhl::N,židle,കസേര
359,Wiege::N,kolébka,തൊട്ടിൽ
360,Bett::N,postel,കിടക്ക
361,Regal::N,regál,ഷെൽഫ്
362,Regal::N,police,ഷെൽഫ്
363,Kiste::N,bedna,പെട്ടി
364,Fenster::N,okno,ജനൽ
365,Tür::N,dveře,വാതിൽ
366,Tor::N,vrata,കവാടം
367,Zaun::N,plot,വേലി
368,Dach::N,střecha,മേൽക്കുര
369,Leiter::N,žebřík,ഏണി
370,Besen::N,koště,ചൂല്
371,Besen::N,smeták,ചൂല്
372,Spaten::N,rýč,തൂമ്പ
373,Schaufel::N,lopata,തൂമ്പ
374,Gabel::N,vidlička,മുൾക്കത്തി
375,Löffel::N,lžíce,സ്പൂൺ
376,Messer::N,nůž,കത്തി
377,Nagel::N,hřebík,ആണി
378,Netz::N,síť,വല
379,Haken::N,hák,കൊളുത്ത്
380,Griff::N,držadlo,കൈപ്പിടി
381,Schloss::N,zámek,പൂട്ട്
382,Bild::N,obraz,ചിത്രം
383,Figur::N,figura,കണക്ക്
384,Puppe::N,panenka,പാവ
385,Beutel::N,pytlík,ബാഗ്
386,Bündel::N,svazek,കെട്ട്
387,Tasche::N,taška,ബാഗ്
388,Tasche::N,brašna,ബാഗ്
389,Eimer::N,kýbl,ബക്കറ്റ്
390,Eimer::N,vědro,ബക്കറ്റ്
391,Deckel::N,víko,ഉറ
392,Deckel::N,příklop,ഉറ
393,Geschirr::N,nádobí,പിഞ്ഞാണം
394,Sack::N,pytel,ചാക്ക്
395,Tasse::N,šálek,കപ്പ്
396,Topf::N,hrnec,പാത്രം
397,Kessel::N,kotel,കെറ്റ്ല്
398,Essen::N,jídlo,ആഹാരസമയം
399,Nahrung::N,strava,ഭക്ഷണം
400,Nahrung::N,potrava,ഭക്ഷണം
401,Speise::N,jídlo,ഡിഷ്
402,Fleisch::N,maso,മാംസം
403,Getreide::N,obilí,ചോളം
404,Brei::N,kaše,കഞ്ഞി
405,Brot::N,chléb,റോട്ടി
406,Scheibe::N,krajíc,തുണ്ട്
407,Fett::N,tuk,കൊഴുപ്പ്
408,Fett::N,omastek,കൊഴുപ്പ്
409,Butter::N,máslo,വെണ്ണ
410,Öl::N,olej,എണ്ണ
411,Salz::N,sůl,ഉപ്പ്
412,Suppe::N,polévka,സൂപ്പ്
413,Honig::N,med,തേൻ
414,Milch::N,mléko,പാൽ
415,Tee::N,čaj,ചായ
416,Leder::N,kůže,തുകൽ
417,Wolle::N,vlna,കമ്പിളി
418,Stoff::N,látka,തുണി
419,Nadel::N,jehla,സൂചി
420,Faden::N,nit,നൂല്
421,Knopf::N,knoflík,ബട്ടൺ
422,Knoten::N,uzel,കുരുക്ക്
423,Farbe::N,barva,പെയിൻറ്
424,Kleidung::N,šaty,വസ്ത്രങ്ങൾ
425,Kleidung::N,šatstvo,വസ്ത്രങ്ങൾ
426,Hemd::N,košile,ഷർട്ട്
427,Kragen::N,límec,കുപ്പായക്കഴുത്ത്
428,Ärmel::N,rukáv,കുപ്പായക്കൈ
429,Hose::N,kalhoty,ട്രൌസർ
430,Gürtel::N,pás,ബെൽറ്റ്
431,Gürtel::N,opasek,ബെൽറ്റ്
432,Mütze::N,čepice,തൊപ്പി
433,Schuh::N,bota,ഷൂ
434,Stiefel::N,holínka,ബൂട്ട്
435,Ring::N,prsten,മോതിരം
436,Band::N,pásek,റിബൺ
437,Kamm::N,hřeben,ചീപ്പ്
438,Spiegel::N,zrcadlo,കണ്ണാടി
439,Riemen::N,řemen,സ്ട്രാപ്പ്
440,Schnur::N,šňůra,ചരട്
441,Leine::N,vodítko,കെട്ടാനുള്ള തോൽവാർ
442,Decke::N,pokrývka,പുതപ്പ്
443,Decke::N,přikrývka,പുതപ്പ്
444,Kissen::N,polštář,തലയിണ
445,Tuch::N,šátek,സ്കാർഫ്
446,Handtuch::N,ručník,തോർത്ത്
447,Kraft::N,síla,ശക്തി
448,Stärke::N,síla,ശക്തി
449,Gesundheit::N,zdraví,ആരോഗ്യം
450,Krankheit::N,nemoc,അസുഖം
451,Krankheit::N,choroba,അസുഖം
452,Schmerz::N,bolest,വേദന
453,Wunde::N,rána,മുറിവ്
454,Fieber::N,horečka,പനി
455,Arznei::N,lék,മരുന്ന്
456,Brücke::N,most,പാലം
457,Brunnen::N,studna,കിണർ
458,Weide::N,pastva,മേച്ചൽ
459,Weide::N,pastvina,മേച്ചൽ
460,Pfad::N,pěšina,വഴി
461,Weg::N,cesta,വഴി
462,Straße::N,silnice,റോഡ്
463,Dorf::N,vesnice,ഗ്രാമം
464,Stadt::N,město,നഗരം
465,Brief::N,dopis,കത്ത്
466,Buch::N,kniha,പുസ്തകം
467,Buchstabe::N,písmeno,അക്ഷരം
468,Zeitung::N,noviny,വർത്തമാനപത്രം
469,Leben::N,život,ജീവൻ
470,Tod::N,smrt,മരണം
471,Grab::N,hrob,ശവക്കുഴി
472,Kirche::N,kostel,പള്ളി
473,Sünde::N,hřích,പാപം
474,Gott::N,bůh,ദൈവം
475,Arbeiter::N,dělník,ജോലിക്കാരൻ
476,Arbeiter::N,pracovník,ജോലിക്കാരൻ
477,Chef::N,šéf,മേധാവി
478,Chef::N,vedoucí,മേധാവി
479,Meister::N,mistr,യജമാനൻ
480,Arzt::N,lékař,ഡോക്ടർ
481,Lehrer::N,učitel,അധ്യാപകൻ
482,Geld::N,peníze,പണം
483,Geschäft::N,obchod,ബിസിനസ്
484,Laden::N,krám,കട
485,Preis::N,cena,വില
486,Ware::N,zboží,ചരക്ക്
487,Nutzen::N,užitek,ലാഭം
488,Reichtum::N,bohatství,ധനം
489,Welt::N,svět,ലോകം
490,Land::N,země,രാജ്യം
491,Staat::N,stát,രാജ്യം
492,König::N,král,രാജാവ്
493,Macht::N,moc,അധികാരം
494,Macht::N,mocnost,അധികാരം
495,Grenze::N,hranice,അതിർത്തി
496,Krieg::N,válka,യുദ്ധം
497,Feind::N,nepřítel,ശത്രു
498,Gewalt::N,násilí,അക്രമം
499,Kampf::N,boj,പോരാട്ടം
500,Bogen[Waffe]::N,luk,വില്ല്
501,Pfeil::N,šíp,അമ്പ്
502,Gewehr::N,puška,തോക്ക്
503,Gewehr::N,ručnice,തോക്ക്
504,Fehler::N,chyba,പിശക്
505,Lüge::N,lež,കള്ളം
506,Schaden::N,škoda,കേടുപാട്
507,Unglück::N,neštěstí,ദൌർഭാഗ്യം
508,Schuld::N,vina,തെറ്റ്
509,Alter::N,věk,വയസ്സ്
510,Schluss::N,konec,നിഗമനം
511,Zeit::N,čas,സമയം
512,Tag::N,den,ദിവസം
513,Morgen::N,ráno,പ്രഭാതം
514,Morgen::N,jitro,പ്രഭാതം
515,Mittag::N,poledne,ഉച്ച
516,Abend::N,večer,സായാഹ്നം
517,Nacht::N,noc,രാത്രി
518,Woche::N,týden,ആഴ്ച
519,Monat::N,měsíc,മാസം
520,Jahr::N,rok,വർഷം
521,Frühling::N,jaro,വസന്തം
522,Sommer::N,léto,വേനൽ
523,Herbst::N,podzim,ശരത്കാലം
524,Winter::N,zima,ശൈത്യം
525,Januar::N,leden,ജനുവരി
526,Februar::N,únor,ഫെബ്രുവരി
527,März::N,březen,മാർച്ച്
528,April::N,duben,ഏപ്രിൾ മാസം
529,Mai::N,květen,മെയ് മാസം
530,Juni::N,červen,ജൂൺ
531,Juli::N,červenec,ജൂലൈ
532,August::N,srpen,ആഗസ്റ്റ്
533,September::N,září,സെപ്തംബർ
534,Oktober::N,říjen,ഒക്ടോബർ
535,November::N,listopad,നവംബർ
536,Dezember::N,prosinec,ഡിസംബർ
537,Montag::N,pondělí,തിങ്കളാഴ്ച
538,Montag::N,pondělek,തിങ്കളാഴ്ച
539,Dienstag::N,úterý,ചൊവ്വ
540,Mittwoch::N,středa,ബുധനാഴ്ച
541,Donnerstag::N,čtvrtek,വ്യാഴാഴ്ച
542,Freitag::N,pátek,വെള്ളിയാഴ്ച
543,Samstag::N,sobota,ശനിയാഴ്ച
544,Sonntag::N,neděle,ഞായറാഴ്ച
545,groß::A,velký,വലിയ
546,klein::A,malý,ചെറിയ
547,lang::A,dlouhý,നീണ്ട
548,kurz::A,krátký,ഹ്രസ്വമായ
549,breit::A,široký,വിശാലമായ
550,schmal::A,úzký,ഇടുങ്ങിയ
551,dicht::A,hustý,നിബിഡമായ
552,dick[Gegenstand]::A,tlustý,തടിച്ച
553,dünn::A,tenký,മെലിഞ്ഞ
554,fein::A,jemný,നേർത്ത
555,fest::A,pevný,ഉറപ്പുള്ള
556,flach::A,plochý,പരന്ന
557,flach::A,placatý,പരന്ന
558,glatt::A,hladký,മിനുസമുള്ള
559,hart::A,tvrdý,കട്ടിയുള്ള
560,weich::A,měkký,മൃദുവായ
561,rund::A,kulatý,വട്ടത്തിലുള്ള
562,rund::A,okrouhlý,വട്ടത്തിലുള്ള
563,spitz::A,špičatý,മുനയുള്ള
564,scharf::A,ostrý,മൂർച്ചയുള്ള
565,stumpf::A,tupý,തുറന്നടിക്കുന്ന
566,schwer::A,těžký,ഭാരമുള്ള
567,schön::A,pěkný,മനോഹരമായ
568,schön::A,krásný,മനോഹരമായ
569,heiß::A,horký,ചൂടുള്ള
570,warm::A,teplý,ചൂടുള്ള
571,kalt::A,studený,തണുത്ത
572,kühl::A,chladný,തണുപ്പുള്ള
573,frisch::A,svěží,ശുദ്ധമായ
574,feucht::A,vlhký,ഈറനുള്ള
575,nass::A,mokrý,നനഞ്ഞ
576,trocken::A,suchý,വരണ്ട
577,voll::A,plný,നിറയെ
578,leer::A,prázdný,ഒഴിഞ്ഞ
579,offen::A,otevřený,തുറന്ന
580,geschlossen::A,zavřený,അടച്ച
581,sauber::A,čistý,വൃത്തിയുള്ള
582,schmutzig::A,špinavý,അഴുക്കുനിറഞ്ഞ
583,roh::A,syrový,അസംസ്കൃതമായ
584,reif::A,zralý,പഴുത്ത
585,lecker::A,chutný,രുചികരമായ
586,süß::A,sladký,മധുരമുള്ള
587,bitter::A,hořký,കടുത്ത
588,sauer::A,kyselý,പുളിപ്പുള്ള
589,hell::A,světlý,ജ്വലിക്കുന്ന
590,dunkel::A,temný,ഇരുണ്ട
591,schwarz::A,černý,കറുത്ത
592,weiß::A,bílý,വെളുത്ത
593,rot::A,rudý,ചുവന്ന
594,rot::A,červený,ചുവന്ന
595,gelb::A,žlutý,മഞ്ഞനിറമായ
596,blau::A,modrý,നീലനിറമുള്ള
597,grün::A,zelený,പച്ചനിറമുള്ള
598,grau::A,šedý,ചാരനിറത്തിലുള്ള
599,grau::A,šedivý,ചാരനിറത്തിലുള്ള
600,bunt::A,pestrý,വർണ്ണശബളമായ
601,billig::A,levný,വിലകുറഞ്ഞ
602,billig::A,laciný,വിലകുറഞ്ഞ
603,teuer::A,drahý,ചെലവേറിയ
604,wertvoll::A,cenný,വിലപിടിപ്പുള്ള
605,blind::A,slepý,അന്ധനായ
606,taub::A,hluchý,കേൾവിക്കുറവുള്ള
607,kräftig::A,silný,ശക്തിയുള്ള
608,stark::A,silný,ബലമുള്ള
609,schwach::A,slabý,ക്ഷീണിച്ച
610,fett::A,tučný,കൊഴുപ്പുള്ള
611,fett::A,tlustý,കൊഴുപ്പുള്ള
612,schlank::A,štíhlý,മെലിഞ്ഞ
613,hübsch::A,hezký,മനോഹരമായ
614,böse::A,zlý,പാപിയായ
615,dumm::A,hloupý,വിവരംകെട്ട
616,faul::A,líný,അലസനായ
617,fleißig::A,pilný,അദ്ധ്വാനശീലമുള്ള
618,geizig::A,lakomý,പിശുക്കനായ
619,klug::A,chytrý,ബുദ്ധിസാമർഥ്യമുള്ള
620,geschickt::A,šikovný,പ്രതിഭാശാലി
621,lieb::A,milý,പ്രിയപ്പെട്ട
622,lustig::A,veselý,ആനന്ദകരമായ
623,sanft::A,mírný,സൌമ്യമായ
624,hungrig::A,hladový,വിശപ്പുള്ള
625,krank::A,nemocný,അസുഖമുള്ള
626,nackt::A,nahý,നഡമായ
627,traurig::A,smutný,വിഷമമുള്ള
628,traurig::A,truchlivý,വിഷമമുള്ള
629,lebendig::A,živý,ഉപജീവനം
630,gut::A,dobrý,നല്ല
631,schlecht::A,špatný,മോശമായ
632,richtig::A,pravý,ശരിയായ
633,richtig::A,správný,ശരിയായ
634,schlimm::A,zlý,വൃത്തികെട്ട
635,wahr::A,pravdivý,ശരിയായ
636,alt::A,starý,പഴയ
637,neu::A,nový,പുതിയ
638,ehemalig::A,bývalý,മുൻ
639,alt[Lebewesen]::A,starý,വയസ്സുള്ള
640,jung::A,mladý,കൌമാരമായ
641,arm::A,chudý,പാവപ്പെട്ട
642,reich::A,bohatý,സമ്പന്നമായ
643,bekannt::A,známý,പരിചിതമായ
644,berühmt::A,slavný,പ്രശസ്തനായ
