,Concept_ID,es,lv
91,Bein::N,pierna,kāja
92,Körper::N,cuerpo,туша
93,Körper::N,cuerpo,вывтыр
94,Körper::N,cuerpo,miesa
95,Körper::N,cuerpo,ķermenis
96,Haut::N,piel,ку
97,Haut::N,piel,āda
98,Blut::N,sangre,вир
99,Blut::N,sangre,asins
100,Ader::N,vena,сӧн
101,Ader::N,vena,asinsvads
102,Sehne::N,tendón,вез
103,Sehne::N,tendón,dzīsla
104,Knochen::N,hueso,лы
105,Knochen::N,hueso,kauls
106,Gehirn::N,cerebro,вем
107,Gehirn::N,cerebro,smadzenes
108,Gehirn::N,encéfalo,вем
109,Gehirn::N,encéfalo,smadzenes
110,Herz::N,corazón,сьӧлӧм
111,Herz::N,corazón,sirds
112,Magen::N,estómago,кынӧм
113,Magen::N,estómago,kuņģis
114,Leber::N,hígado,мус
115,Leber::N,hígado,aknas
116,Atem::N,aliento,лов
117,Atem::N,aliento,elpa
118,Hunger::N,hambre,тшыг
119,Hunger::N,hambre,bads
120,Hunger::N,hambre,izsalkums
121,Träne::N,lágrima,синва
122,Träne::N,lágrima,asara
123,Geschmack::N,gusto,кӧр
124,Geschmack::N,gusto,чӧсмӧс
125,Geschmack::N,gusto,garša
126,Geruch::N,olor,зын
127,Geruch::N,olor,дук
128,Geruch::N,olor,smaka
129,Schlaf::N,sueño,узьӧм
130,Schlaf::N,sueño,miegs
131,Traum::N,sueño,вӧт
132,Traum::N,sueño,вӧтасьӧм
133,Traum::N,sueño,sapnis
134,Traum::N,ensueño,вӧт
135,Traum::N,ensueño,вӧтасьӧм
136,Traum::N,ensueño,sapnis
137,Himmel::N,cielo,енэж
138,Himmel::N,cielo,debess
139,Sonne::N,sol,шонді
140,Sonne::N,sol,saule
141,Mond::N,luna,тӧлысь
142,Mond::N,luna,mēness
143,Stern::N,estrella,кодзув
144,Stern::N,estrella,zvaigzne
145,Luft::N,aire,сынӧд
146,Luft::N,aire,gaiss
147,Wind::N,viento,тӧв
148,Wind::N,viento,vējš
149,Welle::N,ola,гы
150,Welle::N,ola,vilnis
151,Welle::N,onda,гы
152,Welle::N,onda,vilnis
153,Wasser::N,agua,ва
154,Wasser::N,agua,ūdens
155,Stein::N,piedra,из
156,Stein::N,piedra,akmens
157,Boden::N,suelo,му
158,Boden::N,suelo,augsne
159,Erde::N,tierra,му
160,Erde::N,tierra,му-ва
161,Erde::N,tierra,zeme
162,Staub::N,polvo,бус
163,Staub::N,polvo,putekļi
164,Rauch::N,humo,тшын
165,Rauch::N,humo,dūmi
166,Funke::N,chispa,кинь
167,Funke::N,chispa,би кинь
168,Funke::N,chispa,dzirkstele
169,Feuer::N,fuego,би
170,Feuer::N,fuego,uguns
171,Licht::N,luz,югӧр
172,Licht::N,luz,gaisma
173,Schatten::N,sombra,вуджӧр
174,Schatten::N,sombra,ēna
175,Wetter::N,tiempo,поводдя
176,Wetter::N,tiempo,laiks
177,Nebel::N,niebla,ру
178,Nebel::N,niebla,онь
179,Nebel::N,niebla,migla
180,Wolke::N,nube,кымӧр
181,Wolke::N,nube,mākonis
182,Regen::N,lluvia,зэр
183,Regen::N,lluvia,lietus
184,Schnee::N,nieve,лым
185,Schnee::N,nieve,sniegs
186,Eis::N,hielo,йи
187,Eis::N,hielo,ledus
188,Frost::N,helada,кӧдзыд
189,Frost::N,helada,sals
190,Kälte::N,frío,кӧдзыд
191,Kälte::N,frío,saltums
192,Kälte::N,frío,aukstums
193,Hitze::N,calor,пӧсь
194,Hitze::N,calor,гожӧд
195,Hitze::N,calor,karstums
196,Raureif::N,escarcha,пуж
197,Raureif::N,escarcha,гыӧр
198,Raureif::N,escarcha,sarma
199,Regenbogen::N,arco iris,ӧшкамӧшка
200,Regenbogen::N,arco iris,varavīksne
201,Donner::N,trueno,гым
202,Donner::N,trueno,pērkons
203,Strömung::N,corriente,ва ныр
204,Strömung::N,corriente,визувтӧм
205,Strömung::N,corriente,straume
206,Strömung::N,corriente,strāvojums
207,Tropfen::N,gota,войт
208,Tropfen::N,gota,lāse
209,Schaum::N,espuma,быг
210,Schaum::N,espuma,быгзьӧм
211,Schaum::N,espuma,putas
212,Schmutz::N,suciedad,няйт
213,Schmutz::N,suciedad,dubļi
214,See::N,lago,ты
215,See::N,lago,ezers
216,Sumpf::N,pantano,гыбад
217,Sumpf::N,pantano,кад
218,Sumpf::N,pantano,dumbrājs
219,Sumpf::N,pantano,staignājs
220,Moor::N,turbera,нюр
221,Moor::N,turbera,purvs
222,Moor::N,turbera,muklājs
223,Wiese::N,prado,видз
224,Wiese::N,prado,pļava
225,Wiese::N,pradera,видз
226,Wiese::N,pradera,pļava
227,Wald::N,bosque,вӧр
228,Wald::N,bosque,mežs
229,Hügel::N,colina,дзиб
230,Hügel::N,colina,мыльк
231,Hügel::N,colina,нӧрыс
232,Hügel::N,colina,paugurs
233,Anhöhe::N,cerro,мыльк
234,Anhöhe::N,cerro,нӧрыс
235,Anhöhe::N,cerro,paugurs
236,Berg::N,monte,чой
237,Berg::N,monte,керӧс
238,Berg::N,monte,kalns
239,Berg::N,montaña,чой
240,Berg::N,montaña,керӧс
241,Berg::N,montaña,kalns
242,Gipfel::N,cima,чук
243,Gipfel::N,cima,virsotne
244,Gipfel::N,cumbre,чук
245,Gipfel::N,cumbre,virsotne
246,Höhle::N,cueva,рудӧг
247,Höhle::N,cueva,ala
248,Höhle::N,caverna,рудӧг
249,Höhle::N,caverna,ala
250,Abhang::N,cuesta,ньывк
251,Abhang::N,cuesta,бокша
252,Abhang::N,cuesta,nogāze
253,Abhang::N,declive,ньывк
254,Abhang::N,declive,бокша
255,Abhang::N,declive,nogāze
256,Quelle::N,fuente,ӧшмӧс
257,Quelle::N,fuente,avots
258,Quelle::N,manantial,ӧшмӧс
259,Quelle::N,manantial,avots
260,Bach::N,arroyo,шор
261,Bach::N,arroyo,urga
262,Bach::N,arroyo,strauts
263,Fluss::N,río,ю
264,Fluss::N,río,upe
265,Ufer::N,orilla,вадор
266,Ufer::N,orilla,krasts
267,Küste::N,costa,вадор
268,Küste::N,costa,piekraste
269,Festland::N,tierra firme,му
270,Festland::N,tierra firme,sauszeme
271,Meer::N,mar,саридз
272,Meer::N,mar,jūra
273,Bucht::N,cala,куръя
274,Bucht::N,cala,līcis
275,Bucht::N,bahía,куръя
276,Bucht::N,bahía,līcis
277,Insel::N,isla,ді
278,Insel::N,isla,sala
279,Blume::N,flor,дзоридз
280,Blume::N,flor,puķe
281,Blume::N,flor,zieds
282,Gras::N,hierba,турун
283,Gras::N,hierba,zāle
284,Wurzel::N,raíz,вуж
285,Wurzel::N,raíz,sakne
286,Baum::N,árbol,пу
287,Baum::N,árbol,koks
288,Stamm::N,tronco,пучер
289,Stamm::N,tronco,stumbrs
290,Rinde::N,corteza,кырсь
291,Rinde::N,corteza,miza
292,Ast::N,rama,ув
293,Ast::N,rama,zars
294,Zweig::N,ramo,вож
295,Zweig::N,ramo,nozare
296,Blatt::N,hoja,кор
297,Blatt::N,hoja,lapa
298,Birke::N,abedul,кыдз
299,Birke::N,abedul,bērzs
300,Kiefer[Baum]::N,pino,пожӧм
301,Kiefer[Baum]::N,pino,priede
302,Weide[Baum]::N,sauce,бадь
303,Weide[Baum]::N,sauce,kārkls
304,Tanne::N,abeto,коз
305,Tanne::N,abeto,egle
306,Horn::N,asta,сюр
307,Horn::N,asta,rags
308,Horn::N,cuerno,сюр
309,Horn::N,cuerno,rags
310,Feder::N,pluma,гӧн
311,Feder::N,pluma,тывборд
312,Feder::N,pluma,spalva
313,Fell::N,piel,ку
314,Fell::N,piel,āda
315,Flügel::N,ala,борд
316,Flügel::N,ala,spārns
317,Klaue::N,garra,гыж
318,Klaue::N,garra,nags
319,Kralle::N,uña,гыж
320,Kralle::N,uña,nags
321,Kralle::N,garra,гыж
322,Kralle::N,garra,nags
323,Schwanz::N,cola,бӧж
324,Schwanz::N,cola,ļipa
325,Ei::N,huevo,кольк
326,Ei::N,huevo,ola
327,Nest::N,nido,поз
328,Nest::N,nido,ligzda
329,Bau::N,madriguera,горс
330,Bau::N,madriguera,пырмӧс
331,Bau::N,madriguera,гу
332,Bau::N,madriguera,ala
333,Tier::N,animal,пемӧс
334,Tier::N,animal,dzīvnieks
335,Herde::N,rebaño,стада
336,Herde::N,rebaño,кельӧб
337,Herde::N,rebaño,ganāmpulks
338,Kuh::N,vaca,мӧс
339,Kuh::N,vaca,govs
340,Bulle::N,toro,ӧш
341,Bulle::N,toro,bullis
342,Pferd::N,caballo,вӧв
343,Pferd::N,caballo,zirgs
344,Schaf::N,oveja,ыж
345,Schaf::N,oveja,aita
346,Schwein::N,cerdo,порсь
347,Schwein::N,cerdo,cūka
348,Hund::N,perro,пон
349,Hund::N,perro,suns
350,Katze::N,gato,кань
351,Katze::N,gato,kaķis
352,Bär::N,oso,ош
353,Bär::N,oso,lācis
354,Eichhörnchen::N,ardilla,ур
355,Eichhörnchen::N,ardilla,vāvere
356,Elch::N,alce,йӧра
357,Elch::N,alce,alnis
358,Fuchs::N,zorro,руч
359,Fuchs::N,zorro,lapsa
360,Hase::N,liebre,кӧч
361,Hase::N,liebre,zaķis
362,Maus::N,ratón,шыр
363,Maus::N,ratón,pele
364,Wolf::N,lobo,кӧин
365,Wolf::N,lobo,vilks
366,Vogel::N,ave,кай
367,Vogel::N,ave,лэбач
368,Vogel::N,ave,putns
369,Vogel::N,pájaro,кай
370,Vogel::N,pájaro,лэбач
371,Vogel::N,pájaro,putns
372,Schwarm::N,bandada,чукӧр
373,Schwarm::N,bandada,spiets
374,Huhn::N,gallina,курӧг
375,Huhn::N,gallina,vista
376,Hahn::N,gallo,петук
377,Hahn::N,gallo,gailis
378,Gans::N,oca,дзодзӧг
379,Gans::N,oca,zoss
380,Gans::N,ganso,дзодзӧг
381,Gans::N,ganso,zoss
382,Adler::N,águila,кутш
383,Adler::N,águila,ērglis
384,Ente::N,pato,утка
385,Ente::N,pato,pīle
386,Eule::N,lechuza,сюзь
387,Eule::N,lechuza,pūce
388,Kranich::N,grulla,тури
389,Kranich::N,grulla,dzērve
390,Krähe::N,corneja,рака
391,Krähe::N,corneja,vārna
392,Kuckuck::N,cuco,кӧк
393,Kuckuck::N,cuco,dzeguze
394,Schwan::N,cisne,юсь
395,Schwan::N,cisne,gulbis
396,Fisch::N,pez,чери
397,Fisch::N,pez,zivs
398,Barsch::N,perca,ёкыш
399,Barsch::N,perca,asaris
400,Hecht::N,lucio,сир
401,Hecht::N,lucio,līdaka
402,Schlange[Tier]::N,serpiente,кый
403,Schlange[Tier]::N,serpiente,čūska
404,Wurm::N,gusano,номыр
405,Wurm::N,gusano,tārps
406,Spinne::N,araña,черань
407,Spinne::N,araña,zirneklis
408,Ameise::N,hormiga,кодзувкот
409,Ameise::N,hormiga,skudra
410,Laus::N,piojo,той
411,Laus::N,piojo,uts
412,Mücke::N,mosquito,ном
413,Mücke::N,mosquito,ods
414,Fliege::N,mosca,гут
415,Fliege::N,mosca,muša
416,Schmetterling::N,mariposa,бобув
417,Schmetterling::N,mariposa,tauriņš
418,Beere::N,baya,тусь
419,Beere::N,baya,вотӧс
420,Beere::N,baya,oga
421,Apfel::N,manzana,яблӧг
422,Apfel::N,manzana,ābols
423,Pilz::N,seta,тшак
424,Pilz::N,seta,sēne
425,Pilz::N,hongo,тшак
426,Pilz::N,hongo,sēne
427,Zwiebel::N,cebolla,луккок
428,Zwiebel::N,cebolla,йӧнгыль
429,Zwiebel::N,cebolla,sīpols
430,Saat::N,siembra,тусь
431,Saat::N,siembra,кӧйдыс
432,Saat::N,siembra,sēkla
433,Korn::N,grano,тусь
434,Korn::N,grano,grauds
435,Heu::N,heno,турун
436,Heu::N,heno,siens
437,Schale::N,cáscara,кор
438,Schale::N,cáscara,čaula
439,Schale::N,cáscara,čaumala
440,Grube::N,foso,гу
441,Grube::N,foso,bedre
442,Falle::N,trampa,лэч
443,Falle::N,trampa,slazds
444,Falle::N,trampa,lamatas
445,Schlinge::N,lazo,лэч
446,Schlinge::N,lazo,cilpa
447,Spur::N,huella,туй
448,Spur::N,huella,pēda
449,Asche::N,ceniza,пӧм
450,Asche::N,ceniza,pelni
451,Dreck::N,suciedad,няйт
452,Dreck::N,suciedad,dubļi
453,Eisen::N,hierro,кӧрт
454,Eisen::N,hierro,dzelzs
455,Gold::N,oro,зарни
456,Gold::N,oro,zelts
457,Silber::N,plata,эзысь
458,Silber::N,plata,sudrabs
459,Kohle::N,carbón,шом
460,Kohle::N,carbón,ogle
461,Glas::N,vidrio,стеклӧ
462,Glas::N,vidrio,stikls
463,Glas::N,cristal,стеклӧ
464,Glas::N,cristal,stikls
465,Lehm::N,barro,сёй
466,Lehm::N,barro,māls
467,Sand::N,arena,лыа
468,Sand::N,arena,smiltis
469,Mensch::N,hombre,морт
470,Mensch::N,hombre,cilvēks
471,Mensch::N,ser humano,морт
472,Mensch::N,ser humano,cilvēks
473,Mann::N,hombre,аймӧрт
474,Mann::N,hombre,мужичӧй
475,Mann::N,hombre,vīrietis
476,Frau::N,mujer,ань
477,Frau::N,mujer,нывбаба
478,Frau::N,mujer,sieviete
479,Kind::N,niño,кага
480,Kind::N,niño,bērns
481,Junge::N,chico,пи
482,Junge::N,chico,zēns
483,Junge::N,chico,puika
484,Junge::N,chico,puisis
485,Junge::N,muchacho,пи
486,Junge::N,muchacho,zēns
487,Junge::N,muchacho,puika
488,Junge::N,muchacho,puisis
489,Mädchen::N,chica,ныв
490,Mädchen::N,chica,meiča
491,Mädchen::N,chica,skuķis
492,Mädchen::N,chica,meitene
493,Mädchen::N,muchacha,ныв
494,Mädchen::N,muchacha,meiča
495,Mädchen::N,muchacha,skuķis
496,Mädchen::N,muchacha,meitene
497,Familie::N,familia,семья
498,Familie::N,familia,ģimene
499,Großvater::N,abuelo,пӧль
500,Großvater::N,abuelo,vecaistēvs
501,Großmutter::N,abuela,баб
502,Großmutter::N,abuela,vecāmāte
503,Eltern::N,padres,ай-мам
504,Eltern::N,padres,бать-мам
505,Eltern::N,padres,vecāki
506,Vater::N,padre,бать
507,Vater::N,padre,ай
508,Vater::N,padre,tēvs
509,Mutter::N,madre,мам
510,Mutter::N,madre,māte
511,Sohn::N,hijo,пи
512,Sohn::N,hijo,dēls
513,Tochter::N,hija,ныв
514,Tochter::N,hija,meita
515,Bruder::N,hermano,вок
516,Bruder::N,hermano,brālis
517,Schwester::N,hermana,чой
518,Schwester::N,hermana,māsa
519,Onkel::N,tío,дядь
520,Onkel::N,tío,tēvocis
521,Tante::N,tía,тьӧт
522,Tante::N,tía,tante
523,Ehemann::N,esposo,верӧс
524,Ehemann::N,esposo,vīrs
525,Ehefrau::N,esposa,гӧтыр
526,Ehefrau::N,esposa,sieva
527,Freude::N,placer,радлун
528,Freude::N,placer,prieks
529,Freude::N,alegría,радлун
530,Freude::N,alegría,prieks
531,Gelächter::N,risa,серам
532,Gelächter::N,risa,smiekli
533,Gelächter::N,carcajada,серам
534,Gelächter::N,carcajada,smiekli
535,Glück::N,felicidad,шуд
536,Glück::N,felicidad,laime
537,Kummer::N,pena,шог
538,Kummer::N,pena,bēdas
539,Kummer::N,pena,raizes
540,Wunsch::N,deseo,кӧсйӧм
541,Wunsch::N,deseo,vēlme
542,Wunsch::N,deseo,vēlējums
543,Lust::N,ganas,кыскӧм
544,Lust::N,ganas,радейтӧм
545,Lust::N,ganas,kāre
546,Geist::N,mente,лов
547,Geist::N,mente,gars
548,Geist::N,espíritu,лов
549,Geist::N,espíritu,gars
550,Gedanke::N,idea,мӧвп
551,Gedanke::N,idea,doma
552,Gedanke::N,pensamiento,мӧвп
553,Gedanke::N,pensamiento,doma
554,Gedächtnis::N,memoria,паметь
555,Gedächtnis::N,memoria,atmiņa
556,Verstand::N,razón,вежӧр
557,Verstand::N,razón,prāts
558,Verstand::N,entendimiento,вежӧр
559,Verstand::N,entendimiento,prāts
560,Sinn::N,sentido,мог
561,Sinn::N,sentido,вежӧртас
562,Sinn::N,sentido,nozīme
563,Sinn::N,significado,мог
564,Sinn::N,significado,вежӧртас
565,Sinn::N,significado,nozīme
566,Grund::N,causa,помка
567,Grund::N,causa,pamats
568,Grund::N,causa,iemesls
569,Wahrheit::N,verdad,збыль
570,Wahrheit::N,verdad,збыльтор
571,Wahrheit::N,verdad,taisnība
572,Wahrheit::N,verdad,patiesība
573,Gespräch::N,conversación,сёрни
574,Gespräch::N,conversación,saruna
575,Märchen::N,cuento,мойд
576,Märchen::N,cuento,pasaka
577,Erzählung::N,cuento,висьт
578,Erzählung::N,cuento,stāsts
579,Erzählung::N,cuento,nostāsts
580,Erzählung::N,narración,висьт
581,Erzählung::N,narración,stāsts
582,Erzählung::N,narración,nostāsts
583,Nachricht::N,mensaje,юӧртӧм
584,Nachricht::N,mensaje,ziņa
585,Neuigkeit::N,noticia,выльтор
586,Neuigkeit::N,noticia,jaunums
587,Name::N,nombre,ним
588,Name::N,nombre,vārds
589,Rätsel::N,acertijo,нӧдкыв
590,Rätsel::N,acertijo,mīkla
591,Rätsel::N,adivinanza,нӧдкыв
592,Rätsel::N,adivinanza,mīkla
593,Rede::N,discurso,сёрни
594,Rede::N,discurso,runa
595,Sprache::N,lengua,кыв
596,Sprache::N,lengua,valoda
597,Stimme::N,voz,гӧлӧс
598,Stimme::N,voz,вом шы
599,Stimme::N,voz,balss
600,Wort::N,palabra,кыв
601,Wort::N,palabra,vārds
602,Zeichen::N,señal,пас
603,Zeichen::N,señal,zīme
604,Ruf::N,llamada,чукӧстчӧм
605,Ruf::N,llamada,корӧм
606,Ruf::N,llamada,sauciens
607,Lärm::N,ruido,шы
608,Lärm::N,ruido,зык
609,Lärm::N,ruido,зычитӧм
610,Lärm::N,ruido,troksnis
611,Lärm::N,barullo,шы
612,Lärm::N,barullo,зык
613,Lärm::N,barullo,зычитӧм
614,Lärm::N,barullo,troksnis
615,Laut::N,sonido,шы
616,Laut::N,sonido,skaņa
617,Ton::N,tono,шы
618,Ton::N,tono,tonis
619,Lied::N,canción,сьылан
620,Lied::N,canción,сьыланкыв
621,Lied::N,canción,dziesma
622,Ruhe::N,calma,чӧв
623,Ruhe::N,calma,miers
624,Ruhe::N,silencio,чӧв
625,Ruhe::N,silencio,miers
626,Leute::N,gente,йӧз
627,Leute::N,gente,войтыр
628,Leute::N,gente,ļaudis
629,Leute::N,gente,cilvēki
630,Volk::N,pueblo,йӧз
631,Volk::N,pueblo,войтыр
632,Volk::N,pueblo,tauta
633,Arbeit::N,trabajo,удж
634,Arbeit::N,trabajo,darbs
635,Gast::N,huésped,гӧсть
636,Gast::N,huésped,viešņa
637,Gast::N,huésped,ciemiņš
638,Gast::N,invitado,гӧсть
639,Gast::N,invitado,viešņa
640,Gast::N,invitado,ciemiņš
641,Geschenk::N,regalo,козин
642,Geschenk::N,regalo,dāvana
643,Spiel::N,juego,ворсан
644,Spiel::N,juego,rotaļa
645,Gesellschaft::N,compañía,котыр
646,Gesellschaft::N,compañía,biedrība
647,Gesellschaft::N,compañía,kompānija
648,Hilfe::N,ayuda,отсӧг
649,Hilfe::N,ayuda,palīdzība
650,Hilfe::N,socorro,отсӧг
651,Hilfe::N,socorro,palīdzība
652,Freund::N,amigo,ёрт
653,Freund::N,amigo,draugs
654,Kamerad::N,camarada,ёрт
655,Kamerad::N,camarada,biedrs
656,Kamerad::N,compañero,ёрт
657,Kamerad::N,compañero,biedrs
658,Angelegenheit::N,asunto,мог
659,Angelegenheit::N,asunto,делӧ
660,Angelegenheit::N,asunto,darīšana
661,Anzahl::N,cantidad,лыд
662,Anzahl::N,cantidad,тшӧт
663,Anzahl::N,cantidad,skaits
664,Anzahl::N,cantidad,daudzums
665,Art::N,tipo,сикас
666,Art::N,tipo,suga
667,Art::N,tipo,šķira
668,Art::N,clase,сикас
669,Art::N,clase,suga
670,Art::N,clase,šķira
671,Stück::N,pieza,тор
672,Stück::N,pieza,gabals
673,Teil::N,parte,юкӧн
674,Teil::N,parte,daļa
675,Hälfte::N,mitad,пӧв
676,Hälfte::N,mitad,джын
677,Hälfte::N,mitad,puse
678,Kreis::N,círculo,кытш
679,Kreis::N,círculo,aplis
680,Kreis::N,círculo,riņķis
681,Kreuz::N,cruz,перна
682,Kreuz::N,cruz,крест
683,Kreuz::N,cruz,krusts
684,Linie::N,línea,визь
685,Linie::N,línea,līnija
686,Strich::N,raya,визь
687,Strich::N,raya,svītra
688,Strich::N,trazo,визь
689,Strich::N,trazo,svītra
690,Abstand::N,distancia,кост
691,Abstand::N,distancia,коласт
692,Abstand::N,distancia,atstarpe
693,Entfernung::N,distancia,ылна
694,Entfernung::N,distancia,attālums
695,Entfernung::N,distancia,atstatums
696,Gegend::N,región,му-ва
697,Gegend::N,región,apvidus
698,Gegend::N,región,apgabals
699,Gegend::N,comarca,му-ва
700,Gegend::N,comarca,apvidus
701,Gegend::N,comarca,apgabals
702,Platz::N,espacio,ылдӧс
703,Platz::N,espacio,йир
704,Platz::N,espacio,гӧгӧртас
705,Platz::N,espacio,vieta
706,Ort::N,sitio,ин
707,Ort::N,sitio,места
708,Ort::N,sitio,vieta
709,Seite::N,lado,бок
710,Seite::N,lado,ӧтарладор
711,Seite::N,lado,sāns
712,Seite::N,costado,бок
713,Seite::N,costado,ӧтарладор
714,Seite::N,costado,sāns
715,Mitte::N,medio,шӧр
716,Mitte::N,medio,vidus
717,Mitte::N,centro,шӧр
718,Mitte::N,centro,vidus
719,Gegenstand::N,objeto,кӧлуй
720,Gegenstand::N,objeto,priekšmets
721,Sache::N,cosa,добра
722,Sache::N,cosa,lieta
723,Rand::N,borde,дор
724,Rand::N,borde,mala
725,Rand::N,borde,apmale
726,Kante::N,borde,дор
727,Kante::N,borde,šķautne
728,Ecke::N,esquina,пельӧс
729,Ecke::N,esquina,kakts
730,Ecke::N,esquina,stūris
731,Spitze::N,punta,йыв
732,Spitze::N,punta,smaile
733,Spitze::N,punta,galotne
734,Ende::N,cabo,пом
735,Ende::N,cabo,gals
736,Ende::N,cabo,uzgalis
737,Ende::N,extremo,пом
738,Ende::N,extremo,gals
739,Ende::N,extremo,uzgalis
740,Loch::N,agujero,розь
741,Loch::N,agujero,caurums
742,Loch::N,abertura,розь
743,Loch::N,abertura,caurums
744,Winkel::N,ángulo,пельӧс
745,Winkel::N,ángulo,leņķis
746,Muster::N,dibujo,сер
747,Muster::N,dibujo,piemērs
748,Größe::N,tamaño,ыджда
749,Größe::N,tamaño,lielums
750,Länge::N,longitud,кузьта
751,Länge::N,longitud,garums
752,Höhe::N,altura,джуджда
753,Höhe::N,altura,augstums
754,Höhe::N,altitud,джуджда
755,Höhe::N,altitud,augstums
756,Gewicht::N,peso,сьӧкта
757,Gewicht::N,peso,сьӧкталун
758,Gewicht::N,peso,svars
759,Gewicht::N,peso,smagums
760,Menge::N,cantidad,лун
761,Menge::N,cantidad,числӧ
762,Menge::N,cantidad,masa
763,Menge::N,cantidad,daudzums
764,Haufen::N,montón,чукӧр
765,Haufen::N,montón,čupa
766,Haufen::N,montón,grēda
767,Haufen::N,montón,kaudze
768,Reihe::N,fila,рад
769,Reihe::N,fila,rinda
770,Reihe::N,fila,virkne
771,Boot::N,bote,пыж
772,Boot::N,bote,laiva
773,Boot::N,barca,пыж
774,Boot::N,barca,laiva
775,Ruder::N,remo,пелыс
776,Ruder::N,remo,ӧпаснӧй
777,Ruder::N,remo,airis
778,Ruder::N,remo,irklis
779,Schlitten::N,trineo,дадь
780,Schlitten::N,trineo,ragavas
781,Ski::N,esquí,лызь
782,Ski::N,esquí,slēpe
783,Lagerfeuer::N,hoguera,бипур
784,Lagerfeuer::N,hoguera,ugunskurs
785,Last::N,carga,сьӧкыдтор
786,Last::N,carga,krava
787,Gang::N,marcha,мунӧм
788,Gang::N,marcha,ветлӧм
789,Gang::N,marcha,eja
790,Gang::N,marcha,gājums
791,Schritt::N,paso,воськов
792,Schritt::N,paso,воськовтӧм
793,Schritt::N,paso,solis
794,Norden::N,norte,войвыв
795,Norden::N,norte,ziemeļi
796,Süden::N,sur,лунвыв
797,Süden::N,sur,dienvidi
798,Westen::N,oeste,рытыв
799,Westen::N,oeste,rietumi
800,Osten::N,este,асыв
801,Osten::N,este,austrumi
802,Holz::N,madera,пу
803,Holz::N,madera,koks
804,Holz::N,madera,koksne
805,Brett::N,tabla,пӧв
806,Brett::N,tabla,dēlis
807,Platte::N,placa,плита
808,Platte::N,placa,plate
809,Platte::N,placa,plāksne
810,Platte::N,plancha,плита
811,Platte::N,plancha,plate
