,Concept_ID,lt,ml
81,Licht::N,šviesa,സൂര്യപ്രകാശം
82,Schatten::N,paūksmė,തണൽ
83,Wetter::N,oras,കാലാവസ്ഥ
84,Nebel::N,migla,മൂടൽമഞ്ഞ്
85,Nebel::N,rūkas,മൂടൽമഞ്ഞ്
86,Wolke::N,debesis,മേഘം
87,Regen::N,lietus,മഴ
88,Schnee::N,sniegas,മഞ്ഞ്
89,Eis::N,ledas,ഐസ്
90,Frost::N,šalna,മൂടൽമഞ്ഞ്
91,Kälte::N,šaltis,തണുപ്പ്
92,Hitze::N,karštis,ചൂട്
93,Raureif::N,šerkšnas,കോടമഞ്ഞ്
94,Regenbogen::N,vaivorykštė,മഴവില്ല്
95,Donner::N,perkūnas,ഇടി
96,Donner::N,griaustinis,ഇടി
97,Strömung::N,tėkmė,പ്രവാഹം
98,Tropfen::N,lašas,തുള്ളി
99,Schaum::N,putos,നുര
100,Schmutz::N,purvas,അഴുക്ക്
101,See::N,ežeras,തടാകം
102,Sumpf::N,klampynė,ചതുപ്പുനിലം
103,Sumpf::N,liūnas,ചതുപ്പുനിലം
104,Moor::N,pelkė,പാഴ്നിലം
105,Wiese::N,pieva,പുൽത്തകിടി
106,Wald::N,miškas,വനം
107,Wald::N,miškas,കാട്
108,Hügel::N,kalva,കുന്ന്
109,Anhöhe::N,kauburys,ഉയർന്ന ഭൂമി
110,Berg::N,kalnas,പർവ്വതം
111,Gipfel::N,viršūnė,ഉച്ചകോടി
112,Höhle::N,ola,ഗുഹ
113,Abhang::N,šlaitas,ചരിവ്
114,Abhang::N,nuokalnė,ചരിവ്
115,Quelle::N,versmė,ഉറവിടം
116,Quelle::N,šaltinis,ഉറവിടം
117,Bach::N,upelis,അരുവി
118,Fluss::N,upė,നദി
119,Ufer::N,krantas,തീരം
120,Küste::N,pajūris,കടൽത്തീരം
121,Festland::N,sausuma,കര
122,Meer::N,jūra,കടൽ
123,Bucht::N,įlanka,ഉൾക്കടല്
124,Bucht::N,užutekis,ഉൾക്കടല്
125,Insel::N,sala,ദ്വീപ്
126,Blume::N,gėlė,പൂവ്
127,Gras::N,žolė,പുല്ല്
128,Wurzel::N,šaknis,വേര്
129,Baum::N,medis,മരം
130,Stamm::N,kamienas,തായ്ത്തടി
131,Rinde::N,žievė,പട്ട
132,Ast::N,šaka,ശാഖ
133,Zweig::N,šakelė,ശാഖ
134,Blatt::N,lapas,ഇല
135,Birke::N,beržas,പൂവരശ്
136,Kiefer[Baum]::N,pušis,പൈൻമരം
137,Weide[Baum]::N,karklas,വില്ലോ
138,Tanne::N,eglė,ദേവദാരു
139,Tanne::N,kėnis,ദേവദാരു
140,Horn::N,ragas,മൃഗത്തിൻറെ കൊമ്പ്
141,Feder::N,plunksna,തൂവൽ
142,Fell::N,kailis,മൃദുരോമം
143,Flügel::N,sparnas,ചിറക്
144,Klaue::N,kanopa,നഖം
145,Kralle::N,nagas,നഖം
146,Schwanz::N,uodega,വാൽ
147,Ei::N,kiaušinis,മുട്ട
148,Nest::N,gūžta,കൂട്
149,Nest::N,lizdas,കൂട്
150,Bau::N,ola,മാളം
151,Tier::N,gyvūnas,മൃഗം
152,Herde::N,banda,കൂട്ടം
153,Herde::N,kaimenė,കൂട്ടം
154,Kuh::N,karvė,പശു
155,Bulle::N,bulius,കാള
156,Pferd::N,arklys,കുതിര
157,Schaf::N,avis,ആട്
158,Schwein::N,kiaulė,പന്നി
159,Hund::N,šuo,നായ്
160,Katze::N,katė,പൂച്ച
161,Bär::N,lokys,കരടി
162,Eichhörnchen::N,voveraitė,അണ്ണാൻ
163,Elch::N,briedis,കടമാന്
164,Fuchs::N,lapė,കുറുക്കൻ
165,Hase::N,kiškas,മുയൽ
166,Maus::N,pelė,ചുണ്ടലി
167,Wolf::N,vilkas,ചെന്നായ
168,Vogel::N,paukštis,പക്ഷി
169,Schwarm::N,spiečius,കൂട്ടം
170,Huhn::N,višta,കോഴി
171,Hahn::N,gaidys,പൂവൻകോഴി
172,Gans::N,žąsis,അരയന്നം
173,Adler::N,erelis,കഴുകൻ
174,Ente::N,antis,താറാവ്
175,Eule::N,pelėda,മൂങ്ങ
176,Kranich::N,gervė,കൊക്ക്
177,Krähe::N,varna,കാക്ക
178,Kuckuck::N,gegužė,കുയിൽ
179,Schwan::N,gulbė,അരയന്നം
180,Fisch::N,žuvis,മത്സ്യം
181,Barsch::N,ešerys,ഒരിനം മത്സ്യം
182,Hecht::N,lydeka,ഒരു മത്സ്യം
183,Schlange[Tier]::N,gyvatė,പാമ്പ്
184,Wurm::N,kirmėlė,വിര
185,Spinne::N,voras,ചിലന്തി
186,Ameise::N,skruzdė,ഉറുമ്പ്
187,Laus::N,utėlė,പേന്
188,Mücke::N,uodas,മശകം
189,Fliege::N,musė,ഈച്ച
190,Schmetterling::N,drugys,ചിത്രശലഭം
191,Schmetterling::N,peteliškė,ചിത്രശലഭം
192,Beere::N,uoga,ബെറി
193,Apfel::N,obuolys,ആപ്പിൾ
194,Pilz::N,grybas,കൂൺ
195,Zwiebel::N,svogūnas,സവാള
196,Saat::N,sėkla,വിത്ത്
197,Korn::N,grūdai,ധാന്യം
198,Heu::N,šienas,വയ്ക്കോൽ
199,Schale::N,žievelė,തൊലി
200,Grube::N,duobė,കുഴി
201,Falle::N,pinklės,കെണി
202,Falle::N,žabangai,കെണി
203,Schlinge::N,kilpa,കുടുക്ക്
204,Spur::N,vėžė,ചുവട്
205,Spur::N,pėdos,ചുവട്
206,Spur::N,pėdsakas,ചുവട്
207,Asche::N,pelenai,ചാരം
208,Dreck::N,purvas,അഴുക്ക്
209,Eisen::N,geležis,ഇരുമ്പ്
210,Gold::N,auksas,സ്വർണ്ണം
211,Silber::N,sidabras,വെള്ളി
212,Kohle::N,anglis,കൽക്കരി
213,Glas::N,stiklas,ഗ്ലാസ്
214,Lehm::N,molis,കളിമണ്ണ്
215,Sand::N,smėlis,മണൽ
216,Mensch::N,žmogus,മനുഷ്യർ
217,Mann::N,vyras,പുരുഷൻ
218,Mann::N,vyriškis,പുരുഷൻ
219,Frau::N,moteris,സ്ത്രീ
220,Kind::N,vaikas,കുഞ്ഞ്
221,Junge::N,vaikinas,ആൺകുട്ടി
222,Junge::N,berniukas,ആൺകുട്ടി
223,Mädchen::N,mergytė,പെൺകുട്ടി
224,Mädchen::N,mergaitė,പെൺകുട്ടി
225,Familie::N,šeima,കുടുംബം
226,Großvater::N,senelis,അപ്പൂപ്പൻ
227,Großmutter::N,senelė,അമ്മുമ്മ
228,Eltern::N,tėvai,മാതാപിതാക്കള്
229,Vater::N,tėvas,അച്ഛൻ
230,Mutter::N,motina,അമ്മ
231,Sohn::N,sūnus,മകൻ
232,Tochter::N,duktė,മകൾ
233,Bruder::N,brolis,ചേട്ടൻ
234,Bruder::N,brolis,അനിയൻ
235,Schwester::N,sesuo,ചേച്ചി
236,Schwester::N,sesuo,അനിയത്തി
237,Onkel::N,dėdė,അമ്മാവൻ
238,Tante::N,teta,മാമി
239,Ehemann::N,vyras,ഭർത്താവ്
240,Ehefrau::N,žmona,ഭാര്യ
241,Freude::N,džiaugsmas,ആഹ്ലാദം
242,Gelächter::N,juokas,ചിരിയുടെ ശബ്ദം
243,Glück::N,laimė,സന്തോഷം
244,Glück::N,laimė,സന്തുഷ്ടി
245,Kummer::N,vargas,ശോകം
246,Kummer::N,rūpestis,ശോകം
247,Wunsch::N,troškimas,ആഗ്രഹം
248,Wunsch::N,pageidavimas,ആഗ്രഹം
249,Lust::N,noras,ആഗ്രഹം
250,Lust::N,geidulys,ആഗ്രഹം
251,Geist::N,dvasia,ചുറുചുറുക്ക്
252,Gedanke::N,mintis,ചിന്ത
253,Gedächtnis::N,atmintis,ഓർമ്മശക്തി
254,Verstand::N,protas,മനസ്സ്
255,Sinn::N,prasmė,അർത്ഥം
256,Grund::N,priežastis,കാരണം
257,Wahrheit::N,tiesa,സത്യം
258,Wahrheit::N,teisybė,സത്യം
259,Gespräch::N,pokalbis,സല്ലാപം
260,Märchen::N,pasaka,യക്ഷിക്കഥ
261,Erzählung::N,apsakymas,കഥ
262,Erzählung::N,pasakojimas,കഥ
263,Nachricht::N,žinia,സന്ദേശം
264,Neuigkeit::N,naujiena,വാർത്ത
265,Name::N,vardas,പേര്
266,Rätsel::N,mįslė,പ്രഹേളിക
267,Rede::N,kalba,സംസാരം
268,Sprache::N,kalba,ഭാഷ
269,Stimme::N,balsas,സ്വരം
270,Wort::N,žodis,വാക്ക്
271,Zeichen::N,žymė,സംജ്ഞ
272,Zeichen::N,ženklas,സംജ്ഞ
273,Ruf::N,šauksmas,വിളി
274,Lärm::N,triukšmas,ആരവം
275,Laut::N,garsas,ശബ്ദം
276,Ton::N,tonas,സ്വരഭേദം
277,Ton::N,garsas,സ്വരഭേദം
278,Lied::N,daina,പാട്ട്
279,Lied::N,giesmė,പാട്ട്
280,Ruhe::N,ramybė,നിശ്ചലത
281,Ruhe::N,ramumas,നിശ്ചലത
282,Leute::N,žmonės,ജനങ്ങൾ
283,Volk::N,tauta,രാഷ്ടം
284,Arbeit::N,darbas,ജോലി
285,Arbeit::N,triūsas,ജോലി
286,Gast::N,svečias,അതിലി
287,Geschenk::N,dovana,സമ്മാനം
288,Spiel::N,žaismas,കളി
289,Spiel::N,žaidimas,കളി
290,Gesellschaft::N,draugija,കൂട്ടായ്മ
291,Gesellschaft::N,kompanija,കൂട്ടായ്മ
292,Hilfe::N,pagalba,സഹായം
293,Freund::N,draugas,സുഹൃത്ത്
294,Freund::N,bičiulis,സുഹൃത്ത്
295,Kamerad::N,draugas,കൂട്ടാളി
296,Angelegenheit::N,dalykas,കാര്യം
297,Angelegenheit::N,reikalas,കാര്യം
298,Anzahl::N,kiekis,എണ്ണം
299,Anzahl::N,skaičius,എണ്ണം
300,Art::N,rūšis,തരം
301,Stück::N,gabalas,കഷണം
302,Teil::N,dalis,ഭാഗം
303,Hälfte::N,pusė,പകുതി
304,Kreis::N,ratas,വൃത്തം
305,Kreis::N,apskritis,വൃത്തം
306,Kreis::N,apskritimas,വൃത്തം
307,Kreuz::N,kryžius,കുരിശടയാളം
308,Linie::N,linija,വര
309,Linie::N,linija,രേഖ
310,Strich::N,brėžis,പക്ഷാഘാതം
311,Strich::N,brūkšnys,പക്ഷാഘാതം
312,Abstand::N,atstumas,വിടവ്
313,Entfernung::N,atstumas,അകലം
314,Gegend::N,vietovė,പ്രദേശം
315,Platz::N,vieta,ഇടം
316,Ort::N,vieta,സ്ഥലം
317,Ort::N,vietovė,സ്ഥലം
318,Seite::N,pusė,വശം
319,Seite::N,šonas,വശം
320,Mitte::N,vidurys,മധ്യസ്ഥാനം
321,Gegenstand::N,dalykas,സാധനം
322,Sache::N,daiktas,വസ്തു
323,Rand::N,kraštas,തൊങ്ങൽ
324,Rand::N,pakraštys,തൊങ്ങൽ
325,Kante::N,kraštas,അറ്റം
326,Ecke::N,kertė,മൂല
327,Ecke::N,kampas,മൂല
328,Spitze::N,priekis,അഗ്രം
329,Spitze::N,priešakys,അഗ്രം
330,Ende::N,galas,അവസാനം
331,Loch::N,skylė,ദ്വാരം
332,Winkel::N,kampas,കോൺ
333,Winkel::N,kampelis,കോൺ
334,Muster::N,raštas,ക്രമം
335,Größe::N,dydis,വലുപ്പം
336,Größe::N,didumas,വലുപ്പം
337,Länge::N,ilgis,നീളം
338,Länge::N,ilgumas,നീളം
339,Höhe::N,aukštis,ഉയരം
340,Höhe::N,aukštuma,ഉയരം
341,Gewicht::N,svoris,കട്ടി
342,Gewicht::N,svarstis,കട്ടി
343,Menge::N,kiekis,അളവ്
344,Menge::N,daugybė,അളവ്
345,Haufen::N,krūva,കൂമ്പാരം
346,Haufen::N,šūsnis,കൂമ്പാരം
347,Reihe::N,greta,വരി
348,Boot::N,valtis,ബോട്ട്
349,Boot::N,laivelis,ബോട്ട്
350,Ruder::N,irklas,പങ്കായം
351,Schlitten::N,rogės,ഉരുളില്ലാവണ്ടി
352,Schlitten::N,rogutės,ഉരുളില്ലാവണ്ടി
353,Ski::N,slidė,ഹിമപാദുകം
354,Lagerfeuer::N,laužas,തീ
355,Last::N,našta,ഭാരം
356,Last::N,nešulys,ഭാരം
357,Gang::N,eisena,നടത്തം
358,Schritt::N,žingsnis,ചുവട്
359,Norden::N,šiaurė,വടക്ക്
360,Norden::N,žiemiai,വടക്ക്
361,Süden::N,pietūs,തെക്ക്
362,Westen::N,vakarai,പടിഞ്ഞാറ്
363,Osten::N,rytai,കിഴക്ക്
364,Holz::N,mediena,തടി
365,Brett::N,lenta,ബോർഡ്
366,Platte::N,plokštė,തകിട്
367,Stütze::N,atrama,താങ്ങ്
368,Stütze::N,atspara,താങ്ങ്
369,Stange::N,lazda,കമ്പ്
370,Stange::N,kartis,കമ്പ്
371,Stock::N,lazda,വടി
372,Stab::N,kartis,കുറുവടി
373,Rohr::N,vamzdis,കുഴൽ
374,Haus::N,namas,വീട്
375,Heim::N,namai,വീട്
376,Ofen::N,krosnis,സ്റ്റൌ
377,Fußboden::N,grindys,തറ
378,Tisch::N,stalas,മേശ
379,Stuhl::N,kėdė,കസേര
380,Wiege::N,lopšys,തൊട്ടിൽ
381,Bett::N,lova,കിടക്ക
382,Bett::N,patalai,കിടക്ക
383,Regal::N,lentyna,ഷെൽഫ്
384,Kiste::N,dėžė,പെട്ടി
385,Fenster::N,langas,ജനൽ
386,Tür::N,durys,വാതിൽ
387,Tor::N,vartai,കവാടം
388,Zaun::N,tvora,വേലി
389,Dach::N,stogas,മേൽക്കുര
390,Leiter::N,kopėčios,ഏണി
391,Besen::N,šluota,ചൂല്
392,Spaten::N,lopeta,തൂമ്പ
393,Spaten::N,kastuvas,തൂമ്പ
394,Schaufel::N,semtuvas,തൂമ്പ
395,Gabel::N,šakutė,മുൾക്കത്തി
396,Löffel::N,šaukštas,സ്പൂൺ
397,Messer::N,peilis,കത്തി
398,Nagel::N,vinis,ആണി
399,Netz::N,tinklas,വല
400,Haken::N,vagis,കൊളുത്ത്
401,Haken::N,kablys,കൊളുത്ത്
402,Griff::N,kotas,കൈപ്പിടി
403,Griff::N,rankena,കൈപ്പിടി
404,Schloss::N,spyna,പൂട്ട്
405,Schloss::N,užraktas,പൂട്ട്
406,Bild::N,paveikslas,ചിത്രം
407,Figur::N,figūra,കണക്ക്
408,Puppe::N,lėlė,പാവ
409,Beutel::N,krepšys,ബാഗ്
410,Beutel::N,maišelis,ബാഗ്
411,Bündel::N,ryšulys,കെട്ട്
412,Tasche::N,krepšelis,ബാഗ്
413,Eimer::N,kibiras,ബക്കറ്റ്
414,Deckel::N,dangtis,ഉറ
415,Geschirr::N,indai,പിഞ്ഞാണം
416,Sack::N,maišas,ചാക്ക്
417,Tasse::N,puodukas,കപ്പ്
418,Topf::N,puodas,പാത്രം
419,Kessel::N,katilas,കെറ്റ്ല്
420,Essen::N,valgis,ആഹാരസമയം
421,Nahrung::N,penas,ഭക്ഷണം
422,Nahrung::N,maistas,ഭക്ഷണം
423,Speise::N,patiekalas,ഡിഷ്
424,Fleisch::N,mėsa,മാംസം
425,Getreide::N,javai,ചോളം
426,Brei::N,košė,കഞ്ഞി
427,Brot::N,duona,റോട്ടി
428,Scheibe::N,riekė,തുണ്ട്
429,Fett::N,taukai,കൊഴുപ്പ്
430,Fett::N,riebalai,കൊഴുപ്പ്
431,Butter::N,sviestas,വെണ്ണ
432,Öl::N,aliejus,എണ്ണ
433,Salz::N,druska,ഉപ്പ്
434,Suppe::N,sriuba,സൂപ്പ്
435,Honig::N,medus,തേൻ
436,Milch::N,pienas,പാൽ
437,Tee::N,arbata,ചായ
438,Leder::N,oda,തുകൽ
439,Wolle::N,vilna,കമ്പിളി
440,Stoff::N,audeklas,തുണി
441,Nadel::N,adata,സൂചി
442,Faden::N,gija,നൂല്
443,Faden::N,siūlas,നൂല്
444,Knopf::N,saga,ബട്ടൺ
445,Knoten::N,mazgas,കുരുക്ക്
446,Farbe::N,dažai,പെയിൻറ്
447,Kleidung::N,rūbai,വസ്ത്രങ്ങൾ
448,Kleidung::N,drabužiai,വസ്ത്രങ്ങൾ
449,Hemd::N,marškiniai,ഷർട്ട്
450,Kragen::N,apykaklė,കുപ്പായക്കഴുത്ത്
451,Ärmel::N,rankovė,കുപ്പായക്കൈ
452,Hose::N,kelnės,ട്രൌസർ
453,Gürtel::N,juosta,ബെൽറ്റ്
454,Gürtel::N,diržas,ബെൽറ്റ്
455,Mütze::N,kepurė,തൊപ്പി
456,Schuh::N,batas,ഷൂ
457,Stiefel::N,auliniai batai,ബൂട്ട്
458,Ring::N,žiedas,മോതിരം
459,Band::N,kaspinas,റിബൺ
460,Kamm::N,šukos,ചീപ്പ്
461,Spiegel::N,veidrodis,കണ്ണാടി
462,Riemen::N,diržas,സ്ട്രാപ്പ്
463,Schnur::N,virvė,ചരട്
464,Leine::N,pavadėlis,കെട്ടാനുള്ള തോൽവാർ
465,Decke::N,antklodė,പുതപ്പ്
466,Kissen::N,pagalvė,തലയിണ
467,Kissen::N,priegalvis,തലയിണ
468,Tuch::N,skarelė,സ്കാർഫ്
469,Handtuch::N,rankšluostis,തോർത്ത്
470,Kraft::N,jėga,ശക്തി
471,Stärke::N,stiprumas,ശക്തി
472,Gesundheit::N,sveikata,ആരോഗ്യം
473,Krankheit::N,liga,അസുഖം
474,Schmerz::N,skausmas,വേദന
475,Wunde::N,žaizda,മുറിവ്
476,Fieber::N,karštis,പനി
477,Arznei::N,vaistas,മരുന്ന്
478,Brücke::N,tiltas,പാലം
479,Brunnen::N,šulinys,കിണർ
480,Weide::N,ganykla,മേച്ചൽ
481,Weide::N,gluosnis,മേച്ചൽ
482,Pfad::N,takas,വഴി
483,Weg::N,kelias,വഴി
484,Straße::N,gatvė,റോഡ്
485,Dorf::N,kaimas,ഗ്രാമം
486,Dorf::N,sodžius,ഗ്രാമം
487,Stadt::N,miestas,നഗരം
488,Brief::N,laiškas,കത്ത്
489,Buch::N,knyga,പുസ്തകം
490,Buchstabe::N,raidė,അക്ഷരം
491,Zeitung::N,laikraštis,വർത്തമാനപത്രം
492,Leben::N,gyvybė,ജീവൻ
493,Leben::N,gyvenimas,ജീവൻ
494,Tod::N,mirtis,മരണം
495,Grab::N,kapas,ശവക്കുഴി
496,Kirche::N,bažnyčia,പള്ളി
497,Sünde::N,nuodėmė,പാപം
498,Sünde::N,nusidėjimas,പാപം
499,Gott::N,dievas,ദൈവം
500,Arbeiter::N,darbininkas,ജോലിക്കാരൻ
501,Chef::N,šefas,മേധാവി
502,Chef::N,vadovas,മേധാവി
503,Chef::N,viršininkas,മേധാവി
504,Meister::N,meistras,യജമാനൻ
505,Arzt::N,gydytojas,ഡോക്ടർ
506,Lehrer::N,mokytojas,അധ്യാപകൻ
507,Geld::N,pinigai,പണം
508,Geschäft::N,biznis,ബിസിനസ്
509,Laden::N,krautuvė,കട
510,Laden::N,parduotuvė,കട
511,Preis::N,kaina,വില
512,Ware::N,prekė,ചരക്ക്
513,Nutzen::N,nauda,ലാഭം
514,Nutzen::N,pelnas,ലാഭം
515,Reichtum::N,turtas,ധനം
516,Welt::N,pasaulis,ലോകം
517,Land::N,žemė,രാജ്യം
518,Land::N,šalis,രാജ്യം
519,Staat::N,valstija,രാജ്യം
520,König::N,karalius,രാജാവ്
521,Macht::N,galia,അധികാരം
522,Macht::N,valdžia,അധികാരം
523,Grenze::N,riba,അതിർത്തി
524,Grenze::N,siena,അതിർത്തി
525,Krieg::N,karas,യുദ്ധം
526,Feind::N,priešas,ശത്രു
527,Gewalt::N,jėga,അക്രമം
528,Gewalt::N,smurtas,അക്രമം
529,Gewalt::N,prievarta,അക്രമം
530,Kampf::N,kova,പോരാട്ടം
531,Bogen[Waffe]::N,lankas,വില്ല്
532,Pfeil::N,strėlė,അമ്പ്
533,Gewehr::N,šautuvas,തോക്ക്
534,Fehler::N,klaida,പിശക്
535,Lüge::N,melas,കള്ളം
536,Schaden::N,nuostolis,കേടുപാട്
537,Schaden::N,apgadinimas,കേടുപാട്
538,Unglück::N,nelaimė,ദൌർഭാഗ്യം
539,Schuld::N,kaltė,തെറ്റ്
540,Alter::N,amžius,വയസ്സ്
541,Schluss::N,pabaiga,നിഗമനം
542,Zeit::N,laikas,സമയം
543,Tag::N,diena,ദിവസം
544,Morgen::N,rytas,പ്രഭാതം
545,Mittag::N,vidurdienis,ഉച്ച
546,Abend::N,vakaras,സായാഹ്നം
547,Nacht::N,naktis,രാത്രി
548,Woche::N,savaitė,ആഴ്ച
549,Monat::N,mėnuo,മാസം
550,Jahr::N,metai,വർഷം
551,Frühling::N,pavasaris,വസന്തം
552,Sommer::N,vasara,വേനൽ
553,Herbst::N,ruduo,ശരത്കാലം
554,Winter::N,žiema,ശൈത്യം
555,Januar::N,sausis,ജനുവരി
556,Februar::N,vasaris,ഫെബ്രുവരി
557,März::N,kovas,മാർച്ച്
558,April::N,balandis,ഏപ്രിൾ മാസം
559,Mai::N,gegužė,മെയ് മാസം
560,Juni::N,birželis,ജൂൺ
561,Juli::N,liepa,ജൂലൈ
562,August::N,rugpjūtis,ആഗസ്റ്റ്
563,September::N,rugsėjis,സെപ്തംബർ
564,Oktober::N,spalis,ഒക്ടോബർ
565,November::N,lapkritis,നവംബർ
566,Dezember::N,gruodis,ഡിസംബർ
567,Montag::N,pirmadienis,തിങ്കളാഴ്ച
568,Dienstag::N,antradienis,ചൊവ്വ
569,Mittwoch::N,trečiadienis,ബുധനാഴ്ച
570,Donnerstag::N,ketvirtadienis,വ്യാഴാഴ്ച
571,Freitag::N,penktadienis,വെള്ളിയാഴ്ച
572,Samstag::N,šeštadienis,ശനിയാഴ്ച
573,Sonntag::N,sekmadienis,ഞായറാഴ്ച
574,groß::A,didis,വലിയ
575,groß::A,didelis,വലിയ
576,klein::A,mažas,ചെറിയ
577,lang::A,ilgas,നീണ്ട
578,kurz::A,trumpas,ഹ്രസ്വമായ
579,breit::A,platus,വിശാലമായ
580,schmal::A,smulkus,ഇടുങ്ങിയ
581,dicht::A,tankus,നിബിഡമായ
582,dick[Gegenstand]::A,storas,തടിച്ച
583,dünn::A,plonas,മെലിഞ്ഞ
584,fein::A,smulkus,നേർത്ത
585,fest::A,kietas,ഉറപ്പുള്ള
586,fest::A,tvirtas,ഉറപ്പുള്ള
587,flach::A,lėkštas,പരന്ന
588,flach::A,plokščias,പരന്ന
589,glatt::A,slidus,മിനുസമുള്ള
590,hart::A,kietas,കട്ടിയുള്ള
591,weich::A,minkštas,മൃദുവായ
592,rund::A,apvalus,വട്ടത്തിലുള്ള
593,rund::A,apskritas,വട്ടത്തിലുള്ള
594,spitz::A,aštrus,മുനയുള്ള
595,spitz::A,smailus,മുനയുള്ള
596,scharf::A,aštrus,മൂർച്ചയുള്ള
597,stumpf::A,bukas,തുറന്നടിക്കുന്ന
598,stumpf::A,atšipęs,തുറന്നടിക്കുന്ന
599,schwer::A,sunkus,ഭാരമുള്ള
600,schön::A,gražus,മനോഹരമായ
601,heiß::A,karštas,ചൂടുള്ള
602,warm::A,šiltas,ചൂടുള്ള
603,kalt::A,šaltas,തണുത്ത
604,kühl::A,vėsus,തണുപ്പുള്ള
605,kühl::A,bejausmis,തണുപ്പുള്ള
606,frisch::A,šviežias,ശുദ്ധമായ
607,feucht::A,drėgnas,ഈറനുള്ള
608,nass::A,šlapias,നനഞ്ഞ
609,trocken::A,sausas,വരണ്ട
610,voll::A,pilnas,നിറയെ
611,leer::A,tuščias,ഒഴിഞ്ഞ
612,offen::A,atviras,തുറന്ന
613,geschlossen::A,uždaras,അടച്ച
614,geschlossen::A,uždarytas,അടച്ച
615,sauber::A,švarus,വൃത്തിയുള്ള
616,schmutzig::A,nešvarus,അഴുക്കുനിറഞ്ഞ
617,schmutzig::A,purvinas,അഴുക്കുനിറഞ്ഞ
618,roh::A,žalias,അസംസ്കൃതമായ
619,reif::A,prinokęs,പഴുത്ത
620,reif::A,pribrendęs,പഴുത്ത
621,lecker::A,gardus,രുചികരമായ
622,süß::A,saldus,മധുരമുള്ള
623,bitter::A,kartus,കടുത്ത
624,sauer::A,gižus,പുളിപ്പുള്ള
625,sauer::A,rūgštus,പുളിപ്പുള്ള
626,hell::A,šviesus,ജ്വലിക്കുന്ന
627,hell::A,skaistus,ജ്വലിക്കുന്ന
