,Concept_ID,ja,sah
238,Onkel::N,伯父,абаҕа
239,Onkel::N,伯父さん,таай
240,Onkel::N,伯父さん,абаҕа
241,Tante::N,叔母,эдьиий
242,Tante::N,叔母さん,эдьиий
243,Ehemann::N,夫,эр
244,Ehemann::N,主人,эр
245,Ehefrau::N,妻,ойох
246,Ehefrau::N,奥さん,ойох
247,Freude::N,喜び,үөрүү
248,Gelächter::N,笑い,күлүү
249,Glück::N,幸せ,дьол
250,Glück::N,幸せ,соргу
251,Kummer::N,悩み,кутурҕан
252,Wunsch::N,希望,баҕарыы
253,Lust::N,気,баҕа
254,Geist::N,精神,тыын
255,Gedanke::N,考え,санаа
256,Gedächtnis::N,記憶,өй
257,Verstand::N,理解力,өй
258,Sinn::N,意味,суолта
259,Grund::N,理由,төрүөт
260,Wahrheit::N,真実,кырдьык
261,Gespräch::N,会話,бэсиэдэ
262,Gespräch::N,会話,кэпсэтии
263,Märchen::N,童話,остуоруйа
264,Erzählung::N,物語,кэпсээн
265,Nachricht::N,報告,биллэриллии
266,Neuigkeit::N,ニュース,сонун
267,Name::N,名前,аат
268,Rätsel::N,謎,таабырын
269,Rede::N,演説,этии
270,Sprache::N,言語,тыл
271,Stimme::N,声,куолас
272,Wort::N,言葉,тыл
273,Zeichen::N,記号,бэлиэ
274,Ruf::N,呼び声,ыҥырыы
275,Lärm::N,騒音,айдаан
276,Laut::N,音,тыас
277,Ton::N,音,дорҕоон
278,Lied::N,歌,ырыа
279,Ruhe::N,静けさ,уу чуумпу
280,Leute::N,人々,дьон
281,Volk::N,民族,дьон
282,Volk::N,民族,норуот
283,Arbeit::N,仕事,үлэ
284,Gast::N,客,ыалдьыт
285,Geschenk::N,贈り物,бэлэх
286,Spiel::N,遊び,оонньуу
287,Gesellschaft::N,社会,общество
288,Hilfe::N,援助,көмө
289,Freund::N,友達,доҕор
290,Kamerad::N,同志,атас
291,Angelegenheit::N,件,дьыала
292,Anzahl::N,数,ахсаан
293,Art::N,種類,биис
294,Stück::N,部分,кырбас
295,Teil::N,部分,ирээт
296,Hälfte::N,半分,аҥар
297,Kreis::N,円,төгүрүк
298,Kreis::N,円,төгүрүмтэ
299,Kreuz::N,十字,кириэс
300,Linie::N,線,сурааһын
301,Strich::N,線,сурааһын
302,Abstand::N,距離,арыт
303,Entfernung::N,距離,ыраах
304,Gegend::N,辺,сир
305,Gegend::N,地域,сир
306,Platz::N,ゆとり,арыт
307,Ort::N,所,сир
308,Ort::N,場所,сир
309,Seite::N,横,өрүт
310,Seite::N,横,сирэй
311,Mitte::N,真ん中,орто
312,Gegenstand::N,物件,предмет
313,Sache::N,物,мал
314,Rand::N,端,кытыы
315,Rand::N,端,ойоҕос
316,Kante::N,縁,кырыы
317,Ecke::N,角,муннук
318,Spitze::N,先頭,чыпчаал
319,Ende::N,端,төбө
320,Loch::N,穴,тэһэҕэс
321,Loch::N,穴,дьөлөҕөс
322,Winkel::N,片隅,муннук
323,Muster::N,模様,оһуор
324,Größe::N,大きさ,кээмэй
325,Länge::N,長さ,уста
326,Höhe::N,高さ,үрдүк
327,Gewicht::N,重さ,ыйааһын
328,Menge::N,量,ахсаан
329,Haufen::N,堆積,чөмчөх
330,Reihe::N,並び,кэккэ
331,Boot::N,ボート,оҥочо
332,Ruder::N,オール,эрдии
333,Schlitten::N,そり,сыарҕа
334,Ski::N,スキー,хайыһар
335,Lagerfeuer::N,篝火,кутаа
336,Last::N,荷物,ыарахан
337,Gang::N,歩み,хаамыы
338,Schritt::N,歩,хардыы
339,Norden::N,北,хоту
340,Süden::N,南,соҕуруу
341,Westen::N,西,арҕаа
342,Osten::N,東,илин
343,Holz::N,木,мас
344,Holz::N,木材,мас
345,Brett::N,板,дуоска
346,Brett::N,板,хаптаһын
347,Platte::N,盤,билиитэ
348,Stütze::N,支柱,тулааһын
349,Stange::N,棒,ураҕас
350,Stock::N,杖,мас
351,Stock::N,杖,баалкы
352,Stab::N,棒,ураҕас
353,Rohr::N,管,турба
354,Haus::N,家,дьиэ
355,Heim::N,家,дьиэ
356,Ofen::N,ストーブ,оһох
357,Fußboden::N,床,муоста
358,Tisch::N,机,остуол
359,Stuhl::N,椅子,устуул
360,Wiege::N,揺籃,биһик
361,Bett::N,ベッド,кырабаат
362,Regal::N,棚,долбуур
363,Kiste::N,箱,дьааһык
364,Fenster::N,窓,түннүк
365,Tür::N,戸,аан
366,Tür::N,ドア,аан
367,Tor::N,門,аан
368,Zaun::N,垣根,соппулуот
369,Dach::N,屋根,кырыыса
370,Leiter::N,梯子,кирилиэс
371,Besen::N,ほうき,миинньик
372,Spaten::N,スコップ,күрдьэх
373,Schaufel::N,シャベル,күрдьэх
374,Gabel::N,フォーク,биилкэ
375,Löffel::N,スプーン,луоска
376,Messer::N,ナイフ,быһах
377,Nagel::N,釘,тоһоҕо
378,Netz::N,網,илим
379,Haken::N,鉤,көхө
380,Haken::N,フック,көхө
381,Griff::N,取っ手,ук
382,Griff::N,取っ手,тутаах
383,Schloss::N,錠,күлүүс
384,Bild::N,絵,хартыына
385,Figur::N,像,фигура
386,Puppe::N,人形,куукула
387,Beutel::N,袋,мөһөөччук
388,Bündel::N,束,баайыы
389,Bündel::N,包み,баайыы
390,Tasche::N,かばん,суумка
391,Eimer::N,バケツ,биэдэрэ
392,Deckel::N,蓋,хаппах
393,Geschirr::N,食器,иһит
394,Sack::N,袋,куул
395,Tasse::N,カップ,сэлиэнэй
396,Topf::N,鍋,көстүрүүҥкэ
397,Kessel::N,釜,хочуол
398,Essen::N,食事,аһылык
399,Nahrung::N,食物,ас
400,Speise::N,料理,аһылык
401,Fleisch::N,肉,эт
402,Getreide::N,麦,злактар
403,Getreide::N,穀物,злактар
404,Brei::N,粥,хааһы
405,Brot::N,パン,килиэп
406,Scheibe::N,枚,куһуок
407,Scheibe::N,切れ,куһуок
408,Fett::N,脂肪,сыа
409,Butter::N,バター,арыы
410,Öl::N,油,арыы
411,Salz::N,塩,туус
412,Suppe::N,スープ,мин
413,Honig::N,蜂蜜,мүөт
414,Milch::N,牛乳,үүт
415,Tee::N,茶,чэй
416,Tee::N,お茶,чэй
417,Leder::N,革,тирии
418,Wolle::N,毛糸,түү
419,Stoff::N,布,таҥас
420,Nadel::N,針,иннэ
421,Faden::N,糸,сап
422,Knopf::N,ボタン,тимэх
423,Knoten::N,結び目,түмүк
424,Farbe::N,ペンキ,кырааска
425,Kleidung::N,衣服,таҥас
426,Hemd::N,シャツ,ырбаахы
427,Kragen::N,襟,саҕа
428,Ärmel::N,袖,сиэх
429,Hose::N,ズボン,ыстаан
430,Hose::N,ズボン,бүрүүкэ
431,Gürtel::N,帯,кур
432,Gürtel::N,ベルト,кур
433,Mütze::N,帽子,бэргэһэ
434,Schuh::N,靴,бачыыҥка
435,Stiefel::N,ブーツ,саппыкы
436,Ring::N,輪,биһилэх
437,Band::N,リボン,лиэнтэ
438,Kamm::N,櫛,тараах
439,Spiegel::N,鏡,сиэркилэ
440,Riemen::N,緒,кур
441,Schnur::N,紐,быа
442,Leine::N,綱,тэһиин
443,Decke::N,掛け布団,суорҕан
444,Kissen::N,枕,сыттык
445,Tuch::N,スカーフ,былаат
446,Handtuch::N,タオル,соттор
447,Kraft::N,力,сыра
448,Stärke::N,強さ,күүс
449,Gesundheit::N,健康,доруобуйа
450,Krankheit::N,病気,ыарыы
451,Schmerz::N,痛み,ыарыы
452,Wunde::N,傷,баас
453,Fieber::N,熱,түрүлгэн
454,Fieber::N,熱,лихорадка
455,Fieber::N,熱,температура
456,Arznei::N,薬,эмп
457,Brücke::N,橋,күргэ
458,Brunnen::N,井戸,холуодьас
459,Weide::N,牧場,мэччирэҥ
460,Pfad::N,小路,ыллык
461,Weg::N,道,суол
462,Straße::N,街道,суол
463,Dorf::N,村,дэриэбинэ
464,Stadt::N,町,куорат
465,Stadt::N,都市,куорат
466,Brief::N,手紙,сурук
467,Buch::N,本,кинигэ
468,Buchstabe::N,文字,буква
469,Zeitung::N,新聞,хаһыат
470,Leben::N,生活,тыын
471,Tod::N,死,өлүү
472,Grab::N,墓,иин
473,Kirche::N,教会,таҥара дьиэтэ
474,Sünde::N,罪,айыы
475,Gott::N,神,тангара
476,Arbeiter::N,労働者,үлэһит
477,Chef::N,上司,баһылык
478,Chef::N,上司,начальник
479,Meister::N,達人,уус
480,Meister::N,達人,маастар
481,Meister::N,マイスター,уус
482,Meister::N,マイスター,маастар
483,Arzt::N,医者,врач
484,Lehrer::N,先生,учуутал
485,Geld::N,金,харчы
486,Geschäft::N,取り引き,идэ
487,Laden::N,店,маҕаһыын
488,Preis::N,値段,сыана
489,Ware::N,商品,табаар
490,Nutzen::N,利益,туһа
491,Reichtum::N,豊かさ,баай
492,Welt::N,世界,аан дойду
493,Land::N,国,дойду
494,Staat::N,国家,государство
495,König::N,国王,король
496,Macht::N,権力,былаас
497,Grenze::N,国境,кыраныысса
498,Krieg::N,戦争,сэрии
499,Feind::N,敵,өстөөх
500,Gewalt::N,暴力,күүһүлээһин
501,Kampf::N,戦い,охсуһуу
502,Bogen[Waffe]::N,弓,ох
503,Pfeil::N,矢,ох
504,Gewehr::N,銃,саа
505,Fehler::N,間違い,сыыһа
506,Lüge::N,嘘,сымыйа
507,Schaden::N,損害,хоромньу
508,Unglück::N,不幸,алдьархай
509,Schuld::N,罪,буруй
510,Alter::N,年,саас
511,Alter::N,年齢,саас
512,Schluss::N,終わり,тиһэх
513,Zeit::N,時,бириэмэ
514,Zeit::N,時間,бириэмэ
515,Tag::N,日,күн
516,Morgen::N,朝,сарсыарда
517,Mittag::N,昼,күн ортото
518,Abend::N,晩,киэһэ
519,Abend::N,夕方,киэһэ
520,Nacht::N,夜,түүн
521,Woche::N,週,нэдиэлэ
522,Monat::N,月,ый
523,Jahr::N,年,сыл
524,Jahr::N,年,дьыл
525,Frühling::N,春,саас
526,Sommer::N,夏,сайын
527,Herbst::N,秋,күһүн
528,Winter::N,冬,кыһын
529,Januar::N,一月,тохсунньу
530,Februar::N,二月,олунньу
531,März::N,三月,кулун тутар
532,April::N,四月,муус устар ый
533,Mai::N,五月,ыам ыйа
534,Juni::N,六月,бэс ыйа
535,Juli::N,七月,от ыйа
536,August::N,八月,атырдьах ыйа
537,September::N,九月,балаҕан ыйа
538,Oktober::N,十月,алтынньы
539,November::N,十一月,сэтинньи
540,Dezember::N,十二月,ахсынньы
541,Montag::N,月曜日,бэнидиэнньик
542,Dienstag::N,火曜日,оптуорунньук
543,Mittwoch::N,水曜日,сэрэдэ
544,Donnerstag::N,木曜日,чэппиэр
545,Freitag::N,金曜日,бээтинсэ
546,Samstag::N,土曜日,субуота
547,Sonntag::N,日曜日,баскыһыанньа
548,groß::A,大きい,бөдөҥ
549,groß::A,大きい,улахан
550,klein::A,小さい,кыр
551,lang::A,長い,уһун
552,kurz::A,短い,кылгас
553,breit::A,広い,кэтит
554,schmal::A,狭い,кыараҕас
555,dicht::A,密な,хойуу
556,dick[Gegenstand]::A,厚い,суон
557,dick[Gegenstand]::A,厚い,хойуу
558,dünn::A,薄い,чараас
559,fein::A,細い,бытархай
560,fein::A,細い,синньигес
561,fest::A,硬い,бөҕө
562,fest::A,硬い,кытаанах
563,flach::A,平らな,хаптаҕай
564,glatt::A,滑らかな,кылааккай
565,hart::A,堅い,хатан
566,hart::A,堅い,кытаанах
567,weich::A,柔らかい,сымнаҕас
568,rund::A,丸い,төгүрүк
569,spitz::A,尖った,сытыы
570,spitz::A,尖った,уһуктаах
571,scharf::A,鋭い,сытыы
572,stumpf::A,鈍い,сыппах
573,schwer::A,重い,ыарахан
574,schön::A,綺麗な,кыраһыабай
575,heiß::A,熱い,итии
576,warm::A,温かい,ичигэс
577,kalt::A,寒い,тымныы
578,kalt::A,冷たい,тымныы
579,kühl::A,涼しい,сөрүүн
580,frisch::A,ひんやりした,ыраас
581,frisch::A,ひんやりした,сөрүүн
582,frisch::A,ひんやりした,тымныы
583,feucht::A,湿った,сииктээх
584,nass::A,濡れた,инчэҕэй
585,trocken::A,乾いた,кураан
586,voll::A,いっぱいの,толору
587,leer::A,空の,иччитэх
588,offen::A,開いた,аһаҕас
589,geschlossen::A,閉まった,бүтэй
590,sauber::A,清潔な,сэбэр
591,schmutzig::A,汚い,кирдээх
592,roh::A,生の,сиикэй
593,reif::A,熟した,буспут
594,reif::A,熟した,сиппит-хоппут
595,lecker::A,美味しい,минньигэс
596,süß::A,甘い,минньигэс
597,bitter::A,苦い,аһыы
598,sauer::A,酸っぱい,аһыы
599,hell::A,明るい,сырдык
600,dunkel::A,暗い,хараҥа
601,schwarz::A,黒い,хара
602,weiß::A,白い,үрүҥ
603,weiß::A,白い,маҥан
604,rot::A,赤い,кыһыл
605,gelb::A,黄色い,саһархай
606,blau::A,青い,күөх
607,grün::A,緑の,күөх
608,grün::A,緑の,от күөҕэ
609,grau::A,灰色の,сиэрэй
610,bunt::A,色取り取りの,эриэн
611,billig::A,安い,чэпчэки
612,teuer::A,高い,сыаналаах
613,wertvoll::A,貴重な,сыаналаах
614,blind::A,盲目の,хараҕа суох
615,taub::A,耳が聞こえない,дьүлэй
616,kräftig::A,強力な,модун
617,stark::A,強い,күүстээх
618,schwach::A,弱い,мөлтөх
619,fett::A,太った,эмис
620,schlank::A,ほっそりした,дьылҕан
621,schlank::A,ほっそりした,дьыпсаҕай
622,hübsch::A,素敵な,олус кэрэ
623,hübsch::A,素敵な,көрүөхтэн үчүгэй
624,böse::A,悪い,өһүөннээх
625,dumm::A,馬鹿な,акаары
626,faul::A,怠惰な,нэс
627,fleißig::A,勤勉な,кыһамньылаах
628,geizig::A,けちな,иҥсэлээх
629,klug::A,賢い,өйдөөх
630,klug::A,頭のいい,өйдөөх
631,geschickt::A,器用な,наһаа дьоҕурдаах
632,lieb::A,愛らしい,тапталлаах
633,lustig::A,楽しい,көрдөөх
634,sanft::A,温和な,намчы
635,sanft::A,温和な,сымнаҕас
636,hungrig::A,空腹の,аччык
637,krank::A,病気の,ыалдьар
638,nackt::A,裸の,сыгынньах
639,traurig::A,悲しい,санаарҕабыллаах
640,lebendig::A,生きた,тыыннаах
641,gut::A,良い,үтүө
642,gut::A,良い,үчүгэй
643,schlecht::A,悪い,куһаҕан
644,schlecht::A,駄目な,куһаҕан
645,richtig::A,正しい,сөп
646,schlimm::A,ひどい,сидьиҥ
647,schlimm::A,ひどい,быдьар
648,wahr::A,本当の,кырдьык
649,alt::A,古い,былыргы
650,neu::A,新しい,саҥа
651,ehemalig::A,以前の,урукку
652,alt[Lebewesen]::A,年を取った,кырдьаҕас
653,jung::A,若い,эдэр
654,arm::A,貧乏な,дьадаҥы
655,reich::A,裕福な,баай
656,bekannt::A,有名な,билэр
657,berühmt::A,有名な,аатырбыт
658,fremd::A,見知らぬ,атын
659,verschieden::A,色々な,араас
660,nah::A,近い,чугас
661,fern::A,遠い,ыраах
662,linker::A,左の,хаҥас
663,rechter::A,右の,уҥа
664,anderer::A,別の,атын
665,erster::A,一番目,маҥнайгы
666,zweiter::A,二番目,иккис
667,dritter::A,三番目,үһүс
668,letzter::A,最後の,тиһэх
669,allein::ADV,一人で,соҕотох
670,auf einmal::ADV,同時に,биирдэ
671,zusammen::ADV,一緒に,холбуу
672,lange::ADV,長い間,уһуннук
673,plötzlich::ADV,急に,эмискэ
674,sofort::ADV,すぐに,тута
675,später::ADV,後で,хойут
676,jetzt::ADV,今,билигин
677,heute::ADV,今日,бүгүн
678,morgen::ADV,明日,сарсын
679,bald::ADV,間もなく,өтөр
680,dann::ADV,それから,кэнна
681,gestern::ADV,昨日,бэҕэһээ
682,einst::ADV,過去に,биир төгүл
683,einst::ADV,過去に,арай биирдэ
684,damals::ADV,あの時,оччоҕо
685,danach::ADV,その後で,аары
686,danach::ADV,その後で,ол кэнниттэн
687,vorher::ADV,以前に,урут
688,zuerst::ADV,まず,маҥнай
689,zuerst::ADV,最初に,маҥнай
690,einmal::ADV,一回,биирдэ
691,manchmal::ADV,時々,арыт
692,oft::ADV,よく,чаастатык
693,immer::ADV,いつも,мэлдьи
694,niemals::ADV,一度も...ない,хаһан да
695,hier::ADV,こちら,маныаха
696,hierhin::ADV,ここへ,бэттэх
697,hierhin::ADV,こちらへ,бэттэх
698,von hier::ADV,ここから,мантан
699,dort::ADV,そちら,онно
700,dorthin::ADV,そこへ,онно
701,dorthin::ADV,そちらへ,онно
702,geradeaus::ADV,真っ直ぐに,быһа
703,geradeaus::ADV,真っ直ぐに,быһаччы
704,vorwärts::ADV,前へ,инники
705,rückwärts::ADV,後ろへ,төттөру
706,zurück::ADV,後ろへ,төттөрү
707,unten::ADV,下に,аллара
708,hinab::ADV,下へ,аллара
709,oben::ADV,上に,үөһэ
710,hinauf::ADV,上へ,өрө
711,hinauf::ADV,上へ,үөһэ
712,überall::ADV,どこでも,бэйдиэ
713,nicht::ADV,ない,буолбатах
714,ein wenig::ADV,少し,кыратык
715,ein wenig::ADV,ちょっと,кыратык
716,kaum::ADV,ほとんど～ない,нэһиилэ
717,sehr::ADV,とても,бэрт
718,sehr::ADV,とても,наһаа
719,so::ADV,こう,оччо
720,so::ADV,こう,оннук
721,noch::ADV,まだ,өссө
722,nur::ADV,～だけ,эрэ
723,nur::ADV,～だけ,сыччах
724,schon::ADV,もう,бэлиэр
725,wieder::ADV,再び,эмиэ
726,vergebens::ADV,無駄に,таак
727,vor::PRP,前に,иннигэр
728,hinter::PRP,後ろに,кэлин
729,unter::PRP,下に,-ҕа
730,unter::PRP,下に,оһох түгэҕэ
731,durch::PRP,通して,курдары
732,neben::PRP,横に,аттыгар
733,zwischen::PRP,間に,ыккардынан
734,wegen::PRP,為に,уҥуортан
735,wegen::PRP,せいで,уҥуортан
736,dies::PRN,これ,ити
737,dies::PRN,これ,бу
738,das::PRN,それ,били
739,alles::PRN,全部,барыта
740,ich::PRN,私,мин
741,du::PRN,あなた,эн
742,er::PRN,彼,кнни
743,wir::PRN,私達,биһиги
744,ihr::PRN,あなた達,эһиги
745,sie::PRN,彼ら,кинилэр
746,was::FPRN,何,туох
747,wer::FPRN,誰,ким
748,wer::FPRN,どなた,ким
749,wo::FADV,どこ,ханна
750,wo::FADV,どこに,ханна
751,wohin::FADV,どこへ,ханна
752,wie::FADV,どう,хайдах
753,warum::FADV,何故,тоҕо
754,warum::FADV,どうして,тоҕо
755,wieviel::FNUM,どのくらい,төһө
756,eins::NUM,一,биир
757,zwei::NUM,二,икки
758,zwei::NUM,二つ,икки
759,drei::NUM,三,үс
760,drei::NUM,三つ,үс
761,vier::NUM,四,түөрт
762,vier::NUM,四つ,түөрт
763,fünf::NUM,五,биэс
764,fünf::NUM,五つ,биэс
765,sechs::NUM,六,алта
766,sechs::NUM,六つ,алта
767,sieben::NUM,七,сэттэ
768,sieben::NUM,七つ,сэттэ
769,acht::NUM,八,аҕыс
770,acht::NUM,八つ,аҕыс
771,neun::NUM,九,тоҕус
772,neun::NUM,九つ,тоҕус
773,zehn::NUM,十,уон
774,elf::NUM,十一,уон биир
775,zwölf::NUM,十二,уон икки
776,zwanzig::NUM,二十,сүүрбэ
777,dreißig::NUM,三十,отут
778,vierzig::NUM,四十,түөрт уон
779,fünfzig::NUM,五十,биэс уон
780,sechzig::NUM,六十,алта уон
781,siebzig::NUM,七十,сэттэ уон
782,achtzig::NUM,八十,аҕыс уон
783,neunzig::NUM,九十,тоҕус уонус
784,hundert::NUM,百,сүүс
785,tausend::NUM,千,тыһыынча
786,und::CNJ,-と,да
787,und::CNJ,-と,уонна
788,und::CNJ,-と,итиэннэ
789,und::CNJ,そして,да
790,und::CNJ,そして,уонна
