,Concept_ID,it,tt
169,Schwein::N,porco,дуңгыз
170,Schwein::N,maiale,дуңгыз
171,Hund::N,cane,эт
172,Katze::N,gatta,песи
173,Bär::N,orso,аю
174,Eichhörnchen::N,scoiàttolo,тиен
175,Elch::N,alce,поши
176,Fuchs::N,volpe,төлке
177,Hase::N,lepre,куян
178,Maus::N,topo,тычкан
179,Maus::N,sorcio,тычкан
180,Wolf::N,lupo,бүре
181,Vogel::N,uccello,кош
182,Schwarm::N,stormo,көтү
183,Huhn::N,gallina,тавык
184,Hahn::N,gallo,әтәч
185,Gans::N,oca,каз
186,Adler::N,àquila,каракош
187,Ente::N,ànatra,үрдәк
188,Eule::N,gufo,ябалак
189,Eule::N,civetta,ябалак
190,Kranich::N,gru,торна
191,Krähe::N,cornacchia,карга
192,Kuckuck::N,cuccù,күке
193,Kuckuck::N,cuccù,кәккүк
194,Kuckuck::N,cùculo,күке
195,Kuckuck::N,cùculo,кәккүк
196,Schwan::N,cigno,аккош
197,Fisch::N,pesce,балык
198,Barsch::N,pèrsico,алабуга
199,Hecht::N,luccio,чуртан
200,Schlange[Tier]::N,serpente,елан
201,Wurm::N,baco,корт
202,Wurm::N,verme,корт
203,Spinne::N,ragno,үрмәкүч
204,Ameise::N,formica,кырмыска
205,Laus::N,pidocchio,бет
206,Mücke::N,zanzara,черки
207,Mücke::N,zanzara,озынборын
208,Fliege::N,mosca,чебен
209,Schmetterling::N,farfalla,күбәләк
210,Beere::N,bacca,җиләк
211,Apfel::N,mela,алма
212,Pilz::N,fungo,гөмбә
213,Zwiebel::N,cipolla,суган
214,Zwiebel::N,cipolla,суганбаш
215,Saat::N,semente,орлык
216,Korn::N,grano,иген
217,Korn::N,grano,орлык
218,Heu::N,fieno,печән
219,Schale::N,buccia,кабык
220,Grube::N,cava,баз
221,Grube::N,cava,чокыр
222,Grube::N,fossa,баз
223,Grube::N,fossa,чокыр
224,Falle::N,tràppola,тозак
225,Falle::N,tràppola,капкын
226,Schlinge::N,laccio,элмәк
227,Spur::N,traccia,эз
228,Asche::N,cenere,көл
229,Dreck::N,fango,пычрак
230,Eisen::N,ferro,тимер
231,Gold::N,oro,алтын
232,Silber::N,argento,көмеш
233,Kohle::N,carbone,күмер
234,Glas::N,vetro,пыяла
235,Lehm::N,argilla,балчык
236,Sand::N,arena,ком
237,Sand::N,sabbia,ком
238,Mensch::N,uomo,адәм
239,Mensch::N,uomo,инсан
240,Mensch::N,èssere umano,адәм
241,Mensch::N,èssere umano,инсан
242,Mann::N,uomo,ир
243,Frau::N,donna,хатын
244,Kind::N,bambino,бала
245,Junge::N,ragazzo,малай
246,Mädchen::N,ragazza,кыз
247,Familie::N,famiglia,гаилә
248,Großvater::N,nonno,бабай
249,Großmutter::N,nonna,әби
250,Eltern::N,genitori,ата-ана
251,Vater::N,padre,ата
252,Mutter::N,madre,ана
253,Sohn::N,figlio,ул
254,Tochter::N,figlia,кыз
255,Bruder::N,fratello,кардәш
256,Schwester::N,sorella,апа
257,Schwester::N,sorella,сеңел
258,Onkel::N,zio,дәдә
259,Onkel::N,zio,дәдәй
260,Tante::N,zia,түти
261,Tante::N,zia,тәтәй
262,Ehemann::N,marito,ир
263,Ehefrau::N,moglie,хатын
264,Freude::N,gioia,сөенеч
265,Freude::N,piacere,сөенеч
266,Gelächter::N,risata,көлү
267,Gelächter::N,risata,көлеш
268,Glück::N,felicità,бәхет
269,Kummer::N,afflizione,хәсрәт
270,Wunsch::N,desiderio,теләк
271,Lust::N,voglia,теләк
272,Lust::N,voglia,теләү
273,Geist::N,mente,рух
274,Geist::N,spìrito,рух
275,Gedanke::N,idea,уй
276,Gedanke::N,idea,фикер
277,Gedanke::N,pensiero,уй
278,Gedanke::N,pensiero,фикер
279,Gedächtnis::N,memoria,хәтер
280,Verstand::N,intelletto,акыл
281,Sinn::N,senso,мәгънә
282,Sinn::N,significato,мәгънә
283,Grund::N,causa,сәбәп
284,Grund::N,motivo,сәбәп
285,Grund::N,ragione,сәбәп
286,Wahrheit::N,verità,хак
287,Gespräch::N,discorso,әңгәмә
288,Gespräch::N,conversazione,әңгәмә
289,Märchen::N,fiaba,әкият
290,Märchen::N,fàvola,әкият
291,Erzählung::N,racconto,хикәя
292,Erzählung::N,narrazione,хикәя
293,Nachricht::N,messaggio,хәбәр
294,Neuigkeit::N,notizia,яңалык
295,Name::N,nome,исем
296,Rätsel::N,indovinello,табышмак
297,Rede::N,discorso,нотык
298,Sprache::N,lingua,тел
299,Sprache::N,linguaggio,тел
300,Stimme::N,voce,тавыш
301,Wort::N,parola,сүз
302,Zeichen::N,segno,ишарә
303,Zeichen::N,segnale,ишарә
304,Ruf::N,chiamata,дәшү
305,Lärm::N,chiasso,шау
306,Lärm::N,strèpito,шау
307,Laut::N,suono,аваз
308,Ton::N,tono,шалтырату
309,Lied::N,canto,җыр
310,Lied::N,canzone,җыр
311,Ruhe::N,calma,тынлык
312,Ruhe::N,tranquillità,тынлык
313,Leute::N,gente,халык
314,Volk::N,pòpolo,халык
315,Arbeit::N,lavoro,эш
316,Arbeit::N,lavoro,хезмәт
317,Gast::N,òspite,кунак
318,Gast::N,invitato,кунак
319,Geschenk::N,regalo,бүләк
320,Spiel::N,gioco,уен
321,Gesellschaft::N,compagnìa,җәмгыять
322,Hilfe::N,aiuto,ярдәм
323,Hilfe::N,aiuto,булышлык
324,Hilfe::N,soccorso,ярдәм
325,Hilfe::N,soccorso,булышлык
326,Freund::N,amico,дус
327,Kamerad::N,camerata,иптәш
328,Angelegenheit::N,affare,эш
329,Angelegenheit::N,faccenda,эш
330,Anzahl::N,nùmero,микъдар
331,Anzahl::N,quantità,микъдар
332,Art::N,tipo,төр
333,Art::N,specie,төр
334,Stück::N,pezzo,кисәк
335,Teil::N,parte,өлеш
336,Hälfte::N,metà,ярым
337,Kreis::N,cìrcolo,түгәрәк
338,Kreuz::N,croce,хач
339,Kreuz::N,croce,тәре
340,Linie::N,lìnea,сызык
341,Strich::N,tratto,сызык
342,Abstand::N,distanza,ара
343,Entfernung::N,distanza,ераклык
344,Entfernung::N,lontananza,ераклык
345,Gegend::N,regione,урын
346,Platz::N,posto,бушлык
347,Platz::N,spazio,бушлык
348,Ort::N,luogo,урын
349,Ort::N,località,урын
350,Seite::N,lato,як
351,Seite::N,parte,як
352,Mitte::N,mezzo,урта
353,Mitte::N,centro,урта
354,Gegenstand::N,oggetto,нәрсә
355,Sache::N,cosa,нәрсә
356,Rand::N,orlo,чит
357,Rand::N,bordo,чит
358,Kante::N,spìgolo,кырый
359,Ecke::N,canto,почмак
360,Spitze::N,punta,оч
361,Ende::N,capo,азак
362,Ende::N,estremità,азак
363,Loch::N,buco,тишек
364,Winkel::N,àngolo,почмак
365,Muster::N,disegno,парча
366,Größe::N,taglia,зурлык
367,Größe::N,grandezza,зурлык
368,Länge::N,lunghezza,озынлык
369,Höhe::N,altezza,биеклек
370,Gewicht::N,peso,авырлык
371,Menge::N,quantità,микъдар
372,Haufen::N,cùmulo,өем
373,Haufen::N,mucchio,өем
374,Reihe::N,fila,рәт
375,Boot::N,barca,каек
376,Boot::N,barca,көймә
377,Boot::N,battello,каек
378,Boot::N,battello,көймә
379,Ruder::N,remo,ишкәк
380,Schlitten::N,slitta,чана
381,Ski::N,sci,чаңгы
382,Lagerfeuer::N,falò,костёр
383,Lagerfeuer::N,fuoco di bivacco,костёр
384,Last::N,càrico,йөк
385,Gang::N,andata,йөреш
386,Schritt::N,passo,адым
387,Norden::N,nord,төньяк
388,Norden::N,settentrione,төньяк
389,Süden::N,sud,көньяк
390,Süden::N,meridione,көньяк
391,Westen::N,òvest,көнбатыш
392,Westen::N,occidente,көнбатыш
393,Osten::N,est,шәрык
394,Osten::N,est,көнчыгыш
395,Osten::N,oriente,шәрык
396,Osten::N,oriente,көнчыгыш
397,Holz::N,legno,агач
398,Brett::N,asse,такта
399,Brett::N,tàvola,такта
400,Platte::N,lastra,плитә
401,Platte::N,piastra,плитә
402,Stütze::N,supporto,таяу
403,Stange::N,sbarra,колга
404,Stange::N,pèrtica,колга
405,Stock::N,verga,таяк
406,Stock::N,bastone,таяк
407,Stock::N,bacchetta,таяк
408,Stab::N,asta,таяк
409,Rohr::N,tubo,торба
410,Haus::N,casa,өй
411,Haus::N,casa,йорт
412,Heim::N,casa,гаилә
413,Heim::N,casa,нәсел
414,Ofen::N,stufa,мич
415,Fußboden::N,pavimento,идән
416,Tisch::N,tàvolo,өстәл
417,Stuhl::N,sedia,утыргыч
418,Wiege::N,culla,бишек
419,Bett::N,letto,ятак
420,Bett::N,letto,урын-җир
421,Regal::N,scaffale,киштә
422,Regal::N,scaffale,шүрлек
423,Kiste::N,cassa,әрҗә
424,Fenster::N,finestra,тәрәзә
425,Tür::N,porta,ишек
426,Tor::N,portone,капка
427,Zaun::N,recinto,койма
428,Dach::N,tetto,түбә
429,Leiter::N,scala,баскыч
430,Leiter::N,scala a pioli,баскыч
431,Besen::N,scopa,себерке
432,Spaten::N,vanga,көрәк
433,Schaufel::N,pala,көрәк
434,Gabel::N,forchetta,чәннечке
435,Löffel::N,cucchiaio,кашык
436,Messer::N,coltello,пычак
437,Nagel::N,chiodo,кадак
438,Netz::N,rete,челтәр
439,Haken::N,uncino,ыргак
440,Griff::N,mànico,тотка
441,Griff::N,maniglia,тотка
442,Schloss::N,serratura,йозак
443,Bild::N,quadro,рәсем
444,Bild::N,quadro,картина
445,Bild::N,immàgine,рәсем
446,Bild::N,immàgine,картина
447,Figur::N,figura,сын
448,Figur::N,figura,фигура
449,Puppe::N,bàmbola,курчак
450,Beutel::N,borsa,луза
451,Beutel::N,sacchetto,луза
452,Bündel::N,fascio,бәйләм
453,Bündel::N,fagotto,бәйләм
454,Tasche::N,borsa,букча
455,Eimer::N,secchio,чиләк
456,Deckel::N,coperchio,капкач
457,Geschirr::N,stoviglie,савыт-саба
458,Geschirr::N,stoviglie,кашык-аяк
459,Sack::N,sacco,капчык
460,Tasse::N,tazza,чынаяк
461,Topf::N,pèntola,чүлмәк
462,Kessel::N,paiolo,казан
463,Kessel::N,calderone,казан
464,Essen::N,pasto,ашау
465,Essen::N,mangiare,ашау
466,Nahrung::N,cibo,азык
467,Nahrung::N,cibo,тәгам
468,Nahrung::N,cibo,ашамлык
469,Nahrung::N,alimento,азык
470,Nahrung::N,alimento,тәгам
471,Nahrung::N,alimento,ашамлык
472,Speise::N,piatto,ризык
473,Fleisch::N,carne,ит
474,Getreide::N,cereali,ашлык
475,Brei::N,purè,ботка
476,Brei::N,pappa,ботка
477,Brot::N,pane,ипи
478,Brot::N,pane,икмәк
479,Scheibe::N,fetta,телем
480,Scheibe::N,trancia,телем
481,Fett::N,grasso,май
482,Butter::N,burro,май
483,Öl::N,olio,май
484,Salz::N,sale,тоз
485,Suppe::N,zuppa,шулпа
486,Suppe::N,minestra,шулпа
487,Honig::N,miele,бал
488,Milch::N,latte,сөт
489,Tee::N,tè,чәй
490,Leder::N,pelle,күн
491,Wolle::N,lana,йон
492,Stoff::N,panno,тукыма
493,Stoff::N,tessuto,тукыма
494,Nadel::N,ago,энә
495,Faden::N,filo,җеп
496,Knopf::N,bottone,төймә
497,Knoten::N,nodo,төен
498,Farbe::N,pittura,буяу
499,Kleidung::N,vestiti,кием
500,Kleidung::N,vestiario,кием
501,Hemd::N,camicia,күлмәк
502,Kragen::N,bàvero,яка
503,Kragen::N,colletto,яка
504,Ärmel::N,mànica,җиң
505,Hose::N,calzoni,чалбар
506,Gürtel::N,cintura,билбау
507,Mütze::N,berretto,бүрек
508,Schuh::N,scarpa,башмак
509,Stiefel::N,stivale,итек
510,Ring::N,anello,балдак
511,Band::N,nastro,тасма
512,Band::N,fettuccia,тасма
513,Kamm::N,pèttine,тарак
514,Spiegel::N,specchio,көзге
515,Riemen::N,cinghia,каеш
516,Schnur::N,corda,бау
517,Leine::N,guinzaglio,тезген
518,Decke::N,coperta,юрган
519,Kissen::N,cuscino,мендәр
520,Kissen::N,guanciale,мендәр
521,Tuch::N,fazzoletto,яулык
522,Handtuch::N,asciugamano,сөлгә
523,Kraft::N,forza,егәр
524,Kraft::N,forza,дәрман
525,Stärke::N,forza,көч
526,Stärke::N,forza,дәрман
527,Stärke::N,vigore,көч
528,Stärke::N,vigore,дәрман
529,Stärke::N,fortezza,көч
530,Stärke::N,fortezza,дәрман
531,Gesundheit::N,salute,саулык
532,Krankheit::N,malattìa,чир
533,Krankheit::N,malattìa,хаста
534,Krankheit::N,malattìa,сырхау
535,Schmerz::N,dolore,авырту
536,Wunde::N,piaga,яра
537,Wunde::N,piaga,җәрәхәт
538,Wunde::N,ferita,яра
539,Wunde::N,ferita,җәрәхәт
540,Fieber::N,febbre,бизгәк
541,Arznei::N,fàrmaco,дару
542,Arznei::N,medicina,дару
543,Brücke::N,ponte,күпер
544,Brunnen::N,pozzo,кое
545,Weide::N,pàscolo,утлавык
546,Pfad::N,sentiero,сукмак
547,Weg::N,via,юл
548,Weg::N,cammino,юл
549,Straße::N,strada,урам
550,Dorf::N,paese,авыл
551,Dorf::N,villaggio,авыл
552,Stadt::N,città,шәһәр
553,Brief::N,lèttera,хат
554,Buch::N,libro,китап
555,Buchstabe::N,lèttera,хәреф
556,Zeitung::N,giornale,газет
557,Zeitung::N,giornale,газета
558,Leben::N,vita,гомер
559,Leben::N,vita,тормыш
560,Leben::N,vita,тереклек
561,Tod::N,morte,үлем
562,Grab::N,tomba,гүр
563,Grab::N,tomba,кабер
564,Grab::N,sepolcro,гүр
565,Grab::N,sepolcro,кабер
566,Kirche::N,chiesa,чиркәү
567,Sünde::N,peccato,язык
568,Sünde::N,peccato,гөнаһ
569,Gott::N,dio,алла
570,Gott::N,dio,ходай
571,Arbeiter::N,operaio,эшче
572,Arbeiter::N,lavoratore,эшче
573,Chef::N,capo,башлык
574,Chef::N,padrone,башлык
575,Meister::N,mastro,оста
576,Meister::N,maestro,оста
577,Arzt::N,mèdico,врач
578,Arzt::N,mèdico,табиб
579,Arzt::N,dottore,врач
580,Arzt::N,dottore,табиб
581,Lehrer::N,professore,укытучы
582,Lehrer::N,professore,мөгаллим
583,Geld::N,soldi,акча
584,Geld::N,denaro,акча
585,Geschäft::N,affare,эш
586,Geschäft::N,negozio,эш
587,Laden::N,negozio,кибет
588,Laden::N,negozio,магазин
589,Preis::N,prezzo,бәя
590,Preis::N,prezzo,бәһа
591,Ware::N,merce,товар
592,Nutzen::N,ùtile,файда
593,Nutzen::N,profitto,файда
594,Reichtum::N,ricchezza,байлык
595,Welt::N,mondo,дөнья
596,Land::N,paese,ил
597,Staat::N,Stato,дәүләт
598,König::N,re,патша
599,Macht::N,potere,хакимият
600,Grenze::N,confine,чик
601,Grenze::N,frontiera,чик
602,Krieg::N,guerra,сугыш
603,Feind::N,nemico,дошман
604,Gewalt::N,violenza,көчләү
605,Kampf::N,lotta,көрәш
606,Bogen[Waffe]::N,arco,җәя
607,Pfeil::N,freccia,ук
608,Gewehr::N,fucile,мылтык
609,Fehler::N,errore,хата
610,Fehler::N,sbaglio,хата
611,Lüge::N,bugìa,ялган
612,Lüge::N,menzogna,ялган
613,Schaden::N,danno,зыян
614,Schaden::N,danno,зарар
615,Unglück::N,sfortuna,бәла
616,Schuld::N,colpa,гаеп
617,Alter::N,età,яшь
618,Schluss::N,fine,ахыр
619,Zeit::N,tempo,заман
620,Tag::N,giorno,көн
621,Tag::N,giornata,көн
622,Morgen::N,mattina,иртә
623,Mittag::N,mezzogiorno,өйлә
624,Abend::N,sera,кич
625,Abend::N,serata,кич
626,Nacht::N,notte,төн
627,Woche::N,settimana,атна
628,Monat::N,mese,ай
629,Jahr::N,anno,ел
630,Frühling::N,primavera,яз
631,Sommer::N,estate,җәй
632,Herbst::N,autunno,көз
633,Winter::N,inverno,кыш
634,Januar::N,gennaio,гыйнвар
635,Februar::N,febbraio,февраль
636,März::N,marzo,март
637,April::N,aprile,апрель
638,Mai::N,maggio,май
639,Juni::N,giugno,июнь
640,Juli::N,luglio,июль
641,August::N,agosto,август
642,September::N,settembre,сентябрь
643,Oktober::N,ottobre,октябрь
644,November::N,novembre,ноябрь
645,Dezember::N,dicembre,декабрь
646,Montag::N,lunedì,дүшәмбе
647,Dienstag::N,martedì,сишәмбе
648,Mittwoch::N,mercoledì,чәршәмбе
649,Donnerstag::N,giovedì,атнакич
650,Donnerstag::N,giovedì,пәнҗешәмбе
651,Freitag::N,venerdì,җомга
652,Samstag::N,sàbato,шимбә
653,Sonntag::N,domenica,якшәмбе
654,groß::A,grande,зур
655,klein::A,pìccolo,кечкенә
656,lang::A,lungo,озын
657,kurz::A,corto,кыска
658,breit::A,largo,киң
659,schmal::A,stretto,кысык
660,dicht::A,denso,куе
661,dick[Gegenstand]::A,spesso,калын
662,dünn::A,sottile,нечкә
663,fein::A,fine,нәзакәтле
664,fein::A,delicato,нәзакәтле
665,fest::A,sodo,нык
666,fest::A,fisso,нык
667,flach::A,piano,яссы
668,flach::A,piano,ялпак
669,flach::A,piatto,яссы
670,flach::A,piatto,ялпак
671,glatt::A,liscio,шома
672,hart::A,duro,каты
673,weich::A,molle,йомшак
674,rund::A,rotondo,түгәрәк
675,spitz::A,aguzzo,очлы
676,spitz::A,appuntito,очлы
677,scharf::A,affilato,үткен
678,scharf::A,tagliente,үткен
679,stumpf::A,smussato,үтмәс
680,schwer::A,pesante,салмак
681,schön::A,bello,гүзәл
682,heiß::A,caldo,эссе
683,heiß::A,bollente,эссе
684,warm::A,caldo,җылы
685,kalt::A,freddo,суык
686,kalt::A,freddo,салкын
687,kühl::A,fresco,салкынча
688,frisch::A,fresco,салкынча
689,feucht::A,ùmido,юеш
690,nass::A,bagnato,дымлы
691,trocken::A,secco,коры
692,voll::A,pieno,тулы
693,leer::A,vuoto,буш
694,offen::A,aperto,ачык
695,geschlossen::A,chiuso,йомык
696,sauber::A,netto,пакь
697,sauber::A,netto,чиста
698,sauber::A,pulito,пакь
699,sauber::A,pulito,чиста
700,schmutzig::A,sporco,керле
701,schmutzig::A,sporco,пычрак
702,schmutzig::A,sùdicio,керле
703,schmutzig::A,sùdicio,пычрак
704,roh::A,crudo,чи
705,reif::A,maturo,өлгергән
706,lecker::A,ghiotto,тәмле
707,lecker::A,squisito,тәмле
708,süß::A,dolce,татлы
709,bitter::A,amaro,ачы
710,sauer::A,aspro,әче
711,sauer::A,acerbo,әче
712,hell::A,chiaro,якты
713,dunkel::A,buio,кара
714,dunkel::A,oscuro,кара
715,schwarz::A,nero,кара
716,weiß::A,bianco,ак
717,rot::A,rosso,кызыл
718,gelb::A,giallo,сары
719,blau::A,blu,күк
720,blau::A,azzurro,күк
721,grün::A,verde,яшел
722,grau::A,grigio,соры
723,bunt::A,variopinto,чуар
724,billig::A,a buon prezzo,арзан
725,billig::A,a buon mercato,арзан
726,teuer::A,caro,хаклы
727,wertvoll::A,prezioso,кыйммәтле
728,blind::A,cieco,сукыр
729,blind::A,cieco,күзсез
730,taub::A,sordo,чукрак
731,taub::A,sordo,саңгырау
732,kräftig::A,forte,егәрле
733,kräftig::A,robusto,егәрле
734,stark::A,forte,нык
735,stark::A,forte,базык
736,stark::A,vigoroso,нык
737,stark::A,vigoroso,базык
738,schwach::A,dèbole,зәгыйфь
739,fett::A,grasso,симез
740,schlank::A,snello,нәзек
741,schlank::A,slanciato,нәзек
742,hübsch::A,bello,чибәр
743,hübsch::A,carino,чибәр
744,böse::A,cattivo,усал
745,dumm::A,stùpido,акылсыз
746,faul::A,pigro,ялкау
747,faul::A,pigro,иренчәк
748,fleißig::A,diligente,тырыш
749,fleißig::A,diligente,тырышучан
750,geizig::A,avaro,саран
751,klug::A,intelligente,акыллы
752,geschickt::A,àbile,маһир
753,lieb::A,caro,сөекле
754,lustig::A,gaio,күңелле
755,lustig::A,allegro,күңелле
756,sanft::A,dolce,басынкы
757,hungrig::A,affamato,ач
758,krank::A,malato,чирле
759,krank::A,malato,сырхау
760,krank::A,infermo,чирле
761,krank::A,infermo,сырхау
762,nackt::A,nudo,шәрә
763,traurig::A,triste,ямансу
764,lebendig::A,vivo,тере
765,gut::A,buono,яхшы
766,schlecht::A,cattivo,начар
767,richtig::A,giusto,дөрес
768,schlimm::A,grave,әшәкә
769,wahr::A,vero,чып-чын
770,alt::A,vecchio,иске
771,neu::A,nuovo,яңа
772,ehemalig::A,vecchio,элекке
773,ehemalig::A,d'una_volta,элекке
774,alt[Lebewesen]::A,anziano,карт
775,jung::A,giovane,яшь
776,arm::A,pòvero,фәкыйрь
777,reich::A,ricco,бай
778,bekannt::A,noto,таныш
779,bekannt::A,conosciuto,таныш
780,berühmt::A,famoso,атаклы
781,berühmt::A,cèlebre,атаклы
782,fremd::A,estràneo,ят
783,fremd::A,straniero,ят
784,verschieden::A,diverso,төрле
785,verschieden::A,differente,төрле
786,nah::A,vicino,якын
787,nah::A,propinquo,якын
788,fern::A,lontano,ерак
789,linker::A,sinistro,сул
790,rechter::A,destro,уң
791,anderer::A,altro,бүтән
792,erster::A,primo,беренче
793,zweiter::A,secondo,икенче
794,dritter::A,terzo,өченче
795,letzter::A,ùltimo,ахыргы
796,allein::ADV,solo,ялгыз
797,allein::ADV,da solo,ялгыз
798,auf einmal::ADV,insieme,бердән
799,zusammen::ADV,insieme,бергә
800,lange::ADV,a lungo,озак
801,plötzlich::ADV,all'improvviso,искәрмәстән
802,sofort::ADV,sùbito,хәзер
803,sofort::ADV,all'istante,хәзер
804,später::ADV,più tardi,соңрак
805,jetzt::ADV,ora,хәзер
806,jetzt::ADV,adesso,хәзер
807,heute::ADV,oggi,бүген
808,morgen::ADV,domani,иртәгә
809,bald::ADV,presto,тиздән
810,bald::ADV,tra poco,тиздән
811,dann::ADV,allora,аннары
812,gestern::ADV,ieri,кичә
813,einst::ADV,prima,берчак
814,einst::ADV,un tempo,берчак
815,damals::ADV,allora,ул вакытта
816,damals::ADV,allora,ул чакта
817,danach::ADV,poi,да
818,danach::ADV,dopo,да
819,vorher::ADV,prima,элек
820,zuerst::ADV,prima,башта
821,zuerst::ADV,dapprima,башта
822,einmal::ADV,una volta,бер
