,Concept_ID,mrj,la
103,Schmutz::N,лявӹрӓ,squalor
104,See::N,йӓр,lacus
105,Sumpf::N,лӱкӹ,palus
106,Moor::N,куп,palus
107,Wiese::N,алык,pratum
108,Wald::N,шӹргӹ,silva
109,Hügel::N,пӱгӹрикӓ,collis
110,Anhöhe::N,кӱкшикӓ,specula
111,Berg::N,кырык,mons
112,Gipfel::N,неркӓ,vertex
113,Höhle::N,ы́раж,caverna
114,Höhle::N,ы́раж,spelunca
115,Abhang::N,полом,declivum
116,Quelle::N,вӹдсӹнзӓ,fons
117,Bach::N,ӓнгӹр,rivus
118,Fluss::N,вӹд,flumen
119,Ufer::N,сир,ripa
120,Küste::N,сир,litus
121,Festland::N,мӱлӓндӹ,continens
122,Meer::N,тангыж,mare
123,Bucht::N,вӹдъял,sinus
124,Insel::N,острок,insula
125,Blume::N,пеледӹш,flos
126,Gras::N,шуды,herba
127,Gras::N,шуды,gramen
128,Wurzel::N,важ,radix
129,Baum::N,пушӓнгӹ,arbor
130,Stamm::N,пушӓнгӹ тӹнг,truncus
131,Rinde::N,каргыж,cortex
132,Ast::N,укш,ramus
133,Zweig::N,укш,ramus
134,Blatt::N,листӹ,folium
135,Birke::N,куги,betulla
136,Kiefer[Baum]::N,йӓктӹ,pinus
137,Weide[Baum]::N,уа,salix
138,Tanne::N,кож,abies
139,Horn::N,шур,cornu
140,Feder::N,пын,penna
141,Fell::N,кавашты,pellis
142,Flügel::N,шылдыр,ala
143,Klaue::N,кӹч,unguis
144,Kralle::N,лапа,unguis
145,Schwanz::N,пач,cauda
146,Ei::N,мыны,ovum
147,Nest::N,пӹжӓш,nidus
148,Bau::N,ыраж,cavum
149,Bau::N,ыраж,latibulum
150,Tier::N,во́льык,bestia
151,Herde::N,кӹтö,grex
152,Kuh::N,ышкал,vacca
153,Bulle::N,ӱшкӱж,taurus
154,Pferd::N,имни,equus
155,Schaf::N,шарык,ovis
156,Schwein::N,сасна,sus
157,Schwein::N,сасна,porcus
158,Hund::N,пи,canis
159,Katze::N,коти,felis
160,Bär::N,мöскӓ,ursus
161,Eichhörnchen::N,ур,sciurus
162,Elch::N,шарды,alces
163,Fuchs::N,рӹвӹж,vulpes
164,Hase::N,морен,lepus
165,Maus::N,каля,mus
166,Wolf::N,пирӹ,lupus
167,Vogel::N,кек,avis
168,Schwarm::N,цуца,examen
169,Huhn::N,цӹвӹ,gallina
170,Hahn::N,ӓптӓн,gallus
171,Gans::N,комбы,anser
172,Adler::N,кучкыж,aquila
173,Ente::N,лыды,anas
174,Eule::N,тымана,ulula
175,Eule::N,тымана,noctua
176,Kranich::N,тырня,grus
177,Kranich::N,тыртня,grus
178,Krähe::N,лудыгарак,cornix
179,Kuckuck::N,куку,cuculus
180,Schwan::N,йӱксӹ,olor
181,Schwan::N,йӱксӹ,cycnus
182,Fisch::N,кол,piscis
183,Barsch::N,алангы,perca
184,Hecht::N,нуж,esox
185,Hecht::N,нужгол,esox
186,Schlange[Tier]::N,кӹшкы,serpens
187,Wurm::N,шукш,vermis
188,Spinne::N,ӓнгӹремшӹ,aranea
189,Ameise::N,кыткы,formica
190,Laus::N,ти,pediculus
191,Mücke::N,кужнер,culex
192,Mücke::N,кужынер,culex
193,Fliege::N,шӹнгӓ,musca
194,Schmetterling::N,лӹпӹ,papilio
195,Beere::N,мöр,baca
196,Apfel::N,олма,malum
197,Pilz::N,понгы,fungus
198,Zwiebel::N,охыра,cepa
199,Saat::N,нӱшмӹ,seges
200,Saat::N,нӱшмӱ,seges
201,Korn::N,пӹрцӹ,granum
202,Heu::N,шуды,faenum
203,Schale::N,аваха,putamen
204,Schale::N,карлангы,putamen
205,Grube::N,йӓм,fovea
206,Falle::N,лӱдӹ,pedica
207,Falle::N,лӱдӹш,pedica
208,Schlinge::N,онгы,laqueus
209,Spur::N,кишӓ,vestigium
210,Asche::N,ломых,cinis
211,Asche::N,ломпыж,cinis
212,Dreck::N,лявӹрӓ,lutum
213,Eisen::N,кӹртни,ferrum
214,Gold::N,шöртни,aurum
215,Gold::N,шöртньӹ,aurum
216,Silber::N,ши,argentum
217,Kohle::N,шӱ,carbo
218,Glas::N,охоница,vitrum
219,Lehm::N,шун,lutum
220,Sand::N,ошма,arena
221,Mensch::N,эдем,homo
222,Mann::N,пӱэргӹ,vir
223,Frau::N,ӹдӹрӓмӓш,mulier
224,Kind::N,ӓзӓ,puer
225,Kind::N,ӓзӓ,infans
226,Kind::N,шачшы,puer
227,Kind::N,шачшы,infans
228,Junge::N,рвезӹ,puer
229,Junge::N,ӹрвезӹ,puer
230,Mädchen::N,ӹдӹрӓш,puella
231,Familie::N,йиш,familia
232,Familie::N,семня,familia
233,Großvater::N,тьоти,avus
234,Großmutter::N,папа,avia
235,Eltern::N,ӓтя-ӓвӓ,parentes
236,Vater::N,ӓтя,pater
237,Mutter::N,ӓвӓ,mater
238,Sohn::N,эргӹ,filius
239,Tochter::N,ӹдӹр,filia
240,Bruder::N,ӹза,frater
241,Schwester::N,ӓкӓ,soror
242,Onkel::N,кугуза,patruus
243,Onkel::N,кугуза,avunculus
244,Tante::N,куака,amita
245,Ehemann::N,мары,maritus
246,Ehefrau::N,вӓтӹ,uxor
247,Freude::N,ӹвӹртӹмӓш,gaudium
248,Freude::N,ӹвӹртӹмӓш,laetitia
249,Gelächter::N,ваштылмаш,risus
250,Glück::N,пиӓл,felicitas
251,Kummer::N,ясы,aegritudo
252,Wunsch::N,охата,voluntas
253,Wunsch::N,охата,desiderium
254,Wunsch::N,шанымаш,voluntas
255,Wunsch::N,шанымаш,desiderium
256,Lust::N,шӓр,libido
257,Lust::N,шӓр,voluptas
258,Lust::N,охата,libido
259,Lust::N,охата,voluptas
260,Lust::N,шанымаш,libido
261,Lust::N,шанымаш,voluptas
262,Geist::N,тух,mens
263,Geist::N,тух,animus
264,Gedanke::N,шанымаш,sententia
265,Gedächtnis::N,ӓш,memoria
266,Verstand::N,ыш,ratio
267,Verstand::N,ыш,ingenium
268,Sinn::N,кын,sensus
269,Grund::N,вир,causa
270,Wahrheit::N,тöр,veritas
271,Gespräch::N,хытырымаш,sermo
272,Märchen::N,ямак,fabula
273,Erzählung::N,шайыштмаш,fabula
274,Erzählung::N,шайыштмаш,narratio
275,Nachricht::N,увертӓрӹмӓш,nuntius
276,Neuigkeit::N,увер,novitas
277,Name::N,лӹм,nomen
278,Rätsel::N,тышты,aenigma
279,Rede::N,шая,oratio
280,Rede::N,шамак,oratio
281,Sprache::N,йӹлмӹ,lingua
282,Stimme::N,юк,vox
283,Wort::N,шамак,verbum
284,Wort::N,шамак,vocabulum
285,Zeichen::N,палӹ,signum
286,Ruf::N,сӹгӹрӹмӓш,clamor
287,Lärm::N,юкланымащ,strepitus
288,Laut::N,юк,sonus
289,Ton::N,юк,sonus
290,Lied::N,мыры,carmen
291,Ruhe::N,тыр,quies
292,Leute::N,эдемвлӓ,homines
293,Volk::N,халык,populus
294,Arbeit::N,пӓшӓ,labor
295,Gast::N,хына,hospes
296,Gast::N,хына,conviva
297,Geschenk::N,подарка,munus
298,Spiel::N,мадыш,ludus
299,Gesellschaft::N,йӓл,societas
300,Gesellschaft::N,йӓлвлӓ,societas
301,Hilfe::N,палшык,auxilium
302,Hilfe::N,палшык,subsidium
303,Freund::N,тӓнг,amicus
304,Kamerad::N,тос,socius
305,Angelegenheit::N,дела,res
306,Angelegenheit::N,йела,res
307,Angelegenheit::N,йыла,res
308,Angelegenheit::N,пӓшӓ,res
309,Anzahl::N,шот,numerus
310,Art::N,цӹре,genus
311,Stück::N,лаштык,frustum
312,Stück::N,лаштык,fragmentum
313,Teil::N,пай,pars
314,Teil::N,часть,pars
315,Hälfte::N,пел,dimidium
316,Kreis::N,тӹртӹш,orbis
317,Kreis::N,тӹртӹш,circus
318,Kreuz::N,крестӹ,crux
319,Abstand::N,ло,intervallum
320,Entfernung::N,ло,spatium
321,Gegend::N,вӓр,loca
322,Gegend::N,вӓр,regio
323,Platz::N,вӓр,locus
324,Ort::N,вӓр,locus
325,Seite::N,öрдӹж,latus
326,Mitte::N,ло,medium
327,Gegenstand::N,хӓдӹр,res
328,Sache::N,хӓдӹр,res
329,Rand::N,шöр,margo
330,Kante::N,шöр,angulus
331,Ecke::N,лык,angulus
332,Spitze::N,вуй,cacumen
333,Ende::N,вуй,caput
334,Ende::N,мычаш,caput
335,Loch::N,ыраж,foramen
336,Winkel::N,лык,angulus
337,Muster::N,тӹрлец,exemplum
338,Größe::N,кӱкшӹц,magnitudo
339,Länge::N,кыт,longitudo
340,Höhe::N,кӱкшӹц,altitudo
341,Gewicht::N,нелӹц,pondus
342,Menge::N,шот,copia
343,Haufen::N,ара,acervus
344,Reihe::N,ряд,ordo
345,Boot::N,пыш,navicula
346,Ruder::N,вешлӓ,remus
347,Schlitten::N,тир,sclodia
348,Ski::N,ечӹ,narta
349,Lagerfeuer::N,тыл,ignis
350,Last::N,нелӹц,onus
351,Gang::N,ход,cursus
352,Schritt::N,ашкыл,gradus
353,Norden::N,йыдпелвел,septentriones
354,Süden::N,кечӹвӓлвел,meridies
355,Westen::N,кечӹ шӹцмӹ,occidens
356,Osten::N,ирвел,oriens
357,Osten::N,кечӹ лӱлтмӹ,oriens
358,Holz::N,пушӓнгӹ,lignum
359,Brett::N,ханга,tabula
360,Platte::N,плитӓ,lamina
361,Stütze::N,цӓрӓк,adminiculum
362,Stange::N,равы,pertica
363,Stange::N,намаш,pertica
364,Stock::N,панды,baculum
365,Stab::N,равы,scipio
366,Rohr::N,пыч,tubus
367,Haus::N,пöрт,aedes
368,Heim::N,пöрт,domicilium
369,Ofen::N,камака,fornax
370,Fußboden::N,седӹрӓ,solum
371,Tisch::N,стöл,mensa
372,Stuhl::N,пöкен,sella
373,Wiege::N,шипкӓ,cunae
374,Bett::N,койка,lectus
375,Bett::N,кравать,lectus
376,Regal::N,полицӓ,foruli
377,Kiste::N,шӱ́ндӹк,cista
378,Fenster::N,окня,fenestra
379,Tür::N,амаса,ianua
380,Tor::N,хапка,porta
381,Zaun::N,забор,saepes
382,Dach::N,левӓш,tectum
383,Leiter::N,ташкалтыш,scalae
384,Besen::N,сало,scopae
385,Besen::N,салко,scopae
386,Spaten::N,кольмы,pala
387,Schaufel::N,лоток,pala
388,Gabel::N,ви́лка,fuscinula
389,Löffel::N,савала,coclear
390,Messer::N,кӹзӹ,culter
391,Nagel::N,пыда,clavus
392,Netz::N,вӓпш,rete
393,Haken::N,крӱк,hamus
394,Haken::N,кагак,hamus
395,Griff::N,кычем,manubrium
396,Schloss::N,замок,claustra
397,Schloss::N,сыравач,claustra
398,Bild::N,картин,tabula
399,Bild::N,картин,pictura
400,Figur::N,кӓн,statunculum
401,Puppe::N,поханя,pupa
402,Beutel::N,мешӓк,sacculus
403,Bündel::N,топ,fascis
404,Bündel::N,пидӹш,fascis
405,Bündel::N,кӹлдӹш,fascis
406,Tasche::N,сумкы,sacculus
407,Eimer::N,ведӹрӓ,situla
408,Deckel::N,комдыш,operculum
409,Geschirr::N,ӓтӹ,vasa
410,Sack::N,мешӓк,saccus
411,Tasse::N,цӓшкӓ,pocillum
412,Topf::N,ми́ска,olla
413,Kessel::N,пад,aenum
414,Essen::N,качкыш,cena
415,Essen::N,качкыш-йӱш,cena
416,Nahrung::N,качкыш,cibus
417,Nahrung::N,качкыш,alimenta
418,Nahrung::N,качкыш-йӱш,cibus
419,Nahrung::N,качкыш-йӱш,alimenta
420,Speise::N,няня,cibus
421,Fleisch::N,пай,caro
422,Getreide::N,киндӹ,frumentum
423,Brei::N,шӹрӓш,puls
424,Brot::N,сыкыр,panis
425,Scheibe::N,ламыт,frustum
426,Scheibe::N,лаштык,frustum
427,Fett::N,кая,pingue
428,Butter::N,ӱ,butȳrum
429,Öl::N,ӱ,oleum
430,Salz::N,санзал,sal
431,Suppe::N,лем,ius
432,Honig::N,мӱ,mel
433,Milch::N,шӹшер,lac
434,Tee::N,чӓй,thea
435,Leder::N,шарга,corium
436,Leder::N,кавашты,corium
437,Wolle::N,миж,lana
438,Stoff::N,матер,textum
439,Stoff::N,матери,textum
440,Nadel::N,им,acus
441,Faden::N,шӹртӹ,filum
442,Knopf::N,полдыш,bulla
443,Knoten::N,пӱкшем,nodus
444,Farbe::N,чиӓ,pigmentum
445,Farbe::N,крӓскӓ,pigmentum
446,Kleidung::N,выргем,vestimenta
447,Hemd::N,тыгыр,tunica
448,Kragen::N,шӱ,collare
449,Ärmel::N,шокш,manica
450,Hose::N,ялаш,bracae
451,Gürtel::N,ӹштӹ,cingulum
452,Mütze::N,упш,pilleus
453,Schuh::N,ту́фльы,calceus
454,Stiefel::N,кем,pero
455,Stiefel::N,кем,caliga
456,Ring::N,шӓргӓш,anulus
457,Band::N,лемтӓ,redimiculum
458,Kamm::N,шерге,pecten
459,Spiegel::N,тӹгӹр,speculum
460,Riemen::N,прӓжӓ,lorum
461,Schnur::N,кӓндӹра,linum
462,Leine::N,керем,retinaculum
463,Decke::N,одеял,lodix
464,Kissen::N,кӹпцӹк,pulvinus
465,Tuch::N,савыц,velum
466,Handtuch::N,шӹргӹсавыц,mantele
467,Handtuch::N,шӹргӹмсавыц,mantele
468,Kraft::N,ви,vis
469,Stärke::N,ви,robur
470,Gesundheit::N,шу,valetudo
471,Gesundheit::N,шулык,valetudo
472,Krankheit::N,мыж,morbus
473,Schmerz::N,карштыш,dolor
474,Wunde::N,шушыр,vulnus
475,Fieber::N,ӱштӹмыж,febris
476,Arznei::N,лекӓрцӹ,remedium
477,Brücke::N,кӹвер,pons
478,Brunnen::N,вӹдсӹнзӓ,puteus
479,Weide::N,ныр,pascua
480,Pfad::N,ялгорны,semita
481,Weg::N,корны,iter
482,Straße::N,корны,via
483,Dorf::N,сола,vicus
484,Stadt::N,города,urbs
485,Stadt::N,города,oppidum
486,Brief::N,сирмӓш,epistula
487,Buch::N,книгӓ,liber
488,Buchstabe::N,буква́,littera
489,Zeitung::N,газет,diurnum
490,Zeitung::N,кайзет,diurnum
491,Leben::N,житя,vita
492,Tod::N,смöрт,mors
493,Grab::N,шӹгер,sepulcrum
494,Grab::N,мыгилӓ,sepulcrum
495,Grab::N,шӹгерлӓ,sepulcrum
496,Kirche::N,церкӹ,ecclesia
497,Sünde::N,сулык,peccatum
498,Gott::N,йымы,deus
499,Arbeiter::N,пӓшӓзӹ,operarius
500,Chef::N,вуй,praefectus
501,Meister::N,мастар,magister
502,Arzt::N,доктор,medicus
503,Lehrer::N,тымдышы,magister
504,Geld::N,окса,aes
505,Geld::N,окса,pecunia
506,Geschäft::N,торге́йӹмӓш,negotium
507,Laden::N,лапка,taberna
508,Laden::N,магазин,taberna
509,Preis::N,ӓк,pretium
510,Ware::N,товар,merx
511,Nutzen::N,пайда,utilitas
512,Reichtum::N,перке,opes
513,Reichtum::N,перке,divitiae
514,Welt::N,сӓндӓлӹк,mundus
515,Welt::N,свет,mundus
516,Land::N,сӓндӓлӹк,terra
517,Staat::N,кугижӓншӹ,res publica
518,König::N,король,rex
519,Macht::N,власть,potestas
520,Grenze::N,пӹсмӓн,limes
521,Krieg::N,вырсы,bellum
522,Feind::N,тышман,inimicus
523,Gewalt::N,ви,vis
524,Kampf::N,кредӓлмӓш,pugna
525,Bogen[Waffe]::N,янгеж,arcus
526,Pfeil::N,пикш,sagitta
527,Gewehr::N,пичӓл,sclopetum
528,Fehler::N,самынь,error
529,Lüge::N,шая,mendacium
530,Schaden::N,вре́дӓ,damnum
531,Schaden::N,вре́дӓ,detrimentum
532,Unglück::N,пёда,miseria
533,Unglück::N,пёда,calamitas
534,Unglück::N,тымаша,miseria
535,Unglück::N,тымаша,calamitas
536,Schuld::N,вуйнамат,culpa
537,Alter::N,иӓш,aetas
538,Alter::N,игечӹ,aetas
539,Schluss::N,пӹтӓртӹш,finis
540,Zeit::N,веремӓ,tempus
541,Tag::N,кечӹ,dies
542,Morgen::N,ир,mane
543,Morgen::N,ирок,mane
544,Mittag::N,кечӹвӓл,meridies
545,Abend::N,вады,vesper
546,Nacht::N,йыд,nox
547,Woche::N,ӓрня,septimana
548,Monat::N,тӹ́лзӹ,mensis
549,Jahr::N,год,annus
550,Frühling::N,шошым,ver
551,Sommer::N,кӓнгӹж,aestas
552,Herbst::N,шӹжӹ,autumnus
553,Winter::N,тел,hiems
554,Winter::N,телӹ,hiems
555,Januar::N,январ,Ianuarius
556,Januar::N,январь,Ianuarius
557,Februar::N,февраль,Februarius
558,März::N,март,Martius
559,April::N,апрель,Aprilis
560,Mai::N,май,Maius
561,Juni::N,июнь,Iunius
562,Juli::N,июль,Iulius
563,August::N,август,Augustus
564,September::N,сентябрь,September
565,Oktober::N,октябрь,Octobris
566,November::N,ноябрь,Novembris
567,Dezember::N,декавыр,December
568,Montag::N,шачмы,dies lunae
569,Dienstag::N,кышкыжмы,dies Martis 
570,Mittwoch::N,вӹрчегӹ,dies Mercurii
571,Donnerstag::N,изӓрня,dies Iovis
572,Freitag::N,когарня,dies Veneris
573,Samstag::N,кукшыгечӹ,dies Saturni
574,Sonntag::N,рушӓрня,dominicus
575,Sonntag::N,рушӓрня,dies solis
576,groß::A,кого,magnus
577,klein::A,изи,parvus
578,lang::A,кужы,longus
579,kurz::A,кӹтӹк,brevis
580,breit::A,кымда,latus
581,schmal::A,ӓнгӹсӹр,angustus
582,dicht::A,шӹре,densus
583,dick[Gegenstand]::A,кӹжгӹ,crassus
584,dünn::A,вӹцкӹж,tenuis
585,fein::A,пыльга,subtilis
586,fest::A,цаткыды,solidus
587,fest::A,цаткыды,stabilis
588,flach::A,тӓлякӓ,planus
589,glatt::A,ягылгы,levis
590,hart::A,пингӹдӹ,durus
591,weich::A,пышкыды,mollis
592,rund::A,тӹртӹш,rotundus
593,spitz::A,кашар,acutus
594,scharf::A,кашар,acer
595,stumpf::A,нӹшкӹ,hebes
596,schwer::A,нелӹ,gravis
597,schön::A,цевер,pulcher
598,schön::A,цевер,formosus
599,schön::A,олмыдшы,pulcher
600,schön::A,олмыдшы,formosus
601,heiß::A,шокшы,fervidus
602,warm::A,шокшы,calidus
603,kalt::A,ӱштӹ,frigidus
604,kühl::A,юалгы,frigidus
605,kühl::A,йонгата,frigidus
606,frisch::A,йонгата,recens
607,feucht::A,ӹлӹкшӹ,umidus
608,feucht::A,вӹдӹжгӹ,umidus
609,nass::A,начкы,madidus
610,trocken::A,кукшы,aridus
611,voll::A,темшӹ,plenus
612,voll::A,темыман,plenus
613,leer::A,йӓрӓ,vacuus
614,offen::A,виш,apertus
615,geschlossen::A,чӱчмӹ,clausus
616,geschlossen::A,тӹкӹлӓлтшӹ,clausus
617,sauber::A,ире,lautus
618,schmutzig::A,шоран,sordidus
619,schmutzig::A,лявӹрӓн,sordidus
620,schmutzig::A,шорангшы,sordidus
621,roh::A,пеле кӱшӹ,crudus
622,reif::A,кӱшӹ,maturus
623,lecker::A,тотан,delicatus
624,süß::A,мӱӓн,dulcis
625,bitter::A,качы,amarus
626,bitter::A,качы,acerbus
627,sauer::A,шапы,acidus
628,hell::A,соты,clarus
629,hell::A,валгыды,clarus
630,dunkel::A,пӹц,obscurus
631,dunkel::A,пӹцкемӹш,obscurus
632,schwarz::A,шим,niger
633,weiß::A,ош,albus
634,weiß::A,ошы,albus
635,rot::A,якшаргы,ruber
636,gelb::A,сар,flavus
637,gelb::A,сары,flavus
638,blau::A,симсӹ,caeruleus
639,grün::A,ыжар,viridis
640,grau::A,луды,canus
641,bunt::A,ала,varius
642,billig::A,шулдаш,vilis
643,teuer::A,шергӹ,carus
644,teuer::A,шергӓкӓн,carus
645,wertvoll::A,ӓкӓн,pretiosus
646,blind::A,слöпöй,caecus
647,blind::A,сльöпöй,caecus
648,taub::A,тӱтӱк,surdus
649,kräftig::A,виӓн,robustus
650,stark::A,виӓн,firmus
651,stark::A,виӓн,validus
652,schwach::A,шава,debilis
653,schwach::A,шава,infirmus
654,schwach::A,лӹпкӓ,debilis
655,schwach::A,лӹпкӓ,infirmus
656,schwach::A,слабка,debilis
657,schwach::A,слабка,infirmus
658,fett::A,таза,crassus
659,schlank::A,яштака,procerus
660,hübsch::A,сӹлнӹ,pulcher
661,hübsch::A,олмыдшы,pulcher
662,böse::A,шӹдӓн,improbus
663,dumm::A,окмак,stultus
664,dumm::A,окмак,stupidus
665,faul::A,ялахай,piger
666,fleißig::A,пӓшам яратышы,sedulus
667,geizig::A,шык,avarus
668,klug::A,ышан,prudens
669,geschickt::A,мастар,sollers
670,lieb::A,тыри,carus
671,lustig::A,мындыр,iocosus
672,lustig::A,сусу,iocosus
673,sanft::A,йӹвӹжӓ,clemens
674,hungrig::A,шужышы,impastus
675,krank::A,церлӹ,aeger
676,krank::A,хворой,aeger
677,nackt::A,цӓрӓ,nudus
678,traurig::A,сы́лыкан,maestus
679,traurig::A,кымы́лдымы,maestus
680,lebendig::A,живой,vivus
681,gut::A,яжо,bonus
682,schlecht::A,уда,malus
683,schlecht::A,худа,malus
684,richtig::A,вургамла,rectus
685,schlimm::A,йӹрнык,malus
686,wahr::A,настоящий,verus
687,wahr::A,настояшый,verus
688,alt::A,шонгы,antiquus
689,neu::A,у,novus
690,ehemalig::A,тошты,pristinus
691,alt[Lebewesen]::A,ӹлалшӹ,vetus
692,jung::A,нöргӹ,iuvenis
693,jung::A,молода,iuvenis
694,arm::A,укеӓн,pauper
695,reich::A,паян,dives
696,reich::A,пурлыкан,dives
697,bekannt::A,палӹмӹ,notus
698,berühmt::A,лӹмлы,celeber
699,berühmt::A,лӹмлы,illustris
700,fremd::A,эдемӹн,peregrinus
701,verschieden::A,тӹрлӹ,varius
702,nah::A,лишӹл,propinquus
703,fern::A,мӹндӹр,longinquus
704,linker::A,шалахай,sinister
705,rechter::A,вургамла,dexter
706,anderer::A,вес,alius
707,anderer::A,весӹ,alius
708,erster::A,икшӹ,primus
709,erster::A,икӹмшӹ,primus
710,zweiter::A,кокшы,secundus
711,dritter::A,кымшы,tertius
712,letzter::A,остатка,ultimus
713,allein::ADV,иктӹ,solum
714,allein::ADV,иктӹт,solum
715,auf einmal::ADV,тöрöк,simul
716,zusammen::ADV,икараш,una
717,zusammen::ADV,цымырын,una
718,lange::ADV,кужын,diu
719,plötzlich::ADV,трӱк,subito
720,plötzlich::ADV,трӱк,repente
721,sofort::ADV,полт,statim
722,sofort::ADV,тöрöк,statim
723,sofort::ADV,тӹшӓкок,statim
724,später::ADV,вара,postea
725,heute::ADV,тагачы,hodie
726,morgen::ADV,иргод,cras
727,morgen::ADV,иргодым,cras
728,bald::ADV,чӹнь,mox
729,bald::ADV,вӓшке,mox
730,bald::ADV,выртышты,mox
731,dann::ADV,пакыла,deinde
732,gestern::ADV,тенгечӹ,heri
733,einst::ADV,икӓнӓ,olim
734,damals::ADV,тӹнӓм,tum
735,danach::ADV,пакыла,postea
736,vorher::ADV,перви,antea
737,zuerst::ADV,андак,primo
738,einmal::ADV,гӓнӓк,semel
739,einmal::ADV,гӓнӓ,semel
740,manchmal::ADV,кынамжы,interdum
741,oft::ADV,чӹчкӹдӹн,saepe
742,immer::ADV,со,semper
743,immer::ADV,соок,semper
744,niemals::ADV,нинам,numquam
745,niemals::ADV,нигынам,numquam
746,niemals::ADV,нигынамат,numquam
747,hier::ADV,тиштӹ,hic
748,hierhin::ADV,тишкӹ,huc
749,von hier::ADV,тишец,hinc
750,von hier::ADV,тишецӹн,hinc
751,dort::ADV,тӹштӹ,ibi
752,dorthin::ADV,тӹшкӹ,eo
753,dorthin::ADV,тӹшкӹлӓ,eo
754,geradeaus::ADV,вик,recte
755,geradeaus::ADV,тура,recte
756,vorwärts::ADV,анзыкы,porro
757,rückwärts::ADV,мӹнгеш,retro
758,zurück::ADV,мӹнгеш,retro
759,unten::ADV,ӱлнӹ,infra
760,unten::ADV,лӹвӓлнӹ,infra
761,hinab::ADV,ӱлӹкӹ,pessum
762,hinab::ADV,лӹвӓкӹ,pessum
763,oben::ADV,вӹлнӹ,supra
764,hinauf::ADV,кӱшкӹлӓ,sursum
