,Concept_ID,mdf,da
392,Schloss::N,замо́к,lås
393,Bild::N,карти́на,billede
394,Figur::N,ронга-понда,figur
395,Puppe::N,ня́ка,dukke
396,Beutel::N,кяскав,pose
397,Bündel::N,кярьме,bylt
398,Bündel::N,кярьме,bundt
399,Tasche::N,кошяльня,taske
400,Eimer::N,ве́дарка,spand
401,Deckel::N,тавадкс,låg
402,Deckel::N,вельхкс,låg
403,Geschirr::N,кядьге,husgeråd
404,Sack::N,кяскав,sæk
405,Tasse::N,ша́ваня,kop
406,Topf::N,кавозь,gryde
407,Kessel::N,сргавозь,kedel
408,Essen::N,ярхцама,måltid
409,Nahrung::N,ярхцампяль,mad
410,Nahrung::N,ярхцампяль,næring
411,Speise::N,ярхцама,ret
412,Fleisch::N,пал,kød
413,Fleisch::N,сиволь,kød
414,Getreide::N,сёра,korn
415,Brei::N,ям,grød
416,Brot::N,кши,brød
417,Scheibe::N,кочам,skive
418,Fett::N,куя́,fedt
419,Butter::N,вай,smør
420,Öl::N,вай,olie
421,Salz::N,сал,salt
422,Suppe::N,шонгарям,suppe
423,Suppe::N,коршампяль,suppe
424,Honig::N,медь,honning
425,Milch::N,лофца,mælk
426,Tee::N,чай,te
427,Leder::N,кедь,skind
428,Wolle::N,пона,uld
429,Stoff::N,котф,stof
430,Nadel::N,салмокс,nål
431,Faden::N,сюре,tråd
432,Knopf::N,пуня,knap
433,Knoten::N,сюлма,knude
434,Farbe::N,архтомбяль,farve
435,Kleidung::N,щам,påklædning
436,Hemd::N,па́нар,skjorte
437,Kragen::N,сиве,krave
438,Ärmel::N,ожа,ærme
439,Hose::N,понкст,bukser
440,Gürtel::N,каркс,bælte
441,Mütze::N,вазь,hue
442,Schuh::N,башма́к,sko
443,Stiefel::N,кя́ме,støvle
444,Ring::N,суркс,ring
445,Band::N,керькс,bånd
446,Band::N,лента,bånd
447,Kamm::N,сюрьхцем,kam
448,Spiegel::N,ванома,spejl
449,Riemen::N,шнань каркс,rem
450,Schnur::N,пикс,snor
451,Schnur::N,карькскя,snor
452,Leine::N,вядьме,snor
453,Decke::N,вельхкс,tæppe
454,Kissen::N,тоду,pude
455,Tuch::N,руця́,sjaltørklæde
456,Handtuch::N,на́рдама,håndklæde
457,Kraft::N,вий,kraft
458,Stärke::N,вииши,styrke
459,Gesundheit::N,шумбраши́,sundhed
460,Krankheit::N,урма́,sygdom
461,Krankheit::N,сярядема,sygdom
462,Schmerz::N,маряма,smerte
463,Wunde::N,керф,sår
464,Fieber::N,маштыкс,feber
465,Arznei::N,надо́бья,medicin
466,Arznei::N,надо́бья,lægemiddel
467,Arznei::N,пъчка́фтома,medicin
468,Arznei::N,пъчка́фтома,lægemiddel
469,Brücke::N,седь,bro
470,Brunnen::N,эши,brønd
471,Weide::N,ванома васта,græsgang
472,Pfad::N,ян,sti
473,Pfad::N,киня́,sti
474,Weg::N,ки,vej
475,Straße::N,ки,gade
476,Dorf::N,веле,landsby
477,Stadt::N,ош,by
478,Brief::N,сёрма,brev
479,Buch::N,книга,bog
480,Buchstabe::N,бу́ква,bogstav
481,Zeitung::N,газе́та,avis
482,Leben::N,эряф,liv
483,Leben::N,эряма,liv
484,Tod::N,кулома́,død
485,Grab::N,калма,grav
486,Kirche::N,це́рькав,kirke
487,Sünde::N,пежеть,synd
488,Sünde::N,муворкс,synd
489,Gott::N,шкай,gud
490,Arbeiter::N,трудендай,arbejder
491,Arbeiter::N,работник,arbejder
492,Chef::N,азор,chef
493,Chef::N,оцюня,chef
494,Meister::N,мастяр,mester
495,Arzt::N,врач,læge
496,Arzt::N,доктор,læge
497,Lehrer::N,учи́тель,lærer
498,Geld::N,ярмакт,penge
499,Geschäft::N,ладяфкс,forretning
500,Geschäft::N,ладяф тев,forretning
501,Laden::N,ла́вка,butik
502,Laden::N,ла́вка,forretning
503,Preis::N,питне,pris
504,Ware::N,миф,vare
505,Ware::N,ра́маф,vare
506,Nutzen::N,пара,nytte
507,Nutzen::N,лезкс,nytte
508,Reichtum::N,ко́зяши,rigdom
509,Welt::N,свет,verden
510,Land::N,мастор,land
511,Staat::N,государства,stat
512,König::N,король,konge
513,Macht::N,азорондама,magt
514,Macht::N,азорксши,magt
515,Grenze::N,ёткаян,grænse
516,Krieg::N,война́,krig
517,Feind::N,душман,fjende
518,Feind::N,каршек тюри,fjende
519,Gewalt::N,наругама,vold
520,Kampf::N,тюрема́,kamp
521,Bogen[Waffe]::N,нал,bue
522,Pfeil::N,нал,pil
523,Gewehr::N,винто́вка,gevær
524,Fehler::N,эльбядькс,fejl
525,Lüge::N,васькафнема,løgn
526,Schaden::N,зия́н,skade
527,Unglück::N,зия́н,uheld
528,Unglück::N,зия́н,ulykke
529,Schuld::N,муворши,skyld
530,Alter::N,эряф кизот,alder
531,Alter::N,эряфонь пинге,alder
532,Schluss::N,пе,slut
533,Schluss::N,пе,slutning
534,Zeit::N,пинге,tid
535,Tag::N,ши,dag
536,Morgen::N,шобдава,morgen
537,Mittag::N,шикучка,middag
538,Abend::N,иля́дь,aften
539,Nacht::N,ве,nat
540,Woche::N,недя́ля,uge
541,Monat::N,ков,måned
542,Jahr::N,киза,år
543,Frühling::N,тунда́,forår
544,Sommer::N,киза,sommer
545,Herbst::N,сёксе,efterår
546,Winter::N,тяла,vinter
547,Januar::N,кельмеков,januar
548,Februar::N,уфайков,februar
549,März::N,марайков,marts
550,April::N,шудиков,april
551,Mai::N,панжиков,maj
552,Juni::N,лямбеков,juni
553,Juli::N,псиков,juli
554,August::N,сёроньков,august
555,September::N,тюжягов,september
556,Oktober::N,кельмазаков,oktober
557,November::N,эйндамков,november
558,Dezember::N,кучкаков,december
559,Montag::N,одговши,mandag
560,Dienstag::N,ша́вши,tirsdag
561,Mittwoch::N,вержи,onsdag
562,Donnerstag::N,шува́ланя,torsdag
563,Freitag::N,пя́денця,fredag
564,Samstag::N,ёткши,lørdag
565,Sonntag::N,таргоши,søndag
566,groß::A,оцю,stor
567,klein::A,ёмла,lille
568,lang::A,кува́ка,lang
569,kurz::A,нюрьхкя́ня,kort
570,breit::A,кели,bred
571,schmal::A,тяйня,smal
572,dicht::A,сиде,tæt
573,dicht::A,туста,tæt
574,dick[Gegenstand]::A,эчке,tyk
575,dünn::A,шува́ня,tynd
576,fein::A,шува́ня,fin
577,fest::A,кеме,fast
578,flach::A,лапш,flad
579,glatt::A,вадяв,glat
580,glatt::A,такор,glat
581,hart::A,калгода,hård
582,weich::A,ляпе,blød
583,rund::A,кру́глай,rund
584,spitz::A,ботаз,spids
585,spitz::A,оржа,spids
586,scharf::A,оржа,skarp
587,stumpf::A,ношка,sløv
588,stumpf::A,ношка,stump
589,schwer::A,стака,tung
590,schön::A,мазы,skøn
591,heiß::A,пси,hed
592,warm::A,лямбе,varm
593,kalt::A,кельме,kold
594,kühl::A,эше,kølig
595,frisch::A,свежай,frisk
596,feucht::A,летьке,fugtig
597,nass::A,начка,våd
598,trocken::A,коське,tør
599,voll::A,пяшксе,fuld
600,leer::A,шава,tom
601,offen::A,панжада,åben
602,offen::A,виде,åben
603,geschlossen::A,пякстаф,lukket
604,geschlossen::A,сёлгф,lukket
605,sauber::A,ару,ren
606,schmutzig::A,рда́зу,snavset
607,schmutzig::A,пя́ндра,snavset
608,roh::A,верок,rå
609,reif::A,ке́нерьф,moden
610,lecker::A,танцти,lækker
611,süß::A,ламбама,sød
612,bitter::A,сяпи,bitter
613,sauer::A,шапама,sur
614,hell::A,валда,lys
615,dunkel::A,шобда,mørk
616,schwarz::A,равжа,sort
617,weiß::A,акша,hvid
618,rot::A,якстерь,rød
619,gelb::A,тюжя́,gul
620,blau::A,сенем,blå
621,grün::A,пиже,grøn
622,grün::A,сянгяря,grøn
623,grau::A,уле,grå
624,bunt::A,сёрмав,broget
625,billig::A,у́цез,billig
626,billig::A,аф пи́тни,billig
627,teuer::A,пи́тни,dyr
628,wertvoll::A,питни,værdifuld
629,blind::A,сокор,blind
630,taub::A,пярав,døv
631,kräftig::A,пяк вии,kraftig
632,stark::A,вии,stærk
633,schwach::A,лафча,svag
634,fett::A,куя́,fed
635,schlank::A,виде ронга,slank
636,hübsch::A,мазы,køn
637,böse::A,кяжи,ond
638,böse::A,кяжи,slem
639,dumm::A,аф ёню,dum
640,dumm::A,шава пря,dum
641,faul::A,нола,doven
642,fleißig::A,ку́лхцонды,flittig
643,geizig::A,кирьжя,gerrig
644,geizig::A,жаднай,gerrig
645,klug::A,ёню,klog
646,klug::A,пря́ви,klog
647,geschickt::A,маштозь тиф,dygtig
648,geschickt::A,маштозь тиф,behændig
649,lieb::A,цебярь,rar
650,lustig::A,ра́хси,lystig
651,sanft::A,сетьме,blid
652,hungrig::A,вача,sulten
653,hungrig::A,вачеда,sulten
654,krank::A,сяряди,syg
655,nackt::A,штада,nøgen
656,nackt::A,кърхтапа,nøgen
657,traurig::A,ла́жнай,bedrøvet
658,lebendig::A,эряй,levende
659,gut::A,пара,god
660,gut::A,цебярь,god
661,schlecht::A,кальдяв,dårlig
662,richtig::A,виде,rigtig
663,schlimm::A,кальдяв,slem
664,wahr::A,афкуксонь,sand
665,alt::A,ташта,gammel
666,neu::A,од,ny
667,ehemalig::A,и́нгольдень,forhenværende
668,alt[Lebewesen]::A,сире,gammel
669,jung::A,од,ung
670,arm::A,а́шу,fattig
671,reich::A,козя,rig
672,bekannt::A,содаф,kendt
673,berühmt::A,содавикс,berømt
674,fremd::A,лия,fremmed
675,fremd::A,аф содаф,fremmed
676,verschieden::A,аф фкя ла́цонь,forskellig
677,nah::A,мала,nær
678,nah::A,аф ичкоздень,nær
679,fern::A,и́чкоздень,fjern
680,fern::A,куна́рдонь,fjern
681,linker::A,кержи,venstre
682,rechter::A,види,højre
683,anderer::A,лия,anden
684,erster::A,васенце,første
685,zweiter::A,омбоце,anden
686,dritter::A,колмоце,tredje
687,letzter::A,ме́кольце,sidste
688,allein::ADV,ськамонза,alene
689,auf einmal::ADV,вихцок,på én gang
690,zusammen::ADV,марс,sammen
691,zusammen::ADV,ма́рса,sammen
692,lange::ADV,кува́тьс,længe
693,plötzlich::ADV,а́пак учт,pludselig
694,sofort::ADV,тяникиге,straks
695,später::ADV,ме́ле,senere
696,jetzt::ADV,тяни,nu
697,heute::ADV,тячи,i dag
698,morgen::ADV,ва́нды,i morgen
699,bald::ADV,курок,snart
700,dann::ADV,меле,så
701,dann::ADV,сяда меле,så
702,gestern::ADV,ися́к,i går
703,einst::ADV,весть,engang
704,einst::ADV,мзя́рда-бди,engang
705,damals::ADV,эста,dengang
706,danach::ADV,меле,derefter
707,vorher::ADV,инголи,før
708,vorher::ADV,инголи,forud
709,zuerst::ADV,ва́сенда,først
710,einmal::ADV,весть,en gang
711,manchmal::ADV,лия́ста,sommetider
712,manchmal::ADV,ко́ста-ко́ста,sommetider
713,oft::ADV,си́деста,ofte
714,immer::ADV,фалу,altid
715,immer::ADV,най,altid
716,niemals::ADV,аф мзя́рдонга,aldrig
717,hier::ADV,тяса,her
718,hierhin::ADV,сей,hid
719,hierhin::ADV,сей,herhen
720,hierhin::ADV,тяза,hid
721,hierhin::ADV,тяза,herhen
722,von hier::ADV,тя́ста,herfra
723,dort::ADV,тоса,der
724,dorthin::ADV,тов,derhen
725,dorthin::ADV,тоза,derhen
726,geradeaus::ADV,ви́деста,lige ud
727,vorwärts::ADV,и́нголи,fremad
728,rückwärts::ADV,ме́ки,baglæns
729,zurück::ADV,ме́ки,tilbage
730,unten::ADV,ала,nede
731,unten::ADV,ала,forneden
732,hinab::ADV,алу,ned
733,hinab::ADV,алу,nedad
734,oben::ADV,вяре,oppe
735,oben::ADV,вяре,ovenpå
736,hinauf::ADV,вяри,op
737,hinauf::ADV,вяри,opad
738,überall::ADV,се́мбе ва́стова,overalt
739,nicht::ADV,аф,ikke
740,ein wenig::ADV,аф лама,lidt
741,kaum::ADV,а́ньцек,knap
742,kaum::ADV,а́ньцек,næppe
743,sehr::ADV,пяк,meget
744,so::ADV,ста́не,så
745,noch::ADV,нинге,endnu
746,nur::ADV,аньцек,kun
747,nur::ADV,аньцек,bare
748,schon::ADV,ни,alt
749,schon::ADV,ни,allerede
750,wieder::ADV,та́га,igen
751,vergebens::ADV,стак,forgæves
752,vor::PRP,инголе,foran
753,vor::PRP,инголе,uden for
754,hinter::PRP,фтала,bag
755,hinter::PRP,фтала,bagved
756,hinter::PRP,мельге,bag
757,hinter::PRP,мельге,bagved
758,unter::PRP,ала,under
759,durch::PRP,пачк,gennem
760,durch::PRP,пачк,igennem
761,neben::PRP,ваксса,ved siden af
762,zwischen::PRP,ёткса,mellem
763,wegen::PRP,сюнеда,på grund af
764,dies::PRN,тя,dette
765,das::PRN,ся,det
766,das::PRN,тона,det
767,alles::PRN,сембе,alt
768,ich::PRN,мон,jeg
769,du::PRN,тон,du
770,er::PRN,сон,han
771,wir::PRN,минь,vi
772,ihr::PRN,тинь,I
773,sie::PRN,синь,de
774,was::FPRN,мезе,hvad
775,wer::FPRN,кие,hvem
776,wo::FADV,коса,hvor
777,wohin::FADV,ков,hvorhen
778,wohin::FADV,коза,hvorhen
779,wie::FADV,ко́да,hvordan
780,warum::FADV,мес,hvorfor
781,wieviel::FNUM,мзя́ра,hvor meget
782,eins::NUM,фкя,én
783,zwei::NUM,кафта,to
784,drei::NUM,колма,tre
785,vier::NUM,ниле,fire
786,fünf::NUM,вете,fem
787,sechs::NUM,кота,seks
788,sieben::NUM,сисем,syv
789,acht::NUM,кафкса,otte
790,neun::NUM,ве́йхкса,ni
791,zehn::NUM,кемонь,ti
792,elf::NUM,кефкие,elleve
793,zwölf::NUM,кемгафтува,tolv
794,zwanzig::NUM,комсь,tyve
795,dreißig::NUM,колмогемонь,tredive
796,vierzig::NUM,нильге́монь,fyrre
797,vierzig::NUM,нильге́монь,fyrretyve
798,fünfzig::NUM,ве́дьгемонь,halvtreds
799,sechzig::NUM,ко́дгемонь,tres
800,siebzig::NUM,сизьге́монь,halvfjerds
801,achtzig::NUM,ка́фксогемонь,firs
802,neunzig::NUM,ве́йхксогемонь,halvfems
803,hundert::NUM,сяда,hundrede
804,tausend::NUM,тёжянь,tusind
805,und::CNJ,и,og
806,und::CNJ,дъ,og
807,oder::CNJ,или,eller
808,oder::CNJ,али,eller
809,stehen::V,а́щемс стя́да,stå
810,sitzen::V,ащемс озада,sidde
811,liegen::V,ма́дозь а́щемс,ligge
812,hängen::V,нюрьгомс,hænge
813,werden::V,арамс,blive
814,werden::V,тиевомс,blive
815,passieren::V,лисэмс,ske
816,passieren::V,лисэмс,hænde
