,Concept_ID,av,ca
95,Strömung::N,чвахи,corrent
96,Tropfen::N,резел,gota
97,Tropfen::N,тӏинкӏ,gota
98,Tropfen::N,къатӏра,gota
99,Tropfen::N,тӏенкӏел,gota
100,Schaum::N,полоп,escuma
101,Schmutz::N,чороклъи,brutícia
102,See::N,хӏор,llac
103,Sumpf::N,хьуцӏ,pantà
104,Wiese::N,мегъ,prat
105,Wiese::N,мегъ,prada
106,Wiese::N,гӏурдаллъи,prat
107,Wiese::N,гӏурдаллъи,prada
108,Wald::N,рохь,bosc
109,Hügel::N,гохӏ,puig
110,Hügel::N,гохӏ,pujol
111,Anhöhe::N,сийитма,turó
112,Berg::N,мегӏер,muntanya
113,Gipfel::N,тӏогь,cim
114,Höhle::N,нохъо,cova
115,Abhang::N,лабаллъи,coster
116,Quelle::N,ицц,font
117,Bach::N,лъар,riera
118,Fluss::N,гӏор,riu
119,Ufer::N,рагӏал,riba
120,Küste::N,рагӏал,costa
121,Festland::N,ракь,terra ferma
122,Festland::N,ракъдаллъи,terra ferma
123,Meer::N,ралъад,mar
124,Bucht::N,кӏветӏ,cala
125,Bucht::N,кӏветӏ,badia
126,Insel::N,чӏинкӏиллъи,illa
127,Blume::N,тӏегь,flor
128,Gras::N,хер,herba
129,Wurzel::N,кьибил,rel
130,Wurzel::N,кьибил,arrel
131,Baum::N,гъветӏ,arbre
132,Stamm::N,рохти,tronc
133,Rinde::N,макъар,escorça
134,Ast::N,ноцӏ,branca
135,Zweig::N,гӏаркьел,ram
136,Blatt::N,тӏамах,fulla
137,Birke::N,мах,bedoll
138,Birke::N,махигъветӏ,bedoll
139,Kiefer[Baum]::N,накӏкӏигъветӏ,pi
140,Weide[Baum]::N,рицӏцӏ,salze
141,Weide[Baum]::N,рицӏцӏигъветӏ,salze
142,Tanne::N,ёлка,avet
143,Horn::N,лълъар,corn
144,Horn::N,лълъар,banya
145,Feder::N,хӏули,ploma
146,Fell::N,тӏом,pell
147,Fell::N,цӏоко,pell
148,Flügel::N,кваркьи,ala
149,Klaue::N,галъ,urpa
150,Kralle::N,квачӏ,grapa
151,Kralle::N,катиквачӏ,grapa
152,Schwanz::N,рачӏ,cua
153,Ei::N,хоно,ou
154,Nest::N,бусен,niu
155,Bau::N,каратӏ,cau
156,Tier::N,хӏайван,animāl
157,Herde::N,рехъен,ramat
158,Herde::N,рехъед,ramat
159,Kuh::N,гӏака,vaca
160,Bulle::N,оц,toro
161,Pferd::N,чу,cavāll
162,Schaf::N,чахъу,be
163,Schaf::N,чахъу,ovella
164,Schwein::N,болъон,bacó
165,Hund::N,гьой,ca
166,Hund::N,гьой,gos
167,Katze::N,кету,gat
168,Bär::N,ци,ós
169,Eichhörnchen::N,гвангва,esquirol
170,Fuchs::N,цер,guilla
171,Hase::N,гӏанкӏ,llebre
172,Maus::N,гӏункӏкӏ,ratolí
173,Wolf::N,бацӏ,llop
174,Vogel::N,хӏинчӏ,au
175,Vogel::N,хӏинчӏ,ocēll
176,Schwarm::N,тӏел,bandada
177,Huhn::N,гӏанкӏу,gallina
178,Hahn::N,хӏелеко,gall
179,Gans::N,хъаз,oca
180,Adler::N,цӏум,àguila
181,Ente::N,ордек,ànec
182,Eule::N,беццаруз,òliba
183,Eule::N,беццаруз,mussol
184,Kranich::N,къункъра,grua
185,Krähe::N,гъеду,cornella
186,Kuckuck::N,гагу,cucut
187,Schwan::N,хӏанкъва,cigne
188,Fisch::N,ччугӏа,peix
189,Barsch::N,окунь,perca
190,Hecht::N,щука,lluç
191,Schlange[Tier]::N,борохь,serp
192,Wurm::N,хӏапара,cuc
193,Spinne::N,хъанхъра,aranya
194,Ameise::N,цӏунцӏра,formiga
195,Laus::N,нацӏ,poll
196,Mücke::N,кӏкӏара,mosquit
197,Fliege::N,тӏутӏ,mosca
198,Schmetterling::N,кӏалкӏучӏ,papallona
199,Apfel::N,гӏеч,poma
200,Pilz::N,гӏурдахӏан,bolet
201,Zwiebel::N,кӏочӏопер,ceba
202,Saat::N,хьон,sembra
203,Korn::N,мугь,gra
204,Heu::N,хер,fenc
205,Schale::N,хъал,closca
206,Grube::N,гвенд,sot
207,Grube::N,гвенд,clot
208,Falle::N,къор,trampa
209,Falle::N,къотен,trampa
210,Schlinge::N,кӏичӏ,baga
211,Spur::N,лъалкӏ,traça
212,Asche::N,рахъу,cendra
213,Dreck::N,гъиз,llot
214,Dreck::N,хӏарщ,llot
215,Eisen::N,махх,ferro
216,Gold::N,месед,or
217,Silber::N,гӏарац,plata
218,Kohle::N,тӏурччи,carbó
219,Glas::N,цӏер,vidre
220,Lehm::N,хӏатӏ,fang
221,Lehm::N,хӏатӏ,argila
222,Sand::N,сали,arena
223,Mensch::N,чи,humà
224,Mensch::N,чи,persona
225,Mann::N,бихьинчи,home
226,Frau::N,гӏадан,dona
227,Kind::N,лъимер,nen
228,Junge::N,вас,noi
229,Mädchen::N,яс,noia
230,Familie::N,хъизан,família
231,Großvater::N,кӏудада,avi
232,Großmutter::N,кӏодо,àvia
233,Eltern::N,эбел-эмен,pares
234,Vater::N,эмен,pare
235,Mutter::N,эбел,mare
236,Sohn::N,вас,fill
237,Tochter::N,яс,filla
238,Bruder::N,вац,germà
239,Schwester::N,яц,germana
240,Onkel::N,даци,oncle
241,Tante::N,ада,tia
242,Ehemann::N,рос,espòs
243,Ehefrau::N,чӏужу,muller
244,Freude::N,ракӏбохи,goig
245,Freude::N,ракӏбохи,alegria
246,Gelächter::N,релъи,riallada
247,Glück::N,талихӏ,felicitat
248,Glück::N,талихӏ-рохел,felicitat
249,Kummer::N,хӏалкъай,pena
250,Wunsch::N,къасд,desig
251,Lust::N,гъира,ganes
252,Geist::N,чӏанкӏ,ment
253,Geist::N,чӏанкӏ,esperit
254,Geist::N,рухӏ-жан,ment
255,Geist::N,рухӏ-жан,esperit
256,Gedanke::N,пикру,pensament
257,Verstand::N,лумалъи,raó
258,Verstand::N,лумалъи,seny
259,Verstand::N,цӏодорлъи,raó
260,Verstand::N,цӏодорлъи,seny
261,Sinn::N,магӏна,solta
262,Sinn::N,магӏна,sentit
263,Grund::N,багьана,raó
264,Grund::N,багьана,causa
265,Wahrheit::N,ритӏухълъи,veritāt
266,Gespräch::N,накъит,conversa
267,Märchen::N,маргьа,conte
268,Erzählung::N,къиса,narració
269,Nachricht::N,хабар,missatge
270,Neuigkeit::N,хабар-гӏазаб,novetat
271,Name::N,цӏар,nom
272,Rätsel::N,бицанкӏо,endevinalla
273,Rede::N,речь,discurs
274,Rede::N,калам,discurs
275,Sprache::N,мацӏ,llēngua
276,Stimme::N,гьаракь,veu
277,Wort::N,рагӏи,mot
278,Wort::N,рагӏи,paraula
279,Zeichen::N,ишара,signe
280,Zeichen::N,ишара,senyal
281,Zeichen::N,гӏаламат,signe
282,Zeichen::N,гӏаламат,senyal
283,Ruf::N,ахӏи,crida
284,Lärm::N,хъуй,sorōll
285,Lärm::N,хъуди,sorōll
286,Laut::N,гьаракь,so
287,Laut::N,сас,so
288,Lied::N,кечӏ,cançó
289,Ruhe::N,рахӏат,calma
290,Ruhe::N,рахӏат,silenci
291,Leute::N,гӏадамал,gent
292,Volk::N,халкъ,poble
293,Arbeit::N,хӏалтӏи,labor
294,Arbeit::N,хӏалтӏи,treball
295,Gast::N,гьобол,hoste
296,Geschenk::N,сайигъат,regal
297,Geschenk::N,сайигъат,obsequi
298,Spiel::N,хӏай,joc
299,Spiel::N,расанди,joc
300,Gesellschaft::N,жамагӏат,companyia
301,Hilfe::N,кумек,ajut
302,Freund::N,гьудул,amīc
303,Kamerad::N,гьалмагъ,company
304,Kamerad::N,гьалмагъ,camarada
305,Angelegenheit::N,къваригӏел,afer
306,Angelegenheit::N,къваригӏел,assumpte
307,Anzahl::N,рикӏкӏен,nombre
308,Anzahl::N,рикӏкӏен,quantitat
309,Art::N,жинс,tipus
310,Art::N,жинс,classe
311,Stück::N,кесек,peça
312,Teil::N,пай,part
313,Hälfte::N,бащдаб,meitat
314,Kreis::N,гор,cercle
315,Kreuz::N,хъанч,creu
316,Linie::N,мухъ,línia
317,Strich::N,хӏучч,traç
318,Strich::N,хӏучч,ratlla
319,Abstand::N,манзил,distància
320,Entfernung::N,манзил,distància
321,Gegend::N,рахъ,regió
322,Gegend::N,рахъ,contrada
323,Platz::N,бакӏ,cabuda
324,Ort::N,бакӏ,lloc
325,Seite::N,рахъ,banda
326,Seite::N,рахъ,costāt
327,Mitte::N,бакьулъбакӏ,mig
328,Mitte::N,бакьулъбакӏ,centre
329,Gegenstand::N,жо,objecte
330,Sache::N,жо,cosa
331,Rand::N,мицӏир,vora
332,Rand::N,мицӏир,marge
333,Kante::N,рагӏал,caire
334,Kante::N,рагӏал,cantell
335,Kante::N,рагӏа-ракьан,caire
336,Kante::N,рагӏа-ракьан,cantell
337,Ecke::N,цили,cantonada
338,Spitze::N,тӏогь,punta
339,Ende::N,кӏал,cap
340,Loch::N,каратӏ,forāt
341,Muster::N,накъиш,dibuix
342,Muster::N,накъиш,disseny
343,Größe::N,кӏодо́лъи,grandària
344,Länge::N,халалъи,longitud
345,Höhe::N,борхалъи,altura
346,Höhe::N,борхалъи,altitud
347,Gewicht::N,бакӏлъи,pes
348,Haufen::N,гъуни,pila
349,Reihe::N,ирга́,fila
350,Boot::N,раса,bot
351,Boot::N,раса,barca
352,Ruder::N,раххан,rem
353,Schlitten::N,чанагъ,trineu
354,Ski::N,лыжаби,esquí
355,Lagerfeuer::N,цӏа,foc de campament
356,Last::N,бакӏлъи,càrrega
357,Gang::N,хьвади,marxa
358,Gang::N,хьвада-чӏвади,marxa
359,Schritt::N,гали,pas
360,Norden::N,шимал,nord
361,Süden::N,юг,sud
362,Süden::N,къибла,sud
363,Westen::N,гъарб,oest
364,Westen::N,гъарб,occident
365,Westen::N,магъриб,oest
366,Westen::N,магъриб,occident
367,Osten::N,шаркъ,est
368,Osten::N,шаркъ,orient
369,Osten::N,машрикъ,est
370,Osten::N,машрикъ,orient
371,Holz::N,цӏул,fusta
372,Brett::N,хъарщи,taula
373,Platte::N,къоно,placa
374,Stange::N,гӏер,vara
375,Stock::N,тӏил,pal
376,Stab::N,гӏер,bastó
377,Rohr::N,турба,tub
378,Haus::N,ригь,casa
379,Haus::N,рукъзал,casa
380,Heim::N,рукъ,llar
381,Ofen::N,печь,estufa
382,Fußboden::N,чӏабар,terra
383,Tisch::N,стол,taula
384,Stuhl::N,бакӏу,cadira
385,Wiege::N,кини,bressol
386,Bett::N,кровать,llit
387,Regal::N,хъарщи,prestatgeria
388,Kiste::N,ящик,caixa
389,Kiste::N,тӏалагъуд,caixa
390,Fenster::N,гордо,finestra
391,Tür::N,нуцӏа,porta
392,Tor::N,каву,portal
393,Zaun::N,раци,tanca
394,Dach::N,тӏох,teulada
395,Leiter::N,мали,escala
396,Leiter::N,мали,escala de mà
397,Besen::N,жул,escombra
398,Spaten::N,бел,pala
399,Schaufel::N,раххан,pala
400,Gabel::N,гӏучӏ,forquilla
401,Löffel::N,гъуд,cullera
402,Messer::N,нус,coltell
403,Nagel::N,магӏ,clau
404,Netz::N,гьин,filat
405,Haken::N,гъанцӏа,ganxo
406,Griff::N,гӏоркь,puny
407,Griff::N,гӏоркь,mànec
408,Schloss::N,кӏулал,pany
409,Bild::N,сурат,imatge
410,Puppe::N,нани,nina
411,Beutel::N,таргьа,bossa
412,Bündel::N,къай,feix
413,Bündel::N,къай,paquet
414,Tasche::N,сумка,bossa
415,Tasche::N,къвачӏа,bossa
416,Eimer::N,ведро,galleda
417,Deckel::N,тӏалъел,tapa
418,Deckel::N,тӏалъел,tapadora
419,Deckel::N,дадитӏалъел,tapa
420,Deckel::N,дадитӏалъел,tapadora
421,Geschirr::N,цӏарагӏ,vaixella
422,Sack::N,хъап,sac
423,Sack::N,хъап,saca
424,Sack::N,къандалъо,sac
425,Sack::N,къандалъо,saca
426,Tasse::N,чашка,tassa
427,Topf::N,хьаг,pot
428,Topf::N,хьаг,olla
429,Kessel::N,хьаг,caldera
430,Kessel::N,гереги,caldera
431,Essen::N,тӏагӏам,àpat
432,Essen::N,тӏагӏам,menjada
433,Nahrung::N,квен,aliment
434,Speise::N,квен,plat
435,Fleisch::N,гьан,carn
436,Getreide::N,бугӏа-ролъ,cereals
437,Getreide::N,могьолабл_культураби,cereals
438,Brei::N,карщ,puré
439,Brot::N,чед,pa
440,Scheibe::N,мочӏу,tall
441,Scheibe::N,мочӏу,llesca
442,Fett::N,беэнлъи,greix
443,Butter::N,нах,mantega
444,Öl::N,нах,oli
445,Salz::N,цӏам,sal
446,Suppe::N,чурпа,sopa
447,Honig::N,гьоцӏо,mel
448,Milch::N,рахь,llet
449,Tee::N,чай,te
450,Leder::N,тӏом,cuir
451,Wolle::N,квас,llana
452,Stoff::N,ххам,tela
453,Nadel::N,рокӏкӏен,agulla
454,Faden::N,кун,fil
455,Knopf::N,маргъал,botó
456,Knoten::N,гарацӏ,nus
457,Farbe::N,релъен,pintura
458,Kleidung::N,ретӏел,roba
459,Kleidung::N,ретӏел,vestits
460,Hemd::N,гурде,camisa
461,Kragen::N,габур,coll
462,Ärmel::N,къвал,màniga
463,Hose::N,тӏажу,pantalōns
464,Gürtel::N,рачел,cinturó
465,Mütze::N,тӏагъур,gorra
466,Stiefel::N,этек,bota
467,Stiefel::N,чакма,bota
468,Ring::N,баргъич,anell
469,Band::N,лента,veta
470,Band::N,лента,cinta
471,Kamm::N,гьоркьо,pinta
472,Spiegel::N,матӏу,mirāll
473,Riemen::N,рижу,corretja
474,Decke::N,одея́ло,manta
475,Decke::N,одея́ло,flassada
476,Kissen::N,къандалъо,coixí
477,Tuch::N,квархьи,mocador
478,Handtuch::N,беркӏалрацӏцӏ,tovallola
479,Kraft::N,гуч,força
480,Kraft::N,къуват,força
481,Stärke::N,хӏалкӏвей,vigor
482,Gesundheit::N,сахлъи́,salut
483,Krankheit::N,унти,malaltia
484,Krankheit::N,щокълъи,malaltia
485,Schmerz::N,унти,dolor
486,Wunde::N,ругъун,ferida
487,Fieber::N,цӏа-кан,febre
488,Arznei::N,дару,medicament
489,Brücke::N,кьо,pont
490,Brunnen::N,гъуй,pou
491,Weide::N,рицӏцӏ,pastura
492,Weide::N,лъичӏирма,pastura
493,Weide::N,гӏурдаллъи,pastura
494,Weide::N,ри́цӏигъветӏ,pastura
495,Weide::N,рицӏцӏигъветӏ,pastura
496,Pfad::N,сухъмахъ,senda
497,Pfad::N,сухъмахъ,sender
498,Weg::N,нух,camí
499,Straße::N,нух,carretera
500,Dorf::N,росу,poble
501,Stadt::N,шагьар,ciutāt
502,Brief::N,кагъат,carta
503,Brief::N,рисалат,carta
504,Buch::N,тӏехь,llibre
505,Buchstabe::N,хӏарп,lletra
506,Zeitung::N,газет,diāri
507,Leben::N,яшав,vida
508,Tod::N,хвел,mort
509,Grab::N,хоб,tomba
510,Kirche::N,килиса,església
511,Sünde::N,хӏакъ,pecat
512,Sünde::N,мунагь,pecat
513,Gott::N,бичас,déu
514,Gott::N,аллагь,déu
515,Arbeiter::N,хӏалтӏухъан,obrer
516,Chef::N,хӏаким,cap
517,Chef::N,начальник,cap
518,Meister::N,устар,mestre
519,Meister::N,мастер,mestre
520,Meister::N,махщалилав,mestre
521,Arzt::N,жайрахӏ,metge
522,Lehrer::N,мугӏалим,mestre
523,Geld::N,гӏарац,dinērs
524,Laden::N,тукен,tenda
525,Laden::N,тукен,botiga
526,Preis::N,багьа,preu
527,Ware::N,къайи,mercaderia
528,Nutzen::N,мунпагӏат,profit
529,Reichtum::N,бечелъи,riquesa
530,Welt::N,дуниял,món
531,Land::N,улка,país
532,Land::N,икълим,país
533,Staat::N,пачалихъ,estat
534,König::N,пача,rei
535,König::N,малик,rei
536,König::N,къирал,rei
537,König::N,падишагь,rei
538,Macht::N,кверщел,poder
539,Macht::N,кверщел,potència
540,Grenze::N,гӏорхъи,frontera
541,Krieg::N,рагъ,guerra
542,Feind::N,тушман,enemic
543,Gewalt::N,зулму,violència
544,Kampf::N,къеркьей,lluita
545,Bogen[Waffe]::N,газаргъо,arc
546,Pfeil::N,чӏор,fletxa
547,Gewehr::N,туманкӏ,fusell
548,Gewehr::N,туманкӏ,escopeta
549,Fehler::N,гъалатӏ,falta
550,Lüge::N,гьереси,mentida
551,Schaden::N,зиян,dany
552,Schaden::N,зарал,dany
553,Unglück::N,балагь,desgràcia
554,Schuld::N,гӏайиб,culpa
555,Alter::N,гӏумру,edat
556,Schluss::N,ахир,fi
557,Schluss::N,ахир,final
558,Zeit::N,заман,temps
559,Tag::N,къо,dia
560,Morgen::N,радалмех,matí
561,Mittag::N,къадемех,migdia
562,Abend::N,релъедамех,vespre
563,Nacht::N,сордо,nit
564,Woche::N,анкь,setmana
565,Monat::N,моцӏ,mes
566,Jahr::N,сон,any
567,Jahr::N,лъагӏел,any
568,Frühling::N,их,primavera
569,Sommer::N,рии,estīu
570,Herbst::N,хасалихълъи,tardor
571,Winter::N,кьин,hivērn
572,Januar::N,январь,gener
573,Februar::N,февра́ль,febrer
574,März::N,март,març
575,April::N,апрель,abril
576,Mai::N,май,maig
577,Juni::N,июнь,juny
578,Juli::N,июль,juliol
579,August::N,август,agost
580,September::N,сентябрь,setembre
581,Oktober::N,октябрь,octubre
582,November::N,ноябрь,novembre
583,Dezember::N,декабрь,desembre
584,Montag::N,итни,dilluns
585,Dienstag::N,талат,dimarts
586,Mittwoch::N,арбагӏ,dimecres
587,Donnerstag::N,хамиз,dijous
588,Freitag::N,рузман,divendres
589,Samstag::N,щамат,dissabte
590,Sonntag::N,гьатӏан,diumenge
591,groß::A,кӏудияб,gros
592,klein::A,гьитӏинаб,petīt
593,lang::A,халатаб,llarg
594,kurz::A,къокъаб,curt
595,breit::A,гӏебаб,ample
596,schmal::A,къваридаб,estret
597,dicht::A,ризаб,dens
598,dick[Gegenstand]::A,бицатаб,gruixūt
599,dünn::A,тӏеренаб,prim
600,fein::A,тӏеренаб,fi
601,fest::A,къвакӏараб,ferm
602,fest::A,къвакӏараб,sòlid
603,flach::A,чӏепараб,pla
604,glatt::A,цӏвакараб,llis
605,hart::A,кьварараб,dur
606,weich::A,тамахаб,tou
607,rund::A,гургинаб,rodó
608,spitz::A,бегӏераб,punxegut
609,scharf::A,рекӏараб,agut
610,stumpf::A,тӏехӏараб,rom
611,stumpf::A,тӏехӏараб,esmussat
612,stumpf::A,рекӏинчӏеб,rom
613,stumpf::A,рекӏинчӏеб,esmussat
614,schwer::A,бакӏаб,pesāt
615,schön::A,берцинаб,bonīc
616,heiß::A,лагьараб,calēnt
617,warm::A,хинаб,càlid
618,kalt::A,квачараб,fred
619,kühl::A,квачараб,fresc
620,frisch::A,цӏияб,fresc
621,feucht::A,рагьараб,humit
622,nass::A,би́ччараб,mullat
623,trocken::A,бакъвараб,sec
624,leer::A,чӏобогояб,buit
625,offen::A,рагьараб,obert
626,geschlossen::A,рахараб-къараб,tancat
627,sauber::A,бацӏцӏадаб,net
628,schmutzig::A,гъизараб,brut
629,roh::A,хамаб,cru
630,roh::A,гӏатӏгояб,cru
631,reif::A,барщараб,madur
632,lecker::A,тӏагӏамаб,deliciós
633,süß::A,гьуинаб,dolç
634,bitter::A,кьогӏаб,amarg
635,sauer::A,цӏекӏаб,agre
636,hell::A,канаб,clar
637,dunkel::A,бецӏаб,fosc
638,schwarz::A,чӏегӏераб,negre
639,weiß::A,хъахӏаб,blanc
640,rot::A,багӏараб,vermēll
641,gelb::A,гӏобилаб,groc
642,gelb::A,тӏогьилаб,groc
643,blau::A,хъахӏилаб,blau
644,grün::A,гӏурччинаб,verd
645,grau::A,накӏкӏуяб,gris
646,bunt::A,къвекӏаб,multicolor
647,bunt::A,чара-гъараб,multicolor
648,billig::A,учузаб,barat
649,teuer::A,хири́яб,car
650,wertvoll::A,къиматаб,preciós
651,blind::A,беццаб,cec
652,taub::A,гъугъаб,sord
653,kräftig::A,гучаб,fort
654,kräftig::A,гучаб,vigorós
655,stark::A,къуватаб,fort
656,schwach::A,гӏажизаб,feble
657,fett::A,кьарияб,gras
658,schlank::A,чергесаб,esvelt
659,hübsch::A,гьайбатаб,maco
660,böse::A,ракӏквешаб,dolent
661,dumm::A,гьагаб,ximple
662,dumm::A,гьагаб,estúpid
663,dumm::A,гӏантаб,ximple
664,dumm::A,гӏантаб,estúpid
665,faul::A,кӏохӏалаб,gandūl
666,faul::A,кӏохӏалаб,mandrós
667,faul::A,кӏухӏа́лаб,gandūl
668,faul::A,кӏухӏа́лаб,mandrós
669,fleißig::A,хӏаракатаб,diligēnt
670,geizig::A,къарумаб,avar
671,klug::A,лумияб,intel·ligent
672,geschickt::A,махщел бугев,hàbil
673,lieb::A,гӏазизаб,amat
674,lieb::A,гӏазизаб,estimat
675,lustig::A,кепаб,alegre
676,sanft::A,хӏалимаб,suau
677,sanft::A,хӏере́наб,suau
678,hungrig::A,бакъараб,afamat
679,krank::A,щокъаб,malālt
680,krank::A,унтараб,malālt
681,nackt::A,гӏицӏаб,nu
682,nackt::A,чӏанкӏараб,nu
683,traurig::A,пашманаб,trist
684,lebendig::A,чӏагояб,viu
685,gut::A,лъикӏаб,bo
686,schlecht::A,къадараб,dolēnt
687,richtig::A,битӏараб,just
688,richtig::A,битӏараб,correcte
689,schlimm::A,нажасаб,greu
690,schlimm::A,къабихӏаб,greu
691,wahr::A,хӏакъаб,vertader
692,wahr::A,хӏакъаб,veritable
693,wahr::A,битӏараб,vertader
694,wahr::A,битӏараб,veritable
695,alt::A,басрияб,vell
696,neu::A,цӏияб,nou
697,ehemalig::A,цебе́госеб,antic
698,alt[Lebewesen]::A,хераб,vell
699,jung::A,тӏинчӏаб,jove
700,jung::A,гӏолохъанаб,jove
701,arm::A,пакъираб,pobre
702,reich::A,бечедаб,ric
703,bekannt::A,лъалеб,conegut
704,berühmt::A,машгьураб,famós
705,fremd::A,чияр,estrany
706,verschieden::A,батӏи-батӏияб,diferent
707,nah::A,гӏагарда бугеб,pròxim
708,fern::A,рикӏкӏадаб,llunyà
709,fern::A,рикӏкӏадаб,distant
710,linker::A,квегӏаб,esquerre
711,rechter::A,кваранаб,dret
712,anderer::A,батӏияб,altre
713,erster::A,тӏоцебесеб,primer
714,zweiter::A,кӏиабилеб,segon
715,dritter::A,лъабабилеб,tercer
716,letzter::A,ахирисеб,últim
717,allein::ADV,ялгъузго,sol
718,auf einmal::ADV,цихӏинтӏаго,d'una vegada
719,zusammen::ADV,цойида,junt
720,plötzlich::ADV,цойидасанго,de cop
721,plötzlich::ADV,цойидасанго,de sobte
722,sofort::ADV,гьебсагӏат,de seguida
723,jetzt::ADV,гьанже,ara
724,heute::ADV,жакъа,avūi
725,morgen::ADV,метер,demà
726,bald::ADV,гьабсагӏаталъ,aviāt
727,dann::ADV,цинги,després
728,gestern::ADV,сон,ahir
729,einst::ADV,цин,anteriorment
730,damals::ADV,гьебмехалъ,llavōrs
731,damals::ADV,гьебмехалъ,aleshores
732,damals::ADV,гьебмехалда,llavōrs
733,damals::ADV,гьебмехалда,aleshores
734,danach::ADV,цинги,després
735,danach::ADV,хадуса,després
736,vorher::ADV,цебе,abāns
737,zuerst::ADV,тӏоцебе,primer
738,einmal::ADV,цинцӏул,una vegada
739,einmal::ADV,цихӏин,una vegada
740,einmal::ADV,цоцӏул,una vegada
741,manchmal::ADV,олоцӏул,de vegades
742,oft::ADV,гӏемерго,sovint
743,immer::ADV,кидаго,sempre
744,niemals::ADV,киданиги,no ... mai
745,hier::ADV,аниб,aquí
746,hierhin::ADV,анибехун,per aquí
747,von hier::ADV,гьаниса,des d'aquí
748,dort::ADV,гьениб,allí
749,dorthin::ADV,гьадаба,hi
750,geradeaus::ADV,битӏутӏа,tot dret
751,vorwärts::ADV,цебехун,endavānt
752,rückwärts::ADV,нахъ-нахъ,endarrera
753,zurück::ADV,нахъе,darrere
754,unten::ADV,ахакь,a baix
755,unten::ADV,гъоркь,a baix
756,hinab::ADV,эхебе,cap avall
757,oben::ADV,тӏад,dalt
758,oben::ADV,тӏадехун,dalt
759,hinauf::ADV,эхеде,cap amunt
760,überall::ADV,кибго,pertot
761,überall::ADV,кибго,per tot arreu
762,ein wenig::ADV,дагьабго,una mica
763,kaum::ADV,хӏалалъ,a penes
764,sehr::ADV,кутакалда,molt
765,so::ADV,гьедин,així
766,noch::ADV,жеги,encara
767,nur::ADV,гӏӣцӏго,només
