,Concept_ID,fr,be
97,Donner::N,tonnerre,гром
98,Strömung::N,courant,цячэнне
99,Tropfen::N,goutte,кропля
100,Schaum::N,écume,пена
101,Schaum::N,mousse,пена
102,Schmutz::N,boue,гразь
103,Schmutz::N,saleté,гразь
104,See::N,lac,возера
105,Sumpf::N,marais,багна
106,Sumpf::N,marécage,багна
107,Moor::N,tourbière,балота
108,Wiese::N,pré,луг
109,Wald::N,bois,лес
110,Wald::N,forêt,лес
111,Hügel::N,coteau,узгорак
112,Hügel::N,colline,узгорак
113,Anhöhe::N,éminence,узвышша
114,Anhöhe::N,élévation,узвышша
115,Berg::N,mont,гара
116,Berg::N,montagne,гара
117,Gipfel::N,cime,вяршыня
118,Gipfel::N,sommet,вяршыня
119,Höhle::N,caverne,пячора
120,Abhang::N,pente,схіл
121,Abhang::N,versant,схіл
122,Quelle::N,source,крыніца
123,Quelle::N,fontaine,крыніца
124,Bach::N,ruisseau,ручай
125,Fluss::N,fleuve,рака
126,Fluss::N,rivière,рака
127,Ufer::N,bord,бераг
128,Ufer::N,rivage,бераг
129,Küste::N,côte,узбярэжжа
130,Festland::N,terre ferme,суша
131,Meer::N,mer,мора
132,Bucht::N,baie,бухта
133,Insel::N,île,востраў
134,Blume::N,fleur,кветка
135,Gras::N,herbe,трава
136,Wurzel::N,racine,корань
137,Baum::N,arbre,дрэва
138,Stamm::N,tronc,ствол
139,Rinde::N,écorce,кара
140,Ast::N,branche,сук
141,Zweig::N,rameau,галіна
142,Blatt::N,feuille,ліст
143,Birke::N,bouleau,бяроза
144,Kiefer[Baum]::N,pin,хвоя
145,Kiefer[Baum]::N,pin,сасна
146,Weide[Baum]::N,saule,вярба
147,Tanne::N,sapin,яліна
148,Horn::N,corne,рог
149,Feder::N,plume,пяро
150,Fell::N,peau,шкура
151,Flügel::N,aile,крыло
152,Klaue::N,serre,кіпцюр
153,Kralle::N,ongle,лапа
154,Kralle::N,griffe,лапа
155,Schwanz::N,queue,хвост
156,Ei::N,œuf,яйка
157,Nest::N,nid,гняздо
158,Bau::N,terrier,нара
159,Tier::N,animal,жывёла
160,Herde::N,troupeau,статак
161,Kuh::N,vache,карова
162,Bulle::N,taureau,бык
163,Pferd::N,cheval,конь
164,Schaf::N,mouton,авечка
165,Schwein::N,porc,свіння
166,Schwein::N,cochon,свіння
167,Hund::N,chien,сабака
168,Katze::N,chat,кошка
169,Bär::N,ours,мядзведзь
170,Eichhörnchen::N,écureuil,вавёрка
171,Elch::N,élan,лось
172,Fuchs::N,renard,ліса
173,Hase::N,lièvre,заяц
174,Maus::N,souris,мыш
175,Wolf::N,loup,воўк
176,Vogel::N,oiseau,птах
177,Vogel::N,oiseau,птушка
178,Schwarm::N,nuée,чарада
179,Schwarm::N,volée,чарада
180,Huhn::N,poule,курыца
181,Hahn::N,coq,певень
182,Gans::N,oie,гусь
183,Adler::N,aigle,арол
184,Ente::N,canard,качка
185,Eule::N,hibou,сава
186,Kranich::N,grue,жораў
187,Kranich::N,grue,журавель
188,Krähe::N,corneille,варона
189,Kuckuck::N,coucou,зязюля
190,Schwan::N,cygne,лебедзь
191,Fisch::N,poisson,рыба
192,Barsch::N,perche,акунь
193,Hecht::N,brochet,шчупак
194,Schlange[Tier]::N,serpent,змяя
195,Wurm::N,ver,чарвяк
196,Spinne::N,araignée,павук
197,Ameise::N,fourmi,мурашка
198,Laus::N,pou,вош
199,Mücke::N,moucheron,камар
200,Fliege::N,mouche,муха
201,Schmetterling::N,papillon,матыль
202,Beere::N,baie,ягада
203,Apfel::N,pomme,яблык
204,Pilz::N,champignon,грыб
205,Zwiebel::N,oignon,цыбуля
206,Saat::N,semence,семя
207,Korn::N,grain,зерне
208,Heu::N,foin,сена
209,Schale::N,pelure,шалупінне
210,Grube::N,fosse,яма
211,Falle::N,piège,пастка
212,Schlinge::N,lacs,сіло
213,Spur::N,trace,след
214,Asche::N,cendre,попел
215,Dreck::N,crotte,бруд
216,Eisen::N,fer,жалеза
217,Gold::N,or,золата
218,Silber::N,argent,сребра
219,Kohle::N,charbon,вугаль
220,Glas::N,verre,шкло
221,Lehm::N,glaise,гліна
222,Sand::N,sable,пясок
223,Mensch::N,homme,чалавек
224,Mann::N,homme,мужчына
225,Frau::N,femme,жанчына
226,Kind::N,enfant,дзіця
227,Junge::N,garçon,хлопчык
228,Mädchen::N,fille,дзяўчынка
229,Mädchen::N,jeune fille,дзяўчынка
230,Familie::N,famille,сямʼя
231,Großvater::N,grand-père,дзядуля
232,Großmutter::N,grand-mère,бабуля
233,Eltern::N,parents,бацькі
234,Vater::N,père,бацька
235,Mutter::N,mère,маці
236,Sohn::N,fils,сын
237,Tochter::N,fille,дачка
238,Bruder::N,frère,брат
239,Schwester::N,sœur,сястра
240,Onkel::N,oncle,дзядзька
241,Tante::N,tante,цётка
242,Ehemann::N,mari,муж
243,Ehemann::N,époux,муж
244,Ehefrau::N,femme,жонка
245,Ehefrau::N,épouse,жонка
246,Freude::N,joie,радасць
247,Freude::N,plaisir,радасць
248,Gelächter::N,rires,смех
249,Glück::N,bonheur,шчасце
250,Kummer::N,peine,гора
251,Kummer::N,chagrin,гора
252,Wunsch::N,désir,жаданне
253,Lust::N,envie,цяга
254,Geist::N,esprit,дух
255,Gedanke::N,idée,думка
256,Gedanke::N,pensée,думка
257,Gedächtnis::N,mémoire,памяць
258,Verstand::N,raison,розум
259,Sinn::N,sens,сэнс
260,Grund::N,cause,зачэпка
261,Grund::N,raison,зачэпка
262,Wahrheit::N,vérité,праўда
263,Gespräch::N,conversation,размова
264,Märchen::N,conte,казка
265,Märchen::N,conte de fées,казка
266,Erzählung::N,conte,расказ
267,Erzählung::N,conte,апавяданне
268,Erzählung::N,narration,расказ
269,Erzählung::N,narration,апавяданне
270,Nachricht::N,message,вестка
271,Nachricht::N,message,паведамленне
272,Neuigkeit::N,nouvelle,навіна
273,Name::N,nom,імя
274,Rätsel::N,énigme,загадка
275,Rätsel::N,devinette,загадка
276,Rede::N,parole,прамова
277,Rede::N,discours,прамова
278,Sprache::N,langue,мова
279,Sprache::N,langage,мова
280,Stimme::N,voix,голас
281,Wort::N,mot,слова
282,Zeichen::N,signe,знак
283,Ruf::N,cri,кліч
284,Ruf::N,appel,кліч
285,Lärm::N,bruit,шум
286,Laut::N,son,гук
287,Ton::N,ton,гучанне
288,Lied::N,chant,песня
289,Lied::N,chanson,песня
290,Ruhe::N,calme,спакой
291,Ruhe::N,tranquillité,спакой
292,Leute::N,gens,людзі
293,Volk::N,peuple,народ
294,Arbeit::N,travail,праца
295,Arbeit::N,travail,работа
296,Gast::N,hôte,госць
297,Gast::N,invité,госць
298,Geschenk::N,cadeau,падарунак
299,Geschenk::N,présent,падарунак
300,Spiel::N,jeu,гульня
301,Gesellschaft::N,compagnie,таварыства
302,Hilfe::N,aide,дапамога
303,Hilfe::N,secours,дапамога
304,Freund::N,ami,друг
305,Freund::N,ami,сябар
306,Kamerad::N,copain,прыяцель
307,Kamerad::N,camarade,прыяцель
308,Angelegenheit::N,affaire,справа
309,Anzahl::N,nombre,колькасць
310,Art::N,sorte,від
311,Art::N,espèce,від
312,Stück::N,morceau,кусок
313,Stück::N,morceau,кавалак
314,Teil::N,part,частка
315,Teil::N,partie,частка
316,Hälfte::N,moitié,палова
317,Hälfte::N,moitié,палавіна
318,Kreis::N,cercle,круг
319,Kreuz::N,croix,крыж
320,Linie::N,ligne,лінія
321,Strich::N,trait,рыса
322,Abstand::N,écart,прамежак
323,Entfernung::N,distance,адлегласць
324,Gegend::N,région,мясцовасць
325,Gegend::N,contrée,мясцовасць
326,Platz::N,place,месца
327,Ort::N,lieu,месца
328,Ort::N,endroit,месца
329,Seite::N,côté,бок
330,Mitte::N,milieu,сярэдзіна
331,Gegenstand::N,objet,прадмет
332,Sache::N,chose,рэч
333,Rand::N,bord,край
334,Kante::N,arête,руб
335,Kante::N,arête,кант
336,Ecke::N,coin,вугал
337,Ecke::N,tournant,вугал
338,Spitze::N,cime,кончык
339,Spitze::N,pointe,кончык
340,Ende::N,bout,канец
341,Loch::N,trou,дзірка
342,Winkel::N,coin,вугал
343,Winkel::N,réduit,вугал
344,Muster::N,dessin,узор
345,Größe::N,grandeur,памер
346,Länge::N,longueur,даўжыня
347,Höhe::N,hauteur,вышыня
348,Höhe::N,altitude,вышыня
349,Gewicht::N,poids,вага
350,Menge::N,quantité,колькасць
351,Haufen::N,tas,куча
352,Reihe::N,file,рад
353,Reihe::N,rangée,рад
354,Boot::N,canot,лодка
355,Boot::N,bateau,лодка
356,Ruder::N,rame,вясло
357,Ruder::N,aviron,вясло
358,Schlitten::N,traîneau,сані
359,Ski::N,ski,лыжа
360,Lagerfeuer::N,feu de camp,вогнішча
361,Last::N,charge,цяжар
362,Last::N,fardeau,цяжар
363,Gang::N,tour,ход
364,Gang::N,marche,ход
365,Schritt::N,pas,шаг
366,Schritt::N,pas,крок
367,Norden::N,nord,поўнач
368,Süden::N,sud,поўдзень
369,Westen::N,ouest,захад
370,Westen::N,occident,захад
371,Osten::N,est,усход
372,Osten::N,orient,усход
373,Holz::N,bois,дрэва
374,Holz::N,bois,драўніна
375,Brett::N,planche,дошка
376,Platte::N,plaque,пліта
377,Stütze::N,appui,падпорка
378,Stütze::N,soutien,падпорка
379,Stange::N,barre,жэрдка
380,Stange::N,perche,жэрдка
381,Stock::N,canne,палка
382,Stab::N,bâton,шост
383,Rohr::N,tube,труба
384,Rohr::N,tuyau,труба
385,Haus::N,maison,дом
386,Heim::N,maison,дом
387,Heim::N,maison,хата
388,Ofen::N,poêle,печ
389,Fußboden::N,plancher,падлога
390,Tisch::N,table,стол
391,Stuhl::N,chaise,стул
392,Stuhl::N,chaise,крэсла
393,Wiege::N,berceau,калыска
394,Bett::N,lit,ложак
395,Bett::N,lit,пасцель
396,Regal::N,étagère,паліца
397,Kiste::N,caisse,скрынка
398,Fenster::N,fenêtre,акно
399,Tür::N,porte,дзверы
400,Tor::N,porte,вароты
401,Tor::N,portail,вароты
402,Zaun::N,clôture,агароджа
403,Dach::N,toit,дах
404,Leiter::N,échelle,лесвіца
405,Besen::N,balai,мятла
406,Spaten::N,bêche,лапата
407,Spaten::N,bêche,жалязняк
408,Schaufel::N,pelle,шуфлік
409,Schaufel::N,pelle,лапатка
410,Gabel::N,fourchette,відэлец
411,Löffel::N,cuiller,лыжка
412,Messer::N,couteau,нож
413,Nagel::N,clou,цвік
414,Netz::N,filet,сетка
415,Haken::N,croc,крук
416,Haken::N,crochet,крук
417,Griff::N,prise,ручка
418,Griff::N,manche,ручка
419,Schloss::N,serrure,замок
420,Bild::N,image,карціна
421,Bild::N,tableau,карціна
422,Figur::N,figure,фігура
423,Puppe::N,poupée,лялька
424,Beutel::N,sac,мяшок
425,Beutel::N,petit sac,мяшок
426,Bündel::N,paquet,вязка
427,Bündel::N,faisceau,вязка
428,Tasche::N,sac,торба
429,Eimer::N,seau,вядро
430,Deckel::N,couvercle,накрыўка
431,Geschirr::N,vaisselle,пасуда
432,Sack::N,sac,мех
433,Tasse::N,tasse,кубак
434,Topf::N,pot,каструля
435,Topf::N,marmite,каструля
436,Kessel::N,chaudron,кацёл
437,Essen::N,repas,ежа
438,Essen::N,manger,ежа
439,Nahrung::N,nourriture,харч
440,Speise::N,plat,страва
441,Fleisch::N,viande,мяса
442,Getreide::N,blé,збожжа
443,Getreide::N,céréales,збожжа
444,Brei::N,purée,каша
445,Brei::N,bouillie,каша
446,Brot::N,pain,хлеб
447,Scheibe::N,tranche,луста
448,Scheibe::N,tranche,скібка
449,Fett::N,graisse,тлушч
450,Butter::N,beurre,масла
451,Öl::N,huile,алей
452,Salz::N,sel,соль
453,Suppe::N,soupe,суп
454,Suppe::N,potage,суп
455,Honig::N,miel,мёд
456,Milch::N,lait,малако
457,Tee::N,thé,чай
458,Tee::N,thé,гарбата
459,Leder::N,cuir,скура
460,Wolle::N,laine,воўна
461,Stoff::N,tissu,тканіна
462,Stoff::N,étoffe,тканіна
463,Nadel::N,aiguille,іголка
464,Faden::N,fil,нітка
465,Knopf::N,bouton,гузік
466,Knoten::N,nœud,вузел
467,Farbe::N,peinture,фарба
468,Kleidung::N,vêtements,адзенне
469,Kleidung::N,habillement,адзенне
470,Hemd::N,chemise,кашуля
471,Kragen::N,col,каўнер
472,Ärmel::N,manche,рукаў
473,Hose::N,pantalon,штаны
474,Gürtel::N,ceinture,пояс
475,Mütze::N,bonnet,шапка
476,Mütze::N,casquette,шапка
477,Schuh::N,soulier,чаравік
478,Schuh::N,chaussure,чаравік
479,Stiefel::N,botte,бот
480,Ring::N,bague,кольца
481,Band::N,ruban,стужка
482,Kamm::N,peigne,расчоска
483,Spiegel::N,glace,люстра
484,Spiegel::N,miroir,люстра
485,Riemen::N,lanière,рэмень
486,Riemen::N,courroie,рэмень
487,Schnur::N,corde,вяроўка
488,Schnur::N,ficelle,вяроўка
489,Leine::N,laisse,павадок
490,Decke::N,couverture,коўдра
491,Kissen::N,oreiller,падушка
492,Tuch::N,drap,хустка
493,Tuch::N,fichu,хустка
494,Handtuch::N,serviette,ручнік
495,Handtuch::N,essuie-mains,ручнік
496,Kraft::N,force,сіла
497,Stärke::N,vigueur,моц
498,Gesundheit::N,santé,здароўе
499,Krankheit::N,maladie,хвароба
500,Schmerz::N,douleur,боль
501,Wunde::N,plaie,рана
502,Wunde::N,blessure,рана
503,Fieber::N,fièvre,гарачка
504,Fieber::N,fièvre,ліхаманка
505,Arznei::N,remède,лекі
506,Arznei::N,médecine,лекі
507,Brücke::N,pont,мост
508,Brunnen::N,puits,калодзеж
509,Weide::N,pâturage,паша
510,Pfad::N,sentier,сцежка
511,Weg::N,voie,шлях
512,Weg::N,voie,дарога
513,Weg::N,chemin,шлях
514,Weg::N,chemin,дарога
515,Straße::N,route,вуліца
516,Dorf::N,village,вёска
517,Stadt::N,cité,горад
518,Stadt::N,ville,горад
519,Brief::N,lettre,ліст
520,Brief::N,lettre,пісьмо
521,Buch::N,livre,кніга
522,Buchstabe::N,lettre,літара
523,Buchstabe::N,caractère,літара
524,Zeitung::N,journal,газета
525,Leben::N,vie,жыццё
526,Tod::N,mort,смерць
527,Grab::N,tombe,магіла
528,Kirche::N,église,касцёл
529,Kirche::N,église,царква
530,Sünde::N,péché,грэх
531,Gott::N,dieu,бог
532,Arbeiter::N,ouvrier,рабочы
533,Arbeiter::N,travailleur,рабочы
534,Chef::N,chef,начальнік
535,Chef::N,patron,начальнік
536,Meister::N,maître,майстар
537,Arzt::N,médecin,урач
538,Lehrer::N,professeur,настаўнік
539,Lehrer::N,instituteur,настаўнік
540,Geld::N,argent,грошы
541,Geschäft::N,affaire,заняцце
542,Geschäft::N,commerce,заняцце
543,Laden::N,magasin,крама
544,Laden::N,magasin,магазін
545,Laden::N,boutique,крама
546,Laden::N,boutique,магазін
547,Preis::N,prix,цана
548,Ware::N,marchandise,тавар
549,Nutzen::N,profit,выгада
550,Reichtum::N,richesse,багацце
551,Welt::N,monde,свет
552,Land::N,pays,краіна
553,Staat::N,État,дзяржава
554,König::N,roi,кароль
555,Macht::N,pouvoir,улада
556,Macht::N,puissance,улада
557,Grenze::N,frontière,граніца
558,Krieg::N,guerre,вайна
559,Feind::N,ennemi,вораг
560,Gewalt::N,violence,насілле
561,Kampf::N,lutte,барацьба
562,Kampf::N,combat,барацьба
563,Bogen[Waffe]::N,arc,лук
564,Pfeil::N,flèche,страла
565,Gewehr::N,fusil,ружжо
566,Fehler::N,faute,памылка
567,Fehler::N,erreur,памылка
568,Lüge::N,mensonge,хлусня
569,Schaden::N,dégât,шкода
570,Schaden::N,dommage,шкода
571,Unglück::N,malheur,ліха
572,Unglück::N,malheur,бядота
573,Schuld::N,faute,віна
574,Schuld::N,culpabilité,віна
575,Alter::N,âge,узрост
576,Schluss::N,fin,канец
577,Zeit::N,temps,час
578,Tag::N,jour,дзень
579,Tag::N,journée,дзень
580,Morgen::N,matin,ранак
581,Morgen::N,matin,раніца
582,Morgen::N,matinée,ранак
583,Morgen::N,matinée,раніца
584,Mittag::N,midi,паўдня
585,Mittag::N,midi,поўдзень
586,Abend::N,soir,вечар
587,Abend::N,soirée,вечар
588,Nacht::N,nuit,ноч
589,Woche::N,semaine,тыдзень
590,Monat::N,mois,месяц
591,Jahr::N,an,год
592,Jahr::N,année,год
593,Frühling::N,printemps,вясна
594,Sommer::N,été,лета
595,Herbst::N,automne,восень
596,Winter::N,hiver,зіма
597,Januar::N,janvier,студзень
598,Februar::N,février,люты
599,März::N,mars,сакавік
600,April::N,avril,красавік
601,Mai::N,mai,май
602,Mai::N,mai,травень
603,Juni::N,juin,чэрвень
604,Juli::N,juillet,ліпень
605,August::N,août,жнівень
606,September::N,septembre,верасень
607,Oktober::N,octobre,кастрычнік
608,November::N,novembre,лістапад
609,Dezember::N,décembre,снежань
610,Montag::N,lundi,панядзелак
611,Dienstag::N,mardi,аўторак
612,Mittwoch::N,mercredi,серада
613,Donnerstag::N,jeudi,чацвер
614,Freitag::N,vendredi,пятніца
615,Samstag::N,samedi,субота
616,Sonntag::N,dimanche,нядзеля
617,groß::A,grand,вялікі
618,klein::A,petit,маленькі
619,lang::A,long,доўгі
620,kurz::A,court,кароткі
621,breit::A,large,шырокі
622,schmal::A,étroit,вузкі
623,dicht::A,dense,густы
624,dick[Gegenstand]::A,épais,тоўсты
625,dünn::A,mince,тонкі
626,fein::A,fin,тонкі
627,fein::A,menu,тонкі
628,fest::A,ferme,моцны
629,fest::A,solide,моцны
630,flach::A,plat,плоскі
631,glatt::A,poli,гладкі
632,glatt::A,lisse,гладкі
633,hart::A,dur,цвёрды
634,weich::A,mou,мяккі
635,rund::A,rond,круглы
636,spitz::A,aigu,спічасты
637,spitz::A,aigu,востраканцовы
638,spitz::A,pointu,спічасты
639,spitz::A,pointu,востраканцовы
640,scharf::A,tranchant,востры
641,stumpf::A,mousse,тупы
642,stumpf::A,émoussé,тупы
643,schwer::A,lourd,цяжкі
644,schwer::A,pesant,цяжкі
645,schön::A,beau,прыгожы
646,heiß::A,chaud,гарачы
647,heiß::A,très chaud,гарачы
648,warm::A,chaud,цёплы
649,kalt::A,froid,холадны
650,kühl::A,frais,халаднаваты
651,frisch::A,frais,свежы
652,feucht::A,humide,вільготны
653,nass::A,mouillé,мокры
654,trocken::A,sec,сухі
655,voll::A,plein,поўны
656,voll::A,rempli,поўны
657,leer::A,vide,пусты
658,offen::A,ouvert,адкрыты
659,offen::A,ouvert,адчынены
660,geschlossen::A,clos,закрыты
661,geschlossen::A,clos,зачынены
662,geschlossen::A,fermé,закрыты
663,geschlossen::A,fermé,зачынены
664,sauber::A,net,чысты
665,sauber::A,propre,чысты
666,schmutzig::A,sale,брудны
667,schmutzig::A,crasseux,брудны
668,roh::A,cru,сыры
669,roh::A,brut,сыры
670,reif::A,mûr,спелы
671,lecker::A,délicieux,смачны
672,lecker::A,appétissant,смачны
673,süß::A,doux,салодкі
674,bitter::A,amer,горкі
675,sauer::A,aigre,кіслы
676,hell::A,clair,светлы
677,dunkel::A,sombre,цёмны
678,schwarz::A,noir,чорны
679,weiß::A,blanc,белы
680,rot::A,rouge,чырвоны
681,gelb::A,jaune,жоўты
682,blau::A,bleu,сіні
683,grün::A,vert,зялёны
684,grau::A,gris,шэры
685,bunt::A,multicolore,пяресты
686,billig::A,bon marché,танны
687,teuer::A,cher,дарагі
688,wertvoll::A,précieux,цэнны
689,wertvoll::A,précieux,каштоўны
690,blind::A,aveugle,сляпы
691,taub::A,sourd,глухі
692,kräftig::A,fort,магутны
693,kräftig::A,vigoureux,магутны
694,stark::A,fort,сільны
695,stark::A,puissant,сільны
696,schwach::A,faible,слабы
697,fett::A,gras,тлусты
698,schlank::A,svelte,стройны
699,hübsch::A,joli,чароўны
700,böse::A,mauvais,злы
701,dumm::A,sot,дурны
702,dumm::A,bête,дурны
703,faul::A,fainéant,лянівы
704,faul::A,paresseux,лянівы
705,fleißig::A,appliqué,руплівы
706,geizig::A,avare,прагны
707,klug::A,intelligent,разумны
708,geschickt::A,habile,умелы
709,lieb::A,cher,мілы
710,lieb::A,gentil,мілы
711,lustig::A,gai,вясёлы
712,lustig::A,joyeux,вясёлы
713,sanft::A,doux,ласкавы
714,hungrig::A,affamé,галодны
715,krank::A,malade,хворы
716,nackt::A,nu,голы
717,traurig::A,triste,сумны
718,lebendig::A,vivant,жывы
719,gut::A,bon,добры
720,schlecht::A,mauvais,кепскі
721,richtig::A,juste,правільны
722,richtig::A,correct,правільны
723,schlimm::A,grave,агідны
724,schlimm::A,mauvais,агідны
725,wahr::A,vrai,сапраўдны
726,wahr::A,véritable,сапраўдны
727,alt::A,vieux,стары
728,neu::A,neuf,новы
729,neu::A,nouveau,новы
730,ehemalig::A,ancien,былы
731,alt[Lebewesen]::A,âgé,стары
732,alt[Lebewesen]::A,vieux,стары
733,jung::A,jeune,малады
734,arm::A,pauvre,бедны
735,reich::A,riche,багаты
736,bekannt::A,connu,знаёмы
737,berühmt::A,fameux,славуты
738,berühmt::A,célèbre,славуты
739,fremd::A,étranger,чужы
740,verschieden::A,différent,розны
741,nah::A,lié,блізкі
742,nah::A,proche,блізкі
743,fern::A,éloigné,далёкі
744,fern::A,lointain,далёкі
745,linker::A,gauche,левы
746,rechter::A,droit,правы
747,anderer::A,autre,іншы
748,anderer::A,autre,другі
749,erster::A,premier,першы
750,zweiter::A,second,другі
751,zweiter::A,deuxième,другі
752,dritter::A,troisième,трэці
753,letzter::A,dernier,апошні
754,allein::ADV,seul,сам
755,allein::ADV,seul,адзін
756,auf einmal::ADV,à la fois,адразу
757,zusammen::ADV,ensemble,разам
758,lange::ADV,longtemps,доўга
759,plötzlich::ADV,tout à coup,раптам
760,sofort::ADV,immédiatement,зараз
761,später::ADV,plus tard,пазней
762,jetzt::ADV,maintenant,цяпер
763,heute::ADV,aujourd'hui,сёння
764,morgen::ADV,demain,заўтра
765,bald::ADV,bientôt,хутка
766,bald::ADV,bientôt,неўзабаве
767,dann::ADV,puis,потым
768,dann::ADV,ensuite,потым
769,gestern::ADV,hier,учора
770,einst::ADV,jadis,аднойчы
771,einst::ADV,autrefois,аднойчы
772,damals::ADV,alors,тады
773,damals::ADV,à l'époque,тады
774,danach::ADV,après,затым
775,danach::ADV,ensuite,затым
776,vorher::ADV,auparavant,раней
777,zuerst::ADV,d'abord,спярша
778,zuerst::ADV,d'abord,спачатку
779,zuerst::ADV,premièrement,спярша
780,zuerst::ADV,premièrement,спачатку
781,einmal::ADV,une fois,адзін раз
782,manchmal::ADV,parfois,часам
783,manchmal::ADV,quelquefois,часам
784,oft::ADV,souvent,часта
785,immer::ADV,toujours,заўсёды
786,niemals::ADV,ne ... jamais,ніколі
787,hier::ADV,ici,тут
788,hierhin::ADV,par ici,сюды
789,von hier::ADV,d'ici,адсюль
790,von hier::ADV,d'ici,адгэтуль
791,dort::ADV,là,там
792,dort::ADV,là-bas,там
793,dorthin::ADV,y,туды
794,dorthin::ADV,par là,туды
795,geradeaus::ADV,tout droit,прама
796,vorwärts::ADV,en avant,наперад
797,rückwärts::ADV,en arrière,назад
798,zurück::ADV,de retour,назад
799,unten::ADV,en bas,унізе
800,unten::ADV,au-dessous,унізе
801,hinab::ADV,en bas,уніз
802,hinab::ADV,vers le bas,уніз
803,oben::ADV,dessus,угары
804,oben::ADV,dessus,наверсе
805,oben::ADV,en haut,угары
806,oben::ADV,en haut,наверсе
807,hinauf::ADV,en haut,угару
808,hinauf::ADV,vers le haut,угару
809,überall::ADV,partout,усюды
810,nicht::ADV,ne ... pas,не
811,ein wenig::ADV,un peu,трошкі
812,kaum::ADV,à peine,ледзьве
813,sehr::ADV,très,вельмі
814,so::ADV,si,так
815,so::ADV,ainsi,так
816,noch::ADV,encore,яшчэ
817,nur::ADV,seulement,толькі
818,nur::ADV,ne ... que,толькі
819,schon::ADV,déjà,ужо
820,wieder::ADV,de nouveau,зноў
821,vergebens::ADV,en vain,дарма
822,vergebens::ADV,en vain,дарэмна
823,vor::PRP,devant,перад
824,hinter::PRP,derrière,за
825,hinter::PRP,derrière,ззаду
826,unter::PRP,sous,пад
827,unter::PRP,au-dessous de,пад
828,durch::PRP,par,праз
829,durch::PRP,à travers,праз
830,neben::PRP,à côté de,каля
831,zwischen::PRP,entre,між
832,zwischen::PRP,entre,паміж
833,wegen::PRP,à cause de,з-за
834,dies::PRN,ceci,гэта
835,das::PRN,ce,тое
836,das::PRN,cela,тое
837,alles::PRN,tout,усё
838,ich::PRN,je,я
839,ich::PRN,moi,я
840,du::PRN,tu,ты
841,du::PRN,toi,ты
