,Concept_ID,sv,kv
223,Lehm::N,lera,сёй
224,Sand::N,sand,лыа
225,Mensch::N,människa,морт
226,Mann::N,man,мужик
227,Frau::N,kvinna,инька
228,Kind::N,barn,кага
229,Junge::N,pojke,зонка
230,Mädchen::N,flicka,нывкаок
231,Familie::N,familj,семья
232,Großvater::N,morfar,дед
233,Großmutter::N,farmor,баб
234,Eltern::N,föräldrar,ай-мам
235,Vater::N,far,ай
236,Mutter::N,mor,мам
237,Sohn::N,son,зон
238,Tochter::N,dotter,ныв
239,Bruder::N,bror,вон
240,Schwester::N,syster,сой
241,Onkel::N,morbror,дядь
242,Tante::N,tant,айӧлӧн сой
243,Tante::N,tant,ичинь
244,Ehemann::N,äkta man,жӧник
245,Ehefrau::N,hustru,инь
246,Freude::N,fröjd,гаж
247,Freude::N,fröjd,радъялӧм
248,Freude::N,glädje,гаж
249,Freude::N,glädje,радъялӧм
250,Gelächter::N,åtlöje,сералӧм
251,Glück::N,lycka,мичлун
252,Kummer::N,sorg,шог
253,Wunsch::N,önskan,мӧдӧм
254,Wunsch::N,önskan,охотитӧм
255,Lust::N,lust,охота
256,Geist::N,ande,лов
257,Gedanke::N,tanke,дума
258,Gedächtnis::N,minne,тӧдвыв
259,Verstand::N,förstånd,вежӧр
260,Sinn::N,mening,ылӧс
261,Sinn::N,betydelse,ылӧс
262,Grund::N,skäl,мог
263,Grund::N,grund,мог
264,Wahrheit::N,sanning,правда
265,Gespräch::N,samtal,сёрни
266,Märchen::N,saga,сказка
267,Erzählung::N,berättelse,висьт
268,Nachricht::N,meddelande,юӧр
269,Nachricht::N,meddelande,висьталӧм
270,Neuigkeit::N,nyhet,новость
271,Name::N,namn,ним
272,Rätsel::N,gåta,загадка
273,Rede::N,tal,сёрни
274,Sprache::N,språk,кыв
275,Stimme::N,stämma,голос
276,Wort::N,ord,кыв
277,Zeichen::N,tecken,пас
278,Ruf::N,rop,чуксӧм
279,Ruf::N,rop,чукӧстӧм
280,Lärm::N,bråk,шум
281,Lärm::N,oväsen,шум
282,Laut::N,ljud,шы
283,Ton::N,ton,гор
284,Lied::N,sång,сьыланкыв
285,Ruhe::N,ro,спокой
286,Ruhe::N,lugn,спокой
287,Leute::N,folk,йӧз
288,Volk::N,folk,йӧз
289,Volk::N,folk,народ
290,Arbeit::N,arbete,удж
291,Gast::N,gäst,гӧсь
292,Geschenk::N,gåva,гӧснеч
293,Geschenk::N,gåva,подарок
294,Geschenk::N,present,гӧснеч
295,Geschenk::N,present,подарок
296,Spiel::N,lek,орсӧм
297,Spiel::N,spel,орсӧм
298,Gesellschaft::N,sällskap,компания
299,Hilfe::N,hjälp,отсӧт
300,Freund::N,vän,модз
301,Freund::N,vän,дружок
302,Kamerad::N,kamrat,тӧдса
303,Angelegenheit::N,ärende,дело
304,Angelegenheit::N,angelägenhet,дело
305,Anzahl::N,antal,лыд
306,Art::N,art,пӧлӧс
307,Art::N,slag,пӧлӧс
308,Stück::N,stycke,тор
309,Teil::N,del,юкӧм
310,Hälfte::N,halva,джын
311,Kreis::N,krets,круг
312,Kreis::N,cirkel,круг
313,Kreuz::N,kors,перна
314,Kreuz::N,kryss,перна
315,Linie::N,linje,визь
316,Strich::N,streck,кырӧв
317,Abstand::N,avstånd,колас
318,Entfernung::N,avstånd,ылына
319,Gegend::N,trakt,места
320,Platz::N,plats,места
321,Ort::N,plats,места
322,Ort::N,ställe,места
323,Seite::N,sida,ладор
324,Mitte::N,mitt,шӧр
325,Gegenstand::N,föremål,тор
326,Sache::N,sak,тор
327,Rand::N,rand,дор
328,Kante::N,kant,ордлы
329,Ecke::N,vrå,пельӧс
330,Ecke::N,hörn,пельӧс
331,Spitze::N,spets,йыв
332,Ende::N,ända,йыв
333,Loch::N,hål,осьта
334,Winkel::N,vinkel,пельӧс
335,Muster::N,mönster,сер
336,Größe::N,storlek,ыжда
337,Länge::N,längd,кузя
338,Höhe::N,höjd,сувда
339,Höhe::N,höjd,вылына
340,Gewicht::N,tyngd,сьӧкта
341,Menge::N,mängd,
342,Haufen::N,hög,куча
343,Reihe::N,rad,лёдз
344,Boot::N,båt,пыж
345,Ruder::N,åra,пелыс
346,Schlitten::N,släde,додь
347,Ski::N,skida,лямпа
348,Lagerfeuer::N,lägereld,бипур
349,Last::N,last,тягота
350,Last::N,börda,тягота
351,Gang::N,gång,мунӧм
352,Schritt::N,steg,вожмӧв
353,Norden::N,norr,ой
354,Süden::N,söder,лун
355,Westen::N,väster,рытвыв
356,Osten::N,öster,асыв
357,Holz::N,trä,пу
358,Brett::N,bräda,пӧв
359,Platte::N,platta,плита
360,Stütze::N,stöd,пика
361,Stütze::N,stötta,пика
362,Stange::N,stång,зор
363,Stange::N,stång,потш
364,Stock::N,käpp,бедь
365,Stock::N,pinne,бедь
366,Stab::N,stav,шест
367,Rohr::N,rör,труба
368,Haus::N,hus,керку
369,Heim::N,hem,керку
370,Ofen::N,ugn,пӧжавны
371,Fußboden::N,golv,джодж
372,Tisch::N,bord,пызан
373,Stuhl::N,stol,стул
374,Wiege::N,vagga,зыбка
375,Bett::N,säng,кровать
376,Regal::N,hylla,джадж
377,Kiste::N,låda,ящик
378,Fenster::N,fönster,ӧшын
379,Tür::N,dörr,ыбӧс
380,Tor::N,port,ворота
381,Zaun::N,staket,забор
382,Zaun::N,stängsel,забор
383,Dach::N,tak,крыша
384,Leiter::N,stege,лиснич
385,Besen::N,kvast,рос
386,Spaten::N,spade,зыр
387,Schaufel::N,skovel,зыр
388,Schaufel::N,skyffel,зыр
389,Gabel::N,gaffel,вила
390,Löffel::N,sked,пань
391,Messer::N,kniv,пурт
392,Nagel::N,spik,кӧрттув
393,Netz::N,nät,кыйӧт
394,Haken::N,krok,ем
395,Griff::N,tag,пу
396,Griff::N,handtag,пу
397,Schloss::N,las,замок
398,Bild::N,bild,картина
399,Figur::N,figur,мыгӧр
400,Puppe::N,docka,акань
401,Beutel::N,påse,мешӧк
402,Bündel::N,bunt,нин
403,Bündel::N,knippa,нин
404,Tasche::N,väska,сумка
405,Eimer::N,hink,ведра
406,Eimer::N,ämbar,ведра
407,Deckel::N,lock,вевт
408,Geschirr::N,servis,доз
409,Geschirr::N,servis,бекӧрпань
410,Geschirr::N,porslin,доз
411,Geschirr::N,porslin,бекӧрпань
412,Sack::N,säck,мешӧк
413,Tasse::N,kopp,бекӧр
414,Topf::N,gryta,кастрюля
415,Topf::N,kastrull,кастрюля
416,Kessel::N,kittel,пӧрт
417,Essen::N,mål,сёйӧм
418,Nahrung::N,näring,вердан
419,Speise::N,maträtt,сёян
420,Fleisch::N,kött,яй
421,Getreide::N,säd,сю
422,Getreide::N,spannmål,сю
423,Brei::N,gröt,каша
424,Brot::N,bröd,нянь
425,Scheibe::N,skiva,шӧрӧм
426,Fett::N,fett,гос
427,Butter::N,smör,ви
428,Öl::N,olja,ви
429,Salz::N,salt,сов
430,Suppe::N,soppa,шыд
431,Honig::N,honung,ма
432,Milch::N,mjölk,йӧв
433,Tee::N,te,чай
434,Leder::N,läder,кучик
435,Wolle::N,ull,гӧн
436,Wolle::N,ylle,гӧн
437,Stoff::N,tyg,дӧра
438,Stoff::N,stoff,дӧра
439,Nadel::N,nål,ем
440,Faden::N,tråd,сунис
441,Knopf::N,knapp,кизь
442,Knoten::N,knut,узӧв
443,Knoten::N,knut,гӧрӧд
444,Farbe::N,färg,краска
445,Kleidung::N,klädsel,паськӧм
446,Hemd::N,skjorta,йӧрнӧс
447,Kragen::N,krage,воротник
448,Ärmel::N,ärm,сос
449,Hose::N,byxor,вешьян
450,Gürtel::N,bälte,йи
451,Mütze::N,mössa,шапка
452,Schuh::N,sko,ботинки
453,Stiefel::N,stövel,сапог
454,Ring::N,ring,чунькытш
455,Band::N,band,ленточка
456,Kamm::N,kam,сынан
457,Spiegel::N,spegel,зеркало
458,Riemen::N,rem,ремень
459,Schnur::N,snöre,гез
460,Leine::N,lina,повод
461,Decke::N,täcke,одеяло
462,Kissen::N,dyna,подушка
463,Kissen::N,kudde,подушка
464,Tuch::N,sjal,чышьян
465,Handtuch::N,handduk,чышкӧт
466,Kraft::N,kraft,прак
467,Stärke::N,styrka,вын
468,Gesundheit::N,hälsa,здоровье
469,Krankheit::N,sjukdom,шог
470,Schmerz::N,smärta,зубыт
471,Wunde::N,sår,рана
472,Fieber::N,feber,лёк тресся
473,Fieber::N,feber,кынтан шогӧт
474,Arznei::N,medicin,лекарство
475,Arznei::N,läkemedel,лекарство
476,Brücke::N,bro,пос
477,Brunnen::N,brunn,колодец 
478,Weide::N,bete,пода йирсян
479,Pfad::N,stig,туй
480,Weg::N,väg,туй
481,Straße::N,gata,туй
482,Dorf::N,by,деревня
483,Stadt::N,stad,город
484,Brief::N,brev,гижӧт
485,Buch::N,bok,книга
486,Buchstabe::N,bokstav,буква
487,Zeitung::N,tidning,газета
488,Leben::N,liv,олан
489,Tod::N,död,кулӧм
490,Grab::N,grav,гу
491,Kirche::N,kyrka,вичку
492,Sünde::N,synd,грек
493,Gott::N,gud,ен
494,Arbeiter::N,arbetare,уджалiсь
495,Chef::N,chef,начальник
496,Meister::N,mästare,мастер
497,Arzt::N,läkare,врач
498,Lehrer::N,lärare,велӧтісь
499,Geld::N,pengar,деньга
500,Geschäft::N,rörelse,удж
501,Laden::N,affär,магазин
502,Preis::N,pris,дон
503,Ware::N,vara,товар
504,Nutzen::N,gagn,путь
505,Nutzen::N,nytta,путь
506,Reichtum::N,rikedom,богатство
507,Welt::N,värld,му
508,Land::N,land,страна
509,Staat::N,stat,государство
510,König::N,kung,кан
511,König::N,konung,кан
512,Macht::N,makt,власть
513,Grenze::N,gräns,граница
514,Krieg::N,krig,война
515,Feind::N,fiende,враг
516,Gewalt::N,våld,
517,Kampf::N,kamp,нярасьӧм
518,Kampf::N,kamp,вермасьӧм
519,Kampf::N,strid,нярасьӧм
520,Kampf::N,strid,вермасьӧм
521,Bogen[Waffe]::N,båge,лук
522,Pfeil::N,pil,ньӧв
523,Gewehr::N,gevär,ружьё
524,Fehler::N,fel,ошибка
525,Lüge::N,lögn,ылӧтӧм
526,Lüge::N,lögn,пӧрьялӧм
527,Schaden::N,skada,лёк
528,Unglück::N,otur,пик
529,Unglück::N,otur,оказзё
530,Unglück::N,olycka,пик
531,Unglück::N,olycka,оказзё
532,Schuld::N,skuld,вина
533,Alter::N,ålder,
534,Schluss::N,slut,ком
535,Zeit::N,tid,кад
536,Tag::N,dag,лун
537,Morgen::N,morgon,асыв
538,Mittag::N,middag,луншӧр кад
539,Abend::N,kväll,рыт
540,Nacht::N,natt,ой
541,Woche::N,vecka,неделя
542,Monat::N,månad,тӧлicь
543,Jahr::N,år,год
544,Frühling::N,vår,тулыс
545,Sommer::N,sommar,гожум
546,Herbst::N,höst,ар
547,Winter::N,vinter,тӧв
548,Januar::N,januari,январ
549,Februar::N,februari,февраль
550,März::N,mars,март
551,April::N,april,апрель
552,Mai::N,maj,май
553,Juni::N,juni,юнь
554,Juli::N,juli,юль
555,August::N,augusti,август
556,September::N,september,сентяб
557,Oktober::N,oktober,октяб
558,November::N,november,нояб
559,Dezember::N,december,декаб
560,Montag::N,måndag,вильлун
561,Dienstag::N,tisdag,мӧдӧдзлун
562,Mittwoch::N,onsdag,шӧрлун
563,Donnerstag::N,torsdag,нёльӧдзлун
564,Freitag::N,fredag,витӧдзлун
565,Samstag::N,lördag,пывсянлун
566,Sonntag::N,söndag,кресення
567,groß::A,stor,ыджыт
568,klein::A,liten,учӧтик
569,lang::A,lång,кузь
570,kurz::A,kort,дженыт
571,breit::A,bred,ота
572,schmal::A,smal,векнит
573,dicht::A,tät,тшӧк
574,dick[Gegenstand]::A,tjock,кыз
575,dünn::A,tunn,вӧснит
576,fein::A,fin,вӧснит
577,fest::A,fast,крепыт
578,flach::A,platt,лапкӧса
579,glatt::A,glatt,волькыт
580,hart::A,hård,чӧрыт
581,weich::A,mjuk,небыт
582,rund::A,rund,гӧгрӧса
583,spitz::A,toppig,ёся
584,spitz::A,spetsig,ёся
585,scharf::A,vass,лэчыт
586,scharf::A,skarp,лэчыт
587,stumpf::A,slö,ныж
588,schwer::A,tung,сьӧкыт
589,schön::A,skön,басӧк
590,schön::A,vacker,басӧк
591,heiß::A,het,жар
592,warm::A,varm,шоныт
593,kalt::A,kall,кӧдзыт
594,kühl::A,sval,сайкыт
595,kühl::A,kylig,сайкыт
596,frisch::A,färsk,виль
597,feucht::A,fuktig,вакодь
598,nass::A,våt,ва
599,trocken::A,torr,кӧс
600,voll::A,full,тыра
601,leer::A,tom,тыртӧм
602,offen::A,öppen,оссьӧм
603,geschlossen::A,stängd,игана
604,geschlossen::A,stängd,пӧдана
605,sauber::A,ren,сӧдз
606,sauber::A,ren,сӧстӧм
607,schmutzig::A,snuskig,нятьӧсь
608,roh::A,rå,путӧм
609,reif::A,mogen,кисьмалӧм
610,lecker::A,läcker,кӧра 
611,süß::A,söt,чӧскыт
612,bitter::A,besk,курыт
613,bitter::A,bitter,курыт
614,sauer::A,sur,шӧма 
615,hell::A,ljus,югыт
616,dunkel::A,mörk,пемыт
617,schwarz::A,svart,сьӧд
618,weiß::A,vit,чочком
619,rot::A,röd,гӧрд
620,gelb::A,gul,веж
621,blau::A,blå,лӧз
622,grün::A,grön,веж
623,grau::A,grå,руд
624,grau::A,grå,бусӧй
625,bunt::A,brokig,быдрӧма
626,billig::A,billig,донтӧм
627,teuer::A,dyr,дона
628,wertvoll::A,värdefull,дона
629,blind::A,blind,синтӧм
630,taub::A,döv,пельтӧм
631,kräftig::A,kraftig,вына
632,stark::A,stark,вына
633,schwach::A,svag,некодя
634,fett::A,fet,госа
635,schlank::A,slank,статя
636,hübsch::A,snygg,басӧк
637,hübsch::A,vacker,басӧк
638,böse::A,ond,лёк
639,böse::A,elak,лёк
640,dumm::A,dum,бӧбӧв
641,dumm::A,dum,вежӧртӧм
642,faul::A,lat,дыш
643,fleißig::A,flitig,уджалicь
644,geizig::A,snål,жикмӧра
645,geizig::A,snål,горшаліcь
646,geizig::A,girig,жикмӧра
647,geizig::A,girig,горшаліcь
648,klug::A,klok,авья
649,klug::A,klok,вежӧра
650,geschickt::A,händig,кипода
651,geschickt::A,skicklig,кипода
652,lieb::A,kär,муса
653,lieb::A,kär,дзулиньӧй
654,lieb::A,snäll,муса
655,lieb::A,snäll,дзулиньӧй
656,lustig::A,rolig,гажа
657,lustig::A,lustig,гажа
658,sanft::A,mild,лебезнӧй
659,hungrig::A,hungrig,тшыг
660,krank::A,sjuk,шогалiсь
661,nackt::A,naken,куш
662,traurig::A,ledsen,жугыль
663,traurig::A,sorgsen,жугыль
664,lebendig::A,levande,ловья
665,gut::A,bra,бур
666,schlecht::A,dålig,умӧль
667,richtig::A,riktig,
668,schlimm::A,illa,нештӧм
669,wahr::A,sann,
670,alt::A,gammal,важ
671,neu::A,ny,виль
672,ehemalig::A,forn,вӧвлӧм
673,ehemalig::A,tidigare,вӧвлӧм
674,alt[Lebewesen]::A,gammal,года
675,alt[Lebewesen]::A,gammal,годдэза
676,jung::A,ung,том
677,arm::A,fattig,гов
678,arm::A,fattig,беднӧй
679,reich::A,rik,эма
680,bekannt::A,känd,тӧдса
681,berühmt::A,berömd,
682,fremd::A,främmande,чужӧй
683,verschieden::A,åtskillig,быдкодь
684,nah::A,nära,матiсь
685,fern::A,fjärran,ылicь
686,linker::A,vänster,шульга
687,rechter::A,höger,веськытланись
688,anderer::A,annan,мукӧд
689,erster::A,första,медодзза
690,zweiter::A,andra,кыкӧт
691,dritter::A,tredje,куимӧт
692,dritter::A,tredje,куимӧдз
693,letzter::A,sist,бӧрья
694,letzter::A,sist,мёдбӧрья
695,allein::ADV,allena,
696,auf einmal::ADV,på en gång,тшӧтш
697,zusammen::ADV,tillsammans,ӧтлаын
698,lange::ADV,länge,дыр
699,plötzlich::ADV,plötsligt,друг
700,sofort::ADV,strax,тшӧтш
701,sofort::ADV,genast,тшӧтш
702,später::ADV,senare,медбӧрын
703,jetzt::ADV,nu,ӧні
704,heute::ADV,i dag,талун
705,morgen::ADV,i morgon,ашын
706,bald::ADV,snart,чожа
707,dann::ADV,då,сыбӧрын
708,gestern::ADV,i går,тӧн
709,einst::ADV,en gång,ӧтпыр
710,damals::ADV,då,сэк
711,damals::ADV,då,сэки
712,damals::ADV,den gången,сэк
713,damals::ADV,den gången,сэки
714,danach::ADV,därefter,сэсся
715,vorher::ADV,före,одзжык
716,vorher::ADV,förut,одзжык
717,zuerst::ADV,först,наперво
718,einmal::ADV,en gång,ӧтпыр
719,manchmal::ADV,ibland,мукӧдпыр
720,oft::ADV,ofta,-лы-
721,immer::ADV,alltid,быдпыр
722,immer::ADV,alltid,быдпырся
723,niemals::ADV,aldrig,некӧр
724,hier::ADV,här,татӧн
725,hierhin::ADV,hit,татчӧ
726,von hier::ADV,härifrån,тасянь
727,dort::ADV,där,сэтӧн
728,dorthin::ADV,dit,сэтчин
729,geradeaus::ADV,rätt fram,веськыта
730,vorwärts::ADV,fram,одзӧ
731,vorwärts::ADV,framåt,одзӧ
732,rückwärts::ADV,baklänges,бӧр
733,zurück::ADV,tillbaka,бӧр
734,unten::ADV,nere,увтын
735,unten::ADV,nedanför,увтын
736,hinab::ADV,ned,увтас
737,hinab::ADV,nedåt,увтас
738,oben::ADV,ovan,вевдӧрас
739,oben::ADV,ovanpå,вевдӧрас
740,hinauf::ADV,upp,вывлань
741,hinauf::ADV,upp,вывланьӧ
742,hinauf::ADV,uppåt,вывлань
743,hinauf::ADV,uppåt,вывланьӧ
744,überall::ADV,överallt,быдлан
745,nicht::ADV,ej,ог
746,nicht::ADV,inte,ог
747,ein wenig::ADV,litet,-ышт
748,ein wenig::ADV,litet,невна
749,kaum::ADV,knappt,ӧдва
750,kaum::ADV,knappast,ӧдва
751,sehr::ADV,mycket,вывтi
752,so::ADV,så,сiдз
753,noch::ADV,än,эшӧ
754,noch::ADV,ännu,эшӧ
755,nur::ADV,bara,только
756,nur::ADV,endast,только
757,schon::ADV,redan,ни
758,wieder::ADV,åter,бӧра
759,vergebens::ADV,förgäves,весись
760,vor::PRP,utanför,одзас
761,hinter::PRP,bakom,бӧрӧ
762,unter::PRP,under,увтын
763,durch::PRP,genom,пыр
764,durch::PRP,igenom,пыр
765,neben::PRP,bredvid,бокам
766,neben::PRP,bredvid,боксиным
767,neben::PRP,vid sidan av,бокам
768,neben::PRP,vid sidan av,боксиным
769,zwischen::PRP,mellan,коласас
770,wegen::PRP,på grund av,понда
771,dies::PRN,detta,эта
772,das::PRN,det,сiя
773,alles::PRN,allt,быдӧс
774,ich::PRN,jag,ме
775,du::PRN,du,тэ
776,er::PRN,han,сiя
777,wir::PRN,vi,мийӧ
778,ihr::PRN,ni,ті
779,sie::PRN,de,нія
780,was::FPRN,vad,мый
781,wer::FPRN,vem,кин
782,wo::FADV,var,кытӧн
783,wohin::FADV,vart,кытчӧ
784,wie::FADV,hur,дзик
785,warum::FADV,varför,мыля
786,warum::FADV,varför,мыйсянь
787,wieviel::FNUM,hur mycket,мымда
788,eins::NUM,en,ӧт
789,eins::NUM,ett,ӧт
790,zwei::NUM,två,кык
791,drei::NUM,tre,куим
792,vier::NUM,fyra,нёль
793,fünf::NUM,fem,вит
794,sechs::NUM,sex,квать
795,sieben::NUM,sju,сизим
796,acht::NUM,åtta,кыкьямыс
797,neun::NUM,nio,ӧкмыс
798,zehn::NUM,tio,дас
799,elf::NUM,elva,дасотік
800,zwölf::NUM,tolv,даскык
801,zwanzig::NUM,tjugo,кыкдас
802,dreißig::NUM,trettio,куимдас
803,vierzig::NUM,fyrtio,нёльдас
804,fünfzig::NUM,femtio,витдас
805,sechzig::NUM,sextio,кватьдас
806,siebzig::NUM,sjuttio,сизимдас
807,achtzig::NUM,åttio,кыкьямысдас
808,neunzig::NUM,nittio,ӧкмысдас
809,hundert::NUM,hundra,сто
810,tausend::NUM,tusen,тысяча
811,und::CNJ,och,и
812,und::CNJ,och,да
813,oder::CNJ,eller,или
814,stehen::V,stå,сулавны
815,sitzen::V,sitta,пукавны
816,liegen::V,ligga,куйлыны
817,hängen::V,hänga,ӧшавны
818,werden::V,bli,лоны
819,passieren::V,ske,аркмыны
820,passieren::V,hända,аркмыны
821,beginnen::V,börja,петны
822,enden::V,ända,-сь
823,enden::V,ända,бырны
824,wechseln::V,växla,вежсьыны
825,aufgehen[Sonne]::V,gå upp,петавны
