,Concept_ID,ar,te
338,Fußboden::N,أرضية,నేల
339,Tisch::N,مائدة,మేజా
340,Stuhl::N,كرسي,కుర్చీ
341,Wiege::N,مهد,ఉయ్యాల
342,Bett::N,سرير,పడక
343,Bett::N,سرير,మంచం
344,Regal::N,رف,అటక
345,Kiste::N,صندوق,వెట్టె
346,Fenster::N,شباك,కిటికి
347,Fenster::N,نافذة,కిటికి
348,Tür::N,باب,ద్వారము
349,Tor::N,بوابة,ద్వారము
350,Zaun::N,سياج,కంచె
351,Dach::N,سطح,ఇంటివైకప్పు
352,Leiter::N,سلم,నిచ్చెన
353,Besen::N,مكنسة,చీపురుకట్ట
354,Spaten::N,مسحاة,పాఱ
355,Schaufel::N,مجرفة,పాఱ
356,Gabel::N,شوكة,ముండ్లగరిటె
357,Löffel::N,ملعقة,గరిటె
358,Messer::N,سكين,కత్తి
359,Nagel::N,مسمار,మేకు
360,Netz::N,شبكة,వల
361,Haken::N,خطاف,కొక్కెము
362,Haken::N,صنارة,కొక్కెము
363,Griff::N,قبضة,పిడి
364,Schloss::N,قفل,తాళము
365,Bild::N,صورة,చిత్రము
366,Figur::N,تمثال,రూపము
367,Puppe::N,دمية,బొమ్మ
368,Beutel::N,كيس,సంచి
369,Bündel::N,ربطة,మూట
370,Tasche::N,شنطة,సంచి
371,Tasche::N,محفظة,సంచి
372,Eimer::N,سطل,చేద
373,Eimer::N,جردل,చేద
374,Deckel::N,سداد,మూత
375,Geschirr::N,أوان,వంటకాలు
376,Sack::N,زكيبة,గోనెసంచి
377,Tasse::N,فنجان,గిన్నె
378,Topf::N,قدر,కుండ
379,Topf::N,طنجرة,కుండ
380,Kessel::N,قدر,నీరుకాచుపాత్ర
381,Kessel::N,غلاية,నీరుకాచుపాత్ర
382,Essen::N,طعام,ఆహారము
383,Nahrung::N,غذاء,ఆహారము
384,Speise::N,أكل,ఆహారము
385,Fleisch::N,لحم,మాంసము
386,Getreide::N,حبوب,ధాన్యము
387,Brei::N,عصيدة,గుజ్జు
388,Brot::N,خبز,రొట్టె
389,Scheibe::N,شريحة,బద్ద
390,Fett::N,سمن,క్రొవ్వు
391,Butter::N,زبدة,వెన్న
392,Öl::N,زيت,నూనె
393,Salz::N,ملح,ఉప్పు
394,Suppe::N,حساء,చారు
395,Suppe::N,شربة,చారు
396,Honig::N,عسل,తెనె
397,Milch::N,حليب,పాలు
398,Tee::N,شاي,తేనీరు
399,Leder::N,جلد,బాగుచేసివతోలు
400,Wolle::N,صوف,ఉన్ని
401,Stoff::N,قماش,బట్ట
402,Nadel::N,إبرة,సూది
403,Faden::N,خيط,దారము
404,Knopf::N,زر,బొత్తాము
405,Knoten::N,عقدة,ముడి
406,Farbe::N,صبغة,రంగు
407,Kleidung::N,ملابس,బట్టలు
408,Hemd::N,قميص,చొక్కాయ
409,Kragen::N,ياقة,మాల
410,Ärmel::N,كم,చొక్కాయచెయ్యి
411,Hose::N,سروال,ఇజారు
412,Hose::N,بنطلون,ఇజారు
413,Gürtel::N,حزام,పటకా
414,Mütze::N,طاقية,టోపి
415,Schuh::N,حذاء,పాదరక్ష
416,Stiefel::N,جزمة,బూటు
417,Stiefel::N,حذاء طويل,బూటు
418,Ring::N,حلقة,ఉంగరము
419,Band::N,شريط,నాడా
420,Kamm::N,مشط,దువ్వెన
421,Spiegel::N,مرآة,అద్దము
422,Riemen::N,سير,వాడా
423,Schnur::N,حبل,దారము
424,Schnur::N,دوبارة,దారము
425,Leine::N,قيد,వారు
426,Decke::N,بطانية,కంబళి
427,Kissen::N,وسادة,తలగడ
428,Tuch::N,منديل,బట్ట
429,Handtuch::N,فوطة,తువాలు
430,Handtuch::N,منشفة,తువాలు
431,Kraft::N,قدرة,బలము
432,Stärke::N,قوة,శక్తి
433,Gesundheit::N,صحة,ఆరోగ్యము
434,Krankheit::N,مرض,రోగము
435,Schmerz::N,ألم,నొప్పి
436,Schmerz::N,وجع,నొప్పి
437,Wunde::N,جرح,గాయము
438,Fieber::N,حمى,జ్వరము
439,Arznei::N,دواء,మందు
440,Brücke::N,جسر,వంతెన
441,Brunnen::N,بئر,బావి
442,Brunnen::N,بئر,కూపము
443,Brunnen::N,بئر,నుయ్యి
444,Weide::N,مرعى,పచ్చికబయలు
445,Pfad::N,درب,కాలిత్రోవ
446,Weg::N,سكة,మార్గము
447,Straße::N,طريق,బాట
448,Dorf::N,قرية,గ్రామము
449,Stadt::N,مدينة,పట్టణము
450,Brief::N,خطاب,జాబు
451,Brief::N,مكتوب,జాబు
452,Buch::N,كتاب,పుస్తకము
453,Buchstabe::N,حرف,అక్షరము
454,Zeitung::N,جريدة,వార్తాపత్రిక
455,Leben::N,عيش,ప్రాణము
456,Leben::N,حياة,ప్రాణము
457,Tod::N,موت,మరణము
458,Tod::N,وفاة,మరణము
459,Grab::N,قبر,సమాధి
460,Kirche::N,كنيسة,క్రెస్తవులగుడి
461,Sünde::N,خطيئة,పాపము
462,Gott::N,إله,దేవుడు
463,Arbeiter::N,عامل,పనిపాటుచేశేవాడు
464,Chef::N,رئيس,యజమానుడు
465,Meister::N,أسطى,కళాకారుడు
466,Arzt::N,طبيب,వైద్యుడు
467,Lehrer::N,مدرس,ఉపాధ్యాయుడు
468,Geld::N,نقود,ద్రవ్యము
469,Geschäft::N,صفقة,వ్యాపారము
470,Laden::N,دكان,అంగడి
471,Preis::N,سعر,వెల
472,Ware::N,بضاعة,సరకులు
473,Nutzen::N,فائدة,ప్రయోజనము
474,Reichtum::N,غنى,ధనము
475,Reichtum::N,ثروة,ధనము
476,Welt::N,عالم,ప్రపంచము
477,Welt::N,دنيا,ప్రపంచము
478,Land::N,بلد,దేశము
479,Staat::N,دولة,రాజ్యము
480,König::N,ملك,రాజు
481,Macht::N,سلطة,అధికారము
482,Grenze::N,حدود,సరిహద్దు
483,Krieg::N,حرب,యుద్ధము
484,Feind::N,عدو,శత్రువు
485,Gewalt::N,عنف,దౌర్జన్యము
486,Kampf::N,قتال,పోట్లాట
487,Bogen[Waffe]::N,قوس,విల్లు
488,Pfeil::N,سهم,బాణము
489,Gewehr::N,بندقية,తుపాకి
490,Fehler::N,خطأ,తప్ప
491,Lüge::N,كذب,అసత్యము
492,Schaden::N,تلف,నష్టము
493,Unglück::N,نحس,దురదృష్టము
494,Schuld::N,ذنب,తప్పు
495,Alter::N,سن,వయస్సు
496,Alter::N,عمر,వయస్సు
497,Schluss::N,ختام,ముగింపు
498,Schluss::N,نهاية,ముగింపు
499,Zeit::N,وقت,కాలము
500,Tag::N,يوم,దినము
501,Morgen::N,صباح,ఉదయము
502,Mittag::N,ظهر,మధ్యాహ్నము
503,Abend::N,مساء,సాయంకాలము
504,Nacht::N,ليلة,రత్రి
505,Woche::N,أسبوع,వారము
506,Monat::N,شهر,నెల
507,Jahr::N,عام,సంవత్సరము
508,Jahr::N,سنة,సంవత్సరము
509,Frühling::N,ربيع,వసంతకాలము
510,Sommer::N,صيف,వేసవికాము
511,Herbst::N,خريف,ఆకురాలుకాలము
512,Winter::N,شتاء,శీతకాలము
513,Januar::N,يناير,జనవరి
514,Januar::N,كانون الثاني,జనవరి
515,Februar::N,شباط,ఫిబ్రవరి
516,Februar::N,فبراير,ఫిబ్రవరి
517,März::N,آذار,మార్చి
518,März::N,مارس,మార్చి
519,April::N,نيسان,ఏప్రిలు
520,Mai::N,مايو,మే
521,Juni::N,يونيو,జూన్
522,Juni::N,حزيران,జూన్
523,Juli::N,تموز,జూలై
524,Juli::N,يوليو,జూలై
525,August::N,آب,ఆగస్టు
526,August::N,أغسطس,ఆగస్టు
527,September::N,أيلول,సెప్ఠెంబరు
528,September::N,سبتمبر,సెప్ఠెంబరు
529,Oktober::N,أكتوبر,అక్టోబరు
530,Oktober::N,تشرين الأول,అక్టోబరు
531,November::N,نوفمبر,నవంబరు
532,November::N,تشرين الثاني,నవంబరు
533,Dezember::N,ديسمبر,డిసెంబర్
534,Dezember::N,كانون الأول,డిసెంబర్
535,Montag::N,يوم الاثنين,సోమవారము
536,Dienstag::N,يوم الثلاثاء,మంగళవారము
537,Mittwoch::N,يوم الأربعاء,బుధవారము
538,Donnerstag::N,يوم الخميس,గురువారము
539,Freitag::N,يوم الجمعة,శుక్రవారము
540,Samstag::N,يوم السبت,శనివారము
541,Sonntag::N,يوم الأحد,ఆదివారము
542,groß::A,كبير,గొప్పైన
543,klein::A,صغير,చిన్న
544,lang::A,طويل,పొడుగాటి
545,kurz::A,قصير,పొట్టి
546,breit::A,واسع,వెడల్పైన
547,schmal::A,ضيق,ఇఱుకైన
548,dicht::A,كث,దట్టమైన
549,dicht::A,كثيف,దట్టమైన
550,dick[Gegenstand]::A,غليظ,దట్టమైన
551,dünn::A,رفيع,పలుచని
552,fein::A,رقيق,నాజాకైన
553,fest::A,متين,దృడమైవ
554,flach::A,سهل,చదువైన
555,flach::A,منبسط,చదువైన
556,glatt::A,ناعم,నున్నని
557,hart::A,صلب,కఠినమైన
558,hart::A,جامد,కఠినమైన
559,weich::A,لين,మృదువైన
560,rund::A,مستدير,గుండ్రని
561,spitz::A,مدبب,మొనగల
562,scharf::A,حاد,పదనైన
563,stumpf::A,ثالم,వాడిలేని
564,schwer::A,ثقيل,బరువ్తెన
565,schön::A,جميل,సుందరమైన
566,heiß::A,حار,వేడియైన
567,heiß::A,ساخن,వేడియైన
568,warm::A,دافئ,వెచ్చని
569,kalt::A,بارد,చల్లని
570,kühl::A,قر,చల్లని
571,frisch::A,طازج,తాజాయైన
572,feucht::A,رطب,చెమ్మగానున్న
573,nass::A,مبلول,తడిగామన్న
574,trocken::A,جاف,ఎండిన
575,voll::A,ملء,నిండు
576,leer::A,خال,శూన్యమైన
577,leer::A,فارغ,శూన్యమైన
578,offen::A,مفتوح,తెఱచియున్న
579,geschlossen::A,مغلق,మూసిన
580,sauber::A,نظيف,పరిశుద్ధమైన
581,schmutzig::A,قذر,ముఱికియైన
582,roh::A,نيء,పచ్చి
583,reif::A,ناضج,పండివ
584,lecker::A,لذيذ,రుచి గల
585,süß::A,حلو,తియ్యని
586,bitter::A,مر,చేదైన
587,sauer::A,حامض,పుల్లని
588,hell::A,نير,కాంతిగల
589,dunkel::A,مظلم,చీకటియైన
590,schwarz::A,أسود,నల్లని
591,weiß::A,أبيض,తెలుపు
592,rot::A,أحمر,ఎఱ్ఱని
593,gelb::A,أصفر,పసుపు పచ్చ
594,blau::A,أزرق,నీలవర్ణము
595,grün::A,أخضر,ఆకుపచ్చని
596,grau::A,رمادي,నెరిసిన
597,bunt::A,ملوب,రంగేలీ
598,billig::A,رخيص,చౌకయైన
599,teuer::A,غال,వెలపొడుగైన
600,wertvoll::A,ثمين,విలుప్తెన
601,blind::A,أعمى,గ్రుడ్డి
602,taub::A,أصم,చెవిటి
603,taub::A,أطرش,చెవిటి
604,kräftig::A,قوي,శక్తి గల
605,stark::A,قوي,బలమైన
606,schwach::A,ضعيف,బలహీనమైన
607,fett::A,سمين,క్రొవ్విన
608,schlank::A,أهيف,సన్నని
609,hübsch::A,جميل,సాగప్తెన
610,böse::A,رديء,చెడ్డ
611,dumm::A,أبله,తెలివిలేని
612,dumm::A,أحمق,తెలివిలేని
613,faul::A,كسلان,సోమరియైన
614,fleißig::A,مجتهد,శ్రద్దగల
615,geizig::A,بخيل,పిసినారియైన
616,klug::A,ذكي,తెలివిగల
617,klug::A,عاقل,తెలివిగల
618,geschickt::A,ماهر,నిపుణతగల
619,lieb::A,عزيز,ప్రియమైన
620,lustig::A,مرح,ఉల్లాసము గల
621,sanft::A,حليم,సాధువైన
622,hungrig::A,جائع,ఆకలిగొనిన
623,krank::A,مريض,వ్యాధిగల
624,nackt::A,عار,దిగంబరమైన
625,traurig::A,حزين,విచారముగల
626,lebendig::A,حي,ప్రాణముతో నున్న
627,gut::A,جيد,మంచి
628,schlecht::A,سيء,చెడ్డ
629,richtig::A,صحيح,సరియైన
630,schlimm::A,خبيث,అసహ్యమైన
631,wahr::A,حق,నిజమైన
632,alt::A,قديم,ముసలి
633,neu::A,جديد,క్రొత్త
634,ehemalig::A,سابق,పూర్వపు
635,alt[Lebewesen]::A,مسن,ముసలి
636,jung::A,شاب,పసి
637,jung::A,صغير,పసి
638,arm::A,فقير,బీద
639,reich::A,غني,ధనవంతుడైన
640,bekannt::A,معلوم,తెలిసిన
641,berühmt::A,مشهور,ప్రపిద్దికెక్కివ
642,fremd::A,أجنبي,అన్యమైన
643,verschieden::A,مختلف,భేదమైన
644,nah::A,قريب,దగ్గఱనున్న
645,fern::A,بعيد,దూరమందున్న
646,linker::A,يسار,ఎడమప్రక్కగ
647,rechter::A,يمين,కుడి
648,anderer::A,آخر,వేఱ్తెన
649,erster::A,أول,మొదటి
650,zweiter::A,ثان,రెండన
651,dritter::A,ثالث,మూడో
652,letzter::A,أخير,కడపటి
653,allein::ADV,وحده,ఒంటిగా
654,auf einmal::ADV,بالمرة,హరాత్తుగ
655,zusammen::ADV,معا,కలిసి
656,lange::ADV,مدة طويلة,బహుకాలము
657,plötzlich::ADV,فجأة,హరాత్తుగ
658,sofort::ADV,حالا,తక్షణము
659,sofort::ADV,فورا,తక్షణము
660,später::ADV,فيما بعد,ఇటీవలి
661,jetzt::ADV,الآن,ఇప్పుడు
662,jetzt::ADV,حاليا,ఇప్పుడు
663,heute::ADV,اليوم,నేడు
664,morgen::ADV,غدا,ఱేపు
665,bald::ADV,قريبا,శీఘ్రముగ
666,dann::ADV,ثم,అప్పుడు
667,gestern::ADV,أمس,నిన్నటి దినము
668,gestern::ADV,البارحة,నిన్నటి దినము
669,einst::ADV,قديما,పూర్వమొకప్పుడు
670,damals::ADV,حينئذ,అప్పుడు
671,danach::ADV,ثم,అప్పుడు
672,danach::ADV,بعد ذلك,అప్పుడు
673,vorher::ADV,من قبل,ఎదుట
674,vorher::ADV,قبل ذلك,ఎదుట
675,zuerst::ADV,أولا,మొదటిలో
676,einmal::ADV,مرة,ఒకసారి
677,manchmal::ADV,أحيانا,అప్పటప్పటికి
678,oft::ADV,كثيرا,తఱచుగా
679,immer::ADV,دائما,ఎల్లప్పుడు
680,niemals::ADV,لا أبدا,ఎప్పుడునులేదు
