,Concept_ID,xal,vep
790,alles::PRN,цуһар,kaik
791,ich::PRN,би,minä
792,du::PRN,чи,sinä
793,er::PRN,тер,hän
794,wir::PRN,мадн,mö
795,ihr::PRN,та,tö
796,sie::PRN,тедн,hö
797,was::FPRN,юн,mi
798,wer::FPRN,кен,ken
799,wo::FADV,хама,kus
800,wohin::FADV,хамаран,kuna
801,wie::FADV,яһҗ,kut
802,wie::FADV,яһҗ,mit'
803,wie::FADV,яһад,kut
804,wie::FADV,яһад,mit'
805,warum::FADV,юңгад,mikš
806,wieviel::FNUM,кедү,äjak
807,wieviel::FNUM,кедү,kuverz'
808,eins::NUM,негн,üks'
809,zwei::NUM,хойр,kaks'
810,drei::NUM,һурвн,koume
811,vier::NUM,дөрвн,nel'l'
812,fünf::NUM,тавн,viž
813,sechs::NUM,зурһан,kuz'
814,sieben::NUM,долан,seičeme
815,acht::NUM,нәәмн,kahesa
816,neun::NUM,йисн,ühesa
817,zehn::NUM,арвн,kümne
818,elf::NUM,арвн негн,üks'toštkümne
819,zwölf::NUM,арвн хойр,kaks'toštkümne
820,zwanzig::NUM,хөрн,kaks'kümne
821,dreißig::NUM,һучн,koumekümne
822,vierzig::NUM,дөчн,nel'l'kümne
823,fünfzig::NUM,тәвн,vižkümne
824,sechzig::NUM,җирн,kuz'kümne
825,siebzig::NUM,далн,seičemekümne
826,achtzig::NUM,найн,kahesakümne
827,neunzig::NUM,йирн,ühesakümne
828,hundert::NUM,зун,sada
829,tausend::NUM,миңһн,tuha
830,und::CNJ,болн,i
831,und::CNJ,болн,da
832,oder::CNJ,эс гиҗ,vai
833,oder::CNJ,эс гихлә,vai
834,stehen::V,зогсх,seišta
835,sitzen::V,суух,ištta
836,liegen::V,кевтх,venuda
837,hängen::V,өлгәтә бәәх,ripta
838,werden::V,болх,lindä
839,werden::V,болх,tehtas
840,passieren::V,болх,ozaitas
841,beginnen::V,эклх,augotadas
842,enden::V,төгсх,loptas
843,wechseln::V,хүврх,vajehtadas
844,aufgehen[Sonne]::V,һарх,nousta
845,untergehen[Sonne]::V,орх,lasktas
846,untergehen[Sonne]::V,сүүрлх,lasktas
847,scheinen[Sonne]::V,герлтх,paštta
848,donnern::V,күрҗңнх,juraita
849,wehen::V,сальклх,dölta
850,wehen::V,сальклх,puhuda
851,strömen::V,һооҗх,valadas
852,fließen::V,урсх,valuda
853,sich drehen::V,эргх,punotas
854,schwanken::V,дәәвлх,čibuda
855,schwingen::V,нәәхлх,čibuda
856,fallen::V,унх,langeta
857,fallen::V,киисх,langeta
858,brennen::V,шатх,pallada
859,rauchen::V,ута һарһх,savustada
860,regnen::V,орх,vihmda
861,gefrieren::V,мөстх,jäduda
862,gefrieren::V,мөстх,kül'mdä
863,tauen::V,хәәлх,sulada
864,schmelzen::V,хәәлх,sulada
865,schmelzen::V,хәәлгдх,sulada
866,trocknen::V,эврх,kuida
867,trocknen::V,эврх,kuivehtuda
868,sieden::V,буслх,kehuda
869,faulen::V,үмкәрх,hapata
870,faulen::V,үмкәрх,traudäs
871,verfaulen::V,илҗрх,hapata
872,reißen::V,тасрх,rebita
873,versinken::V,чивх,upota
874,vergehen::V,болх,mända
875,erscheinen::V,һарх,ozutadas
876,verschwinden::V,уга болх,hajeta
877,sinken::V,татгдх,väheta
878,sinken::V,татгдх,lasktas
879,abnehmen::V,хасгдх,peneta
880,zunehmen::V,өсх,ližaduda
881,steigen::V,немх,nousta
882,wachsen::V,өсх,kazda
883,wachsen::V,урһх,kazda
884,glänzen::V,гилвкх,loštta
885,funkeln::V,цәклх,hoštta
886,lärmen::V,шууглдх,robaita
887,läuten::V,хоңх,judaita
888,klingeln::V,җиңнулх,kelotada
889,klirren::V,җиңнх,biraita
890,brausen::V,догшрхх,bruncta
891,rauschen::V,сарҗңнх,šobaita
892,klingen::V,ә һарх,heläita
893,bellen::V,хуцх,nutta
894,heulen::V,уульх,ulaita
895,blasen::V,үләх,puhuda
896,pfeifen::V,ишкрх,pistta
897,pfeifen::V,ишкрх,vihelta
898,schreien::V,хәәкрх,kirkta
899,schreien::V,хәәкрх,kidastada
900,stöhnen::V,түңшх,ohkta
901,stöhnen::V,түңшх,voivotada
902,zittern::V,дагҗннх,säraita
903,leben::V,бәәх,eläda
904,geboren werden::V,төрх,sünduda
905,atmen::V,әмсхлх,henktä
906,trinken::V,уух,joda
907,essen::V,идх,söda
908,schlucken::V,зальгх,lainata
909,müde werden::V,көшх,väzuda
910,müde werden::V,көшх,šuštuda
911,einschlafen::V,унтх,uinota
912,schlafen::V,нөөрсх,magata
913,schlafen::V,нөөрсх,nukkuda
914,aufwachen::V,серх,heraštuda
915,aufstehen::V,босх,nousta
916,sich erholen::V,амрх,lebaitas
917,krank werden::V,гемтх,läžegata
918,krank sein::V,шалтглх,läžuda
919,schmerzen::V,өвдх,kibištada
920,husten::V,ханях,rügda
921,genesen::V,эдгх,tervehtuda
922,sterben::V,үкх,kolda
923,sterben::V,өңгрх,kolda
924,umkommen::V,үкх,kolda
925,sich bewegen::V,көдлх,likkuda
926,sich bewegen::V,көндрх,likkuda
927,sich rühren::V,көндрх,likahtada
928,sich rühren::V,көндрх,kubahtada
929,sich erheben::V,босх,nousta
930,sich setzen::V,суух,išttas
931,hinfallen::V,унх,langeta
932,hinfallen::V,киисх,langeta
933,laufen::V,йовх,kävuda
934,schreiten::V,алхх,astta
935,schreiten::V,алхх,haškta
936,spazierengehen::V,сергҗ йовх,kävelta
937,eilen::V,шулудх,kiruhtada
938,sich beeilen::V,адһх,kiruhtada
939,sich beeilen::V,шамдх,kiruhtada
940,sausen::V,хурдлх,fun'urta
941,sausen::V,йир_хурдар_гүүх,fun'urta
942,sausen::V,йир_хурдар_йовх,fun'urta
943,rennen::V,гүүх,joksta
944,springen::V,һәрәдх,hüptä
945,klettern::V,давшх,libuda
946,schaukeln::V,дүүдңндх,čibuda
947,kriechen::V,мөлкх,ličtas
948,schwimmen::V,усчх,ujuda
949,tauchen::V,булхх,čukautas
950,rudern::V,хәәвдх,souta
951,fahren::V,йовх,ajada
952,fahren::V,йовх,ajelda
953,fliegen::V,нисх,leta
954,gehen::V,йовх,mända
955,gehen::V,йовх,kävuda
956,weggehen::V,йовх,päzda
957,weggehen::V,йовх,lähtta
958,weggehen::V,одх,päzda
959,weggehen::V,одх,lähtta
960,weggehen::V,һарх,päzda
961,weggehen::V,һарх,lähtta
962,weggehen::V,мөрлх,päzda
963,weggehen::V,мөрлх,lähtta
964,abfahren::V,мордх,tönduda
965,anhalten::V,зогсх,seižutadas
966,hineingehen::V,орх,mända südäimehe
967,eintreten::V,орх,tulda
968,kommen::V,ирх,tulda
969,ankommen::V,ирх,tulda
970,zurückkommen::V,орх,pörtas
971,bleiben::V,бәәх,jäda
972,warten::V,күләх,varastada
973,erwarten::V,күләх,varastada
974,suchen::V,хәәх,ectä
975,finden::V,олх,löuta
976,versuchen::V,седх,ladida
977,versuchen::V,седх,rohkaita
978,vorbereiten::V,белдх,vaumita
979,lieben::V,дурлх,armastada
980,mögen::V,таассгдх,navedida
981,lachen::V,инәх,nagrda
982,rühren::V,уйрах,likutada
983,weinen::V,уульх,itkta
984,schimpfen::V,харах,laidas
985,schimpfen::V,харах,pačatada
986,sich ärgern::V,уурлх,rändüda
987,sich fürchten::V,әәх,varaita
988,fürchten::V,әәх,varaita
989,fürchten::V,сүрдх,varaita
990,fliehen::V,зулх,pageta
991,flüchten::V,орһх,pageta
992,flüchten::V,орһх,joksta
993,flüchten::V,зулх,pageta
994,flüchten::V,зулх,joksta
995,sehen::V,үзх,nähta
996,anschauen::V,харх,kacta
997,ansehen::V,хәләх,kacta
998,ansehen::V,үзх,kacta
999,hören::V,соңсх,kulda
1000,zuhören::V,соңсх,kundeltas
1001,probieren::V,амсх,mujada
1002,riechen::V,үнрчлх,rižada
1003,fühlen::V,медх,mujada
1004,scheinen::V,болҗ медгдх,näguda
1005,scheinen::V,миниһәр болхла,näguda
1006,scheinen::V,болад бәәх,näguda
1007,zu sehen sein::V,үзгдх,näguda
1008,vernehmen::V,соңсх,kulištada
1009,frieren::V,даарх,kül'mdä
1010,tun::V,кех,tehta
1011,können::V,чадх,voida
1012,können::V,чадх,mahtta
1013,wollen::V,дурлх,himoita
1014,wollen::V,дурлх,tahtoida
1015,anfangen::V,эклх,zavottä
1016,anfangen::V,эклх,augotada
1017,beenden::V,дуусх,loptä
1018,aufhören::V,уурх,loptas
1019,gelingen::V,бүтх,lähtta
1020,gelingen::V,бүтх,tehtas
1021,gelingen::V,күцәх,lähtta
1022,gelingen::V,күцәх,tehtas
1023,geraten::V,болх,tulda
1024,öffnen::V,секх,avaita
1025,schließen::V,хаах,saubata
1026,stellen::V,тәвх,panda
1027,stellen::V,тәвх,seižutada
1028,setzen::V,суулһх,ištutada
1029,legen::V,тәвх,panda
1030,berühren::V,көндәх,koskta
1031,berühren::V,көндәх,käziduda
1032,verbinden::V,боох,ühtenzoitta
1033,bedecken::V,хучх,katta
1034,bedecken::V,хучх,peitta
1035,bedecken::V,бүркх,katta
1036,bedecken::V,бүркх,peitta
1037,aufhängen::V,өлгх,riputada
1038,anzünden::V,асах,sütutada
1039,anzünden::V,шатах,sütutada
1040,aufheben::V,өөдән өргх,leta
1041,zurücklassen::V,үлдәх,jätta
1042,verlieren::V,геех,kadotada
1043,fallen lassen::V,алдх,kirbotada
1044,machen::V,кех,säta
1045,machen::V,кех,tehta
1046,herstellen::V,кех,tehta
1047,bauen::V,тосхх,leta
1048,bauen::V,тосхх,sauda
1049,reparieren::V,ясх,koheta
1050,verbessern::V,сәәрүлх,paremboita
1051,ändern::V,хүврәх,vajehtada
1052,graben::V,малтх,kaida
1053,graben::V,малтх,čongoida
1054,beugen::V,нуһлх,koverta
1055,biegen::V,матилһх,painda
1056,drehen::V,эргүлх,punotada
1057,wenden::V,көмрх,käta
1058,wenden::V,көмрх,kärauta
1059,wenden::V,эргүлх,käta
1060,wenden::V,эргүлх,kärauta
1061,umdrehen::V,эргүлх,käta
1062,heben::V,өргх,leta
1063,heben::V,деер өргх,leta
1064,hochheben::V,өргх,libutada
1065,ergreifen::V,бәрх,tabata
1066,halten::V,бәрх,pidada
1067,drücken::V,шахх,painda
1068,schieben::V,түлкх,žigutada
1069,kratzen::V,мааҗх,künstä
1070,lecken::V,долах,nolda
1071,beißen::V,хазх,purda
1072,beißen::V,хазх,hambastada
1073,abreißen::V,таслх,ratketa
1074,abschneiden::V,тәәрх,čapata
1075,abschneiden::V,тәәрх,leikata
1076,binden::V,боох,sidoda
1077,stecken::V,шаах,čokaita
1078,stecken::V,хатхх,čokaita
1079,brechen::V,хамхлх,katkaita
1080,klopfen::V,цокх,kolkotada
1081,hauen::V,цокх,löda
1082,kleben::V,наах,klejata
1083,reiben::V,зүлгх,hosta
1084,reiben::V,зүлгх,törkita
1085,reiben::V,зүлгх,jorotada
1086,streichen::V,наах,voita
1087,streichen::V,лашх,voita
1088,streichen::V,түркх,voita
1089,schleifen::V,хурцлх,hijoida
1090,schleifen::V,хурцлх,teravzoitta
1091,schneiden::V,хәәчлх,leikata
1092,rütteln::V,дәәвлүлх,heilutada
1093,schütteln::V,сегсрх,pudištada
1094,schwenken::V,дайлх,maihutada
1095,schütten::V,кех,valada
1096,füllen::V,дүүргх,täutta
1097,einwickeln::V,орах,kärdä
1098,tragen::V,зөөх,kantta
1099,tragen::V,зөөх,kandišta
1100,schleppen::V,чирх,vedätada
1101,ziehen::V,татх,vedada
1102,aufbewahren::V,хадһлх,kaita
1103,werfen::V,хайх,čuta
1104,werfen::V,хайх,tactä
1105,fangen::V,бәрх,püta
1106,fangen::V,хавлх,püta
1107,packen::V,бәрх,tabata
1108,verstecken::V,дүрх,peitta
1109,verstecken::V,бултулх,peitta
1110,teilen::V,хувах,jagada
1111,schicken::V,илгәх,oigeta
1112,bringen::V,авч ирх,veda
1113,hinzufügen::V,немх,ližata
1114,bekommen::V,авх,sada
1115,erhalten::V,авх ,sada
1116,nehmen::V,авх,otta
1117,wählen::V,шүүх,valita
1118,auswählen::V,шүүх,valita
1119,bewahren::V,хадһлх,kaita
1120,bewahren::V,кевтнь үлдәх,kaita
1121,bewahren::V,кевтнь бәәлһх,kaita
1122,behindern::V,харшлх,telustada
1123,verderben::V,үрәх,travida
1124,beschädigen::V,эвдх,satatada
1125,zerbrechen::V,күүлх,mureta
1126,zerbrechen::V,хамхлх,mureta
1127,zerreißen::V,шуучх,rebitada
1128,zerstören::V,эвдх,mureta
1129,verbrennen::V,шатах,poltta
1130,geben::V,өгх,antta
1131,reichen::V,өгх,antta
1132,schenken::V,белглх,lahjoita
1133,versprechen::V,амлх,toivotada
1134,wünschen::V,сә хәәх,toivotada
1135,loben::V,магтх,kitta
1136,küssen::V,үмсх,tervehtada
1137,wiegen::V,саатулх,likutada
1138,zudecken::V,бүркх,katta
1139,wecken::V,серүлх,noustatada
1140,zeigen::V,үзүлх,ozutada
1141,führen::V,көтлх,astutada
1142,lehren::V,заах,opeta
1143,lehren::V,сурһх,opeta
1144,unterrichten::V,сурһх,opeta
1145,unterrichten::V,багшлх,opeta
1146,aufziehen::V,өскәх,kazvatada
1147,leiten::V,һардх,ohjata
1148,leiten::V,толһалх,ohjata
1149,antreiben::V,шамдах,rigehtoitta
1150,lassen::V,күч үзүлх,käskta
1151,einladen::V,үрх,kucta
1152,vereinigen::V,хамцулх,ühtenzoitta
1153,besuchen::V,одх,rižada
1154,treffen::V,харһх,vastata
1155,sich versammeln::V,цуглрх,kägeta
1156,sich versammeln::V,цуглрх,sätas
1157,sich versammeln::V,хурх,kägeta
1158,sich versammeln::V,хурх,sätas
1159,spielen::V,наадх,väta
1160,singen::V,дуулх,pajatada
1161,tanzen::V,биилх,kargaita
1162,sich trennen::V,хаһцх,erigata
1163,verlassen::V,хайх,jätta
1164,retten::V,әм аврх,päzutada
1165,retten::V,әәмшгәс харсх,päzutada
1166,bewachen::V,харх,varjoita
1167,bewachen::V,манх,varjoita
1168,schützen::V,харсх,kaita
1169,verteidigen::V,харсх,kaita
1170,sich schlagen::V,гүвдлдх,torata
1171,schießen::V,хах,ampta
1172,siegen::V,диилх,vägestada
1173,ärgern::V,уурлулх,verdutada
1174,ärgern::V,уурлулх,rändütada
1175,schlagen::V,цокх,löda
1176,schlagen::V,цокх,iškta
1177,schlagen::V,гүвдх,löda
1178,schlagen::V,гүвдх,iškta
1179,stechen::V,хатхх,pystiä
1180,stoßen::V,түлкчкх,iškta
1181,stoßen::V,түлкчкх,pudištada
1182,stehlen::V,хулхалх,vargastada
1183,stören::V,һә болх,keskustada
1184,belästigen::V,амр эс өгх,tartuteldas
1185,verbergen::V,нуух,katelda
1186,verbergen::V,бултулх,katelda
1187,täuschen::V,меклх,manitada
1188,betrügen::V,меклх,manitada
1189,betrügen::V,мек һарһх,manitada
1190,töten::V,алх,rikta
1191,töten::V,алх,surmita
1192,wohnen::V,бәәх,eläda
1193,arbeiten::V,көдлх,rata
1194,sammeln::V,түүх,kogota
1195,pflücken::V,түүх,poimda
1196,pflücken::V,хурах,poimda
1197,jagen::V,аңнх,mecata
1198,jagen::V,аңһучлх,mecata
1199,fischen::V,заһс аңнх,kalatada
1200,fassen::V,бәрх,tabata
1201,hüten::V,хәрүлх,paimeta
1202,treiben::V,туух,ajada
1203,anbinden::V,уйх,küttestada
1204,anbinden::V,уйх,sidoda
1205,füttern::V,теҗәх,sötta
1206,melken::V,саах,lüpsta
1207,hacken::V,чавчх,sauda
1208,gießen::V,услх,valada
1209,reifen::V,болх,küpseta
1210,reifen::V,болвсрх,küpseta
1211,zubereiten::V,белдх,vaumištada
1212,kochen::V,чанх,keitta
1213,kochen::V,болһх,keitta
1214,backen::V,болһх,paštta
1215,braten::V,хуурх,žarda
1216,umrühren::V,самрх,segoitada
1217,stricken::V,өлгх,kudoda
1218,nähen::V,уйх,ombelta
1219,färben::V,будх,mujutada
1220,reinigen::V,цеврлх,puhtastada
1221,waschen::V,уһах,pesta
1222,abwischen::V,арчх,pühktä
1223,spülen::V,зәәлх,huhtoida
1224,fegen::V,сәвүрдх,pühkta
1225,kehren::V,сәвүрдх,uhoita
1226,baden::V,өөмх,kül'ptäs
1227,sich waschen::V,уһах,pestas
1228,sich waschen::V,бийән уһаҗ,pestas
1229,ausziehen::V,тәәлх,riičta
1230,ausziehen::V,тәәлх,rušta
1231,anziehen::V,өмсх,panda päle
1232,anziehen::V,өмсх,panda kädehe
1233,anziehen::V,өмсх,panda jaugha
1234,sich anziehen::V,хувцлх,sobdas
1235,kämmen::V,самлх,harjata
1236,schmücken::V,чимх,čomitada
1237,schmücken::V,кеерүлх,čomitada
1238,sagen::V,келх,sanuda
1239,sprechen::V,келх,pagišta
1240,reden::V,күүндх,pagišta
1241,reden::V,күр_кех,pagišta
1242,sich unterhalten::V,күүндх,lodaita
1243,fragen::V,сурх,küzuda
1244,bitten::V,эрх,pakita
1245,erzählen::V,келх,sanuda
1246,erzählen::V,келх,starinoita
1247,erzählen::V,келҗ өгх,sanuda
1248,erzählen::V,келҗ өгх,starinoita
1249,mitteilen::V,медүлх,tedotada
1250,nennen::V,нерәдх,nimitada
1251,nennen::V,нер өгх,nimitada
1252,rufen::V,дуудх,kucta
1253,prahlen::V,көөрх,kittäs
1254,übersetzen::V,орчулх,käta
1255,denken::V,санх,meletada
1256,glauben::V,шүтх,uskta
1257,glauben::V,нәәлх,uskta
1258,bemerken::V,темдглх,homaita
1259,erkennen::V,таньх,tundištada
1260,erkennen::V,медх,tundištada
1261,begreifen::V,медх,tabata
1262,verstehen::V,соңсх,el'geta
1263,verstehen::V,соңсх,toimetada
1264,lernen::V,сурх,opetas
1265,wissen::V,медх,teta
1266,sich erinnern an::V,санх,johtutada
1267,vergessen::V,мартх,unohtada
1268,messen::V,кемҗәлх,märita
1269,zählen::V,тоолх,lugeda
1270,rechnen::V,тоолх,lugeda
1271,lesen::V,умшх,lugeda
1272,malen::V,зурх,pirta
1273,zeichnen::V,зурх,pirta
1274,schreiben::V,бичх,kirjutada
1275,besitzen::V,эзлх,omištada
1276,kaufen::V,хулдҗ авх,ostta
1277,verkaufen::V,хулдх,möda
1278,verkaufen::V,гүүлгх,möda
1279,bezahlen::V,өгх,maksta
1280,zahlen::V,өгх,maksta
1281,beherrschen::V,эзлх,valdoita
1282,ertragen::V,даах,tirpta
1283,treten::V,,peksta
1284,treten::V,,topsta
