,Concept_ID,en,hy
73,Wind::N,wind,քամի
74,Welle::N,wave,ալիք
75,Wasser::N,water,ջուր
76,Stein::N,stone,քար
77,Boden::N,soil,գետին
78,Boden::N,ground,գետին
79,Erde::N,earth,հող
80,Staub::N,dust,փոշի
81,Rauch::N,smoke,ծուխ
82,Funke::N,spark,կայծ
83,Feuer::N,fire,կրակ
84,Feuer::N,fire,հրդեհ
85,Licht::N,light,լույս
86,Schatten::N,shadow,ստվեր
87,Wetter::N,weather,եղանակ
88,Nebel::N,fog,մեգ
89,Nebel::N,fog,մառախուղ
90,Wolke::N,cloud,ամպ
91,Regen::N,rain,անձրև
92,Schnee::N,snow,ձյուն
93,Eis::N,ice,սառույց
94,Frost::N,frost,սառնամանիք
95,Kälte::N,chill,դող
96,Hitze::N,heat,շոգ
97,Raureif::N,hoarfrost,ցօղեղեամ
98,Regenbogen::N,rainbow,ծիածան
99,Donner::N,thunder,որոտ
100,Strömung::N,current,հոսանք
101,Tropfen::N,drop,կաթիլ
102,Schaum::N,foam,փրփուր
103,Schmutz::N,dirt,կեղտ
104,See::N,lake,լիճ
105,Sumpf::N,swamp,ճահիճ
106,Moor::N,moor,ճահիճ
107,Wiese::N,meadow,մարգագետին
108,Wald::N,forest,անտառ
109,Hügel::N,hill,բլուր
110,Anhöhe::N,elevation,բարձունք
111,Berg::N,mountain,լեռ
112,Gipfel::N,summit,գագաթ
113,Gipfel::N,summit,կատար
114,Höhle::N,cave,քարայր
115,Abhang::N,slope,լանջ
116,Abhang::N,slope,զառիվայր
117,Quelle::N,source,աղբյուր
118,Bach::N,brook,վտակ
119,Fluss::N,river,գետ
120,Ufer::N,shore,ծովափ
121,Küste::N,coast,ափ
122,Küste::N,coast,ծովափ
123,Festland::N,land,ցամաք
124,Meer::N,sea,ծով
125,Bucht::N,cove,հաչիւն
126,Insel::N,island,վղզի
127,Blume::N,flower,ծաղիկ
128,Gras::N,grass,խոտ
129,Wurzel::N,root,արմատ
130,Baum::N,tree,ծառ
131,Stamm::N,trunk,իրան
132,Rinde::N,bark,կեղեւ
133,Rinde::N,bark,հաչոց
134,Ast::N,limb,ճյուղ
135,Zweig::N,branch,ճյուղ
136,Blatt::N,leaf,տերեւ
137,Birke::N,birch,ցարասի
138,Kiefer[Baum]::N,pine,սոճի
139,Weide[Baum]::N,willow,ուռենի
140,Tanne::N,fir,եղեւին
141,Horn::N,horn,
142,Feder::N,feather,փետուր
143,Fell::N,fur,մորթի
144,Flügel::N,wing,թեւ
145,Klaue::N,claw,չանչ
146,Kralle::N,claw,ճանկ
147,Schwanz::N,tail,պոչ
148,Ei::N,egg,ձու
149,Nest::N,nest,բույն
150,Bau::N,lair,որջ
151,Bau::N,lair,բայոց
152,Tier::N,animal,կենդանի
153,Herde::N,flock,հոտ
154,Kuh::N,cow,կով
155,Bulle::N,bull,ցուլ
156,Pferd::N,horse,ձի
157,Schaf::N,sheep,ոչխար
158,Schwein::N,pig,խոզ
159,Hund::N,dog,շուն
160,Katze::N,cat,կատու
161,Bär::N,bear,արջ
162,Eichhörnchen::N,squirrel,սկյուռ
163,Elch::N,elk,հիւսիսային եղջերու
164,Fuchs::N,fox,աղվես
165,Hase::N,hare,նապաստակ
166,Maus::N,mouse,մուկ
167,Wolf::N,wolf,գայլ
168,Vogel::N,bird,թռչուն
169,Schwarm::N,swarm,երամ
170,Huhn::N,chicken,հավ
171,Hahn::N,cock,աքաղաղ
172,Gans::N,goose,սագ
173,Adler::N,eagle,արծիվ
174,Ente::N,duck,բադ
175,Eule::N,owl,բու
176,Kranich::N,crane,կռունկ
177,Krähe::N,crow,ագռավ
178,Kuckuck::N,cuckoo,կուկու
179,Schwan::N,swan,կարապ
180,Fisch::N,fish,ձուկ
181,Barsch::N,perch,պերկես
182,Hecht::N,pike,գայլաձուկ
183,Schlange[Tier]::N,snake,օձ
184,Wurm::N,worm,որդ
185,Wurm::N,worm,ճիճու
186,Spinne::N,spider,սարդ
187,Ameise::N,ant,միջյուն
188,Laus::N,louse,ոջիլ
189,Mücke::N,midge,մժղուկ
190,Fliege::N,fly,ճանճ
191,Schmetterling::N,butterfly,թիթեռ
192,Beere::N,berry,հատապտուղ
193,Apfel::N,apple,խնձոր
194,Pilz::N,mushroom,սունկ
195,Zwiebel::N,onion,սոխ
196,Saat::N,seed,սերմ
197,Korn::N,grain,հատիկ
198,Heu::N,hay,խոտ
199,Schale::N,husk,կեղեւ
200,Grube::N,pit,փոս
201,Falle::N,trap,ծուղակ
202,Schlinge::N,noose,խեղդան
203,Spur::N,track,հետք
204,Asche::N,ashes,մոխիր
205,Dreck::N,filth,աղտ
206,Eisen::N,iron,երկաթ
207,Gold::N,gold,ոսկի
208,Silber::N,silver,արծաթ
209,Kohle::N,coal,քարածուխ
210,Glas::N,glass,ապակի
211,Lehm::N,clay,կավ
212,Sand::N,sand,ավազ
213,Mensch::N,human,մարդ
214,Mann::N,man,մարդ
215,Mann::N,man,տղամարդ
216,Frau::N,woman,կին
217,Kind::N,child,զավակ
218,Junge::N,boy,տղա
219,Mädchen::N,girl,աղջիկ
220,Familie::N,family,ընտանիք
221,Großvater::N,grandfather,պապ
222,Großmutter::N,grandmother,տատ
223,Eltern::N,parents,ծնողներ
224,Vater::N,father,հայր
225,Mutter::N,mother,մայր
226,Sohn::N,son,որդի
227,Tochter::N,daughter,աղջիկ
228,Tochter::N,daughter,դուստր
229,Bruder::N,brother,եղբայր
230,Schwester::N,sister,քույր
231,Onkel::N,uncle,քեռի
232,Onkel::N,uncle,հորեղբայր
233,Tante::N,aunt,մորաքույր
234,Ehemann::N,husband,մարդ
235,Ehemann::N,husband,ամուսին
236,Ehefrau::N,wife,կին ամուսին
237,Freude::N,joy,ուրախություն
238,Gelächter::N,laughter,ծիծաղ
239,Glück::N,happiness,երջանկություն
240,Kummer::N,grief,վիշտ
241,Wunsch::N,wish,ցանկություն
242,Lust::N,desire,փափագ
243,Lust::N,desire,իղձ
244,Geist::N,spirit,ոգի
245,Gedanke::N,thought,միտք
246,Gedächtnis::N,memory,հիշողություն
247,Verstand::N,mind,խելք
248,Sinn::N,meaning,իմաստ
249,Grund::N,reason,պատճառ
250,Wahrheit::N,truth,ճշմարտություն
251,Gespräch::N,talk,զրույց
252,Märchen::N,fairy tale,պայիկի պատմություն
253,Erzählung::N,story,պատմվածք
254,Erzählung::N,story,պատմություն
255,Nachricht::N,message,հաղորդագրություն
256,Neuigkeit::N,news,լուր
257,Neuigkeit::N,news,նորություն
258,Name::N,name,անուն
259,Rätsel::N,puzzle,բարդ խնդիր
260,Rede::N,speech,ճառ
261,Rede::N,speech,ելույթ
262,Sprache::N,language,լեզու
263,Stimme::N,voice,ձայն
264,Wort::N,word,բառ
265,Zeichen::N,sign,նշան
266,Ruf::N,call,կոչ
267,Ruf::N,call,կանչ
268,Lärm::N,noise,աղմուկ
269,Laut::N,sound,հնչյուն
270,Laut::N,sound,ձայն
271,Ton::N,tone,տոն
272,Lied::N,song,երգ
273,Ruhe::N,calm,անդորրություն
274,Leute::N,people,մարդիկ
275,Volk::N,nation,ազգ
276,Arbeit::N,work,գործ
277,Arbeit::N,work,աշխատանք
278,Gast::N,guest,հյուր
279,Geschenk::N,gift,նվեր
280,Spiel::N,game,խաղ
281,Gesellschaft::N,company,ընկերություն
282,Hilfe::N,help,օգնությթուն
283,Freund::N,friend,ընկեր
284,Freund::N,friend,բարեկամ
285,Kamerad::N,companion,ուղեկից
286,Angelegenheit::N,matter,բան
287,Angelegenheit::N,matter,գործ
288,Anzahl::N,count,քանակ
289,Anzahl::N,count,գումար
290,Art::N,sort,տեսակ
291,Stück::N,piece,կտոր
292,Teil::N,part,մաս
293,Hälfte::N,half,կես
294,Kreis::N,circle,շիջանակ
295,Kreuz::N,cross,խաչ
296,Linie::N,line,գիծ
297,Strich::N,stroke,գիծ
298,Abstand::N,gap,անջրպետ
299,Entfernung::N,distance,հեռավորություն
300,Gegend::N,area,շրջան
301,Platz::N,space,տարածություն
302,Ort::N,place,տեղ
303,Ort::N,place,վայր
304,Seite::N,side,կողմ
305,Mitte::N,middle,մեջտեղ
306,Gegenstand::N,item,առարկա
307,Sache::N,thing,բան
308,Rand::N,fringe,վերջք
309,Kante::N,edge,եզր
310,Ecke::N,corner,անկյուն
311,Spitze::N,tip,ծայր
312,Ende::N,end,ծայր
313,Loch::N,hole,անցք
314,Winkel::N,angle,անկյուն
315,Muster::N,pattern,օրինակ
316,Größe::N,size,մեծություն
317,Länge::N,length,երկարություն
318,Höhe::N,height,բարձրություն
319,Gewicht::N,weight,կշիռ
320,Menge::N,amount,քանակ
321,Haufen::N,heap,դեզ
322,Haufen::N,heap,կույտ
323,Reihe::N,row,շարք
324,Reihe::N,row,կարգ
325,Boot::N,boat,նավակ
326,Ruder::N,oar,թի
327,Ruder::N,oar,թիակ
328,Schlitten::N,sleigh,բալխիր
329,Ski::N,ski,դահուկ
330,Lagerfeuer::N,campfire,բացօդեայ կրակ
331,Last::N,load,բեռ
332,Gang::N,walk,զբոսանք
333,Schritt::N,step,քայլ
334,Norden::N,north,հյուսիս
335,Süden::N,south,հարավ
336,Westen::N,west,արեւմուտք
337,Osten::N,east,արեւելք
338,Holz::N,wood,փայտ
339,Brett::N,board,տախտակ
340,Platte::N,slab,թիթեղ
341,Stütze::N,bracket,նեցուկ
342,Stange::N,pole,ձող
343,Stock::N,stick,փայտ
344,Stab::N,staff,ցուպ
345,Stab::N,staff,գավազան
346,Rohr::N,pipe,խողովակ
347,Haus::N,house,տուն
348,Heim::N,home,տուն
349,Ofen::N,stove,վառարան
350,Fußboden::N,floor,հատակ
351,Tisch::N,table,սեղան
352,Stuhl::N,chair,աթոռ
353,Wiege::N,cradle,օրորոց
354,Bett::N,bed,անկողին
355,Regal::N,shelf,դարակ
356,Kiste::N,box,տուփ
357,Fenster::N,window,պատուհան
358,Tür::N,door,դուռ
359,Tor::N,gate,դարպաս
360,Zaun::N,fence,ցանկապատ
361,Dach::N,roof,տանիք
362,Dach::N,roof,կտուր
363,Leiter::N,ladder,սանդուղք
364,Besen::N,broom,ավել
365,Spaten::N,spade,բահ
366,Schaufel::N,shovel,թի
367,Gabel::N,fork,պատառաքաղ
368,Löffel::N,spoon,գդալ
369,Messer::N,knife,դանակ
370,Nagel::N,nail,մեխ
371,Netz::N,net,ցանց
372,Haken::N,hook,կարթ
373,Griff::N,handle,կոթ
374,Griff::N,handle,բռնակ
375,Schloss::N,lock,կողպեք
376,Bild::N,picture,նկար
377,Bild::N,picture,պատկեր
378,Figur::N,figure,քանդակ
379,Figur::N,figure,պատկեր
380,Puppe::N,doll,տիկնիկ
381,Beutel::N,pouch,տոպրակ
382,Bündel::N,bundle,կապոց
383,Tasche::N,bag,պայուսակ
384,Eimer::N,bucket,դույլ
385,Deckel::N,cover,կափարիչ
386,Geschirr::N,dishes,ամանեղեն
387,Sack::N,sack,պարկ
388,Sack::N,sack,տոպրակ
389,Tasse::N,cup,թաս
390,Tasse::N,cup,գավաթ
391,Topf::N,pot,անոթ
392,Kessel::N,kettle,կաթսա
393,Essen::N,meal,կերակուր
394,Nahrung::N,food,ուտելիք
395,Speise::N,dish,խորտիկ
396,Speise::N,dish,կերակուր
397,Fleisch::N,meat,միս
398,Getreide::N,corn,հացահատիկ
399,Brei::N,mush,լանդակ
400,Brot::N,bread,հաց
401,Scheibe::N,slice,կտոր
402,Scheibe::N,slice,պատառ
403,Fett::N,fat,ճարպ
404,Butter::N,butter,կարագ
405,Öl::N,oil,ձեթ
406,Salz::N,salt,աղ
407,Suppe::N,soup,սուպ
408,Suppe::N,soup,ապուր
409,Honig::N,honey,մեղր
410,Milch::N,milk,կաթ
411,Tee::N,tea,թեյ
412,Leder::N,leather,կաշի
413,Wolle::N,wool,բուրդ
414,Stoff::N,cloth,գործվածք
415,Nadel::N,needle,ասեղ
416,Faden::N,thread,թել
417,Knopf::N,button,կոճակ
418,Knoten::N,knot,հանգույց
419,Farbe::N,paint,ներկ
420,Kleidung::N,clothes,հագուստ
421,Hemd::N,shirt,վերնաշապիկ
422,Kragen::N,collar,օձիք
423,Ärmel::N,sleeve,թեւք
424,Hose::N,trousers,շալվար
425,Gürtel::N,belt,գոտի
426,Mütze::N,cap,կեպի
427,Schuh::N,shoe,կոշիկ
428,Stiefel::N,boot,երկարաճիթ կոշիկ
429,Ring::N,ring,զնգալ
430,Band::N,ribbon,ժապավեն
431,Kamm::N,comb,սանր
432,Spiegel::N,mirror,հայելի
433,Riemen::N,strap,փոկ
434,Schnur::N,string,լար
435,Leine::N,leash,փոկ
436,Decke::N,blanket,վերմակ
437,Kissen::N,pillow,բարձ
438,Tuch::N,scarf,թաշկինակ
439,Handtuch::N,towel,սրբիչ
440,Kraft::N,force,ուժ
441,Stärke::N,strength,պնդություն
442,Stärke::N,strength,ամրություն
443,Gesundheit::N,health,առողջություն
444,Krankheit::N,illness,ախտ
445,Krankheit::N,illness,հիվանդություն
446,Schmerz::N,pain,ցավ
447,Schmerz::N,pain,տանջանք
448,Wunde::N,wound,վերք
449,Fieber::N,fever,տենդ
450,Arznei::N,medicine,դեղ
451,Brücke::N,bridge,կամուրջ
452,Brunnen::N,well,հոր
453,Brunnen::N,well,ջրհոր
454,Weide::N,pasture,արոտավայր
455,Pfad::N,path,արահետ
456,Weg::N,way,ուղի
457,Straße::N,road,ճանապարհ
458,Dorf::N,village,գյուղ
459,Stadt::N,town,քաղաք
460,Brief::N,letter,նամակ
461,Buch::N,book,գիրք
462,Buchstabe::N,character,տառ
463,Buchstabe::N,character,գիր
464,Zeitung::N,newspaper,լրագիր
465,Leben::N,life,կյանք
466,Tod::N,death,մահ
467,Grab::N,grave,գերեզման
468,Kirche::N,church,եկեղեցի
469,Sünde::N,sin,մեղք
470,Gott::N,god,աստված
471,Arbeiter::N,worker,բանվոր
472,Arbeiter::N,worker,աշխատող
473,Chef::N,boss,տեր
474,Meister::N,master,վարպետ
475,Arzt::N,doctor,բժիշկ
476,Lehrer::N,teacher,ուսուցիչ
477,Geld::N,money,փող
478,Geschäft::N,business,գործ
479,Geschäft::N,business,աշխատանք
480,Laden::N,shop,կրպակ
481,Laden::N,shop,խանութ
482,Preis::N,price,գին
483,Ware::N,ware,ապրանք
484,Nutzen::N,profit,օգուտ
485,Reichtum::N,wealth,հարստություն
486,Welt::N,world,աշխարհ
487,Land::N,country,երկիր
488,Staat::N,state,պետություն
489,König::N,king,արքա
490,König::N,king,թագավոր
491,Macht::N,power,իշխանություն
492,Grenze::N,border,սահման
493,Krieg::N,war,պատերազմ
494,Feind::N,enemy,թշնամի
495,Gewalt::N,violence,բռնություն
496,Gewalt::N,violence,սաստկություն
497,Kampf::N,fight,մարտ
498,Bogen[Waffe]::N,bow,աղեղ
499,Pfeil::N,arrow,նետ
500,Gewehr::N,gun,հրացան
501,Fehler::N,mistake,սխալ
502,Lüge::N,lie,սուտ
503,Schaden::N,damage,վնաս
504,Unglück::N,misfortune,դժբախտություն
505,Schuld::N,fault,պակասություն
506,Alter::N,age,հասակ
507,Schluss::N,conclusion,վերջ
508,Schluss::N,conclusion,վախճան
509,Zeit::N,time,ժամանակ
510,Tag::N,day,օր
511,Morgen::N,morning,առավոտ
512,Mittag::N,noon,կեսօր
513,Abend::N,evening,երեկո
514,Nacht::N,night,գիշեր
515,Woche::N,week,շաբաթ
516,Monat::N,month,ամիս
517,Jahr::N,year,տարի
518,Frühling::N,spring,գարուն
519,Sommer::N,summer,ամառ
520,Herbst::N,autumn,աշուն
521,Winter::N,winter,ձմեռ
522,Januar::N,January,հունվար
523,Februar::N,February,փետրվար
524,März::N,March,մարտ
525,April::N,April,ապրիլ
526,Mai::N,May,մայիս
527,Juni::N,June,հունիս
528,Juli::N,July,հուլիս
529,August::N,August,օգոստոս
530,September::N,September,սեպտեմբեր
531,Oktober::N,October,հոկտեմբեր
532,November::N,November,նոյեմբեր
533,Dezember::N,December,դեկտեմբեր
534,Montag::N,Monday,երկուշաբթի
535,Dienstag::N,Tuesday,երեքշաբթի
536,Mittwoch::N,Wednesday,չորեքշաբթի
537,Donnerstag::N,Thursday,հինգշաբթի
538,Freitag::N,Friday,ուրբաթ
539,Samstag::N,Saturday,շաբաթ
540,Sonntag::N,Sunday,կիրակի
541,groß::A,big,մեծ
542,groß::A,big,խոշոր
543,klein::A,little,պստիկ
544,klein::A,little,փոքրիկ
545,lang::A,long,երկար
546,kurz::A,short,կարճ
547,breit::A,wide,լայն
548,schmal::A,narrow,նեղ
549,dicht::A,dense,խիտ
550,dick[Gegenstand]::A,thick,հաստ
551,dünn::A,thin,բարակ
552,fein::A,delicate,նուրբ
553,fest::A,firm,ամուր
554,fest::A,firm,պինդ
555,flach::A,flat,տափակ
556,glatt::A,smooth,հարթ
557,hart::A,hard,կարծր
558,weich::A,soft,մեղմ
559,weich::A,soft,փափուկ
560,rund::A,round,կլոր
561,spitz::A,pointed,սրածայր
562,scharf::A,sharp,սուր
563,stumpf::A,blunt,գուլ
564,schwer::A,heavy,ծանր
565,schön::A,beautiful,սիրուն
566,schön::A,beautiful,գեղեցիկ
567,heiß::A,hot,թեժ
568,warm::A,warm,տաք
569,warm::A,warm,ջերմ
570,kalt::A,cold,ցուրտ
571,kühl::A,cool,զով
572,frisch::A,fresh,թարմ
573,feucht::A,damp,ղոնավ
574,nass::A,wet,թաց
575,trocken::A,dry,ցամաք
576,voll::A,full,լի
577,voll::A,full,լիքը
578,leer::A,empty,դատարկ
579,offen::A,open,բաց
580,geschlossen::A,closed,գոց
581,sauber::A,clean,մաքուր
582,schmutzig::A,dirty,կեղտոտ
583,roh::A,raw,հում
584,reif::A,ripe,հասած
585,reif::A,ripe,հասուն
586,lecker::A,delicious,համեղ
587,süß::A,sweet,անուշ
588,bitter::A,bitter,կծու
589,sauer::A,sour,թթու
590,sauer::A,sour,թթված
591,hell::A,bright,պայծառ
592,hell::A,bright,խելամիտ
593,dunkel::A,dark,մութ
594,schwarz::A,black,սեւ
595,weiß::A,white,սպիտակ
596,rot::A,red,կարմիր
597,gelb::A,yellow,դեղին
598,blau::A,blue,կապույտ
599,grün::A,green,կանաչ
600,grau::A,grey,գորշ
601,bunt::A,colourful,գոյնզգոյն
602,bunt::A,colorful,գոյնզգոյն
603,billig::A,cheap,էժան
604,teuer::A,dear,թանկ
605,wertvoll::A,precious,թանկարժեք
606,blind::A,blind,կույր
607,taub::A,deaf,խուլ
608,kräftig::A,powerful,հզոր
609,stark::A,strong,ուժեղ
610,schwach::A,weak,տկար
611,schwach::A,weak,թույլ
612,fett::A,fat,գեր
613,schlank::A,slim,նիհար
614,hübsch::A,pretty,գրավիչ
615,hübsch::A,pretty,սիրունիկ
616,böse::A,evil,չար
617,dumm::A,stupid,հիմար
618,faul::A,lazy,ծույլ
619,fleißig::A,diligent,ջանասեր
620,fleißig::A,diligent,փութաջան
621,geizig::A,stingy,ագահ
622,geizig::A,stingy,կծծի
623,klug::A,clever,խելոք
624,klug::A,clever,ընդունակ
625,geschickt::A,skilful,ճարտար
626,geschickt::A,skillful,ճարտար
627,lieb::A,dear,սիրելի
628,lustig::A,merry,զվարթ
629,sanft::A,gentle,հեզ
630,hungrig::A,hungry,քաղցած
631,krank::A,sick,հիվանդ
632,nackt::A,naked,մերկ
633,traurig::A,sad,տխուր
634,lebendig::A,living,կենդանի
635,gut::A,good,լավ
636,schlecht::A,bad,վատ
637,richtig::A,correct,ձիշտ
638,schlimm::A,nasty,լղրճուկ
639,wahr::A,true,ճիշտ
640,wahr::A,true,իրական
641,alt::A,old,հին
642,neu::A,new,նոր
643,ehemalig::A,former,նախկին
644,alt[Lebewesen]::A,aged,ծեր
645,alt[Lebewesen]::A,aged,պառավ
646,jung::A,young,մատաղ
647,arm::A,poor,աղքատ
648,reich::A,rich,հարուստ
649,bekannt::A,familiar,ծանոթ
650,berühmt::A,famous,հայտնի
651,berühmt::A,famous,հռչակավոր
652,fremd::A,foreign,օտար
653,verschieden::A,different,տարբեր
654,nah::A,near,մոտ
655,nah::A,near,մերձ
656,fern::A,far,հեռավոր
657,linker::A,left,ձախ
658,rechter::A,right,աջ
659,anderer::A,other,այլ
660,anderer::A,other,ուրիշ
661,erster::A,first,առաջին
662,zweiter::A,second,երկրորդ
663,dritter::A,third,երրորդ
664,letzter::A,last,վերջին
665,allein::ADV,alone,միայնակ
666,auf einmal::ADV,at once,միասնաբար
667,zusammen::ADV,together,միասին
668,zusammen::ADV,together,իրար հետ
669,lange::ADV,long,երկար ժամանակ
670,plötzlich::ADV,suddenly,հանկարծ
671,sofort::ADV,instantly,իսկույն
672,später::ADV,later,ավելի ուշ
673,später::ADV,later,հետո
674,jetzt::ADV,now,այժմ
675,heute::ADV,today,այսօր
676,morgen::ADV,tomorrow,վաղը
677,bald::ADV,soon,շուտով
678,dann::ADV,then,ապա
679,dann::ADV,then,հետո
680,gestern::ADV,yesterday,երեկ
681,einst::ADV,once,հին ատեն
682,damals::ADV,at that time,ատէնին
683,danach::ADV,afterwards,ապա
684,danach::ADV,afterwards,այն ժամանակ
685,vorher::ADV,before,առաջ
686,zuerst::ADV,at first,նախ
687,einmal::ADV,once,մի անգամ
688,manchmal::ADV,sometimes,երբեմն
689,oft::ADV,often,հաճախ
690,immer::ADV,always,միշտ
691,niemals::ADV,never,երբեք
692,hier::ADV,here,այստեղ
693,hierhin::ADV,hither,այստեղ
694,hierhin::ADV,to here,այստեղ
695,hierhin::ADV,here,այստեղ
696,von hier::ADV,hence,այդտեղից
697,dort::ADV,there,այնտեղ
698,dorthin::ADV,thither,այնտեղ
699,dorthin::ADV,there,այնտեղ
700,dorthin::ADV,to there,այնտեղ
701,geradeaus::ADV,ahead,ուղիղ
702,vorwärts::ADV,forward,առաջ
703,rückwärts::ADV,backward,դեպի ետ
704,zurück::ADV,back,ետ
705,unten::ADV,below,ներքեւում
706,hinab::ADV,down,ներքեւ
707,oben::ADV,above,վերեւում
708,hinauf::ADV,up,վերեւ
709,überall::ADV,everywhere,ամենուր
710,nicht::ADV,not,չէ
711,ein wenig::ADV,a little,մի քիչ
712,kaum::ADV,hardly,հազիվ
713,sehr::ADV,very,շատ
714,so::ADV,so,այդպես
715,noch::ADV,still,դեռ
716,nur::ADV,only,միայն
717,schon::ADV,already,արդեն
718,wieder::ADV,again,նորից
719,wieder::ADV,again,դարձյալ
720,vergebens::ADV,in vain,իզուր
721,vor::PRP,in front of,դիմացը
722,hinter::PRP,behind,ետեւը
723,unter::PRP,under,տակ
724,durch::PRP,through,միջով
725,neben::PRP,next to,քովը
726,zwischen::PRP,between,միջեւ
727,wegen::PRP,because of,պատճառով
728,wegen::PRP,because of,շնորհից
729,dies::PRN,this,սա
730,dies::PRN,this,այս
731,das::PRN,that,դա
732,das::PRN,that,այդ
733,alles::PRN,everything,ամեն ինչ
734,ich::PRN,I,ես
735,du::PRN,you,դու
736,du::PRN,thou,դու
737,er::PRN,he,նա
738,wir::PRN,we,մենք
739,ihr::PRN,you,դուք
740,sie::PRN,they,նրանք
741,was::FPRN,what,ինչ
742,wer::FPRN,who,ով
743,wo::FADV,where,ուր
744,wo::FADV,where,որտեղ
745,wohin::FADV,where ... to,դեպի ուր
746,wohin::FADV,where to,դեպի ուր
747,wohin::FADV,where,դեպի ուր
748,wie::FADV,how,ինչպես
749,warum::FADV,why,ինչու
750,wieviel::FNUM,how much,որչափ
751,eins::NUM,one,մեկ
752,zwei::NUM,two,երկու
753,drei::NUM,three,երեք
754,vier::NUM,four,չորս
755,fünf::NUM,five,հինգ
756,sechs::NUM,six,վեց
757,sieben::NUM,seven,յոթ
758,acht::NUM,eight,ութ
759,neun::NUM,nine,ինը
760,zehn::NUM,ten,տասը
761,elf::NUM,eleven,տասնմեկ
762,zwölf::NUM,twelve,տասներկու
763,zwanzig::NUM,twenty,քսան
764,dreißig::NUM,thirty,երեսուն
765,vierzig::NUM,forty,քառասուն
766,fünfzig::NUM,fifty,հիսուն
767,sechzig::NUM,sixty,վաթսուն
768,siebzig::NUM,seventy,յոթանասուն
769,achtzig::NUM,eighty,ութսուն
770,neunzig::NUM,ninety,իննսուն
771,hundert::NUM,a hundred,հարյուր
772,tausend::NUM,a thousand,հազար
773,und::CNJ,and,ու
774,oder::CNJ,or,կամ
775,stehen::V,stand,կանգնել
776,sitzen::V,sit,նստել
777,liegen::V,lie,ստել
778,hängen::V,hang,կախվել
779,werden::V,become,դառնալ
780,passieren::V,happen,պատահել
781,beginnen::V,begin,սկսվել
782,enden::V,end,վերջանալ
783,wechseln::V,change,փոխվել
784,aufgehen[Sonne]::V,rise,բարձրանալ
785,aufgehen[Sonne]::V,rise,ելնել 
786,untergehen[Sonne]::V,set,մտնել
787,scheinen[Sonne]::V,shine,շողալ
788,scheinen[Sonne]::V,shine,փայլել
789,donnern::V,thunder,որոտալ
790,wehen::V,blow,փչել
791,strömen::V,stream,հոսել
792,fließen::V,flow,հոսել
793,sich drehen::V,revolve,պտտվել
794,schwanken::V,sway,տատանվել
795,schwingen::V,swing,ճոճվել
796,fallen::V,fall,ընկնել
797,brennen::V,burn,այրվել
798,rauchen::V,smoke,ծխել
799,regnen::V,rain,անձրեւ գալ
800,gefrieren::V,freeze,սառչել
