,Concept_ID,sv,la
312,Kamerad::N,kamrat,socius
313,Angelegenheit::N,ärende,res
314,Angelegenheit::N,angelägenhet,res
315,Anzahl::N,antal,numerus
316,Art::N,art,genus
317,Art::N,slag,genus
318,Stück::N,stycke,frustum
319,Stück::N,stycke,fragmentum
320,Teil::N,del,pars
321,Hälfte::N,halva,dimidium
322,Kreis::N,krets,orbis
323,Kreis::N,krets,circus
324,Kreis::N,cirkel,orbis
325,Kreis::N,cirkel,circus
326,Kreuz::N,kors,crux
327,Kreuz::N,kryss,crux
328,Linie::N,linje,linea
329,Strich::N,streck,lineamentum
330,Abstand::N,avstånd,intervallum
331,Entfernung::N,avstånd,spatium
332,Gegend::N,trakt,loca
333,Gegend::N,trakt,regio
334,Platz::N,plats,locus
335,Ort::N,plats,locus
336,Ort::N,ställe,locus
337,Seite::N,sida,latus
338,Mitte::N,mitt,medium
339,Gegenstand::N,föremål,res
340,Sache::N,sak,res
341,Rand::N,rand,margo
342,Kante::N,kant,angulus
343,Ecke::N,vrå,angulus
344,Ecke::N,hörn,angulus
345,Spitze::N,spets,cacumen
346,Ende::N,ända,caput
347,Loch::N,hål,foramen
348,Winkel::N,vinkel,angulus
349,Muster::N,mönster,exemplum
350,Größe::N,storlek,magnitudo
351,Länge::N,längd,longitudo
352,Höhe::N,höjd,altitudo
353,Gewicht::N,tyngd,pondus
354,Menge::N,mängd,copia
355,Haufen::N,hög,acervus
356,Reihe::N,rad,ordo
357,Boot::N,båt,navicula
358,Ruder::N,åra,remus
359,Schlitten::N,släde,sclodia
360,Ski::N,skida,narta
361,Lagerfeuer::N,lägereld,ignis
362,Last::N,last,onus
363,Last::N,börda,onus
364,Gang::N,gång,cursus
365,Schritt::N,steg,gradus
366,Norden::N,norr,septentriones
367,Süden::N,söder,meridies
368,Westen::N,väster,occidens
369,Osten::N,öster,oriens
370,Holz::N,trä,lignum
371,Brett::N,bräda,tabula
372,Platte::N,platta,lamina
373,Stütze::N,stöd,adminiculum
374,Stütze::N,stötta,adminiculum
375,Stange::N,stång,pertica
376,Stock::N,käpp,baculum
377,Stock::N,pinne,baculum
378,Stab::N,stav,scipio
379,Rohr::N,rör,tubus
380,Haus::N,hus,aedes
381,Heim::N,hem,domicilium
382,Ofen::N,ugn,fornax
383,Fußboden::N,golv,solum
384,Tisch::N,bord,mensa
385,Stuhl::N,stol,sella
386,Wiege::N,vagga,cunae
387,Bett::N,säng,lectus
388,Regal::N,hylla,foruli
389,Kiste::N,låda,cista
390,Fenster::N,fönster,fenestra
391,Tür::N,dörr,ianua
392,Tor::N,port,porta
393,Zaun::N,staket,saepes
394,Zaun::N,stängsel,saepes
395,Dach::N,tak,tectum
396,Leiter::N,stege,scalae
397,Besen::N,kvast,scopae
398,Spaten::N,spade,pala
399,Schaufel::N,skovel,pala
400,Schaufel::N,skyffel,pala
401,Gabel::N,gaffel,fuscinula
402,Löffel::N,sked,coclear
403,Messer::N,kniv,culter
404,Nagel::N,spik,clavus
405,Netz::N,nät,rete
406,Haken::N,krok,hamus
407,Griff::N,tag,manubrium
408,Griff::N,handtag,manubrium
409,Schloss::N,las,claustra
410,Bild::N,bild,tabula
411,Bild::N,bild,pictura
412,Figur::N,figur,statunculum
413,Puppe::N,docka,pupa
414,Beutel::N,påse,sacculus
415,Bündel::N,bunt,fascis
416,Bündel::N,knippa,fascis
417,Tasche::N,väska,sacculus
418,Eimer::N,hink,situla
419,Eimer::N,ämbar,situla
420,Deckel::N,lock,operculum
421,Geschirr::N,servis,vasa
422,Geschirr::N,porslin,vasa
423,Sack::N,säck,saccus
424,Tasse::N,kopp,pocillum
425,Topf::N,gryta,olla
426,Topf::N,kastrull,olla
427,Kessel::N,kittel,aenum
428,Essen::N,mål,cena
429,Nahrung::N,näring,cibus
430,Nahrung::N,näring,alimenta
431,Speise::N,maträtt,cibus
432,Fleisch::N,kött,caro
433,Getreide::N,säd,frumentum
434,Getreide::N,spannmål,frumentum
435,Brei::N,gröt,puls
436,Brot::N,bröd,panis
437,Scheibe::N,skiva,frustum
438,Fett::N,fett,pingue
439,Butter::N,smör,butȳrum
440,Öl::N,olja,oleum
441,Salz::N,salt,sal
442,Suppe::N,soppa,ius
443,Honig::N,honung,mel
444,Milch::N,mjölk,lac
445,Tee::N,te,thea
446,Leder::N,läder,corium
447,Wolle::N,ull,lana
448,Wolle::N,ylle,lana
449,Stoff::N,tyg,textum
450,Stoff::N,stoff,textum
451,Nadel::N,nål,acus
452,Faden::N,tråd,filum
453,Knopf::N,knapp,bulla
454,Knoten::N,knut,nodus
455,Farbe::N,färg,pigmentum
456,Kleidung::N,klädsel,vestimenta
457,Hemd::N,skjorta,tunica
458,Kragen::N,krage,collare
459,Ärmel::N,ärm,manica
460,Hose::N,byxor,bracae
461,Gürtel::N,bälte,cingulum
462,Mütze::N,mössa,pilleus
463,Schuh::N,sko,calceus
464,Stiefel::N,stövel,pero
465,Stiefel::N,stövel,caliga
466,Ring::N,ring,anulus
467,Band::N,band,redimiculum
468,Kamm::N,kam,pecten
469,Spiegel::N,spegel,speculum
470,Riemen::N,rem,lorum
471,Schnur::N,snöre,linum
472,Leine::N,lina,retinaculum
473,Decke::N,täcke,lodix
474,Kissen::N,dyna,pulvinus
475,Kissen::N,kudde,pulvinus
476,Tuch::N,sjal,velum
477,Handtuch::N,handduk,mantele
478,Kraft::N,kraft,vis
479,Stärke::N,styrka,robur
480,Gesundheit::N,hälsa,valetudo
481,Krankheit::N,sjukdom,morbus
482,Schmerz::N,smärta,dolor
483,Wunde::N,sår,vulnus
484,Fieber::N,feber,febris
485,Arznei::N,medicin,remedium
486,Arznei::N,läkemedel,remedium
487,Brücke::N,bro,pons
488,Brunnen::N,brunn,puteus
489,Weide::N,bete,pascua
490,Pfad::N,stig,semita
491,Weg::N,väg,iter
492,Straße::N,gata,via
493,Dorf::N,by,vicus
494,Stadt::N,stad,urbs
495,Stadt::N,stad,oppidum
496,Brief::N,brev,epistula
497,Buch::N,bok,liber
498,Buchstabe::N,bokstav,littera
499,Zeitung::N,tidning,diurnum
500,Leben::N,liv,vita
501,Tod::N,död,mors
502,Grab::N,grav,sepulcrum
503,Kirche::N,kyrka,ecclesia
504,Sünde::N,synd,peccatum
505,Gott::N,gud,deus
506,Arbeiter::N,arbetare,operarius
507,Chef::N,chef,praefectus
508,Meister::N,mästare,magister
509,Arzt::N,läkare,medicus
510,Lehrer::N,lärare,magister
511,Geld::N,pengar,aes
512,Geld::N,pengar,pecunia
513,Geschäft::N,rörelse,negotium
514,Laden::N,affär,taberna
515,Preis::N,pris,pretium
516,Ware::N,vara,merx
517,Nutzen::N,gagn,utilitas
518,Nutzen::N,nytta,utilitas
519,Reichtum::N,rikedom,opes
520,Reichtum::N,rikedom,divitiae
521,Welt::N,värld,mundus
522,Land::N,land,terra
523,Staat::N,stat,res publica
524,König::N,kung,rex
525,König::N,konung,rex
526,Macht::N,makt,potestas
527,Grenze::N,gräns,limes
528,Krieg::N,krig,bellum
529,Feind::N,fiende,inimicus
530,Gewalt::N,våld,vis
531,Kampf::N,kamp,pugna
532,Kampf::N,strid,pugna
533,Bogen[Waffe]::N,båge,arcus
534,Pfeil::N,pil,sagitta
535,Gewehr::N,gevär,sclopetum
536,Fehler::N,fel,error
537,Lüge::N,lögn,mendacium
538,Schaden::N,skada,damnum
539,Schaden::N,skada,detrimentum
540,Unglück::N,otur,miseria
541,Unglück::N,otur,calamitas
542,Unglück::N,olycka,miseria
543,Unglück::N,olycka,calamitas
544,Schuld::N,skuld,culpa
545,Alter::N,ålder,aetas
546,Schluss::N,slut,finis
547,Zeit::N,tid,tempus
548,Tag::N,dag,dies
549,Morgen::N,morgon,mane
550,Mittag::N,middag,meridies
551,Abend::N,kväll,vesper
552,Nacht::N,natt,nox
553,Woche::N,vecka,septimana
554,Monat::N,månad,mensis
555,Jahr::N,år,annus
556,Frühling::N,vår,ver
557,Sommer::N,sommar,aestas
558,Herbst::N,höst,autumnus
559,Winter::N,vinter,hiems
560,Januar::N,januari,Ianuarius
561,Februar::N,februari,Februarius
562,März::N,mars,Martius
563,April::N,april,Aprilis
564,Mai::N,maj,Maius
565,Juni::N,juni,Iunius
566,Juli::N,juli,Iulius
567,August::N,augusti,Augustus
568,September::N,september,September
569,Oktober::N,oktober,Octobris
570,November::N,november,Novembris
571,Dezember::N,december,December
572,Montag::N,måndag,dies lunae
573,Dienstag::N,tisdag,dies Martis 
574,Mittwoch::N,onsdag,dies Mercurii
575,Donnerstag::N,torsdag,dies Iovis
576,Freitag::N,fredag,dies Veneris
577,Samstag::N,lördag,dies Saturni
578,Sonntag::N,söndag,dominicus
579,Sonntag::N,söndag,dies solis
580,groß::A,stor,magnus
581,klein::A,liten,parvus
582,lang::A,lång,longus
583,kurz::A,kort,brevis
584,breit::A,bred,latus
585,schmal::A,smal,angustus
586,dicht::A,tät,densus
587,dick[Gegenstand]::A,tjock,crassus
588,dünn::A,tunn,tenuis
589,fein::A,fin,subtilis
590,fest::A,fast,solidus
591,fest::A,fast,stabilis
592,flach::A,platt,planus
593,glatt::A,glatt,levis
594,hart::A,hård,durus
595,weich::A,mjuk,mollis
596,rund::A,rund,rotundus
597,spitz::A,toppig,acutus
598,spitz::A,spetsig,acutus
599,scharf::A,vass,acer
600,scharf::A,skarp,acer
601,stumpf::A,slö,hebes
602,schwer::A,tung,gravis
603,schön::A,skön,pulcher
604,schön::A,skön,formosus
605,schön::A,vacker,pulcher
606,schön::A,vacker,formosus
607,heiß::A,het,fervidus
608,warm::A,varm,calidus
609,kalt::A,kall,frigidus
610,kühl::A,sval,frigidus
611,kühl::A,kylig,frigidus
612,frisch::A,färsk,recens
613,feucht::A,fuktig,umidus
614,nass::A,våt,madidus
615,trocken::A,torr,aridus
616,voll::A,full,plenus
617,leer::A,tom,vacuus
618,offen::A,öppen,apertus
619,geschlossen::A,stängd,clausus
620,sauber::A,ren,lautus
621,schmutzig::A,snuskig,sordidus
622,roh::A,rå,crudus
623,reif::A,mogen,maturus
624,lecker::A,läcker,delicatus
625,süß::A,söt,dulcis
626,bitter::A,besk,amarus
627,bitter::A,besk,acerbus
628,bitter::A,bitter,amarus
629,bitter::A,bitter,acerbus
630,sauer::A,sur,acidus
631,hell::A,ljus,clarus
632,dunkel::A,mörk,obscurus
633,schwarz::A,svart,niger
634,weiß::A,vit,albus
635,rot::A,röd,ruber
636,gelb::A,gul,flavus
637,blau::A,blå,caeruleus
638,grün::A,grön,viridis
639,grau::A,grå,canus
640,bunt::A,brokig,varius
641,billig::A,billig,vilis
642,teuer::A,dyr,carus
643,wertvoll::A,värdefull,pretiosus
644,blind::A,blind,caecus
645,taub::A,döv,surdus
646,kräftig::A,kraftig,robustus
647,stark::A,stark,firmus
648,stark::A,stark,validus
649,schwach::A,svag,debilis
650,schwach::A,svag,infirmus
651,fett::A,fet,crassus
652,schlank::A,slank,procerus
653,hübsch::A,snygg,pulcher
654,hübsch::A,vacker,pulcher
655,böse::A,ond,improbus
656,böse::A,elak,improbus
657,dumm::A,dum,stultus
658,dumm::A,dum,stupidus
659,faul::A,lat,piger
660,fleißig::A,flitig,sedulus
661,geizig::A,snål,avarus
662,geizig::A,girig,avarus
663,klug::A,klok,prudens
664,geschickt::A,händig,sollers
665,geschickt::A,skicklig,sollers
666,lieb::A,kär,carus
667,lieb::A,snäll,carus
668,lustig::A,rolig,iocosus
669,lustig::A,lustig,iocosus
670,sanft::A,mild,clemens
671,hungrig::A,hungrig,impastus
672,krank::A,sjuk,aeger
673,nackt::A,naken,nudus
674,traurig::A,ledsen,maestus
675,traurig::A,sorgsen,maestus
676,lebendig::A,levande,vivus
677,gut::A,bra,bonus
678,schlecht::A,dålig,malus
679,richtig::A,riktig,rectus
680,schlimm::A,illa,malus
681,wahr::A,sann,verus
682,alt::A,gammal,antiquus
683,neu::A,ny,novus
684,ehemalig::A,forn,pristinus
685,ehemalig::A,tidigare,pristinus
686,alt[Lebewesen]::A,gammal,vetus
687,jung::A,ung,iuvenis
688,arm::A,fattig,pauper
689,reich::A,rik,dives
690,bekannt::A,känd,notus
691,berühmt::A,berömd,celeber
692,berühmt::A,berömd,illustris
693,fremd::A,främmande,peregrinus
694,verschieden::A,åtskillig,varius
695,nah::A,nära,propinquus
696,fern::A,fjärran,longinquus
697,linker::A,vänster,sinister
698,rechter::A,höger,dexter
699,anderer::A,annan,alius
700,erster::A,första,primus
701,zweiter::A,andra,secundus
702,dritter::A,tredje,tertius
703,letzter::A,sist,ultimus
704,allein::ADV,allena,solum
705,auf einmal::ADV,på en gång,simul
706,zusammen::ADV,tillsammans,una
707,lange::ADV,länge,diu
708,plötzlich::ADV,plötsligt,subito
709,plötzlich::ADV,plötsligt,repente
710,sofort::ADV,strax,statim
711,sofort::ADV,genast,statim
712,später::ADV,senare,postea
713,jetzt::ADV,nu,nunc
714,heute::ADV,i dag,hodie
715,morgen::ADV,i morgon,cras
716,bald::ADV,snart,mox
717,dann::ADV,då,deinde
718,gestern::ADV,i går,heri
719,einst::ADV,en gång,olim
720,damals::ADV,då,tum
721,damals::ADV,den gången,tum
722,danach::ADV,därefter,postea
723,vorher::ADV,före,antea
724,vorher::ADV,förut,antea
725,zuerst::ADV,först,primo
726,einmal::ADV,en gång,semel
727,manchmal::ADV,ibland,interdum
728,oft::ADV,ofta,saepe
729,immer::ADV,alltid,semper
730,niemals::ADV,aldrig,numquam
731,hier::ADV,här,hic
732,hierhin::ADV,hit,huc
733,von hier::ADV,härifrån,hinc
734,dort::ADV,där,ibi
735,dorthin::ADV,dit,eo
736,geradeaus::ADV,rätt fram,recte
737,vorwärts::ADV,fram,porro
738,vorwärts::ADV,framåt,porro
739,rückwärts::ADV,baklänges,retro
740,zurück::ADV,tillbaka,retro
741,unten::ADV,nere,infra
742,unten::ADV,nedanför,infra
743,hinab::ADV,ned,pessum
744,hinab::ADV,nedåt,pessum
745,oben::ADV,ovan,supra
746,oben::ADV,ovanpå,supra
747,hinauf::ADV,upp,sursum
748,hinauf::ADV,uppåt,sursum
749,überall::ADV,överallt,ubique
750,nicht::ADV,ej,non
751,nicht::ADV,inte,non
752,ein wenig::ADV,litet,paulum
753,kaum::ADV,knappt,vix
754,kaum::ADV,knappt,aegre
755,kaum::ADV,knappast,vix
756,kaum::ADV,knappast,aegre
757,sehr::ADV,mycket,valde
758,sehr::ADV,mycket,magnopere
759,so::ADV,så,ita
760,noch::ADV,än,etiam
761,noch::ADV,ännu,etiam
762,nur::ADV,bara,solum
763,nur::ADV,bara,tantum
764,nur::ADV,endast,solum
765,nur::ADV,endast,tantum
766,schon::ADV,redan,iam
767,wieder::ADV,åter,rursus
768,vergebens::ADV,förgäves,frustra
769,vor::PRP,utanför,ante
770,hinter::PRP,bakom,post
771,unter::PRP,under,sub
772,durch::PRP,genom,per
773,durch::PRP,igenom,per
774,neben::PRP,bredvid,iuxta
775,neben::PRP,vid sidan av,iuxta
776,zwischen::PRP,mellan,inter
777,wegen::PRP,på grund av,propter
778,dies::PRN,detta,hoc
779,das::PRN,det,id
780,alles::PRN,allt,omnia
781,ich::PRN,jag,ego
782,du::PRN,du,tu
783,er::PRN,han,is
784,er::PRN,han,ille
785,wir::PRN,vi,nos
786,ihr::PRN,ni,vos
787,sie::PRN,de,ii
788,sie::PRN,de,illi
789,was::FPRN,vad,quid
790,wer::FPRN,vem,quis
791,wo::FADV,var,ubi
792,wohin::FADV,vart,quo
793,wie::FADV,hur,quomodo
794,warum::FADV,varför,cur
795,wieviel::FNUM,hur mycket,quantum
796,eins::NUM,en,unus
797,eins::NUM,ett,unus
798,zwei::NUM,två,duo
799,drei::NUM,tre,tres
800,vier::NUM,fyra,quattuor
801,fünf::NUM,fem,quinque
802,sechs::NUM,sex,sex
803,sieben::NUM,sju,septem
804,acht::NUM,åtta,octo
805,neun::NUM,nio,novem
806,zehn::NUM,tio,decem
807,elf::NUM,elva,undecim
808,zwölf::NUM,tolv,duodecim
809,zwanzig::NUM,tjugo,viginti
810,dreißig::NUM,trettio,triginta
811,vierzig::NUM,fyrtio,quadraginta
812,fünfzig::NUM,femtio,quinquaginta
813,sechzig::NUM,sextio,sexaginta
814,siebzig::NUM,sjuttio,septuaginta
815,achtzig::NUM,åttio,octoginta
816,neunzig::NUM,nittio,nonaginta
817,hundert::NUM,hundra,centum
818,tausend::NUM,tusen,mille
819,und::CNJ,och,et
820,und::CNJ,och,-que
821,oder::CNJ,eller,vel
822,stehen::V,stå,stare
823,sitzen::V,sitta,sedere
824,liegen::V,ligga,iacere
825,hängen::V,hänga,pendere
826,werden::V,bli,fieri
827,passieren::V,ske,accidere
828,passieren::V,hända,accidere
829,beginnen::V,börja,incipere
830,enden::V,ända,finem habere
831,wechseln::V,växla,mutari
832,aufgehen[Sonne]::V,gå upp,oriri
833,untergehen[Sonne]::V,gå ned,occidere
834,scheinen[Sonne]::V,skina,lucere
835,donnern::V,dundra,tonare
836,wehen::V,blåsa,flare
837,strömen::V,forsa,fluere
838,strömen::V,strömma,fluere
839,fließen::V,flyta,manare
840,sich drehen::V,snurra,torqueri
841,schwanken::V,vackla,vacillare
842,schwingen::V,svinga,vibrare
843,fallen::V,falla,cadere
844,brennen::V,brinna,ardere
845,rauchen::V,ryka,fumare
846,regnen::V,regna,pluere
847,gefrieren::V,frysa,congelari
848,tauen::V,töa,rorare
849,schmelzen::V,smälta,liquescere
850,trocknen::V,torka,arescere
851,sieden::V,koka,fervere
852,sieden::V,sjuda,fervere
853,faulen::V,ruttna,putescere
854,verfaulen::V,ruttna,putescere
855,reißen::V,brista,scindi
856,versinken::V,sjunka,mergi
857,vergehen::V,förgå,praeterire
