,Concept_ID,ro,cv
191,Huhn::N,găină,чӑх
192,Huhn::N,găină,чӑхӑ
193,Hahn::N,cocoș,автан
194,Gans::N,gâscă,хур
195,Adler::N,vultur,ӑмӑрт кайӑк
196,Ente::N,rață,кӑвакал
197,Eule::N,bufniță,тӑмана
198,Kranich::N,cocor,тӑрна
199,Krähe::N,cioară,ула курак
200,Kuckuck::N,cuc,куккук
201,Schwan::N,lebădă,акӑш
202,Fisch::N,pește,пулӑ
203,Barsch::N,biban,уланкӑ
204,Hecht::N,știucă,ҫӑрттан
205,Schlange[Tier]::N,șarpe,ҫӗлен
206,Wurm::N,vierme,ӑман
207,Spinne::N,păianjen,эрешмен
208,Ameise::N,furnică,кӑткӑ
209,Laus::N,păduche,пыйтӑ
210,Mücke::N,țânțar,вӑрӑм туна
211,Fliege::N,muscă,шӑна
212,Schmetterling::N,fluture,лӗпӗш
213,Beere::N,boabă,ҫырла
214,Apfel::N,măr,улма
215,Apfel::N,măr,пан улми
216,Pilz::N,burete,кӑмпа
217,Pilz::N,ciupercă,кӑмпа
218,Zwiebel::N,ceapă,сухан
219,Saat::N,semănătură,вӑрӑ
220,Korn::N,grâu,тӗшӗ
221,Korn::N,grâu,пӗрчӗ
222,Heu::N,fân,утӑ
223,Schale::N,coajă,хупӑ
224,Grube::N,groapă,шӑтӑк
225,Falle::N,cursă,тапӑ
226,Falle::N,cursă,капкӑн
227,Falle::N,capcană,тапӑ
228,Falle::N,capcană,капкӑн
229,Schlinge::N,laț,йӑлӑ
230,Spur::N,dâră,йӗр
231,Asche::N,cenușă,кӗл
232,Dreck::N,noroi,пылчӑк
233,Dreck::N,murdărie,пылчӑк
234,Eisen::N,fier,тимӗр
235,Gold::N,aur,ылтӑн
236,Silber::N,argint,кӗмӗл
237,Kohle::N,cărbune,кӑмрӑк
238,Glas::N,sticlă,кӗленче
239,Lehm::N,lut,тӑм
240,Lehm::N,humă,тӑм
241,Sand::N,nisip,хӑйӑр
242,Mensch::N,om,ҫын
243,Mensch::N,om,этем
244,Mensch::N,persoană,ҫын
245,Mensch::N,persoană,этем
246,Mann::N,om,ар
247,Mann::N,bărbat,ар
248,Frau::N,femeie,хӗрарӑм
249,Kind::N,copil,ача
250,Junge::N,băiat,ача
251,Junge::N,băiat,ар ҫын ача
252,Junge::N,flăcău,ача
253,Junge::N,flăcău,ар ҫын ача
254,Mädchen::N,fată,хӗр ача
255,Familie::N,familie,ҫемье
256,Familie::N,familie,кил-йыш
257,Großvater::N,bunic,кукаҫи
258,Großvater::N,tată mare,кукаҫи
259,Großmutter::N,bunică,кукамай
260,Großmutter::N,mamă mare,кукамай
261,Eltern::N,părinți,аҫа-ама
262,Vater::N,tată,атте
263,Vater::N,părinte,атте
264,Mutter::N,mamă,анне
265,Sohn::N,fiu,ывӑл
266,Sohn::N,fecior,ывӑл
267,Tochter::N,fiică,хӗр
268,Bruder::N,frate,ар тӑван
269,Schwester::N,soră,аппа
270,Schwester::N,soră,йӑмӑк
271,Onkel::N,unchi,мучи
272,Onkel::N,unchi,пичче
273,Tante::N,mătușă,аппа
274,Ehemann::N,soț,упӑшка
275,Ehemann::N,bărbat,упӑшка
276,Ehefrau::N,soție,арӑм
277,Freude::N,bucurie,савӑнӑҫ
278,Freude::N,bucurie,хаваслӑх
279,Gelächter::N,râset,кулӑ
280,Glück::N,fericire,телей
281,Glück::N,fericire,ӑраскал
282,Kummer::N,mâhnire,хурлӑх
283,Wunsch::N,dorință,ӗмӗт
284,Wunsch::N,dorință,кӑмӑл
285,Wunsch::N,deziderat,ӗмӗт
286,Wunsch::N,deziderat,кӑмӑл
287,Lust::N,poftă,кӑмӑл
288,Lust::N,înclinare,кӑмӑл
289,Geist::N,duh,чун-чӗм
290,Geist::N,duh,ыр-усал
291,Geist::N,duh,чун хавалӗ
292,Geist::N,minte,чун-чӗм
293,Geist::N,minte,ыр-усал
294,Geist::N,minte,чун хавалӗ
295,Geist::N,suflet,чун-чӗм
296,Geist::N,suflet,ыр-усал
297,Geist::N,suflet,чун хавалӗ
298,Gedanke::N,gând,шухӑш
299,Gedanke::N,cuget,шухӑш
300,Gedächtnis::N,memorie,ас
301,Verstand::N,minte,ӑс
302,Verstand::N,minte,ӑс-тӑн
303,Verstand::N,minte,ӑс-хакӑл
304,Verstand::N,intelect,ӑс
305,Verstand::N,intelect,ӑс-тӑн
306,Verstand::N,intelect,ӑс-хакӑл
307,Sinn::N,sens,тупсӑм
308,Sinn::N,sens,пӗлтерӗш
309,Sinn::N,înțeles,тупсӑм
310,Sinn::N,înțeles,пӗлтерӗш
311,Grund::N,cauză,сӑлтав
312,Grund::N,pricină,сӑлтав
313,Wahrheit::N,adevăr,чӑнлӑх
314,Gespräch::N,convorbire,калаҫу
315,Gespräch::N,conversație,калаҫу
316,Märchen::N,basm,юмах
317,Märchen::N,poveste,юмах
318,Erzählung::N,poveste,акалав
319,Erzählung::N,poveste,каласа пани
320,Nachricht::N,veste,хыпар
321,Neuigkeit::N,noutate,ҫӗнӗ хыпар
322,Neuigkeit::N,actualitate,ҫӗнӗ хыпар
323,Name::N,nume,ят
324,Rätsel::N,ghicitoare,сутмалли юмах
325,Rede::N,discurs,сӑмах
326,Sprache::N,limbă,чӗлхе
327,Sprache::N,limbaj,чӗлхе
328,Stimme::N,glas,сасӑ
329,Wort::N,cuvânt,сӑмах
330,Zeichen::N,semn,паллӑ
331,Zeichen::N,semnal,паллӑ
332,Ruf::N,chemare,йыхрав
333,Ruf::N,chemare,чӗнӳ
334,Lärm::N,zgomot,шав
335,Lärm::N,tărăboi,шав
336,Laut::N,sunet,сасӑ
337,Ton::N,ton,сасӑ
338,Lied::N,cântec,юрӑ
339,Ruhe::N,odihnă,канӑҫлӑх
340,Ruhe::N,odihnă,лӑпкӑлӑх
341,Ruhe::N,liniște,канӑҫлӑх
342,Ruhe::N,liniște,лӑпкӑлӑх
343,Leute::N,lume,ҫамрӑксем
344,Leute::N,lume,ҫамрӑк ҫынсем
345,Leute::N,oameni,ҫамрӑксем
346,Leute::N,oameni,ҫамрӑк ҫынсем
347,Volk::N,popor,халӑх
348,Volk::N,națiune,халӑх
349,Arbeit::N,lucru,ӗҫхӗл
350,Arbeit::N,lucru,ӗҫлев
351,Gast::N,musafir,хӑна
352,Geschenk::N,dar,парне
353,Geschenk::N,dar,кучченеҫ
354,Geschenk::N,cadou,парне
355,Geschenk::N,cadou,кучченеҫ
356,Spiel::N,joc,вӑйӑ
357,Gesellschaft::N,societate,общество
358,Hilfe::N,ajutor,пулӑшу
359,Freund::N,amic,тус
360,Freund::N,prieten,тус
361,Kamerad::N,tovarăș,юлташ
362,Kamerad::N,tovarăș,тус
363,Angelegenheit::N,afacere,ӗҫ
364,Anzahl::N,număr,йыш
365,Anzahl::N,număr,хисеп
366,Anzahl::N,cantitate,йыш
367,Anzahl::N,cantitate,хисеп
368,Art::N,fel,тӗс
369,Art::N,specie,тӗс
370,Stück::N,bucată,татӑк
371,Teil::N,parte,пай
372,Teil::N,porție,пай
373,Hälfte::N,jumătate,ҫурӑ
374,Kreis::N,cerc,ункӑ
375,Kreis::N,cerc,ҫавракӑш
376,Kreuz::N,cruce,хӗрес
377,Linie::N,linie,йӗр
378,Strich::N,linie,йӗр
379,Strich::N,trăsătură,йӗр
380,Abstand::N,distanță,хушӑ
381,Abstand::N,depărtare,хушӑ
382,Entfernung::N,distanță,хушӑ
383,Entfernung::N,depărtare,хушӑ
384,Gegend::N,regiune,вырӑн
385,Platz::N,loc,хутлӑх
386,Ort::N,loc,вырӑн
387,Seite::N,latură,ен
388,Seite::N,latură,аяк
389,Seite::N,latură,айӑк
390,Mitte::N,centru,варӑ
391,Gegenstand::N,obiect,япала
392,Sache::N,lucru,япала
393,Sache::N,chestie,япала
394,Rand::N,bordură,вӗҫ
395,Rand::N,bordură,хӗрӗ
396,Rand::N,bordură,хӗрри
397,Kante::N,muchie,хайкача
398,Kante::N,muchie,хысак
399,Kante::N,bordură,хайкача
400,Kante::N,bordură,хысак
401,Ecke::N,colț,кӗтес
402,Spitze::N,vârf,вӗҫ
403,Spitze::N,creștet,вӗҫ
404,Ende::N,capăt,вӗҫ
405,Loch::N,gaură,шӑтӑк
406,Winkel::N,colț,кӗтес
407,Muster::N,desen,эреш
408,Größe::N,mărime,пысӑкӑш
409,Länge::N,lungime,вӑрӑмӑш
410,Höhe::N,înălțime,ҫӳллӗш
411,Gewicht::N,greutate,виҫе
412,Gewicht::N,greutate,йывӑрӑш
413,Menge::N,cantitate,йыш
414,Haufen::N,grămadă,купа
415,Reihe::N,șir,рет
416,Reihe::N,rând,рет
417,Boot::N,barcă,кимӗ
418,Boot::N,luntre,кимӗ
419,Ruder::N,vâslă,кӗсмен
420,Ruder::N,lopată,кӗсмен
421,Schlitten::N,sanie,ҫуна
422,Ski::N,schi,йӗлтӗр
423,Lagerfeuer::N,foc de tabără,вут
424,Lagerfeuer::N,foc de tabără,кӑвайт
425,Last::N,povară,сулмаклӑх
426,Last::N,povară,йывӑр япала
427,Last::N,sarcină,сулмаклӑх
428,Last::N,sarcină,йывӑр япала
429,Gang::N,mers,куҫӑм
430,Gang::N,umblet,куҫӑм
431,Schritt::N,pas,утӑм
432,Schritt::N,pas,пусӑм
433,Norden::N,nord,ҫурҫӗр
434,Norden::N,miazănoapte,ҫурҫӗр
435,Süden::N,sud,кӑнтӑр
436,Süden::N,miazăzi,кӑнтӑр
437,Westen::N,apus,анӑҫ
438,Westen::N,apus,хӗвел анӑҫ
439,Osten::N,est,хӗвел тухӑҫ
440,Osten::N,răsărit,хӗвел тухӑҫ
441,Holz::N,lemn,йывӑҫ
442,Brett::N,scândură,хӑма
443,Platte::N,placă,плита
444,Stütze::N,proptea,ура
445,Stange::N,bară,шерте
446,Stange::N,prăjină,шерте
447,Stock::N,băț,патак
448,Stock::N,baston,патак
449,Stab::N,baston,шӑчӑ
450,Stab::N,prăjină,шӑчӑ
451,Rohr::N,tub,пӑрӑх
452,Rohr::N,țeavă,пӑрӑх
453,Haus::N,casă,ҫурт
454,Heim::N,casă,кил
455,Heim::N,cămin,кил
456,Ofen::N,sobă,кӑмака
457,Fußboden::N,podea,урай
458,Fußboden::N,dușumea,урай
459,Tisch::N,masă,сӗтел
460,Stuhl::N,scaun,пукан
461,Wiege::N,leagăn,сӑпка
462,Bett::N,pat,кравать
463,Regal::N,rafturi,ҫӳлӗк
464,Regal::N,rafturi,сентре
465,Kiste::N,ladă,ещӗк
466,Kiste::N,ladă,сунтӑх
467,Kiste::N,cutie,ещӗк
468,Kiste::N,cutie,сунтӑх
469,Fenster::N,fereastră,чӳрече
470,Tür::N,ușă,алӑк
471,Tor::N,poartă,хапха
472,Zaun::N,gard,хӳме
473,Dach::N,acoperiș,тӑрӑ
474,Leiter::N,scară,пусма
475,Besen::N,mătură,шӑпӑр
476,Spaten::N,cazma,кӗреҫе
477,Spaten::N,hârleț,кӗреҫе
478,Schaufel::N,lopată,кӗреҫе
479,Gabel::N,furculiță,вилка
480,Löffel::N,lingură,кашӑк
481,Messer::N,cuțit,ҫӗҫӗ
482,Nagel::N,cui,пӑта
483,Netz::N,plasă,тетел
484,Haken::N,cârlig,йӑрхах
485,Haken::N,cârlig,ҫекӗл
486,Griff::N,mâner,хӑлӑп
487,Schloss::N,lacăt,ҫӑра
488,Bild::N,tablou,сӑн
489,Bild::N,tablou,сӑнлӑх
490,Bild::N,tablou,картина
491,Bild::N,imagine,сӑн
492,Bild::N,imagine,сӑнлӑх
493,Bild::N,imagine,картина
494,Figur::N,chip,кӗлетке
495,Figur::N,figură,кӗлетке
496,Puppe::N,păpușă,пукане
497,Beutel::N,pungă,михӗ
498,Beutel::N,săculeț,михӗ
499,Bündel::N,mănunchi,ҫыхӑ
500,Bündel::N,mănunchi,тӗрке
501,Tasche::N,geantă,сумка
502,Eimer::N,găleată,витре
503,Deckel::N,capac,хупӑ
504,Geschirr::N,vase,савӑт-сапа
505,Geschirr::N,tacâmuri,савӑт-сапа
506,Sack::N,sac,михӗ
507,Tasse::N,ceașcă,курка
508,Topf::N,oală,кастрюль
509,Kessel::N,cazan,хуран
510,Kessel::N,căldare,хуран
511,Essen::N,mâncare,апат
512,Nahrung::N,hrană,апат-ҫимӗс
513,Nahrung::N,aliment,апат-ҫимӗс
514,Speise::N,bucate,апат
515,Speise::N,bucate,ҫимӗҫ
516,Speise::N,fel de bucate,апат
517,Speise::N,fel de bucate,ҫимӗҫ
518,Fleisch::N,carne,аш
519,Fleisch::N,carne,какай
520,Getreide::N,cereale,тырӑ
521,Brei::N,pireu,пӑтӑ
522,Brot::N,pâine,ҫӑкӑр
523,Scheibe::N,felie,чӗлӗ
524,Scheibe::N,felie,касӑк
525,Scheibe::N,bucată,чӗлӗ
526,Scheibe::N,bucată,касӑк
527,Fett::N,untură,ҫу
528,Fett::N,grăsime,ҫу
529,Butter::N,unt,ҫу
530,Öl::N,ulei,ҫу
531,Salz::N,sare,тӑвар
532,Suppe::N,supă,яшка
533,Suppe::N,ciorbă,яшка
534,Honig::N,miere,пыл
535,Milch::N,lapte,сӗт
536,Tee::N,ceai,чей
537,Leder::N,piele,сӑран
538,Wolle::N,lână,ҫӑм
539,Stoff::N,stofă,тӗртӗм
540,Nadel::N,ac,йӗп
541,Faden::N,ață,ҫип
542,Knopf::N,buton,тӳме
543,Knoten::N,nod,йӑлӑ
544,Farbe::N,vopsea,сӑрӑ
545,Kleidung::N,haine,тум
546,Kleidung::N,haine,ҫипуҫ
547,Kleidung::N,haine,тум-тир
548,Kleidung::N,îmbrăcăminte,тум
549,Kleidung::N,îmbrăcăminte,ҫипуҫ
550,Kleidung::N,îmbrăcăminte,тум-тир
551,Hemd::N,cămașă,кӗпе
552,Kragen::N,guler,ҫуха
553,Ärmel::N,mânecă,ҫанӑ
554,Hose::N,pantaloni,шӑлавар
555,Gürtel::N,cordon,пиҫиххи
556,Mütze::N,șapcă,ҫӗлӗк
557,Schuh::N,gheată,пушмак
558,Schuh::N,gheată,ботинок
559,Stiefel::N,cizmă,атӑ
560,Ring::N,inel,ҫӗрӗ
561,Ring::N,verigă,ҫӗрӗ
562,Band::N,panglică,хаю
563,Band::N,panglică,йӗсме
564,Band::N,șiret,хаю
565,Band::N,șiret,йӗсме
566,Kamm::N,pieptene,тура
567,Spiegel::N,oglindă,тӗкӗр
568,Spiegel::N,oglindă,куҫ кӗски
569,Riemen::N,curea,чӗн
570,Schnur::N,funie,кантра
571,Schnur::N,sfoară,кантра
572,Leine::N,lesă,касмӑк
573,Leine::N,curea,касмӑк
574,Decke::N,pătură,утиял
575,Kissen::N,pernă,ҫытар
576,Kissen::N,pernă,минтер
577,Tuch::N,batic,тутӑр
578,Handtuch::N,prosop,ал шӑлли
579,Handtuch::N,ștergar,ал шӑлли
580,Kraft::N,forță,вӑй
581,Kraft::N,forță,хӑват
582,Kraft::N,putere,вӑй
583,Kraft::N,putere,хӑват
584,Stärke::N,tărie,хал
585,Stärke::N,tărie,хӑват
586,Stärke::N,vigoare,хал
587,Stärke::N,vigoare,хӑват
588,Gesundheit::N,sănătate,хал
589,Gesundheit::N,sănătate,сывлӑх
590,Krankheit::N,boală,чир
591,Krankheit::N,maladie,чир
592,Schmerz::N,durere,ырату
593,Wunde::N,rană,суран
594,Fieber::N,febră,сив чир
595,Arznei::N,leac,эмел
596,Arznei::N,medicament,эмел
597,Brücke::N,pod,кӗпер
598,Brücke::N,punte,кӗпер
599,Brunnen::N,puț,ҫӑл
600,Brunnen::N,puț,пусӑ
601,Weide::N,izlaz,ҫаран
602,Weide::N,pășune,ҫаран
603,Pfad::N,cărare,йӗр
604,Pfad::N,cărare,сукмак
605,Weg::N,drum,ҫул
606,Weg::N,drum,ҫул-йӗр
607,Straße::N,cale,ҫӳрев
608,Straße::N,cale,ҫул ҫӳрени
609,Straße::N,stradă,ҫӳрев
610,Straße::N,stradă,ҫул ҫӳрени
611,Dorf::N,sat,ял
612,Stadt::N,oraș,хула
613,Brief::N,scrisoare,ҫыру
614,Buch::N,carte,кӗнеке
615,Buchstabe::N,literă,сас палли
616,Buchstabe::N,caracter,сас палли
617,Zeitung::N,ziar,хаҫат
618,Zeitung::N,gazetă,хаҫат
619,Leben::N,viață,пурнӑҫ
620,Tod::N,moarte,вилӗм
621,Grab::N,groapă,масар шӑтӑкӗ
622,Grab::N,mormânt,масар шӑтӑкӗ
623,Kirche::N,biserică,чиркӳ
624,Sünde::N,păcat,ҫылӑх
625,Gott::N,zeu,турӑ
626,Arbeiter::N,muncitor,рабочи
627,Chef::N,șef,пуҫлӑх
628,Meister::N,meșter,ӑста
629,Meister::N,meșter,мастер
630,Meister::N,maestru,ӑста
631,Meister::N,maestru,мастер
632,Arzt::N,medic,врач
633,Arzt::N,medic,тухтӑр
634,Arzt::N,doctor,врач
635,Arzt::N,doctor,тухтӑр
636,Lehrer::N,profesor,учитель
637,Lehrer::N,profesor,вӗрентекен
638,Lehrer::N,învățător,учитель
639,Lehrer::N,învățător,вӗрентекен
640,Geld::N,bani,укҫа
641,Geld::N,parale,укҫа
642,Geschäft::N,treabă,бизнес
643,Geschäft::N,afacere,бизнес
644,Laden::N,magazin,магазин
645,Laden::N,prăvălie,магазин
646,Preis::N,preț,хак
647,Ware::N,marfă,тавар
648,Nutzen::N,folos,пайта
649,Nutzen::N,profit,пайта
650,Reichtum::N,avuție,мул
651,Reichtum::N,bogăție,мул
652,Welt::N,lume,тӗнче
653,Land::N,țară,ҫӗр-шыв
654,Staat::N,stat,патшàлӑх
655,König::N,rege,король
656,Macht::N,putere,власть
657,Macht::N,putință,власть
658,Grenze::N,hotar,чикӗ
659,Grenze::N,graniță,чикӗ
660,Grenze::N,frontieră,чикӗ
661,Krieg::N,război,вӑрҫӑ
662,Feind::N,dușman,тӑшман
663,Gewalt::N,violență,ирӗксӗрлӳ
664,Kampf::N,luptă,кӗрешӳ
665,Bogen[Waffe]::N,arc,ухӑ
666,Pfeil::N,săgeată,ҫӗмрен
667,Pfeil::N,săgeată,ухӑ йӗппи
668,Gewehr::N,armă,пӑшал
669,Gewehr::N,pușcă,пӑшал
670,Fehler::N,eroare,йӑнӑш
671,Fehler::N,greșeală,йӑнӑш
672,Lüge::N,minciună,суя
673,Lüge::N,minciună,ултав
674,Schaden::N,daună,сиен
675,Schaden::N,pagubă,сиен
676,Unglück::N,nenorocire,шар
677,Unglück::N,nenorocire,инкек
678,Schuld::N,vină,айӑп
679,Alter::N,etate,ҫул шучӗ
680,Alter::N,vârstă,ҫул шучӗ
681,Schluss::N,sfârșit,пӗтни
682,Schluss::N,sfârșit,пӗтмӗш
683,Zeit::N,timp,вӑхӑт
684,Zeit::N,vreme,вӑхӑт
685,Tag::N,zi,кун
686,Morgen::N,dimineață,ир
687,Mittag::N,prânz,кӑнтӑрла
688,Mittag::N,amiază,кӑнтӑрла
689,Abend::N,seară,каҫ
690,Nacht::N,noapte,каҫ
691,Woche::N,săptămână,эрне
692,Monat::N,lună,уйӑх
693,Jahr::N,an,ҫулталӑк
694,Frühling::N,primăvară,ҫур
695,Frühling::N,primăvară,ҫуркунне
696,Sommer::N,vară,ҫу
697,Sommer::N,vară,ҫулла
698,Herbst::N,toamnă,кӗр
699,Herbst::N,toamnă,кӗркунне
700,Winter::N,iarnă,хӗл
701,Winter::N,iarnă,хӗлле
702,Januar::N,ianuarie,январь
703,Februar::N,februarie,февраль
704,Februar::N,februarie,кӗҫӗн кӑрлач
705,März::N,martie,март
706,März::N,martie,пуш уйӑхӗ
707,April::N,aprilie,апрель
708,Mai::N,mai,май
709,Juni::N,iunie,июнь
710,Juli::N,iulie,июль
711,August::N,august,август
712,September::N,septembrie,сентябрь
713,September::N,septembrie,авӑн уйӑхӗ
714,Oktober::N,octombrie,октябрь
715,November::N,noiembrie,ноябрь
716,Dezember::N,decembrie,раштав
717,Dezember::N,decembrie,декабрь
718,Montag::N,luni,тунти кун
719,Dienstag::N,marți,ытлари кун
720,Mittwoch::N,miercuri,юн кун
721,Donnerstag::N,joi,кӗҫнерни кун
722,Freitag::N,vineri,эрне кун
723,Samstag::N,sâmbătă,шӑмат кун
724,Sonntag::N,duminică,вырсарни кун
725,groß::A,mare,пысӑк
726,klein::A,mic,пӗчӗк
727,lang::A,lung,вӑрӑм
728,kurz::A,scurt,кӗске
729,breit::A,lat,сарлака
730,breit::A,larg,сарлака
731,schmal::A,strâmt,ансӑр
732,dicht::A,des,йӑвӑ
733,dick[Gegenstand]::A,gros,хулӑн
