,Concept_ID,ro,cv
1456,umrühren::V,mesteca,хутӑштар
1457,stricken::V,împleti,ҫых
1458,nähen::V,coase,ҫӗле
1459,färben::V,vopsi,пӗвет
1460,färben::V,colora,пӗвет
1461,reinigen::V,curăți,тасат
1462,waschen::V,spăla,ҫу
1463,abwischen::V,șterge,шӑл
1464,spülen::V,clăti,чӳхе
1465,fegen::V,mătura,шӑл
1466,kehren::V,mătura,шӑл
1467,baden::V,se scălda,шыва кӗр
1468,sich waschen::V,se spăla,ҫӑвӑн
1469,ausziehen::V,și scoate,салан
1470,anziehen::V,îmbrăca,тӑхӑн
1471,sich anziehen::V,se îmbrăca,тӑхӑн
1472,kämmen::V,pieptăna,тура
1473,schmücken::V,împodobi,илемлет
1474,sagen::V,zice,те
1475,sagen::V,spune,те
1476,sprechen::V,vorbi,кала
1477,reden::V,vorbi,сӑмахла
1478,reden::V,vorbi,калаҫ
1479,reden::V,discuta,сӑмахла
1480,reden::V,discuta,калаҫ
1481,sich unterhalten::V,conversa,пупле
1482,sich unterhalten::V,sta de vorbă,пупле
1483,fragen::V,întreba,ыйт
1484,bitten::V,ruga,ыйт
1485,erzählen::V,spune,каласа пар
1486,erzählen::V,povesti,каласа пар
1487,mitteilen::V,comunica,пӗлтер
1488,mitteilen::V,comunica,хыпарла
1489,mitteilen::V,înștiința,пӗлтер
1490,mitteilen::V,înștiința,хыпарла
1491,nennen::V,numi,те
1492,nennen::V,numi,чӗн
1493,nennen::V,chema,те
1494,nennen::V,chema,чӗн
1495,rufen::V,chema,чӗн
1496,prahlen::V,se făli,мухтан
1497,prahlen::V,se făli,вӗҫкӗнлен
1498,übersetzen::V,traduce,куҫар
1499,denken::V,gândi,шухӑшла
1500,glauben::V,crede,ӗнен
1501,bemerken::V,observa,асӑрха
1502,erkennen::V,cunoaște,палла
1503,erkennen::V,recunoaște,палла
1504,begreifen::V,pricepe,ӑнлан
1505,begreifen::V,înțelege,ӑнлан
1506,verstehen::V,înțelege,пӗл
1507,lernen::V,învăța,вӗрен
1508,wissen::V,ști,пӗл
1509,wissen::V,ști,ӑнкар
1510,sich erinnern an::V,a-și aminti de,аса ил
1511,vergessen::V,uita,ман
1512,vergessen::V,uita,манса кай
1513,messen::V,măsura,виҫ
1514,zählen::V,număra,шутла
1515,rechnen::V,calcula,шутла
1516,lesen::V,citi,вула
1517,malen::V,picta,ӳкер
1518,zeichnen::V,desena,ӳкер
1519,schreiben::V,scrie,ҫыр
1520,besitzen::V,avea,тыт
1521,besitzen::V,poseda,тыт
1522,kaufen::V,cumpăra,ил
1523,kaufen::V,cumpăra,туян
1524,verkaufen::V,vinde,сут
1525,bezahlen::V,plăti,тӳле
1526,bezahlen::V,achita,тӳле
1527,zahlen::V,plăti,тӳле
1528,beherrschen::V,stăpâni,тыт
1529,ertragen::V,răbda,тӳс
1530,ertragen::V,suporta,тӳс
