,Concept_ID,be,zh
208,Familie::N,сямʼя,家庭
209,Großvater::N,дзядуля,祖父
210,Großmutter::N,бабуля,祖母
211,Eltern::N,бацькі,父母
212,Vater::N,бацька,父亲
213,Mutter::N,маці,母亲
214,Sohn::N,сын,儿子
215,Tochter::N,дачка,女儿
216,Bruder::N,брат,兄弟
217,Schwester::N,сястра,姐妹
218,Onkel::N,дзядзька,伯父
219,Tante::N,цётка,阿姨
220,Ehemann::N,муж,丈夫
221,Ehefrau::N,жонка,妻子
222,Freude::N,радасць,愉快
223,Gelächter::N,смех,大笑
224,Glück::N,шчасце,运气
225,Kummer::N,гора,苦恼
226,Wunsch::N,жаданне,愿望
227,Lust::N,цяга,乐趣
228,Geist::N,дух,精神
229,Gedanke::N,думка,思想
230,Gedächtnis::N,памяць,记性
231,Verstand::N,розум,理智
232,Sinn::N,сэнс,感觉
233,Grund::N,зачэпка,理由
234,Wahrheit::N,праўда,真理
235,Gespräch::N,размова,谈话
236,Märchen::N,казка,童话
237,Erzählung::N,расказ,故事
238,Erzählung::N,апавяданне,故事
239,Nachricht::N,вестка,消息
240,Nachricht::N,паведамленне,消息
241,Neuigkeit::N,навіна,新闻
242,Name::N,імя,名字
243,Rätsel::N,загадка,谜语
244,Rede::N,прамова,讲话
245,Sprache::N,мова,语言
246,Stimme::N,голас,声音
247,Wort::N,слова,词
248,Zeichen::N,знак,标记
249,Ruf::N,кліч,呼喊
250,Lärm::N,шум,噪音
251,Laut::N,гук,响声
252,Ton::N,гучанне,声音
253,Lied::N,песня,歌曲
254,Ruhe::N,спакой,安静
255,Leute::N,людзі,人们
256,Volk::N,народ,人民
257,Arbeit::N,праца,劳动
258,Arbeit::N,работа,劳动
259,Gast::N,госць,客人
260,Geschenk::N,падарунак,礼物
261,Spiel::N,гульня,游戏
262,Gesellschaft::N,таварыства,陪同
263,Hilfe::N,дапамога,帮助
264,Freund::N,друг,朋友
265,Freund::N,сябар,朋友
266,Kamerad::N,прыяцель,同志
267,Angelegenheit::N,справа,事情
268,Anzahl::N,колькасць,数目
269,Art::N,від,种类
270,Stück::N,кусок,块
271,Stück::N,кавалак,块
272,Teil::N,частка,部分
273,Hälfte::N,палова,一半
274,Hälfte::N,палавіна,一半
275,Kreis::N,круг,圆
276,Kreuz::N,крыж,十字架
277,Linie::N,лінія,线条
278,Strich::N,рыса,划
279,Abstand::N,прамежак,距离
280,Entfernung::N,адлегласць,距离
281,Gegend::N,мясцовасць,地区
282,Platz::N,месца,场所
283,Ort::N,месца,地点
284,Seite::N,бок,面
285,Mitte::N,сярэдзіна,中间
286,Gegenstand::N,прадмет,物品
287,Sache::N,рэч,物
288,Rand::N,край,边
289,Kante::N,руб,棱
290,Kante::N,кант,棱
291,Ecke::N,вугал,角
292,Spitze::N,кончык,尖
293,Ende::N,канец,结尾
294,Loch::N,дзірка,洞
295,Winkel::N,вугал,角度
296,Muster::N,узор,模型
297,Größe::N,памер,大小
298,Länge::N,даўжыня,长度
299,Höhe::N,вышыня,高度
300,Gewicht::N,вага,重量
301,Menge::N,колькасць,数量
302,Haufen::N,куча,堆
303,Reihe::N,рад,行
304,Boot::N,лодка,小船
305,Ruder::N,вясло,奖
306,Schlitten::N,сані,雪橇
307,Ski::N,лыжа,雪板
308,Lagerfeuer::N,вогнішча,营火
309,Last::N,цяжар,负担
310,Gang::N,ход,行走
311,Schritt::N,шаг,步伐
312,Schritt::N,крок,步伐
313,Norden::N,поўнач,北
314,Süden::N,поўдзень,南
315,Westen::N,захад,西
316,Osten::N,усход,东
317,Holz::N,дрэва,木材
318,Holz::N,драўніна,木材
319,Brett::N,дошка,木板
320,Platte::N,пліта,平板
321,Stütze::N,падпорка,支架
322,Stange::N,жэрдка,杆
323,Stock::N,палка,棒
324,Stab::N,шост,棍
325,Rohr::N,труба,管子
326,Haus::N,дом,房屋
327,Heim::N,дом,家
328,Heim::N,хата,家
329,Ofen::N,печ,炉子
330,Fußboden::N,падлога,地板
331,Tisch::N,стол,桌子
332,Stuhl::N,стул,椅子
333,Stuhl::N,крэсла,椅子
334,Wiege::N,калыска,摇蓝
335,Bett::N,ложак,床
336,Bett::N,пасцель,床
337,Regal::N,паліца,架子
338,Kiste::N,скрынка,箱子
339,Fenster::N,акно,窗户
340,Tür::N,дзверы,门
341,Tor::N,вароты,大门
342,Zaun::N,агароджа,篱笆
343,Dach::N,дах,屋顶
344,Leiter::N,лесвіца,梯子
345,Besen::N,мятла,扫帚
346,Spaten::N,лапата,铁锹
347,Spaten::N,жалязняк,铁锹
348,Schaufel::N,шуфлік,铁锹
349,Schaufel::N,лапатка,铁锹
350,Gabel::N,відэлец,叉
351,Löffel::N,лыжка,食匙
352,Messer::N,нож,刀
353,Nagel::N,цвік,钉子
354,Netz::N,сетка,网
355,Haken::N,крук,钩子
356,Griff::N,ручка,把柄
357,Schloss::N,замок,锁
358,Bild::N,карціна,图画
359,Figur::N,фігура,人像
360,Puppe::N,лялька,娃娃
361,Beutel::N,мяшок,袋子
362,Bündel::N,вязка,捆
363,Tasche::N,торба,手提包
364,Eimer::N,вядро,桶
365,Deckel::N,накрыўка,盖子
366,Geschirr::N,пасуда,餐具
367,Sack::N,мех,袋子
368,Tasse::N,кубак,杯子
369,Topf::N,каструля,锅
370,Kessel::N,кацёл,水壶
371,Essen::N,ежа,进餐
372,Nahrung::N,харч,食物
373,Speise::N,страва,菜肴
374,Fleisch::N,мяса,肉
375,Getreide::N,збожжа,谷物
376,Brei::N,каша,粥
377,Brot::N,хлеб,面包
378,Scheibe::N,луста,片
379,Scheibe::N,скібка,片
380,Fett::N,тлушч,脂肪
381,Butter::N,масла,黄油
382,Öl::N,алей,油
383,Salz::N,соль,盐
384,Suppe::N,суп,汤
385,Honig::N,мёд,蜂蜜
386,Milch::N,малако,奶
387,Tee::N,чай,茶
388,Tee::N,гарбата,茶
389,Leder::N,скура,皮革
390,Wolle::N,воўна,毛线
391,Stoff::N,тканіна,织物
392,Nadel::N,іголка,针
393,Faden::N,нітка,线
394,Knopf::N,гузік,纽扣
395,Knoten::N,вузел,结
396,Farbe::N,фарба,颜色
397,Kleidung::N,адзенне,衣服
398,Hemd::N,кашуля,衬衫
399,Kragen::N,каўнер,领子
400,Ärmel::N,рукаў,袖子
401,Hose::N,штаны,裤子
402,Gürtel::N,пояс,腰带
403,Mütze::N,шапка,帽子
404,Schuh::N,чаравік,鞋
405,Stiefel::N,бот,靴子
406,Ring::N,кольца,戒指
407,Band::N,стужка,带子
408,Kamm::N,расчоска,梳子
409,Spiegel::N,люстра,镜子
410,Riemen::N,рэмень,皮带
411,Schnur::N,вяроўка,绳子
412,Leine::N,павадок,皮带
413,Decke::N,коўдра,被子
414,Kissen::N,падушка,软垫
415,Tuch::N,хустка,巾
416,Handtuch::N,ручнік,手巾
417,Kraft::N,сіла,力
418,Stärke::N,моц,力量
419,Gesundheit::N,здароўе,健康
420,Krankheit::N,хвароба,病
421,Schmerz::N,боль,痛
422,Wunde::N,рана,伤口
423,Fieber::N,гарачка,发烧
424,Fieber::N,ліхаманка,发烧
425,Arznei::N,лекі,药
426,Brücke::N,мост,桥
427,Brunnen::N,калодзеж,井
428,Weide::N,паша,牧场
429,Pfad::N,сцежка,小路
430,Weg::N,шлях,路
431,Weg::N,дарога,路
432,Straße::N,вуліца,街
433,Dorf::N,вёска,村庄
434,Stadt::N,горад,城市
435,Brief::N,ліст,信
436,Brief::N,пісьмо,信
437,Buch::N,кніга,书
438,Buchstabe::N,літара,字母
439,Zeitung::N,газета,报纸
440,Leben::N,жыццё,生命
441,Tod::N,смерць,死亡
442,Grab::N,магіла,坟墓
443,Kirche::N,касцёл,教堂
444,Kirche::N,царква,教堂
445,Sünde::N,грэх,罪
446,Gott::N,бог,上帝
447,Arbeiter::N,рабочы,工人
448,Chef::N,начальнік,上司
449,Meister::N,майстар,师傅
450,Arzt::N,урач,医生
451,Lehrer::N,настаўнік,教师
452,Geld::N,грошы,钱
453,Geschäft::N,заняцце,交易
454,Laden::N,крама,商店
455,Laden::N,магазін,商店
456,Preis::N,цана,价格
457,Ware::N,тавар,商品
458,Nutzen::N,выгада,好处
459,Reichtum::N,багацце,财富
460,Welt::N,свет,世界
461,Land::N,краіна,国家
462,Staat::N,дзяржава,国家
463,König::N,кароль,国王
464,Macht::N,улада,权力
465,Grenze::N,граніца,边界
466,Krieg::N,вайна,战争
467,Feind::N,вораг,敌人
468,Gewalt::N,насілле,暴力
469,Kampf::N,барацьба,战斗
470,Bogen[Waffe]::N,лук,弓
471,Pfeil::N,страла,箭
472,Gewehr::N,ружжо,枪
473,Fehler::N,памылка,错误
474,Lüge::N,хлусня,谎话
475,Schaden::N,шкода,损失
476,Unglück::N,ліха,不幸
477,Unglück::N,бядота,不幸
478,Schuld::N,віна,过错
479,Alter::N,узрост,年龄
480,Schluss::N,канец,结束
481,Zeit::N,час,时间
482,Tag::N,дзень,天
483,Morgen::N,ранак,早晨
484,Morgen::N,раніца,早晨
485,Mittag::N,паўдня,中午
486,Mittag::N,поўдзень,中午
487,Abend::N,вечар,晚上
488,Nacht::N,ноч,夜
489,Woche::N,тыдзень,星期
490,Monat::N,месяц,月
491,Jahr::N,год,年
492,Frühling::N,вясна,春天
493,Sommer::N,лета,夏天
494,Herbst::N,восень,秋天
495,Winter::N,зіма,冬天
496,Januar::N,студзень,一月
497,Februar::N,люты,二月
498,März::N,сакавік,三月
499,April::N,красавік,四月
500,Mai::N,май,五月
501,Mai::N,травень,五月
502,Juni::N,чэрвень,六月
503,Juli::N,ліпень,七月
504,August::N,жнівень,八月
505,September::N,верасень,九月
506,Oktober::N,кастрычнік,十月
507,November::N,лістапад,十一月
508,Dezember::N,снежань,十二月
509,Montag::N,панядзелак,星期一
510,Dienstag::N,аўторак,星期二
511,Mittwoch::N,серада,星期三
512,Donnerstag::N,чацвер,星期四
513,Freitag::N,пятніца,星期五
514,Samstag::N,субота,星期六
515,Sonntag::N,нядзеля,星期日
516,groß::A,вялікі,大
517,klein::A,маленькі,小
518,lang::A,доўгі,长
519,kurz::A,кароткі,短
520,breit::A,шырокі,宽
521,schmal::A,вузкі,细长的
522,dicht::A,густы,密
523,dick[Gegenstand]::A,тоўсты,厚
524,dünn::A,тонкі,薄
525,fein::A,тонкі,细小
526,fest::A,моцны,固体
527,flach::A,плоскі,平坦
528,glatt::A,гладкі,光滑
529,hart::A,цвёрды,硬
530,weich::A,мяккі,软
531,rund::A,круглы,圆
532,spitz::A,спічасты,尖
533,spitz::A,востраканцовы,尖
534,scharf::A,востры,锋利
535,stumpf::A,тупы,钝
536,schwer::A,цяжкі,重
537,schön::A,прыгожы,美丽
538,heiß::A,гарачы,烫
539,warm::A,цёплы,暖和
540,kalt::A,холадны,冷
541,kühl::A,халаднаваты,凉
542,frisch::A,свежы,新鲜
543,feucht::A,вільготны,潮湿
544,nass::A,мокры,湿
545,trocken::A,сухі,干
546,voll::A,поўны,满
547,leer::A,пусты,空
548,offen::A,адкрыты,敞开
549,offen::A,адчынены,敞开
550,geschlossen::A,закрыты,关闭
551,geschlossen::A,зачынены,关闭
552,sauber::A,чысты,干净
553,schmutzig::A,брудны,肮脏
554,roh::A,сыры,生
555,reif::A,спелы,成熟
556,lecker::A,смачны,好吃
557,süß::A,салодкі,甜
558,bitter::A,горкі,苦
559,sauer::A,кіслы,酸
560,hell::A,светлы,亮
561,dunkel::A,цёмны,阴暗
562,schwarz::A,чорны,黑
563,weiß::A,белы,白
564,rot::A,чырвоны,红
565,gelb::A,жоўты,黄
566,blau::A,сіні,蓝
567,grün::A,зялёны,绿
568,grau::A,шэры,灰色
569,bunt::A,пяресты,五彩
570,billig::A,танны,便宜
571,teuer::A,дарагі,贵
572,wertvoll::A,цэнны,贵重
573,wertvoll::A,каштоўны,贵重
574,blind::A,сляпы,瞎
575,taub::A,глухі,聋
576,kräftig::A,магутны,强壮
577,stark::A,сільны,强壮
578,schwach::A,слабы,弱
579,fett::A,тлусты,胖
580,schlank::A,стройны,苗条
581,hübsch::A,чароўны,漂亮
582,böse::A,злы,邪恶
583,dumm::A,дурны,笨
584,faul::A,лянівы,懒惰
585,fleißig::A,руплівы,勤奋
586,geizig::A,прагны,吝啬
587,klug::A,разумны,聪明
588,geschickt::A,умелы,灵巧
589,lieb::A,мілы,可爱
590,lustig::A,вясёлы,快乐
591,sanft::A,ласкавы,柔和
592,hungrig::A,галодны,饥饿
593,krank::A,хворы,患病
594,nackt::A,голы,裸体
595,traurig::A,сумны,悲哀
596,lebendig::A,жывы,活
597,gut::A,добры,好
598,schlecht::A,кепскі,坏
599,richtig::A,правільны,正确
600,schlimm::A,агідны,糟糕
601,wahr::A,сапраўдны,真
602,alt::A,стары,旧
603,neu::A,новы,新
604,ehemalig::A,былы,以前
605,alt[Lebewesen]::A,стары,老
606,jung::A,малады,年轻
607,arm::A,бедны,贫穷
608,reich::A,багаты,富裕
609,bekannt::A,знаёмы,出名
610,berühmt::A,славуты,著名
611,fremd::A,чужы,陌生
612,verschieden::A,розны,不同
613,nah::A,блізкі,近
614,fern::A,далёкі,遥远
615,linker::A,левы,左
616,rechter::A,правы,右
617,anderer::A,іншы,别的
618,anderer::A,другі,别的
619,erster::A,першы,第一
620,zweiter::A,другі,第二
621,dritter::A,трэці,第三
622,letzter::A,апошні,最后
623,allein::ADV,сам,单独
624,allein::ADV,адзін,单独
625,auf einmal::ADV,адразу,同时
626,zusammen::ADV,разам,一起
627,lange::ADV,доўга,许久
628,plötzlich::ADV,раптам,忽然
629,sofort::ADV,зараз,立刻
630,später::ADV,пазней,以后
631,jetzt::ADV,цяпер,现在
632,heute::ADV,сёння,今天
633,morgen::ADV,заўтра,明天
634,bald::ADV,хутка,即将
635,bald::ADV,неўзабаве,即将
636,dann::ADV,потым,然后
637,gestern::ADV,учора,昨天
638,einst::ADV,аднойчы,曾经
639,damals::ADV,тады,当时
640,danach::ADV,затым,随后
641,vorher::ADV,раней,事先
642,zuerst::ADV,спярша,首先
643,zuerst::ADV,спачатку,首先
644,einmal::ADV,адзін раз,一次
645,manchmal::ADV,часам,有时
646,oft::ADV,часта,时常
647,immer::ADV,заўсёды,总是
648,niemals::ADV,ніколі,从未
649,hier::ADV,тут,这里
650,hierhin::ADV,сюды,到这里
651,von hier::ADV,адсюль,由此
652,von hier::ADV,адгэтуль,由此
653,dort::ADV,там,那里
654,dorthin::ADV,туды,到那里
655,geradeaus::ADV,прама,一直往前
656,vorwärts::ADV,наперад,向前
657,rückwärts::ADV,назад,向后
658,zurück::ADV,назад,退后
659,unten::ADV,унізе,下面
660,hinab::ADV,уніз,向下
661,oben::ADV,угары,上面
662,oben::ADV,наверсе,上面
663,hinauf::ADV,угару,向上
664,überall::ADV,усюды,到处
665,nicht::ADV,не,不
666,ein wenig::ADV,трошкі,一点儿
667,kaum::ADV,ледзьве,几乎不
668,sehr::ADV,вельмі,很
669,so::ADV,так,如此
670,noch::ADV,яшчэ,还
671,nur::ADV,толькі,只
672,schon::ADV,ужо,已经
673,wieder::ADV,зноў,又
674,vergebens::ADV,дарма,
675,vergebens::ADV,дарэмна,
676,vor::PRP,перад,在...面前
677,hinter::PRP,за,在...背后
678,hinter::PRP,ззаду,在...背后
679,unter::PRP,пад,在...下面
680,durch::PRP,праз,穿过
681,neben::PRP,каля,在...旁
682,zwischen::PRP,між,在...之间
683,zwischen::PRP,паміж,在...之间
684,wegen::PRP,з-за,由于
685,dies::PRN,гэта,这
686,das::PRN,тое,那
687,alles::PRN,усё,一切
688,ich::PRN,я,我
689,du::PRN,ты,你
690,er::PRN,ён,他
691,wir::PRN,мы,我们
692,ihr::PRN,вы,你们
693,sie::PRN,яны,她
694,was::FPRN,што,什么
695,wer::FPRN,хто,谁
696,wo::FADV,дзе,哪里
697,wohin::FADV,куды,去哪里
698,wie::FADV,як,怎么
699,warum::FADV,чаму,为什么
700,wieviel::FNUM,колькі,多少
701,eins::NUM,адзін,一
702,zwei::NUM,два,二
703,drei::NUM,тры,三
704,vier::NUM,чатыры,四
705,fünf::NUM,пяць,五
706,sechs::NUM,шесць,六
707,sieben::NUM,сем,七
708,acht::NUM,восем,八
709,neun::NUM,дзевяць,九
710,zehn::NUM,дзесяць,十
711,elf::NUM,адзінаццаць,十一
712,zwölf::NUM,дванаццаць,十二
713,zwanzig::NUM,дваццаць,二十
714,dreißig::NUM,трыццаць,三十
715,vierzig::NUM,сорак,四十
716,fünfzig::NUM,пядзесят,五十
717,sechzig::NUM,шесдзесят,六十
718,siebzig::NUM,семдзесят,七十
719,achtzig::NUM,восемдзесят,八十
720,neunzig::NUM,дзевяноста,九十
721,hundert::NUM,сто,百
722,tausend::NUM,тысяча,千
723,und::CNJ,і,和
724,und::CNJ,ды,和
725,oder::CNJ,або,或者
726,stehen::V,стаяць,站
727,sitzen::V,сядзець,坐
728,liegen::V,ляжаць,躺着
729,hängen::V,вісець,挂着
730,werden::V,стаць,成为
731,werden::V,зрабіцца,成为
732,passieren::V,трапіцца,发生
733,beginnen::V,пачацца,开始
734,enden::V,кончыцца,终止
735,wechseln::V,мяняцца,变迁
736,aufgehen[Sonne]::V,узысці,升起
737,untergehen[Sonne]::V,зайсці,下落
738,scheinen[Sonne]::V,свяціць,照射
739,donnern::V,грымець,打雷
740,wehen::V,дзьмуць,飘扬
741,strömen::V,ліцца,流
742,fließen::V,цячы,流动
743,sich drehen::V,круціцца,转动
744,sich drehen::V,варочацца,转动
745,schwanken::V,хістацца,摇摆
746,schwingen::V,гайдацца,摇
747,schwingen::V,калыхацца,摇
748,fallen::V,падаць,坠落
749,brennen::V,гарэць,燃烧
750,rauchen::V,дымець,冒烟
751,regnen::V,дажджыць,下雨
752,gefrieren::V,замерзнуць,结冰
753,tauen::V,раставаць,融化
754,schmelzen::V,плавіцца,溶化
755,trocknen::V,сохнуць,变干
756,sieden::V,кіпець,煮
757,faulen::V,гнісці,腐烂
758,verfaulen::V,згнісці,腐烂
759,reißen::V,ірвацца,撕
760,versinken::V,тануць,下沉
761,vergehen::V,праходзіць,流逝
762,erscheinen::V,зʼявіцца,出现
763,verschwinden::V,знікнуць,消失
764,sinken::V,спадаць,下降
765,abnehmen::V,паменшыцца,减少
766,zunehmen::V,павялічвацца,增加
767,steigen::V,паднімацца,上升
768,wachsen::V,расці,生长
769,glänzen::V,блішчаць,发光
770,funkeln::V,бліскаць,闪烁
771,lärmen::V,шумець,吵闹
772,läuten::V,званіць,响
773,klingeln::V,званіць,按铃
774,klirren::V,бразгаць,
775,brausen::V,бушаваць,疾驶
776,rauschen::V,шастаць,
777,klingen::V,гучаць,听起来
778,bellen::V,брахаць,吠
779,heulen::V,выць,嗥
780,blasen::V,дзьмухнуць,吹
781,pfeifen::V,свістаць,吹口哨
782,schreien::V,крычаць,叫喊
783,stöhnen::V,стагнаць,呻吟
784,zittern::V,дрыжаць,颤抖
785,leben::V,жыць,生存
786,geboren werden::V,нарадзіцца,出生
787,atmen::V,дыхаць,呼吸
788,trinken::V,піць,喝
789,essen::V,есці,吃
790,schlucken::V,глытаць,咽
791,müde werden::V,стаміцца,疲倦
792,einschlafen::V,заснуць,入睡
793,schlafen::V,спаць,睡觉
794,aufwachen::V,рассыпацца,睡醒
795,aufstehen::V,устаць,起床
796,sich erholen::V,адпачываць,休养
797,krank werden::V,захварэць,生病
798,krank sein::V,хварэць,生病
799,schmerzen::V,балець,疼痛
800,husten::V,кашляць,咳
801,genesen::V,паправіцца,痊愈
802,genesen::V,паздаравець,痊愈
803,sterben::V,памерці,死
804,umkommen::V,загінуць,丧命
805,sich bewegen::V,рухацца,移动
806,sich rühren::V,варушыцца,动弹
807,sich erheben::V,устаць,站起
808,sich setzen::V,сесці,坐
809,hinfallen::V,упасці,跌倒
810,laufen::V,хадзіць,步行
811,schreiten::V,шагаць,迈步
812,schreiten::V,крочыць,迈步
813,spazierengehen::V,гуляць,散步
814,eilen::V,спяшацца,急忙
815,sich beeilen::V,спяшацца,赶快
816,sausen::V,імчацца,疾驰
817,rennen::V,бегаць,奔跑
818,springen::V,скакаць,跳
819,klettern::V,лазіць,攀缘
820,schaukeln::V,гайдацца,荡秋千
821,kriechen::V,поўзаць,爬行
822,schwimmen::V,плаваць,游泳
823,tauchen::V,ныраць,潜水
824,rudern::V,веславаць,划船
825,fahren::V,ехаць,行驶
826,fliegen::V,лятаць,飞
827,gehen::V,ісці,走
828,weggehen::V,пайсці,离去
829,abfahren::V,адʼяжджаць,出发
830,anhalten::V,спыніцца,停住
831,anhalten::V,затрымацца,停住
832,hineingehen::V,уваходзіць,进去
833,eintreten::V,увайсці,进入
834,kommen::V,прыйсці,来
835,ankommen::V,прыбыць,到达
836,zurückkommen::V,вярнуцца,回来
837,bleiben::V,застацца,停留
838,warten::V,чакаць,等
839,erwarten::V,чакаць,等候
840,suchen::V,шукаць,找
841,finden::V,знайсці,找到
