,Concept_ID,lt,hr
279,Eltern::N,tėvai,roditelji
280,Vater::N,tėvas,otac
281,Mutter::N,motina,majka
282,Sohn::N,sūnus,sin
283,Tochter::N,duktė,kći
284,Tochter::N,duktė,kćerka
285,Bruder::N,brolis,brat
286,Schwester::N,sesuo,sestra
287,Onkel::N,dėdė,čika
288,Onkel::N,dėdė,ujak
289,Tante::N,teta,ujna
290,Tante::N,teta,tetka
291,Ehemann::N,vyras,muž
292,Ehemann::N,vyras,suprug
293,Ehefrau::N,žmona,žena
294,Ehefrau::N,žmona,supruga
295,Freude::N,džiaugsmas,radost
296,Gelächter::N,juokas,grohot
297,Glück::N,laimė,sreća
298,Kummer::N,vargas,jad
299,Kummer::N,vargas,briga
300,Kummer::N,rūpestis,jad
301,Kummer::N,rūpestis,briga
302,Wunsch::N,troškimas,želja
303,Wunsch::N,pageidavimas,želja
304,Lust::N,noras,volja
305,Lust::N,geidulys,volja
306,Geist::N,dvasia,duh
307,Gedanke::N,mintis,misao
308,Gedächtnis::N,atmintis,pamćenje
309,Verstand::N,protas,um
310,Verstand::N,protas,razum
311,Sinn::N,prasmė,smisao
312,Sinn::N,prasmė,značenje
313,Grund::N,priežastis,razlog
314,Wahrheit::N,tiesa,istina
315,Wahrheit::N,teisybė,istina
316,Gespräch::N,pokalbis,razgovor
317,Märchen::N,pasaka,bajka
318,Erzählung::N,apsakymas,priča
319,Erzählung::N,apsakymas,pripovijest
320,Erzählung::N,pasakojimas,priča
321,Erzählung::N,pasakojimas,pripovijest
322,Nachricht::N,žinia,vijest
323,Neuigkeit::N,naujiena,novost
324,Name::N,vardas,ime
325,Rätsel::N,mįslė,zagonetka
326,Rede::N,kalba,govor
327,Rede::N,kalba,besjeda
328,Sprache::N,kalba,jezik
329,Stimme::N,balsas,glas
330,Wort::N,žodis,riječ
331,Zeichen::N,žymė,znak
332,Zeichen::N,ženklas,znak
333,Ruf::N,šauksmas,povik
334,Ruf::N,šauksmas,poklik
335,Lärm::N,triukšmas,buka
336,Lärm::N,triukšmas,galama
337,Laut::N,garsas,zvuk
338,Ton::N,tonas,ton
339,Ton::N,garsas,ton
340,Lied::N,daina,pjesma
341,Lied::N,giesmė,pjesma
342,Ruhe::N,ramybė,tišina
343,Ruhe::N,ramybė,počinak
344,Ruhe::N,ramumas,tišina
345,Ruhe::N,ramumas,počinak
346,Leute::N,žmonės,ljudi
347,Volk::N,tauta,puk
348,Volk::N,tauta,narod
349,Arbeit::N,darbas,rad
350,Arbeit::N,darbas,posao
351,Arbeit::N,triūsas,rad
352,Arbeit::N,triūsas,posao
353,Gast::N,svečias,gost
354,Geschenk::N,dovana,dar
355,Geschenk::N,dovana,poklon
356,Spiel::N,žaismas,igra
357,Spiel::N,žaidimas,igra
358,Gesellschaft::N,draugija,društvo
359,Gesellschaft::N,draugija,kompanija
360,Gesellschaft::N,kompanija,društvo
361,Gesellschaft::N,kompanija,kompanija
362,Hilfe::N,pagalba,pomoć
363,Freund::N,draugas,prijatelj
364,Freund::N,bičiulis,prijatelj
365,Kamerad::N,draugas,drug
366,Kamerad::N,draugas,drugar
367,Angelegenheit::N,dalykas,posao
368,Angelegenheit::N,reikalas,posao
369,Anzahl::N,kiekis,broj
370,Anzahl::N,kiekis,brojnost
371,Anzahl::N,skaičius,broj
372,Anzahl::N,skaičius,brojnost
373,Art::N,rūšis,vid
374,Art::N,rūšis,vrst
375,Stück::N,gabalas,komad
376,Teil::N,dalis,dio
377,Hälfte::N,pusė,polovina
378,Kreis::N,ratas,krug
379,Kreis::N,apskritis,krug
380,Kreis::N,apskritimas,krug
381,Kreuz::N,kryžius,križ
382,Linie::N,linija,crta
383,Strich::N,brėžis,crta
384,Strich::N,brūkšnys,crta
385,Abstand::N,atstumas,razmak
386,Abstand::N,atstumas,odstojanje
387,Entfernung::N,atstumas,udaljenost
388,Gegend::N,vietovė,kraj
389,Gegend::N,vietovė,predeo
390,Platz::N,vieta,mjesto
391,Ort::N,vieta,mjesto
392,Ort::N,vietovė,mjesto
393,Seite::N,pusė,bok
394,Seite::N,pusė,strana
395,Seite::N,šonas,bok
396,Seite::N,šonas,strana
397,Mitte::N,vidurys,sredina
398,Gegenstand::N,dalykas,predmet
399,Sache::N,daiktas,posao
400,Rand::N,kraštas,rub
401,Rand::N,kraštas,kraj
402,Rand::N,pakraštys,rub
403,Rand::N,pakraštys,kraj
404,Kante::N,kraštas,brid
405,Kante::N,kraštas,ivica
406,Ecke::N,kertė,ugao
407,Ecke::N,kampas,ugao
408,Spitze::N,priekis,vrh
409,Spitze::N,priekis,šiljak
410,Spitze::N,priešakys,vrh
411,Spitze::N,priešakys,šiljak
412,Ende::N,galas,konac
413,Loch::N,skylė,rupa
414,Winkel::N,kampas,kut
415,Winkel::N,kampas,ugao
416,Winkel::N,kampelis,kut
417,Winkel::N,kampelis,ugao
418,Muster::N,raštas,uzor
419,Größe::N,dydis,veličina
420,Größe::N,didumas,veličina
421,Länge::N,ilgis,duljina
422,Länge::N,ilgumas,duljina
423,Höhe::N,aukštis,visina
424,Höhe::N,aukštuma,visina
425,Gewicht::N,svoris,težina
426,Gewicht::N,svarstis,težina
427,Menge::N,kiekis,mnoštvo
428,Menge::N,kiekis,količina
429,Menge::N,daugybė,mnoštvo
430,Menge::N,daugybė,količina
431,Haufen::N,krūva,hrpa
432,Haufen::N,krūva,gomila
433,Haufen::N,šūsnis,hrpa
434,Haufen::N,šūsnis,gomila
435,Reihe::N,greta,red
436,Boot::N,valtis,čun
437,Boot::N,valtis,čamac
438,Boot::N,laivelis,čun
439,Boot::N,laivelis,čamac
440,Ruder::N,irklas,veslo
441,Schlitten::N,rogės,saone
442,Schlitten::N,rogutės,saone
443,Ski::N,slidė,ski
444,Ski::N,slidė,smučka
445,Lagerfeuer::N,laužas,logorska vatra
446,Last::N,našta,tovar
447,Last::N,nešulys,tovar
448,Gang::N,eisena,hod
449,Schritt::N,žingsnis,korak
450,Norden::N,šiaurė,sjever
451,Norden::N,žiemiai,sjever
452,Süden::N,pietūs,jug
453,Westen::N,vakarai,zapad
454,Osten::N,rytai,istok
455,Holz::N,mediena,drvo
456,Brett::N,lenta,daska
457,Platte::N,plokštė,ploča
458,Stütze::N,atrama,potpora
459,Stütze::N,atspara,potpora
460,Stange::N,lazda,motka
461,Stange::N,kartis,motka
462,Stock::N,lazda,štap
463,Stock::N,lazda,palica
464,Stab::N,kartis,štap
465,Stab::N,kartis,šipka
466,Rohr::N,vamzdis,cijev
467,Haus::N,namas,kuća
468,Heim::N,namai,dom
469,Ofen::N,krosnis,peć
470,Fußboden::N,grindys,pod
471,Tisch::N,stalas,stol
472,Tisch::N,stalas,trpeza
473,Stuhl::N,kėdė,stolac
474,Stuhl::N,kėdė,stolica
475,Wiege::N,lopšys,kolijevka
476,Bett::N,lova,krevet
477,Bett::N,lova,postelja
478,Bett::N,patalai,krevet
479,Bett::N,patalai,postelja
480,Regal::N,lentyna,polica
481,Kiste::N,dėžė,sanduk
482,Fenster::N,langas,prozor
483,Tür::N,durys,vrata
484,Tor::N,vartai,vrata
485,Tor::N,vartai,kapija
486,Zaun::N,tvora,plot
487,Zaun::N,tvora,ograda
488,Dach::N,stogas,krov
489,Leiter::N,kopėčios,ljestve
490,Leiter::N,kopėčios,ljestvice
491,Besen::N,šluota,metla
492,Spaten::N,lopeta,ašov
493,Spaten::N,kastuvas,ašov
494,Schaufel::N,semtuvas,lopata
495,Gabel::N,šakutė,viljuška
496,Löffel::N,šaukštas,žlica
497,Messer::N,peilis,nož
498,Nagel::N,vinis,čavao
499,Netz::N,tinklas,mreža
500,Haken::N,vagis,kuka
501,Haken::N,kablys,kuka
502,Griff::N,kotas,držak
503,Griff::N,kotas,ručica
504,Griff::N,rankena,držak
505,Griff::N,rankena,ručica
506,Schloss::N,spyna,brava
507,Schloss::N,užraktas,brava
508,Bild::N,paveikslas,slika
509,Figur::N,figūra,figura
510,Puppe::N,lėlė,lutka
511,Beutel::N,krepšys,kesa
512,Beutel::N,maišelis,kesa
513,Bündel::N,ryšulys,snop
514,Bündel::N,ryšulys,svežanj
515,Tasche::N,krepšelis,torba
516,Tasche::N,krepšelis,taška
517,Eimer::N,kibiras,kabao
518,Deckel::N,dangtis,poklopac
519,Geschirr::N,indai,suđe
520,Geschirr::N,indai,posuđe
521,Sack::N,maišas,džak
522,Sack::N,maišas,vreća
523,Tasse::N,puodukas,šalica
524,Topf::N,puodas,lonac
525,Kessel::N,katilas,kazan
526,Essen::N,valgis,obrok
527,Nahrung::N,penas,hrana
528,Nahrung::N,maistas,hrana
529,Speise::N,patiekalas,jelo
530,Fleisch::N,mėsa,meso
531,Getreide::N,javai,žito
532,Getreide::N,javai,žitarice
533,Brei::N,košė,kaša
534,Brot::N,duona,kruh
535,Scheibe::N,riekė,kriška
536,Fett::N,taukai,mast
537,Fett::N,taukai,salo
538,Fett::N,riebalai,mast
539,Fett::N,riebalai,salo
540,Butter::N,sviestas,buter
541,Butter::N,sviestas,maslac
542,Öl::N,aliejus,ulje
543,Salz::N,druska,sol
544,Suppe::N,sriuba,supa
545,Honig::N,medus,med
546,Milch::N,pienas,mlijeko
547,Tee::N,arbata,čaj
548,Leder::N,oda,koža
549,Wolle::N,vilna,vuna
550,Stoff::N,audeklas,štof
551,Stoff::N,audeklas,tkanina
552,Nadel::N,adata,igla
553,Faden::N,gija,nit
554,Faden::N,gija,konac
555,Faden::N,siūlas,nit
556,Faden::N,siūlas,konac
557,Knopf::N,saga,dugme
558,Knoten::N,mazgas,čvor
559,Knoten::N,mazgas,uzao
560,Farbe::N,dažai,farba
561,Kleidung::N,rūbai,odjeća
562,Kleidung::N,drabužiai,odjeća
563,Hemd::N,marškiniai,košulja
564,Kragen::N,apykaklė,ovratnik
565,Ärmel::N,rankovė,rukav
566,Hose::N,kelnės,hlače
567,Gürtel::N,juosta,pas
568,Gürtel::N,juosta,pojas
569,Gürtel::N,diržas,pas
570,Gürtel::N,diržas,pojas
571,Mütze::N,kepurė,kapa
572,Schuh::N,batas,cipela
573,Stiefel::N,auliniai batai,čizma
574,Ring::N,žiedas,prsten
575,Band::N,kaspinas,vrpca
576,Kamm::N,šukos,češalj
577,Spiegel::N,veidrodis,zrcalo
578,Spiegel::N,veidrodis,ogledalo
579,Riemen::N,diržas,kaiš
580,Riemen::N,diržas,remen
581,Schnur::N,virvė,vrpca
582,Leine::N,pavadėlis,uzica
583,Decke::N,antklodė,ćebe
584,Decke::N,antklodė,pokrivač
585,Kissen::N,pagalvė,jastuk
586,Kissen::N,priegalvis,jastuk
587,Tuch::N,skarelė,rubac
588,Tuch::N,skarelė,marama
589,Handtuch::N,rankšluostis,ručnik
590,Kraft::N,jėga,snaga
591,Stärke::N,stiprumas,jakost
592,Gesundheit::N,sveikata,zdravlje
593,Krankheit::N,liga,bolest
594,Schmerz::N,skausmas,bol
595,Wunde::N,žaizda,rana
596,Fieber::N,karštis,groznica
597,Arznei::N,vaistas,lijek
598,Brücke::N,tiltas,most
599,Brücke::N,tiltas,ćuprija
600,Brunnen::N,šulinys,bunar
601,Brunnen::N,šulinys,zdenac
602,Weide::N,ganykla,paša
603,Weide::N,ganykla,pašnjak
604,Weide::N,gluosnis,paša
605,Weide::N,gluosnis,pašnjak
606,Pfad::N,takas,staza
607,Weg::N,kelias,put
608,Straße::N,gatvė,drum
609,Straße::N,gatvė,cesta
610,Dorf::N,kaimas,selo
611,Dorf::N,sodžius,selo
612,Stadt::N,miestas,grad
613,Stadt::N,miestas,varoš
614,Brief::N,laiškas,list
615,Brief::N,laiškas,pismo
616,Buch::N,knyga,knjiga
617,Buchstabe::N,raidė,slovo
618,Zeitung::N,laikraštis,novine
619,Leben::N,gyvybė,život
620,Leben::N,gyvenimas,život
621,Tod::N,mirtis,smrt
622,Grab::N,kapas,raka
623,Kirche::N,bažnyčia,crkva
624,Sünde::N,nuodėmė,grijeh
625,Sünde::N,nusidėjimas,grijeh
626,Gott::N,dievas,bog
627,Arbeiter::N,darbininkas,radnik
628,Chef::N,šefas,šef
629,Chef::N,vadovas,šef
630,Chef::N,viršininkas,šef
631,Meister::N,meistras,majstor
632,Arzt::N,gydytojas,liječnik
633,Lehrer::N,mokytojas,učitelj
634,Geld::N,pinigai,novac
635,Geschäft::N,biznis,posao
636,Geschäft::N,biznis,trgovina
637,Laden::N,krautuvė,dućan
638,Laden::N,parduotuvė,dućan
639,Preis::N,kaina,cijena
640,Ware::N,prekė,roba
641,Nutzen::N,nauda,korist
642,Nutzen::N,pelnas,korist
643,Reichtum::N,turtas,bogatstvo
644,Welt::N,pasaulis,svijet
645,Land::N,žemė,zemlja
646,Land::N,šalis,zemlja
647,Staat::N,valstija,država
648,König::N,karalius,kralj
649,Macht::N,galia,moć
650,Macht::N,galia,vlast
651,Macht::N,valdžia,moć
652,Macht::N,valdžia,vlast
653,Grenze::N,riba,granica
654,Grenze::N,siena,granica
655,Krieg::N,karas,rat
656,Feind::N,priešas,neprijatelj
657,Gewalt::N,jėga,sila
658,Gewalt::N,jėga,nasilje
659,Gewalt::N,smurtas,sila
660,Gewalt::N,smurtas,nasilje
661,Gewalt::N,prievarta,sila
662,Gewalt::N,prievarta,nasilje
663,Kampf::N,kova,boj
664,Kampf::N,kova,borba
665,Bogen[Waffe]::N,lankas,luk
666,Pfeil::N,strėlė,strijela
667,Gewehr::N,šautuvas,puška
668,Fehler::N,klaida,pogreška
669,Fehler::N,klaida,griješka
670,Lüge::N,melas,laž
671,Schaden::N,nuostolis,šteta
672,Schaden::N,apgadinimas,šteta
673,Unglück::N,nelaimė,nesreća
674,Schuld::N,kaltė,krivnja
675,Alter::N,amžius,dob
676,Schluss::N,pabaiga,kraj
677,Schluss::N,pabaiga,konac
678,Zeit::N,laikas,doba
679,Zeit::N,laikas,vrijeme
680,Tag::N,diena,dan
681,Morgen::N,rytas,jutro
682,Mittag::N,vidurdienis,podne
683,Abend::N,vakaras,veče
684,Abend::N,vakaras,večer
685,Nacht::N,naktis,noć
686,Woche::N,savaitė,sedmica
687,Monat::N,mėnuo,mjesec
688,Jahr::N,metai,godina
689,Frühling::N,pavasaris,proljeće
690,Sommer::N,vasara,ljeto
691,Herbst::N,ruduo,jesen
692,Winter::N,žiema,zima
693,Januar::N,sausis,januar
694,Januar::N,sausis,siječanj
695,Februar::N,vasaris,veljača
696,Februar::N,vasaris,februar
697,März::N,kovas,mart
698,März::N,kovas,ožujak
699,April::N,balandis,april
700,April::N,balandis,travanj
701,Mai::N,gegužė,maj
702,Mai::N,gegužė,svibanj
703,Juni::N,birželis,juni
704,Juni::N,birželis,lipanj
705,Juli::N,liepa,juli
706,Juli::N,liepa,srpanj
707,August::N,rugpjūtis,august
708,August::N,rugpjūtis,kolovoz
709,September::N,rugsėjis,rujan
710,September::N,rugsėjis,septembar
711,Oktober::N,spalis,oktobar
712,Oktober::N,spalis,listopad
713,November::N,lapkritis,studeni
714,November::N,lapkritis,novembar
715,Dezember::N,gruodis,prosinac
716,Montag::N,pirmadienis,ponedjeljak
717,Montag::N,pirmadienis,ponedjeljnik
718,Dienstag::N,antradienis,utorak
719,Dienstag::N,antradienis,utornik
720,Mittwoch::N,trečiadienis,srijeda
721,Donnerstag::N,ketvirtadienis,četvrtak
722,Freitag::N,penktadienis,petak
723,Samstag::N,šeštadienis,subota
724,Sonntag::N,sekmadienis,nedjelja
725,groß::A,didis,velik
726,groß::A,didelis,velik
727,klein::A,mažas,mali
728,klein::A,mažas,malen
729,lang::A,ilgas,dug
730,lang::A,ilgas,dugačak
731,kurz::A,trumpas,kratak
732,breit::A,platus,širok
733,schmal::A,smulkus,uski
734,schmal::A,smulkus,uzak
735,dicht::A,tankus,gust
736,dick[Gegenstand]::A,storas,debeo
737,dünn::A,plonas,tanak
738,fein::A,smulkus,fin
739,fein::A,smulkus,tanak
740,fest::A,kietas,čvrst
741,fest::A,tvirtas,čvrst
742,flach::A,lėkštas,ravan
743,flach::A,lėkštas,plosnat
744,flach::A,plokščias,ravan
745,flach::A,plokščias,plosnat
746,glatt::A,slidus,gladak
747,hart::A,kietas,tvrd
748,weich::A,minkštas,mek
749,weich::A,minkštas,mekan
750,rund::A,apvalus,okrugao
751,rund::A,apskritas,okrugao
752,spitz::A,aštrus,oštar
753,spitz::A,aštrus,šiljast
754,spitz::A,smailus,oštar
755,spitz::A,smailus,šiljast
756,scharf::A,aštrus,oštar
757,scharf::A,aštrus,bridak
758,stumpf::A,bukas,tup
759,stumpf::A,atšipęs,tup
760,schwer::A,sunkus,težak
761,schön::A,gražus,krasan
762,heiß::A,karštas,vruć
763,warm::A,šiltas,topao
764,kalt::A,šaltas,hladan
765,kühl::A,vėsus,hladan
766,kühl::A,bejausmis,hladan
767,frisch::A,šviežias,svjež
768,feucht::A,drėgnas,vlažan
769,nass::A,šlapias,mokar
770,trocken::A,sausas,suh
771,voll::A,pilnas,pun
772,leer::A,tuščias,prazan
773,offen::A,atviras,otvoren
774,geschlossen::A,uždaras,zatvoren
775,geschlossen::A,uždarytas,zatvoren
776,sauber::A,švarus,čist
777,schmutzig::A,nešvarus,nečist
778,schmutzig::A,nešvarus,blatan
779,schmutzig::A,purvinas,nečist
780,schmutzig::A,purvinas,blatan
781,roh::A,žalias,sirov
782,reif::A,prinokęs,zreo
783,reif::A,pribrendęs,zreo
784,lecker::A,gardus,tečan
785,lecker::A,gardus,ukusan
786,süß::A,saldus,sladak
787,bitter::A,kartus,gorak
788,sauer::A,gižus,kiseo
789,sauer::A,rūgštus,kiseo
790,hell::A,šviesus,vedar
791,hell::A,šviesus,svijetao
792,hell::A,skaistus,vedar
793,hell::A,skaistus,svijetao
794,dunkel::A,tamsus,taman
795,schwarz::A,juodas,crn
796,weiß::A,baltas,bio
797,weiß::A,baltas,bijel
798,rot::A,raudonas,crven
799,gelb::A,geltonas,žut
800,blau::A,mėlynas,plav
801,blau::A,mėlynas,modar
802,grün::A,žalias,zelen
803,grau::A,pilkas,siv
804,bunt::A,margas,šaren
805,bunt::A,spalvotas,šaren
806,billig::A,pigus,jeftin
