,Concept_ID,lt,hr
1536,treten::V,mygti,šutnuti
1537,stechen::V,gelti,ubosti
1538,stechen::V,smeigti,ubosti
1539,stoßen::V,stumti,gurnuti
1540,stoßen::V,pastumti,gurnuti
1541,stehlen::V,vogti,ukrasti
1542,stören::V,trikdyti,smetati
1543,belästigen::V,apsunkinti,smetati
1544,belästigen::V,apsunkinti,dosaditi
1545,verbergen::V,slėpti,skriti
1546,verbergen::V,paslėpti,skriti
1547,täuschen::V,klaidinti,obmanuti
1548,betrügen::V,apgauti,prevarati
1549,töten::V,žudyti,ubiti
1550,töten::V,nužudyti,ubiti
1551,wohnen::V,gyventi,stanovati
1552,arbeiten::V,dirbti,raditi
1553,arbeiten::V,triūsti,raditi
1554,sammeln::V,rinkti,sabrati
1555,pflücken::V,skinti,ubrati
1556,pflücken::V,raškyti,ubrati
1557,jagen::V,medžioti,loviti
1558,fischen::V,žvejoti,ribati
1559,fischen::V,žvejoti,loviti ribu
1560,fassen::V,sučiupti,uloviti
1561,hüten::V,ganyti,pasti
1562,treiben::V,ginti,goniti
1563,anbinden::V,pririšti,privezati
1564,füttern::V,šerti,hraniti
1565,melken::V,melžti,musti
1566,hacken::V,kapoti,sjeckati
1567,gießen::V,lieti,politi
1568,gießen::V,laistyti,politi
1569,reifen::V,nokti,sazreti
1570,reifen::V,sirpti,sazreti
1571,zubereiten::V,ruošti,prigotoviti
1572,zubereiten::V,gaminti,prigotoviti
1573,kochen::V,virti,kuhati
1574,kochen::V,virinti,kuhati
1575,backen::V,kepti,peći
1576,braten::V,kepti,peći
1577,braten::V,kepti,pržiti
1578,braten::V,kepinti,peći
1579,braten::V,kepinti,pržiti
1580,umrühren::V,maišyti,promiješati
1581,umrühren::V,pamaišyti,promiješati
1582,stricken::V,megzti,plesti
1583,nähen::V,siūti,šiti
1584,färben::V,dažyti,obojiti
1585,färben::V,nudažyti,obojiti
1586,reinigen::V,valyti,očistiti
1587,reinigen::V,valyti,počistiti
1588,reinigen::V,švarinti,očistiti
1589,reinigen::V,švarinti,počistiti
1590,waschen::V,plauti,prati
1591,waschen::V,mazgoti,prati
1592,waschen::V,skalbti,prati
1593,abwischen::V,nušluostyti,otrti
1594,spülen::V,plauti,isprati
1595,spülen::V,plauti,oplakati
1596,spülen::V,skalauti,isprati
1597,spülen::V,skalauti,oplakati
1598,fegen::V,šluoti,mesti
1599,fegen::V,šluoti,pomesti
1600,kehren::V,šluoti,mesti
1601,baden::V,maudytis,kupati se
1602,sich waschen::V,praustis,umiti se
1603,sich waschen::V,praustis,prati se
1604,ausziehen::V,numauti,svući
1605,ausziehen::V,nuvilkti,svući
1606,anziehen::V,mauti,obući
1607,anziehen::V,apsivilkti,obući
1608,sich anziehen::V,rengtis,obući se
1609,sich anziehen::V,apsirengti,obući se
1610,kämmen::V,šukuoti,češljati
1611,schmücken::V,puošti,uresiti
1612,schmücken::V,puošti,nakititi
1613,schmücken::V,dabinti,uresiti
1614,schmücken::V,dabinti,nakititi
1615,schmücken::V,gražinti,uresiti
1616,schmücken::V,gražinti,nakititi
1617,sagen::V,tarti,reći
1618,sagen::V,tarti,kazati
1619,sprechen::V,kalbėti,govoriti
1620,reden::V,šnekėti,govoriti
1621,reden::V,šnekėti,besjediti
1622,sich unterhalten::V,kalbėtis,razgovarati se
1623,sich unterhalten::V,šnekučiuotis,razgovarati se
1624,fragen::V,klausti,pitati
1625,bitten::V,prašyti,moliti
1626,erzählen::V,pasakoti,ispričati
1627,erzählen::V,pasakoti,pripovjediti
1628,mitteilen::V,skelbti,saopćiti
1629,mitteilen::V,pranešti,saopćiti
1630,nennen::V,vadinti,nazvati
1631,nennen::V,vardyti,nazvati
1632,rufen::V,šaukti,zvati
1633,rufen::V,šaukti,dozvati
1634,rufen::V,kviesti,zvati
1635,rufen::V,kviesti,dozvati
1636,prahlen::V,girtis,hvalisati se
1637,übersetzen::V,versti,prevesti
1638,übersetzen::V,išversti,prevesti
1639,denken::V,galvoti,misliti
1640,glauben::V,manyti,vjerovati
1641,glauben::V,tikėti,vjerovati
1642,bemerken::V,pamatyti,zapaziti
1643,bemerken::V,pamatyti,primijetiti
1644,bemerken::V,pastebėti,zapaziti
1645,bemerken::V,pastebėti,primijetiti
1646,erkennen::V,pažinti,prepoznati
1647,erkennen::V,atpažinti,prepoznati
1648,begreifen::V,suvokti,pojmiti
1649,begreifen::V,suvokti,shvatiti
1650,verstehen::V,suprasti,razabrati
1651,lernen::V,mokytis,učiti se
1652,wissen::V,žinoti,znati
1653,sich erinnern an::V,prisiminti,sjetiti se
1654,vergessen::V,užmiršti,zaboraviti
1655,messen::V,matuoti,mjeriti
1656,zählen::V,skaičiuoti,brojiti
1657,rechnen::V,skaičiuoti,računati
1658,lesen::V,skaityti,čitati
1659,malen::V,tapyti,slikati
1660,zeichnen::V,piešti,crtati
1661,zeichnen::V,žymėti,crtati
1662,zeichnen::V,braižyti,crtati
1663,schreiben::V,rašyti,pisati
1664,besitzen::V,turėti,imati
1665,besitzen::V,turėti,posjedovati
1666,kaufen::V,pirkti,kupiti
1667,verkaufen::V,parduoti,prodati
1668,verkaufen::V,parduoti,raspačati
1669,bezahlen::V,apmokėti,platiti
1670,zahlen::V,mokėti,plaćati
1671,beherrschen::V,valdyti,vladati
1672,beherrschen::V,valdyti,gospodariti
1673,ertragen::V,kę̃sti,trpjeti
1674,ertragen::V,kę̃sti,podnijeti
1675,ertragen::V,pakelti,trpjeti
1676,ertragen::V,pakelti,podnijeti
1677,ertragen::V,iškę̃sti,trpjeti
1678,ertragen::V,iškę̃sti,podnijeti
