,Concept_ID,ro,ka
1427,reden::V,discuta,საუბრობს
1428,sich unterhalten::V,conversa,ბაასობს
1429,sich unterhalten::V,conversa,მუსაიფობს
1430,sich unterhalten::V,sta de vorbă,ბაასობს
1431,sich unterhalten::V,sta de vorbă,მუსაიფობს
1432,fragen::V,întreba,ჰკითხავს
1433,bitten::V,ruga,სთხოვს
1434,erzählen::V,spune,მოუთხრობს
1435,erzählen::V,povesti,მოუთხრობს
1436,mitteilen::V,comunica,აუწყებს
1437,mitteilen::V,comunica,აცნობებს
1438,mitteilen::V,înștiința,აუწყებს
1439,mitteilen::V,înștiința,აცნობებს
1440,nennen::V,numi,უწოდებს
1441,nennen::V,chema,უწოდებს
1442,rufen::V,chema,დაუძახებს
1443,prahlen::V,se făli,ტრაბახობს
1444,übersetzen::V,traduce,გადათარგმნის
1445,denken::V,gândi,ფიქრობს
1446,denken::V,gândi,აზროვნებს
1447,glauben::V,crede,სჯერა
1448,bemerken::V,observa,შენიშვნავს
1449,erkennen::V,cunoaște,გამოიცნობს
1450,erkennen::V,recunoaște,გამოიცნობს
1451,begreifen::V,pricepe,გაიგებს
1452,begreifen::V,înțelege,გაიგებს
1453,verstehen::V,înțelege,გაიგონებს
1454,lernen::V,învăța,ისწავლის
1455,wissen::V,ști,ეცოდინება
1456,sich erinnern an::V,a-și aminti de,მოიგონებს
1457,sich erinnern an::V,a-și aminti de,გაიხსენებს
1458,vergessen::V,uita,ივიწყებს
1459,messen::V,măsura,ზომავს
1460,zählen::V,număra,ითვლის
1461,rechnen::V,calcula,გაიანგარიშებს
1462,lesen::V,citi,კითხულობს
1463,malen::V,picta,ხატავს
1464,zeichnen::V,desena,ხაზავს
1465,schreiben::V,scrie,დაწერს
1466,besitzen::V,avea,ექნება
1467,besitzen::V,poseda,ექნება
1468,kaufen::V,cumpăra,ყიდულობს
1469,verkaufen::V,vinde,გაყიდის
1470,bezahlen::V,plăti,გადაიხდის
1471,bezahlen::V,achita,გადაიხდის
1472,zahlen::V,plăti,გადაიხდის
1473,beherrschen::V,stăpâni,ფლობს
1474,ertragen::V,răbda,მოითმენს
1475,ertragen::V,suporta,მოითმენს
