,Concept_ID,ro,ka
420,Norden::N,miazănoapte,ჩრდილოეთი
421,Süden::N,sud,სამხრეთი
422,Süden::N,miazăzi,სამხრეთი
423,Westen::N,apus,დასავლეთი
424,Osten::N,est,აღმოსავლეთი
425,Osten::N,răsărit,აღმოსავლეთი
426,Holz::N,lemn,ხე
427,Brett::N,scândură,დაფა
428,Brett::N,scândură,ფიცარი
429,Platte::N,placă,თლილი ქვა
430,Stütze::N,proptea,საყრდენი
431,Stange::N,bară,ჭოკი
432,Stange::N,prăjină,ჭოკი
433,Stock::N,băț,კეტი
434,Stock::N,baston,კეტი
435,Stab::N,baston,ლატანი
436,Stab::N,prăjină,ლატანი
437,Rohr::N,tub,მილაკი
438,Rohr::N,țeavă,მილაკი
439,Haus::N,casă,სახლი
440,Heim::N,casă,ოჯახის კერა
441,Heim::N,cămin,ოჯახის კერა
442,Ofen::N,sobă,ღუმელი
443,Fußboden::N,podea,იატაკი
444,Fußboden::N,dușumea,იატაკი
445,Tisch::N,masă,სუფრა
446,Tisch::N,masă,მაგიდა
447,Stuhl::N,scaun,სკამი
448,Wiege::N,leagăn,აკვანი
449,Bett::N,pat,საწოლი
450,Bett::N,pat,სარეცელი
451,Regal::N,rafturi,თაროები
452,Kiste::N,ladă,ყუთი
453,Kiste::N,ladă,სკივრი
454,Kiste::N,cutie,ყუთი
455,Kiste::N,cutie,სკივრი
456,Fenster::N,fereastră,ფანჯარა
457,Fenster::N,fereastră,სარკმელი
458,Tür::N,ușă,ბჭე
459,Tür::N,ușă,კარი
460,Tor::N,poartă,ჭიშკარი
461,Zaun::N,gard,ღობე
462,Zaun::N,gard,გალავანი
463,Dach::N,acoperiș,სახურავი
464,Leiter::N,scară,კიბე
465,Besen::N,mătură,ცოცხი
466,Spaten::N,cazma,ნიჩაბი
467,Spaten::N,hârleț,ნიჩაბი
468,Schaufel::N,lopată,ბარი
469,Gabel::N,furculiță,ჩანგალი
470,Löffel::N,lingură,კოვზი
471,Messer::N,cuțit,დანა
472,Nagel::N,cui,ლურსმანი
473,Netz::N,plasă,ბადე
474,Haken::N,cârlig,კავი
475,Haken::N,cârlig,კაუჭი
476,Griff::N,mâner,ტარი
477,Schloss::N,lacăt,კლიტე
478,Schloss::N,lacăt,საკეტი
479,Bild::N,tablou,სურათი
480,Bild::N,imagine,სურათი
481,Figur::N,chip,ფიგურა
482,Figur::N,figură,ფიგურა
483,Puppe::N,păpușă,თოჯინა
484,Beutel::N,pungă,პარკი
485,Beutel::N,săculeț,პარკი
486,Bündel::N,mănunchi,გალა
487,Bündel::N,mănunchi,ასხმა
488,Tasche::N,geantă,ჩანთა
489,Eimer::N,găleată,ჩამჩა
490,Deckel::N,capac,ხუფი
491,Deckel::N,capac,სარქველი
492,Geschirr::N,vase,ჭურჭელი
493,Geschirr::N,tacâmuri,ჭურჭელი
494,Sack::N,sac,ტომარა
495,Tasse::N,ceașcă,ფინჯანი
496,Topf::N,oală,ქოთანი
497,Kessel::N,cazan,ქვაბი
498,Kessel::N,căldare,ქვაბი
499,Essen::N,mâncare,ჭამა
500,Nahrung::N,hrană,საზრდო
501,Nahrung::N,hrană,საკვები
502,Nahrung::N,aliment,საზრდო
503,Nahrung::N,aliment,საკვები
504,Speise::N,bucate,საჭმელი
505,Speise::N,fel de bucate,საჭმელი
506,Fleisch::N,carne,ხორცი
507,Getreide::N,cereale,მარცვლოვანი
508,Brei::N,pireu,ფაფა
509,Brot::N,pâine,პური
510,Scheibe::N,felie,ნაჭერი
511,Scheibe::N,bucată,ნაჭერი
512,Fett::N,untură,ქონი
513,Fett::N,untură,ცხიმი
514,Fett::N,grăsime,ქონი
515,Fett::N,grăsime,ცხიმი
516,Butter::N,unt,კარაქი
517,Öl::N,ulei,ზეთი
518,Salz::N,sare,მარილი
519,Suppe::N,supă,სუფი
520,Suppe::N,ciorbă,სუფი
521,Honig::N,miere,თაფლი
522,Milch::N,lapte,რძე
523,Tee::N,ceai,ჩაი
524,Leder::N,piele,ტყავი
525,Wolle::N,lână,მატყლი
526,Stoff::N,stofă,ქსოვილი
527,Nadel::N,ac,ნემსი
528,Faden::N,ață,ძაფი
529,Faden::N,ață,მკედი
530,Knopf::N,buton,ღილი
531,Knoten::N,nod,ნასკვი
532,Farbe::N,vopsea,საღებავი
533,Kleidung::N,haine,ტანსაცმელი
534,Kleidung::N,îmbrăcăminte,ტანსაცმელი
535,Hemd::N,cămașă,ხალათი
536,Hemd::N,cămașă,პერანგი
537,Kragen::N,guler,საყელო
538,Ärmel::N,mânecă,სახელო
539,Hose::N,pantaloni,შარვალი
540,Gürtel::N,cordon,ქამარი
541,Mütze::N,șapcă,ქუდი
542,Schuh::N,gheată,ფეხსაცმელი
543,Stiefel::N,cizmă,ჩექმა
544,Ring::N,inel,ბეჭედი
545,Ring::N,verigă,ბეჭედი
546,Band::N,panglică,ბაფთი
547,Band::N,șiret,ბაფთი
548,Kamm::N,pieptene,სავარცხელი
549,Spiegel::N,oglindă,სარკე
550,Riemen::N,curea,ღვედი
551,Schnur::N,funie,ლარი
552,Schnur::N,sfoară,ლარი
553,Leine::N,lesă,ჯაჭვი
554,Leine::N,curea,ჯაჭვი
555,Decke::N,pătură,საბანი
556,Kissen::N,pernă,ბალიში
557,Tuch::N,batic,მაუდი
558,Tuch::N,batic,თავშალი
559,Handtuch::N,prosop,ხელსახოცი
560,Handtuch::N,ștergar,ხელსახოცი
561,Kraft::N,forță,ძალა
562,Kraft::N,putere,ძალა
563,Stärke::N,tărie,ღონე
564,Stärke::N,vigoare,ღონე
565,Gesundheit::N,sănătate,ჯანმრთელობა
566,Krankheit::N,boală,სენი
567,Krankheit::N,boală,ავადმყოფობა
568,Krankheit::N,maladie,სენი
569,Krankheit::N,maladie,ავადმყოფობა
570,Schmerz::N,durere,ტკივილი
571,Wunde::N,rană,იარი
572,Wunde::N,rană,ჭრილობა
573,Fieber::N,febră,ციება
574,Arznei::N,leac,წამალი
575,Arznei::N,medicament,წამალი
576,Brücke::N,pod,ხიდი
577,Brücke::N,punte,ხიდი
578,Brunnen::N,puț,ჭა
579,Weide::N,izlaz,საძოვარი
580,Weide::N,pășune,საძოვარი
581,Pfad::N,cărare,ბილიკი
582,Weg::N,drum,გზა
583,Straße::N,cale,შარაგზა
584,Straße::N,stradă,შარაგზა
585,Dorf::N,sat,დაბა
586,Dorf::N,sat,სოფელი
587,Stadt::N,oraș,ქალაქი
588,Brief::N,scrisoare,წერილი
589,Buch::N,carte,წიგნი
590,Buchstabe::N,literă,ასო
591,Buchstabe::N,caracter,ასო
592,Zeitung::N,ziar,გაზეთი
593,Zeitung::N,gazetă,გაზეთი
594,Leben::N,viață,სიცოცხლე
595,Tod::N,moarte,სიკვდილი
596,Grab::N,groapă,სამარე
597,Grab::N,groapă,საფლავი
598,Grab::N,mormânt,სამარე
599,Grab::N,mormânt,საფლავი
600,Kirche::N,biserică,ეკლესია
601,Sünde::N,păcat,ცოდვა
602,Gott::N,zeu,ღმერთი
603,Arbeiter::N,muncitor,მუშა
604,Chef::N,șef,გამგე
605,Meister::N,meșter,ოსტატი
606,Meister::N,maestru,ოსტატი
607,Arzt::N,medic,ექიმი
608,Arzt::N,medic,მკურნალი
609,Arzt::N,doctor,ექიმი
610,Arzt::N,doctor,მკურნალი
611,Lehrer::N,profesor,მასწავლებელი
612,Lehrer::N,învățător,მასწავლებელი
613,Geld::N,bani,ფული
614,Geld::N,parale,ფული
615,Geschäft::N,treabă,საქმე
616,Geschäft::N,treabă,ბიზნესი
617,Geschäft::N,afacere,საქმე
618,Geschäft::N,afacere,ბიზნესი
619,Laden::N,magazin,დუქანი
620,Laden::N,magazin,მაღაზია
621,Laden::N,prăvălie,დუქანი
622,Laden::N,prăvălie,მაღაზია
623,Preis::N,preț,ფასი
624,Ware::N,marfă,საქონელი
625,Nutzen::N,folos,ხეირი
626,Nutzen::N,profit,ხეირი
627,Reichtum::N,avuție,სიმდიდრე
628,Reichtum::N,bogăție,სიმდიდრე
629,Welt::N,lume,მსოფლიო
630,Land::N,țară,მხარე
631,Land::N,țară,ქვეყანა
632,Staat::N,stat,სახელმწიფო
633,König::N,rege,მეფე
634,Macht::N,putere,ძლიერება
635,Macht::N,putință,ძლიერება
636,Grenze::N,hotar,ზღვარი
637,Grenze::N,graniță,ზღვარი
638,Grenze::N,frontieră,ზღვარი
639,Krieg::N,război,ომი
640,Feind::N,dușman,მტერი
641,Gewalt::N,violență,სისასტიკე
642,Kampf::N,luptă,ბრძოლა
643,Bogen[Waffe]::N,arc,მშვილდი
644,Pfeil::N,săgeată,ისარი
645,Pfeil::N,săgeată,მახვილი
646,Gewehr::N,armă,თოფი
647,Gewehr::N,armă,შაშხანა
648,Gewehr::N,pușcă,თოფი
649,Gewehr::N,pușcă,შაშხანა
650,Fehler::N,eroare,შეცდომა
651,Fehler::N,greșeală,შეცდომა
652,Lüge::N,minciună,სიცრუე
653,Schaden::N,daună,ვნება
654,Schaden::N,pagubă,ვნება
655,Unglück::N,nenorocire,ხიფათი
656,Unglück::N,nenorocire,უბედურება
657,Schuld::N,vină,ბრალი
658,Alter::N,etate,ასაკი
659,Alter::N,vârstă,ასაკი
660,Schluss::N,sfârșit,ბოლო
661,Schluss::N,sfârșit,დასასრული
662,Zeit::N,timp,დრო
663,Zeit::N,vreme,დრო
664,Tag::N,zi,დღე
665,Morgen::N,dimineață,დილა
666,Mittag::N,prânz,შუადღე
667,Mittag::N,amiază,შუადღე
668,Abend::N,seară,საღამო
669,Nacht::N,noapte,ღამე
670,Woche::N,săptămână,კვირა
671,Monat::N,lună,თვე
672,Jahr::N,an,წელი
673,Frühling::N,primăvară,გაზაფხული
674,Sommer::N,vară,ზაფხული
675,Herbst::N,toamnă,შემოდგომა
676,Winter::N,iarnă,ზამთარი
677,Januar::N,ianuarie,იანვარი
678,Februar::N,februarie,თებერვალი
679,März::N,martie,მარტი
680,April::N,aprilie,აპრილი
681,Mai::N,mai,მაისი
682,Juni::N,iunie,ივნისი
683,Juli::N,iulie,ივლისი
684,August::N,august,აგვისტო
685,September::N,septembrie,სექტემბერი
686,Oktober::N,octombrie,ოქტომბერი
687,November::N,noiembrie,ნოემბერი
688,Dezember::N,decembrie,დეკემბერი
689,Montag::N,luni,ორშაბათი
690,Dienstag::N,marți,სამშაბათი
691,Mittwoch::N,miercuri,ოთხშაბათი
692,Donnerstag::N,joi,ხუთშაბათი
693,Freitag::N,vineri,პარასკევი
694,Samstag::N,sâmbătă,შაბათი
695,Sonntag::N,duminică,კვირა
696,groß::A,mare,დიდი
697,klein::A,mic,მცირე
698,klein::A,mic,პატარა
699,lang::A,lung,გრძელი
700,kurz::A,scurt,მოკლე
701,breit::A,lat,ფართო
702,breit::A,lat,განიერი
703,breit::A,larg,ფართო
704,breit::A,larg,განიერი
705,schmal::A,strâmt,ვიწრო
706,schmal::A,strâmt,წვრილი
707,dicht::A,des,მჭიდრო
708,dick[Gegenstand]::A,gros,სქელი
709,dünn::A,subțire,წვრილი
710,fein::A,fin,თხელი
711,fein::A,subțire,თხელი
712,fest::A,tare,მყარი
713,fest::A,solid,მყარი
714,flach::A,șes,ბრტყელი
715,flach::A,plan,ბრტყელი
716,glatt::A,lins,გლუ
717,hart::A,dur,მაგარი
718,weich::A,moale,რბილი
719,rund::A,rotund,მრგვალი
720,rund::A,circular,მრგვალი
721,spitz::A,ascuțit,წვეტიანი
722,scharf::A,tăios,მჭრელი
723,scharf::A,ascuțit,მჭრელი
724,stumpf::A,tocit,ბლაგვი
725,schwer::A,greu,მძიმე
726,schön::A,frumos,ლამაზი
727,heiß::A,cald,ცხელი
728,heiß::A,fierbinte,ცხელი
729,warm::A,cald,თბილი
730,warm::A,fierbinte,თბილი
731,kalt::A,rece,ცივი
732,kühl::A,rece,გრილი
733,kühl::A,răcoros,გრილი
734,frisch::A,răcoros,სუფთა
735,frisch::A,proaspăt,სუფთა
736,feucht::A,umed,ნოტიო
737,feucht::A,jilav,ნოტიო
738,nass::A,ud,სველი
