,Concept_ID,uk,hi
95,Schlaf::N,сон,निद्रा
96,Schlaf::N,сплячка,नींद
97,Schlaf::N,сплячка,निद्रा
98,Traum::N,сон,सपना
99,Traum::N,сон,स्वप्न
100,Himmel::N,небо,आकाश
101,Himmel::N,небо,आसमान
102,Sonne::N,сонце,रवि
103,Sonne::N,сонце,सूरज
104,Sonne::N,сонце,सूर्य
105,Mond::N,місяць,चाँद
106,Mond::N,місяць,चंद्र
107,Stern::N,зірка,तारा
108,Stern::N,зірка,सितारा
109,Luft::N,повітря,हवा
110,Luft::N,повітря,वायु
111,Wind::N,вітер,पाद
112,Welle::N,хвиля,लहर
113,Welle::N,хвиля,तरंग
114,Wasser::N,вода,जल
115,Wasser::N,вода,पानी
116,Stein::N,камінь,पत्थर
117,Boden::N,ґрунт,मिट्टी
118,Erde::N,земля,भूमि
119,Erde::N,земля,ज़मीन
120,Staub::N,пил,धूल
121,Rauch::N,дим,धूआँ
122,Rauch::N,дим,धुम्र
123,Funke::N,іскра,चिनगारी
124,Funke::N,іскра,स्फुलिंग
125,Feuer::N,вогонь,आग
126,Feuer::N,вогонь,आतिश
127,Feuer::N,вогонь,अग्नि
128,Licht::N,світло,रोशनी
129,Licht::N,світло,प्रकाश
130,Schatten::N,тінь,छाया
131,Schatten::N,тінь,परछाई
132,Wetter::N,погода,ऋतु
133,Wetter::N,погода,मौसम
134,Nebel::N,туман,धुँध
135,Nebel::N,туман,कुहरा
136,Wolke::N,хмара,मेघ
137,Wolke::N,хмара,अभ्र
138,Regen::N,дощ,मेंह
139,Regen::N,дощ,बारिश
140,Schnee::N,сніг,हिम
141,Schnee::N,сніг,बर्फ़
142,Eis::N,лід,हिम
143,Eis::N,лід,बर्फ़
144,Frost::N,мороз,ठंड
145,Kälte::N,холод,सर्दी
146,Kälte::N,холод,शीतलता
147,Hitze::N,жар,ताप
148,Hitze::N,жар,गरमी
149,Raureif::N,іній,पाला
150,Regenbogen::N,райдуга,इंद्र-धनुष
151,Donner::N,грім,गरज
152,Donner::N,грім,मेघ-गर्जन
153,Strömung::N,струмина,बहाव
154,Strömung::N,струмина,प्रवाह
155,Tropfen::N,крапля,बूँद
156,Schaum::N,піна,झाग
157,Schmutz::N,бруд,गंद
158,Schmutz::N,бруд,कीचड़
159,See::N,озеро,झील
160,See::N,озеро,सरोवर
161,Sumpf::N,драговина,दलदल
162,Sumpf::N,драговина,धँसान
163,Moor::N,болото,झाबर
164,Moor::N,болото,धँसान
165,Wiese::N,луг,घास-स्थल
166,Wiese::N,лука,घास-स्थल
167,Wald::N,ліс,जंगल
168,Hügel::N,горб,टीला
169,Hügel::N,горб,पहाड़
170,Anhöhe::N,височина,टीला
171,Anhöhe::N,височина,पहाड़ी
172,Berg::N,гора,पहाड़
173,Gipfel::N,вершина,शिखर
174,Höhle::N,печера,गुहा
175,Höhle::N,печера,गुफ़ा
176,Abhang::N,схил,ढाल
177,Abhang::N,схил,ढलान
178,Quelle::N,джерело,चश्मा
179,Bach::N,струмок,सोता
180,Bach::N,струмок,नदिका
181,Fluss::N,річка,नदी
182,Fluss::N,річка,सरिता
183,Ufer::N,берег,तट
184,Ufer::N,берег,किनारा
185,Küste::N,узбережжя,समुद्र-तट
186,Festland::N,суша,महाद्वीप
187,Meer::N,море,सागर
188,Meer::N,море,समुद्र
189,Bucht::N,бухта,खाड़ी
190,Bucht::N,затока,खाड़ी
191,Insel::N,острів,टापू
192,Insel::N,острів,द्वीप
193,Blume::N,квітка,फूल
194,Blume::N,квітка,पुष्प
195,Gras::N,трава,घास
196,Wurzel::N,корінь,मूल
197,Baum::N,дерево,पेड़
198,Baum::N,дерево,वृक्ष
199,Stamm::N,стовбур,धड़
200,Rinde::N,кора,छाल
201,Rinde::N,кора,वल्कल
202,Ast::N,гілка,डाल
203,Ast::N,гілка,शाखा
204,Zweig::N,галузь,टहनी
205,Blatt::N,лист,पत्र
206,Blatt::N,лист,पत्ता
207,Birke::N,береза,भूर्ज
208,Kiefer[Baum]::N,сосна,पाइन-वृक्ष
209,Weide[Baum]::N,верба,बेंत
210,Tanne::N,ялиця,फ़र
211,Horn::N,ріг,सींग
212,Horn::N,ріг,विषाण
213,Feder::N,перо,पर
214,Feder::N,перо,पंख
215,Fell::N,хутро,खाल
216,Fell::N,хутро,पशु-चर्म
217,Flügel::N,крило,पंख
218,Flügel::N,крило,डैना
219,Klaue::N,кіготь,पंजा
220,Kralle::N,лапа,पंजा
221,Kralle::N,лапа,नाख़ून
222,Schwanz::N,хвіст,पूँछ
223,Ei::N,яйце,अंडा
224,Nest::N,гніздо,नीड़
225,Nest::N,гніздо,घोंसला
226,Bau::N,лігво,बिल
227,Bau::N,лігво,माँद
228,Tier::N,тварина,पशु
229,Tier::N,тварина,जानवर
230,Herde::N,стадо,गल्ला
231,Kuh::N,корова,गौ
232,Kuh::N,корова,गाय
233,Bulle::N,бик,साँड़
234,Bulle::N,бугай,साँड़
235,Pferd::N,кінь,अश्व
236,Pferd::N,кінь,घोड़ा
237,Schaf::N,вівця,भेड़
238,Schwein::N,свиня,शूकर
239,Hund::N,собака,श्वान
240,Hund::N,собака,कुत्ता
241,Katze::N,кішка,बिल्ली
242,Bär::N,ведмідь,रीछ
243,Bär::N,ведмідь,भालू
244,Eichhörnchen::N,білка,गिलहरी
245,Elch::N,лось,एल्क
246,Fuchs::N,лисиця,लोमड़ी
247,Hase::N,заєць,खरहा
248,Hase::N,заєць,ख़रगोश
249,Maus::N,миша,मूष
250,Maus::N,миша,चूहा
251,Wolf::N,вовк,वृक
252,Wolf::N,вовк,भेड़िया
253,Vogel::N,птах,पक्षी
254,Vogel::N,птах,चिड़िया
255,Schwarm::N,зграя,झुंड
256,Huhn::N,курка,मुर्ग़ी
257,Hahn::N,півень,मुर्ग़ा
258,Gans::N,гуска,हंस
259,Gans::N,гуска,हंसिनी
260,Adler::N,орел,उक़ाब
261,Ente::N,качка,बतख़
262,Ente::N,качка,बत्तक
263,Eule::N,сова,उल्लू
264,Kranich::N,журавель,सारस
265,Kranich::N,журавель,क्रौंंच
266,Krähe::N,ворона,काक
267,Kuckuck::N,зозуля,कोयल
268,Kuckuck::N,зозуля,कोकिल
269,Schwan::N,лебідь,हंस
270,Schwan::N,лебідь,मराल
271,Fisch::N,риба,मछली
272,Fisch::N,риба,मत्स्य
273,Barsch::N,окунь,पर्च
274,Hecht::N,щука,पाइक
275,Schlange[Tier]::N,змія,सर्प
276,Wurm::N,черв’як,कृमि
277,Wurm::N,черв’як,कीड़ा
278,Spinne::N,павук,लूता
279,Spinne::N,павук,मकड़ी
280,Ameise::N,мурашка,चींटी
281,Laus::N,воша,जूँ
282,Mücke::N,комар,डाँस
283,Fliege::N,муха,मक्खी
284,Fliege::N,муха,मक्षिका
285,Schmetterling::N,метелик,तितली
286,Beere::N,ягода,बेरी
287,Apfel::N,яблуко,सेब
288,Pilz::N,гриб,खुंबी
289,Zwiebel::N,цибуля,प्याज़
290,Saat::N,сім’я,बीज
291,Korn::N,зерно,दाना
292,Heu::N,сіно,मूखी घास
293,Schale::N,шкірка,बकला
294,Schale::N,шкірка,छिलका
295,Grube::N,яма,गड्ढा
296,Falle::N,пастка,जाल
297,Falle::N,пастка,फँदा
298,Schlinge::N,петля,फँदा
299,Spur::N,слід,सुराग़
300,Spur::N,слід,पद-चिह्न
301,Asche::N,зола,राख
302,Asche::N,попіл,राख
303,Dreck::N,бруд,मैल
304,Dreck::N,бруд,गंदगी
305,Eisen::N,залізо,लोहा
306,Gold::N,золото,सोना
307,Gold::N,золото,स्वर्ण
308,Silber::N,срібло,रजत
309,Silber::N,срібло,चाँदी
310,Kohle::N,вугілля,कोयला
311,Glas::N,скло,काँच
312,Lehm::N,глина,चिकनी मिट्टी
313,Sand::N,пісок,रेत
314,Sand::N,пісок,बालू
315,Mensch::N,людина,मानव
316,Mensch::N,людина,इनसान
317,Mensch::N,людина,मनुष्य
318,Mann::N,чоловік,आदमी
319,Mann::N,чоловік,पुरुष
320,Frau::N,жінка,औरत
321,Frau::N,жінка,महिला
322,Frau::N,жінка,स्त्री
323,Kind::N,дитина,बाल
324,Kind::N,дитина,बच्चा
325,Junge::N,хлопець,लड़का
326,Mädchen::N,дівчина,लड़की
327,Mädchen::N,дівчина,कुमारी
328,Familie::N,сім’я,परिवार
329,Familie::N,родина,परिवार
330,Großvater::N,дідусь,दादा
331,Großmutter::N,бабуся,नानी
332,Eltern::N,батьки,माँ-बाप
333,Eltern::N,батьки,माता-पिता
334,Vater::N,батько,बाप
335,Vater::N,батько,पिता
336,Mutter::N,мати,माँ
337,Mutter::N,мати,माता
338,Sohn::N,син,बेटा
339,Sohn::N,син,पुत्र
340,Tochter::N,дочка,बेटी
341,Tochter::N,дочка,पुत्री
342,Bruder::N,брат,भाई
343,Bruder::N,брат,भ्राता
344,Schwester::N,сестра,बहन
345,Schwester::N,сестра,भगिनी
346,Onkel::N,дядько,ताऊ
347,Onkel::N,дядько,काका
348,Tante::N,тітка,बूआ
349,Tante::N,тітка,फूफी
350,Tante::N,тітка,ख़ाला
351,Ehemann::N,чоловік,पति
352,Ehemann::N,чоловік,शौहर
353,Ehefrau::N,жінка,बीवी
354,Ehefrau::N,дружина,बीवी
355,Freude::N,радощі,आनंद
356,Freude::N,радощі,प्रसन्नता
357,Gelächter::N,сміх,हँसी
358,Gelächter::N,сміх,क़हक़हा
359,Glück::N,щастя,आनंद
360,Glück::N,щастя,ख़ुशी
361,Kummer::N,горе,शोक
362,Kummer::N,горе,दुःख
363,Wunsch::N,бажання,इच्छा
364,Wunsch::N,бажання,अभिलाषा
365,Lust::N,бажання,चाह
366,Lust::N,бажання,कामना
367,Geist::N,дух,जान
368,Geist::N,дух,प्राण
369,Gedanke::N,думка,विचार
370,Gedächtnis::N,пам’ять,याददाश्त
371,Gedächtnis::N,пам’ять,स्मरण-शक्ति
372,Verstand::N,розум,समझ
373,Verstand::N,розум,अक़्ल
374,Verstand::N,розум,बुद्धि
375,Sinn::N,зміст,अर्थ
376,Sinn::N,значення,अर्थ
377,Grund::N,причина,वजह
378,Grund::N,причина,कारण
379,Wahrheit::N,правда,सत्य
380,Wahrheit::N,правда,सच्चाई
381,Gespräch::N,розмова,चर्चा
382,Gespräch::N,розмова,वार्ता
383,Gespräch::N,розмова,बात-चीत
384,Märchen::N,байка,क़िस्सा
385,Erzählung::N,повість,कथा
386,Erzählung::N,повість,कहानी
387,Erzählung::N,оповідання,कथा
388,Erzählung::N,оповідання,कहानी
389,Nachricht::N,повідомлення,सूचना
390,Nachricht::N,повідомлення,समाचार
391,Neuigkeit::N,новина,ख़बर
392,Neuigkeit::N,новина,समाचार
393,Name::N,ім’я,नाम
394,Rätsel::N,загадка,पहेली
395,Rede::N,промова,वचन
396,Rede::N,промова,भाषण
397,Sprache::N,мова,भाषा
398,Sprache::N,мова,ज़बान
399,Stimme::N,голос,स्वर
400,Stimme::N,голос,आवाज़
401,Wort::N,слово,शब्द
402,Wort::N,слово,लफ़्ज़
403,Zeichen::N,знак,निशान
404,Ruf::N,оклик,पुकार
405,Ruf::N,оклик,आह्वान
406,Lärm::N,шум,शोर
407,Lärm::N,шум,हुल्लड़
408,Laut::N,звук,स्वर
409,Laut::N,звук,ध्वनि
410,Ton::N,тон,सुर
411,Ton::N,тон,स्वर
412,Lied::N,пісня,गीत
413,Ruhe::N,спокій,आराम
414,Ruhe::N,спокій,ख़ामोशी
415,Leute::N,люди,लोग
416,Volk::N,народ,क़ौम
417,Volk::N,народ,प्रजा
418,Arbeit::N,робота,काम
419,Gast::N,гість,अतिथि
420,Gast::N,гість,मेहमान
421,Geschenk::N,подарунок,उपहार
422,Geschenk::N,подарунок,तोहफ़ा
423,Spiel::N,гра,खेल
424,Spiel::N,гра,क्रीड़ा
425,Gesellschaft::N,товариство,साथ
426,Hilfe::N,допомога,मदद
427,Hilfe::N,допомога,सहायता
428,Freund::N,друг,मित्र
429,Freund::N,приятель,मित्र
430,Kamerad::N,товариш,साथी
431,Kamerad::N,товариш,कामरेड
432,Angelegenheit::N,справа,बात
433,Angelegenheit::N,справа,मामला
434,Anzahl::N,число,तादाद
435,Anzahl::N,число,संख्या
436,Art::N,рід,तरह
437,Art::N,рід,क़िस्म
438,Stück::N,кусок,फाँक
439,Stück::N,кусок,टुकड़ा
440,Teil::N,частина,भाग
441,Teil::N,частина,हिस्सा
442,Hälfte::N,половина,अर्धभाग
443,Kreis::N,круг,चक्कर
444,Kreis::N,коло,चक्कर
445,Kreuz::N,хрест,सलीब
446,Kreuz::N,хрест,क्रूस
447,Linie::N,лінія,लाइन
448,Strich::N,штрих,लकीर
449,Abstand::N,проміжок,अंतर
450,Abstand::N,проміжок,फ़ासला
451,Entfernung::N,відстань,दूरी
452,Entfernung::N,відстань,फ़ासला
453,Gegend::N,місцевість,इलाक़ा
454,Platz::N,площа,जगह
455,Platz::N,площа,स्थान
456,Ort::N,місце,स्थल
457,Ort::N,місце,स्थान
458,Seite::N,сторона,ओर
459,Seite::N,сторона,तरफ़
460,Mitte::N,середина,बीच
461,Mitte::N,середина,मध्य
462,Gegenstand::N,предмет,चीज़
463,Gegenstand::N,предмет,पदार्थ
464,Sache::N,річ,चीज़
465,Sache::N,річ,वस्तु
466,Rand::N,край,छोर
467,Rand::N,край,उपांत
468,Kante::N,ребро,कोर
469,Kante::N,ребро,किनारा
470,Ecke::N,ріг,कोना
471,Ecke::N,ріг,नुक्कड़
472,Spitze::N,кінчик,नोक
473,Ende::N,кінець,छोर
474,Ende::N,кінець,सिरा
475,Loch::N,діра,छेद
476,Loch::N,діра,सूराख़
477,Winkel::N,куток,कोण
478,Winkel::N,куток,कोना
479,Muster::N,узор,नमूना
480,Muster::N,узор,डिज़ाइन
481,Größe::N,розмір,परिमाण
482,Größe::N,розмір,विस्तार
483,Länge::N,довжина,लंबाई
484,Höhe::N,висота,ऊँचाई
485,Höhe::N,висота,उच्चता
486,Gewicht::N,вага,भार
487,Gewicht::N,вага,वज़न
488,Menge::N,кількість,मात्रा
489,Haufen::N,купа,ढेर
490,Haufen::N,купа,अंबार
491,Reihe::N,ряд,क़तार
492,Reihe::N,ряд,पंक्ति
493,Boot::N,човен,नाव
494,Boot::N,човен,नौका
495,Ruder::N,весло,चप्पू
496,Schlitten::N,сани,बर्फ़-गाड़ी
497,Ski::N,лижа,स्की
498,Lagerfeuer::N,вогнище,अलाव
499,Lagerfeuer::N,вогнище,कैंप-फ़ायर
500,Last::N,тягар,भार
501,Last::N,вантаж,भार
502,Gang::N,хід,चाल
503,Schritt::N,крок,डग
504,Schritt::N,крок,क़दम
505,Norden::N,північ,उत्तर
506,Süden::N,південь,दक्खिन
507,Westen::N,захід,पश्चिम
508,Osten::N,схід,पूरब
509,Holz::N,дрова,काठ
510,Holz::N,дрова,काष्ठ
511,Brett::N,дошка,पटरा
512,Brett::N,дошка,तख़्ता
513,Platte::N,плита,फलक
514,Platte::N,плита,तख़्ता
515,Stütze::N,підпірка,टेक
516,Stütze::N,підпірка,थूनी
517,Stange::N,жердина,छड़
518,Stange::N,жердина,बाँस
519,Stock::N,палиця,लाठी
520,Stab::N,палиця,लग्गा
521,Rohr::N,труба,नल
522,Haus::N,дім,घर
523,Haus::N,дім,मकान
524,Haus::N,хата,घर
525,Haus::N,хата,मकान
526,Heim::N,житло,घर
527,Heim::N,житло,गृह
528,Ofen::N,піч,चूल्हा
529,Fußboden::N,підлога,फ़र्श
530,Tisch::N,стіл,मेज़
531,Stuhl::N,стілець,कुरसी
532,Wiege::N,колиска,पालना
533,Wiege::N,колиска,हिंडोला
534,Bett::N,ліжко,खाट
535,Bett::N,ліжко,पलंग
536,Bett::N,постіль,खाट
537,Bett::N,постіль,पलंग
538,Regal::N,полиця,शेल्फ़
539,Kiste::N,ящик,पेटी
540,Kiste::N,ящик,डिब्बा
541,Fenster::N,вікно,खिड़की
542,Tür::N,двері,द्वार
543,Tür::N,двері,दरवाज़ा
544,Tor::N,ворота,फाटक
545,Zaun::N,паркан,बाड़ा
546,Zaun::N,огорожа,बाड़ा
547,Dach::N,дах,छत
548,Dach::N,дах,छप्पर
549,Leiter::N,драбина,सीढ़ी
550,Besen::N,мітла,झाड़ू
551,Besen::N,мітла,बुहारी
552,Spaten::N,заступ,कुदाल
553,Schaufel::N,совок,बेलचा
554,Schaufel::N,совок,फावड़ा
555,Schaufel::N,лопата,बेलचा
556,Schaufel::N,лопата,फावड़ा
557,Gabel::N,виделка,काँटा
558,Löffel::N,ложка,चम्मच
559,Messer::N,ніж,छुरा
560,Messer::N,ніж,चाक़ू
561,Nagel::N,цвях,कील
562,Nagel::N,цвях,मेख़
563,Netz::N,сіть,जाल
564,Haken::N,крюк,अंकुश
565,Griff::N,ручка,मूठ
566,Griff::N,ручка,हत्था
567,Griff::N,держак,मूठ
568,Griff::N,держак,हत्था
569,Schloss::N,замок,ताला
570,Bild::N,картина,चित्र
571,Figur::N,фігура,मूर्ति
572,Puppe::N,лялька,पुतली
573,Puppe::N,лялька,गुड़िया
574,Beutel::N,мішечок,झोला
575,Beutel::N,торбинка,झोला
576,Bündel::N,в’язка,पुलिंदा
577,Tasche::N,сумка,बेग
578,Tasche::N,сумка,बस्ता
579,Eimer::N,відро,बाल्टी
580,Deckel::N,кришка,ढक्कन
581,Geschirr::N,посуд,बरतन-भाँड़े
582,Sack::N,мішок,बोरा
583,Tasse::N,чашка,प्याला
584,Topf::N,горщик,देग़चा
585,Kessel::N,котел,देग़
586,Kessel::N,котел,बटलोई
587,Essen::N,їжа,खाना
588,Nahrung::N,харч,भोजन
589,Speise::N,страва,खाना
590,Speise::N,страва,व्यंजन
591,Fleisch::N,м’ясо,मांस
592,Fleisch::N,м’ясо,गोश्त
593,Getreide::N,хліб,अनाज
594,Getreide::N,збіжжя,अनाज
595,Brei::N,каша,भरता
596,Brei::N,каша,दलिया
597,Brot::N,хліб,रोटी
598,Scheibe::N,скибочка,कतला
599,Fett::N,жир,वसा
600,Fett::N,жир,चरबी
601,Butter::N,масло,मक्खन
602,Öl::N,олія,तेल
603,Salz::N,сіль,नमक
604,Suppe::N,суп,सूप
605,Suppe::N,суп,शोरबा
606,Honig::N,мед,शहद
607,Milch::N,молоко,दूध
608,Tee::N,чай,चाय
609,Leder::N,шкіра,चमड़ा
610,Wolle::N,шерсть,ऊन
611,Stoff::N,тканина,कपड़ा
612,Nadel::N,голка,सूई
613,Faden::N,нитка,डोरा
614,Knopf::N,ґудзик,बटन
615,Knopf::N,ґудзик,घुंडी
616,Knoten::N,вузол,गाँठ
617,Knoten::N,вузол,गुत्थी
618,Farbe::N,фарба,रंग
619,Farbe::N,фарба,वर्ण
620,Kleidung::N,одяг,पहनावा
621,Kleidung::N,убрання,पहनावा
622,Hemd::N,сорочка,कुरता
623,Hemd::N,сорочка,क़मीज़
624,Kragen::N,комір,गरदनी
625,Kragen::N,комір,गरेबान
626,Ärmel::N,рукав,आस्तीन
627,Hose::N,брюки,पैंट
628,Hose::N,брюки,पतलून
629,Gürtel::N,пояс,पेटी
630,Gürtel::N,пояс,मेखला
631,Mütze::N,шапка,टोपी
632,Schuh::N,ботинок,जूता
633,Stiefel::N,чобіт,बूट
634,Ring::N,кільце,अँगूठी
635,Band::N,стрічка,पट्टी
636,Kamm::N,гребінець,कंघी
637,Spiegel::N,дзеркало,आईना
638,Spiegel::N,дзеркало,दर्पण
639,Riemen::N,ремінь,तसमा
640,Riemen::N,ремінь,पट्टा
641,Schnur::N,вірьовка,डोरी
642,Schnur::N,вірьовка,सुतली
643,Leine::N,шворка,रस्सी
644,Decke::N,ковдра,रज़ाई
645,Kissen::N,подушка,तकिया
646,Kissen::N,подушка,गाद्दा
647,Tuch::N,хустка,रूमाल
648,Tuch::N,хустка,वस्त्र
649,Handtuch::N,рушник,अँगोछा
650,Kraft::N,сила,ज़ोर
651,Kraft::N,сила,शक्ति
652,Stärke::N,сила,बल
653,Stärke::N,сила,ताक़त
654,Gesundheit::N,здоров’я,स्वास्थ्य
655,Gesundheit::N,здоров’я,तंदुरुस्ती
656,Krankheit::N,хвороба,रोग
657,Krankheit::N,хвороба,बीमारी
658,Schmerz::N,біль,दर्द
659,Schmerz::N,біль,पीड़ा
660,Wunde::N,рана,घाव
661,Wunde::N,рана,ज़ख़्म
662,Fieber::N,гарячка,ज्वर
663,Fieber::N,гарячка,बुख़ार
664,Arznei::N,ліки,दवा
665,Arznei::N,ліки,औषाधि
666,Brücke::N,міст,पुल
667,Brücke::N,міст,सेतु
668,Brunnen::N,колодязь,कुआँ
669,Weide::N,пасовище,चरागाह
670,Pfad::N,стежка,पथ
671,Pfad::N,стежка,पगडंडी
672,Weg::N,шлях,मार्ग
673,Weg::N,дорога,मार्ग
674,Straße::N,вулиця,राह
675,Straße::N,вулиця,रास्ता
676,Dorf::N,село,गाँव
677,Dorf::N,село,ग्राम
678,Stadt::N,місто,शहर
679,Brief::N,лист,ख़त
680,Brief::N,лист,पत्र
681,Brief::N,лист,चिट्ठी
682,Buch::N,книга,किताब
683,Buch::N,книга,पुस्तक
684,Buch::N,книжка,किताब
685,Buch::N,книжка,पुस्तक
686,Buchstabe::N,буква,अक्षर
687,Buchstabe::N,літера,अक्षर
688,Zeitung::N,газета,अख़बार
689,Zeitung::N,газета,समाचार-पत्र
690,Leben::N,життя,जीवन
691,Leben::N,життя,ज़िंदगी
692,Tod::N,смерть,मौत
693,Tod::N,смерть,मृत्यु
694,Grab::N,могила,क़ब्र
695,Kirche::N,церква,चर्च
696,Kirche::N,церква,गिरजा
697,Sünde::N,гріх,पाप
698,Sünde::N,гріх,गुनाह
699,Gott::N,бог,देव
700,Gott::N,бог,ईश्वर
701,Arbeiter::N,робітник,मज़दूर
702,Chef::N,хазяїн,अध्यक्ष
703,Meister::N,умілець,शिल्पज्ञ
704,Arzt::N,лікар,वैद्य
705,Arzt::N,лікар,डॉक्टर
706,Arzt::N,лікар,चिकित्सक
707,Lehrer::N,вчитель,शिक्षक
708,Lehrer::N,вчитель,अध्यापक
709,Geld::N,гроші,धन
710,Geld::N,гроші,पैसा
711,Geschäft::N,заняття,सौदा
712,Geschäft::N,заняття,व्यापार
713,Laden::N,магазин,दुकान
714,Laden::N,крамниця,दुकान
715,Preis::N,ціна,दाम
716,Preis::N,ціна,मूल्य
717,Ware::N,товар,माल
718,Ware::N,товар,पण्य
719,Nutzen::N,вигода,लाभ
720,Nutzen::N,вигода,फ़ायदा
721,Nutzen::N,користь,लाभ
722,Nutzen::N,користь,फ़ायदा
723,Reichtum::N,багатство,धन
724,Reichtum::N,багатство,दौलत
725,Welt::N,світ,विश्व
726,Welt::N,світ,दुनिया
727,Land::N,країна,देश
728,Land::N,країна,मुल्क
729,Staat::N,держава,राज्य
730,Staat::N,держава,राष्ट्र
731,König::N,король,राजा
732,König::N,король,बादशाह
733,Macht::N,влада,शासन
734,Macht::N,влада,सत्ता
735,Grenze::N,кордон,सरहद
736,Krieg::N,війна,जंग
737,Krieg::N,війна,युद्ध
738,Feind::N,ворог,शत्रु
739,Feind::N,ворог,दुश्मन
740,Gewalt::N,насильство,हिंसा
741,Kampf::N,бій,लड़ाई
742,Kampf::N,бій,संघर्ष
743,Kampf::N,боротьба,लड़ाई
744,Kampf::N,боротьба,संघर्ष
745,Bogen[Waffe]::N,лук,कमान
746,Pfeil::N,стріла,बान
747,Gewehr::N,рушниця,बंदूक़
748,Gewehr::N,гвинтівка,बंदूक़
749,Fehler::N,помилка,भूल
750,Fehler::N,помилка,ग़लती
751,Lüge::N,брехня,झूठ
752,Lüge::N,брехня,असत्य
753,Schaden::N,шкода,हानि
754,Schaden::N,шкода,नुक़सान
755,Schaden::N,збиток,हानि
756,Schaden::N,збиток,नुक़सान
757,Unglück::N,нещастя,मुसीबत
758,Unglück::N,нещастя,विपात्ति
759,Schuld::N,провина,दोष
760,Schuld::N,провина,क़सूर
761,Alter::N,вік,आयु
762,Alter::N,вік,उम्र
763,Alter::N,літа,आयु
764,Alter::N,літа,उम्र
765,Schluss::N,кінець,अंत
766,Schluss::N,кінець,समाप्ति
767,Zeit::N,час,काल
768,Zeit::N,час,वक़्त
769,Tag::N,день,दिन
770,Tag::N,день,रोज़
771,Morgen::N,ранок,सुबह
772,Mittag::N,південь,दोपहर
773,Mittag::N,південь,मध्याह्न
774,Abend::N,вечір,शाम
