,Concept_ID,te,el
384,Geschirr::N,వంటకాలు,σκεύη
385,Sack::N,గోనెసంచి,σάκος
386,Tasse::N,గిన్నె,φλιτζάνι
387,Topf::N,కుండ,χύτρα
388,Kessel::N,నీరుకాచుపాత్ర,καζάνι
389,Essen::N,ఆహారము,φαγητό
390,Nahrung::N,ఆహారము,τροφή
391,Speise::N,ఆహారము,φαγητό
392,Fleisch::N,మాంసము,κρέας
393,Getreide::N,ధాన్యము,σιτάρι
394,Brei::N,గుజ్జు,χυλός
395,Brot::N,రొట్టె,ψωμί
396,Brot::N,రొట్టె,άρτος
397,Scheibe::N,బద్ద,φέτα
398,Fett::N,క్రొవ్వు,πάχος
399,Butter::N,వెన్న,βούτυρο
400,Öl::N,నూనె,λάδι
401,Salz::N,ఉప్పు,αλάτι
402,Suppe::N,చారు,σούπα
403,Honig::N,తెనె,μέλι
404,Milch::N,పాలు,γάλα
405,Tee::N,తేనీరు,τσάι
406,Leder::N,బాగుచేసివతోలు,πετσί
407,Wolle::N,ఉన్ని,μαλλί
408,Stoff::N,బట్ట,ύφασμα
409,Nadel::N,సూది,βελόνα
410,Faden::N,దారము,κλωστή
411,Knopf::N,బొత్తాము,κουμπί
412,Knoten::N,ముడి,κόμπος
413,Farbe::N,రంగు,μπογιά
414,Kleidung::N,బట్టలు,ρούχα
415,Kleidung::N,బట్టలు,ενδυμασία
416,Hemd::N,చొక్కాయ,πουκάμισο
417,Kragen::N,మాల,κολάρο
418,Ärmel::N,చొక్కాయచెయ్యి,μανίκι
419,Hose::N,ఇజారు,πανταλόνι
420,Gürtel::N,పటకా,ζώνη
421,Mütze::N,టోపి,σκούφος
422,Schuh::N,పాదరక్ష,παπούτσι
423,Stiefel::N,బూటు,μπότα
424,Ring::N,ఉంగరము,δαχτυλίδι
425,Band::N,నాడా,κορδέλα
426,Kamm::N,దువ్వెన,χτένα
427,Spiegel::N,అద్దము,καθρέφτης
428,Riemen::N,వాడా,λουρί
429,Schnur::N,దారము,κορδόνι
430,Leine::N,వారు,σχοινί
431,Decke::N,కంబళి,κουβέρτα
432,Kissen::N,తలగడ,μαξιλάρι
433,Tuch::N,బట్ట,πανί
434,Tuch::N,బట్ట,μαντήλι
435,Handtuch::N,తువాలు,πετσέτα
436,Kraft::N,బలము,δύναμη
437,Stärke::N,శక్తి,ισχύς
438,Stärke::N,శక్తి,δύναμη
439,Gesundheit::N,ఆరోగ్యము,υγεία
440,Krankheit::N,రోగము,αρρώστια
441,Schmerz::N,నొప్పి,πόνος
442,Wunde::N,గాయము,πληγή
443,Fieber::N,జ్వరము,πυρετός
444,Arznei::N,మందు,φάρμακο
445,Brücke::N,వంతెన,γέφυρα
446,Brunnen::N,బావి,πηγάδι
447,Brunnen::N,కూపము,πηγάδι
448,Brunnen::N,నుయ్యి,πηγάδι
449,Weide::N,పచ్చికబయలు,βοσκή
450,Pfad::N,కాలిత్రోవ,μονοπάτι
451,Weg::N,మార్గము,δρόμος
452,Straße::N,బాట,οδός
453,Straße::N,బాట,δρόμος
454,Dorf::N,గ్రామము,χωριό
455,Stadt::N,పట్టణము,πόλη
456,Brief::N,జాబు,γράμμα
457,Brief::N,జాబు,επιστολή
458,Buch::N,పుస్తకము,βιβλίο
459,Buchstabe::N,అక్షరము,γράμμα
460,Zeitung::N,వార్తాపత్రిక,εφημερίδα
461,Leben::N,ప్రాణము,ζωή
462,Leben::N,ప్రాణము,βίος
463,Tod::N,మరణము,θάνατος
464,Grab::N,సమాధి,τάφος
465,Kirche::N,క్రెస్తవులగుడి,εκκλησία
466,Sünde::N,పాపము,αμαρτία
467,Gott::N,దేవుడు,θεός
468,Arbeiter::N,పనిపాటుచేశేవాడు,εργάτης
469,Chef::N,యజమానుడు,προϊστάμενος
470,Meister::N,కళాకారుడు,μάστορας
471,Meister::N,కళాకారుడు,αρχιτεχνίτης
472,Arzt::N,వైద్యుడు,γιατρός
473,Lehrer::N,ఉపాధ్యాయుడు,δάσκαλος
474,Geld::N,ద్రవ్యము,λεφτά
475,Geld::N,ద్రవ్యము,χρήματα
476,Geschäft::N,వ్యాపారము,συναλλαγή
477,Laden::N,అంగడి,μαγαζί
478,Laden::N,అంగడి,κατάστημα
479,Preis::N,వెల,τιμή
480,Ware::N,సరకులు,εμπόρευμα
481,Nutzen::N,ప్రయోజనము,όφελος
482,Reichtum::N,ధనము,πλούτος
483,Welt::N,ప్రపంచము,κόσμος
484,Land::N,దేశము,χώρα
485,Staat::N,రాజ్యము,κράτος
486,Staat::N,రాజ్యము,πολιτεία
487,König::N,రాజు,βασιλιάς
488,Macht::N,అధికారము,εξουσία
489,Grenze::N,సరిహద్దు,σύνορα
490,Krieg::N,యుద్ధము,πόλεμος
491,Feind::N,శత్రువు,εχθρός
492,Gewalt::N,దౌర్జన్యము,βία
493,Kampf::N,పోట్లాట,αγώνας
494,Bogen[Waffe]::N,విల్లు,τόξο
495,Pfeil::N,బాణము,σαΐτα
496,Gewehr::N,తుపాకి,τουφέκι
497,Fehler::N,తప్ప,λάθος
498,Fehler::N,తప్ప,σφάλμα
499,Lüge::N,అసత్యము,ψέμα
500,Lüge::N,అసత్యము,ψεύδος
501,Schaden::N,నష్టము,ζημία
502,Unglück::N,దురదృష్టము,δυστυχία
503,Schuld::N,తప్పు,ενοχή
504,Schuld::N,తప్పు,φταίξιμο
505,Alter::N,వయస్సు,ηλικία
506,Schluss::N,ముగింపు,τέλος
507,Zeit::N,కాలము,χρόνος
508,Tag::N,దినము,μέρα
509,Tag::N,దినము,ημέρα
510,Morgen::N,ఉదయము,πρωί
511,Mittag::N,మధ్యాహ్నము,μεσημέρι
512,Abend::N,సాయంకాలము,βράδυ
513,Nacht::N,రత్రి,νύχτα
514,Woche::N,వారము,εβδομάδα
515,Monat::N,నెల,μήνας
516,Jahr::N,సంవత్సరము,έτος
517,Jahr::N,సంవత్సరము,χρόνος
518,Frühling::N,వసంతకాలము,άνοιξη
519,Sommer::N,వేసవికాము,καλοκαίρι
520,Herbst::N,ఆకురాలుకాలము,φθινόπωρο
521,Winter::N,శీతకాలము,χειμώνας
522,Januar::N,జనవరి,Ιανουάριος
523,Februar::N,ఫిబ్రవరి,Φεβρουάριος
524,März::N,మార్చి,Μάρτιος
525,April::N,ఏప్రిలు,Απρίλιος
526,Mai::N,మే,Μάιος
527,Juni::N,జూన్,Ιούνιος
528,Juli::N,జూలై,Ιούλιος
529,August::N,ఆగస్టు,Αύγουστος
530,September::N,సెప్ఠెంబరు,Σεπτέμβριος
531,Oktober::N,అక్టోబరు,Οκτώβριος
532,November::N,నవంబరు,Νοέμβριος
533,Dezember::N,డిసెంబర్,Δεκέμβριος
534,Montag::N,సోమవారము,Δευτέρα
535,Dienstag::N,మంగళవారము,Τρίτη
536,Mittwoch::N,బుధవారము,Τετάρτη
537,Donnerstag::N,గురువారము,Πέμπτη
538,Freitag::N,శుక్రవారము,Παρασκευή
539,Samstag::N,శనివారము,Σάββατο
540,Sonntag::N,ఆదివారము,Κυριακή
541,groß::A,గొప్పైన,μεγάλος
542,klein::A,చిన్న,μικρός
543,lang::A,పొడుగాటి,μακρύς
544,kurz::A,పొట్టి,κοντός
545,breit::A,వెడల్పైన,φαρδύς
546,schmal::A,ఇఱుకైన,στενός
547,dicht::A,దట్టమైన,πυκνός
548,dick[Gegenstand]::A,దట్టమైన,παχύς
549,dick[Gegenstand]::A,దట్టమైన,χοντρός
550,dünn::A,పలుచని,ψιλός
551,dünn::A,పలుచని,λεπτός
552,fein::A,నాజాకైన,ψιλός
553,fest::A,దృడమైవ,στερεός
554,flach::A,చదువైన,επίπεδος
555,glatt::A,నున్నని,λείος
556,glatt::A,నున్నని,ομαλός
557,hart::A,కఠినమైన,σκληρός
558,weich::A,మృదువైన,μαλακός
559,rund::A,గుండ్రని,στρογγυλός
560,spitz::A,మొనగల,μυτερός
561,scharf::A,పదనైన,κοφτερός
562,stumpf::A,వాడిలేని,αμβλύς
563,schwer::A,బరువ్తెన,βαρύς
564,schön::A,సుందరమైన,ωραίος
565,schön::A,సుందరమైన,όμορφος
566,heiß::A,వేడియైన,ζεστός
567,warm::A,వెచ్చని,θερμός
568,kalt::A,చల్లని,κρύος
569,kalt::A,చల్లని,ψυχρός
570,kühl::A,చల్లని,δροσερός
571,frisch::A,తాజాయైన,νωπός
572,frisch::A,తాజాయైన,φρέσκος
573,feucht::A,చెమ్మగానున్న,υγρός
574,nass::A,తడిగామన్న,βρεγμένος
575,trocken::A,ఎండిన,ξηρός
576,trocken::A,ఎండిన,στεγνός
577,voll::A,నిండు,γεμάτος
578,leer::A,శూన్యమైన,άδειος
579,offen::A,తెఱచియున్న,ανοιχτός
580,geschlossen::A,మూసిన,κλειστός
581,sauber::A,పరిశుద్ధమైన,καθαρός
582,schmutzig::A,ముఱికియైన,βρώμικος
583,schmutzig::A,ముఱికియైన,λερωμένος
584,roh::A,పచ్చి,ωμός
585,reif::A,పండివ,ώριμος
586,lecker::A,రుచి గల,νόστιμος
587,süß::A,తియ్యని,γλυκός
588,bitter::A,చేదైన,πικρός
589,sauer::A,పుల్లని,ξινός
590,hell::A,కాంతిగల,φωτεινός
591,dunkel::A,చీకటియైన,σκοτεινός
592,schwarz::A,నల్లని,μαύρος
593,schwarz::A,నల్లని,μελανός
594,weiß::A,తెలుపు,άσπρος
595,rot::A,ఎఱ్ఱని,κόκκινος
596,gelb::A,పసుపు పచ్చ,κίτρινος
597,blau::A,నీలవర్ణము,μπλε
598,blau::A,నీలవర్ణము,γαλανός
599,grün::A,ఆకుపచ్చని,πράσινος
600,grau::A,నెరిసిన,γκρίζος
601,bunt::A,రంగేలీ,ποικιλόχρωπος
602,billig::A,చౌకయైన,φτηνός
603,teuer::A,వెలపొడుగైన,ακριβός
604,wertvoll::A,విలుప్తెన,πολύτιμος
605,blind::A,గ్రుడ్డి,τυφλός
606,taub::A,చెవిటి,κουφός
607,kräftig::A,శక్తి గల,δυνατός
608,stark::A,బలమైన,γερός
609,schwach::A,బలహీనమైన,αδύνατος
610,fett::A,క్రొవ్విన,παχύς
611,schlank::A,సన్నని,λεπτός
612,schlank::A,సన్నని,λυγερός
613,hübsch::A,సాగప్తెన,όμορφος
614,hübsch::A,సాగప్తెన,χαριτωμένος
615,böse::A,చెడ్డ,κακός
616,dumm::A,తెలివిలేని,κουτός
617,dumm::A,తెలివిలేని,ανόητος
618,faul::A,సోమరియైన,τεμπέλης
619,fleißig::A,శ్రద్దగల,εργατικός
620,geizig::A,పిసినారియైన,τσιγγούνης
621,klug::A,తెలివిగల,έξυπνος
622,geschickt::A,నిపుణతగల,επιδέξιος
623,lieb::A,ప్రియమైన,φίλος
624,lieb::A,ప్రియమైన,αγαπητός
625,lustig::A,ఉల్లాసము గల,εύθυμος
626,lustig::A,ఉల్లాసము గల,χαρούμενος
627,sanft::A,సాధువైన,ήπιος
628,hungrig::A,ఆకలిగొనిన,πεινασμένος
629,krank::A,వ్యాధిగల,άρρωστος
630,nackt::A,దిగంబరమైన,γυμνός
631,traurig::A,విచారముగల,λυπημένος
632,lebendig::A,ప్రాణముతో నున్న,ζωντανός
633,gut::A,మంచి,καλός
634,schlecht::A,చెడ్డ,κακός
